POA_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
POA2836,189,553,13,16,0,0,13,16,3,4,0,0,0,0,0,0,0,0,3,4,4,7,0,0,0,0,0,0,4,7,64,122,271,697,81,..,351,697
POA2838,77,184,4,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,80,188,21,..,105,188
POA2839,324,787,35,59,0,0,35,59,3,6,0,0,0,3,0,0,0,5,3,7,0,0,0,7,0,0,3,5,5,12,5,14,371,882,99,..,468,882
POA2840,729,1873,9,10,0,3,10,9,15,17,0,0,0,0,0,0,0,0,15,17,0,11,0,3,0,0,0,0,7,10,25,59,787,1972,336,..,1121,1972
POA2842,265,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,4,8,14,0,0,275,647,82,..,362,647
POA2843,411,1000,15,17,0,0,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,424,1023,93,..,519,1023
POA2844,509,1144,12,15,0,0,12,15,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,3,9,6,15,523,1180,115,..,644,1180
POA2845,699,1805,16,19,14,18,27,35,4,6,0,0,0,0,0,0,0,0,4,6,5,3,0,0,0,0,12,38,13,39,4,8,744,1896,77,..,824,1896
POA2846,106,211,0,4,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,108,218,97,..,205,218
POA2847,926,2183,6,14,0,0,6,14,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,13,11,13,11,3,6,949,2225,122,..,1071,2225
POA2848,683,1340,18,18,0,0,18,18,11,12,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,5,4,5,4,0,0,714,1374,126,..,844,1374
POA2849,620,1439,7,12,0,0,7,12,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,0,0,0,0,0,0,0,3,6,640,1463,167,..,807,1463
POA2850,6316,16387,537,919,22,43,558,957,38,58,10,12,0,0,0,0,0,0,47,65,30,37,52,89,0,3,13,27,93,155,13,30,7033,17591,1345,..,8378,17591
POA2852,1313,3309,23,46,0,0,23,46,22,30,0,0,0,0,0,0,0,0,22,30,3,5,4,4,0,0,9,8,15,20,3,6,1377,3398,184,..,1560,3398
POA2864,301,736,0,6,0,0,0,6,3,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,6,3,5,7,0,4,306,749,38,..,348,749
POA2865,331,845,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,7,7,7,7,0,0,349,870,64,..,411,870
POA2866,951,2422,22,34,9,9,27,43,29,30,0,5,0,0,0,0,0,3,26,38,4,3,0,0,0,0,109,294,115,300,3,7,1124,2810,143,..,1272,2810
POA2867,214,556,0,6,0,12,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,222,569,56,..,277,569
POA2868,202,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,209,520,23,..,232,520
POA2869,525,1215,16,23,0,0,16,23,7,10,0,0,0,0,0,0,0,0,7,10,5,6,0,0,0,0,3,8,9,13,8,21,571,1281,104,..,670,1281
POA2870,4033,10264,152,273,17,13,168,292,270,372,6,12,0,0,0,0,3,7,282,391,12,11,8,9,0,0,9,21,22,43,27,62,4533,11046,612,..,5143,11046
POA2871,3063,7546,151,237,9,18,156,256,158,196,0,3,0,0,0,0,4,0,162,201,15,27,19,24,0,0,17,37,44,81,11,19,3434,8097,425,..,3860,8097
POA2873,211,455,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,3,8,223,476,31,..,250,476
POA2874,125,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,10,133,295,5,..,135,295
POA2875,299,690,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,8,17,313,715,55,..,364,715
POA2876,156,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,406,57,..,210,406
POA2877,1214,2997,32,43,0,5,37,46,11,18,0,0,0,0,0,0,0,0,11,18,4,4,0,0,0,4,0,4,8,16,4,15,1275,3092,303,..,1580,3092
POA2878,87,198,4,7,0,3,3,6,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,98,217,36,..,131,217
POA2879,217,451,8,5,0,0,8,5,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,27,234,495,119,..,354,495
POA2880,7050,15599,158,231,17,26,177,265,184,230,0,0,0,0,0,0,0,0,186,235,11,29,3,14,0,0,4,6,15,46,44,93,7467,16242,1542,..,9015,16242
POA2898,126,292,0,3,22,46,28,49,0,0,0,0,0,0,0,0,11,14,11,13,0,0,0,0,0,0,0,0,0,0,0,0,161,354,38,..,200,354
