POA_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
POA2257,11957,13404,25363,3892,2527,6419,1593,2791,4386,671,820,1488,374,280,652,6525,6427,12947,4728,6202,10930,5.7,4.4,5,54.6,47.9,51.1,51.5,45.8,48.5,446,545,991,150,330,473,1280,1934,3216,922,1529,2450,3373,1741,5113,115,202,311,269,433,704,3755,2378,6127,11657,12694,24353,1914,2027,3943,7833,8424,16254,5062,5596,10666
POA2258,2124,2174,4302,875,498,1372,358,623,983,151,188,334,50,27,77,1432,1326,2764,597,756,1353,3.5,2,2.8,67.4,61.2,64.2,65,60,62.5,89,92,183,34,59,97,283,399,683,188,281,467,602,338,936,32,33,64,31,69,102,659,443,1102,2222,2193,4413,266,289,560,1587,1562,3149,785,819,1602
POA2259,25840,27752,53591,9569,5827,15397,3386,6084,9469,1562,2043,3601,858,635,1496,15367,14592,29953,8913,11451,20369,5.6,4.4,5,59.5,52.6,55.9,56.2,50.3,53.1,538,629,1165,205,479,691,1805,3060,4864,1860,2964,4832,7780,4714,12489,317,548,862,476,835,1318,8571,6097,14671,25823,27148,52978,4287,4564,8854,16554,17151,33711,11851,12908,24762
POA2260,10130,10788,20916,4105,2463,6566,1580,2924,4498,624,847,1471,215,176,394,6521,6415,12935,3150,3932,7081,3.3,2.8,3,64.4,59.5,61.8,62.2,57.8,59.9,645,619,1260,200,362,565,1827,2390,4213,1045,1469,2519,2460,1090,3548,69,150,220,195,344,536,2722,1586,4306,10135,10545,20678,1886,1957,3844,6646,6937,13579,4776,5025,9802
POA2261,21378,23808,45189,7600,4660,12260,3096,5467,8559,1303,1761,3060,672,505,1176,12671,12387,25062,7475,9952,17429,5.3,4.1,4.7,59.3,52,55.5,56.1,49.9,52.9,513,651,1171,213,523,729,1903,3151,5050,1580,2697,4280,6571,3609,10189,222,391,610,411,693,1111,7201,4698,11902,21294,22979,44276,3318,3582,6897,14224,15284,29503,9009,9989,19005
POA2262,8276,8930,17207,2803,1673,4475,1077,1920,2994,569,659,1232,293,265,553,4738,4518,9254,3066,3922,6986,6.1,5.9,6,57.2,50.6,53.8,53.7,47.6,50.6,88,120,213,45,114,156,378,712,1098,449,911,1356,2625,1690,4316,90,175,265,157,241,398,2876,2108,4985,8483,8814,17300,1274,1373,2643,5571,5746,11320,3572,3886,7459
POA2263,9783,10652,20435,2878,1813,4692,1134,1985,3127,595,728,1328,373,288,663,4995,4821,9812,4105,5093,9199,7.6,6,6.8,51,45.2,48,47.2,42.5,44.8,147,175,318,74,180,251,508,933,1443,546,985,1532,2938,1870,4809,115,243,356,153,284,444,3205,2402,5607,9336,9819,19156,1619,1783,3402,6089,6316,12404,4244,4696,8943
POA2264,6506,7028,13526,2137,1250,3386,840,1502,2343,299,371,666,227,192,416,3502,3315,6811,2701,3378,6077,6.5,5.7,6.1,53.8,47.1,50.3,50.3,44.4,47.3,200,206,412,78,149,224,502,835,1336,478,780,1262,2120,1131,3250,76,141,222,139,222,360,2333,1491,3825,6227,6593,12821,1159,1258,2418,3927,4101,8030,3080,3389,6472
POA2265,2872,3130,5998,1152,694,1848,406,750,1162,127,158,282,90,58,150,1781,1658,3440,987,1345,2336,5.1,3.6,4.4,62,53.1,57.3,58.8,51.1,54.8,184,161,342,34,78,117,329,534,862,250,374,623,851,473,1323,28,66,94,48,108,162,929,650,1575,2866,3032,5895,590,639,1229,1600,1645,3246,1624,1786,3409
POA2267,1227,1275,2501,386,221,609,146,285,431,50,63,106,37,25,54,608,591,1197,550,626,1174,5.6,3.9,4.8,49.5,46.3,47.9,46.7,44.5,45.6,53,67,119,20,41,62,118,190,308,114,164,276,398,178,579,5,21,29,29,39,70,442,234,676,1186,1207,2396,172,163,330,830,870,1703,455,449,901
POA2278,1053,1037,2089,559,273,833,115,316,433,43,57,100,38,19,57,753,668,1424,282,347,630,4.9,3.4,4.2,71.6,64.5,68.1,68.1,62.3,65.2,8,26,31,4,20,20,51,90,137,67,108,172,451,224,676,16,21,39,19,30,52,493,276,764,1145,1091,2234,121,127,245,889,828,1719,325,329,654
POA2280,10931,11531,22461,4473,2496,6969,1438,3175,4614,348,529,880,316,250,564,6575,6449,13026,3945,4655,8598,4.8,3.9,4.3,60.2,55.9,58,57.3,53.8,55.5,371,439,810,143,310,452,1276,1786,3058,901,1303,2201,3513,1669,5180,118,213,325,199,383,584,3823,2266,6088,11251,11603,22854,1478,1580,3055,8147,8323,16467,4035,4335,8362
POA2281,6242,6622,12859,2213,1241,3457,733,1642,2377,253,299,545,205,133,338,3399,3315,6713,2563,3042,5601,5.9,4,5,54.5,50.1,52.2,51.3,48.1,49.6,152,199,349,87,148,229,549,915,1468,522,709,1233,2096,897,2999,53,95,147,149,229,378,2301,1221,3518,6283,6511,12797,850,915,1766,4347,4472,8820,2493,2668,5161
POA2282,6230,7110,13342,2689,1633,4326,880,2020,2902,220,295,515,154,113,269,3935,4068,8006,2108,2836,4944,4,2.8,3.4,63.2,57.2,60,60.7,55.6,58,365,339,703,135,229,366,998,1394,2392,627,901,1531,1700,827,2526,57,117,173,100,258,357,1863,1199,3063,6516,7148,13667,882,960,1839,4466,4904,9375,2589,2910,5502
POA2283,9956,10556,20511,3576,2047,5617,1198,2522,3718,347,445,790,371,232,600,5494,5236,10733,4002,4854,8862,6.7,4.4,5.6,55.2,49.6,52.3,51.5,47.4,49.4,342,363,708,135,262,402,948,1469,2420,815,1236,2050,3117,1599,4720,79,195,272,198,359,556,3399,2155,5547,9866,10287,20152,1405,1493,2895,6899,7136,14035,3803,4140,7941
POA2284,4966,5440,10409,2102,1240,3344,618,1353,1970,202,245,449,133,140,268,3052,2976,6029,1596,2129,3719,4.3,4.6,4.5,61.4,54.6,57.9,58.8,52.1,55.3,136,168,307,54,118,173,446,771,1223,382,585,970,1578,819,2396,46,97,142,95,159,258,1721,1080,2797,4830,5095,9922,884,974,1856,2974,3081,6054,2433,2645,5077
POA2285,12963,13932,26887,6346,3785,10134,1711,3990,5700,445,647,1083,418,340,762,8919,8757,17674,3505,4597,8105,4.7,3.9,4.3,68.8,62.9,65.7,65.6,60.4,62.9,428,488,912,131,322,457,1280,2099,3377,968,1455,2419,4128,2393,6523,164,273,432,199,362,560,4492,3029,7518,13479,14143,27628,2148,2337,4489,8924,9252,18175,5713,6249,11961
POA2286,1811,1960,3768,866,487,1349,214,550,767,61,93,156,46,33,82,1188,1163,2358,551,723,1275,4,3,3.5,65.7,59.6,62.5,63.1,57.8,60.3,24,39,65,11,38,50,89,191,289,125,188,313,703,398,1099,28,35,65,26,54,74,748,484,1240,1892,2019,3913,256,278,530,1226,1305,2528,805,868,1672
POA2287,15995,17086,33083,6914,4303,11219,2499,4757,7253,601,822,1425,638,422,1062,10656,10306,20963,4670,6058,10724,6,4.1,5.1,66.6,60.3,63.4,62.6,57.9,60.2,842,875,1721,209,393,602,2012,2856,4862,1189,1682,2869,4239,2448,6686,146,283,433,248,416,668,4634,3147,7782,16127,16841,32965,2826,3018,5842,10224,10687,20910,7629,8058,15684
POA2289,7928,8324,16253,3731,2341,6073,1273,2594,3871,316,381,701,252,168,418,5567,5479,11055,2117,2604,4726,4.5,3,3.8,70.3,65.9,68,67.1,63.9,65.5,503,575,1077,168,316,487,1492,2026,3515,738,920,1654,1947,909,2849,78,113,190,129,206,338,2152,1224,3380,8200,8397,16597,1399,1456,2856,5622,5761,11387,3461,3583,7044
POA2290,13586,14722,28305,6050,3615,9671,1939,4178,6118,495,682,1176,430,301,736,8918,8783,17699,4112,5337,9453,4.8,3.4,4.1,65.7,59.7,62.5,62.5,57.6,59.9,623,702,1327,179,431,605,1930,2756,4697,1161,1637,2803,4009,2028,6041,118,225,344,231,424,653,4360,2682,7043,14154,14832,28987,2000,2249,4248,9979,10415,20395,5277,5811,11091
POA2291,5794,6064,11856,2677,1833,4515,1003,1782,2783,235,310,546,153,111,268,4063,4035,8106,1544,1866,3403,3.7,2.8,3.3,70.2,66.6,68.3,67.6,64.7,66.1,580,567,1139,144,273,417,1475,1790,3264,514,655,1177,1060,502,1557,44,64,108,104,156,254,1209,714,1922,5607,5733,11341,1164,1253,2410,3792,3865,7658,2699,2862,5559
POA2292,1105,1116,2222,480,366,851,175,317,492,45,67,108,48,30,80,751,780,1526,278,289,568,6.8,3.6,5.2,68,69.5,68.8,63.4,67,65.2,54,64,118,16,40,53,191,258,441,98,113,205,270,161,431,11,13,23,8,25,32,292,198,488,977,983,1959,229,248,476,579,583,1158,559,605,1160
POA2293,1397,1511,2907,681,553,1233,244,438,681,48,75,121,39,37,73,1013,1105,2116,332,357,696,3.9,3.4,3.6,72.5,73,72.8,69.7,70.5,70.1,110,150,255,32,61,97,313,440,748,142,178,318,301,163,468,6,25,33,18,20,40,335,207,537,1130,1141,2269,415,476,896,593,590,1183,882,959,1845
POA2294,859,884,1745,372,276,645,128,261,389,37,37,71,48,18,62,578,598,1173,228,249,483,8.3,2.9,5.5,67.1,67.2,67.2,61.6,65.3,63.5,65,69,134,13,21,32,160,233,393,57,112,170,209,99,306,4,9,15,6,17,25,220,126,347,734,755,1487,208,229,435,428,431,862,464,507,970
POA2295,3219,3457,6675,1229,702,1925,363,800,1162,116,151,270,102,67,169,1812,1716,3529,1197,1482,2680,5.9,3.8,4.9,56.2,49.7,52.9,52.9,47.8,50.3,128,161,297,51,107,157,318,552,867,269,381,652,985,436,1419,18,45,69,63,81,143,1068,565,1637,3058,3164,6217,673,697,1366,1847,1908,3763,1702,1764,3469
POA2296,856,903,1759,407,320,727,156,287,445,30,37,67,43,20,66,642,666,1305,184,211,396,6.9,3.1,5,74.6,74,74.3,69.5,71.7,70.6,68,91,158,15,46,61,191,259,448,73,105,175,197,89,285,6,13,21,13,19,33,209,123,333,726,742,1467,222,252,474,387,406,789,528,550,1079
POA2297,752,751,1502,327,214,538,145,265,410,33,41,78,35,21,53,542,539,1080,167,185,360,6.3,3.9,5.1,71.9,71.9,71.9,67.4,69.1,68.3,53,81,129,23,38,63,180,212,392,56,56,113,156,80,235,9,11,21,12,11,20,172,102,281,673,679,1354,161,175,340,407,391,799,389,422,810
POA2298,4184,4584,8772,1608,1166,2780,773,1197,1965,158,225,378,163,110,271,2702,2700,5399,1231,1482,2711,6,4.1,5,64.5,58.8,61.5,60.7,56.4,58.4,232,263,496,50,128,178,660,893,1551,270,401,668,932,571,1497,49,67,117,51,88,141,1032,726,1758,3636,3802,7438,898,908,1807,2199,2300,4500,2107,2186,4292
POA2299,4905,4975,9880,1831,1155,2984,879,1372,2257,192,209,401,225,146,371,3127,2880,6011,1436,1752,3192,7.3,5.1,6.2,63.7,57.9,60.8,59.1,54.9,57,348,321,665,75,135,206,749,964,1709,363,444,804,1025,564,1586,74,74,148,71,108,183,1173,744,1918,4331,4388,8718,1147,1101,2256,2570,2669,5243,2631,2552,5182
POA2300,5331,5574,10901,2435,1822,4255,909,1536,2445,189,261,446,183,142,328,3717,3760,7475,1287,1555,2846,5,3.8,4.4,69.7,67.4,68.5,66.3,64.8,65.5,607,715,1320,151,242,393,1434,1602,3033,416,599,1016,874,447,1327,50,73,130,77,98,172,1009,618,1621,4036,4179,8215,1486,1640,3120,2175,2271,4439,3178,3378,6556
POA2302,669,660,1332,297,180,474,88,146,237,23,28,51,14,16,33,430,369,795,203,273,477,3.7,4.6,4.1,64.1,55.6,59.8,61.7,53,57.4,56,59,115,25,25,45,172,167,341,59,85,146,138,58,197,3,10,20,12,20,34,155,93,249,416,395,815,255,265,518,82,98,181,572,565,1133
POA2303,4050,4275,8329,1502,1037,2540,695,1152,1852,163,196,357,169,108,270,2526,2501,5020,1220,1488,2705,6.6,4.2,5.4,62.3,58.4,60.3,58.3,55.9,57.1,313,346,659,95,179,276,834,967,1803,303,398,702,707,410,1116,35,57,91,62,94,158,796,565,1366,3609,3727,7329,759,862,1620,2357,2452,4812,1825,1976,3797
POA2304,6502,6831,13334,2607,1908,4509,1014,1746,2758,235,324,557,281,148,428,4132,4116,8254,1971,2308,4281,6.7,3.5,5.2,63.6,60.3,61.9,59.3,58.1,58.7,330,427,762,97,201,294,970,1374,2343,474,683,1159,1529,927,2457,63,84,156,98,135,234,1688,1155,2845,5911,6146,12055,1262,1341,2606,3730,3770,7497,3058,3288,6345
POA2305,5108,5488,10598,2312,1472,3790,830,1679,2511,191,272,464,134,110,247,3470,3536,7007,1439,1759,3201,3.9,3.1,3.5,67.9,64.4,66.1,65.3,62.4,63.8,421,450,874,116,226,336,1023,1331,2356,470,588,1055,1128,565,1693,50,89,131,73,133,205,1246,782,2030,5330,5459,10787,799,918,1722,3680,3835,7514,2153,2288,4446
POA2306,1241,1426,2659,236,157,392,134,193,324,35,39,73,63,63,131,460,461,921,610,765,1378,13.3,14.3,13.8,37,32.4,34.5,32.1,27.7,29.8,3,14,15,0,4,4,28,53,80,32,53,88,208,215,421,17,38,49,10,27,36,238,273,515,1215,1340,2558,134,178,313,878,918,1798,366,503,865
POA2307,1932,1906,3835,709,419,1131,346,480,820,67,85,146,87,54,143,1207,1036,2245,615,764,1377,7.3,5.3,6.4,62.5,54.5,58.5,57.9,51.6,54.8,67,75,139,13,38,52,208,276,482,127,156,282,542,324,868,19,28,47,21,38,56,576,395,977,1711,1690,3406,440,406,850,997,949,1944,1037,1043,2081
POA2308,603,760,1358,5,0,3,134,235,366,47,70,119,61,49,108,246,355,599,185,203,382,24.3,13.8,18.1,41.2,46.6,44.3,31.2,40.2,36.2,0,3,3,0,0,0,8,14,21,3,7,14,20,39,57,14,7,22,0,0,3,34,46,81,125,153,277,320,412,727,8,9,17,433,548,979
POA2311,370,366,738,155,71,229,43,108,153,17,12,30,7,4,15,225,202,428,125,151,277,2.7,3.5,3.1,61.1,53.9,57.5,59.5,52,55.8,10,4,12,0,6,5,42,50,85,30,31,57,102,65,163,0,7,10,6,12,20,109,84,195,363,373,736,61,69,133,265,255,519,140,158,299
POA2312,613,632,1240,208,103,309,80,166,247,24,30,58,25,6,32,336,308,648,245,294,534,6.5,2.9,4.8,55.1,49.3,52.2,51.5,47.9,49.7,9,11,16,3,14,21,35,55,84,30,65,90,224,111,339,9,20,30,10,16,28,248,149,394,615,628,1240,78,80,159,428,416,849,237,265,505
POA2315,6330,6935,13270,1821,1059,2883,907,1553,2462,267,326,592,167,127,299,3166,3072,6237,2824,3459,6281,5.3,4.2,4.8,50,44.3,47,47.3,42.4,44.8,252,236,484,106,181,286,695,879,1575,646,842,1486,1778,892,2672,63,131,187,127,251,372,1966,1267,3234,5801,6296,12093,1098,1149,2251,3629,3921,7548,3035,3282,6317
POA2316,2761,2860,5618,906,453,1359,313,726,1044,116,143,264,77,50,127,1410,1372,2783,1173,1320,2496,5.5,3.4,4.5,51.3,47.9,49.6,48.5,46.2,47.3,70,83,155,27,59,87,232,332,570,243,350,589,961,462,1418,20,47,66,49,110,161,1033,617,1652,2591,2619,5213,423,490,917,1627,1623,3251,1269,1382,2645
POA2317,2693,3030,5722,758,410,1170,371,633,1010,103,108,221,53,62,113,1288,1216,2512,1266,1644,2906,4.2,5.1,4.6,47.9,40.3,43.9,45.9,38.2,41.8,86,81,160,34,68,98,257,353,611,245,347,594,831,415,1245,22,52,76,58,102,160,916,575,1492,2519,2803,5326,404,446,852,1575,1746,3315,1268,1407,2677
POA2318,5369,5454,10824,2414,1264,3684,630,1532,2165,243,272,515,160,120,284,3451,3192,6642,1674,2039,3719,4.6,3.8,4.2,64.2,58.6,61.4,61.3,56.4,58.8,112,132,243,46,121,169,389,668,1057,508,643,1149,1935,1050,2988,59,117,183,65,163,234,2058,1337,3392,5534,5501,11035,957,998,1947,3488,3470,6961,2647,2696,5341
POA2319,2904,2888,5792,867,415,1277,323,634,959,127,117,244,102,59,162,1418,1228,2647,1312,1508,2821,7.3,5,6.2,48.9,42.5,45.7,45.4,40.4,42.9,45,56,96,25,44,75,149,238,389,185,300,487,962,509,1470,38,70,109,53,89,138,1055,669,1720,2746,2737,5484,476,476,950,1872,1810,3690,1197,1254,2451
POA2320,14806,15941,30747,6987,4055,11042,1905,4274,6175,588,817,1410,479,404,883,9955,9555,19508,4207,5715,9922,4.8,4.2,4.5,67.2,59.9,63.4,64,57.4,60.6,394,472,865,162,369,536,1217,2062,3281,1127,1754,2879,4808,2900,7708,161,326,488,213,397,620,5187,3623,8811,15348,15895,31239,2718,3035,5751,9490,9682,19176,7461,8175,15639
POA2321,7332,7957,15292,3726,2194,5918,934,2251,3181,298,465,760,186,185,372,5138,5092,10233,1887,2604,4492,3.6,3.7,3.6,70.1,64,66.9,67.6,61.6,64.5,188,221,409,62,198,265,572,1113,1687,597,941,1542,2568,1549,4118,82,154,235,117,252,368,2763,1959,4721,7507,7935,15447,1591,1800,3398,4160,4276,8431,4281,4799,9083
POA2322,9358,9714,19080,4599,2664,7265,1213,2664,3878,329,468,797,344,240,584,6487,6042,12530,2504,3364,5865,5.3,4,4.7,69.3,62.2,65.7,65.6,59.7,62.6,225,238,462,78,184,261,722,1248,1974,695,973,1668,2934,1809,4743,95,207,302,124,221,349,3155,2240,5390,9439,9757,19194,1955,2022,3974,5567,5645,11217,5066,5413,10478
POA2323,10172,11064,21235,4488,2693,7175,1356,2776,4130,396,497,893,336,312,649,6569,6276,12846,3106,4282,7390,5.1,5,5.1,64.6,56.8,60.5,61.2,53.9,57.4,266,368,635,107,242,353,931,1511,2444,793,1188,1982,3047,1789,4830,129,233,360,174,298,472,3354,2309,5668,10341,10929,21263,1584,1693,3277,7083,7448,14530,4226,4645,8871
POA2324,10464,10710,21181,3517,1923,5442,1172,2270,3442,428,503,929,376,270,641,5490,4967,10455,4270,5099,9366,6.8,5.4,6.1,52.4,46.4,49.4,48.8,43.9,46.3,198,212,410,91,154,248,622,988,1614,652,1105,1759,3174,1691,4860,128,247,376,182,309,490,3485,2248,5730,10014,10307,20322,1565,1495,3055,6662,6765,13427,4414,4512,8927
POA2325,12958,12319,25278,4250,2254,6503,1415,2909,4321,527,733,1257,434,342,784,6627,6232,12863,5663,5405,11072,6.6,5.5,6.1,51.1,50.6,50.9,47.8,47.8,47.8,165,197,368,58,182,233,585,1023,1611,603,1135,1732,3728,2298,6022,141,300,444,179,331,506,4043,2928,6974,11584,12087,23677,1873,2015,3884,7470,7712,15179,5179,5568,10745
POA2326,3075,3129,6200,1223,623,1852,332,799,1133,132,155,284,140,107,250,1829,1690,3521,1071,1278,2348,7.8,6.3,7.1,59.5,54,56.7,54.9,50.6,52.7,7,31,41,15,36,55,93,202,295,139,267,405,1058,664,1719,30,81,106,39,81,124,1127,827,1949,3244,3214,6462,419,472,892,2218,2235,4453,1192,1266,2458
POA2327,3112,3278,6386,1181,665,1850,341,754,1093,113,149,260,126,106,232,1770,1663,3436,1165,1443,2605,7.3,6.1,6.8,56.9,50.8,53.8,52.7,47.7,50.1,23,28,53,16,43,52,91,253,348,118,263,384,997,599,1598,37,93,128,46,72,116,1078,763,1839,3135,3263,6405,414,460,877,2131,2115,4250,1227,1403,2634
POA2328,1023,1039,2056,517,260,781,114,254,363,32,40,76,16,15,34,680,577,1260,266,379,648,2.6,3.1,2.9,66.7,56,61.3,64.9,54.2,59.5,11,13,25,5,7,12,33,97,124,54,92,147,339,175,515,3,25,27,8,29,36,349,228,577,1006,972,1976,145,163,305,663,637,1301,429,448,874
POA2329,842,876,1720,354,181,535,65,197,266,35,35,66,26,12,40,482,431,911,265,359,630,5.2,3.7,4.5,57.3,48.7,52.9,54.3,46.9,50.5,4,8,16,7,9,10,49,102,152,38,65,99,206,120,328,13,11,26,16,30,38,230,166,394,792,805,1599,133,152,283,559,581,1139,314,327,640
POA2330,8466,8416,16875,4299,2083,6378,909,2242,3151,374,476,847,237,208,441,5810,5008,10819,2117,2937,5055,4,4.2,4.1,68.7,59.5,64.1,65.9,57,61.5,152,153,307,53,136,191,551,870,1424,517,760,1281,2988,1692,4677,112,176,291,100,256,360,3200,2124,5318,8495,8435,16934,1505,1493,2997,5390,5219,10611,4058,4163,8217
POA2331,552,19,575,366,12,377,13,5,15,9,0,9,0,0,0,390,19,405,9,0,9,0,6.7,0.2,69.8,71.4,69.8,69.8,66.7,69.7,0,0,0,0,0,0,19,0,20,20,0,20,68,0,70,6,0,10,0,0,0,81,3,80,71,9,84,317,9,329,26,9,35,361,15,366
POA2333,5536,5263,10799,2495,1332,3824,521,1250,1774,221,223,448,201,161,363,3439,2965,6406,1708,1967,3676,5.9,5.4,5.7,62.1,56.4,59.3,58.4,53.4,56,68,81,146,35,79,113,224,439,669,275,425,701,1772,984,2751,67,116,180,76,126,204,1913,1225,3137,5211,5127,10338,1066,1053,2121,3292,3180,6468,2605,2649,5249
POA2334,1282,1293,2572,676,318,994,137,389,528,70,86,158,39,44,83,922,840,1762,313,405,721,4.3,5.2,4.8,72,65,68.5,68.9,61.6,65.2,5,23,29,4,19,21,51,119,167,55,126,180,517,295,812,14,33,49,11,27,47,544,356,902,1319,1301,2617,266,286,555,807,784,1589,656,698,1344
POA2335,3034,3150,6191,1688,955,2638,315,873,1190,156,196,353,83,65,147,2241,2087,4327,665,932,1597,3.6,3,3.3,73.8,66.2,70,71.2,64.2,67.6,37,83,119,19,69,83,213,462,673,236,361,589,1186,637,1825,28,78,106,43,91,133,1259,808,2064,3169,3161,6328,632,691,1324,1821,1793,3607,1699,1833,3526
POA2336,1075,1036,2115,507,285,795,104,250,355,56,33,93,23,16,38,695,587,1284,311,385,697,3.2,2.9,3,64.5,56.8,60.7,62.4,55.1,58.8,12,15,21,3,16,24,34,105,140,34,80,113,362,192,557,16,25,42,13,31,42,397,244,641,1098,1029,2128,130,151,286,806,733,1534,355,388,750
POA2337,3200,3320,6514,1654,1050,2710,340,787,1125,116,117,234,61,56,120,2172,2014,4186,831,1130,1967,2.9,2.7,2.8,68,60.7,64.3,66,59.1,62.5,45,87,130,20,53,70,235,443,675,194,319,513,960,547,1508,32,66,92,42,102,146,1035,709,1750,3166,3142,6305,568,636,1201,2084,2081,4166,1428,1505,2932
POA2338,601,620,1217,216,117,339,64,141,209,19,28,47,16,9,25,315,296,616,221,266,493,5,3,4.1,53.4,48.1,50.7,50.8,46.7,48.7,15,11,30,0,9,13,35,72,106,34,67,101,162,89,255,4,18,24,8,15,33,184,123,307,543,563,1105,65,73,141,401,420,823,185,195,381
POA2339,303,297,598,147,76,220,36,71,106,4,14,18,8,10,10,195,167,360,70,79,150,2.6,5.4,3.9,64.1,56.6,60.4,62.5,53.6,58.1,8,7,14,0,5,5,17,33,50,7,21,29,62,32,98,4,8,16,0,9,13,67,53,119,276,233,510,48,53,106,192,167,355,116,104,218
POA2340,19927,21602,41533,9127,6082,15213,2394,5021,7411,604,788,1393,597,536,1136,12727,12424,25156,5766,7650,13413,4.7,4.3,4.5,63.9,57.5,60.6,60.9,55,57.8,504,673,1182,233,537,771,1680,2974,4653,1236,2125,3362,5332,3375,8706,218,438,654,295,629,917,5841,4437,10279,19366,20392,39753,4024,4222,8248,12088,12740,24823,9822,10557,20379
POA2341,607,631,1233,184,91,276,50,124,171,15,19,35,30,22,49,283,254,540,279,323,602,10.2,8.3,9.3,46.7,40.4,43.5,41.9,37.1,39.5,4,7,15,4,0,5,12,36,48,8,33,45,143,92,237,9,10,14,16,15,24,163,120,278,573,554,1135,105,104,215,414,415,835,234,220,452
POA2342,193,179,374,109,50,160,14,48,68,3,9,13,0,0,4,136,116,249,37,50,95,3,1.8,2.4,68.2,63,65.7,66.2,61.9,64.1,3,4,8,0,6,6,10,23,34,11,18,35,58,28,82,0,5,5,3,0,4,65,32,92,192,178,375,27,27,56,159,142,298,53,48,102
POA2343,1960,2020,3983,805,442,1249,185,431,610,72,66,139,62,57,118,1122,999,2116,581,777,1359,5.6,5.5,5.6,57.3,49.3,53.2,54.1,46.6,50.3,30,25,50,10,28,36,99,230,324,94,174,271,503,278,776,31,50,83,32,56,91,562,385,949,1799,1832,3635,269,283,556,1295,1292,2589,676,725,1396
POA2344,284,287,572,155,86,240,31,79,107,19,20,37,3,3,3,206,186,391,61,89,152,1.5,1.1,1.3,72.3,64.7,68.5,71.2,64,67.6,3,4,7,0,4,4,15,38,58,13,27,40,98,35,128,5,6,10,5,7,15,107,51,155,271,274,549,45,36,77,210,201,411,87,97,186
POA2345,293,283,575,160,80,237,24,78,108,10,19,22,7,3,13,197,183,385,79,84,161,4.5,2.2,3.4,69.3,65.5,67.4,66.2,64.1,65.1,3,3,5,0,6,6,18,43,59,19,23,42,89,50,145,0,4,4,8,0,11,98,58,156,286,274,559,46,45,98,200,199,402,107,98,199
POA2346,1252,1295,2546,458,258,713,131,297,423,40,31,68,31,20,56,655,605,1260,468,578,1043,4.9,3.5,4.2,52.6,46.6,49.6,50.1,45,47.5,9,25,36,5,14,20,50,108,156,45,115,161,322,175,491,21,35,58,21,28,47,362,238,600,1122,1160,2283,219,213,427,790,795,1584,484,509,991
POA2347,783,798,1582,266,139,409,71,157,231,20,22,43,23,20,46,383,342,725,319,376,696,6,6.4,6.2,48.9,43,45.9,45.9,40.2,43,6,4,13,4,9,15,30,81,109,32,59,91,171,98,265,5,19,25,11,13,25,183,127,316,740,723,1459,88,93,186,560,537,1095,233,255,492
