POA_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA2306,95,3,0,0,0,99,129,10,0,0,0,146,105,37,0,0,0,141,542,149,69,0,0,760,19,9,33,0,0,65,37,7,0,0,0,42,10,0,6,0,0,13,3,0,0,0,0,8,725,204,105,0,0,1033,12,3,0,0,0,12,30,10,0,0,0,38,987,224,108,0,0,1321
POA2307,379,79,5,0,0,461,510,68,0,0,0,577,221,185,19,0,0,423,29,32,0,0,0,64,4,27,0,0,0,35,100,23,9,0,0,128,12,10,0,0,0,23,4,0,0,0,0,3,362,273,28,0,0,671,30,97,0,0,0,124,19,6,0,0,0,26,1301,527,33,0,0,1866
POA2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2311,168,0,0,8,6,176,103,0,0,0,0,100,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,22,8,0,0,3,0,13,0,0,0,0,0,0,42,0,0,6,0,50,22,0,0,0,0,20,8,0,0,0,0,8,334,0,3,11,6,357
POA2312,256,0,0,0,0,254,194,0,0,0,0,199,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,71,0,0,0,0,0,0,3,0,0,0,0,3,537,0,0,3,0,541
POA2315,2012,623,219,10,3,2871,1164,238,61,5,0,1463,479,404,287,0,0,1172,3,32,20,0,0,57,9,55,20,0,0,79,139,79,39,0,4,260,56,31,6,0,0,102,3,4,3,0,0,13,690,607,376,3,10,1681,37,143,11,0,6,196,42,35,7,0,0,87,3940,1641,674,16,21,6297
POA2316,1191,98,0,29,21,1342,651,69,3,3,0,724,162,85,0,0,0,250,0,0,0,0,0,0,7,0,0,0,0,5,94,17,5,3,0,115,40,3,0,7,0,50,0,0,0,0,0,0,297,104,8,6,0,418,59,3,0,0,0,61,24,0,0,0,0,24,2224,279,14,41,24,2570
POA2317,896,316,83,66,23,1381,492,126,26,0,0,647,168,153,68,0,0,390,8,9,15,0,0,31,4,25,7,0,0,40,71,35,19,0,0,125,11,7,0,8,4,36,0,7,0,0,0,8,265,234,117,11,9,633,16,77,18,5,0,119,24,17,7,0,0,46,1695,774,252,81,32,2828
POA2318,1603,84,0,7,0,1700,1950,18,3,0,0,1969,506,41,5,0,3,559,12,0,0,0,0,12,0,0,0,0,0,0,144,7,4,0,0,158,161,0,0,0,0,161,0,0,0,0,0,0,826,50,8,6,3,892,34,0,3,0,0,43,44,3,0,0,0,47,4458,156,20,13,9,4650
POA2319,1122,68,0,4,0,1192,757,30,0,3,0,790,425,87,12,5,0,529,9,0,0,0,0,6,24,0,0,0,0,26,113,9,0,0,0,126,16,4,0,8,0,27,6,0,0,0,0,3,584,104,12,15,0,715,32,7,0,0,0,35,32,4,0,0,0,35,2523,212,15,19,0,2766
POA2320,3817,178,15,20,7,4042,5525,128,11,10,7,5680,1844,503,101,28,5,2481,269,87,40,0,3,400,72,50,24,0,3,151,437,58,7,4,5,516,72,16,0,28,0,114,8,5,0,0,0,16,2712,715,183,69,11,3680,245,76,3,0,5,323,112,20,9,3,0,147,12412,1121,218,100,29,13871
POA2321,1715,122,11,104,0,1960,2885,50,3,3,0,2942,1300,183,23,0,4,1507,9,0,0,0,0,11,14,0,0,0,0,14,168,14,3,0,4,194,24,5,0,6,0,34,7,0,0,0,0,8,1523,205,27,8,7,1767,59,150,0,5,0,221,69,11,0,5,3,86,6253,537,42,129,14,6972
POA2322,2325,54,3,33,4,2419,3439,65,7,0,4,3515,1285,216,34,0,0,1535,220,34,11,0,0,258,94,22,5,0,0,122,304,23,3,0,0,329,266,0,0,21,0,290,14,0,0,0,0,14,2178,294,45,26,0,2548,68,6,3,0,0,78,75,7,5,3,0,96,8083,428,69,61,10,8656
POA2323,2829,242,37,0,3,3107,3235,164,25,0,0,3420,1184,487,285,0,6,1956,303,129,38,0,0,463,91,89,35,0,0,214,351,78,25,0,0,462,85,13,0,3,11,114,6,10,0,0,0,17,2021,801,387,11,14,3233,62,79,4,0,0,146,89,23,11,5,5,131,8237,1306,464,8,16,10034
POA2324,3322,236,31,101,4,3695,2668,139,12,3,6,2831,1041,420,49,21,5,1535,365,72,15,0,0,456,104,47,10,3,0,163,312,72,10,9,3,408,101,8,0,85,0,192,9,3,0,0,0,16,1945,614,79,124,7,2769,364,19,0,3,0,394,126,22,4,14,5,160,8427,1033,128,240,25,9852
POA2325,3433,183,11,27,13,3664,3674,75,8,5,4,3769,1560,416,89,5,0,2073,195,112,14,0,0,318,34,47,10,0,0,93,446,54,8,3,0,502,49,16,4,0,4,66,12,9,0,0,0,23,2284,657,113,12,7,3077,118,58,0,0,0,181,125,31,3,0,0,160,9646,999,142,45,29,10862
POA2326,975,17,4,0,0,994,1135,3,3,0,0,1149,272,58,4,3,0,338,76,3,0,0,0,78,7,0,0,0,0,5,124,4,9,0,0,137,16,0,0,0,0,16,4,0,0,0,0,4,506,64,15,7,0,587,30,0,0,0,0,38,39,0,0,0,0,45,2685,84,21,6,0,2804
POA2327,915,46,0,0,0,967,1002,54,10,0,0,1055,436,182,62,0,0,677,51,39,26,0,0,110,11,12,4,0,0,26,130,5,10,0,0,143,13,0,0,0,0,13,4,3,4,0,0,9,639,244,100,0,0,979,30,0,0,0,0,30,27,4,4,0,0,44,2610,347,113,0,3,3073
POA2328,328,14,0,0,0,347,311,8,6,4,0,322,57,25,18,0,0,101,4,0,0,0,0,6,3,0,0,0,0,3,66,0,0,3,0,72,22,0,0,4,5,29,0,0,0,0,0,0,154,33,18,5,3,216,40,22,0,0,4,64,17,0,0,0,0,17,843,76,25,9,9,967
POA2329,332,0,0,4,5,342,191,0,0,0,0,191,79,14,0,0,0,90,0,6,0,0,0,9,0,0,0,0,0,3,42,3,0,0,0,43,22,0,0,0,0,28,0,0,0,0,0,0,150,19,4,0,0,173,51,0,0,0,0,51,18,0,0,0,0,17,739,24,4,4,6,775
POA2330,2199,89,44,22,0,2355,2867,104,20,0,7,3001,816,309,118,0,3,1251,235,32,24,0,0,294,35,14,9,0,0,58,211,34,3,9,0,262,100,0,0,47,0,162,8,0,0,0,0,9,1403,398,157,61,6,2026,107,12,7,3,4,127,75,9,8,0,0,94,6647,609,231,95,15,7601
POA2331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
POA2333,1305,44,10,15,10,1382,1648,30,3,0,0,1687,892,292,18,0,0,1205,155,72,0,0,0,227,43,32,0,0,0,75,244,17,0,0,0,261,31,9,0,8,9,53,4,0,0,0,0,7,1376,422,20,11,4,1834,77,17,0,0,3,99,59,14,0,0,0,74,4474,522,36,25,14,5072
POA2334,289,0,0,0,0,287,608,4,0,0,6,620,155,32,3,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,37,4,0,0,0,42,3,0,0,0,0,3,0,0,0,0,0,0,193,33,3,0,0,229,7,0,0,0,0,8,11,0,0,0,0,11,1110,42,3,0,9,1157
POA2335,679,25,0,3,3,710,1297,36,4,0,0,1335,447,90,11,0,4,550,0,0,0,0,0,0,4,0,0,0,0,4,78,6,0,0,0,80,9,4,0,0,0,9,4,0,0,0,0,4,535,98,11,0,4,646,24,0,0,0,0,28,21,4,0,0,0,27,2564,167,15,4,5,2749
POA2336,354,0,0,33,0,386,336,0,0,0,0,342,84,28,0,0,0,112,17,0,0,0,0,17,0,0,0,0,0,0,71,4,0,0,0,77,16,4,0,0,0,21,0,0,0,0,0,0,199,34,0,0,0,236,41,0,0,0,0,46,12,0,0,0,0,12,943,42,0,39,0,1027
POA2337,966,49,5,5,0,1031,1000,19,3,3,0,1026,244,158,6,0,0,407,58,20,14,0,0,90,13,20,0,0,0,31,167,10,0,0,0,177,60,22,0,5,4,93,0,3,0,0,0,6,539,228,29,10,4,805,164,8,0,0,8,181,48,5,0,0,0,54,2721,313,32,15,6,3093
POA2338,263,0,0,5,4,269,172,0,0,3,0,174,60,0,0,0,0,60,3,4,0,0,0,3,0,0,0,0,0,6,34,0,0,3,0,33,7,0,0,0,0,6,0,0,0,0,0,0,101,8,0,4,0,116,24,0,0,0,0,24,12,0,0,0,0,12,570,4,0,13,3,591
POA2339,125,0,0,0,0,125,66,0,0,0,0,66,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,16,13,0,0,0,0,13,0,0,0,0,0,0,43,0,0,0,0,45,18,0,0,0,0,13,11,0,0,0,0,11,255,0,0,0,0,254
POA2340,5773,275,20,36,25,6129,5930,120,14,5,8,6069,2978,1142,223,4,13,4356,423,145,58,0,0,625,108,98,26,0,3,236,929,120,17,3,6,1078,106,24,4,21,9,165,40,21,5,3,0,70,4592,1552,330,30,28,6526,269,88,4,0,23,389,274,49,8,4,17,356,16828,2077,380,81,97,19464
POA2341,289,0,0,0,0,297,137,0,3,0,0,145,67,0,0,0,0,72,8,0,5,0,0,13,3,0,3,0,0,5,42,0,0,0,0,43,12,0,0,0,0,9,4,0,0,0,0,4,133,3,14,0,0,144,11,0,0,0,0,9,22,0,0,0,6,21,592,3,12,0,8,619
POA2342,62,0,0,0,0,64,58,4,0,0,0,59,11,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,8,0,0,0,0,8,0,0,0,0,0,0,30,0,0,0,0,30,14,0,0,0,0,14,4,0,0,0,0,7,159,6,0,0,0,162
POA2343,754,5,0,0,4,762,434,0,3,3,0,439,157,32,17,0,0,205,30,5,0,0,0,26,47,8,0,0,0,59,124,0,0,0,0,124,48,0,0,0,0,51,4,0,0,0,0,4,401,45,13,4,0,469,89,0,0,0,0,87,34,5,0,0,0,36,1708,58,25,10,4,1796
POA2344,101,0,0,0,0,101,103,0,0,0,0,103,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,6,0,0,0,0,6,0,0,0,0,0,0,36,0,0,0,0,36,9,0,0,0,0,9,4,0,0,0,0,4,251,0,0,0,0,251
POA2345,105,0,0,6,0,111,116,0,0,0,0,120,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,27,0,0,0,0,28,11,0,0,0,0,13,6,0,0,0,0,6,265,0,0,9,0,275
POA2346,508,0,0,5,3,522,313,0,0,3,0,319,148,30,0,0,0,177,4,0,0,0,0,4,0,0,0,0,0,0,68,5,0,0,0,74,19,0,0,0,0,19,4,0,0,0,0,5,236,38,0,3,0,275,47,0,0,0,0,46,32,0,0,0,0,34,1135,40,0,13,8,1196
POA2347,421,0,0,6,0,426,160,0,0,0,0,160,60,5,5,0,0,69,5,0,0,0,0,10,0,0,0,0,0,0,57,0,0,0,0,59,19,0,0,0,0,18,0,0,0,0,0,0,140,8,5,3,0,156,44,0,0,0,0,49,14,0,0,0,0,18,780,9,10,10,0,807
POA2350,3127,136,14,12,0,3299,2674,67,12,0,6,2756,1369,648,271,7,10,2302,201,50,55,0,3,310,94,46,61,0,0,197,414,61,26,5,5,509,85,12,0,10,0,111,7,8,0,0,0,15,2169,829,416,21,15,3445,176,35,3,0,3,221,89,21,10,0,10,129,8238,1081,455,36,31,9848
POA2352,417,5,0,0,0,422,400,0,0,5,0,401,147,19,4,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,61,3,0,0,0,63,8,0,0,0,0,8,3,0,0,0,0,3,216,22,4,0,0,243,16,0,0,0,0,16,8,0,0,0,0,12,1062,28,9,3,0,1094
POA2353,159,0,0,3,0,163,171,0,0,0,0,172,13,0,0,0,0,19,0,0,0,0,0,0,0,0,5,0,0,5,27,0,3,0,0,28,0,0,3,11,0,15,0,0,0,0,0,0,44,0,15,11,0,71,8,0,4,0,0,12,0,0,3,0,0,7,382,0,28,14,0,428
POA2354,630,0,4,0,0,639,319,0,6,0,0,321,61,5,16,9,0,85,9,0,10,0,0,16,8,0,0,0,0,14,95,0,0,0,0,94,36,0,0,0,0,40,0,0,0,0,0,0,210,5,29,9,0,255,112,0,0,0,0,114,32,0,0,0,4,36,1293,3,39,13,5,1363
POA2355,138,0,0,4,0,144,66,0,0,0,0,66,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,30,0,0,0,0,28,14,0,0,0,0,14,8,0,0,0,0,8,255,0,0,4,3,258
POA2356,28,0,0,0,0,28,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,48,0,0,0,0,48
POA2357,680,0,8,3,7,699,345,0,0,0,4,356,105,0,22,0,0,132,36,0,7,0,3,45,3,0,6,0,0,11,100,0,7,0,0,108,25,0,7,0,0,23,0,0,0,0,0,6,272,0,43,0,3,327,32,0,5,0,0,43,30,0,3,6,0,36,1368,6,64,9,17,1454
POA2358,598,10,0,8,0,616,447,3,0,7,0,460,138,39,10,3,0,189,9,0,3,0,0,20,9,0,0,0,0,8,75,0,0,4,0,83,22,0,0,3,0,25,0,0,0,0,0,0,257,40,16,8,0,323,48,0,0,0,0,54,13,0,0,0,0,20,1365,52,19,24,4,1473
POA2359,120,0,0,0,0,116,63,0,0,0,0,63,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,34,0,0,0,0,34,10,0,0,0,0,10,8,0,0,0,0,8,229,0,0,0,0,233
POA2360,1981,45,9,0,6,2044,1582,16,0,8,4,1608,711,255,21,4,0,998,97,25,0,0,0,123,39,53,8,0,4,106,281,13,11,0,5,306,49,9,0,12,4,75,9,11,3,0,0,24,1192,363,41,17,12,1629,112,10,0,0,5,124,102,35,4,9,0,150,4969,468,61,41,28,5562
POA2361,188,0,0,0,0,193,82,0,0,0,0,81,14,0,0,0,0,18,4,0,0,0,0,4,0,0,0,0,0,4,25,0,0,0,0,25,14,0,0,0,0,14,0,0,0,0,0,0,58,0,0,0,0,63,14,0,0,0,0,14,10,0,0,0,0,11,355,9,5,4,0,370
POA2365,616,3,0,3,3,622,328,0,0,0,0,331,138,6,16,0,0,155,13,0,0,0,0,11,3,0,0,0,0,3,82,3,0,0,0,90,27,0,0,3,0,25,3,0,0,0,0,3,260,14,16,3,0,292,72,0,0,0,0,72,33,3,0,15,0,49,1304,24,16,26,3,1372
POA2369,161,0,0,3,0,166,85,0,0,0,0,85,11,0,0,0,0,11,9,0,0,0,0,9,13,0,0,0,0,13,21,0,0,0,0,21,9,0,0,0,0,8,0,0,0,0,0,0,55,0,0,0,0,61,6,0,0,0,0,11,9,0,0,0,0,9,321,0,0,3,0,327
POA2370,1326,26,5,8,4,1369,752,4,0,3,0,764,360,113,26,8,0,509,39,0,0,0,0,41,33,0,21,0,0,52,161,9,8,0,4,184,27,0,5,4,0,40,7,0,0,0,0,9,628,123,62,7,3,827,66,0,0,3,0,77,76,5,0,4,0,88,2858,158,70,34,6,3120
POA2371,295,0,0,5,0,301,103,0,0,3,0,107,13,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,3,33,0,3,0,0,34,6,0,0,0,0,6,0,0,0,0,0,0,52,0,4,0,0,56,23,0,0,0,0,23,10,0,0,0,0,10,485,0,4,9,0,498
POA2372,1052,9,12,13,4,1084,432,4,0,0,0,437,172,11,29,3,0,213,35,3,7,0,0,40,26,0,5,0,0,26,94,0,0,0,0,96,16,0,0,0,0,17,0,0,0,0,0,0,335,17,44,5,0,401,65,0,3,0,0,75,46,0,13,0,0,56,1935,24,62,22,12,2054
POA2379,47,0,0,0,0,44,18,0,0,0,0,24,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,6,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,14,12,0,0,0,0,10,0,0,0,0,0,0,92,0,3,5,0,95
POA2380,1252,54,0,6,0,1313,1330,18,0,3,0,1354,533,166,61,0,0,759,81,27,5,0,0,113,30,24,7,0,0,66,195,20,0,3,0,219,32,4,4,5,0,44,6,0,0,0,0,9,884,239,79,7,4,1205,66,35,0,0,0,99,65,10,3,0,0,74,3591,354,82,17,11,4050
POA2381,199,0,0,0,0,206,116,0,0,0,0,116,46,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40,13,0,0,0,0,13,0,0,0,0,0,0,97,0,0,0,0,97,39,0,0,0,0,39,11,0,0,0,0,11,458,0,0,0,0,460
POA2382,177,4,0,3,0,183,114,0,0,0,0,122,61,10,0,0,0,75,0,0,0,0,0,0,5,0,0,0,0,5,45,0,0,0,0,45,23,0,0,0,0,26,0,0,0,0,0,0,135,13,0,0,5,143,39,0,0,0,0,41,14,0,0,0,0,14,481,16,0,4,3,507
POA2386,36,0,0,0,0,37,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,15,0,0,0,0,13,26,0,0,0,0,26,7,0,0,0,0,7,97,0,0,0,0,101
POA2387,20,0,0,0,0,20,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,13,0,0,0,0,13,0,0,0,0,0,0,22,0,0,0,0,22,8,0,0,0,0,8,0,0,0,0,0,0,62,0,0,0,0,62
POA2388,306,4,0,7,0,317,213,0,0,0,0,218,33,19,0,0,0,60,31,8,0,0,0,34,14,0,3,0,0,20,82,15,0,0,0,93,38,3,0,0,5,46,0,5,0,0,0,4,202,56,3,0,5,260,55,0,0,3,5,65,14,0,0,0,0,15,796,57,3,15,7,875
POA2390,1030,16,3,4,0,1055,976,10,0,0,0,984,257,167,22,0,0,444,90,36,0,0,0,126,32,27,0,0,0,61,162,22,0,0,0,190,65,9,0,7,0,79,6,6,0,0,0,9,613,267,23,7,0,911,87,6,0,0,0,100,50,16,0,5,0,67,2756,314,22,19,3,3111
POA2395,156,6,0,0,0,157,74,0,0,0,0,74,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,35,0,0,0,0,34,6,0,0,0,0,4,0,0,0,0,0,0,44,0,0,0,0,48,12,0,0,0,0,12,15,0,0,0,0,12,295,4,0,0,0,303
POA2396,147,0,0,6,5,157,62,0,0,0,0,70,0,0,0,0,0,0,12,0,0,0,0,11,0,0,0,0,0,3,35,0,3,0,0,36,5,0,0,0,0,12,4,0,0,0,0,4,60,4,4,0,0,65,13,0,0,0,0,17,11,0,0,0,0,11,289,0,4,6,10,312
POA2397,39,0,0,6,3,44,21,0,0,0,0,21,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,4,0,0,0,0,4,0,0,0,0,0,0,22,0,0,0,0,22,15,0,0,0,0,15,0,0,0,0,0,0,102,0,0,6,3,103
POA2398,21,0,0,0,0,24,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,9,10,0,0,0,0,8,0,0,0,0,0,0,53,0,0,0,0,58
POA2399,62,11,0,5,0,83,49,7,0,0,0,54,10,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,32,5,0,0,0,36,9,0,0,0,3,14,0,0,0,0,0,4,154,22,0,5,8,186
POA2400,914,54,0,12,7,985,767,50,0,5,0,820,401,179,39,5,0,624,130,31,11,0,0,170,27,18,10,0,0,59,161,19,3,4,0,182,66,17,0,6,3,92,4,5,0,0,0,11,787,273,59,12,11,1137,109,25,0,0,4,141,83,14,3,0,0,102,2660,409,67,22,19,3184
POA2401,46,0,0,0,0,46,31,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,19,10,0,0,0,0,6,0,0,0,0,0,0,112,0,0,0,0,109
POA2402,337,0,0,0,5,344,158,0,0,0,0,158,41,3,0,0,0,49,0,0,0,0,0,0,4,0,0,0,0,5,57,0,0,0,0,61,14,0,0,0,0,14,3,0,0,0,0,6,118,11,8,0,0,134,24,0,0,0,0,25,21,0,3,0,0,23,663,11,10,3,3,688
POA2403,114,0,0,0,0,114,60,0,0,0,0,60,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33,21,0,0,0,0,21,5,0,0,0,0,5,234,0,0,0,0,236
POA2404,398,0,0,12,3,407,133,0,0,0,0,134,55,11,0,0,0,65,4,0,0,0,0,4,5,3,0,0,0,8,44,0,0,0,0,41,8,0,0,0,0,7,0,0,0,0,0,0,110,13,0,0,0,129,29,0,0,0,0,29,14,0,0,0,0,20,679,14,0,14,4,720
POA2405,59,0,0,0,0,63,29,0,0,0,0,26,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,7,0,0,0,0,7,0,0,0,0,0,0,16,0,0,0,0,17,18,0,0,0,0,18,6,0,0,0,0,5,129,0,0,4,0,136
POA2406,92,3,0,4,0,99,38,0,0,0,0,36,13,4,0,0,0,18,18,5,0,0,0,16,0,3,0,0,0,4,21,0,0,0,0,21,19,0,0,0,3,24,0,0,0,0,0,0,72,13,0,0,3,84,33,0,0,0,0,34,11,0,0,0,0,13,242,19,0,4,3,266
POA2408,38,0,0,0,0,39,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,12,0,0,0,0,12,0,0,0,0,0,0,22,0,0,0,0,22,17,0,0,0,0,23,4,0,0,0,0,4,94,0,0,0,3,100
POA2409,67,0,0,3,6,76,33,0,0,0,0,33,6,0,0,0,0,6,20,0,0,0,0,15,50,0,4,0,0,56,21,0,0,0,0,26,6,0,0,0,0,13,3,0,0,0,0,11,109,0,10,0,0,116,19,0,0,0,0,20,6,0,0,5,0,9,235,0,10,3,4,256
POA2410,35,0,0,0,0,38,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,10,9,0,0,0,0,9,0,0,0,0,0,0,81,0,0,0,0,84
POA2411,8,0,0,0,5,8,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,7,8,0,0,0,0,8,0,0,0,0,0,0,23,0,0,0,5,29
POA2415,65,0,0,0,0,65,46,0,0,0,0,46,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28,5,0,0,0,0,5,5,0,0,0,0,5,146,0,0,0,0,146
POA2420,707,4,0,4,0,717,485,6,0,0,3,495,160,24,0,0,0,188,17,0,0,0,0,19,9,0,0,0,0,7,95,0,0,0,0,98,12,0,0,0,0,13,0,0,0,0,0,0,289,28,3,0,4,327,26,8,0,0,0,39,32,0,0,0,0,36,1542,46,4,5,9,1616
POA2421,276,0,0,0,0,275,328,0,0,0,0,328,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,38,6,0,0,0,0,9,0,0,0,0,0,0,75,0,0,0,0,75,17,0,0,0,0,17,16,0,0,0,0,16,708,0,0,0,0,713
POA2422,1220,16,3,0,3,1251,485,4,0,3,0,492,230,33,19,9,0,287,27,6,0,0,0,36,6,7,0,0,0,15,103,3,8,4,0,120,17,5,0,0,0,22,3,0,0,0,0,3,382,58,26,13,3,487,59,0,0,0,0,60,44,0,0,5,0,44,2196,82,36,22,9,2342
POA2423,646,0,0,5,0,660,358,0,0,0,0,362,93,0,3,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,3,0,85,16,0,0,3,0,24,0,0,0,0,0,0,191,5,0,7,0,201,23,0,0,0,0,23,36,0,0,4,0,41,1257,8,3,21,0,1288
POA2424,89,0,0,0,0,90,47,0,0,0,0,47,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,17,7,0,0,0,0,10,5,0,0,0,0,5,170,0,0,0,5,171
