LGA_CODE_2021,Per_age_15over_C11_M,Per_age_15over_C11_F,Per_age_15over_C11_P,Per_age_15over_C16_M,Per_age_15over_C16_F,Per_age_15over_C16_P,Per_age_15over_C21_M,Per_age_15over_C21_F,Per_age_15over_C21_P,Lfs_Em_FT_C11_M,Lfs_Em_FT_C11_F,Lfs_Em_FT_C11_P,Lfs_Em_FT_C16_M,Lfs_Em_FT_C16_F,Lfs_Em_FT_C16_P,Lfs_Em_FT_C21_M,Lfs_Em_FT_C21_F,Lfs_Em_FT_C21_P,Lfs_Em_PT_C11_M,Lfs_Em_PT_C11_F,Lfs_Em_PT_C11_P,Lfs_Em_PT_C16_M,Lfs_Em_PT_C16_F,Lfs_Em_PT_C16_P,Lfs_Em_PT_C21_M,Lfs_Em_PT_C21_F,Lfs_Em_PT_C21_P,Lfs_Em_AFWr_C11_M,Lfs_Em_AFWr_C11_F,Lfs_Em_AFWr_C11_P,Lfs_Em_AFWr_C16_M,Lfs_Em_AFWr_C16_F,Lfs_Em_AFWr_C16_P,Lfs_Em_AFWr_C21_M,Lfs_Em_AFWr_C21_F,Lfs_Em_AFWr_C21_P,Lfs_Unem_LFW_C11_M,Lfs_Unem_LFW_C11_F,Lfs_Unem_LFW_C11_P,Lfs_Unem_LFW_C16_M,Lfs_Unem_LFW_C16_F,Lfs_Unem_LFW_C16_P,Lfs_Unem_LFW_C21_M,Lfs_Unem_LFW_C21_F,Lfs_Unem_LFW_C21_P,Lfs_Tot_LForc_C11_M,Lfs_Tot_LForc_C11_F,Lfs_Tot_LForc_C11_P,Lfs_Tot_LForc_C16_M,Lfs_Tot_LForc_C16_F,Lfs_Tot_LForc_C16_P,Lfs_Tot_LForc_C21_M,Lfs_Tot_LForc_C21_F,Lfs_Tot_LForc_C21_P,N_LForc_C11_M,N_LForc_C11_F,N_LForc_C11_P,N_LForc_C16_M,N_LForc_C16_F,N_LForc_C16_P,N_LForc_C21_M,N_LForc_C21_F,N_LForc_C21_P,Pcnt_Unemp_C11_M,Pcnt_Unemp_C11_F,Pcnt_Unemp_C11_P,Pcnt_Unemp_C16_M,Pcnt_Unemp_C16_F,Pcnt_Unemp_C16_P,Pcnt_Unemp_C21_M,Pcnt_Unemp_C21_F,Pcnt_Unemp_C21_P,Pcnt_LForc_prt_C11_M,Pcnt_LForc_prt_C11_F,Pcnt_LForc_prt_C11_P,Pcnt_LForc_prt_C16_M,Pcnt_LForc_prt_C16_F,Pcnt_LForc_prt_C16_P,Pcnt_LForc_prt_C21_M,Pcnt_LForc_prt_C21_F,Pcnt_LForc_prt_C21_P,Pcnt_Emp_to_pop_C11_M,Pcnt_Emp_to_pop_C11_F,Pcnt_Emp_to_pop_C11_P,Pcnt_Emp_to_pop_C16_M,Pcnt_Emp_to_pop_C16_F,Pcnt_Emp_to_pop_C16_P,Pcnt_Emp_to_pop_C21_M,Pcnt_Emp_to_pop_C21_F,Pcnt_Emp_to_pop_C21_P,H_no_sc_qu_Po_De_C11_M,H_no_sc_qu_Po_De_C11_F,H_no_sc_qu_Po_De_C11_P,H_no_sc_qu_Po_De_C16_M,H_no_sc_qu_Po_De_C16_F,H_no_sc_qu_Po_De_C16_P,H_no_sc_qu_Po_De_C21_M,H_no_sc_qu_Po_De_C21_F,H_no_sc_qu_Po_De_C21_P,H_n_s_q_Gr_D_G_Ce_C11_M,H_n_s_q_Gr_D_G_Ce_C11_F,H_n_s_q_Gr_D_G_Ce_C11_P,H_n_s_q_Gr_D_G_Ce_C16_M,H_n_s_q_Gr_D_G_Ce_C16_F,H_n_s_q_Gr_D_G_Ce_C16_P,H_n_s_q_Gr_D_G_Ce_C21_M,H_n_s_q_Gr_D_G_Ce_C21_F,H_n_s_q_Gr_D_G_Ce_C21_P,H_n_s_q_BD_C11_M,H_n_s_q_BD_C11_F,H_n_s_q_BD_C11_P,H_n_s_q_BD_C16_M,H_n_s_q_BD_C16_F,H_n_s_q_BD_C16_P,H_n_s_q_BD_C21_M,H_n_s_q_BD_C21_F,H_n_s_q_BD_C21_P,H_n_s_q_AdDip_DL_C11_M,H_n_s_q_AdDip_DL_C11_F,H_n_s_q_AdDip_DL_C11_P,H_n_s_q_AdDip_DL_C16_M,H_n_s_q_AdDip_DL_C16_F,H_n_s_q_AdDip_DL_C16_P,H_n_s_q_AdDip_DL_C21_M,H_n_s_q_AdDip_DL_C21_F,H_n_s_q_AdDip_DL_C21_P,H_n_s_q_Cert_III_IV_C11_M,H_n_s_q_Cert_III_IV_C11_F,H_n_s_q_Cert_III_IV_C11_P,H_n_s_q_Cert_III_IV_C16_M,H_n_s_q_Cert_III_IV_C16_F,H_n_s_q_Cert_III_IV_C16_P,H_n_s_q_Cert_III_IV_C21_M,H_n_s_q_Cert_III_IV_C21_F,H_n_s_q_Cert_III_IV_C21_P,H_n_s_q_Cert_I_II_C11_M,H_n_s_q_Cert_I_II_C11_F,H_n_s_q_Cert_I_II_C11_P,H_n_s_q_Cert_I_II_C16_M,H_n_s_q_Cert_I_II_C16_F,H_n_s_q_Cert_I_II_C16_P,H_n_s_q_Cert_I_II_C21_M,H_n_s_q_Cert_I_II_C21_F,H_n_s_q_Cert_I_II_C21_P,H_n_s_q_Cert_Lev_nfd_C11_M,H_n_s_q_Cert_Lev_nfd_C11_F,H_n_s_q_Cert_Lev_nfd_C11_P,H_n_s_q_Cert_Lev_nfd_C16_M,H_n_s_q_Cert_Lev_nfd_C16_F,H_n_s_q_Cert_Lev_nfd_C16_P,H_n_s_q_Cert_Lev_nfd_C21_M,H_n_s_q_Cert_Lev_nfd_C21_F,H_n_s_q_Cert_Lev_nfd_C21_P,H_n_s_q_Cert_Lev_Tot_C11_M,H_n_s_q_Cert_Lev_Tot_C11_F,H_n_s_q_Cert_Lev_Tot_C11_P,H_n_s_q_Cert_Lev_Tot_C16_M,H_n_s_q_Cert_Lev_Tot_C16_F,H_n_s_q_Cert_Lev_Tot_C16_P,H_n_s_q_Cert_Lev_Tot_C21_M,H_n_s_q_Cert_Lev_Tot_C21_F,H_n_s_q_Cert_Lev_Tot_C21_P,Mi_Liv_SA_1yr_ag_C11_M,Mi_Liv_SA_1yr_ag_C11_F,Mi_Liv_SA_1yr_ag_C11_P,Mi_Liv_SA_1yr_ag_C16_M,Mi_Liv_SA_1yr_ag_C16_F,Mi_Liv_SA_1yr_ag_C16_P,Mi_Liv_SA_1yr_ag_C21_M,Mi_Liv_SA_1yr_ag_C21_F,Mi_Liv_SA_1yr_ag_C21_P,Mi_Liv_DA_1yr_ag_C11_M,Mi_Liv_DA_1yr_ag_C11_F,Mi_Liv_DA_1yr_ag_C11_P,Mi_Liv_DA_1yr_ag_C16_M,Mi_Liv_DA_1yr_ag_C16_F,Mi_Liv_DA_1yr_ag_C16_P,Mi_Liv_DA_1yr_ag_C21_M,Mi_Liv_DA_1yr_ag_C21_F,Mi_Liv_DA_1yr_ag_C21_P,Mi_Liv_SA_5yrs_ag_C11_M,Mi_Liv_SA_5yrs_ag_C11_F,Mi_Liv_SA_5yrs_ag_C11_P,Mi_Liv_SA_5yrs_ag_C16_M,Mi_Liv_SA_5yrs_ag_C16_F,Mi_Liv_SA_5yrs_ag_C16_P,Mi_Liv_SA_5yrs_ag_C21_M,Mi_Liv_SA_5yrs_ag_C21_F,Mi_Liv_SA_5yrs_ag_C21_P,Mi_Liv_DA_5yrs_ag_C11_M,Mi_Liv_DA_5yrs_ag_C11_F,Mi_Liv_DA_5yrs_ag_C11_P,Mi_Liv_DA_5yrs_ag_C16_M,Mi_Liv_DA_5yrs_ag_C16_F,Mi_Liv_DA_5yrs_ag_C16_P,Mi_Liv_DA_5yrs_ag_C21_M,Mi_Liv_DA_5yrs_ag_C21_F,Mi_Liv_DA_5yrs_ag_C21_P
LGA16950,37357,39056,76411,40887,42438,83331,44814,46375,91186,12464,6371,18835,12889,6883,19768,14070,8226,22299,4072,8566,12636,4856,9428,14289,5895,10776,16673,1175,1204,2379,1055,1212,2272,1505,1823,3329,1601,1196,2794,1457,1130,2589,1235,945,2181,19312,17329,36648,20261,18663,38916,22701,21770,44471,15651,19441,35090,17505,20583,38086,19307,21770,41077,8.3,6.9,7.6,7.2,6.1,6.7,5.4,4.3,4.9,51.7,44.4,48,49.5,44,46.7,50.7,46.9,48.8,47.4,41.3,44.3,46,41.3,43.6,47.9,44.9,46.4,597,568,1162,862,931,1792,1338,1620,2964,306,670,977,424,887,1310,540,1286,1825,2330,3339,5674,2792,4177,6971,3809,5816,9628,2377,3266,5636,2796,4259,7061,3228,5038,8263,11323,4355,15673,12559,5409,17962,13759,6814,20570,378,839,1217,405,848,1254,450,906,1358,423,1063,1484,785,1470,2252,821,1483,2300,12124,6253,18372,13746,7726,21467,15021,9204,24224,36213,37822,74035,37267,38577,75841,41770,43238,85014,6036,6489,12524,6583,7089,13681,7066,7439,14501,24935,25760,50694,24988,25498,50487,27754,28442,56193,14987,16191,31172,17165,18524,35695,18710,20112,38826
LGA17000,9071,8596,17666,9250,8878,18123,10055,9446,19501,5515,2147,7665,4919,1940,6855,5184,2357,7534,752,2241,2994,907,2425,3332,1041,2552,3592,410,332,738,340,296,632,442,535,975,174,217,394,350,355,707,251,216,467,6851,4938,11789,6517,5012,11525,6917,5658,12574,1758,3304,5062,2052,3216,5269,2391,3266,5655,2.5,4.5,3.4,5.4,7.1,6.1,3.6,3.9,3.7,75.6,57.4,66.7,70.5,56.5,63.6,68.8,59.9,64.5,73.6,54.9,64.5,66.7,52.4,59.7,66.3,57.6,62.1,105,91,196,138,142,276,180,186,365,56,90,145,54,136,186,65,164,229,552,792,1347,553,883,1434,661,1023,1682,489,654,1139,535,768,1299,630,869,1495,2939,1130,4067,3085,1393,4482,3443,1885,5322,83,249,336,91,217,303,126,200,329,105,211,318,158,272,430,114,303,414,3124,1592,4718,3336,1881,5214,3679,2385,6062,9250,8928,18180,8867,8647,17511,9660,9493,19155,1743,1584,3324,1641,1508,3155,1957,1647,3603,6107,5890,11996,6016,5797,11817,6154,5939,12090,4108,3945,8050,3990,3851,7843,4830,4600,9428
LGA17040,8137,7745,15881,8640,8116,16752,9297,8818,18112,3872,2207,6079,3859,2357,6222,4050,2540,6589,925,1873,2796,1073,1995,3065,1417,2411,3826,300,278,579,298,280,570,332,326,652,204,145,343,190,152,342,179,138,320,5303,4499,9803,5410,4788,10199,5977,5412,11382,2175,2732,4909,2458,2614,5070,2604,2735,5341,3.8,3.2,3.5,3.5,3.2,3.3,3,2.6,2.8,65.2,58,61.7,62.7,59,60.9,64.3,61.4,62.8,62.7,56.2,59.5,60.5,57.1,58.9,62.4,59.8,61.1,186,156,341,211,216,428,320,367,688,96,162,255,100,175,272,114,252,361,615,895,1510,712,1086,1799,997,1413,2413,457,676,1133,547,862,1406,630,959,1585,2270,871,3140,2516,1018,3535,2672,1233,3905,87,170,255,84,172,254,90,159,249,99,213,313,144,254,395,146,226,371,2451,1252,3706,2737,1445,4187,2901,1615,4521,7743,7460,15202,7791,7420,15205,8391,8032,16427,1364,1412,2775,1383,1335,2716,1681,1618,3295,5463,5237,10709,5547,5270,10819,5693,5361,11057,3072,3075,6153,3259,3135,6397,3930,3862,7787
LGA17080,5835,5618,11458,5966,5831,11791,6127,6024,12150,2847,1199,4048,2527,1164,3690,2632,1333,3960,516,1352,1871,522,1368,1885,611,1524,2133,216,164,381,236,179,415,222,230,454,188,182,372,185,149,340,164,126,289,3766,2901,6670,3472,2855,6332,3627,3212,6842,1801,2471,4266,1935,2409,4347,2054,2335,4388,5,6.3,5.5,5.4,5.3,5.4,4.5,4,4.3,64.6,51.6,58.2,58.3,49,53.7,59.2,53.3,56.3,61.4,48.4,55,55.1,46.4,50.8,56.5,51.2,53.9,45,39,81,55,67,126,83,113,199,39,62,101,37,85,120,44,153,201,272,464,738,348,541,889,404,661,1059,287,389,677,287,544,830,294,546,841,1518,664,2181,1535,692,2224,1685,882,2564,54,122,175,50,129,171,55,114,170,56,103,161,99,148,248,85,139,221,1626,899,2517,1679,965,2647,1823,1135,2959,5913,5740,11647,5491,5484,10972,5882,5848,11733,877,883,1757,823,846,1671,782,846,1627,4300,4109,8412,4083,3939,8017,4168,4044,8208,2067,2146,4209,1942,2074,4018,2167,2293,4464
LGA17100,14654,14790,29444,17228,16857,34085,19932,18896,38823,6664,3993,10660,7877,4806,12681,7532,5311,12843,2103,2805,4912,2622,3361,5984,3559,3831,7383,439,480,922,468,489,953,1342,1231,2570,558,568,1129,763,708,1476,901,668,1566,9762,7851,17621,11722,9367,21091,13334,11038,24366,3717,5825,9538,4225,6422,10648,5393,6868,12265,5.7,7.2,6.4,6.5,7.6,7,6.8,6.1,6.4,66.6,53.1,59.8,68.1,55.6,61.9,66.9,58.4,62.8,62.8,49.3,56,63.6,51.3,57.6,62.4,54.9,58.7,1552,1088,2645,2052,1651,3704,2998,2431,5424,195,244,438,241,328,571,306,456,765,3264,3326,6583,4376,4313,8688,5605,5548,11152,1137,1385,2521,1293,1522,2811,1940,1947,3886,1420,669,2091,1431,755,2188,1568,890,2460,81,146,228,57,141,201,78,130,206,132,219,357,175,312,485,243,320,557,1637,1035,2674,1669,1212,2878,1887,1337,3226,13444,13601,27046,14591,14667,29255,16773,16526,33296,2726,2557,5281,3864,3550,7410,5148,4470,9616,8148,8530,16686,8433,8913,17341,9347,9677,19023,7121,6784,13912,9335,8660,17998,11532,10348,21878
LGA17150,82389,88101,170490,85264,91550,176813,90573,97105,187676,45303,25062,70371,45547,26169,71712,40822,26813,67629,9428,24412,33838,10234,25557,35795,12927,23818,36744,2855,3400,6255,2275,2973,5254,5678,7390,13067,2140,1920,4057,2077,2043,4130,2113,1635,3742,59727,54800,114523,60141,56752,116891,61535,59650,121182,19308,30134,49441,21655,31191,52844,25835,33904,59740,3.6,3.5,3.5,3.5,3.6,3.5,3.4,2.7,3.1,72.5,62.2,67.2,70.5,62,66.1,67.9,61.4,64.6,69.9,60,64.8,68.1,59.8,63.8,65.6,59.7,62.6,3263,2683,5943,4319,4231,8546,5661,6015,11680,1065,1854,2912,1309,2282,3586,1571,3069,4643,10984,13779,24765,12770,16668,29441,15744,20711,36450,7962,10808,18772,8699,11937,20632,9296,12987,22290,23088,7673,30757,23316,8410,31732,23795,9421,33218,732,1425,2158,575,1239,1813,647,1379,2029,1407,2892,4303,1858,3476,5337,2000,3506,5509,25223,11985,37216,25748,13128,38878,26454,14309,40759,86649,90911,177565,87758,92258,180017,94005,98277,192286,11521,12119,23639,11112,11668,22781,13475,14151,27618,61230,64340,125574,62242,65429,127673,65858,69018,134877,30788,32886,63680,32902,34965,67874,36118,38067,74187
LGA17200,83362,74098,157457,100788,93546,194334,102401,93203,195604,40973,28987,69964,47260,34190,81454,47278,35593,82867,10016,12415,22430,13481,17220,30699,14950,16549,31499,2117,2289,4398,2383,2718,5101,6097,6428,12521,3197,2748,5943,3864,3630,7495,4061,3412,7468,56308,46433,102742,66991,57756,124751,72388,61972,134357,15283,18513,33795,20147,24798,44946,22021,24725,46744,5.7,5.9,5.8,5.8,6.3,6,5.6,5.5,5.6,67.5,62.7,65.2,66.5,61.7,64.2,70.7,66.5,68.7,63.7,59,61.5,62.6,57.9,60.3,66.7,62.8,64.9,8758,7913,16668,12138,11856,23994,16087,15559,31649,1628,1977,3605,2011,2405,4419,2519,3024,5547,21850,21183,43037,28179,29016,57195,33137,32521,65657,7063,6850,13911,8180,8220,16401,9437,9301,18735,6709,3171,9880,7345,3486,10834,7746,3918,11669,459,552,1017,433,502,941,511,598,1104,742,840,1582,1096,1248,2339,1188,1278,2468,7919,4560,12474,8871,5240,14113,9439,5793,15235,55030,49014,104047,62782,57552,120338,67768,61399,129171,21106,20360,41469,27821,28654,56476,33754,32058,65808,26052,23274,49319,29212,26127,55342,32029,28977,61002,47430,43649,91079,60413,58995,119414,66252,61591,127839
LGA17310,21396,23104,44499,22840,24713,47552,24249,26112,50366,10079,5711,15791,10328,6194,16523,10873,7144,18018,2173,5391,7564,2429,5580,8013,2845,6073,8919,747,798,1542,668,796,1468,748,953,1703,832,698,1525,808,801,1611,707,630,1341,13832,12594,26426,14234,13375,27609,15174,14806,29980,6351,9318,15663,6777,9388,16166,7284,9460,16743,6,5.5,5.8,5.7,6,5.8,4.6,4.3,4.5,64.6,54.5,59.4,62.3,54.1,58.1,62.6,56.7,59.5,60.7,51.5,55.9,58.8,50.9,54.7,59.7,54.3,56.9,275,272,544,378,468,851,551,761,1315,159,352,513,197,445,645,256,613,871,1336,2247,3586,1599,2834,4432,1895,3460,5355,1084,1862,2947,1365,2351,3719,1432,2540,3970,5799,2772,8569,6163,3256,9421,6577,4068,10646,257,558,813,218,555,773,267,536,800,256,560,817,356,780,1137,369,745,1122,6308,3890,10201,6734,4592,11330,7212,5354,12563,21548,22616,44156,21600,22910,44507,23491,24559,48055,4156,4458,8611,4307,4532,8841,4684,4909,9595,14139,14891,29028,14163,14926,29089,14999,15657,30657,9704,10438,20140,10370,11247,21617,11418,12296,23718
LGA17350,2253,2347,4602,2408,2521,4929,2387,2544,4939,1024,448,1470,1011,483,1492,1039,552,1591,189,566,758,237,607,845,265,657,923,69,70,144,91,86,177,86,89,175,69,41,118,67,59,126,41,34,79,1359,1126,2491,1411,1229,2643,1435,1329,2764,808,1120,1929,848,1142,1992,825,1079,1908,5.2,3.9,4.6,5,4.5,4.8,2.9,2.7,2.8,60.3,48.1,54.1,58.6,48.8,53.5,60,52.2,56,57.1,46.2,51.6,55.6,46.5,51,58.2,50.8,54.4,13,13,32,11,26,41,18,35,58,16,33,46,16,38,56,19,48,66,109,209,317,132,262,390,143,301,446,73,136,205,97,193,286,94,214,303,564,230,790,643,282,931,677,358,1035,26,55,83,30,54,80,32,70,100,23,50,75,30,82,112,36,71,103,615,337,944,709,413,1121,743,500,1245,2442,2452,4893,2441,2461,4897,2416,2501,4911,324,315,638,340,352,690,348,379,723,1839,1847,3685,1823,1786,3609,1822,1880,3699,737,777,1509,824,908,1727,792,842,1640
LGA17400,2727,2783,5510,2744,2849,5589,2864,2993,5856,1011,493,1507,849,501,1351,826,490,1320,303,604,911,291,546,835,330,609,934,79,88,166,77,92,173,84,95,175,111,78,190,98,99,194,106,72,183,1510,1262,2775,1317,1237,2558,1343,1264,2611,1019,1355,2377,1121,1266,2383,1239,1442,2684,7.3,6.2,6.8,7.5,7.9,7.7,7.9,5.8,6.9,55.3,45.5,50.3,48.1,43.5,45.8,47,42.3,44.6,51.2,42.6,46.9,44.5,40.1,42.2,43.3,39.8,41.5,25,18,40,25,32,61,55,43,94,27,50,69,21,42,58,25,64,92,123,230,351,140,256,399,177,319,497,118,202,318,140,236,382,173,258,430,664,282,941,650,333,985,690,386,1079,26,51,75,39,67,103,33,75,109,29,62,100,39,90,132,49,69,112,718,391,1115,730,491,1221,776,527,1303,2806,2846,5649,2536,2571,5108,2553,2661,5210,346,361,706,307,365,677,414,442,857,1937,1937,3874,1858,1867,3727,1866,1893,3763,1029,1093,2121,872,975,1849,951,1079,2030
LGA17420,54122,56897,111014,60192,63429,123622,73682,77526,151213,30944,17292,48235,32954,19380,52337,35429,23858,59284,6397,15502,21896,7823,16845,24668,10130,17168,27297,1795,2081,3870,1352,1822,3175,4376,5524,9901,1674,1472,3147,1986,1855,3844,2253,1868,4119,40797,36344,77146,44122,39897,84021,52185,48412,100595,11816,19025,30845,14204,21555,35752,19463,27003,46461,4.1,4,4.1,4.5,4.6,4.6,4.3,3.9,4.1,75.4,63.9,69.5,73.3,62.9,68,70.8,62.4,66.5,72.3,61.3,66.7,70,60,64.9,67.8,60,63.8,3941,2829,6769,5921,4859,10784,9563,8766,18334,878,1250,2128,1060,1610,2672,1530,2338,3866,10615,11879,22496,12913,15043,27955,18064,20922,38988,5280,7158,12440,5913,7873,13783,7034,9169,16201,10592,4069,14660,10601,4409,15013,11472,5324,16787,411,800,1213,299,736,1036,394,835,1225,854,1520,2371,1160,1954,3119,1294,2100,3389,11863,6385,18244,12071,7100,19165,13158,8254,21411,59876,61450,121331,63629,65751,129377,77958,80137,158094,7669,7994,15663,9383,9684,19064,13487,13989,27479,41466,42472,83942,42935,44265,87206,49232,50565,99795,21782,22918,44700,27195,28289,55484,37381,38878,76257
LGA17550,33343,36606,69947,36240,39811,76051,38478,42828,81307,11273,6228,17497,12138,6857,18994,12621,7718,20343,4380,8615,12992,4948,9748,14696,5884,11164,17048,1096,1081,2171,953,1094,2044,1438,1855,3290,1649,1289,2934,1441,1283,2716,1162,977,2143,18390,17206,35602,19472,18980,38450,21107,21719,42819,12954,17281,30237,13932,17720,31652,14506,18077,32582,9,7.5,8.2,7.4,6.7,7.1,5.5,4.5,5,55.2,47,50.9,53.7,47.7,50.6,54.8,50.7,52.7,50.2,43.5,46.7,49.8,44.5,47,51.8,48.4,50,476,507,983,723,816,1543,1137,1448,2582,291,544,840,391,748,1141,493,1092,1581,2307,3591,5894,2938,4595,7530,3957,6282,10237,2005,3168,5179,2499,4228,6722,2969,4901,7865,9224,3800,13027,10205,4662,14869,10660,5607,16261,285,635,918,291,584,875,338,680,1014,388,850,1237,667,1260,1923,658,1244,1899,9902,5287,15189,11164,6509,17670,11653,7525,19176,32719,35121,67840,33204,35557,68760,36597,39498,76099,5770,6492,12264,6425,7027,13444,6361,7014,13382,21330,22563,43895,21708,23047,44759,23783,25469,49259,14817,16736,31554,16341,18189,34530,17123,19063,36189
LGA17620,5382,5464,10849,5511,5690,11205,5735,5857,11587,2943,1368,4307,2595,1377,3970,2747,1640,4385,441,1354,1791,634,1335,1968,577,1382,1956,244,186,429,183,176,355,227,215,442,126,119,245,156,156,315,131,95,224,3749,3023,6774,3567,3049,6614,3679,3330,7009,1362,2174,3531,1449,2119,3571,1649,2155,3808,3.4,3.8,3.6,4.4,5.2,4.8,3.5,2.9,3.2,69.6,55.3,62.4,64.7,53.5,59,64.2,56.9,60.5,67.3,53.2,60.2,61.8,50.7,56.2,62,55.2,58.5,50,61,106,61,83,145,77,124,201,30,55,83,37,71,106,35,87,115,260,529,787,300,620,917,353,724,1073,238,390,630,279,504,784,299,528,831,1515,664,2180,1601,742,2341,1713,949,2666,54,134,182,40,111,151,59,119,182,63,125,186,94,158,251,83,177,261,1627,923,2551,1730,1006,2743,1856,1245,3105,5439,5484,10922,5343,5456,10798,5638,5559,11192,1036,1029,2059,862,885,1742,900,1012,1913,3704,3663,7367,3735,3786,7520,3873,3826,7693,2301,2401,4700,2139,2273,4410,2304,2425,4734
LGA17640,2951,2931,5883,3205,3141,6346,3572,3528,7106,1505,719,2230,1459,713,2171,1546,868,2415,319,720,1042,381,754,1139,413,889,1303,92,117,207,86,126,216,133,143,276,51,53,107,78,60,141,73,45,125,1970,1611,3579,2009,1663,3667,2173,1948,4122,857,1204,2057,913,1228,2142,1095,1288,2384,2.6,3.4,3,3.9,3.7,3.8,3.5,2.4,3,66.7,55,60.9,62.6,52.9,57.8,60.8,55.2,58,64.9,53.2,59.1,60.1,51,55.6,58.6,53.9,56.3,63,50,112,67,65,133,99,109,207,25,55,82,31,76,109,34,102,132,194,297,489,194,342,535,290,482,771,172,266,441,199,349,551,249,393,642,752,297,1051,874,377,1249,978,478,1451,19,63,87,29,71,99,37,72,114,44,84,122,50,118,167,59,89,143,821,438,1257,955,562,1516,1071,638,1709,3099,3063,6164,3130,3036,6167,3469,3346,6819,337,374,709,397,401,790,417,451,871,2325,2256,4580,2288,2187,4477,2521,2368,4883,953,1002,1953,1033,1093,2123,1159,1248,2407
LGA17650,2339,2416,4763,2361,2525,4889,2356,2561,4915,1075,554,1631,984,566,1557,957,608,1568,271,664,936,295,640,937,298,643,940,87,83,169,75,70,144,78,97,182,71,74,146,81,67,147,65,54,115,1506,1378,2881,1433,1344,2778,1402,1404,2806,735,957,1689,761,1013,1774,789,985,1771,4.7,5.4,5,5.6,5,5.3,4.6,3.8,4.2,64.3,56.8,60.5,60.8,53.2,56.9,59.6,54.7,57,61.2,53.8,57.4,57.5,50.5,53.9,56.8,52.7,54.6,82,80,158,84,97,184,98,140,239,28,54,84,37,57,94,38,65,108,178,286,464,183,348,527,218,418,637,151,243,393,158,271,435,167,290,459,584,285,868,627,308,935,640,342,982,25,37,64,35,56,87,41,48,88,28,75,105,46,91,138,39,63,105,635,392,1033,703,455,1161,723,459,1182,2501,2558,5058,2400,2544,4947,2298,2431,4730,334,360,693,301,334,634,342,403,752,1808,1786,3590,1767,1778,3543,1697,1772,3471,864,965,1825,797,967,1764,814,936,1750
LGA17750,22661,24222,46885,24002,25687,49690,25886,27974,53857,12233,6648,18873,12039,7126,19165,12873,8039,20907,2331,6090,8425,2655,6465,9112,3311,7185,10498,858,914,1772,697,857,1557,781,1096,1877,756,762,1518,884,847,1732,764,639,1397,16176,14409,30584,16268,15298,31567,17725,16953,34679,5572,8933,14500,6159,8915,15076,6555,9436,15989,4.7,5.3,5,5.4,5.6,5.5,4.3,3.8,4,71.4,59.5,65.2,67.8,59.6,63.5,68.5,60.6,64.4,68,56.4,62,64.1,56.2,60,65.5,58.3,61.8,583,499,1081,724,712,1432,948,1071,2014,238,409,647,286,524,807,372,779,1144,1936,3123,5058,2237,3828,6068,2699,4658,7353,1284,1845,3131,1483,2351,3833,1703,2742,4444,6016,2906,8927,6620,3518,10138,7075,3997,11075,272,560,836,297,493,790,307,510,820,250,600,846,407,741,1151,366,702,1066,6539,4065,10606,7322,4747,12069,7743,5210,12965,22394,23740,46131,22477,23454,45930,25078,26424,51501,5137,5325,10463,5192,5612,10804,5377,5896,11272,14102,14873,28970,14225,14811,29037,15251,15996,31251,11502,12249,23753,12036,13112,25146,13275,14462,27733
LGA17850,1227,1234,2459,1282,1276,2552,1258,1247,2508,646,291,938,613,272,881,589,289,873,127,301,429,138,312,453,122,301,426,42,44,86,35,44,75,39,37,77,38,26,60,25,26,47,23,17,43,846,666,1510,813,649,1462,778,639,1419,340,520,863,320,475,799,348,481,830,4.3,3.8,4,3.1,3.6,3.3,3.3,2.6,3,68.9,53.9,61.4,63.4,50.8,57.1,61.7,51.5,56.6,66,51.9,58.9,61.5,49,55.2,59.7,50.1,54.9,18,8,27,18,16,31,20,30,50,5,17,23,8,25,34,4,27,35,64,120,183,82,138,219,92,146,239,74,86,164,75,113,193,77,118,195,281,117,404,299,132,425,310,172,481,11,28,41,15,31,44,23,36,53,20,35,51,20,41,60,10,23,38,311,181,491,328,205,531,341,233,573,1266,1296,2566,1212,1197,2410,1208,1187,2390,183,164,349,139,150,292,133,137,268,958,944,1905,927,923,1851,882,852,1730,407,426,831,362,349,714,394,405,799
LGA17900,2800,2284,5082,2606,2276,4887,2180,2101,4282,968,576,1545,795,500,1299,616,437,1060,197,385,586,221,394,617,159,334,492,94,86,182,72,74,148,68,60,123,137,62,199,148,97,247,71,47,120,1402,1111,2516,1235,1072,2309,909,870,1791,1098,980,2080,1037,924,1956,716,657,1376,9.9,5.4,7.9,12,9.3,10.7,8,5.3,6.7,50.2,48.7,49.5,47.5,47,47.2,41.9,41.6,41.7,45.2,46.1,45.6,41.8,42.6,42.2,38.5,39.4,39,15,21,38,18,36,50,9,20,33,7,24,31,9,28,37,11,28,34,99,225,324,108,233,335,92,221,316,100,143,246,130,172,303,121,150,269,500,229,727,437,209,644,375,211,584,21,34,59,32,31,66,25,45,79,35,36,65,32,44,81,36,45,80,558,295,858,504,285,790,436,299,735,2749,2349,5099,2407,2108,4517,1676,1557,3230,386,344,725,342,349,690,267,281,549,1994,1617,3604,1820,1519,3343,1227,1102,2331,897,842,1741,774,804,1576,599,631,1228
