LGA_CODE_2021,C16_OD_H_f_a_s_o_NPUR_5,C16_OD_H_f_a_s_o_NPUR_6mor,C16_OD_H_f_a_s_o_Tot,C16_OD_Tot_NPUR_1,C16_OD_Tot_NPUR_2,C16_OD_Tot_NPUR_3,C16_OD_Tot_NPUR_4,C16_OD_Tot_NPUR_5,C16_OD_Tot_NPUR_6mor,C16_OD_Tot_Tot,C16_DS_ns_NPUR_1,C16_DS_ns_NPUR_2,C16_DS_ns_NPUR_3,C16_DS_ns_NPUR_4,C16_DS_ns_NPUR_5,C16_DS_ns_NPUR_6more,C16_Dwg_st_NS_Tot,C16_Tot_NPUR_1,C16_Tot_NPUR_2,C16_Tot_NPUR_3,C16_Tot_NPUR_4,C16_Tot_NPUR_5,C16_Tot_NPUR_6more,C16_Tot_Tot,C21_Se_h_NPUR_1,C21_Se_h_NPUR_2,C21_Se_h_NPUR_3,C21_Se_h_NPUR_4,C21_Se_h_NPUR_5,C21_Se_h_NPUR_6more,C21_Se_h_Tot,C21_SDRTHT1S_NPUR_1,C21_SDRTHT1S_NPUR_2,C21_SDRTHT1S_NPUR_3,C21_SDRTHT1S_NPUR_4,C21_SDRTHT1S_NPUR_5,C21_SDRTHT1S_NPUR_6mor,C21_SDRTHT1S_Tot,C21_SDRTHT2S_NPUR_1,C21_SDRTHT2S_NPUR_2,C21_SDRTHT2S_NPUR_3,C21_SDRTHT2S_NPUR_4,C21_SDRTHT2S_NPUR_5,C21_SDRTHT2S_NPUR_6mor,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_NPUR_1,C21_SDRTHT_Tot_NPUR_2,C21_SDRTHT_Tot_NPUR_3,C21_SDRTHT_Tot_NPUR_4,C21_SDRTHT_Tot_NPUR_5,C21_SDRTHT_Tot_NPUR_6mor,C21_SDRTHT_Tot_Tot,C21_F_a_1_2SB_NPUR_1,C21_F_a_1_2SB_NPUR_2,C21_F_a_1_2SB_NPUR_3,C21_F_a_1_2SB_NPUR_4,C21_F_a_1_2SB_NPUR_5,C21_F_a_1_2SB_NPUR_6mor,C21_F_a_1_2SB_Tot,C21_F_a_I_a_3SB_NPUR_1,C21_F_a_I_a_3SB_NPUR_2,C21_F_a_I_a_3SB_NPUR_3,C21_F_a_I_a_3SB_NPUR_4,C21_F_a_I_a_3SB_NPUR_5,C21_F_a_I_a_3SB_NPUR_6mor,C21_F_a_In_a_3_st_b_Tot,C21_F_a_4_8SB_NPUR_1,C21_F_a_4_8SB_NPUR_2,C21_F_a_4_8SB_NPUR_3,C21_F_a_4_8SB_NPUR_4,C21_F_a_4_8SB_NPUR_5,C21_F_a_4_8SB_NPUR_6mor,C21_F_a_4_8SB_Tot,C21_F_a_9mor_s_b_NPUR_1,C21_F_a_9mor_s_b_NPUR_2,C21_F_a_9mor_s_b_NPUR_3,C21_F_a_9mor_s_b_NPUR_4,C21_F_a_9mor_s_b_NPUR_5,C21_F_a_9m_s_b_NPUR_6mor,C21_F_a_9mor_st_bl_Tot,C21_F_a_AH_NPUR_1,C21_F_a_AH_NPUR_2,C21_F_a_AH_NPUR_3,C21_F_a_AH_NPUR_4,C21_F_a_AH_NPUR_5,C21_F_a_AH_NPUR_6mor,C21_F_a_AH_Tot,C21_F_a_Tot_NPUR_1,C21_F_a_Tot_NPUR_2,C21_F_a_Tot_NPUR_3,C21_F_a_Tot_NPUR_4,C21_F_a_Tot_NPUR_5,C21_F_a_Tot_NPUR_6mor,C21_F_a_Tot_Tot,C21_OD_CCH_NPUR_1,C21_OD_CCH_NPUR_2,C21_OD_CCH_NPUR_3,C21_OD_CCH_NPUR_4,C21_OD_CCH_NPUR_5,C21_OD_CCH_NPUR_6mor,C21_OD_CCH_Tot,C21_OD_IHTSO_NPUR_1,C21_OD_IHTSO_NPUR_2,C21_OD_IHTSO_NPUR_3,C21_OD_IHTSO_NPUR_4,C21_OD_IHTSO_NPUR_5,C21_OD_IHTSO_NPUR_6mor,C21_OD_IHTSO_Tot,C21_OD_H_f_a_s_o_NPUR_1,C21_OD_H_f_a_s_o_NPUR_2,C21_OD_H_f_a_s_o_NPUR_3,C21_OD_H_f_a_s_o_NPUR_4,C21_OD_H_f_a_s_o_NPUR_5,C21_OD_H_f_a_s_o_NPUR_6mor,C21_OD_H_f_a_s_o_Tot,C21_OD_Tot_NPUR_1,C21_OD_Tot_NPUR_2,C21_OD_Tot_NPUR_3,C21_OD_Tot_NPUR_4,C21_OD_Tot_NPUR_5,C21_OD_Tot_NPUR_6mor,C21_OD_Tot_Tot,C21_DS_ns_NPUR_1,C21_DS_ns_NPUR_2,C21_DS_ns_NPUR_3,C21_DS_ns_NPUR_4,C21_DS_ns_NPUR_5,C21_DS_ns_NPUR_6more,C21_Dwg_st_NS_Tot,C21_Tot_NPUR_1,C21_Tot_NPUR_2,C21_Tot_NPUR_3,C21_Tot_NPUR_4,C21_Tot_NPUR_5,C21_Tot_NPUR_6more,C21_Tot_Tot
LGA17350,0,0,16,9,7,0,0,0,0,21,5,4,0,0,0,5,15,706,877,275,245,143,92,2343,613,874,249,245,118,100,2203,105,23,3,0,0,0,134,9,0,0,0,0,0,5,111,26,3,0,0,0,140,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,6,0,0,0,0,0,3,0,0,0,0,0,0,0,9,7,0,0,0,0,25,18,7,0,0,0,0,32,0,0,3,0,0,0,7,756,913,253,250,119,100,2393
LGA17400,0,0,12,21,11,3,6,0,0,42,13,4,0,0,0,0,20,943,1073,266,227,112,57,2680,927,1147,280,215,106,50,2724,16,8,4,4,0,0,24,0,0,0,0,0,0,0,16,8,4,4,0,0,24,48,19,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,19,0,0,0,0,66,12,3,5,0,0,0,16,10,6,0,0,0,0,12,9,0,0,0,0,0,14,28,4,0,0,0,0,37,8,8,0,0,0,0,17,1024,1189,291,216,108,55,2875
LGA17420,4,0,26,27,25,4,10,0,0,73,37,29,24,27,9,8,133,5425,12545,9080,12375,5683,2727,47837,4236,12441,9627,13378,5944,2909,48537,359,300,91,66,18,6,845,798,1142,1008,1128,288,106,4468,1156,1439,1102,1193,302,113,5313,361,210,109,79,24,0,783,318,415,213,152,25,8,1132,822,1099,440,277,55,20,2706,280,424,177,119,15,6,1024,64,48,25,39,10,8,192,1846,2198,968,665,123,36,5836,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,15,4,3,0,0,6,0,13,33,32,16,18,5,0,111,7282,16116,11713,15266,6381,3060,59810
LGA17550,5,3,42,724,414,43,16,4,11,1214,119,108,24,12,9,3,279,10106,13157,4672,4325,1903,927,35086,5070,9255,3739,4052,1813,908,24836,1885,1609,431,255,86,26,4289,948,1033,453,288,72,19,2823,2833,2646,884,548,156,46,7107,1144,620,166,73,9,6,2023,740,585,165,74,16,0,1584,279,286,34,19,9,0,630,221,251,33,13,5,0,525,30,25,7,7,0,0,70,2424,1773,409,185,42,10,4828,410,240,15,9,5,3,677,6,0,0,0,0,0,3,13,10,4,5,0,3,39,421,253,20,10,0,9,716,60,23,8,8,0,0,107,10812,13943,5061,4800,2019,972,37602
LGA17620,0,0,11,47,22,0,0,0,0,75,10,17,7,6,5,0,54,1465,1866,687,669,350,123,5164,1298,1892,666,645,359,122,4988,198,101,29,23,3,0,355,20,3,4,0,0,0,27,216,101,36,22,3,0,385,21,12,3,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,3,0,0,0,44,34,18,4,0,0,0,54,0,3,0,0,0,0,4,3,3,0,0,0,0,4,34,24,4,0,0,0,65,4,7,0,0,0,0,20,1581,2044,706,672,361,130,5499
LGA17640,0,0,8,14,13,6,0,5,0,40,9,9,4,0,0,0,31,844,1123,348,337,173,87,2907,826,1275,378,368,172,116,3138,43,12,3,0,0,0,60,3,0,0,0,0,0,4,38,15,4,0,0,0,60,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,13,7,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,0,0,0,19,8,3,4,0,0,0,17,894,1297,390,373,174,111,3249
LGA17650,0,0,8,15,10,3,0,0,0,30,3,3,0,0,0,0,16,615,893,267,303,146,60,2285,528,902,269,280,130,63,2179,42,9,5,0,0,0,54,0,0,0,0,0,0,0,42,9,5,0,0,0,54,15,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,0,0,19,14,0,0,0,0,0,13,0,0,0,0,0,0,0,0,9,4,0,0,0,9,14,7,4,0,0,0,30,0,3,0,0,0,0,4,604,922,283,281,134,63,2285
LGA17750,17,6,145,55,79,20,17,14,9,200,18,27,10,10,5,3,72,5881,7787,3364,3103,1571,688,22398,4623,7379,3441,3257,1650,827,21184,579,271,58,36,8,5,954,110,82,13,11,0,0,222,688,355,75,44,8,8,1180,1346,496,163,69,17,6,2092,89,18,5,0,0,0,113,30,8,0,0,0,0,40,0,0,0,0,0,0,3,13,9,4,0,0,0,25,1482,532,173,66,20,6,2276,14,7,0,3,0,0,26,0,0,0,0,0,0,0,23,19,6,3,4,8,60,40,29,5,7,4,8,93,28,6,3,3,3,0,42,6859,8306,3701,3385,1680,848,24776
LGA17850,0,0,4,6,6,5,0,0,0,15,5,5,4,3,0,0,17,354,467,139,133,79,19,1188,314,486,133,102,66,23,1122,0,0,0,0,0,0,0,5,0,0,0,0,0,3,5,0,0,0,0,0,3,33,4,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,0,0,0,0,39,7,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,10,0,0,0,0,0,0,6,358,499,138,102,66,23,1183
LGA17900,0,0,8,106,54,8,3,7,4,189,33,29,8,4,4,4,92,851,743,257,222,105,103,2282,380,449,167,121,74,60,1252,46,12,0,0,0,0,56,0,0,0,0,0,0,0,46,12,0,0,0,0,56,17,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,0,0,22,11,10,0,0,4,0,26,116,69,13,4,0,0,202,4,3,0,0,0,0,10,134,82,13,4,5,4,236,47,29,8,3,0,4,87,621,572,193,128,81,70,1660
LGA17950,0,0,0,5,0,0,0,0,0,8,3,4,0,4,0,0,10,318,367,119,102,62,38,1011,254,315,102,92,60,37,864,35,10,4,0,0,0,50,0,4,0,0,0,0,4,35,11,4,0,0,0,44,11,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,0,0,0,0,15,303,333,105,98,61,37,936
LGA18020,0,0,16,19,16,3,4,0,0,46,18,21,9,3,3,0,57,1107,1378,385,354,195,99,3521,1008,1255,379,312,174,104,3235,29,6,4,0,0,0,39,0,0,0,0,0,0,0,32,6,4,0,0,0,38,47,9,4,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,9,4,0,0,0,69,8,8,0,0,0,0,12,3,0,0,0,0,0,4,3,4,0,0,0,0,10,17,10,0,0,0,0,24,12,9,5,5,6,0,33,1114,1288,393,320,182,108,3400
LGA18050,16,6,341,139,115,49,25,16,6,344,46,37,15,15,8,6,129,6981,9054,4092,3432,1206,395,25168,522,1134,723,1193,640,190,4405,436,579,438,529,143,34,2163,469,704,520,795,269,56,2810,902,1280,957,1323,412,94,4969,1241,1384,591,329,61,13,3615,3051,3530,1059,493,88,19,8234,1414,1433,408,167,24,12,3452,884,937,284,115,23,12,2256,7,14,5,9,0,4,33,6593,7290,2353,1107,200,50,17590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,160,72,29,7,5,443,167,160,72,29,7,5,443,29,19,5,3,0,0,54,8216,9881,4112,3657,1256,336,27455
LGA18100,0,0,11,5,0,0,0,0,0,13,3,4,0,3,3,0,9,470,590,147,124,78,37,1449,442,567,166,129,64,36,1405,20,11,0,3,0,0,34,0,0,0,0,0,0,5,20,12,0,3,0,0,34,40,3,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0,0,0,52,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,8,4,0,0,0,0,0,3,514,590,165,137,64,36,1500
LGA18200,0,0,15,33,33,3,5,0,0,73,7,12,0,0,5,0,24,658,914,323,303,163,59,2422,501,906,346,339,179,70,2348,67,24,7,5,0,0,100,4,3,0,0,0,0,3,66,24,7,5,0,0,105,23,7,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,3,0,0,0,33,30,8,0,0,0,0,38,0,0,0,0,0,0,3,0,0,0,0,0,0,3,26,17,0,4,0,0,49,6,4,0,0,0,0,14,631,955,353,351,179,70,2546
LGA18250,0,0,67,27,22,15,7,0,0,70,28,21,0,0,3,5,56,5537,8023,4986,5097,1884,632,26157,1557,3458,2256,3295,1306,469,12337,191,267,165,191,37,9,854,241,396,271,302,63,25,1287,426,658,432,491,100,32,2145,595,539,222,166,31,14,1555,1107,1199,562,395,71,19,3354,1034,1044,577,391,88,11,3144,1541,1777,862,576,102,35,4893,13,15,6,11,5,0,58,4287,4579,2229,1541,296,83,13007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26,10,6,7,0,73,31,26,10,6,7,0,71,18,10,8,5,0,0,32,6320,8737,4926,5333,1695,587,27599
LGA18350,0,0,37,87,31,7,7,3,0,140,58,46,8,9,9,6,131,4641,6868,2320,2305,1113,519,17763,4175,7219,2511,2586,1199,554,18252,560,301,46,25,3,0,942,156,146,26,12,6,4,341,719,446,73,37,6,5,1288,240,71,35,26,10,5,386,6,9,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,30,3,3,0,0,56,269,103,38,25,17,4,464,80,16,0,5,0,0,97,0,5,0,0,0,0,7,18,15,4,3,0,0,45,94,36,7,3,0,0,146,16,5,9,0,0,0,35,5280,7816,2639,2658,1225,563,20184
LGA18400,5,3,36,59,17,13,10,5,3,113,17,21,4,8,0,3,54,2311,4607,2516,3047,1670,940,15096,2416,5096,2696,3317,1812,1060,16388,296,201,37,17,9,0,556,14,23,16,11,0,0,67,311,217,47,28,10,0,615,62,28,0,0,0,0,99,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,5,6,7,5,60,90,47,10,6,7,3,168,53,12,0,0,0,0,66,3,0,0,0,0,0,9,20,6,5,0,0,4,35,77,17,0,0,0,4,106,17,16,0,5,0,0,47,2911,5398,2761,3352,1833,1067,17325
LGA18450,9,13,247,234,144,47,56,19,9,513,226,147,38,33,13,11,466,18871,24267,11685,11932,4931,2274,73952,9906,18012,9674,11041,4577,1976,55191,1953,1210,439,226,69,40,3935,2151,1939,926,609,181,79,5888,4104,3151,1368,831,253,120,9827,3005,1696,574,279,108,47,5711,1509,1054,297,126,19,16,3016,1533,1685,401,171,30,9,3827,746,948,246,97,31,11,2075,106,94,32,35,16,10,296,6902,5474,1553,712,201,89,14928,150,83,4,8,6,0,250,0,0,0,0,0,0,3,131,97,41,22,13,5,310,288,180,43,31,13,5,565,70,37,14,15,6,9,152,21265,26856,12661,12635,5050,2191,80658
LGA18500,3,0,155,67,42,28,13,3,0,158,35,38,7,12,4,6,107,6284,7674,3141,2659,1058,296,21103,626,1504,811,1121,639,206,4894,218,207,113,98,30,10,675,874,1450,724,659,195,26,3927,1096,1657,836,753,226,37,4602,708,693,255,178,47,11,1886,1747,1975,568,295,69,9,4663,1861,1591,411,187,34,8,4093,756,507,122,68,11,4,1455,24,30,9,8,4,0,72,5102,4785,1365,732,159,29,12170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,53,30,15,0,0,192,101,53,30,15,0,0,192,28,14,7,5,4,0,50,6946,8006,3044,2619,1018,268,21907
LGA18710,0,0,9,15,18,0,4,0,0,40,19,17,7,7,4,0,52,1102,1982,815,961,469,177,5515,985,2011,901,969,494,234,5594,110,49,14,10,3,0,187,4,6,4,0,0,0,15,117,56,19,8,3,3,201,58,17,5,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,58,16,5,0,0,0,86,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,0,4,0,0,11,26,8,3,6,0,0,38,1186,2095,925,983,503,239,5932
LGA19399,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,96,119,49,43,20,8,338,65,107,44,36,21,11,280,0,0,0,0,0,0,5,15,7,3,0,0,0,22,15,8,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,11,0,8,0,0,0,0,11,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,9,6,4,4,0,28,91,131,54,41,25,11,353
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
