LGA_CODE_2021,C11_70_74_Married_P,C11_70_74_Sep_M,C11_70_74_Sep_F,C11_70_74_Sep_P,C11_70_74_Div_M,C11_70_74_Div_F,C11_70_74_Div_P,C11_70_74_Wid_M,C11_70_74_Wid_F,C11_70_74_Wid_P,C11_70_74_Nvr_marrd_M,C11_70_74_Nvr_marrd_F,C11_70_74_Nvr_marrd_P,C11_70_74_Tot_M,C11_70_74_Tot_F,C11_70_74_Tot_P,C11_75_79_Married_M,C11_75_79_Married_F,C11_75_79_Married_P,C11_75_79_Sep_M,C11_75_79_Sep_F,C11_75_79_Sep_P,C11_75_79_Div_M,C11_75_79_Div_F,C11_75_79_Div_P,C11_75_79_Wid_M,C11_75_79_Wid_F,C11_75_79_Wid_P,C11_75_79_Nvr_marrd_M,C11_75_79_Nvr_marrd_F,C11_75_79_Nvr_marrd_P,C11_75_79_Tot_M,C11_75_79_Tot_F,C11_75_79_Tot_P,C11_80_84_Married_M,C11_80_84_Married_F,C11_80_84_Married_P,C11_80_84_Sep_M,C11_80_84_Sep_F,C11_80_84_Sep_P,C11_80_84_Div_M,C11_80_84_Div_F,C11_80_84_Div_P,C11_80_84_Wid_M,C11_80_84_Wid_F,C11_80_84_Wid_P,C11_80_84_Nvr_marrd_M,C11_80_84_Nvr_marrd_F,C11_80_84_Nvr_marrd_P,C11_80_84_Tot_M,C11_80_84_Tot_F,C11_80_84_Tot_P,C11_85_over_Married_M,C11_85_over_Married_F,C11_85_over_Married_P,C11_85_over_Seprtd_M,C11_85_over_Seprtd_F,C11_85_over_Seprtd_P,C11_85_over_Divorce_M,C11_85_over_Divorce_F,C11_85_over_Divorce_P,C11_85_over_Wid_M,C11_85_over_Wid_F,C11_85_over_Wid_P,C11_85_over_Nvr_mard_M,C11_85_over_Nvr_mard_F,C11_85_over_Nvr_mard_P,C11_85_over_Tot_M,C11_85_over_Tot_F,C11_85_over_Tot_P,C11_Tot_Married_M,C11_Tot_Married_F,C11_Tot_Married_P,C11_Tot_Sep_M,C11_Tot_Sep_F,C11_Tot_Sep_P,C11_Tot_Div_M,C11_Tot_Div_F,C11_Tot_Div_P,C11_Tot_Wid_M,C11_Tot_Wid_F,C11_Tot_Wid_P,C11_Tot_nver_marrie_M,C11_Tot_nver_marrie_F,C11_Tot_nver_marrie_P,C11_Tot_Tot_M,C11_Tot_Tot_F,C11_Tot_Tot_P,C16_15_19_Married_M,C16_15_19_Married_F,C16_15_19_Married_P,C16_15_19_Sep_M,C16_15_19_Sep_F,C16_15_19_Sep_P,C16_15_19_Div_M,C16_15_19_Div_F,C16_15_19_Div_P,C16_15_19_Wid_M,C16_15_19_Wid_F,C16_15_19_Wid_P,C16_15_19_Nvr_marrd_M,C16_15_19_Nvr_marrd_F,C16_15_19_Nvr_marrd_P,C16_15_19_Tot_M,C16_15_19_Tot_F,C16_15_19_Tot_P,C16_20_24_Married_M,C16_20_24_Married_F,C16_20_24_Married_P,C16_20_24_Sep_M,C16_20_24_Sep_F,C16_20_24_Sep_P,C16_20_24_Div_M,C16_20_24_Div_F,C16_20_24_Div_P,C16_20_24_Wid_M,C16_20_24_Wid_F,C16_20_24_Wid_P,C16_20_24_Nvr_marrd_M,C16_20_24_Nvr_marrd_F,C16_20_24_Nvr_marrd_P,C16_20_24_Tot_M,C16_20_24_Tot_F,C16_20_24_Tot_P,C16_25_29_Married_M,C16_25_29_Married_F,C16_25_29_Married_P,C16_25_29_Sep_M,C16_25_29_Sep_F,C16_25_29_Sep_P,C16_25_29_Div_M,C16_25_29_Div_F,C16_25_29_Div_P,C16_25_29_Wid_M,C16_25_29_Wid_F,C16_25_29_Wid_P,C16_25_29_Nvr_marrd_M,C16_25_29_Nvr_marrd_F,C16_25_29_Nvr_marrd_P,C16_25_29_Tot_M,C16_25_29_Tot_F,C16_25_29_Tot_P,C16_30_34_Married_M,C16_30_34_Married_F,C16_30_34_Married_P,C16_30_34_Sep_M,C16_30_34_Sep_F,C16_30_34_Sep_P,C16_30_34_Div_M,C16_30_34_Div_F,C16_30_34_Div_P,C16_30_34_Wid_M,C16_30_34_Wid_F,C16_30_34_Wid_P,C16_30_34_Nvr_marrd_M,C16_30_34_Nvr_marrd_F,C16_30_34_Nvr_marrd_P,C16_30_34_Tot_M,C16_30_34_Tot_F,C16_30_34_Tot_P,C16_35_39_Married_M,C16_35_39_Married_F,C16_35_39_Married_P,C16_35_39_Sep_M,C16_35_39_Sep_F,C16_35_39_Sep_P,C16_35_39_Div_M,C16_35_39_Div_F,C16_35_39_Div_P,C16_35_39_Wid_M,C16_35_39_Wid_F,C16_35_39_Wid_P,C16_35_39_Nvr_marrd_M,C16_35_39_Nvr_marrd_F,C16_35_39_Nvr_marrd_P,C16_35_39_Tot_M,C16_35_39_Tot_F,C16_35_39_Tot_P,C16_40_44_Married_M,C16_40_44_Married_F,C16_40_44_Married_P,C16_40_44_Sep_M,C16_40_44_Sep_F,C16_40_44_Sep_P,C16_40_44_Div_M,C16_40_44_Div_F,C16_40_44_Div_P,C16_40_44_Wid_M,C16_40_44_Wid_F,C16_40_44_Wid_P,C16_40_44_Nvr_marrd_M,C16_40_44_Nvr_marrd_F,C16_40_44_Nvr_marrd_P,C16_40_44_Tot_M,C16_40_44_Tot_F,C16_40_44_Tot_P,C16_45_49_Married_M,C16_45_49_Married_F,C16_45_49_Married_P,C16_45_49_Sep_M
LGA12380,3143,85,58,137,213,237,447,192,780,970,181,104,288,2439,2547,4985,1286,840,2123,39,27,68,132,162,300,232,931,1159,115,87,202,1805,2045,3850,837,523,1362,25,28,51,71,90,163,260,1153,1416,80,87,168,1278,1879,3159,503,259,754,16,14,29,40,69,109,343,1508,1846,42,73,117,938,1923,2861,40564,40066,80634,2098,2743,4844,4250,5932,10187,1460,6467,7927,27748,21102,48848,76119,76312,152434,36,103,130,0,3,3,0,0,4,5,3,10,6480,5909,12381,6508,6018,12534,746,1741,2487,23,57,74,14,38,54,3,4,9,8644,5881,14526,9438,7724,17159,3901,5449,9354,111,227,340,149,179,325,19,14,25,7290,4044,11334,11464,9917,21381,6941,6956,13892,235,368,605,266,383,653,22,26,45,3507,2076,5587,10969,9815,20780,6755,5689,12441,270,380,651,359,484,847,14,48,66,1729,1203,2932,9131,7809,16935,5163,4410,9573,277,366,643,433,640,1078,22,82,101,1214,914,2125,7106,6409,13520,4419,4141,8558,281
LGA12390,1137,28,25,52,99,86,185,72,250,323,60,39,102,870,933,1800,412,310,722,15,8,29,36,51,90,87,327,416,30,32,62,584,735,1315,304,189,491,3,0,9,27,26,52,102,346,441,28,22,52,466,581,1051,152,74,230,0,3,3,17,18,34,97,457,557,13,26,39,284,581,864,8628,8607,17235,543,688,1233,1410,1721,3127,519,1865,2390,6661,6201,12860,17759,19079,36841,7,0,13,0,0,0,0,0,0,0,5,4,1558,1551,3109,1566,1556,3125,83,111,194,0,14,22,0,5,5,3,0,8,1519,1396,2910,1603,1529,3134,421,567,989,15,32,46,14,25,34,0,0,3,1220,1115,2333,1669,1744,3410,781,873,1651,60,77,133,36,56,92,4,4,8,726,675,1409,1608,1684,3293,832,840,1680,48,100,148,42,78,111,0,3,7,472,452,926,1404,1463,2866,875,848,1726,64,94,158,118,167,290,4,11,11,419,429,842,1486,1545,3022,846,915,1759,81
LGA12700,273,0,6,11,15,20,37,15,47,58,17,10,28,204,198,400,91,59,151,3,0,3,18,6,24,13,37,51,15,6,15,135,107,246,44,30,72,0,0,0,0,3,13,21,54,71,9,5,17,77,95,175,31,18,51,0,0,0,0,0,0,20,83,105,0,7,8,52,106,164,1846,1854,3698,94,93,187,298,295,594,109,296,407,1041,830,1870,3390,3369,6758,0,0,0,0,0,0,0,0,0,0,0,0,272,282,553,272,287,555,3,12,18,0,4,3,0,0,0,0,0,0,195,166,358,196,178,372,55,77,131,3,5,3,0,3,3,0,0,0,126,105,228,182,187,363,100,138,237,3,7,9,0,7,14,0,0,0,103,76,181,214,242,450,154,157,310,8,10,21,7,16,23,0,0,5,49,64,119,228,252,481,147,164,314,11,18,28,17,30,47,0,8,4,69,60,130,244,273,521,186,207,394,9
LGA12730,277,17,6,21,24,15,40,16,62,79,16,0,20,222,214,437,114,79,198,3,6,12,13,23,36,13,71,82,13,6,16,153,185,334,85,50,138,0,0,4,6,8,16,28,76,107,10,0,12,132,141,269,36,12,47,0,0,0,0,3,6,44,116,164,4,0,3,83,147,223,1727,1727,3459,140,163,303,295,335,631,130,422,550,1120,887,2006,3407,3529,6943,0,0,0,0,0,0,0,0,0,0,0,0,253,250,504,253,250,504,7,11,18,0,0,0,0,0,0,0,0,0,246,206,454,253,224,472,34,57,92,4,6,14,0,0,0,0,0,0,204,156,356,237,225,460,88,94,181,3,10,17,4,3,13,0,0,0,92,105,197,190,214,405,103,129,233,6,7,15,10,14,29,0,0,0,88,64,147,209,218,423,142,156,297,18,17,36,27,49,71,0,3,4,73,70,146,260,296,554,157,160,319,17
LGA12750,1555,49,16,69,125,122,248,82,233,317,42,14,61,1140,1097,2239,607,444,1053,17,7,26,77,66,140,89,304,391,29,26,58,827,844,1672,403,249,651,13,8,17,42,39,84,136,374,507,28,13,38,617,683,1297,235,147,377,6,4,6,13,23,35,152,525,673,12,20,31,410,716,1133,7780,7771,15550,537,569,1103,1514,1737,3256,609,1890,2501,4105,3334,7444,14549,15306,29856,0,0,0,0,0,0,0,0,0,0,0,0,902,887,1790,910,889,1795,23,45,68,0,7,7,0,0,0,0,0,0,629,559,1193,656,617,1272,108,172,280,3,13,19,7,14,14,0,0,3,489,438,927,603,634,1236,262,310,574,21,32,50,15,29,44,0,0,0,397,307,700,700,678,1380,313,398,707,19,41,59,42,63,107,0,6,4,317,283,601,696,787,1487,429,500,929,61,84,147,84,137,219,3,3,9,344,278,620,921,998,1921,497,552,1047,60
LGA12850,3579,111,83,192,218,228,448,190,968,1160,130,96,229,2679,2921,5608,1540,1036,2576,53,45,100,150,153,307,241,1116,1355,83,58,141,2062,2407,4474,1025,507,1535,38,31,68,66,90,159,288,1200,1489,49,50,103,1467,1878,3348,519,232,749,21,10,36,18,45,67,318,1249,1565,28,40,73,907,1585,2488,37041,37122,74164,2440,3279,5717,4792,6865,11658,1497,7186,8685,27084,22241,49329,72852,76692,149548,23,82,109,0,8,10,5,9,15,3,3,6,7244,6792,14033,7282,6891,14169,439,1039,1481,16,66,87,15,47,64,4,5,13,7440,6249,13696,7925,7408,15334,1622,2733,4357,85,244,331,127,273,401,3,26,27,5084,3850,8935,6917,7125,14044,2949,3831,6779,226,338,567,278,498,781,9,32,35,2871,2023,4885,6324,6717,13037,3249,3788,7034,286,424,708,434,666,1102,10,46,57,1722,1368,3094,5707,6290,11999,3639,4165,7805,326,431,756,573,962,1538,26,87,109,1408,1152,2561,5978,6800,12776,4338,4204,8535,321
LGA12870,498,15,12,25,38,28,69,22,84,110,22,13,32,350,382,735,198,180,385,8,0,9,29,12,37,41,74,123,11,17,29,290,291,585,146,76,226,0,4,4,12,8,20,45,110,154,12,5,15,219,207,424,72,37,107,3,0,3,7,3,8,47,142,195,4,11,16,137,197,330,2736,2737,5479,181,179,358,439,419,860,215,547,764,1410,1032,2445,4989,4915,9899,0,0,0,0,0,0,0,0,0,0,0,0,352,326,675,352,326,675,7,9,16,0,0,0,0,0,0,0,0,0,258,240,498,266,256,518,63,86,147,0,4,0,3,0,4,0,4,4,176,155,334,244,246,492,108,139,245,10,14,25,0,0,6,0,3,3,117,100,219,236,259,496,144,182,325,13,16,28,4,25,30,0,6,3,105,67,173,267,295,564,192,186,380,12,28,37,30,39,66,0,4,4,92,62,148,320,313,637,180,223,407,34
LGA12900,271,4,3,3,23,12,31,16,73,84,14,9,28,210,210,421,113,82,190,3,0,3,12,8,19,20,92,115,13,5,23,163,185,351,62,41,100,6,3,7,8,13,13,24,86,107,9,8,14,99,148,242,35,17,54,0,0,0,0,0,4,29,135,167,4,3,8,73,155,229,1810,1816,3624,123,121,249,259,304,559,142,494,635,1209,951,2168,3546,3688,7237,0,0,0,0,0,0,0,0,0,0,0,0,320,305,627,320,303,631,7,17,25,0,3,6,0,0,0,0,0,0,275,179,454,282,202,481,46,71,125,10,10,16,0,4,8,0,0,0,178,189,366,237,276,509,103,146,253,11,11,21,4,7,12,0,0,0,109,85,194,229,254,486,137,138,277,15,18,29,15,18,34,0,0,0,71,63,130,239,242,478,149,153,296,17,16,35,19,17,36,0,0,4,74,56,133,259,246,501,170,172,347,19
LGA12930,2978,52,51,104,161,206,373,128,601,731,117,83,194,2038,2337,4375,1375,1044,2413,36,19,55,111,145,253,148,780,926,85,67,154,1751,2053,3804,941,603,1540,23,18,39,53,96,150,213,1040,1248,63,72,136,1295,1830,3123,670,341,1012,11,9,20,29,64,98,375,1729,2102,61,91,144,1137,2232,3374,29646,30062,59707,1084,1473,2552,2879,4621,7501,1165,5336,6497,18402,16203,34608,53175,57689,110868,16,39,56,0,0,0,3,0,4,3,0,5,4533,4317,8846,4557,4356,8913,322,652,972,10,14,23,8,18,21,6,4,13,5580,4597,10176,5918,5287,11206,1883,2635,4516,40,83,124,54,78,136,7,6,10,4396,3655,8050,6373,6458,12838,3513,3839,7350,89,126,218,123,220,345,6,8,12,2036,1658,3695,5765,5849,11617,3338,3524,6857,101,164,266,158,283,445,4,15,23,1107,1055,2161,4710,5047,9755,3265,3503,6770,125,223,342,265,470,734,9,26,32,846,771,1614,4505,4990,9497,3267,3516,6787,156
LGA12950,152,0,0,6,18,5,23,9,42,55,11,5,13,120,120,246,55,36,92,0,0,0,0,7,3,11,35,45,10,0,10,70,82,151,43,28,70,0,0,0,0,0,0,14,42,52,3,9,9,59,74,136,20,9,32,0,0,0,0,0,0,16,55,75,0,0,4,44,72,114,894,919,1818,54,53,103,133,127,265,54,235,291,531,487,1017,1667,1825,3499,0,0,0,0,0,0,0,0,0,0,0,0,118,113,230,121,113,231,0,7,7,0,0,0,0,0,0,0,0,0,102,105,204,111,112,218,22,31,55,4,7,9,0,0,0,0,0,0,82,73,154,108,112,218,32,46,83,3,7,4,0,0,4,0,0,0,46,58,98,85,104,189,50,56,105,0,0,0,3,8,10,0,0,0,46,41,85,99,100,199,59,63,118,3,5,11,9,8,20,0,3,3,38,36,74,109,119,223,78,77,159,5
LGA13010,305,10,6,16,18,28,48,23,63,88,19,9,32,245,239,483,112,89,198,3,3,8,14,15,29,23,67,93,13,5,18,164,180,339,79,46,123,3,0,6,6,10,20,19,105,123,9,0,6,113,169,278,36,17,51,0,0,0,5,4,6,21,125,147,8,7,9,68,155,221,1748,1710,3456,129,158,284,334,389,715,140,468,608,1153,873,2031,3497,3590,7090,0,0,0,0,0,0,0,0,0,0,0,0,248,229,476,248,229,476,0,10,10,0,3,3,0,0,0,0,0,0,185,189,376,191,197,388,40,62,94,5,5,9,0,0,3,0,3,3,157,119,272,198,180,382,78,82,162,13,15,21,0,4,8,0,0,0,145,89,236,237,196,431,117,109,233,17,11,27,7,13,26,0,0,3,84,69,149,231,207,432,124,142,264,7,11,16,20,30,52,0,3,7,90,61,147,242,253,490,126,148,275,15
LGA13310,688,16,21,43,60,66,131,45,160,206,47,25,72,558,583,1139,252,199,452,8,10,15,24,41,69,64,201,270,31,22,51,387,477,859,194,118,315,3,3,9,16,25,46,63,233,300,15,23,39,298,407,702,91,59,153,6,0,5,5,23,24,76,292,367,12,19,36,186,399,580,5295,5134,10425,435,454,894,940,1152,2088,366,1246,1605,4086,3161,7257,11121,11142,22261,8,0,8,0,0,0,0,0,0,0,0,0,911,826,1737,911,830,1746,43,63,102,4,4,7,0,5,4,0,0,0,897,656,1549,941,730,1666,207,267,477,12,27,34,5,8,13,0,0,0,675,562,1240,898,869,1767,388,453,839,24,40,56,23,39,60,3,4,8,480,348,830,913,880,1793,465,457,926,29,43,69,32,43,76,0,8,9,343,245,584,871,791,1659,512,558,1070,55,66,117,67,101,170,5,4,14,306,186,498,938,919,1857,545,559,1104,56
LGA13340,255,7,11,16,29,14,41,19,51,71,17,12,29,219,188,409,78,67,146,5,0,6,14,9,16,12,65,74,7,7,11,117,143,258,75,48,119,0,0,0,0,5,4,32,79,115,7,8,10,114,135,248,43,15,58,0,0,0,0,0,0,33,101,132,9,3,15,84,117,205,2178,2204,4387,117,121,240,315,298,614,158,374,524,1112,859,1973,3880,3856,7736,0,0,0,0,0,0,0,0,0,0,0,0,350,329,673,351,329,679,3,12,19,0,0,0,0,0,0,0,0,0,226,154,377,232,169,401,46,76,116,0,3,9,4,0,7,0,0,0,120,120,241,164,201,369,123,168,290,5,10,11,10,10,18,0,0,0,111,88,198,251,277,522,153,183,339,5,11,16,9,15,30,0,0,0,58,56,108,229,269,488,189,226,414,8,10,20,14,25,33,0,0,0,74,53,127,287,307,593,221,236,457,11
LGA13450,547,9,3,14,37,23,62,38,116,156,28,5,32,418,392,815,234,189,417,8,4,10,16,19,33,37,166,205,26,5,31,320,380,698,179,103,281,5,3,8,9,14,18,49,188,235,16,7,26,261,310,572,113,52,163,0,4,4,3,9,12,45,253,298,5,5,8,168,313,480,5110,5026,10139,276,310,581,548,577,1125,244,976,1226,3180,2636,5812,9359,9524,18880,0,3,5,3,0,0,0,0,0,0,0,0,870,747,1613,878,749,1626,37,66,106,0,6,6,0,0,0,3,0,3,757,669,1426,796,737,1535,219,310,532,13,20,31,4,13,18,0,5,5,662,588,1250,896,936,1833,463,525,991,21,25,41,23,22,43,0,0,0,349,252,608,862,825,1683,493,510,1001,19,28,49,27,39,64,0,9,9,239,163,397,771,746,1521,518,505,1021,41,49,88,41,73,113,4,5,11,183,163,348,789,788,1580,554,586,1139,44
LGA13550,346,8,3,8,38,22,58,15,87,100,20,3,22,266,273,535,149,108,249,10,5,9,12,5,21,36,103,140,16,4,21,216,226,439,89,65,154,0,0,0,7,3,11,33,115,148,0,6,4,136,184,319,47,17,64,3,0,6,0,3,5,33,153,190,0,8,8,85,177,270,2363,2353,4709,169,152,322,360,354,716,159,597,756,1657,1351,3006,4706,4803,9513,0,0,0,0,0,0,0,0,0,0,0,0,368,332,701,367,332,699,12,30,45,0,0,0,0,0,0,0,0,0,318,302,622,336,327,657,92,141,236,0,10,12,6,6,3,0,0,3,295,237,535,394,394,794,165,199,367,14,16,37,6,9,16,0,5,5,158,143,299,353,375,726,189,209,396,23,20,42,14,21,40,0,0,0,109,95,204,334,348,685,214,205,415,21,12,34,22,26,53,0,4,4,104,85,189,362,331,697,196,236,434,27
LGA13660,191,6,0,6,18,8,27,15,36,48,8,7,13,164,125,291,69,40,110,3,0,7,7,7,16,23,44,64,5,0,8,113,97,207,32,18,56,0,0,0,3,0,4,17,57,73,0,0,0,56,78,129,18,16,30,0,0,0,0,0,0,22,75,101,0,0,4,41,92,137,1085,1078,2158,83,65,150,161,137,297,106,278,382,590,447,1033,2016,2001,4019,0,0,0,0,0,0,0,0,0,0,0,0,124,125,248,131,125,252,6,8,15,0,0,0,3,0,3,0,0,0,107,98,208,123,110,231,21,38,62,3,3,4,0,0,3,0,0,0,73,60,128,102,98,202,54,69,122,3,5,9,3,10,13,0,0,3,50,40,93,116,118,237,62,75,135,4,5,10,7,3,12,4,0,4,39,46,81,110,127,235,87,94,180,9,5,20,7,7,21,0,0,0,35,29,71,143,144,286,110,117,229,8
LGA13800,1122,38,36,82,100,128,225,53,230,285,48,37,86,895,911,1800,387,277,662,17,9,26,36,75,115,57,249,309,37,12,50,531,623,1161,243,167,408,17,6,24,33,35,69,71,312,380,35,14,44,398,528,924,151,86,237,8,7,13,6,37,44,109,434,542,10,17,29,287,579,869,12155,12217,24372,767,915,1683,1855,2532,4391,502,1768,2266,8925,7347,16269,24198,24783,48985,5,4,7,0,0,0,0,0,4,0,0,0,2352,2222,4576,2361,2222,4581,106,158,265,4,6,14,4,3,6,0,3,3,2096,2005,4100,2215,2173,4387,544,762,1300,22,46,70,17,23,38,0,0,3,1556,1262,2816,2142,2089,4232,937,1164,2097,39,76,111,46,80,128,0,3,3,801,650,1450,1830,1974,3800,1177,1218,2392,58,80,140,81,131,210,0,8,8,542,443,981,1856,1882,3739,1347,1448,2789,84,113,198,171,287,457,12,16,25,487,414,903,2098,2277,4374,1489,1620,3112,112
LGA13850,96,0,0,0,12,4,11,7,20,28,5,0,9,72,74,142,44,24,68,4,0,8,7,3,10,9,28,36,6,4,13,74,58,131,15,7,26,0,0,0,4,5,8,10,27,33,0,0,0,33,36,66,5,0,8,0,0,0,0,0,0,11,40,48,0,0,3,23,39,62,575,574,1148,38,41,86,102,90,186,43,154,199,428,319,743,1188,1174,2361,0,0,0,0,0,0,0,0,0,0,0,0,91,82,175,91,82,175,3,8,6,0,0,0,0,0,0,0,0,0,79,66,143,83,69,150,11,19,35,0,0,0,0,0,0,0,0,0,67,38,106,77,59,138,35,43,79,0,0,0,4,0,3,0,0,0,37,31,66,74,80,156,31,39,70,0,5,4,0,4,5,0,0,0,26,23,49,61,64,123,43,54,99,0,5,12,0,3,9,0,0,0,20,17,37,64,83,152,53,53,106,4
LGA13910,547,14,5,26,47,43,92,41,126,167,35,12,44,453,422,868,175,144,316,6,6,15,27,16,41,51,154,200,23,12,39,281,333,615,126,78,201,4,4,11,13,10,22,54,182,243,14,16,34,217,294,511,70,35,105,0,0,0,5,12,16,56,244,298,6,28,43,139,319,461,3662,3661,7327,239,259,503,594,628,1223,252,946,1196,2236,1863,4101,6984,7361,14348,3,0,4,0,0,0,0,0,0,0,0,0,565,582,1144,566,583,1150,20,30,56,4,6,10,0,0,0,0,0,3,403,432,830,425,472,902,80,120,198,8,6,11,3,0,3,0,0,4,315,297,612,398,430,822,181,239,417,11,23,34,4,18,22,0,4,4,196,180,377,391,461,856,273,305,583,10,32,46,19,19,35,0,3,8,152,132,289,463,497,958,312,298,606,41,34,72,44,56,97,0,9,8,155,121,268,545,514,1060,296,384,684,33
LGA14000,3091,52,41,94,152,270,424,108,495,604,97,98,195,2108,2299,4409,1156,861,2016,23,31,56,91,169,257,137,633,769,59,71,130,1468,1768,3233,867,612,1485,25,12,40,62,109,173,226,910,1141,43,84,122,1229,1733,2963,598,329,931,8,7,15,37,97,138,464,1750,2217,29,139,165,1136,2324,3465,31759,32098,63854,935,1262,2198,2461,4423,6888,1186,4764,5953,16633,14656,31294,52982,57203,110187,13,14,31,0,0,0,3,0,3,9,0,4,4918,4712,9634,4944,4737,9677,83,209,288,5,6,9,0,6,9,4,0,4,4230,3834,8067,4322,4053,8370,758,1196,1963,16,28,39,17,32,45,3,4,5,2629,2072,4696,3424,3328,6753,2331,2952,5279,42,68,114,71,92,164,6,3,5,1334,1045,2380,3782,4162,7950,3549,4085,7634,66,108,180,91,209,296,7,10,18,833,692,1521,4539,5111,9645,4271,4503,8777,118,163,279,203,363,564,8,20,32,747,646,1391,5352,5696,11045,4042,4280,8317,125
LGA14100,304,8,5,3,21,35,55,6,66,72,11,15,29,222,253,474,131,97,226,3,0,3,11,21,27,19,76,92,16,20,42,179,214,394,120,89,212,0,0,3,11,17,28,16,136,156,20,29,54,169,274,447,100,54,156,0,0,0,3,25,32,61,328,388,11,58,75,183,454,646,2790,2800,5587,93,100,197,276,468,746,124,690,813,1891,1457,3350,5174,5524,10693,0,0,0,0,0,0,0,0,0,0,0,0,806,351,1155,806,354,1158,6,4,6,0,0,0,0,0,0,0,0,0,356,319,676,361,322,686,37,67,104,0,0,0,0,0,0,0,0,0,216,188,404,249,259,512,150,199,345,0,0,0,7,12,17,0,0,0,139,117,254,295,327,621,224,276,498,4,7,12,11,23,30,0,0,0,94,85,180,330,396,726,358,377,731,15,19,37,9,40,52,0,0,0,86,79,159,463,513,976,375,406,778,14
LGA14170,2284,90,70,163,274,323,596,113,647,756,376,226,596,2064,2342,4402,1121,807,1923,56,47,103,145,209,361,192,778,969,248,159,411,1767,2003,3762,734,415,1150,35,24,65,81,137,223,232,851,1080,175,132,309,1262,1562,2830,435,204,640,12,11,27,46,104,148,294,1364,1661,104,191,291,893,1871,2766,28220,28209,56425,1757,2043,3803,5198,7125,12323,1184,4950,6135,32795,32198,64993,69146,74529,143680,10,21,30,5,0,5,0,0,3,0,0,0,3474,3270,6737,3484,3293,6784,180,426,608,4,13,26,18,16,34,4,4,7,5900,6161,12063,6111,6626,12739,1367,1964,3331,42,75,120,54,127,181,12,12,25,7373,7347,14719,8851,9521,18372,3494,4039,7536,92,169,258,223,296,516,8,20,27,5218,4974,10192,9029,9498,18523,4124,4356,8485,141,187,326,327,515,844,8,19,30,3371,3324,6696,7973,8402,16380,4073,4079,8153,209,273,479,540,663,1206,16,36,54,2713,2772,5488,7551,7821,15375,3428,3321,6748,225
LGA14220,570,14,0,13,32,23,57,38,112,146,36,14,48,403,441,841,195,138,339,14,3,15,26,18,44,40,137,178,16,16,32,298,318,614,141,65,208,5,3,10,6,11,20,31,164,192,12,12,24,203,252,453,61,31,88,0,3,3,0,0,5,44,218,257,8,7,16,110,265,380,3410,3429,6832,248,288,540,520,569,1084,200,819,1015,2185,1796,3984,6560,6898,13458,0,6,10,0,0,0,0,0,0,0,0,0,614,502,1113,617,505,1120,12,40,58,4,0,4,0,0,0,0,0,6,442,436,874,461,476,942,105,127,230,9,16,22,0,11,11,0,0,0,313,318,631,427,469,899,186,200,388,14,17,39,10,27,43,4,0,5,232,189,423,455,438,888,195,229,425,19,21,34,18,37,51,0,4,4,166,165,331,402,451,846,256,302,562,22,31,54,41,59,101,3,8,9,147,144,286,474,538,1004,309,339,648,32
LGA14300,134,5,0,3,14,5,21,7,19,32,10,5,17,114,91,205,47,41,88,0,0,0,9,4,12,3,39,44,8,4,9,72,82,156,30,12,41,0,0,0,0,3,8,9,40,54,6,0,8,49,61,106,18,7,26,0,0,0,0,0,0,15,50,66,0,3,3,30,63,94,1293,1035,2329,88,74,168,174,162,333,78,214,290,1108,524,1627,2738,2006,4746,4,0,4,0,0,0,0,0,0,0,0,0,174,155,329,177,155,327,17,8,31,0,3,4,0,0,0,0,0,0,239,125,360,261,140,402,67,53,115,0,4,6,4,3,5,0,0,0,202,93,295,273,155,425,114,72,187,6,9,10,4,4,6,0,0,0,177,71,243,291,150,441,120,83,205,16,3,16,7,4,13,0,0,0,128,50,180,273,136,414,140,100,246,16,6,20,23,19,41,0,0,0,98,36,137,282,158,440,141,112,256,14
LGA14350,875,31,19,48,106,58,163,56,174,232,36,15,53,712,655,1366,328,207,534,21,3,28,56,35,95,58,212,267,36,19,56,496,472,970,200,149,344,7,3,7,30,20,48,87,241,332,26,11,35,353,415,769,135,68,208,5,0,5,9,18,28,94,363,455,11,13,23,257,462,717,5193,5086,10276,511,511,1026,1252,1202,2453,432,1362,1797,3902,3206,7107,11288,11372,22661,0,0,0,0,0,0,0,0,0,0,0,0,865,784,1644,866,788,1651,27,25,58,0,12,14,0,0,0,0,6,6,686,579,1264,718,622,1338,128,177,299,12,26,32,8,12,14,0,0,0,583,447,1024,714,656,1373,237,287,522,28,35,60,13,19,34,0,9,9,379,299,681,659,646,1306,305,325,632,25,39,65,23,47,69,0,0,0,283,268,556,637,684,1323,359,371,729,53,60,107,70,93,161,3,10,16,299,248,547,782,784,1565,380,415,796,47
