LGA_CODE_2021,C16_F_a_4_8_FH_One_PFam,C16_F_a_4_8_FH_oth_fa,C16_F_a_4_8_FH_Tot,C16_F_a_4_8_LP_H,C16_F_a_4_8_GH,C16_F_a_4_8_OH,C16_F_a_4_8_Tot,C16_F_a_9m_FH_CF_no_ch,C16_F_a_9m_FH_CF_w_ch,C16_F_a_9m_FH_One_PFam,C16_F_a_9m_FH_oth_fa,C16_F_a_9m_FH_Tot,C16_F_a_9m_LP_H,C16_F_a_9m_GH,C16_F_a_9m_OH,C16_F_a_9m_Tot,C16_F_a_a_h_FH_CF_no_ch,C16_F_a_a_h_FH_CF_w_ch,C16_F_a_a_h_FH_One_PFam,C16_F_a_a_h_FH_oth_fa,C16_F_a_a_h_FH_Tot,C16_F_a_a_h_LP_H,C16_F_a_a_h_GH,C16_F_a_a_h_OH,C16_F_a_a_h_Tot,C16_F_a_Tot_FH_CF_no_ch,C16_F_a_Tot_FH_CF_w_ch,C16_F_a_Tot_FH_One_PFam,C16_F_a_Tot_FH_oth_fa,C16_F_a_Tot_FH_Tot,C16_F_a_Tot_LP_H,C16_F_a_Tot_GH,C16_F_a_Tot_OH,C16_F_a_Tot_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_Tot_FH_CF_no_ch,C16_OD_Tot_FH_CF_w_ch,C16_OD_Tot_FH_One_PFam,C16_OD_Tot_FH_oth_fa,C16_OD_Tot_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_Tot_Tot,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_Tot,C16_Tot_FH_CF_no_ch,C16_Tot_FH_CF_w_ch,C16_Tot_FH_One_PFam,C16_Tot_FH_oth_fa,C16_Tot_FH_Tot,C16_Tot_LP_H,C16_Tot_GH,C16_Tot_OH,C16_Tot_Tot,C21_S_h_FH_CF_no_ch,C21_S_h_FH_CF_w_ch,C21_S_h_FH_One_PFam,C21_S_h_FH_oth_fa,C21_S_h_FH_Tot,C21_S_h_LP_H,C21_S_h_GH,C21_S_h_OH,C21_S_h_Tot,C21_SDRTHT1S_FH_CF_no_ch,C21_SDRTHT1S_FH_CF_w_ch,C21_SDRTHT1S_FH_One_PFam,C21_SDRTHT1S_FH_oth_fa,C21_SDRTHT1S_FH_Tot,C21_SDRTHT1S_LP_H,C21_SDRTHT1S_GH,C21_SDRTHT1S_OH,C21_SDRTHT1S_Tot,C21_SDRTHT2S_FH_CF_no_ch,C21_SDRTHT2S_FH_CF_w_ch,C21_SDRTHT2S_FH_One_PFam,C21_SDRTHT2S_FH_oth_fa,C21_SDRTHT2S_FH_Tot,C21_SDRTHT2S_LP_H,C21_SDRTHT2S_GH,C21_SDRTHT2S_OH,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_FH_CF_no_ch,C21_SDRTHT_Tot_FH_CF_w_ch,C21_SDRTHT_Tot_FH_One_PFam,C21_SDRTHT_Tot_FH_oth_fa,C21_SDRTHT_Tot_FH_Tot,C21_SDRTHT_Tot_LP_H,C21_SDRTHT_Tot_GH,C21_SDRTHT_Tot_OH,C21_SDRTHT_Tot_Tot,C21_F_a_1_2_FH_CF_no_ch,C21_F_a_1_2_FH_CF_w_ch,C21_F_a_1_2_FH_One_PFam,C21_F_a_1_2_FH_oth_fa,C21_F_a_1_2_FH_Tot,C21_F_a_1_2_LP_H,C21_F_a_1_2_GH,C21_F_a_1_2_OH,C21_F_a_1_2_Tot,C21_F_a_3_FH_CF_no_ch,C21_F_a_3_FH_CF_w_ch,C21_F_a_3_FH_One_PFam,C21_F_a_3_FH_oth_fa,C21_F_a_3_FH_Tot,C21_F_a_3_LP_H,C21_F_a_3_GH,C21_F_a_3_OH,C21_F_a_3_Tot,C21_F_a_4_8_FH_CF_no_ch,C21_F_a_4_8_FH_CF_w_ch,C21_F_a_4_8_FH_One_PFam,C21_F_a_4_8_FH_oth_fa,C21_F_a_4_8_FH_Tot,C21_F_a_4_8_LP_H,C21_F_a_4_8_GH,C21_F_a_4_8_OH,C21_F_a_4_8_Tot,C21_F_a_9m_FH_CF_no_ch,C21_F_a_9m_FH_CF_w_ch,C21_F_a_9m_FH_One_PFam,C21_F_a_9m_FH_oth_fa,C21_F_a_9m_FH_Tot,C21_F_a_9m_LP_H,C21_F_a_9m_GH,C21_F_a_9m_OH,C21_F_a_9m_Tot,C21_F_a_a_h_FH_CF_no_ch,C21_F_a_a_h_FH_CF_w_ch,C21_F_a_a_h_FH_One_PFam,C21_F_a_a_h_FH_oth_fa,C21_F_a_a_h_FH_Tot,C21_F_a_a_h_LP_H,C21_F_a_a_h_GH,C21_F_a_a_h_OH,C21_F_a_a_h_Tot,C21_F_a_Tot_FH_CF_no_ch,C21_F_a_Tot_FH_CF_w_ch,C21_F_a_Tot_FH_One_PFam,C21_F_a_Tot_FH_oth_fa,C21_F_a_Tot_FH_Tot,C21_F_a_Tot_LP_H,C21_F_a_Tot_GH,C21_F_a_Tot_OH,C21_F_a_Tot_Tot,C21_OD_C_c_hb_FH_CF_no_ch,C21_OD_C_c_hb_FH_CF_w_ch,C21_OD_C_c_hb_FH_One_PFam,C21_OD_C_c_hb_FH_oth_fa,C21_OD_C_c_hb_FH_Tot,C21_OD_C_c_hb_LP_H,C21_OD_C_c_hb_GH,C21_OD_C_c_hb_OH,C21_OD_C_c_hb_Tot,C21_OD_Ih_t_s_FH_CF_no_ch,C21_OD_Ih_t_s_FH_CF_w_ch,C21_OD_Ih_t_s_FH_One_PFam,C21_OD_Ih_t_s_FH_oth_fa,C21_OD_Ih_t_s_FH_Tot,C21_OD_Ih_t_s_LP_H,C21_OD_Ih_t_s_GH,C21_OD_Ih_t_s_OH,C21_OD_Ih_t_s_Tot,C21_OD_H_f_so_FH_CF_no_ch,C21_OD_H_f_so_FH_CF_w_ch,C21_OD_H_f_so_FH_One_PFam,C21_OD_H_f_so_FH_oth_fa
LGA17200,1859,1124,24644,21347,8312,8222,62520,..,..,..,..,..,..,..,..,..,9,0,0,0,9,11,8,6,37,20194,5416,2427,1311,29350,26699,9833,10075,75956,7,0,0,0,4,4,0,8,12,3,0,0,0,3,32,0,604,642,69,37,11,10,124,154,93,95,465,81,37,14,10,134,185,98,700,1120,112,56,16,7,199,290,87,143,717,25391,9309,3973,1656,40327,31857,13245,12571,97995,595,722,180,33,1529,378,171,104,2188,1117,669,246,52,2082,1106,394,175,3755,3947,2772,1166,182,8075,3921,2359,703,15058,5067,3441,1413,230,10161,5029,2745,878,18809,606,189,107,28,932,1361,253,215,2759,2166,642,400,86,3297,4408,825,689,9222,9285,2614,1094,366,13354,13481,2878,1946,31667,11570,3129,1309,639,16644,14978,4269,2993,38890,25,13,8,0,44,25,3,4,82,23657,6585,2919,1111,34270,34259,8231,5857,82612,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,64,65,115,47,26,14
LGA17310,0,0,4,10,0,0,20,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,48,25,38,11,124,303,13,74,514,30,7,5,0,45,71,0,195,313,3,0,0,0,9,3,0,3,19,51,37,117,10,211,67,15,10,304,91,50,120,10,265,138,14,219,639,40,26,22,4,90,47,9,19,162,6123,5929,2810,236,15097,5971,677,1709,23462,6117,6034,2827,233,15211,4987,604,1235,22047,312,126,148,28,613,1120,78,216,2026,60,33,28,4,130,200,20,50,398,366,165,175,34,739,1323,95,271,2422,39,38,25,3,109,238,16,57,412,8,0,0,0,7,17,0,10,29,4,5,0,0,7,9,0,0,18,0,0,0,0,0,0,0,0,0,3,8,0,0,9,3,0,6,20,57,48,26,3,136,270,16,70,487,19,0,3,0,23,74,3,122,225,0,0,0,0,6,3,0,7,10,4,6,0,0
LGA17350,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,13,7,5,0,24,89,0,11,123,3,0,0,0,3,3,0,16,17,0,0,0,0,0,0,0,0,0,4,0,0,0,7,6,0,4,15,12,0,0,0,9,9,0,14,35,4,0,0,0,10,5,0,0,15,737,616,227,12,1591,706,45,116,2467,735,559,232,26,1558,613,26,105,2305,16,7,0,0,28,105,0,15,150,0,0,0,0,0,9,0,0,8,21,7,6,0,30,111,0,16,159,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,6,0,9,18,0,0,0,0,0,0,0,0,0,9,0,0,0
LGA17400,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,8,0,0,0,11,23,0,10,46,5,3,0,0,13,8,0,73,90,0,0,0,0,0,8,0,11,18,0,4,0,0,3,3,0,0,12,11,9,0,0,18,21,0,85,125,4,0,0,0,9,13,0,0,19,906,477,264,18,1677,943,68,364,3050,986,453,265,16,1724,927,80,283,3007,5,4,0,0,11,16,0,9,35,0,0,0,0,0,0,0,0,0,5,4,0,0,11,16,0,9,35,14,0,3,0,20,48,0,18,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,20,48,0,18,84,5,0,0,0,9,12,5,31,53,0,0,0,0,6,10,0,9,16,0,0,0,0
LGA17420,100,18,695,326,71,78,1170,..,..,..,..,..,..,..,..,..,7,0,3,0,17,5,0,0,22,721,639,287,47,1689,839,113,146,2781,16,4,6,0,21,21,0,7,53,0,3,0,0,6,3,0,0,9,7,6,0,0,16,4,0,0,26,20,17,6,0,42,27,5,7,87,25,50,13,0,93,37,0,3,136,11195,26053,4045,386,41682,5425,736,1216,49052,11408,28017,4063,284,43777,4236,530,832,49368,252,145,59,5,469,359,12,22,862,886,2151,520,31,3592,798,80,88,4557,1144,2299,587,41,4060,1156,95,113,5425,162,162,73,7,405,361,15,28,816,303,325,137,20,782,318,28,40,1171,881,627,241,34,1785,822,99,106,2815,330,242,93,20,684,280,56,67,1087,40,73,11,0,124,64,6,18,208,1714,1422,558,87,3783,1846,204,265,6094,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0
LGA17550,55,7,412,318,19,168,919,..,..,..,..,..,..,..,..,..,3,0,0,0,4,0,0,0,5,1020,307,518,38,1881,2084,217,568,4751,332,29,42,9,414,690,29,707,1836,4,3,4,0,17,23,8,224,267,13,9,4,0,32,13,0,10,50,350,46,51,5,457,724,35,939,2151,101,41,14,0,152,119,4,109,385,10408,8654,4270,314,23650,10106,1335,3409,38499,7816,7954,2962,229,18957,5070,807,1465,26302,1138,512,539,53,2245,1885,163,225,4515,725,502,480,29,1737,948,130,173,2994,1866,1017,1024,79,3986,2833,288,397,7507,378,136,237,24,778,1144,102,202,2225,430,145,172,9,754,740,88,152,1735,244,40,33,4,323,279,23,56,682,211,37,23,3,278,221,23,127,654,19,16,10,0,41,30,0,5,71,1285,368,482,44,2178,2424,233,546,5378,200,18,28,4,253,410,16,403,1077,0,0,0,0,0,6,0,197,198,13,11,5,0
LGA17620,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,36,18,14,0,67,160,12,24,271,15,0,0,0,15,44,4,33,93,0,0,0,0,0,0,0,5,9,8,0,0,0,8,0,0,3,7,18,0,0,0,18,47,4,41,114,18,18,6,0,38,10,0,5,52,1535,1481,505,34,3555,1465,138,475,5636,1609,1456,470,31,3562,1298,126,339,5324,63,43,35,4,144,198,20,39,395,3,0,0,0,7,20,0,8,33,70,43,37,4,146,216,15,44,424,11,0,0,0,12,21,4,7,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,14,21,4,7,42,12,0,3,0,19,34,0,8,59,3,0,0,0,3,0,0,5,8,3,0,0,0
LGA17640,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,4,0,0,0,7,4,0,9,23,3,3,0,0,13,9,0,3,21,3,5,0,0,11,3,0,0,8,10,11,4,0,28,14,0,10,52,5,10,0,0,16,9,0,4,28,975,788,229,32,2025,844,45,268,3179,1137,869,243,26,2272,826,38,324,3457,9,0,4,0,18,43,0,4,60,0,0,0,0,4,3,0,0,4,13,3,4,0,19,38,0,9,69,0,0,3,0,3,8,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,8,8,0,3,18,0,0,0,0,0,7,0,9,21,0,0,0,0,0,0,0,0,4,0,3,0,0
LGA17650,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,5,0,0,0,5,24,0,5,38,7,0,0,0,4,11,0,13,31,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,8,7,0,4,0,15,15,0,16,47,3,4,4,0,8,3,0,4,17,739,626,228,20,1617,615,52,154,2438,753,586,229,25,1599,528,54,143,2324,6,3,4,0,12,42,0,5,59,0,0,0,0,0,0,0,0,0,6,3,4,0,12,42,0,5,59,0,0,0,0,5,15,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,15,0,0,19,0,0,0,0,0,14,0,14,23,0,0,0,0,0,0,0,0,3,4,3,7,0
LGA17750,0,0,13,17,0,8,37,..,..,..,..,..,..,..,..,..,0,5,0,0,8,0,0,0,13,347,184,157,27,719,1344,130,205,2401,18,0,6,0,21,27,4,46,95,0,0,0,0,0,6,0,10,9,33,46,20,0,105,25,19,22,167,55,49,20,0,120,55,18,72,267,18,18,5,0,49,18,5,9,82,5979,6615,2723,251,15569,5881,945,1166,23561,5908,7005,2683,221,15811,4623,749,942,22125,205,74,55,3,339,579,39,123,1076,42,23,19,6,87,110,22,17,240,250,91,77,5,423,688,65,140,1322,285,173,157,23,638,1346,114,175,2273,19,0,0,0,20,89,3,10,120,11,0,0,0,12,30,0,6,53,0,0,0,0,3,0,0,0,3,3,3,0,0,10,13,0,0,29,305,184,165,23,680,1482,116,192,2472,3,5,0,0,15,14,4,41,73,0,0,0,0,0,0,0,11,15,12,8,0,0
LGA17850,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,6,0,0,0,6,4,0,0,0,4,19,0,0,24,3,0,0,0,4,3,0,6,18,0,0,0,0,4,0,0,4,8,4,0,0,0,4,0,0,0,3,6,5,0,0,12,6,0,17,32,3,3,0,4,12,5,0,0,22,397,312,96,9,814,354,23,145,1338,451,273,71,13,793,314,16,114,1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,5,0,0,3,3,0,3,0,4,33,0,4,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,33,0,4,47,3,0,0,0,3,7,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17900,0,0,0,13,0,5,17,..,..,..,..,..,..,..,..,..,4,0,0,0,4,0,0,0,5,16,0,8,4,28,84,8,32,150,3,5,0,0,6,21,0,154,191,30,16,5,0,60,82,9,99,253,0,0,0,0,0,6,0,5,7,43,18,5,0,65,106,13,259,450,20,14,11,3,52,33,0,47,139,550,419,338,43,1352,851,85,606,2890,362,273,171,23,834,380,44,504,1758,8,0,7,0,15,46,0,37,96,0,0,0,0,0,0,0,0,0,8,0,7,0,15,46,0,37,96,0,0,0,0,0,17,0,13,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,13,37,6,4,3,0,10,11,0,93,117,43,10,12,0,71,116,17,81,281,3,3,0,0
LGA17950,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,3,0,3,0,5,29,4,0,38,0,0,0,0,0,5,0,6,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,14,0,4,0,0,6,3,0,4,13,306,249,109,6,668,318,22,111,1121,265,230,83,11,592,254,20,84,949,4,0,5,0,9,35,3,0,51,0,0,0,0,4,0,0,0,4,3,0,8,0,11,35,3,0,49,0,0,0,0,0,11,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,17,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18020,0,0,0,8,0,3,9,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,12,5,6,0,17,55,3,10,89,8,6,0,0,14,12,0,49,79,0,0,0,0,0,0,0,5,5,7,0,0,0,3,8,0,0,20,16,5,0,0,20,19,0,60,104,17,10,3,0,38,18,0,11,63,1157,777,373,37,2342,1107,71,469,3990,1038,721,360,37,2153,1008,79,509,3743,3,3,4,0,11,29,0,10,52,0,0,0,0,0,0,0,4,7,3,3,4,0,10,32,0,12,57,5,4,6,0,17,47,0,11,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,6,0,18,50,0,11,74,6,0,0,0,6,8,0,43,54,0,0,0,0,0,3,0,5,4,0,0,3,0
LGA18050,252,49,2217,1826,567,823,5432,..,..,..,..,..,..,..,..,..,5,3,0,0,9,5,6,4,21,4607,2257,933,189,7984,5486,2289,2497,18253,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,15,15,93,50,34,0,172,136,38,28,366,91,50,34,0,175,139,38,41,385,28,31,7,0,72,46,10,11,141,6626,6724,1728,287,15369,6981,2814,3094,28260,1004,2348,369,42,3764,522,122,133,4537,439,913,199,14,1563,436,158,76,2234,579,1342,271,25,2213,469,130,86,2894,1021,2258,467,36,3775,902,288,162,5129,945,636,223,43,1850,1241,527,229,3839,2414,1077,495,72,4053,3051,1131,505,8737,1065,420,182,34,1698,1414,339,243,3697,768,275,130,19,1186,884,184,244,2501,3,16,3,3,28,7,0,4,38,5189,2417,1034,167,8820,6593,2175,1227,18814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,129,55,24,3
LGA18100,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,11,0,3,0,0,3,5,0,6,12,4,5,0,0,6,3,0,0,9,498,316,117,12,948,470,30,123,1572,488,308,121,23,937,442,28,98,1497,8,0,4,0,13,20,0,7,44,0,0,0,0,0,0,0,0,5,11,0,4,0,15,20,0,7,44,0,0,4,0,4,40,0,7,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,11,40,0,7,53,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18200,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,22,0,12,0,31,72,4,17,133,22,0,0,0,24,26,4,106,166,3,0,0,0,0,5,0,0,8,0,0,0,0,5,5,4,0,15,21,6,4,0,33,33,5,107,187,8,4,6,0,19,7,0,6,31,774,671,247,15,1709,658,54,368,2790,813,746,225,26,1813,501,33,295,2650,20,0,6,0,32,67,0,31,130,3,0,0,0,3,4,0,0,3,23,0,6,0,32,66,0,31,136,3,0,4,0,9,23,4,11,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,9,23,4,11,48,8,0,0,0,14,30,0,51,90,0,0,0,0,3,0,0,9,11,0,0,0,0
LGA18250,657,158,4475,2089,525,625,7714,..,..,..,..,..,..,..,..,..,0,0,0,0,6,8,0,0,11,3123,2943,1084,247,7398,3519,951,993,12866,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,7,21,9,12,0,35,24,6,7,79,21,9,7,0,38,27,6,17,85,8,16,0,0,28,28,9,8,67,6362,10225,2322,376,19289,5537,1330,1506,27665,2964,6362,1097,115,10534,1557,251,230,12565,206,349,85,9,647,191,20,19,875,301,558,132,10,1008,241,45,36,1323,517,909,210,24,1649,426,61,56,2203,393,318,118,32,859,595,99,91,1646,830,811,328,50,2027,1107,224,138,3495,778,800,327,34,1939,1034,174,143,3289,1295,1273,455,84,3105,1541,249,182,5079,13,24,3,0,36,13,7,4,66,3311,3216,1233,205,7966,4287,748,562,13571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,11,5,0
LGA18350,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,3,3,0,0,7,55,29,26,0,108,211,6,26,352,9,7,5,0,24,64,0,35,118,4,0,0,0,9,12,0,15,25,10,4,0,0,21,15,0,8,42,25,16,11,0,43,87,3,52,183,38,20,6,3,69,58,10,6,139,5941,4942,1742,118,12740,4641,384,1064,18828,6345,5418,1793,143,13701,4175,372,998,19253,254,49,51,4,358,560,23,38,983,117,25,28,4,173,156,9,17,364,370,71,77,11,536,719,32,58,1344,58,47,26,0,132,240,12,25,414,4,3,0,0,5,6,5,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,4,0,31,17,5,0,57,85,60,28,0,178,269,20,31,497,17,3,0,0,19,80,0,32,132,3,0,0,0,3,0,4,0,8,11,9,3,0
LGA18400,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,3,0,0,0,7,25,4,17,0,47,53,3,9,119,10,5,4,0,18,44,5,17,84,0,6,3,0,6,0,0,0,13,6,17,0,0,23,7,0,0,39,16,26,6,0,53,59,5,22,131,12,17,7,0,38,17,0,8,63,4084,6839,1527,105,12552,2311,235,712,15807,4561,7341,1724,109,13741,2416,233,631,17026,161,31,54,5,251,296,8,30,583,11,16,23,0,51,14,0,0,65,170,54,72,3,300,311,8,30,646,22,0,14,0,33,62,3,4,102,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,9,0,40,24,0,0,62,33,21,18,0,74,90,9,6,172,12,0,0,0,8,53,0,14,79,0,0,0,0,0,3,0,0,9,5,10,3,0
LGA18450,267,66,2007,1400,474,397,4284,..,..,..,..,..,..,..,..,..,9,7,10,0,17,25,5,5,56,2840,1333,1133,191,5500,5621,1337,1217,13670,38,20,25,8,97,153,9,189,455,0,0,0,0,0,4,0,134,137,39,58,44,4,147,79,21,21,269,77,79,69,12,245,234,32,347,862,121,59,34,4,219,226,25,30,497,18532,23449,8937,865,51779,18871,3308,3631,77586,14942,21421,6699,519,43588,9906,1694,1590,56782,808,479,501,49,1833,1953,148,220,4158,1299,1122,909,70,3395,2151,343,331,6218,2108,1595,1409,114,5232,4104,493,549,10376,1057,583,591,77,2307,3005,396,353,6066,618,248,263,32,1160,1509,349,267,3283,1239,359,261,57,1913,1533,378,229,4057,775,219,94,14,1107,746,224,94,2168,72,71,38,0,176,106,12,14,317,3760,1471,1238,193,6667,6902,1363,962,15889,60,12,13,10,91,150,9,51,302,0,0,0,0,0,0,0,6,12,63,56,27,6
LGA18500,279,81,2487,2394,495,892,6262,..,..,..,..,..,..,..,..,..,25,18,5,0,44,15,7,11,76,3364,1665,769,164,5966,4563,1101,1605,13243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,30,10,0,78,65,11,22,176,33,30,10,0,78,67,11,22,178,31,26,6,3,63,35,7,13,115,5830,5546,1543,277,13197,6284,1629,2290,23390,1319,2420,385,38,4172,626,95,161,5051,171,191,52,4,423,218,35,15,694,1202,1181,324,36,2746,874,301,123,4047,1372,1374,377,43,3166,1096,335,138,4741,483,353,187,20,1051,708,126,104,1990,1433,677,363,56,2525,1747,386,217,4881,1197,466,222,33,1917,1861,317,230,4327,395,135,77,17,627,756,69,95,1553,20,11,9,0,44,24,0,0,78,3532,1644,855,130,6172,5102,898,655,12822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,44,28,10,0
LGA18710,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,4,0,3,0,11,13,0,8,35,8,0,0,0,13,14,0,22,38,5,0,0,0,9,3,0,5,14,8,0,0,0,5,0,0,0,9,18,4,0,0,24,15,0,28,64,12,13,5,0,28,19,0,3,58,1747,2068,452,36,4303,1102,109,364,5881,1802,2192,502,35,4526,985,78,293,5894,34,20,20,0,72,110,3,15,200,5,3,4,0,10,4,0,0,20,41,27,18,0,83,117,3,19,219,8,0,5,0,15,58,3,14,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,5,5,0,18,58,4,14,98,5,0,0,0,8,4,0,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19399,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,3,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0,0,0,0,0,3,0,14,19,116,102,16,4,237,96,6,94,436,100,86,21,4,213,65,12,64,342,0,0,0,0,0,0,0,0,5,0,9,0,0,11,15,0,9,32,3,9,0,0,12,15,0,9,32,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,5,13,3,0,0,0,5,0,0,3,10,0,0,0,0,0,0,0,16,23,0,0,0,0,0,0,0,5,5,0,0,0,0
