LGA_CODE_2021,C16_850_949_Oth_lan_typ,C16_850_949_LLT_NS,C16_850_949_Tot,C16_950over_REA,C16_950over_ST_HA,C16_950over_Co_ho_pr,C16_950over_Pe_no_sa_ho,C16_950over_Oth_lan_typ,C16_950over_LLT_NS,C16_950over_Tot,C16_R_NS_REA,C16_R_NS_ST_HA,C16_R_NS_Co_ho_pr,C16_R_NS_Pe_no_sa_ho,C16_R_NS_Oth_lan_typ,C16_R_NS_Land_typ_ns,C16_Rent_not_statd_Tot,C16_Tot_REA,C16_Tot_ST_HA,C16_Tot_Co_ho_pr,C16_Tot_Pe_no_sa_ho,C16_Tot_Oth_lan_typ,C16_Tot_LLT_NS,C16_Tot_Tot,C21_1_74_REA,C21_1_74_ST_HA,C21_1_74_Co_ho_pr,C21_1_74_Per_no_sa_ho,C21_1_74_Oth_land_typ,C21_1_74_LLT_NS,C21_1_74_Tot,C21_75_99_REA,C21_75_99_ST_HA,C21_75_99_Co_ho_pr,C21_75_99_Pe_no_sa_ho,C21_75_99_Oth_lan_typ,C21_75_99_Lan_type_ns,C21_75_99_Tot,C21_100_149_REA,C21_100_149_ST_HA,C21_100_149_Co_ho_pr,C21_100_149_Pe_no_sa_ho,C21_100_149_Ot_lan_ty,C21_100_149_Lan_typ_ns,C21_100_149_Tot,C21_150_199_REA,C21_150_199_ST_HA,C21_150_199_Co_ho_pr,C21_150_199_Pe_no_sa_ho,C21_150_199_Ot_lan_ty,C21_150_199_Lan_ty_ns,C21_150_199_Tot,C21_200_224_REA,C21_200_224_ST_HA,C21_200_224_Co_ho_pr,C21_200_224_Pe_no_sa_ho,C21_200_224_Ot_lan_ty,C21_200_224_Lan_ty_ns,C21_200_224_Tot,C21_225_274_REA,C21_225_274_ST_HA,C21_225_274_Co_ho_pr,C21_225_274_Pe_no_sa_ho,C21_225_274_Ot_la_typ,C21_225_274_Lan_ty_ns,C21_225_274_Tot,C21_275_349_REA,C21_275_349_ST_HA,C21_275_349_Co_ho_pr,C21_275_349_Pe_no_sa_ho,C21_275_349_Ot_lan_ty,C21_275_349_Lan_ty_ns,C21_275_349_Tot,C21_350_449_REA,C21_350_449_ST_HA,C21_350_449_Co_ho_pr,C21_350_449_Pe_no_sa_ho,C21_350_449_Ot_lan_ty,C21_350_449_Lan_ty_ns,C21_350_449_Tot,C21_450_549_REA,C21_450_549_ST_HA,C21_450_549_Co_ho_pr,C21_450_549_Pe_no_sa_ho,C21_450_549_Oth_lan_typ,C21_450_549_Lan_ty_ns,C21_450_549_Tot,C21_550_649_REA,C21_550_649_ST_HA,C21_550_649_Co_ho_pr,C21_550_649_Pe_no_sa_ho,C21_550_649_Ot_lan_ty,C21_550_649_Lan_ty_ns,C21_550_649_Tot,C21_650_749_REA,C21_650_749_ST_HA,C21_650_749_Co_ho_pr,C21_650_749_Pe_no_sa_ho,C21_650_749_Oth_lan_typ,C21_650_749_LLT_NS,C21_650_749_Tot,C21_750_849_REA,C21_750_849_ST_HA,C21_750_849_Co_ho_pr,C21_750_849_Pe_no_sa_ho,C21_750_849_Oth_lan_typ,C21_750_849_LLT_NS,C21_750_849_Tot,C21_850_950_REA,C21_850_949_ST_HA,C21_850_949_Co_ho_pr,C21_850_949_Pe_no_sa_ho,C21_850_949_Oth_lan_typ,C21_850_949_LLT_NS,C21_850_949_Tot,C21_950over_REA,C21_950over_ST_HA,C21_950over_Co_ho_pr,C21_950over_Pe_no_sa_ho,C21_950over_Oth_lan_typ,C21_950over_LLT_NS,C21_950over_Tot,C21_R_NS_REA,C21_R_NS_ST_HA,C21_R_NS_Co_ho_pr,C21_R_NS_Pe_no_sa_ho,C21_R_NS_Oth_lan_typ,C21_R_NS_Land_typ_ns,C21_Rent_not_statd_Tot,C21_Tot_REA,C21_Tot_ST_HA,C21_Tot_Co_ho_pr,C21_Tot_Pe_no_sa_ho,C21_Tot_Oth_lan_typ,C21_Tot_LLT_NS,C21_Tot_Tot
LGA18020,0,0,0,0,0,0,3,0,0,4,4,5,3,13,25,6,53,253,88,28,311,107,18,803,0,4,0,6,13,0,25,0,4,0,11,5,0,28,12,14,15,48,23,0,111,47,25,6,70,17,4,161,47,7,5,54,9,0,118,77,9,0,43,9,0,130,35,0,0,23,4,0,64,0,0,0,7,7,0,10,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,29,52,0,93,214,64,24,305,135,5,752
LGA18050,3,0,790,1303,0,0,341,9,5,1657,177,20,11,105,14,16,345,8992,396,101,2223,113,60,11884,4,12,5,10,0,0,31,0,27,3,3,0,0,33,9,185,13,13,0,0,217,16,41,23,14,4,0,103,16,20,19,24,4,0,83,34,10,8,44,3,0,112,236,7,15,86,7,0,350,799,8,15,149,17,5,996,1314,7,9,265,30,4,1631,1945,0,0,296,21,4,2265,1983,0,0,275,15,0,2276,1373,0,0,227,6,5,1618,944,0,0,131,10,0,1088,1993,0,0,374,15,0,2387,191,26,9,124,21,38,411,10867,341,125,2029,166,63,13597
LGA18100,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,14,85,11,35,84,20,8,246,4,3,17,3,0,0,26,0,0,5,0,0,0,4,0,7,10,19,5,0,43,33,4,0,18,6,0,60,24,5,0,30,6,0,54,37,0,0,11,9,0,57,7,0,0,0,0,0,12,0,0,0,4,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,6,0,13,105,21,26,100,24,6,276
LGA18200,0,0,0,0,0,0,3,0,0,4,0,0,3,15,7,3,26,195,40,66,182,74,10,566,3,0,0,3,15,0,28,0,0,0,0,0,0,8,20,3,3,17,17,0,64,39,11,20,40,6,0,119,35,6,7,42,4,0,98,42,6,3,18,5,0,73,38,6,0,10,0,0,55,29,0,0,0,4,0,32,3,0,0,7,0,0,9,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,6,11,22,0,36,211,36,44,149,84,6,534
LGA18250,10,0,519,863,0,0,150,25,6,1045,150,23,8,101,27,12,322,7570,379,92,1369,166,36,9610,10,11,4,13,0,0,38,0,4,3,0,0,0,8,11,59,31,13,3,0,126,10,65,61,36,6,0,183,16,23,28,29,3,0,99,65,20,27,59,3,0,179,178,17,12,80,10,0,302,919,17,30,120,16,4,1110,2150,21,20,175,22,0,2383,1908,7,3,183,19,3,2118,1019,0,0,128,6,4,1156,719,0,0,99,15,4,833,464,0,0,65,0,0,536,1128,0,0,151,11,4,1294,151,20,5,121,28,22,345,8749,269,232,1280,149,40,10714
LGA18350,0,0,9,26,0,0,5,0,0,40,37,35,5,44,25,5,147,2025,369,112,722,108,17,3362,0,4,0,5,0,0,9,3,5,8,0,0,0,17,10,9,12,30,14,0,72,24,63,92,35,15,0,234,25,18,34,42,14,3,138,61,37,37,69,13,0,222,210,28,28,116,10,4,404,631,38,36,160,15,0,872,659,5,12,114,11,0,814,449,0,0,62,8,0,521,195,0,0,30,8,0,230,73,0,0,17,6,0,101,36,0,0,14,3,0,53,69,0,0,18,0,0,88,54,16,17,69,33,5,195,2505,226,268,787,154,21,3963
LGA18400,0,0,4,3,0,0,0,0,0,11,28,5,5,35,13,7,93,1395,142,48,460,111,16,2175,5,0,0,3,5,0,15,0,0,0,4,0,0,7,0,3,13,20,14,0,50,8,37,43,29,16,0,136,21,13,6,31,15,0,86,59,11,17,31,6,0,130,229,4,5,85,10,0,329,663,10,8,136,21,3,835,547,0,0,77,4,0,639,265,0,3,30,10,0,302,90,0,0,14,0,0,103,40,0,0,7,0,0,51,10,0,0,4,0,0,15,18,0,0,9,0,0,26,42,8,0,55,28,10,139,1993,86,100,525,128,19,2850
LGA18450,0,0,63,37,6,0,17,3,0,67,173,293,32,147,40,36,711,12399,5309,377,3455,403,164,22107,20,169,18,22,3,0,229,0,292,11,13,6,0,320,46,2069,91,99,55,14,2373,135,800,142,181,44,16,1312,208,368,58,212,29,3,874,629,391,80,312,38,6,1463,2110,238,58,539,57,14,3015,4524,372,45,850,72,14,5882,3939,119,15,618,46,9,4752,2199,27,3,280,25,4,2548,776,3,4,121,9,4,917,309,6,0,49,4,0,368,144,3,0,16,5,0,164,120,0,0,37,6,0,158,198,289,29,188,68,53,824,15359,5160,553,3544,454,135,25200
LGA18500,9,5,522,1369,0,0,363,21,3,1751,122,4,6,74,20,3,231,5979,65,33,1525,99,38,7730,8,3,0,3,4,0,16,0,0,0,0,0,0,4,5,40,9,19,3,0,66,17,11,11,19,3,0,54,9,0,4,18,0,0,37,55,0,4,36,4,0,100,213,0,7,76,13,0,304,535,0,4,92,7,0,647,843,0,5,120,6,0,972,1032,0,0,175,8,0,1219,902,0,5,141,6,0,1056,644,0,0,153,5,0,799,426,0,0,105,0,0,540,1771,0,0,371,16,0,2151,110,5,0,88,22,14,227,6570,60,35,1412,95,21,8202
LGA18710,0,0,0,0,0,0,7,0,0,4,5,6,4,15,14,3,50,392,73,31,339,76,8,922,0,0,0,7,6,0,9,0,0,4,0,0,0,6,0,5,28,13,6,0,43,4,15,11,19,7,0,58,11,4,4,17,0,0,45,20,11,3,23,6,0,60,85,15,13,67,6,0,191,157,3,6,76,9,0,246,78,0,0,45,3,0,127,36,0,0,20,4,0,56,23,0,0,8,0,0,37,7,0,0,3,0,0,9,3,0,0,3,0,0,6,4,0,0,5,0,0,8,12,0,0,32,21,8,77,444,61,65,335,58,11,972
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,18,0,7,0,25,39,0,76,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,4,0,0,8,0,0,0,3,7,0,11,0,0,0,5,3,0,7,0,0,0,3,6,0,11,0,0,0,5,4,0,7,0,0,0,8,5,0,17,0,0,0,3,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,11,0,24,0,14,0,45,44,0,105
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
