UCL_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
UCL115133,131,244,61,3,440,69,9,520,3,0,8,0,11,5,0,17,0,0,0,0,0,0,0,0,3,0,8,0,11,5,0,17,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,251,71,3,458,77,10,535
UCL115134,229,377,121,9,739,129,13,885,22,5,3,0,35,56,0,94,0,0,0,0,3,12,0,14,26,5,4,0,38,73,0,110,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,8,0,3,0,0,3,3,0,10,0,0,0,0,0,0,0,5,260,387,129,9,781,209,14,1008
UCL115135,329,156,79,4,572,266,14,850,3,0,0,0,3,19,0,23,0,0,0,0,0,0,0,0,3,0,0,0,3,19,0,23,7,3,6,0,14,18,0,36,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,0,14,19,0,39,4,0,0,0,6,5,0,10,4,0,3,0,11,13,0,25,0,0,0,0,0,0,0,0,9,5,0,0,10,7,0,20,17,4,4,0,30,28,0,55,0,0,0,0,0,0,0,0,362,167,88,4,618,335,22,970
UCL115136,122,73,24,3,224,88,7,321,3,0,0,0,4,3,0,9,0,0,0,0,0,0,0,3,3,0,0,0,9,4,0,15,5,0,0,0,5,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,10,0,14,8,0,3,0,6,3,0,12,10,3,0,0,17,21,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,4,0,26,26,0,48,0,0,0,0,0,0,0,0,155,75,28,3,259,125,11,397
UCL115137,156,134,54,8,354,160,13,523,3,0,0,0,4,9,0,12,0,0,0,0,0,0,0,0,3,0,0,0,4,14,0,15,4,0,0,0,7,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,8,0,11,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,3,0,0,0,3,0,0,5,164,139,61,8,371,184,8,561
UCL115138,443,136,83,4,666,278,24,968,4,0,0,0,6,10,0,15,3,0,0,0,3,8,0,9,7,0,0,0,5,20,0,28,6,0,0,0,8,24,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,26,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,458,138,82,4,683,326,29,1029
UCL115139,260,218,110,10,605,269,19,896,0,0,0,0,3,4,0,13,0,0,0,0,0,0,0,0,3,0,0,0,3,11,0,12,3,0,3,0,8,22,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,22,0,29,0,0,0,0,0,3,0,4,0,0,0,0,3,10,0,10,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,6,5,0,0,0,5,12,0,19,0,0,0,0,4,0,0,5,272,223,116,10,622,315,27,959
UCL115140,333,150,130,6,624,250,31,911,7,3,9,0,25,48,0,72,5,0,0,0,10,14,0,27,18,3,12,0,30,63,0,99,9,0,3,3,22,55,0,76,3,0,0,0,3,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,3,24,61,0,85,3,3,0,0,5,26,0,34,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,29,4,42,3,0,0,0,4,3,0,10,375,164,143,6,696,406,40,1141
UCL115141,200,114,38,3,357,157,21,529,3,3,0,0,10,7,0,19,0,0,6,0,3,4,0,10,7,3,3,0,15,11,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,208,118,41,3,370,172,23,569
UCL115142,405,231,76,5,709,271,34,1011,4,3,3,0,14,18,0,35,15,3,3,0,19,23,4,38,18,3,3,3,32,40,4,74,14,0,8,0,29,33,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,0,29,33,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,437,238,92,7,769,348,35,1152
UCL115143,164,107,62,0,340,187,13,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,17,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,17,0,17,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,5,0,9,0,3,0,0,9,0,0,10,176,109,61,5,353,216,14,588
UCL115144,91,89,112,15,309,103,14,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,10,27,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,10,27,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,4,23,6,0,30,103,101,122,14,342,141,16,490
UCL115145,81,132,35,5,254,37,3,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,40,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,40,0,44,3,0,0,3,4,22,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,22,0,27,0,0,0,0,0,4,0,8,94,135,40,4,271,97,0,372
UCL115146,128,157,65,3,352,117,9,476,3,0,0,0,3,16,0,17,0,0,0,0,0,4,0,4,7,0,0,0,3,15,0,22,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,20,0,134,39,8,183,57,57,20,0,138,39,8,184,0,0,0,0,0,3,0,3,190,214,90,8,501,179,15,690
UCL115147,144,91,50,5,300,140,14,450,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,3,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,9,0,0,0,0,0,0,0,3,150,96,50,5,304,160,14,477
UCL115148,155,97,79,3,341,175,19,535,0,0,3,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,6,8,0,3,0,10,28,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,10,28,3,39,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,3,0,3,166,102,86,3,353,217,16,591
UCL115149,127,142,77,4,344,136,13,495,0,3,5,0,9,44,0,57,0,0,0,0,0,0,0,0,0,3,5,0,9,44,0,57,4,3,0,0,9,14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,14,0,18,0,0,0,0,0,13,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,12,0,0,0,0,0,3,0,3,132,144,87,4,367,204,15,589
UCL115150,337,301,273,20,926,487,43,1449,10,6,13,3,19,59,5,81,0,0,0,0,0,0,0,0,10,6,13,3,19,59,5,81,7,0,3,0,13,21,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,13,21,0,39,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,32,27,19,5,80,49,6,137,38,27,19,5,84,57,6,140,0,6,0,0,4,0,0,10,388,338,296,21,1049,619,57,1720
UCL115151,145,67,55,0,270,136,12,421,0,0,0,0,3,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,12,17,0,3,0,18,41,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,18,41,0,67,3,0,0,0,4,3,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,7,4,0,11,5,0,0,0,3,0,0,7,169,73,61,0,309,194,13,514
UCL115152,148,100,77,13,341,193,15,554,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,11,4,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,155,106,77,13,345,220,19,578
UCL115153,319,222,106,9,655,298,15,964,4,0,0,0,4,6,0,9,0,0,0,0,0,0,0,0,4,0,0,0,4,6,0,9,0,3,3,0,5,40,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,40,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,0,6,4,5,3,0,10,16,0,26,325,228,112,9,674,364,15,1048
UCL115154,161,281,75,6,515,78,11,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,38,3,0,0,0,3,3,0,6,162,284,75,6,523,112,14,652
UCL115155,82,243,28,4,357,39,0,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,245,28,4,361,39,0,396
UCL115156,430,385,274,13,1097,436,51,1582,10,4,5,0,25,65,0,94,0,3,0,0,5,4,0,8,16,8,9,0,25,72,0,99,7,6,3,0,17,38,6,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,0,17,38,6,52,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,4,0,0,3,7,0,4,0,9,5,0,14,0,3,0,0,3,3,0,7,456,392,285,16,1148,553,53,1759
UCL115157,200,236,75,0,516,122,11,641,15,9,17,3,47,26,0,70,0,0,0,0,0,0,0,0,15,9,20,3,47,31,0,70,20,8,21,0,42,40,4,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,21,0,42,40,4,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,254,114,3,603,190,8,805
UCL115158,439,364,181,11,994,278,44,1316,45,25,16,3,88,97,4,189,25,22,17,0,62,58,8,130,70,43,35,3,149,153,15,315,0,0,4,0,9,30,0,34,4,16,0,0,20,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,8,0,28,36,3,64,16,0,0,0,16,13,0,25,25,0,3,0,31,60,3,96,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,35,0,3,0,45,78,3,123,4,0,0,0,8,12,3,23,556,432,225,17,1223,554,65,1843
UCL115159,120,196,60,0,379,85,7,474,3,0,3,0,5,10,0,16,0,0,0,0,0,0,0,0,3,0,3,0,5,10,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,128,197,63,0,390,99,12,501
UCL115160,105,127,32,0,259,44,0,306,18,0,6,0,26,18,0,39,3,0,0,0,3,0,0,6,18,0,6,0,25,20,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,4,0,37,60,4,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,4,0,37,60,4,98,0,0,0,0,0,0,0,0,156,130,34,4,332,120,7,456
UCL115161,99,115,37,4,256,77,8,346,3,0,0,0,5,3,0,5,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,5,4,0,0,0,3,25,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,25,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,105,113,41,8,265,105,8,383
UCL121001,89,87,26,0,207,98,0,309,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,15,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,15,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,3,92,95,27,3,220,113,0,333
UCL121002,70,48,36,3,155,80,11,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,73,50,36,3,159,95,11,267
UCL121003,92,60,19,3,177,76,3,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,11,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,11,0,20,0,0,0,0,0,0,0,0,99,60,24,3,189,82,3,275
UCL121004,67,64,28,0,161,49,7,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,67,64,32,0,164,49,7,217
UCL121005,47,73,21,4,147,18,7,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,73,21,4,147,19,7,164
UCL121006,75,52,21,3,154,48,3,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,10,9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,11,10,0,20,0,0,0,0,0,0,0,0,87,56,21,3,167,64,4,227
UCL121007,92,100,31,0,220,96,7,324,3,3,3,0,8,12,0,15,3,0,4,0,10,16,3,21,8,3,7,0,16,21,3,39,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,109,36,0,239,127,11,372
UCL121008,107,60,30,0,204,141,8,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,111,64,27,3,203,170,8,381
UCL121009,30,40,37,5,120,35,4,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,40,37,5,119,40,9,164
UCL121010,77,62,55,3,199,84,14,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,16,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,0,7,0,0,0,0,3,0,0,3,84,58,58,3,202,109,15,320
UCL121011,66,60,86,10,218,116,11,342,0,0,0,0,5,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,66,63,86,14,224,123,11,363
UCL121012,95,130,11,0,241,28,3,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,130,11,0,248,28,3,275
UCL121013,48,36,61,13,157,67,10,240,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3,0,0,5,3,0,0,0,8,5,0,14,5,0,3,0,12,12,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,13,18,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,56,40,64,14,184,91,12,281
UCL121014,74,78,26,3,179,45,4,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,14,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,16,0,12,79,82,33,3,189,70,4,269
UCL121015,50,57,22,0,131,44,9,180,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,4,0,0,8,0,0,0,0,0,0,0,0,50,57,24,0,136,46,6,192
