UCL_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
UCL121055,0,7,12,11,16,6,7,4,0,53,0,0,0,6,14,12,0,0,0,40,0,3,3,8,14,3,0,0,0,39,0,0,3,6,13,4,0,0,0,32,0,0,0,13,19,8,0,0,0,46,0,0,0,4,8,6,0,0,0,22,7,3,4,3,3,14,3,0,0,41,86,45,51,100,141,107,45,15,4,604
UCL121056,0,0,9,13,12,17,9,0,0,57,0,0,7,5,4,12,3,0,0,23,0,0,9,8,7,3,7,0,0,27,0,0,3,4,6,3,3,0,0,15,0,0,0,6,3,0,0,0,0,16,0,0,0,0,3,6,0,0,0,7,7,5,6,11,4,7,13,5,0,69,25,21,63,92,90,108,101,30,10,536
UCL121057,0,0,10,11,4,8,4,3,0,51,0,0,4,11,4,3,0,0,0,27,0,0,9,3,4,9,0,0,0,19,0,0,0,4,4,4,0,0,0,13,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,6,7,11,3,5,19,7,3,64,65,51,73,90,118,111,111,47,8,681
UCL121058,0,6,5,14,19,15,0,0,0,54,0,0,6,8,15,10,3,0,0,43,0,0,3,5,7,7,0,0,0,23,0,0,0,3,11,0,0,0,0,13,0,0,3,3,6,8,0,0,0,22,0,0,0,0,4,3,0,0,0,7,3,3,0,0,3,9,0,0,0,18,64,46,76,93,106,123,32,4,3,541
UCL121059,0,0,13,28,21,27,9,0,0,107,0,3,10,14,20,15,3,0,0,64,0,0,3,15,16,9,3,0,0,56,0,0,6,16,17,10,0,0,0,47,0,0,12,15,19,13,3,0,0,64,0,0,0,6,6,4,0,0,0,22,20,3,6,21,21,19,23,8,0,115,122,64,100,200,248,239,207,71,11,1256
UCL121060,0,3,4,3,8,4,10,0,0,34,0,0,3,5,3,0,0,0,0,11,0,0,0,5,5,9,0,0,3,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,7,0,0,0,10,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,7,6,0,0,17,35,16,61,55,79,100,72,26,16,456
UCL121061,0,4,10,16,24,20,6,0,0,78,0,0,7,14,11,8,0,0,0,45,0,0,5,10,9,13,0,0,0,44,0,0,3,8,6,12,0,0,0,35,0,0,5,13,13,12,3,0,0,51,0,0,3,4,4,0,0,0,0,10,3,0,16,14,10,19,16,4,0,79,66,31,75,119,143,163,111,33,6,751
UCL121062,0,9,16,15,19,11,8,0,0,73,0,0,5,13,8,8,3,0,0,47,0,0,4,14,15,11,3,0,0,46,0,0,8,14,15,16,8,0,0,53,0,0,5,15,14,13,0,0,0,52,0,0,0,8,12,4,3,0,0,22,6,3,4,12,11,16,11,3,3,68,69,46,83,132,156,142,103,32,10,777
UCL121063,0,0,0,4,10,8,0,0,0,34,0,0,5,0,7,9,0,0,0,23,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,3,3,3,0,0,0,7,5,0,0,4,7,3,3,9,0,27,25,23,34,54,121,117,87,56,15,530
UCL121064,0,0,3,3,4,12,4,5,0,38,0,0,10,3,6,4,0,3,0,29,0,0,3,7,3,3,3,0,0,17,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,3,8,4,5,8,5,21,9,18,3,77,60,24,55,48,91,158,177,94,15,727
UCL121065,0,8,4,11,9,18,4,0,0,60,0,0,3,3,6,3,0,3,0,18,0,0,3,0,5,0,3,0,0,13,0,0,0,10,0,6,4,0,0,18,0,0,0,0,6,3,3,0,0,16,0,0,0,0,0,0,0,0,4,5,11,3,8,3,3,9,5,13,9,73,41,39,64,62,101,125,120,88,53,687
UCL121066,0,0,16,17,19,27,15,3,0,105,0,0,8,17,12,10,6,6,0,66,0,0,5,5,8,17,7,0,0,42,0,0,4,6,7,10,0,0,0,27,0,0,3,11,10,12,8,0,0,33,0,0,0,0,3,4,0,3,0,16,10,0,11,11,8,29,29,17,4,112,78,31,137,147,172,334,270,102,15,1285
UCL121067,0,3,5,10,9,3,0,0,0,33,0,0,0,6,9,11,0,0,0,25,0,0,3,3,7,4,0,0,0,11,0,0,3,3,5,5,0,0,0,16,0,0,3,4,25,13,0,0,0,42,0,0,0,19,23,3,0,0,0,43,0,0,0,0,0,3,0,0,4,12,51,30,30,76,100,64,12,5,3,383
UCL121068,0,0,5,12,6,3,0,0,0,28,0,0,3,5,9,8,3,0,0,27,0,0,9,4,15,9,5,0,0,33,0,0,0,6,11,13,0,0,0,24,0,0,0,6,18,4,0,0,0,34,0,0,0,3,11,3,0,0,0,24,0,0,0,0,4,3,3,0,0,13,23,18,46,60,112,85,54,15,0,419
UCL121069,0,7,7,3,3,6,0,0,0,31,0,3,3,5,6,0,0,0,0,17,0,0,8,4,5,3,0,0,0,18,0,0,3,6,7,3,0,0,0,22,0,0,3,4,6,0,0,0,0,21,0,0,0,0,3,0,0,0,0,3,9,0,0,9,0,4,14,3,0,35,32,51,70,82,80,80,67,43,9,518
UCL121070,0,0,12,9,3,11,4,0,0,40,0,0,0,6,10,9,4,0,0,25,0,0,0,0,3,3,3,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,5,12,5,26,15,0,61,23,22,40,64,84,120,120,68,17,555
UCL121071,0,0,13,11,16,10,0,0,0,46,0,0,0,3,9,8,3,0,0,18,0,0,3,0,3,3,0,0,0,17,0,0,0,3,0,4,4,0,0,8,0,0,0,7,8,3,0,0,0,18,0,0,0,0,3,3,0,0,0,10,3,0,3,4,3,10,3,4,0,37,24,40,63,71,86,106,85,30,6,525
UCL121072,0,0,4,0,9,3,3,3,0,28,0,3,3,0,7,3,0,0,0,16,0,0,4,0,4,0,0,0,0,16,0,0,3,3,3,5,0,0,0,20,0,0,5,5,3,3,0,0,0,21,0,0,3,0,4,5,5,0,0,17,4,4,0,0,9,3,7,22,31,86,32,26,44,32,73,56,102,129,75,566
UCL121073,0,0,6,10,10,14,5,5,0,53,0,0,7,6,0,6,0,0,0,23,0,0,5,4,0,0,0,0,0,12,0,0,0,3,4,3,0,0,0,14,0,0,6,12,7,4,0,0,0,35,0,0,0,0,3,0,0,0,0,4,15,6,4,16,14,8,9,19,8,97,60,34,103,110,104,128,115,88,45,790
UCL121074,0,0,19,8,11,3,0,0,0,41,0,0,5,7,3,5,0,0,0,24,0,0,5,7,6,0,0,0,0,19,0,0,0,9,5,0,0,0,0,13,0,0,4,9,8,0,0,0,0,21,0,0,0,4,0,0,0,0,0,6,6,0,16,9,10,18,9,5,0,75,53,34,113,86,99,103,53,33,5,579
UCL121075,0,0,12,10,3,5,5,3,0,41,0,0,3,3,14,5,0,0,0,27,0,0,13,6,6,4,3,0,0,31,0,0,4,3,7,3,0,0,0,17,0,0,10,11,12,3,3,0,0,33,0,0,0,5,8,0,0,0,0,15,8,3,7,10,5,15,10,8,0,62,41,28,84,82,111,89,69,36,3,550
UCL121076,0,3,9,10,21,5,0,0,0,54,0,0,11,4,6,7,0,0,0,27,0,0,3,3,6,3,0,0,0,21,0,0,6,13,12,4,0,0,0,30,0,0,8,10,11,0,0,0,0,27,0,0,0,0,3,0,0,0,0,3,3,0,6,0,3,0,3,3,0,20,71,60,85,78,122,66,57,10,9,559
UCL121077,0,0,3,16,7,6,4,0,0,35,0,0,0,4,3,4,0,0,0,11,0,0,0,4,6,6,0,0,0,15,0,0,0,6,9,0,0,0,0,13,0,0,0,0,4,3,0,0,0,10,0,0,0,0,4,0,0,0,0,6,7,0,3,0,4,11,7,6,0,41,57,12,33,69,72,84,71,22,11,431
UCL121078,0,3,7,10,12,11,7,0,0,54,0,0,15,12,6,8,0,0,0,42,0,3,5,17,5,5,0,0,0,39,0,0,3,6,7,6,0,0,0,23,0,0,3,11,6,3,0,0,0,27,0,0,5,0,4,0,0,0,0,11,6,3,3,3,12,9,7,6,3,50,49,37,83,117,121,104,83,43,10,652
UCL121079,0,0,8,5,17,5,3,0,0,30,0,0,0,7,3,3,4,0,0,17,0,0,0,14,14,6,0,0,0,31,0,0,0,4,5,0,0,0,0,13,0,0,3,8,5,0,0,0,0,15,0,0,0,3,3,0,0,0,0,11,4,3,4,3,7,0,3,0,0,20,30,25,46,74,81,76,50,9,6,400
UCL121080,0,0,12,8,19,23,4,4,0,74,0,3,3,8,8,9,3,0,0,32,0,0,5,0,6,13,3,0,0,24,0,0,3,0,7,5,0,0,0,24,0,0,4,10,10,7,0,0,0,31,0,0,0,3,5,3,0,0,0,13,7,3,4,3,11,20,11,9,0,65,51,36,82,93,129,230,127,72,9,826
UCL121081,0,0,12,14,13,12,4,3,0,62,0,0,7,10,9,10,3,0,0,34,0,0,3,7,7,6,4,0,0,31,0,0,5,8,7,10,0,0,0,28,0,0,0,7,13,5,3,0,0,23,0,0,0,0,0,0,3,0,3,3,5,3,20,14,25,17,9,11,7,96,56,37,107,121,155,143,112,54,16,811
UCL121082,0,5,8,15,4,3,3,0,0,41,0,3,10,7,8,9,3,0,0,41,0,0,7,6,17,11,0,0,0,43,0,0,3,11,11,3,0,0,0,31,0,0,0,20,7,10,0,0,0,38,0,0,0,7,7,11,0,0,0,27,0,0,3,6,3,3,3,0,0,25,44,29,83,126,91,90,69,19,6,556
UCL121083,0,0,16,21,16,17,5,0,0,76,0,0,6,11,9,7,6,0,0,43,0,0,8,11,16,9,3,0,0,48,0,0,5,9,3,6,0,0,0,27,0,0,11,24,13,9,0,3,0,60,0,0,0,12,12,10,0,0,0,41,4,0,3,5,5,3,10,4,0,31,35,16,87,161,104,141,127,32,9,708
UCL121084,0,0,3,9,12,6,0,4,0,27,0,0,0,3,6,4,0,0,0,17,0,0,3,4,6,9,3,0,0,20,0,0,0,3,3,3,3,0,0,13,0,0,3,5,9,0,3,0,0,17,0,0,0,3,0,0,0,0,0,10,7,0,12,14,13,10,20,12,15,110,50,35,66,100,112,121,148,73,39,743
UCL121085,0,3,7,3,8,3,3,3,0,31,0,0,0,3,4,9,0,0,0,18,0,0,0,3,4,0,0,0,0,9,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,4,5,6,6,3,35,48,24,46,69,85,78,95,38,12,494
UCL121086,0,3,8,10,8,3,3,0,0,36,0,5,9,13,3,0,5,0,0,30,0,3,0,8,11,0,0,0,0,22,0,0,3,6,3,3,0,0,0,11,0,0,0,0,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,3,10,3,6,9,3,0,0,35,45,41,76,71,94,59,42,17,7,454
UCL121087,0,3,10,9,14,12,6,6,0,62,0,0,6,5,21,6,3,0,0,44,0,0,9,11,5,6,0,0,0,37,0,0,3,3,8,10,0,0,0,26,0,0,6,6,18,16,6,0,0,53,0,0,3,4,4,8,0,0,0,15,3,3,14,9,6,13,0,0,3,44,41,42,105,84,135,150,105,37,15,712
UCL121088,0,6,11,11,7,10,0,0,0,36,0,0,10,6,3,6,0,0,0,27,0,0,7,6,4,6,0,0,0,25,0,0,4,3,6,0,0,0,0,13,0,0,14,11,11,0,0,0,0,30,0,0,0,6,3,0,0,0,0,7,6,3,5,4,5,7,3,0,0,30,32,27,106,80,74,77,33,11,0,439
UCL121089,0,4,4,7,16,16,5,0,0,54,0,0,7,8,13,8,0,0,0,35,0,0,0,7,15,3,0,0,0,22,0,0,0,7,9,3,0,0,0,21,0,0,3,12,12,3,0,0,0,35,0,0,0,4,3,0,0,0,0,9,5,0,5,3,11,9,4,4,0,47,73,46,71,120,158,131,89,30,12,718
UCL121090,0,0,5,7,15,16,3,0,0,43,0,0,3,3,7,6,4,0,0,21,0,0,4,7,8,6,0,0,0,21,0,0,0,8,13,5,0,0,0,17,0,0,3,3,7,3,0,0,0,13,0,0,0,0,7,3,3,0,0,13,4,3,3,4,4,7,3,0,0,37,36,31,53,66,127,121,74,26,11,545
UCL121091,0,3,19,20,22,14,0,0,0,91,0,6,14,11,15,6,5,0,0,59,0,0,11,17,18,3,0,0,0,52,0,0,6,8,7,3,0,0,0,28,0,0,3,7,12,4,0,0,0,28,0,0,4,0,0,0,0,0,0,4,8,0,5,22,10,14,9,3,0,68,70,66,139,160,151,106,81,29,10,809
UCL121092,0,3,4,14,13,3,4,0,0,45,0,0,6,13,4,4,0,0,0,22,0,0,4,13,6,3,0,0,0,35,0,0,4,12,0,0,0,0,0,23,0,0,4,12,6,3,0,0,0,26,0,0,0,3,3,0,0,0,0,9,3,4,9,11,13,8,8,7,0,62,55,58,103,144,112,91,72,21,16,688
UCL121093,0,3,3,6,3,14,3,0,3,39,0,0,7,0,6,0,0,0,0,17,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,3,0,0,0,7,0,0,0,3,0,0,0,0,0,8,6,3,0,15,12,10,26,15,4,86,46,37,42,80,95,113,94,72,21,599
UCL121094,0,0,3,7,4,8,4,0,0,33,0,3,3,3,8,10,3,0,0,26,0,0,3,3,5,10,0,3,0,18,0,0,0,7,16,7,0,0,0,27,0,0,3,11,17,6,5,0,0,42,0,0,5,4,9,13,4,0,0,36,9,3,4,4,6,6,4,4,3,41,31,29,45,55,95,92,61,35,15,454
UCL121095,0,0,9,6,3,8,10,0,0,34,0,3,7,8,6,3,0,0,0,20,0,0,0,0,10,6,0,0,0,14,0,0,4,9,3,4,0,0,0,16,0,0,4,4,0,5,0,0,0,15,0,0,3,0,0,0,0,0,0,3,5,0,0,3,6,3,7,3,0,30,27,12,44,47,70,78,97,38,8,425
UCL121096,0,0,0,12,12,11,3,0,0,40,0,3,3,4,5,7,3,0,0,26,0,0,0,9,9,6,0,0,0,20,0,0,0,3,10,3,0,0,0,16,0,0,0,0,17,4,0,0,0,19,0,0,0,0,3,0,0,0,0,3,5,3,0,8,12,4,0,3,0,32,38,22,42,61,133,118,72,21,6,522
UCL121097,0,0,6,11,9,22,6,0,0,47,0,0,7,7,19,21,6,3,0,54,0,0,0,13,13,10,4,0,0,42,0,0,0,10,8,11,3,0,0,33,0,0,0,6,11,9,0,0,0,27,0,0,0,3,6,13,3,0,0,28,9,3,3,4,9,10,16,0,0,55,57,19,47,80,143,171,134,38,13,689
UCL121098,0,0,9,5,9,4,0,0,0,32,0,0,3,0,3,3,4,3,0,21,0,0,8,3,0,3,0,0,0,16,0,0,0,3,3,0,0,0,0,8,0,0,0,3,9,3,0,0,0,23,0,0,3,0,0,0,0,0,0,6,3,3,9,0,5,11,24,13,3,58,21,18,75,58,77,95,111,58,19,524
UCL121099,0,0,10,9,20,19,6,0,0,68,0,0,7,7,9,15,7,0,0,46,0,0,10,9,7,8,3,0,0,43,0,0,3,11,11,5,3,0,0,34,0,0,9,5,14,11,7,0,0,45,0,0,0,3,0,0,0,0,0,3,0,0,3,5,0,18,17,4,3,46,43,24,106,105,112,177,152,46,21,769
UCL121100,0,0,11,10,20,9,6,0,0,61,0,0,9,13,10,7,5,0,0,51,0,0,5,8,8,3,0,0,0,31,0,0,4,9,4,3,0,0,0,29,0,0,0,11,16,6,0,0,0,35,0,0,0,3,6,3,0,0,0,9,11,4,10,12,8,22,19,11,4,103,76,59,95,157,180,147,141,55,18,926
UCL121101,0,4,3,11,11,13,3,4,3,54,0,0,12,5,9,4,5,0,0,38,0,0,6,4,4,8,3,0,0,24,0,0,3,3,8,4,0,0,0,22,0,0,3,3,10,3,0,4,0,17,0,0,0,0,0,3,0,0,0,3,11,0,3,6,8,8,16,9,4,59,34,36,67,101,104,176,154,57,13,748
UCL121102,0,0,10,10,13,16,3,3,0,58,0,0,4,7,7,11,0,0,0,26,0,0,4,3,4,4,0,0,0,17,0,0,3,8,0,3,0,0,0,12,0,0,3,9,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,14,4,9,7,15,10,9,12,3,83,51,33,92,92,121,140,123,76,28,757
UCL121103,0,0,4,3,9,5,3,0,0,34,0,0,8,3,3,4,0,3,0,21,0,0,4,3,7,4,0,0,0,11,0,0,0,4,4,0,0,0,0,8,0,0,0,10,0,3,0,0,0,19,0,0,0,0,0,3,3,0,3,12,0,3,3,3,3,6,11,4,7,41,34,34,47,83,104,97,75,60,32,570
UCL121104,0,3,5,3,8,7,8,0,0,27,0,0,3,5,0,4,3,0,0,17,0,0,0,0,5,0,0,0,0,3,0,0,0,3,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,8,0,3,11,15,8,3,57,29,30,73,54,83,150,110,46,24,595
UCL121105,0,0,3,3,6,6,12,0,0,45,0,0,8,3,5,10,7,0,0,32,0,0,4,3,6,8,3,0,0,30,0,0,3,6,4,0,3,0,0,18,0,0,3,8,4,3,7,0,0,22,0,0,3,3,5,8,0,0,0,19,3,0,3,3,3,0,10,0,0,26,34,16,54,63,74,123,192,39,8,609
UCL121106,0,3,13,4,14,7,3,3,0,48,0,3,9,9,9,5,0,3,0,36,0,0,3,6,6,4,0,0,0,19,0,0,3,0,5,3,0,0,0,20,0,0,4,9,4,8,0,0,0,17,0,0,0,0,0,3,0,0,0,4,13,0,9,8,11,20,14,28,23,112,54,36,91,75,110,143,109,80,36,726
UCL121107,0,0,6,4,11,9,3,0,0,34,0,0,4,5,11,5,0,0,0,30,0,0,4,0,8,5,0,0,0,14,0,0,0,0,14,0,0,0,0,13,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,4,5,3,7,9,11,9,9,0,61,52,35,70,71,114,145,92,31,4,612
UCL121108,0,0,3,3,3,11,7,0,0,36,0,0,0,8,4,3,0,0,0,18,0,0,0,6,3,4,3,0,0,17,0,0,0,6,3,3,0,0,0,11,0,0,0,8,8,10,0,0,0,24,0,0,0,9,7,10,3,0,0,29,5,0,4,8,8,10,5,5,0,42,25,12,30,79,69,83,72,24,8,401
UCL121109,0,3,11,14,14,7,0,4,0,49,0,3,3,3,8,3,0,0,0,23,0,0,3,3,0,3,0,0,0,7,0,0,0,0,0,3,0,0,0,8,0,0,0,10,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,12,0,7,7,5,5,5,8,9,57,44,48,87,101,94,119,114,68,22,708
UCL121110,0,3,5,8,5,15,7,0,3,46,0,0,4,0,3,4,6,0,0,25,0,0,3,0,7,0,0,0,0,15,0,0,3,4,0,0,0,0,0,14,0,0,3,3,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,4,4,7,7,3,15,20,13,20,13,96,50,39,69,70,77,104,139,68,42,658
UCL121111,0,0,19,13,12,4,6,0,0,53,0,0,8,23,4,3,3,0,0,39,0,3,3,8,5,6,3,0,0,29,0,3,4,3,4,7,0,0,0,21,0,0,0,8,3,0,0,0,0,12,0,0,0,0,8,0,0,0,0,8,3,3,10,9,16,12,6,4,5,67,36,51,104,97,103,106,69,15,5,587
UCL121112,0,0,12,3,9,4,0,0,0,27,0,0,6,6,3,0,0,0,0,16,0,0,0,5,8,0,0,0,0,15,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,3,6,0,0,9,9,3,7,9,3,43,70,15,50,67,56,71,49,42,16,445
UCL121113,0,5,3,11,14,7,4,0,0,42,0,0,3,13,7,5,3,0,0,36,0,0,9,4,9,7,3,0,0,41,0,0,3,9,4,7,0,0,0,21,0,0,3,6,9,6,0,0,0,25,0,0,0,3,0,0,0,0,0,6,7,0,3,3,3,3,3,0,0,16,37,18,60,81,102,126,73,17,4,515
UCL121114,0,0,3,4,7,7,3,3,0,36,0,0,0,0,0,8,8,0,0,14,0,0,0,0,6,8,4,0,0,17,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,4,4,0,9,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,13,12,13,3,46,16,7,27,33,62,155,163,66,11,547
UCL121115,0,3,7,10,21,16,9,0,0,67,0,4,3,14,15,8,3,0,0,43,0,0,3,12,16,10,0,0,0,38,0,0,4,13,6,6,0,0,0,32,0,0,4,27,23,16,0,0,0,62,0,0,0,4,7,3,0,0,0,17,13,7,3,4,7,4,6,5,0,48,92,58,63,147,178,117,60,16,7,730
UCL121116,0,3,6,10,15,8,0,3,0,44,0,0,3,0,5,3,0,0,0,13,0,0,6,3,0,5,0,0,0,15,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,5,3,14,11,16,9,3,13,0,85,41,16,58,78,114,100,59,46,7,529
UCL121117,0,0,3,11,19,10,6,0,0,52,0,0,3,6,14,6,3,0,0,34,0,0,4,11,8,6,0,0,0,29,0,0,0,5,6,6,0,0,0,21,0,0,0,6,7,4,0,0,0,24,0,0,0,3,0,4,0,0,0,10,3,0,6,8,10,4,8,3,0,50,66,24,62,115,137,137,111,41,15,702
UCL121118,0,0,8,4,7,10,0,0,0,30,0,0,3,4,3,0,0,0,0,16,0,0,4,0,0,3,0,0,0,9,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,4,27,8,13,4,11,0,0,78,50,44,105,63,68,57,29,9,8,433
UCL121119,0,0,12,10,10,3,4,0,0,40,0,0,8,7,10,7,0,0,0,32,0,0,3,7,4,3,0,0,0,17,0,0,4,3,4,0,0,0,0,19,0,0,3,6,0,6,0,0,0,14,0,0,4,0,0,0,0,0,0,4,4,0,3,5,9,3,8,4,0,38,31,27,70,90,84,60,56,16,0,437
UCL121120,0,4,3,7,6,5,6,0,0,28,0,0,3,5,9,3,0,0,0,21,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,3,0,0,0,6,4,4,11,17,14,10,3,3,6,70,37,42,64,88,77,78,61,30,18,490
UCL121121,0,0,3,4,15,16,4,4,0,41,0,0,0,4,0,8,0,0,0,18,0,0,3,4,8,7,5,0,0,25,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,8,6,8,16,30,8,3,91,40,20,31,72,105,202,172,65,22,731
UCL121122,0,3,4,9,17,12,6,0,0,46,0,0,3,8,8,0,0,0,0,16,0,0,4,5,0,3,0,0,0,19,0,0,0,7,4,3,0,0,0,17,0,0,3,3,3,4,0,0,0,16,0,0,0,3,0,0,3,0,0,4,0,3,0,3,3,4,4,3,0,29,39,35,45,71,79,70,75,33,3,464
UCL121123,0,0,3,10,3,8,3,0,0,21,0,0,3,5,7,7,3,0,0,27,0,0,3,0,0,5,0,0,0,11,0,0,7,3,3,3,0,0,0,10,0,0,0,3,6,5,0,0,0,11,0,0,0,4,0,0,0,0,0,5,3,0,7,4,6,12,6,3,3,44,18,28,57,59,75,91,51,27,14,421
UCL121124,0,5,4,3,8,12,0,3,0,32,0,0,3,0,9,0,0,0,0,15,0,0,3,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,6,9,3,3,9,6,4,3,49,21,26,52,50,64,82,63,40,16,414
UCL121125,0,4,13,13,11,13,0,0,0,44,0,0,9,5,7,3,0,0,0,28,0,0,7,0,3,10,0,0,0,25,0,0,0,11,6,3,0,0,0,20,0,0,0,17,6,0,0,0,0,28,0,0,0,0,3,0,0,0,0,3,6,5,9,13,9,3,5,0,0,40,54,55,74,110,82,71,40,21,3,513
UCL121126,0,6,14,27,21,9,5,0,0,76,0,0,9,12,15,17,3,0,0,55,0,0,12,9,13,7,0,0,0,33,0,0,4,13,10,7,0,0,0,37,0,0,3,12,12,3,0,0,0,28,0,0,3,4,4,0,0,0,0,16,5,0,3,17,6,16,17,5,4,72,86,48,122,174,159,147,94,39,7,867
UCL122001,0,0,3,0,5,0,0,3,0,11,0,0,3,4,4,0,0,0,0,11,0,0,3,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,6,8,6,15,3,7,4,0,54,28,11,38,36,44,20,13,10,0,220
UCL122002,0,0,0,3,0,0,3,0,0,9,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,0,0,4,3,3,0,15,10,12,12,10,26,45,39,21,4,184
UCL122003,0,3,5,4,6,4,6,0,0,26,0,0,5,3,8,6,4,0,0,18,0,0,4,4,4,3,0,0,0,14,0,0,0,7,3,0,0,0,0,15,0,0,0,5,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,7,6,3,0,0,0,0,19,26,15,40,50,53,42,41,4,0,267
UCL122004,0,0,8,0,0,8,0,0,0,14,0,0,0,3,0,3,0,0,0,7,0,0,0,3,0,10,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,8,0,0,0,12,0,0,0,3,0,0,0,0,0,3,0,0,0,6,3,6,3,0,0,17,10,3,15,31,29,66,29,4,5,194
