UCL_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
UCL121081,10,11,17,0,0,0,0,0,0,0,0,0,0,0,0,130,99,228,3,4,7,3,0,3,3,0,3,3,0,3,4,0,4,5,7,12,160,122,281,3,0,7,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,10,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,11,8,20,5,0,5,0,0,0,0,0,0,5,0,5,22,25,42,22,30,47,3,0,5,213,187,395
UCL121082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,128,285,4,4,8,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,186,130,320,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,10,0,11,0,3,3,0,0,0,0,0,0,0,3,3,8,19,22,11,9,23,3,0,3,216,167,379
UCL121083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,134,296,3,9,11,3,0,3,0,0,0,0,0,0,0,0,0,3,0,7,168,145,311,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,13,4,16,0,0,0,0,0,0,0,0,0,0,0,0,13,17,30,20,32,48,0,0,0,211,196,406
UCL121084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,89,196,3,9,11,4,0,4,0,0,0,0,0,0,3,0,4,11,18,28,130,115,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,18,5,23,32,5,4,8,147,152,298
UCL121085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,55,138,10,6,19,14,0,14,0,0,0,0,0,0,0,0,0,8,4,12,103,67,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,16,26,0,3,3,120,96,211
UCL121086,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,108,99,211,10,3,13,10,0,10,3,0,3,0,0,0,0,0,0,0,3,4,135,108,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,22,26,0,0,0,146,130,278
UCL121087,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,165,137,306,7,9,20,6,0,6,0,0,0,0,0,0,3,0,4,3,0,4,195,147,340,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,10,19,28,21,28,42,3,0,4,227,197,425
UCL121088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,94,217,8,3,14,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,138,99,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,18,22,19,33,0,0,0,162,127,294
UCL121089,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,142,142,287,9,14,29,6,0,6,3,0,3,4,0,4,4,0,5,3,0,3,179,166,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,14,33,10,21,32,3,0,4,215,199,408
UCL121090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,97,207,10,8,17,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,135,108,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,14,18,31,48,4,0,3,166,142,308
UCL121091,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,238,176,419,4,6,10,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,254,189,445,0,0,0,0,0,0,0,0,0,3,7,11,0,0,0,0,0,0,3,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,8,10,0,0,3,0,0,0,0,0,0,0,0,3,6,9,18,23,26,46,0,7,3,285,233,521
UCL121092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,108,248,8,9,14,7,0,7,3,0,3,0,0,0,0,0,0,0,3,3,156,116,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,26,28,49,3,3,13,187,156,345
UCL121093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,56,113,10,6,12,4,0,4,0,0,0,0,0,0,0,0,4,13,14,24,80,77,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,9,9,12,20,3,0,4,92,100,191
UCL121094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,93,199,13,4,16,3,0,3,0,0,0,0,0,0,0,0,0,8,3,15,127,103,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,20,13,12,26,3,3,3,150,132,281
UCL121095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,65,126,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,72,74,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,7,8,12,16,31,4,0,9,89,100,193
UCL121096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,92,185,8,3,14,7,0,7,0,0,0,0,0,0,3,0,3,0,0,4,105,99,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,22,15,24,37,0,3,5,141,132,275
UCL121097,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,164,165,324,3,14,20,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,172,183,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,23,14,27,40,3,0,3,203,230,429
UCL121098,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,64,78,141,11,4,16,3,0,3,0,0,0,0,0,0,3,0,3,4,6,16,89,87,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,3,16,16,0,0,0,100,111,210
UCL121099,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,164,136,301,11,18,25,6,0,6,4,0,4,0,0,3,0,0,3,3,0,5,189,162,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,22,14,35,50,0,0,3,208,209,423
UCL121100,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,187,144,330,7,11,21,18,0,18,4,0,4,0,0,0,0,3,4,3,3,7,224,162,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,14,20,32,22,33,52,5,4,15,264,225,489
UCL121101,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,111,95,207,4,0,3,0,0,0,0,0,0,0,0,0,3,3,4,7,6,9,130,101,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,25,23,27,52,3,0,3,167,147,313
UCL121102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,112,224,7,9,14,8,0,8,0,0,0,4,3,7,0,0,0,18,13,29,152,131,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,10,17,25,40,3,3,6,173,170,344
UCL121103,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,85,77,166,10,5,17,4,0,4,0,0,0,0,0,0,0,0,0,8,8,16,114,94,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,18,5,28,37,0,0,0,124,133,262
UCL121104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,43,103,3,7,4,3,0,3,0,0,0,5,0,9,0,0,4,5,9,22,81,66,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,15,22,3,3,3,90,89,176
UCL121105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,88,178,6,9,13,0,0,0,6,0,6,0,0,0,0,3,3,0,0,0,100,94,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,17,14,21,37,0,0,0,126,126,256
UCL121106,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,137,113,253,9,8,18,10,0,8,0,0,0,0,0,0,0,0,0,3,6,9,164,132,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12,16,18,32,0,3,3,184,159,343
UCL121107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,127,245,8,12,21,3,0,3,0,0,0,0,0,0,0,0,0,5,0,8,144,140,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,17,30,3,0,7,157,167,326
UCL121108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,57,135,0,3,3,4,0,4,0,0,0,0,0,0,0,0,0,3,3,3,84,67,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,34,11,19,37,0,0,0,116,103,223
UCL121109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,102,226,8,14,20,4,0,4,0,0,0,0,0,0,3,0,3,7,0,9,144,120,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,23,27,48,0,0,0,164,154,323
UCL121110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,78,162,12,9,16,7,0,7,0,0,0,0,0,0,3,0,3,12,15,30,117,99,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,6,16,24,3,4,6,137,118,256
UCL121111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,132,274,8,3,8,10,0,10,0,0,0,0,0,0,0,0,3,3,0,7,166,138,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,27,42,0,4,3,187,173,359
UCL121112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,64,132,3,3,4,4,0,4,0,0,0,5,0,5,0,0,0,21,16,30,100,80,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,18,31,0,0,0,109,110,217
UCL121113,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,117,102,217,7,7,10,3,0,3,3,0,3,0,0,0,0,0,0,0,5,7,131,110,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,17,17,28,48,0,0,0,156,152,308
UCL121114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,65,127,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,4,4,8,75,70,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,14,18,27,0,0,0,92,93,184
UCL121115,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,194,160,359,9,13,23,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,214,176,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,9,11,25,24,38,60,5,3,8,254,231,489
UCL121116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,80,165,16,4,20,7,0,7,0,0,0,0,0,0,0,0,3,0,8,6,112,96,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,3,14,21,3,3,8,125,117,244
UCL121117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,134,281,12,6,19,4,0,4,7,0,7,0,0,0,0,0,0,0,3,3,169,149,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,17,16,23,40,4,0,4,196,177,379
UCL121118,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,24,27,49,8,3,9,0,0,0,0,0,0,3,0,3,3,0,4,28,19,48,66,54,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,3,9,73,61,134
UCL121119,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,109,99,209,9,9,16,0,0,0,0,0,0,0,0,0,3,0,3,3,0,5,123,109,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,6,18,28,3,0,3,140,141,281
UCL121120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,69,138,9,3,9,6,0,6,0,0,0,3,0,3,0,0,0,9,9,15,100,79,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,9,14,21,33,8,0,5,122,106,227
UCL121121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,70,163,7,0,12,8,0,8,5,0,5,0,0,0,3,5,6,4,3,4,116,78,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,13,5,15,27,3,3,3,132,111,241
UCL121122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,101,215,7,4,13,3,0,3,0,0,0,3,0,3,0,0,0,3,3,8,131,106,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,11,16,25,3,0,3,149,130,275
UCL121123,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,79,75,155,10,4,18,3,0,3,0,0,0,0,0,0,3,0,0,3,3,11,105,90,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,8,12,12,11,26,3,6,11,127,111,238
UCL121124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,69,147,10,3,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,93,74,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,8,9,19,3,0,3,108,86,195
UCL121125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,118,245,13,14,26,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,157,133,288,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,13,13,17,36,0,0,0,173,165,339
UCL121126,8,6,19,0,4,5,0,0,0,0,0,0,0,0,0,213,181,394,10,12,24,10,0,16,0,0,0,0,0,0,3,3,3,6,0,7,256,207,465,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,6,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,6,15,0,0,0,0,0,0,0,0,0,0,0,0,10,8,20,20,29,48,4,0,3,293,259,552
UCL122001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,40,72,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,45,42,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12,0,0,0,47,48,95
UCL122002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,14,46,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,5,14,21,40,30,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,0,0,0,48,40,87
UCL122003,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,71,64,132,3,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,80,70,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,5,11,15,0,0,0,91,85,169
UCL122004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,35,69,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,37,45,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,7,4,15,0,0,0,50,55,103
UCL122005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,20,58,6,6,12,3,0,3,0,0,0,0,0,0,0,0,0,9,7,15,50,30,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,20,3,0,3,57,48,102
UCL122006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,46,7,0,7,5,0,5,0,0,0,0,0,0,0,0,0,3,11,13,36,25,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,6,0,0,0,46,33,80
UCL122007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,33,68,3,5,6,0,0,0,0,0,0,0,0,0,0,0,4,10,10,22,49,51,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,64,58,119
UCL122008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,38,88,0,6,7,6,0,6,0,0,0,0,0,0,0,0,0,4,0,4,60,44,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,3,11,13,3,4,4,71,59,130
UCL122009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,54,113,4,0,3,7,0,7,0,0,0,0,0,0,0,0,0,4,0,6,65,54,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,11,4,3,3,76,68,140
