UCL_CODE_2016,P_Mng_0,P_Mng_1_15,P_Mng_16_24,P_Mng_25_34,P_Mng_35_39,P_Mng_40,P_Mng_41_48,P_Mng_49over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_15,P_Pro_16_24,P_Pro_25_34,P_Pro_35_39,P_Pro_40,P_Pro_41_48,P_Pro_49over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_15,P_TTW_16_24,P_TTW_25_34,P_TTW_35_39,P_TTW_40,P_TTW_41_48,P_TTW_49over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_15,P_CPS_16_24,P_CPS_25_34,P_CPS_35_39,P_CPS_40,P_CPS_41_48,P_CPS_49over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_15,P_CA_16_24,P_CA_25_34,P_CA_35_39,P_CA_40,P_CA_41_48,P_CA_49over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_15,P_Sal_16_24,P_Sal_25_34,P_Sal_35_39,P_Sal_40,P_Sal_41_48,P_Sal_49over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_15,P_MOD_16_24,P_MOD_25_34,P_MOD_35_39,P_MOD_40,P_MOD_41_48,P_MOD_49over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_15,P_Lab_16_24,P_Lab_25_34,P_Lab_35_39,P_Lab_40,P_Lab_41_48,P_Lab_49over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
UCL122005,0,0,0,3,0,3,0,4,0,17,0,0,0,3,0,0,3,0,0,10,0,0,0,4,0,10,0,0,0,17,0,5,0,0,4,3,0,0,0,19,0,0,6,0,3,0,0,0,0,13,0,4,0,8,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,10,0,5,3,0,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,17,14,17,8,23,5,15,3,102
UCL122006,0,0,0,0,0,3,0,5,0,12,0,0,0,4,3,3,3,3,0,13,0,0,0,3,0,0,0,0,0,9,0,4,3,0,3,3,0,0,0,9,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,13,3,9,13,12,7,16,3,80
UCL122007,0,0,0,3,0,3,0,3,0,6,0,3,3,3,0,0,0,0,0,9,0,0,0,4,8,3,0,0,0,11,3,5,0,3,0,3,0,3,3,24,0,5,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,10,0,0,3,0,3,4,0,3,0,15,0,4,3,3,8,3,3,0,0,32,0,0,0,0,0,0,0,0,0,4,4,25,12,21,24,15,7,12,4,119
UCL122008,0,0,0,0,0,0,4,3,0,8,0,0,0,3,3,0,0,3,0,13,0,0,0,0,0,4,3,4,0,18,0,0,0,4,8,3,0,0,0,20,0,4,0,0,3,0,0,8,0,14,0,4,0,0,0,3,3,0,0,17,0,3,0,0,0,4,3,4,0,18,0,0,7,3,3,0,4,5,0,26,0,0,0,0,0,0,0,0,0,0,4,10,10,16,22,17,24,27,3,130
UCL122009,0,0,0,0,0,4,0,3,0,7,0,0,0,0,11,0,3,3,0,15,0,3,0,4,0,4,0,6,0,19,0,0,0,7,6,0,0,3,0,15,0,0,0,3,3,4,0,0,0,14,0,4,0,4,0,0,0,0,0,9,0,0,0,0,3,3,3,4,0,15,0,5,0,3,8,11,0,4,0,34,0,0,0,0,0,0,0,0,8,3,8,11,8,26,31,28,8,21,8,140
UCL122010,0,0,0,0,0,8,3,3,0,15,0,0,0,3,3,9,0,3,0,17,0,0,0,4,7,7,3,0,0,26,0,3,0,3,8,0,0,0,0,16,0,4,5,3,3,3,3,0,0,19,0,7,3,0,0,0,3,0,0,18,0,0,0,0,10,3,0,3,0,15,0,0,4,5,5,9,0,3,0,20,0,0,0,0,0,0,0,0,0,3,5,11,14,18,30,36,12,19,0,154
UCL122011,0,0,0,0,4,5,0,10,0,27,0,0,7,3,0,6,6,6,0,27,0,0,0,0,10,9,5,3,0,32,0,3,0,3,3,3,3,0,0,20,0,0,3,0,5,6,0,0,0,14,0,3,4,3,0,3,0,0,0,11,0,0,0,3,3,0,0,3,0,14,0,6,0,0,7,8,0,0,0,24,0,0,0,0,0,0,0,4,3,3,0,17,20,12,34,39,12,30,3,174
UCL122012,0,4,0,0,3,3,3,8,0,18,0,0,0,3,0,0,3,0,0,11,0,0,0,0,5,7,0,0,0,9,0,0,3,0,0,3,0,0,0,7,0,0,0,3,5,5,0,0,0,13,0,0,0,0,0,0,3,0,0,6,0,0,0,0,9,7,3,3,0,18,0,3,5,4,5,5,3,0,0,23,0,0,0,0,0,0,0,0,4,4,0,6,11,9,24,30,15,16,6,112
UCL122013,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,5,5,6,9,6,0,3,0,40
UCL122014,0,0,0,0,0,3,0,6,0,17,0,0,0,3,5,3,4,0,0,15,0,3,0,0,7,0,4,10,0,28,0,0,3,0,3,0,0,5,3,14,0,3,0,0,3,3,0,3,0,17,3,8,9,0,6,0,3,0,0,27,3,0,3,0,4,0,0,4,0,15,0,0,3,0,4,5,3,4,0,22,0,0,0,0,0,0,0,0,0,0,14,15,19,7,33,21,15,24,7,153
UCL122015,0,5,0,3,6,0,3,10,0,19,0,4,0,3,3,0,0,0,0,13,0,0,3,5,0,9,0,3,0,22,0,0,0,4,0,0,0,0,0,6,0,0,0,5,3,0,0,0,0,11,0,8,0,4,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,10,0,0,3,3,8,3,3,4,0,22,0,0,0,0,0,0,0,0,3,4,3,20,12,20,20,19,10,21,3,128
UCL122016,0,0,3,0,0,3,0,11,0,18,0,9,4,3,9,3,0,4,0,34,0,3,0,0,0,3,0,0,0,12,0,3,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,7,0,3,0,4,0,0,0,3,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,22,14,16,11,10,6,16,0,90
UCL122017,0,0,0,0,0,3,0,3,0,11,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,7,0,3,0,24,0,3,0,3,5,0,0,0,0,12,0,0,3,5,7,0,0,4,0,22,3,3,0,0,3,6,0,0,0,19,0,0,0,0,3,5,0,3,0,15,0,3,3,0,11,5,0,3,0,27,0,0,0,0,0,0,0,0,0,0,4,16,9,13,35,25,4,23,0,133
UCL122018,0,0,0,0,0,6,0,12,0,26,0,0,3,6,4,0,7,3,0,26,0,3,3,5,6,8,3,3,0,25,0,0,6,0,0,3,3,0,0,13,0,0,4,3,11,0,0,0,0,19,0,4,3,0,0,0,0,3,0,11,0,0,0,0,0,4,3,0,0,10,0,0,0,0,4,5,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,18,24,17,26,27,18,23,0,138
UCL122019,0,0,0,0,3,0,3,6,0,12,0,0,0,0,3,3,0,0,0,6,0,0,0,0,3,0,0,0,0,8,0,3,3,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,6,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,3,3,0,0,10,0,7,3,0,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,7,10,14,9,15,6,5,16,3,80
UCL122020,0,0,0,3,3,3,0,5,0,10,0,0,3,5,0,0,0,3,0,11,0,3,3,3,0,14,0,0,0,22,0,5,8,3,0,0,0,0,0,16,0,7,3,5,3,0,0,0,0,19,0,3,3,3,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,9,3,3,3,5,3,3,0,3,0,22,0,0,0,0,0,0,0,0,0,0,3,18,19,17,16,20,9,13,0,122
UCL122021,0,0,0,0,0,0,0,10,0,9,0,0,0,6,0,3,0,0,0,9,0,0,3,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,7,0,3,0,0,4,0,0,0,0,7,0,14,0,0,0,0,3,0,0,22,0,0,0,0,0,0,0,0,0,3,3,22,15,10,4,5,8,11,0,74
UCL122022,0,0,0,0,5,0,0,4,0,9,0,0,0,3,4,3,0,0,0,14,0,0,0,0,4,7,0,4,0,11,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,13,0,3,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,3,3,0,10,9,3,13,16,3,11,3,72
UCL122023,3,0,3,0,4,8,4,6,0,20,0,3,3,0,3,7,3,4,0,24,3,0,4,3,13,11,3,3,0,33,0,4,5,4,4,6,0,0,0,18,0,7,9,5,6,6,0,0,0,28,0,3,4,0,0,0,3,0,0,14,0,3,0,0,0,3,3,3,0,13,0,5,0,0,3,0,0,3,0,15,0,0,0,0,0,0,0,0,3,3,10,25,25,15,36,34,13,18,3,176
UCL122024,0,0,0,5,3,8,3,5,0,26,0,4,4,6,3,8,4,4,0,39,0,4,0,0,3,4,3,3,0,13,0,3,3,3,3,0,0,0,0,18,0,3,3,8,5,4,0,3,0,22,0,7,0,0,0,0,0,0,5,16,0,3,0,3,0,0,0,0,0,8,0,9,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,29,18,26,20,19,15,22,4,158
UCL122025,0,0,5,8,6,7,3,5,0,31,0,3,8,0,5,6,3,5,0,37,0,0,3,5,0,4,3,4,0,30,0,7,7,5,0,0,0,0,0,24,0,6,3,0,3,5,0,0,0,21,0,3,4,0,3,3,0,0,0,18,0,0,0,0,0,4,0,0,0,3,4,7,3,3,0,0,0,0,0,24,0,0,0,0,0,0,0,0,3,3,7,34,32,27,22,35,14,24,3,189
UCL122026,0,0,3,3,0,3,0,4,0,13,0,0,3,0,3,6,3,3,0,19,0,3,0,4,4,6,3,0,0,19,0,0,3,0,5,0,3,0,0,19,0,0,3,3,3,0,0,0,0,11,0,4,0,3,3,0,0,0,0,18,0,0,0,0,3,0,3,6,0,17,0,3,0,3,0,0,0,3,0,13,0,0,0,0,5,0,0,0,3,14,3,18,15,19,31,12,16,15,3,132
UCL122027,3,0,0,0,0,0,0,3,0,22,0,3,4,5,3,3,0,3,0,22,0,0,0,3,9,3,4,8,0,25,0,0,3,10,6,5,0,0,0,24,0,3,4,3,4,0,3,0,0,15,0,0,0,9,0,0,0,3,0,15,0,3,0,3,4,0,4,8,0,22,0,5,3,9,7,9,0,10,0,44,0,0,0,0,0,0,0,0,0,4,11,16,18,34,36,23,19,38,4,196
UCL122028,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,0,4,4,3,3,0,4,0,20,0,5,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,3,0,9,0,3,0,0,0,0,0,0,0,4,0,0,3,0,4,3,7,10,0,23,0,5,4,0,0,0,3,3,0,21,0,0,0,0,0,0,0,0,8,8,4,13,13,8,8,9,17,20,9,96
UCL122029,0,0,0,0,0,0,0,3,0,3,0,0,4,4,4,9,0,0,0,18,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,3,3,5,6,12,8,9,16,3,5,3,56
UCL122030,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,3,0,0,0,8,0,3,0,4,0,8,3,3,3,21,0,4,0,7,3,0,3,0,3,22,0,3,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,3,0,3,7,3,0,4,0,23,0,0,0,0,0,0,0,0,0,7,3,21,9,24,17,14,9,18,6,114
UCL122031,0,4,0,0,3,6,0,8,0,18,0,4,6,0,4,0,3,5,0,22,0,0,0,3,0,4,0,0,0,8,0,0,0,0,4,0,0,0,0,3,0,3,0,3,3,3,0,3,0,9,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,3,0,8,0,0,4,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,4,9,8,8,11,16,3,16,0,90
UCL122032,0,0,0,0,3,0,0,0,0,8,0,3,4,3,3,6,0,3,0,28,0,3,4,0,3,7,0,4,0,16,0,3,7,0,3,0,0,0,0,20,0,3,4,3,7,0,0,0,0,14,0,3,3,5,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,8,0,10,0,0,5,3,0,4,0,21,0,0,0,0,0,0,0,0,0,0,4,26,23,22,24,24,8,14,0,142
UCL122033,3,0,0,0,5,5,3,3,0,21,0,0,5,9,3,9,7,3,0,32,3,0,0,0,4,8,3,6,0,23,0,0,4,0,6,0,3,4,0,19,0,0,4,8,5,3,0,0,0,29,0,3,3,0,3,4,0,0,0,17,0,0,0,0,0,3,0,6,0,11,3,3,0,0,3,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,9,17,12,17,36,29,20,19,0,162
UCL122034,0,0,0,3,6,4,0,7,0,22,0,7,3,3,8,5,0,3,0,31,3,0,0,0,11,15,0,7,3,40,3,6,4,0,4,0,3,5,0,22,5,0,5,3,8,0,4,0,0,29,0,0,0,0,0,0,0,0,0,9,3,0,0,3,4,3,3,3,0,17,0,7,0,3,14,6,0,0,0,25,0,0,0,0,0,0,0,8,0,8,11,17,13,16,53,35,24,30,3,202
UCL122035,0,0,3,0,0,3,0,4,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,3,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,3,4,0,0,0,0,0,0,11,0,0,0,0,3,0,3,0,0,7,3,3,3,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,5,13,4,18,6,3,11,0,64
UCL122036,0,0,0,0,0,3,0,7,0,6,0,0,0,3,4,0,0,3,0,9,0,0,0,3,9,4,4,0,0,21,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,3,0,0,0,14,0,0,0,3,5,0,0,3,0,14,0,0,0,0,4,3,3,8,0,22,0,7,3,0,0,0,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,8,7,12,32,19,7,21,4,109
UCL122037,0,0,0,0,7,4,0,3,0,14,0,0,0,0,3,8,0,0,0,16,0,0,0,3,0,3,0,3,0,13,0,0,0,3,0,0,0,0,0,11,0,3,3,0,4,3,0,0,0,19,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,3,0,5,0,4,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,12,7,11,16,20,6,15,0,87
UCL122038,0,0,0,0,0,0,5,3,0,6,0,0,3,3,5,3,0,7,0,18,0,3,0,3,5,3,0,3,0,19,0,3,4,7,3,0,0,0,0,18,0,0,3,3,0,0,0,0,0,7,0,11,0,4,3,0,0,0,0,19,0,0,0,0,0,3,0,0,0,9,0,3,0,0,4,4,3,0,0,19,0,0,0,0,0,0,0,0,0,0,3,21,14,17,21,13,3,13,0,115
UCL122039,0,0,0,0,0,0,0,0,0,10,0,0,0,3,3,10,0,6,0,29,0,0,0,0,0,3,0,0,0,9,0,4,4,7,8,0,0,3,0,32,0,3,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,4,0,11,0,5,0,0,5,4,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,17,14,17,16,26,5,22,3,121
UCL122040,0,0,3,0,3,3,0,4,0,15,4,3,6,3,0,3,0,0,0,26,0,0,4,0,7,6,0,3,3,23,0,3,3,5,0,4,0,0,0,18,3,3,3,3,3,0,3,0,0,17,0,3,0,0,7,0,0,0,0,12,0,0,0,0,3,0,0,0,0,7,0,8,3,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,3,25,17,12,20,19,6,13,3,128
UCL122041,0,4,0,0,0,3,0,5,0,17,0,0,3,0,4,3,0,3,0,17,0,3,0,0,5,3,3,0,0,18,0,3,8,6,0,0,0,0,0,25,0,3,0,3,3,0,0,0,0,9,0,6,3,0,6,0,0,0,0,14,0,0,0,3,3,3,0,4,0,14,3,4,4,5,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,3,22,21,27,28,10,5,22,5,142
UCL122042,0,0,0,0,3,0,3,4,0,16,3,0,3,4,3,3,4,3,0,24,0,0,3,3,4,10,0,0,0,23,0,8,4,8,6,3,3,0,0,35,0,0,0,5,3,3,3,0,0,19,0,6,3,3,3,0,0,0,0,15,0,0,0,0,3,3,0,7,0,14,0,6,3,4,0,0,0,3,3,26,0,0,0,0,0,0,0,0,0,0,8,31,17,25,35,27,15,22,6,176
UCL122043,0,0,0,0,0,5,0,5,0,13,0,3,3,0,3,3,0,0,0,19,3,3,0,3,3,8,7,10,0,35,0,3,3,3,7,0,4,0,0,15,0,3,8,4,6,3,0,0,0,26,0,3,0,0,0,3,0,0,0,7,0,3,0,3,4,3,0,9,0,21,0,10,0,0,0,3,0,3,0,16,0,0,0,0,0,0,0,0,0,0,7,22,16,17,24,26,12,25,0,151
UCL122044,3,0,0,0,7,0,0,0,0,15,3,4,0,0,3,3,3,5,0,21,0,0,0,3,10,3,3,5,0,23,0,0,0,3,0,0,0,0,0,12,0,3,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,4,0,5,0,15,0,3,3,0,4,10,3,3,4,26,0,0,0,0,0,0,0,0,0,0,5,18,10,6,28,20,9,18,6,119
UCL122045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,4,0,0,0,0,5,0,0,0,0,3,0,0,3,0,10,0,0,0,0,3,3,0,0,0,9,0,3,0,0,0,0,0,0,0,7,5,0,0,0,0,3,0,0,0,10,0,3,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,10,11,4,15,9,3,3,0,62
UCL122046,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,3,0,0,7,0,6,0,3,0,4,0,6,3,16,0,0,5,4,3,0,0,0,0,9,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,4,0,0,4,3,0,6,3,17,0,0,0,0,0,0,0,0,0,3,0,9,8,7,13,13,3,22,9,89
UCL122047,0,0,0,0,0,3,0,0,0,14,0,7,0,3,8,6,0,5,0,33,0,3,8,4,10,10,3,4,0,40,0,3,0,0,0,3,0,3,0,10,0,5,3,0,3,0,0,0,0,17,0,4,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,3,3,4,0,19,0,0,0,0,0,0,0,0,3,3,3,30,13,13,22,33,6,18,7,144
UCL122048,0,0,4,3,4,3,3,7,0,26,0,4,4,5,4,4,3,10,0,42,0,0,0,3,0,3,0,3,0,9,0,5,0,0,0,0,0,0,0,8,0,3,0,7,3,0,0,0,0,11,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,6,22,12,18,18,21,6,22,0,118
UCL122049,0,0,0,0,3,3,0,3,0,9,0,0,0,0,0,0,0,3,0,6,0,0,0,0,5,0,3,4,0,17,0,3,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,3,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,7,3,0,0,0,0,0,0,0,0,3,4,12,5,7,12,7,6,18,0,75
UCL122050,0,0,3,0,0,5,0,8,0,19,0,0,0,0,0,4,0,0,0,12,0,0,3,0,3,6,0,4,0,14,0,7,3,0,3,0,0,0,0,18,0,0,3,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,5,0,14,4,5,3,3,3,3,3,3,0,23,0,0,0,0,0,0,0,0,0,0,7,19,13,3,19,20,3,22,3,111
UCL122051,0,0,0,0,0,0,0,3,0,11,0,0,0,7,0,0,3,0,0,10,0,0,4,3,7,0,0,0,0,18,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,0,3,0,4,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,3,6,9,14,11,7,11,14,0,80
UCL122052,0,0,0,3,3,3,4,5,0,24,3,3,11,9,12,9,4,3,0,60,0,3,0,4,5,3,0,3,0,23,0,10,3,6,3,3,0,0,0,25,0,3,3,3,3,0,0,3,0,16,0,7,0,3,3,0,0,0,0,14,0,0,0,0,3,0,3,0,0,9,0,5,4,4,11,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,5,25,25,33,40,28,18,14,3,196
UCL122053,0,0,0,3,0,3,0,9,0,17,0,0,4,4,3,5,0,3,0,21,0,4,0,3,4,0,3,0,0,15,3,0,0,3,0,0,0,0,0,14,0,0,0,3,0,3,0,0,0,5,0,4,0,4,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,13,11,23,14,19,3,14,3,100
UCL122054,3,3,0,0,0,3,0,13,0,22,0,3,0,3,3,0,0,0,0,8,0,0,0,0,3,0,0,0,0,5,3,5,4,6,3,3,0,0,0,17,0,0,0,0,3,0,0,0,0,8,0,3,0,0,0,0,0,0,0,4,0,0,3,0,3,0,3,6,0,14,0,0,3,3,0,4,0,0,0,14,0,3,0,0,0,0,0,0,0,3,3,17,9,15,13,13,4,18,3,100
UCL122055,0,6,6,4,6,5,4,8,0,32,8,4,3,9,8,4,9,10,0,50,0,6,4,3,4,9,3,0,0,30,0,0,0,3,3,3,0,0,0,13,0,9,4,6,7,3,3,0,0,28,0,4,4,3,0,0,0,0,0,14,0,0,3,0,0,0,0,3,0,7,0,8,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,8,29,25,34,30,24,18,24,0,184
UCL122056,0,3,0,0,3,0,0,8,0,14,0,3,0,3,3,3,0,3,0,13,0,0,0,3,0,0,4,0,0,11,0,3,0,3,0,0,0,0,0,13,0,0,3,0,3,0,0,0,0,14,0,5,5,0,3,0,0,0,0,16,5,0,3,0,0,3,3,3,0,14,0,7,3,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,5,10,22,12,15,15,18,10,21,3,117
UCL122057,0,0,0,0,7,0,0,4,0,11,0,0,4,7,5,3,3,4,0,23,3,0,3,0,3,4,3,3,0,21,0,6,8,0,5,0,3,4,0,17,3,0,0,4,0,0,0,3,0,10,0,5,0,0,0,3,3,0,0,15,0,0,0,0,3,0,3,0,0,13,0,8,4,0,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,9,16,17,13,25,14,14,21,0,134
UCL122058,0,0,0,3,0,0,0,3,3,9,0,3,0,0,0,3,0,0,0,12,0,3,0,3,3,6,0,7,0,22,0,0,0,3,0,0,0,0,0,10,0,0,3,3,3,0,0,0,0,11,0,6,3,3,0,0,0,0,0,16,0,3,0,0,5,0,0,3,0,12,0,4,3,0,7,0,0,0,0,20,0,0,0,0,0,0,0,0,3,9,3,19,10,18,22,14,6,14,8,126
UCL122059,0,0,0,0,7,6,3,8,0,28,0,5,0,3,3,11,3,0,0,31,5,0,5,0,5,11,0,3,0,39,0,3,3,4,3,3,0,0,0,21,0,4,3,0,12,4,3,3,0,31,0,10,3,4,3,0,0,0,0,21,0,0,0,0,3,0,0,4,0,8,0,10,3,0,4,4,3,0,0,32,0,0,0,0,0,0,0,0,0,6,7,29,23,19,46,37,16,19,8,207
UCL122060,0,0,0,0,0,0,3,0,0,9,0,0,0,0,4,0,4,0,0,16,0,0,3,0,6,11,3,4,0,26,0,0,3,3,3,0,0,0,0,13,0,6,0,4,4,0,3,0,0,15,0,7,4,4,3,4,3,0,0,19,0,0,0,0,6,3,0,0,0,10,0,9,3,9,7,7,3,0,3,39,0,0,0,0,0,0,0,0,4,9,7,30,13,14,36,21,17,8,12,153
UCL122061,0,0,0,0,0,0,0,0,0,8,0,0,4,4,8,6,0,3,0,26,0,0,3,0,8,3,4,7,0,32,3,0,0,3,3,0,3,3,0,16,0,0,4,8,6,0,0,0,0,16,3,3,0,5,3,0,0,5,0,21,0,0,0,0,3,0,0,0,0,10,0,10,7,5,10,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,10,28,21,26,43,20,11,19,3,171
UCL122062,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,0,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,5,9,3,6,0,7,3,42
UCL122063,3,0,0,3,0,3,0,7,0,21,0,0,0,0,0,0,0,3,0,8,0,0,0,3,0,4,0,6,0,14,0,3,0,3,0,0,0,0,0,13,0,0,3,0,6,3,0,0,0,16,0,3,0,3,0,0,0,0,0,3,0,5,0,3,7,7,3,7,0,33,0,3,0,3,7,3,3,6,0,36,0,0,0,0,0,0,0,0,0,7,3,15,8,13,30,21,11,35,3,143
UCL122064,0,0,3,0,0,5,0,3,0,11,0,0,0,0,4,0,0,0,0,4,3,0,0,0,4,3,3,4,0,23,4,7,4,3,0,0,0,0,0,17,0,3,4,0,8,0,0,0,0,17,0,6,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,7,0,12,0,7,3,0,7,7,5,0,0,30,0,0,0,0,0,0,0,0,3,3,9,24,18,13,20,17,9,17,3,127
UCL122065,0,3,0,0,0,0,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,5,5,7,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,6,0,3,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,13,11,12,12,10,4,11,3,73
UCL122066,3,0,0,3,9,10,9,10,0,48,10,4,0,5,12,24,10,16,0,77,0,3,0,0,6,3,3,14,0,34,4,5,0,0,0,3,0,3,0,21,3,0,5,7,8,8,4,3,0,45,0,3,0,0,0,0,0,4,0,8,0,0,0,3,0,4,0,0,0,7,0,3,0,3,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,17,24,9,23,42,56,27,51,0,252
UCL122067,0,0,0,0,3,3,6,9,0,14,8,6,7,8,12,4,0,4,0,44,0,0,6,5,7,3,3,5,0,33,0,0,3,6,5,0,0,0,0,11,0,3,4,8,5,6,0,0,0,24,0,5,3,0,3,0,0,0,0,19,0,0,0,0,0,0,0,3,0,4,0,8,5,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,8,21,38,25,36,26,9,20,0,179
