UCL_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
UCL121082,65,0,0,0,0,66,125,0,0,0,0,125,12,0,0,0,0,12,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,0,0,0,6,0,0,0,0,6,225,0,0,0,0,227
UCL121083,105,14,0,0,0,111,132,8,0,0,0,140,40,3,0,0,0,39,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,49,3,0,0,0,49,0,0,0,0,0,0,8,11,0,0,0,16,292,31,0,0,0,327
UCL121084,135,0,0,0,0,137,99,0,0,0,0,99,39,0,0,0,0,43,3,0,5,0,0,7,36,0,0,0,0,41,0,0,0,0,0,0,3,0,0,0,0,6,4,0,0,0,0,7,85,0,13,0,4,98,0,0,0,0,0,0,11,0,0,0,0,11,334,0,13,3,4,349
UCL121085,84,0,0,0,0,84,79,0,0,0,0,75,35,0,0,0,0,35,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,58,0,0,0,0,57,0,0,0,0,0,0,8,0,0,0,0,8,232,0,0,0,0,235
UCL121086,54,0,0,0,0,57,114,0,0,0,0,118,19,0,0,0,0,19,5,0,0,0,0,5,19,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,45,0,0,0,0,0,0,6,0,0,0,0,6,219,0,0,0,3,222
UCL121087,131,3,0,0,0,128,121,0,0,0,0,126,39,0,0,0,0,38,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,50,0,0,0,0,50,0,0,0,0,0,0,9,0,0,0,0,9,306,0,0,6,0,317
UCL121088,48,0,0,0,4,48,104,0,0,0,11,109,38,0,0,0,3,41,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,3,48,0,0,0,0,0,0,9,0,0,0,0,9,195,0,0,0,20,213
UCL121089,103,0,0,0,0,103,137,0,0,0,0,137,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,3,3,0,0,0,0,3,257,0,0,0,0,257
UCL121090,109,0,0,0,0,109,81,0,0,0,0,81,13,0,0,0,0,13,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,3,0,0,0,0,3,4,0,0,0,0,4,224,0,0,0,0,224
UCL121091,76,0,0,0,0,82,207,0,0,0,0,207,18,4,0,0,0,22,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,14,0,13,0,0,0,0,0,0,24,4,0,16,0,43,0,0,0,0,0,0,13,0,0,0,0,18,325,4,0,21,0,348
UCL121092,89,0,0,0,3,95,154,0,0,0,0,150,29,0,0,0,0,29,0,0,0,0,0,0,16,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,47,0,0,0,0,0,0,5,0,0,0,0,4,292,0,0,0,9,301
UCL121093,132,0,0,3,0,142,53,0,0,0,0,51,15,0,6,0,0,20,13,0,0,0,0,13,29,0,0,0,0,32,17,0,0,0,0,18,3,0,0,0,0,7,7,0,0,0,0,7,86,0,6,4,0,97,3,0,0,0,0,3,12,0,0,0,0,18,290,0,6,11,6,310
UCL121094,103,0,0,0,0,102,68,0,0,0,0,71,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,6,186,0,0,3,0,190
UCL121095,71,0,3,32,0,108,54,0,0,0,0,63,16,3,4,0,0,26,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,4,0,0,41,0,0,0,0,0,0,4,0,0,0,0,5,157,7,12,34,0,206
UCL121096,89,0,0,11,0,94,112,0,0,0,0,112,9,0,0,0,0,9,0,0,0,0,0,0,12,3,0,0,0,17,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,23,8,0,0,0,33,0,0,0,0,0,0,7,0,0,0,0,5,227,8,0,11,0,246
UCL121097,156,0,0,0,0,156,115,0,0,0,0,115,12,0,0,0,0,12,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,7,0,0,0,0,7,3,0,0,0,0,3,296,0,0,0,0,296
UCL121098,127,0,0,0,0,127,62,0,0,0,0,65,49,0,0,0,0,51,0,0,0,0,0,0,15,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,70,0,0,0,0,79,0,0,0,0,0,0,6,0,0,0,0,6,264,0,3,0,0,269
UCL121099,157,0,0,3,0,165,118,0,0,0,0,118,34,0,0,0,0,34,0,0,0,0,0,0,13,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,54,0,0,0,0,54,4,0,0,0,0,4,0,0,0,0,0,0,329,0,3,3,0,340
UCL121100,142,0,0,0,0,144,164,0,0,0,0,162,15,0,0,0,0,11,0,0,0,0,0,0,24,7,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,7,0,0,0,43,0,0,0,0,0,0,11,0,0,0,0,11,356,6,0,0,0,371
UCL121101,152,8,6,0,0,165,79,3,0,0,0,81,43,17,4,0,0,66,0,0,0,0,0,0,25,5,3,0,0,37,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,70,22,6,4,0,103,0,0,0,0,0,0,10,0,0,0,0,13,316,31,14,4,3,368
UCL121102,169,0,0,0,0,171,122,0,0,0,3,123,29,0,0,0,0,29,0,0,0,0,0,0,27,0,0,0,3,29,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,53,0,0,0,3,57,3,0,0,0,0,3,13,0,0,0,0,13,362,0,0,0,7,366
UCL121103,103,0,0,0,0,104,87,0,0,3,0,93,21,0,0,0,0,23,0,0,0,0,0,0,16,0,0,0,0,15,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,36,0,4,0,0,44,4,0,0,0,0,4,10,0,0,0,0,10,244,0,5,3,0,254
UCL121104,129,0,0,10,0,137,52,0,0,0,0,55,69,0,0,0,0,69,6,0,0,0,0,6,24,0,0,0,0,24,0,0,0,0,0,0,4,0,0,3,0,5,3,0,0,0,0,3,109,0,0,3,0,107,0,0,0,0,0,0,3,0,0,0,0,3,299,0,0,10,0,307
UCL121105,129,19,4,0,0,147,78,5,3,0,0,91,19,5,3,0,0,26,0,0,0,0,0,0,6,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,232,28,10,0,0,272
UCL121106,125,0,0,0,0,126,128,0,0,0,3,127,18,0,0,0,0,25,3,0,0,0,0,3,28,0,0,0,0,28,3,6,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,58,6,0,0,0,59,0,0,0,0,0,0,13,0,0,0,0,15,318,3,0,4,3,324
UCL121107,102,0,0,0,0,103,118,0,0,0,3,118,36,10,3,0,0,44,0,0,0,0,0,0,10,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,10,5,0,0,57,0,0,0,0,0,0,10,0,0,0,0,9,269,10,5,0,3,291
UCL121108,79,0,0,0,0,79,67,0,0,0,0,67,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,16,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,159,0,0,0,0,159
UCL121109,128,0,0,0,0,135,86,4,0,0,0,87,45,16,0,3,0,69,7,3,0,0,0,4,19,0,0,3,0,23,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,77,21,0,6,0,101,3,0,0,0,0,3,12,0,0,0,0,12,306,28,0,5,0,342
UCL121110,129,0,0,0,0,128,72,0,0,0,3,72,17,3,3,0,0,29,13,0,4,0,0,17,27,0,4,0,0,31,0,0,7,0,0,8,13,0,4,0,0,11,0,0,0,0,0,0,70,3,24,0,0,99,0,0,0,0,0,0,8,0,0,6,3,23,279,11,22,6,8,322
UCL121111,77,0,0,0,0,81,140,0,0,0,0,140,17,0,0,0,0,17,0,0,0,0,0,0,9,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,33,0,0,0,0,0,0,12,0,0,0,0,12,265,0,0,0,0,264
UCL121112,89,0,0,0,0,90,76,0,0,0,0,73,3,0,0,0,0,8,0,0,0,0,0,0,16,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,27,0,0,0,3,33,3,0,0,0,0,3,0,0,0,0,0,0,190,0,0,4,3,202
UCL121113,101,3,3,0,0,106,77,0,3,0,0,79,33,7,3,0,0,44,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,11,4,0,0,53,0,0,0,0,0,0,5,0,0,0,0,9,218,11,10,0,0,242
UCL121114,160,0,0,3,6,169,51,0,0,0,0,55,25,0,0,0,0,25,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,3,45,0,0,0,0,45,0,0,0,0,0,0,8,0,0,0,0,8,270,0,0,3,8,280
UCL121115,90,0,0,0,0,90,172,0,0,0,0,174,12,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,5,0,0,0,0,5,281,0,3,0,0,286
UCL121116,56,0,0,0,0,53,88,0,0,3,0,85,42,0,12,0,0,48,0,0,0,0,0,0,14,0,0,0,0,14,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,64,0,12,0,0,73,3,0,0,0,0,3,7,0,0,0,0,8,210,0,16,4,0,228
UCL121117,138,0,0,0,0,135,138,0,0,0,0,138,7,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,25,0,0,0,0,0,0,5,0,0,0,0,5,294,0,0,0,0,296
UCL121118,44,0,0,0,0,45,8,0,0,0,0,8,0,0,0,0,0,0,33,0,0,0,0,33,9,0,0,0,0,10,27,0,0,0,0,29,14,5,3,3,0,22,5,0,0,0,0,7,88,5,4,3,0,102,0,0,0,0,0,0,3,0,0,0,0,7,143,8,3,3,0,160
UCL121119,53,0,0,0,0,53,110,0,0,0,0,115,4,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,7,0,0,0,0,11,191,0,0,0,3,190
UCL121120,70,0,0,0,0,70,73,0,0,0,0,78,19,0,0,0,0,22,0,0,0,0,0,0,24,0,0,0,0,29,5,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,60,5,3,0,0,69,0,0,0,0,0,0,6,0,0,0,0,6,215,6,3,0,0,222
UCL121121,172,0,0,30,0,199,83,0,0,5,0,84,17,0,0,0,0,21,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,4,0,0,9,0,15,3,0,0,0,0,3,38,0,0,14,0,50,0,0,0,0,0,4,5,0,0,3,0,7,293,0,0,48,0,340
UCL121122,82,0,0,0,0,82,92,0,0,0,0,93,22,0,0,0,0,21,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,27,0,0,0,0,0,0,3,0,0,0,0,3,202,3,0,0,0,206
UCL121123,84,0,0,0,0,84,73,0,0,0,0,73,15,0,0,0,0,13,3,0,0,0,0,3,18,0,0,0,0,18,0,0,0,0,0,0,10,0,0,0,0,9,0,0,0,0,0,0,43,0,0,0,0,48,0,0,0,0,0,0,4,0,0,0,0,4,207,0,0,0,0,207
UCL121124,71,0,0,0,0,75,62,0,0,0,0,62,10,0,0,0,0,13,8,3,0,0,0,13,14,0,0,0,0,15,0,6,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,40,8,0,0,0,51,0,0,0,0,0,0,3,4,0,0,0,10,179,19,0,0,3,200
UCL121125,44,0,0,0,0,44,137,0,0,0,0,133,8,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,15,0,0,0,0,0,0,5,0,0,0,0,5,197,0,0,0,0,196
UCL121126,114,0,0,0,0,114,211,0,0,0,0,210,24,0,0,0,0,24,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,36,5,0,0,0,0,5,4,0,0,0,0,4,373,0,0,0,0,371
UCL122001,27,0,0,0,0,27,39,0,0,0,0,39,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,73,0,0,0,0,73
UCL122002,58,0,0,0,3,57,18,0,0,0,0,18,8,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,95,0,3,0,3,101
UCL122003,35,0,0,0,0,35,60,0,0,0,0,60,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,113
UCL122004,31,6,0,0,0,42,16,0,0,0,0,16,6,7,0,0,0,14,0,0,0,0,0,0,4,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,62,18,0,0,4,87
UCL122005,92,0,0,0,0,97,20,0,0,0,0,23,4,0,0,0,0,4,0,0,4,0,0,7,13,0,0,0,0,15,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,28,0,4,0,0,35,0,0,0,0,0,0,6,0,0,0,0,6,148,0,4,0,4,161
UCL122006,71,0,0,0,0,71,11,0,0,0,0,11,4,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,11,0,4,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,14,8,3,0,0,26,0,0,0,0,0,0,5,0,0,0,0,5,103,8,3,3,0,111
UCL122007,85,0,0,3,0,88,42,0,0,0,0,42,10,3,0,0,0,13,0,0,0,0,0,0,17,0,0,0,0,17,4,0,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,38,3,0,0,0,46,0,0,0,0,0,0,5,0,0,6,0,13,172,3,3,7,0,188
UCL122008,28,0,0,0,0,28,47,0,0,0,0,47,13,0,0,0,0,13,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,4,0,0,0,0,7,100,0,0,0,0,105
UCL122009,39,0,0,0,0,43,52,0,0,0,0,52,10,0,0,0,0,6,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,23,0,0,0,0,0,0,4,0,0,0,0,4,123,0,0,0,0,126
UCL122010,39,0,0,0,0,39,60,0,0,0,0,60,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,118,0,0,0,0,118
UCL122011,33,0,0,0,0,37,64,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,5,113,0,0,0,3,114
UCL122012,63,0,0,0,0,63,44,0,0,0,0,44,6,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,128,0,0,0,0,128
UCL122013,48,0,0,3,0,47,24,0,0,0,0,24,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,5,0,89
UCL122014,33,0,0,0,0,33,54,0,0,0,0,54,10,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,111
UCL122015,51,0,0,0,0,50,42,0,0,0,0,44,8,0,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,20,5,0,0,0,0,5,5,0,0,0,0,5,123,0,0,0,0,123
UCL122016,53,0,0,0,0,53,28,0,0,0,0,28,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,89,0,0,0,0,86
UCL122017,37,0,0,0,0,41,30,0,0,0,0,30,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,3,91
UCL122018,54,0,0,0,0,53,50,0,0,0,0,50,10,0,0,0,0,10,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,31,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,135
UCL122019,90,0,0,0,6,95,37,0,0,0,0,37,3,0,0,0,0,0,0,0,0,0,0,0,30,0,4,0,0,34,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,39,0,5,0,0,46,0,0,0,0,0,0,11,0,0,0,0,10,178,0,5,0,4,183
UCL122020,46,0,0,0,0,50,31,0,0,0,3,36,5,0,0,0,0,5,10,0,0,0,0,10,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,26,0,0,0,0,25,0,0,0,0,0,0,8,0,0,0,0,7,112,0,0,3,3,117
UCL122021,55,0,0,0,0,53,29,0,0,0,0,30,8,0,0,0,0,11,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,30,3,0,0,0,39,0,0,0,0,0,0,11,0,0,0,0,11,121,3,0,3,3,128
UCL122022,37,0,0,0,0,37,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,69,0,0,0,0,72
UCL122023,73,0,0,0,0,74,47,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,3,139,0,0,3,3,144
UCL122024,77,0,0,0,0,77,41,0,0,0,0,41,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,5,132,0,0,0,0,132
UCL122025,60,3,3,19,0,90,31,6,6,0,0,42,9,6,5,0,0,28,0,0,0,0,0,0,14,7,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,24,14,6,4,0,56,0,0,0,0,0,0,3,0,0,0,0,3,123,22,18,26,0,181
UCL122026,35,0,0,0,0,39,52,0,0,0,0,51,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,7,0,0,0,0,5,104,0,0,0,0,107
UCL122027,50,0,0,16,0,69,55,0,0,0,0,56,15,0,0,0,0,15,0,0,0,0,0,0,10,0,0,3,0,14,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,33,0,0,20,0,52,0,0,0,0,0,3,3,0,0,0,0,6,140,0,0,43,4,186
UCL122028,26,0,0,0,0,26,40,0,0,0,0,46,12,0,0,0,0,12,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,84
UCL122029,38,0,0,22,0,62,11,0,0,0,0,17,6,0,0,0,0,10,0,0,0,0,0,0,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,7,3,0,0,0,0,3,16,0,6,7,0,29,0,0,0,0,0,0,0,0,0,0,0,0,73,0,9,25,4,108
UCL122030,64,0,0,0,0,67,46,0,0,3,0,42,17,0,0,0,0,16,0,0,0,0,0,0,12,0,0,0,0,12,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,34,0,0,0,0,36,0,0,0,0,0,0,8,0,0,0,0,8,152,0,0,8,0,157
UCL122031,39,0,0,0,0,39,29,0,0,0,0,29,9,0,0,0,0,9,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,3,87,0,0,0,0,87
UCL122032,48,0,0,0,0,52,61,0,0,0,0,61,9,0,0,0,0,6,0,0,0,0,0,0,14,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,20,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,135,5,0,0,0,142
UCL122033,19,0,0,0,0,19,67,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,92
UCL122034,57,0,0,0,0,55,84,0,0,0,3,86,14,0,0,0,0,18,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,30,0,0,0,0,32,0,0,0,0,0,0,3,0,0,0,0,5,172,0,5,3,0,187
UCL122035,40,0,0,6,0,42,21,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,68,7,0,7,0,76
UCL122036,24,0,0,0,0,31,42,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,4,0,92
UCL122037,23,0,0,0,0,23,32,0,0,0,0,34,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,66
UCL122038,78,0,0,3,0,83,36,0,0,0,5,43,10,3,0,0,0,14,0,0,3,0,0,3,11,0,0,0,0,11,0,0,4,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,20,4,11,3,0,43,0,0,0,0,0,3,6,0,0,0,0,6,145,4,11,3,7,169
UCL122039,50,0,0,0,0,50,10,0,0,0,0,10,6,0,0,0,0,4,14,0,3,0,0,21,13,0,0,0,0,13,26,0,3,0,0,31,14,0,3,0,0,17,0,0,0,0,0,0,73,0,5,0,0,83,3,0,0,0,0,3,4,0,0,0,0,9,146,0,12,0,0,154
