LGA_CODE_2016,C06_Aus_BP_B_OS,C06_Aus_Fa_O_B_OS,C06_Aus_Mo_O_B_OS,C06_Aus_BP_B_Aus,C06_Aus_Bplace_NS,C06_Aus_Tot_resp,C06_Aus_Ab_BP_B_OS,C06_Aus_Ab_Fa_O_B_OS,C06_Aus_Ab_Mo_O_B_OS,C06_Aus_Ab_BP_B_Aus,C06_Aus_Abor_Bplace_NS,C06_Aus_Abor_Tot_respons,C06_Chi_BP_B_OS,C06_Chi_Fa_O_B_OS,C06_Chi_Mo_O_B_OS,C06_Chi_BP_B_Aus,C06_Chi_Bplace_NS,C06_Chi_Tot_resp,C06_Cro_BP_B_OS,C06_Cro_Fa_O_B_OS,C06_Cro_Mo_O_B_OS,C06_Cro_BP_B_Aus,C06_Cro_Bplace_NS,C06_Cro_Tot_resp,C06_Dut_BP_B_OS,C06_Dut_Fa_O_B_OS,C06_Dut_Mo_O_B_OS,C06_Dut_BP_B_Aus,C06_Dut_Bplace_NS,C06_Dut_Tot_resp,C06_Eng_BP_B_OS,C06_Eng_Fa_O_B_OS,C06_Eng_Mo_O_B_OS,C06_Eng_BP_B_Aus,C06_Eng_Bplace_NS,C06_Eng_Tot_resp,C06_Fil_BP_B_OS,C06_Fil_Fa_O_B_OS,C06_Fil_Mo_O_B_OS,C06_Fil_BP_B_Aus,C06_Fil_Bplace_NS,C06_Fil_Tot_resp,C06_Fre_BP_B_OS,C06_Fre_Fa_O_B_OS,C06_Fre_Mo_O_B_OS,C06_Fre_BP_B_Aus,C06_Fre_Bplace_NS,C06_Fre_Tot_resp,C06_Ger_BP_B_OS,C06_Ger_Fa_O_B_OS,C06_Ger_Mo_O_B_OS,C06_Ger_BP_B_Aus,C06_Ger_Bplace_NS,C06_Ger_Tot_resp,C06_Gre_BP_B_OS,C06_Gre_Fa_O_B_OS,C06_Gre_Mo_O_B_OS,C06_Gre_BP_B_Aus,C06_Gre_Bplace_NS,C06_Gre_Tot_resp,C06_Hun_BP_B_OS,C06_Hun_Fa_O_B_OS,C06_Hun_Mo_O_B_OS,C06_Hun_BP_B_Aus,C06_Hun_Bplace_NS,C06_Hun_Tot_resp,C06_Ind_BP_B_OS,C06_Ind_Fa_O_B_OS,C06_Ind_Mo_O_B_OS,C06_Ind_BP_B_Aus,C06_Ind_Bplace_NS,C06_Ind_Tot_resp,C06_Iri_BP_B_OS,C06_Iri_Fa_O_B_OS,C06_Iri_Mo_O_B_OS,C06_Iri_BP_B_Aus,C06_Iri_Bplace_NS,C06_Iri_Tot_resp,C06_Ita_BP_B_OS,C06_Ita_Fa_O_B_OS,C06_Ita_Mo_O_B_OS,C06_Ita_BP_B_Aus,C06_Ita_Bplace_NS,C06_Ita_Tot_resp,C06_Kor_BP_B_OS,C06_Kor_Fa_O_B_OS,C06_Kor_Mo_O_B_OS,C06_Kor_BP_B_Aus,C06_Kor_Bplace_NS,C06_Kor_Tot_resp,C06_Leb_BP_B_OS,C06_Leb_Fa_O_B_OS,C06_Leb_Mo_O_B_OS,C06_Leb_BP_B_Aus,C06_Leb_Bplace_NS,C06_Leb_Tot_resp,C06_Mac_BP_B_OS,C06_Mac_Fa_O_B_OS,C06_Mac_Mo_O_B_OS,C06_Mac_BP_B_Aus,C06_Mac_Bplace_NS,C06_Mac_Tot_resp,C06_Mal_BP_B_OS,C06_Mal_Fa_O_B_OS,C06_Mal_Mo_O_B_OS,C06_Mal_BP_B_Aus,C06_Mal_Bplace_NS,C06_Mal_Tot_resp,C06_Mao_BP_B_OS,C06_Mao_Fa_O_B_OS,C06_Mao_Mo_O_B_OS,C06_Mao_BP_B_Aus,C06_Mao_Bplace_NS,C06_Mao_Tot_resp,C06_NZ_BP_B_OS,C06_NZ_Fa_O_B_OS,C06_NZ_Mo_O_B_OS,C06_NZ_BP_B_Aus,C06_NZ_Bplace_NS,C06_NZ_Tot_resp,C06_Pol_BP_B_OS,C06_Pol_Fa_O_B_OS,C06_Pol_Mo_O_B_OS,C06_Pol_BP_B_Aus,C06_Pol_Bplace_NS,C06_Pol_Tot_resp,C06_Rus_BP_B_OS,C06_Rus_Fa_O_B_OS,C06_Rus_Mo_O_B_OS,C06_Rus_BP_B_Aus,C06_Rus_Birthplac_ns,C06_Rus_Tot_resp,C06_Sco_BP_B_OS,C06_Sco_Fa_O_B_OS,C06_Sco_Mo_O_B_OS,C06_Sco_BP_B_Aus,C06_Sco_Birthplac_ns,C06_Sco_Tot_resp,C06_Ser_BP_B_OS,C06_Ser_Fa_O_B_OS,C06_Ser_Mo_O_B_OS,C06_Ser_BP_B_Aus,C06_Ser_Bplace_NS,C06_Ser_Tot_resp,C06_SAf_BP_B_OS,C06_SAf_Fa_O_B_OS,C06_SAf_Mo_O_B_OS,C06_SAf_BP_B_Aus,C06_SAf_Bplace_NS,C06_SAf_Tot_resp,C06_Span_BP_B_OS,C06_Span_Fa_O_B_OS,C06_Span_Mo_O_B_OS,C06_Span_BP_B_Aus,C06_Span_Bplace_NS,C06_Span_Tot_resp,C06_Sinha_BP_B_OS,C06_Sinha_Fa_O_B_OS,C06_Sinha_Mo_O_B_OS,C06_Sinha_BP_B_Aus,C06_Sinha_Bplace_NS,C06_Sinha_Tot_resp,C06_Turk_BP_B_OS,C06_Turk_Fa_O_B_OS,C06_Turk_Mo_O_B_OS,C06_Turk_BP_B_Aus,C06_Turk_Bplace_NS,C06_Turk_Tot_resp,C06_Viet_BP_B_OS,C06_Viet_Fa_O_B_OS,C06_Viet_Mo_O_B_OS,C06_Viet_BP_B_Aus,C06_Viet_Bplace_NS,C06_Viet_Tot_resp,C06_Wel_BP_B_OS,C06_Wel_Fa_O_B_OS,C06_Wel_Mo_O_B_OS,C06_Wel_BP_B_Aus,C06_Wel_Bplace_NS,C06_Wel_Tot_resp,C06_Oth_BP_B_OS,C06_Oth_Fa_O_B_OS,C06_Oth_Mo_O_B_OS,C06_Oth_BP_B_Aus,C06_Oth_Bplace_NS,C06_Oth_Tot_resp,C06_Anc_ns_BP_B_OS,C06_Anc_ns_Fa_O_B_OS,C06_Anc_ns_Mo_O_B_OS,C06_Anc_ns_BP_B_Aus,C06_Anc_ns_Bplace_NS,C06_Anc_NS_T_resp,C06_T_P_BP_B_OS,C06_T_P_Fa_only_bor_os,C06_T_P_Mo_O_B_OS,C06_T_P_BP_B_Aus,C06_T_P_Bplace_NS,C06_T_P_Tot_resp,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS
LGA14850,120,1409,997,17331,477,20340,0,12,3,335,23,376,133,17,28,72,6,255,17,8,0,6,3,29,202,71,48,124,6,444,1811,1177,797,11353,367,15512,90,3,26,3,5,125,84,26,13,117,7,236,349,130,84,1172,32,1759,59,26,9,63,0,161,28,7,3,15,0,57,76,22,11,18,13,142,361,323,165,4635,119,5602,545,220,61,972,33,1839,22,0,0,0,0,26,7,8,0,51,3,72,9,3,3,0,0,11,30,16,8,33,0,90,51,24,18,22,0,118,131,75,57,27,3,298,70,23,8,44,4,144,39,9,9,26,4,85,446,274,202,2916,66,3905,21,5,0,9,7,50,47,10,3,16,0,78,32,16,4,46,3,103,19,8,3,9,0,31,3,3,0,0,0,12,18,3,0,0,0,27,60,24,17,101,3,210,752,247,167,468,44,1676,87,65,46,930,1526,2656,4643,2562,1681,30848,2475,42209,118,1352
LGA14870,71,583,407,8314,293,9667,0,0,3,41,5,51,70,3,3,12,13,99,36,0,0,11,0,52,103,26,27,56,5,217,849,474,367,5407,233,7325,56,0,26,3,3,86,29,5,3,31,3,75,139,41,27,344,10,564,27,12,4,36,3,79,36,9,0,3,0,46,28,3,3,0,0,32,150,117,65,1657,70,2061,101,21,12,141,11,290,0,0,0,0,0,0,3,4,0,3,0,13,7,0,0,0,0,7,27,10,7,25,0,70,31,9,3,3,0,50,48,18,8,11,6,94,56,25,0,16,3,98,8,3,0,4,0,12,251,183,125,1257,49,1875,18,8,0,3,0,33,11,0,0,3,0,18,20,0,6,8,0,31,24,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,52,16,14,65,3,151,284,82,42,120,11,539,40,29,15,482,1146,1713,2127,1042,694,14180,1716,19760,65,587
LGA14900,3120,3686,2397,25386,1155,35746,29,14,11,253,30,338,6039,61,123,136,189,6544,1928,196,76,224,44,2464,423,138,88,178,13,844,6186,2350,1539,14231,953,25259,3893,55,128,22,153,4260,424,42,22,112,13,616,1155,231,153,1135,66,2741,2398,407,184,712,120,3822,430,66,18,47,9,571,8694,81,89,23,258,9144,1050,467,286,4516,190,6513,7038,1398,633,2883,355,12306,89,4,4,0,0,99,5856,711,258,388,367,7579,1654,170,65,136,75,2094,1787,412,156,647,52,3059,762,61,41,15,49,929,467,124,72,39,20,732,1386,72,62,148,26,1696,386,26,19,39,10,474,1226,473,319,2741,117,4886,4689,211,87,123,114,5228,324,32,31,9,13,407,2179,99,69,80,91,2520,482,19,9,0,12,530,1167,94,51,39,40,1394,5521,33,51,46,232,5882,146,45,25,149,6,371,24183,1070,737,707,1012,27706,4644,357,219,1565,10609,17397,90945,8819,5210,44088,15540,164601,3059,3635
LGA14920,11,156,102,3553,113,3943,0,0,0,137,0,146,29,0,0,15,0,47,0,0,0,0,0,3,27,8,7,13,0,62,201,151,85,2192,81,2703,11,0,3,0,0,11,3,0,0,10,0,15,32,10,7,194,6,240,4,3,0,3,0,16,10,0,0,0,0,8,0,0,0,0,0,0,37,37,11,660,22,775,10,4,3,14,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,9,0,22,0,0,0,4,0,9,10,3,3,3,0,22,3,0,0,0,0,11,0,0,0,0,0,4,38,30,30,525,18,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,16,34,10,15,29,3,93,9,6,0,225,467,706,400,265,163,6037,674,7537,12,145
LGA14950,4,56,51,1514,39,1659,0,0,0,5,0,5,9,0,0,0,0,10,0,0,0,0,0,0,13,4,6,9,0,33,85,47,40,916,41,1118,0,0,0,0,0,0,0,0,0,9,0,14,20,3,7,283,9,314,3,0,0,0,0,5,3,0,0,3,0,4,0,0,6,0,0,4,17,5,10,359,12,405,4,3,0,26,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,6,3,7,4,3,0,20,5,0,0,0,0,10,0,0,0,0,0,0,22,19,11,240,5,297,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,16,17,4,13,8,3,44,3,8,0,90,60,162,180,91,85,2677,144,3182,3,47
LGA15050,176,1842,1278,27812,718,31824,0,3,3,151,9,170,212,15,21,81,9,330,52,16,5,17,0,93,276,118,85,212,12,699,2024,1544,1052,17815,611,23047,191,9,69,6,9,280,44,6,7,125,9,199,410,186,134,1862,60,2648,69,43,5,89,5,207,43,18,3,27,0,91,132,16,4,20,5,179,360,287,189,5149,125,6113,170,77,33,357,11,651,14,0,0,3,0,21,23,6,0,31,5,67,9,5,0,14,0,28,51,32,19,46,11,154,84,39,15,37,12,197,139,69,53,34,5,300,381,54,37,168,8,651,68,11,13,37,3,130,553,413,312,3495,108,4874,58,27,0,19,0,100,72,14,9,6,3,103,58,14,4,55,0,141,11,0,3,3,0,20,10,0,0,4,0,12,24,0,3,0,0,29,122,48,36,204,3,410,833,254,174,434,43,1729,157,67,64,1580,2335,4199,5626,3190,2174,47120,3766,61883,174,1785
LGA15240,223,2623,1705,35628,1085,41270,3,16,0,563,19,601,165,17,19,147,10,353,55,10,6,19,7,100,550,171,74,200,20,1017,4254,2364,1627,23881,882,33011,161,4,55,6,13,234,104,41,21,157,8,328,526,190,107,2036,55,2911,93,53,5,92,8,250,73,15,0,16,0,107,60,9,11,24,0,98,602,449,246,6509,173,7977,310,132,27,638,18,1127,15,0,0,0,0,14,26,19,4,55,3,108,3,0,0,3,0,10,181,51,21,110,10,374,66,28,15,26,6,135,200,113,76,43,9,447,139,37,14,71,15,267,62,7,5,22,3,92,956,607,360,5045,131,7098,57,8,0,13,0,80,65,10,14,6,7,102,38,13,8,62,9,139,32,8,0,5,0,39,11,0,0,0,0,11,15,0,0,3,3,19,133,60,29,195,11,426,966,288,164,610,44,2073,168,108,75,1965,3049,5363,8673,4599,2886,61436,5114,82707,205,2444
LGA15270,53,563,449,9214,264,10547,0,0,0,46,0,50,55,11,7,35,0,100,23,6,3,5,3,42,117,45,45,61,3,276,949,524,379,5959,222,8037,40,3,10,0,0,53,42,10,3,42,3,102,205,33,42,563,11,853,39,13,3,37,0,95,18,0,4,7,0,29,21,0,4,9,0,38,134,118,54,1927,40,2283,101,55,8,115,6,287,3,0,0,0,0,3,17,3,0,5,0,30,0,0,0,0,0,0,47,13,12,44,4,116,25,24,3,6,0,54,59,31,33,20,3,145,47,22,0,25,0,99,20,8,3,9,0,38,195,129,96,1126,42,1589,20,3,0,3,0,24,31,9,3,3,0,45,23,3,4,11,0,50,3,0,0,0,0,3,0,3,0,0,0,11,14,0,0,0,0,16,33,13,12,42,4,103,269,73,37,164,16,562,61,23,17,545,936,1580,2230,1044,761,15602,1451,21088,58,516
LGA15300,28,183,144,6194,227,6784,0,8,0,621,26,653,35,0,4,53,0,96,15,3,0,8,7,24,44,15,3,19,0,93,204,176,138,3722,151,4393,12,0,7,0,0,15,3,3,0,26,0,37,44,10,11,355,9,427,19,3,3,8,0,27,11,0,3,3,0,19,29,0,0,4,0,40,49,56,29,1164,31,1332,21,3,4,43,4,78,3,0,0,0,0,3,6,13,0,22,5,52,4,0,0,0,0,3,4,3,3,8,0,17,17,5,0,10,5,38,31,9,6,8,3,59,12,8,3,6,0,28,9,0,3,0,0,7,66,32,45,754,19,924,33,0,0,5,0,40,8,0,0,0,0,10,3,0,0,11,0,17,3,0,3,4,0,4,4,0,0,0,0,3,0,0,0,0,0,0,8,3,7,25,0,43,94,26,21,80,7,226,18,10,6,517,1136,1692,707,385,287,11056,1548,13973,8,181
LGA15350,189,1223,933,5990,176,8519,0,0,0,3,0,5,614,38,30,44,19,737,88,6,8,28,0,130,222,73,31,44,3,368,3536,1029,689,4570,155,9985,93,3,6,0,7,105,184,37,22,63,4,308,451,66,71,378,11,974,226,68,28,85,8,412,120,23,5,22,0,172,214,8,3,6,0,233,737,231,192,2176,53,3389,405,122,51,235,19,825,66,3,3,0,0,77,51,15,16,23,0,107,34,3,0,4,0,34,40,10,3,12,0,69,35,5,0,0,3,45,318,47,45,18,6,434,150,27,17,20,3,220,96,11,6,27,0,138,823,239,169,1380,47,2660,68,10,6,7,0,92,261,22,16,0,3,299,96,10,3,6,3,124,50,3,0,0,0,59,36,0,3,0,0,43,34,0,0,0,0,36,116,21,8,67,4,220,1628,224,171,177,48,2240,138,43,31,214,1758,2185,9064,2195,1545,11233,2198,26237,198,1215
LGA15520,26,207,184,4730,114,5266,0,0,0,101,0,103,23,5,0,14,4,39,9,0,0,3,0,8,57,11,7,32,0,115,293,208,179,3148,48,3882,9,0,3,0,0,17,7,0,3,32,0,43,47,20,10,276,13,363,12,3,3,6,0,25,8,3,0,0,0,11,17,0,0,0,4,24,40,43,24,1037,19,1154,83,23,10,180,0,296,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,5,0,19,3,7,0,3,0,11,21,3,9,0,0,31,15,4,3,3,0,23,5,6,0,0,0,13,95,45,51,863,13,1067,4,0,0,0,0,9,4,0,0,0,0,7,0,0,0,9,0,13,0,0,0,0,0,0,10,0,0,0,0,10,5,0,0,0,0,5,11,0,0,17,0,31,68,9,10,46,5,142,21,5,12,269,509,819,770,397,324,8582,711,10782,22,182
LGA15560,3,69,73,1952,63,2166,0,0,0,35,0,35,13,0,0,5,0,15,0,0,0,0,0,0,24,3,3,13,0,43,106,68,57,1100,34,1358,9,0,0,0,0,15,0,0,0,7,0,7,30,8,3,108,0,146,3,0,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,3,13,13,6,455,14,502,48,22,3,68,0,139,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,5,8,0,3,3,0,10,8,6,3,0,3,16,3,3,3,0,0,10,3,0,0,4,0,7,41,11,19,321,5,397,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,9,57,6,11,24,0,94,7,3,11,140,147,304,316,147,122,3306,252,4145,7,72
LGA15650,27,360,265,7048,172,7865,0,0,0,69,0,79,45,0,3,23,0,70,8,3,0,0,0,7,53,28,32,58,0,171,394,305,215,4336,159,5420,24,0,13,0,0,33,11,0,6,20,3,36,48,35,17,493,23,613,12,3,0,14,3,30,8,0,4,6,0,18,8,0,0,7,0,19,108,66,40,1272,29,1512,29,19,11,77,4,145,0,0,0,0,0,0,7,3,0,9,0,20,0,0,0,0,0,0,16,5,4,20,0,43,16,0,3,6,0,29,29,11,13,7,0,68,18,11,3,15,0,45,3,0,0,3,0,7,109,75,61,721,24,993,7,0,0,3,0,9,9,0,3,0,0,16,10,3,3,21,7,42,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,17,9,3,22,0,47,154,39,31,90,9,318,21,20,12,512,994,1565,1022,616,441,11805,1353,15236,29,356
LGA15700,63,585,405,7526,249,8827,0,3,9,309,7,327,24,3,7,35,3,69,12,3,0,4,0,21,99,24,11,47,3,192,1028,532,330,4784,188,6864,23,0,20,3,0,43,32,3,11,38,0,80,138,33,22,402,19,613,18,4,3,14,4,43,23,10,0,7,0,46,23,0,3,11,0,37,138,124,59,1510,60,1892,73,30,16,139,5,259,0,0,0,0,0,0,3,0,0,11,0,19,0,0,0,0,0,0,18,4,3,14,0,46,16,10,5,4,0,45,61,30,23,8,0,121,37,7,3,13,0,59,18,9,0,0,0,26,239,127,91,1135,41,1629,17,0,3,4,0,29,10,3,7,4,0,22,13,6,3,23,0,43,0,3,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,31,7,12,33,0,85,206,67,41,150,13,478,46,29,19,385,841,1318,2004,1018,674,12896,1313,17894,52,526
LGA15750,31,226,196,6696,220,7363,0,0,0,93,9,101,28,5,0,30,3,66,0,0,0,0,0,0,45,14,3,25,3,94,226,203,141,3765,157,4487,15,0,3,0,0,20,7,3,0,22,0,30,47,22,9,406,21,497,11,3,0,11,0,29,7,0,0,0,0,8,10,0,0,0,3,14,45,44,22,1014,18,1140,13,3,0,27,0,45,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,5,5,0,7,0,16,13,0,12,3,0,33,15,8,16,4,0,45,6,0,4,11,0,23,0,3,0,13,0,11,72,48,36,735,12,915,3,3,0,0,0,10,14,0,0,0,0,13,4,0,3,26,0,38,12,0,0,7,0,19,5,0,0,0,0,7,0,0,0,0,0,0,10,3,0,31,3,48,83,24,16,68,7,199,10,9,8,445,516,984,615,397,291,10930,880,13113,23,206
LGA15800,15,117,69,2882,95,3170,0,4,0,43,4,51,10,0,0,23,0,26,3,3,0,0,0,5,20,7,0,12,3,35,102,112,72,1715,55,2055,4,0,0,0,0,9,0,0,0,10,0,9,22,18,9,241,11,300,0,0,0,4,0,8,3,0,0,0,0,3,0,0,0,0,0,0,18,22,12,626,20,699,26,18,4,97,4,140,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,9,0,3,3,0,10,18,0,0,13,0,27,5,0,0,3,0,4,35,30,23,431,5,516,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,11,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,22,59,15,4,26,0,103,9,5,0,158,248,418,324,219,119,4939,411,6011,8,119
LGA15850,10,130,99,3337,78,3655,0,0,0,70,0,74,6,0,0,14,0,22,6,0,0,0,0,7,18,0,6,5,0,33,124,130,89,1936,62,2348,0,0,0,0,0,0,0,0,0,12,0,18,23,13,11,140,3,198,0,5,0,6,0,10,0,0,0,0,0,0,3,0,0,0,0,3,32,34,16,610,14,697,13,6,0,33,3,53,0,0,0,0,0,0,3,0,0,4,0,9,0,0,0,0,0,0,7,0,0,7,0,12,14,5,7,5,0,30,9,0,0,3,0,19,6,0,0,3,0,9,0,0,0,0,0,0,43,32,29,406,8,511,3,0,0,0,0,3,3,0,0,0,0,7,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,13,0,15,36,7,16,34,0,98,10,5,3,190,200,406,318,232,162,5445,344,6511,6,134
LGA15900,534,4819,3293,53829,1623,64086,0,22,7,320,20,374,1258,79,66,219,36,1665,362,67,11,51,9,497,493,272,176,445,21,1407,5316,4055,2635,37637,1272,50913,466,8,182,11,33,697,155,65,34,366,9,621,950,415,275,3337,87,5058,893,198,60,425,39,1617,132,46,15,45,3,237,544,35,29,40,3,651,997,813,502,12277,349,14936,1503,415,131,1224,84,3349,203,0,5,9,5,227,74,34,9,90,10,214,1271,135,43,172,32,1658,107,52,24,78,5,263,233,64,53,45,15,405,380,192,131,64,29,805,967,159,108,336,20,1589,198,37,28,74,6,336,1756,1146,751,9290,228,13171,464,51,18,52,17,609,176,36,26,9,3,256,196,30,24,97,7,347,182,10,3,12,11,214,67,9,0,4,0,73,213,9,7,5,14,242,268,171,97,758,21,1319,3767,775,526,1118,140,6325,580,201,139,2754,7327,10998,21247,8736,5704,95464,10605,141754,516,4797
LGA15950,374,2345,1622,11568,309,16211,3,0,0,8,0,9,3353,92,129,128,74,3775,222,31,17,33,3,300,457,128,70,110,7,776,6623,1836,1213,8698,300,18675,355,10,18,0,4,385,416,42,29,165,3,653,837,185,132,792,30,1975,348,90,37,179,3,656,273,51,18,26,5,374,858,25,25,5,7,924,1542,513,309,4579,118,7055,717,233,90,393,21,1452,397,6,0,4,7,421,123,19,13,65,0,216,76,6,0,9,0,91,97,27,37,31,0,199,135,12,8,3,6,159,639,119,75,23,20,866,425,82,33,90,7,638,278,47,22,39,13,397,1568,484,316,2877,69,5315,143,25,6,18,0,190,498,33,18,6,9,570,244,15,13,23,3,303,184,11,6,0,4,207,53,6,0,0,0,60,111,0,0,3,0,117,215,42,34,149,12,444,4976,425,348,435,117,6295,296,62,46,336,5916,6663,22597,4171,2780,21923,6787,58260,405,2299
LGA15990,1630,11152,8088,60534,1925,83326,3,11,0,80,3,94,4794,193,250,357,156,5752,1260,176,81,231,35,1780,2511,664,350,723,75,4323,26926,8804,6085,38496,1737,82051,1204,21,150,14,35,1421,1135,205,167,577,33,2114,3174,761,415,3049,168,7562,1204,322,113,581,57,2276,526,125,40,95,8,798,1058,95,28,34,31,1252,4955,1834,1194,15554,510,24040,5331,1245,456,2336,260,9633,848,9,16,13,27,910,369,110,41,131,17,667,166,14,7,18,3,210,339,104,73,137,17,674,817,112,58,23,52,1053,1884,520,402,152,69,3025,883,135,96,173,26,1313,561,70,59,131,21,835,5417,1954,1413,10616,314,19708,1491,127,48,110,29,1802,1449,136,124,31,28,1761,739,55,53,135,29,1013,165,41,22,10,10,245,141,16,9,4,6,176,293,7,12,3,9,325,917,195,131,539,24,1806,12984,1927,1523,1612,374,18420,1519,361,291,2440,11779,16392,72678,19037,13143,103803,16450,225102,1880,11318
LGA16100,12,153,89,2061,64,2379,0,0,0,3,0,3,14,0,0,4,0,15,5,4,0,0,0,8,31,8,10,17,0,67,203,125,76,1356,28,1779,6,0,0,0,0,6,0,3,0,9,0,17,38,14,4,78,0,134,7,3,0,5,0,20,9,0,3,0,0,11,3,0,0,0,0,3,35,23,9,639,18,723,34,14,3,28,3,81,0,0,0,0,0,0,3,6,0,0,0,11,0,0,0,0,0,0,0,0,3,3,0,7,38,0,4,3,0,44,20,10,8,3,4,46,15,3,0,8,0,27,7,0,0,0,0,7,47,43,13,295,6,401,16,0,3,3,0,20,4,0,0,0,0,8,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,21,0,33,86,21,12,29,3,150,19,8,6,133,284,452,539,269,151,3692,382,5029,11,137
LGA16150,107,958,692,15320,540,17608,0,10,0,127,8,138,143,16,7,87,5,263,64,12,3,16,0,95,171,64,37,124,4,391,1011,841,527,9969,374,12717,83,3,23,0,0,112,18,16,6,76,0,120,215,87,60,852,35,1247,57,18,4,35,3,117,40,5,8,15,3,68,50,3,0,8,8,65,215,180,83,3537,96,4112,257,79,38,336,20,725,12,0,0,0,0,12,31,21,0,27,0,79,12,10,3,6,0,29,16,14,8,25,0,58,70,22,14,4,4,112,95,33,39,28,3,207,120,13,18,49,8,209,123,3,15,37,5,179,265,218,147,2184,49,2866,36,5,5,9,0,57,23,6,0,4,0,31,48,4,0,31,3,78,18,9,4,0,3,29,11,0,0,0,9,21,3,0,0,0,3,12,50,15,20,112,10,206,514,116,66,271,26,999,87,39,19,976,1584,2714,3327,1709,1090,26651,2566,35338,94,989
LGA16200,23,323,249,6979,191,7765,0,0,0,86,10,95,19,3,0,20,0,50,6,4,0,0,0,12,68,26,14,52,3,164,298,286,200,4305,197,5278,24,3,17,4,0,47,3,3,0,42,0,48,38,25,18,445,13,538,3,0,0,10,0,7,8,0,0,0,0,11,11,0,0,0,0,16,67,51,43,1391,42,1594,18,13,19,80,7,133,3,0,0,0,0,0,13,3,0,18,0,34,0,0,0,0,0,0,7,3,0,13,0,28,6,3,0,10,6,25,27,9,13,10,0,54,24,7,5,12,0,44,9,0,0,0,0,9,66,74,54,837,23,1055,3,3,0,6,0,15,20,0,0,0,0,18,8,0,0,12,0,23,14,0,0,0,3,19,0,3,0,0,0,3,7,0,0,0,0,10,7,3,4,37,0,52,110,32,10,71,11,241,22,16,7,416,397,860,807,550,400,11730,804,14284,31,281
LGA16260,1750,5018,3432,32541,979,43727,10,19,3,144,6,191,23887,216,299,251,457,25112,738,95,31,91,11,970,768,229,116,219,19,1362,8515,3655,2349,19595,839,34944,2365,26,164,15,62,2638,377,75,48,216,9,730,1297,318,185,1582,62,3442,1449,208,80,462,38,2242,387,78,21,32,7,520,10006,87,72,25,167,10355,1806,881,556,7926,203,11369,2582,684,256,1267,94,4889,5587,12,47,4,144,5798,5137,684,304,795,222,7146,121,15,5,8,5,155,821,205,90,244,23,1386,718,56,39,27,34,869,736,207,200,70,27,1239,978,92,55,132,17,1273,602,50,27,73,19,771,1951,921,620,5049,149,8687,605,55,28,35,11,737,457,56,23,14,9,565,793,51,26,63,21,964,2189,28,16,5,43,2287,774,46,21,4,36,875,853,9,14,8,20,910,239,92,41,295,9,676,15653,910,689,891,459,18611,2135,210,152,1300,12045,15837,88397,9446,6130,55160,15607,174730,1890,4600
LGA16350,1559,7295,4773,55113,1885,70626,9,37,22,396,18,479,1487,86,68,217,45,1899,1395,147,69,195,50,1861,1413,443,309,648,69,2885,11934,5495,3833,29754,1612,52630,3227,86,184,18,110,3620,334,61,33,269,14,710,1770,555,323,2479,140,5271,1226,240,120,507,48,2129,599,61,35,101,9,804,2686,83,72,70,62,2965,2613,1096,717,9218,338,13973,2689,896,349,1875,143,5950,167,4,4,3,3,181,1211,197,71,122,46,1646,204,22,9,28,3,263,3273,776,416,1737,123,6326,884,152,54,40,63,1195,667,233,176,91,39,1211,1160,191,119,305,29,1805,280,56,31,87,13,466,2833,1181,854,5782,245,10888,687,102,37,82,18,930,536,61,49,17,19,680,732,89,44,123,36,1029,690,21,22,12,10,745,542,56,28,22,19,669,259,11,9,5,8,296,406,109,56,309,8,889,9145,1126,709,1040,394,12416,1630,338,269,2780,7576,12591,50616,13110,8435,87936,12050,172141,1513,7093
