LGA_CODE_2016,C06_0_74_1PF_CU15DS,C06_0_74_1PF_CU15NDS,C06_0_74_1PFnCU15DS,C06_0_74_1PF_NDCO,C06_0_74_T,C06_75_99_1PF_CU15DS,C06_75_99_1PF_CU15NDS,C06_75_99_1PFnCU15DS,C06_75_99_1PF_NDCO,C06_75_99_T,C06_100_149_1PF_CU15DS,C06_100_149_1PF_CU15NDS,C06_100_149_1PFnCU15DS,C06_100_149_1PF_NDCO,C06_100_149_T,C06_150_199_1PF_CU15DS,C06_150_199_1PF_CU15NDS,C06_150_199_1PFnCU15DS,C06_150_199_1PF_NDCO,C06_150_199_T,C06_200_224_1PF_CU15DS,C06_200_224_1PF_CU15NDS,C06_200_224_1PFnCU15DS,C06_200_224_1PF_NDCO,C06_200_224_T,C06_225_274_1PF_CU15DS,C06_225_274_1PF_CU15NDS,C06_225_274_1PFnCU15DS,C06_225_274_1PF_NDCO,C06_225_274_T,C06_275_349_1PF_CU15DS,C06_275_349_1PF_CU15NDS,C06_275_349_1PFnCU15DS,C06_275_349_1PF_NDCO,C06_275_349_T,C06_350_449_1PF_CU15DS,C06_350_449_1PF_CU15NDS,C06_350_449_1PFnCU15DS,C06_350_449_1PF_NDCO,C06_350_449_T,C06_450_549_1PF_CU15DS,C06_450_549_1PF_CU15NDS,C06_450_549_1PFnCU15DS,C06_450_549_1PF_NDCO,C06_450_549_T,C06_550_649_1PF_CU15DS,C06_550_649_1PF_CU15NDS,C06_550_649_1PFnCU15DS,C06_550_649_1PF_NDCO,C06_550_649_T,C06_650_749_1PF_CU15DS,C06_650_749_1PF_CU15NDS,C06_650_749_1PFnCU15DS,C06_650_749_1PF_NDCO,C06_650_749_T,C06_750_849_1PF_CU15DS,C06_750_849_1PF_CU15NDS,C06_750_849_1PFnCU15DS,C06_750_849_1PF_NDCO,C06_750_849_T,C06_850_949_1PF_CU15DS,C06_850_949_1PF_CU15NDS,C06_850_949_1PFnCU15DS,C06_850_949_1PF_NDCO,C06_850_949_T,C06_950ov_1PF_CU15DS,C06_950ov_1PF_CU15NDS,C06_950ov_1PFnCU15DS,C06_950ov_1PF_NDCO,C06_950ov_T,C06_Rns_1PF_CU15DS,C06_Rns_1PF_CU15NDS,C06_Rns_1PFnCU15DS,C06_Rns_1PF_NDCO,C06_Rns_T,C06_Tot_1PF_CU15DS,C06_Tot_1PF_CU15NDS,C06_Tot_1PFnCU15DS,C06_Tot_1PF_NDCO,C06_Tot_T,C11_0_74_1PF_CU15DS,C11_0_74_1PF_CU15NDS,C11_0_74_1PFnCU15DS,C11_0_74_1PF_NDCO,C11_0_74_T,C11_75_99_1PF_CU15DS,C11_75_99_1PF_CU15NDS,C11_75_99_1PFnCU15DS,C11_75_99_1PF_NDCO,C11_75_99_T,C11_100_149_1PF_CU15DS,C11_100_149_1PF_CU15NDS,C11_100_149_1PFnCU15DS,C11_100_149_1PF_NDCO,C11_100_149_T,C11_150_199_1PF_CU15DS,C11_150_199_1PF_CU15NDS,C11_150_199_1PFnCU15DS,C11_150_199_1PF_NDCO,C11_150_199_T,C11_200_224_1PF_CU15DS,C11_200_224_1PF_CU15NDS,C11_200_224_1PFnCU15DS,C11_200_224_1PF_NDCO,C11_200_224_T,C11_225_274_1PF_CU15DS,C11_225_274_1PF_CU15NDS,C11_225_274_1PFnCU15DS,C11_225_274_1PF_NDCO,C11_225_274_T,C11_275_349_1PF_CU15DS,C11_275_349_1PF_CU15NDS,C11_275_349_1PFnCU15DS,C11_275_349_1PF_NDCO,C11_275_349_T,C11_350_449_1PF_CU15DS,C11_350_449_1PF_CU15NDS,C11_350_449_1PFnCU15DS,C11_350_449_1PF_NDCO,C11_350_449_T,C11_450_549_1PF_CU15DS,C11_450_549_1PF_CU15NDS,C11_450_549_1PFnCU15DS,C11_450_549_1PF_NDCO,C11_450_549_T,C11_550_649_1PF_CU15DS,C11_550_649_1PF_CU15NDS,C11_550_649_1PFnCU15DS,C11_550_649_1PF_NDCO,C11_550_649_T,C11_650_749_1PF_CU15DS,C11_650_749_1PF_CU15NDS,C11_650_749_1PFnCU15DS,C11_650_749_1PF_NDCO,C11_650_749_T,C11_750_849_1PF_CU15DS,C11_750_849_1PF_CU15NDS,C11_750_849_1PFnCU15DS,C11_750_849_1PF_NDCO,C11_750_849_T,C11_850_949_1PF_CU15DS,C11_850_949_1PF_CU15NDS,C11_850_949_1PFnCU15DS,C11_850_949_1PF_NDCO,C11_850_949_T,C11_950ov_1PF_CU15_DS,C11_950ov_1PF_CU15_NDS,C11_950ov_1PFnoCU15_DS,C11_950ov_1PF_NDCO,C11_950ov_T,C11_Rns_1PF_CU15DS,C11_Rns_1PF_CU15NDS,C11_Rns_1PFnCU15DS,C11_Rns_1PF_NDCO,C11_Rns_T,C11_Tot_1PF_CU15DS,C11_Tot_1PF_CU15NDS,C11_Tot_1PFnCU15DS,C11_Tot_1PF_NDCO,C11_Tot_T,C16_0_74_1PF_CU15DS,C16_0_74_1PF_CU15NDS,C16_0_74_1PFnCU15DS,C16_0_74_1PF_NDCO,C16_0_74_T,C16_75_99_1PF_CU15DS,C16_75_99_1PF_CU15NDS,C16_75_99_1PFnCU15DS,C16_75_99_1PF_NDCO,C16_75_99_T,C16_100_149_1PF_CU15DS,C16_100_149_1PF_CU15NDS,C16_100_149_1PFnCU15DS,C16_100_149_1PF_NDCO,C16_100_149_T,C16_150_199_1PF_CU15DS,C16_150_199_1PF_CU15NDS,C16_150_199_1PFnCU15DS,C16_150_199_1PF_NDCO,C16_150_199_T,C16_200_224_1PF_CU15DS,C16_200_224_1PF_CU15NDS,C16_200_224_1PFnCU15DS,C16_200_224_1PF_NDCO,C16_200_224_T,C16_225_274_1PF_CU15DS,C16_225_274_1PF_CU15NDS,C16_225_274_1PFnCU15DS,C16_225_274_1PF_NDCO,C16_225_274_T,C16_275_349_1PF_CU15DS,C16_275_349_1PF_CU15NDS,C16_275_349_1PFnCU15DS,C16_275_349_1PF_NDCO,C16_275_349_T,C16_350_449_1PF_CU15DS,C16_350_449_1PF_CU15NDS,C16_350_449_1PFnCU15DS,C16_350_449_1PF_NDCO,C16_350_449_T
LGA17750,0,53,18,22,92,7,171,12,12,203,25,224,18,57,323,23,197,27,68,322,12,133,15,31,192,12,110,23,16,154,8,26,4,7,48,0,8,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,12,6,31,3,4,44,99,950,125,227,1397,6,18,8,14,46,0,40,5,16,63,3,141,13,30,189,12,132,20,60,225,14,106,18,26,175,28,191,20,33,272,31,192,20,47,300,18,53,8,17,87,3,6,0,3,14,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,7,8,52,124,920,128,262,1433,0,11,11,4,19,0,11,3,4,23,4,100,5,26,139,16,75,14,43,150,5,67,11,38,121,21,160,27,50,254,43,306,41,78,478,41,118,25,38,227
LGA17850,0,7,0,3,7,0,4,0,0,3,4,15,0,0,19,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,0,7,38,0,0,0,3,4,0,0,0,0,3,3,16,0,0,14,4,10,0,0,19,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,9,32,0,10,50,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,11,0,3,10,3,10,0,3,10,0,3,0,3,7,3,0,0,0,3,0,0,0,0,0
LGA17900,0,31,0,15,48,3,26,4,6,35,6,36,0,12,60,0,18,0,7,29,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,3,8,26,15,141,10,42,205,3,16,3,4,33,0,6,0,4,12,7,67,3,20,95,0,41,4,3,54,0,6,0,0,9,0,0,0,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,8,17,146,11,42,213,0,13,0,9,28,0,0,0,0,0,0,23,0,13,39,3,54,3,23,90,3,21,0,3,39,4,16,3,3,30,0,4,0,0,6,0,0,0,0,3
LGA17950,0,7,0,0,11,0,9,0,0,13,0,24,0,3,32,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42,0,9,62,0,3,0,0,6,0,5,0,0,4,3,21,3,8,37,0,4,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,7,39,5,16,64,0,3,0,0,8,0,0,0,0,0,4,10,0,0,15,3,12,0,3,16,0,3,4,0,10,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0
LGA18020,4,17,3,6,25,0,15,3,3,19,7,75,9,9,102,0,14,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,13,123,13,17,176,3,10,6,0,19,3,4,0,5,8,3,44,4,10,61,6,46,7,10,65,3,3,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,21,109,21,21,171,3,4,0,0,10,0,3,0,0,3,0,15,3,7,25,10,38,3,6,65,4,23,4,9,40,3,15,0,3,23,0,0,0,4,5,3,0,0,0,3
LGA18050,0,8,6,19,36,0,10,0,4,14,3,12,4,7,22,3,12,9,8,22,0,10,0,12,20,3,34,13,18,65,4,108,38,45,196,8,80,33,42,162,8,37,18,14,80,0,30,14,4,50,0,5,3,3,14,0,4,3,0,12,0,3,0,0,8,0,5,0,0,11,3,7,0,7,17,45,353,141,184,726,0,11,4,6,25,0,3,0,8,7,0,3,0,0,9,0,16,0,3,18,5,3,0,3,12,0,10,0,3,16,0,29,5,13,52,6,75,21,44,153,10,71,34,42,148,4,38,20,9,75,3,33,5,8,50,0,22,13,0,39,0,14,8,7,28,13,24,13,8,53,3,6,4,15,30,46,363,127,175,719,0,8,3,9,20,0,0,0,0,0,0,3,3,6,18,0,5,0,6,13,0,0,3,3,9,0,4,0,3,11,3,3,4,7,16,0,22,9,14,45
LGA18100,3,3,0,3,6,0,3,0,0,3,7,10,0,0,19,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,0,4,30,0,4,0,0,8,0,3,0,0,4,0,16,3,0,15,3,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,32,3,7,52,0,0,0,3,3,0,0,0,0,0,0,6,0,3,5,5,6,0,0,15,0,4,0,0,9,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA18200,0,11,0,0,10,0,13,0,0,17,5,41,0,13,57,3,20,0,6,24,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,7,89,8,22,126,0,3,0,0,5,0,0,0,0,0,0,15,0,7,25,6,45,3,13,67,0,4,0,0,4,0,5,0,4,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,78,3,26,120,0,4,0,3,5,0,0,0,3,3,3,10,0,5,20,4,18,0,7,31,3,13,3,8,28,0,18,0,0,18,0,4,0,0,6,0,3,0,0,3
LGA18230,3,54,10,21,81,6,101,6,15,130,28,233,14,62,338,35,308,30,58,431,21,81,5,14,128,3,50,0,9,61,0,10,4,0,11,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,34,0,6,43,101,885,73,185,1242,8,16,3,17,42,3,24,3,9,37,14,178,14,56,266,24,198,23,57,300,18,114,17,16,169,56,170,22,32,281,15,72,18,14,113,3,13,4,3,24,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,20,3,9,32,145,803,104,215,1269,0,14,0,8,31,4,6,0,3,12,5,50,6,21,82,12,107,9,40,173,12,75,15,30,132,20,144,20,50,229,35,244,41,70,394,32,143,25,29,227
LGA18250,3,18,12,12,39,0,13,0,0,20,0,13,6,5,23,0,9,4,9,22,0,4,3,3,15,0,19,15,8,48,12,76,46,48,177,12,87,53,38,191,14,57,38,29,134,5,14,10,11,45,0,10,4,5,21,3,6,3,0,14,0,0,4,0,8,0,4,7,0,8,0,12,3,4,27,65,340,214,175,800,0,15,6,11,36,0,3,7,8,14,4,11,3,13,29,0,8,4,3,18,0,6,7,3,13,0,3,3,3,11,3,6,10,11,31,3,54,45,38,139,17,100,67,49,224,10,57,33,28,135,13,33,22,16,84,4,15,14,4,42,3,6,6,4,21,4,21,21,8,45,0,18,11,3,31,70,346,253,198,869,0,15,6,8,34,0,0,0,0,4,0,11,4,10,23,0,3,8,11,22,0,0,3,5,10,0,6,3,7,15,3,5,0,13,17,3,19,15,24,60
LGA18350,6,24,4,15,54,3,29,3,3,40,7,52,11,17,82,13,108,12,36,175,6,91,12,20,131,12,87,11,17,131,10,40,10,14,76,0,10,3,0,12,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,11,3,10,0,4,15,64,459,65,133,725,3,11,3,3,26,0,3,0,0,4,3,8,4,16,24,4,48,14,19,90,9,34,5,19,68,13,97,14,34,164,19,128,20,34,205,19,72,7,15,117,11,11,6,4,26,5,6,4,0,20,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,7,3,11,6,0,15,93,440,85,154,771,3,12,0,7,20,0,0,0,0,0,0,3,0,3,5,0,15,0,11,27,0,20,5,4,34,4,39,9,18,68,9,69,24,35,138,25,107,27,47,211
LGA18400,0,12,0,12,26,0,11,0,0,8,3,29,0,4,36,4,72,5,22,107,7,77,9,21,116,13,92,14,17,128,0,17,3,3,25,4,9,0,3,14,0,9,0,3,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,3,14,35,338,34,90,496,3,17,0,8,27,0,0,0,0,0,0,7,4,5,16,0,22,0,7,34,4,26,6,7,46,13,58,11,20,104,22,110,14,36,181,14,59,8,16,96,0,10,3,0,17,0,8,0,3,13,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,12,61,318,54,115,549,0,9,3,3,15,0,0,0,0,0,0,0,0,3,4,3,3,0,5,13,5,14,3,3,28,0,15,8,6,31,9,43,12,29,85,24,120,27,55,227
LGA18450,12,95,39,105,245,40,394,37,54,522,56,409,50,192,713,45,492,96,189,822,42,310,56,127,534,68,454,64,148,740,45,187,49,65,334,8,32,9,18,68,0,5,0,0,12,4,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,3,4,20,11,81,8,32,129,332,2474,417,929,4141,15,49,21,45,130,11,75,31,70,182,58,291,57,84,482,47,257,52,174,535,29,216,54,93,393,53,382,79,175,691,84,541,146,197,966,91,300,77,95,566,20,61,26,27,132,6,21,4,12,44,0,3,0,0,3,0,0,0,3,6,0,0,0,0,0,0,5,0,0,7,9,70,12,48,143,418,2277,559,1029,4279,7,40,9,30,88,0,18,3,15,40,22,176,49,122,372,40,171,42,79,338,21,94,24,123,263,47,173,39,101,353,58,399,125,232,822,115,656,169,291,1233
LGA18500,0,10,5,9,28,0,3,0,0,3,0,3,0,0,4,0,3,0,4,11,0,3,0,3,6,0,5,3,3,16,7,48,12,26,90,13,55,16,31,112,6,33,13,7,58,3,23,4,10,41,0,6,10,9,26,3,8,5,6,18,0,11,3,7,15,3,12,4,3,25,0,8,4,3,17,31,223,79,131,460,3,14,9,6,30,0,4,0,0,3,0,0,3,4,4,0,0,0,3,3,0,0,0,0,5,0,4,0,3,9,0,9,0,7,18,6,37,12,20,83,3,45,23,28,101,0,40,16,20,78,0,23,6,10,37,3,23,4,6,37,0,9,4,4,16,12,42,21,17,94,3,7,13,3,25,38,249,113,139,543,0,3,5,9,18,0,0,0,0,3,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0,3,3,0,6,0,13,3,3,25
LGA18710,0,4,0,4,9,0,10,0,0,14,3,32,5,4,41,3,22,0,5,32,0,21,0,3,25,3,18,0,0,20,0,5,0,0,3,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,16,110,7,21,161,3,4,0,0,10,0,0,0,0,0,0,5,3,4,11,0,19,3,3,21,3,16,0,3,18,0,11,3,9,18,0,19,5,3,24,4,5,3,6,18,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,8,17,89,20,28,153,4,0,3,3,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,12,0,3,0,0,10,0,11,3,7,24,6,32,0,11,45,9,29,0,5,41
LGA19399,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
