LGA_CODE_2016,C11_F_u_a_a_h_FH_One_PFam,C11_F_u_a_a_h_FH_oth_fa,C11_F_u_a_a_h_FH_Tot,C11_F_u_a_a_h_LP_H,C11_F_u_a_a_h_GH,C11_F_u_a_a_h_OH,C11_F_u_a_a_h_Tot,C11_F_u_a_T_FH_CF_no_ch,C11_F_u_a_T_FH_CF_w_ch,C11_F_u_a_T_FH_One_PFam,C11_F_u_a_T_FH_oth_fa,C11_F_u_a_T_FH_Tot,C11_F_u_a_T_LP_H,C11_F_u_a_T_GH,C11_F_u_a_T_OH,C11_F_u_a_T_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_T_FH_CF_no_ch,C11_OD_T_FH_CF_w_ch,C11_OD_T_FH_One_PFam,C11_OD_T_FH_oth_fa,C11_OD_T_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_T_T,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_T,C11_T_FH_CF_no_ch,C11_T_FH_CF_w_ch,C11_T_FH_One_PFam,C11_T_FH_oth_fa,C11_T_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_T_T,C16_S_h_FH_CF_no_ch,C16_S_h_FH_CF_w_ch,C16_S_h_FH_One_PFam,C16_S_h_FH_oth_fa,C16_S_h_FH_Tot,C16_S_h_LP_H,C16_S_h_GH,C16_S_h_OH,C16_S_h_Tot,C16_Sd_r_t_1_FH_CF_no_ch,C16_Sd_r_t_1_FH_CF_w_ch,C16_Sd_r_t_1_FH_One_PFam,C16_Sd_r_t_1_FH_oth_fa,C16_Sd_r_t_1_FH_Tot,C16_Sd_r_t_1_LP_H,C16_Sd_r_t_1_GH,C16_Sd_r_t_1_OH,C16_Sd_r_t_1_Tot,C16_Sd_r_t_2m_FH_CF_no_ch,C16_Sd_r_t_2m_FH_CF_w_ch,C16_Sd_r_t_2m_FH_One_PFam,C16_Sd_r_t_2m_FH_oth_fa,C16_Sd_r_t_2m_FH_Tot,C16_Sd_r_t_2m_LP_H,C16_Sd_r_t_2m_GH,C16_Sd_r_t_2m_OH,C16_Sd_r_t_2m_Tot,C16_Sd_r_t_T_FH_CF_no_ch,C16_Sd_r_t_T_FH_CF_w_ch,C16_Sd_r_t_T_FH_One_PFam,C16_Sd_r_t_T_FH_oth_fa,C16_Sd_r_t_T_FH_Tot,C16_Sd_r_t_T_LP_H,C16_Sd_r_t_T_GH,C16_Sd_r_t_T_OH,C16_Sd_r_t_T_Tot,C16_F_u_a_1_2_FH_CF_no_ch,C16_F_u_a_1_2_FH_CF_w_ch,C16_F_u_a_1_2_FH_One_PFam,C16_F_u_a_1_2_FH_oth_fa,C16_F_u_a_1_2_FH_Tot,C16_F_u_a_1_2_LP_H,C16_F_u_a_1_2_GH,C16_F_u_a_1_2_OH,C16_F_u_a_1_2_Tot,C16_F_u_a_3_FH_CF_no_ch,C16_F_u_a_3_FH_CF_w_ch,C16_F_u_a_3_FH_One_PFam,C16_F_u_a_3_FH_oth_fa,C16_F_u_a_3_FH_Tot,C16_F_u_a_3_LP_H,C16_F_u_a_3_GH,C16_F_u_a_3_OH,C16_F_u_a_3_Tot,C16_F_u_a_4m_FH_CF_no_ch,C16_F_u_a_4m_FH_CF_w_ch,C16_F_u_a_4m_FH_One_PFam,C16_F_u_a_4m_FH_oth_fa,C16_F_u_a_4m_FH_Tot,C16_F_u_a_4m_LP_H,C16_F_u_a_4m_GH,C16_F_u_a_4m_OH,C16_F_u_a_4m_Tot,C16_F_u_a_a_h_FH_CF_no_ch,C16_F_u_a_a_h_FH_CF_w_ch,C16_F_u_a_a_h_FH_One_PFam,C16_F_u_a_a_h_FH_oth_fa,C16_F_u_a_a_h_FH_Tot,C16_F_u_a_a_h_LP_H,C16_F_u_a_a_h_GH,C16_F_u_a_a_h_OH,C16_F_u_a_a_h_Tot,C16_F_u_a_T_FH_CF_no_ch,C16_F_u_a_T_FH_CF_w_ch,C16_F_u_a_T_FH_One_PFam,C16_F_u_a_T_FH_oth_fa,C16_F_u_a_T_FH_Tot,C16_F_u_a_T_LP_H,C16_F_u_a_T_GH,C16_F_u_a_T_OH,C16_F_u_a_T_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_T_FH_CF_no_ch,C16_OD_T_FH_CF_w_ch,C16_OD_T_FH_One_PFam,C16_OD_T_FH_oth_fa,C16_OD_T_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_T_T,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_T,C16_T_FH_CF_no_ch,C16_T_FH_CF_w_ch,C16_T_FH_One_PFam,C16_T_FH_oth_fa
LGA15850,0,0,0,3,0,0,6,9,0,5,5,18,60,5,6,88,0,0,0,0,3,15,0,7,22,0,0,0,0,0,3,0,0,3,5,0,0,0,6,3,0,3,14,5,0,0,0,10,20,0,5,36,3,0,0,0,3,0,0,0,3,683,660,332,32,1705,691,55,94,2546,650,588,301,29,1576,546,45,195,2356,3,0,3,0,10,19,0,9,37,0,0,0,0,0,0,0,0,3,3,0,3,0,10,19,0,9,36,14,3,4,0,19,64,0,8,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,0,0,0,0,9,3,4,0,18,68,0,10,105,0,0,0,0,0,4,0,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,3,8,0,12,21,4,3,0,0,12,16,0,3,23,673,600,310,30
LGA15900,13,0,29,40,14,0,86,1513,436,602,119,2676,4636,819,759,8884,8,3,0,0,11,11,0,29,53,0,0,0,0,0,0,0,47,48,34,23,11,0,75,69,31,26,203,40,26,10,0,82,84,31,105,301,9,3,10,0,22,54,3,8,91,14368,15291,6840,811,37310,17267,3879,2428,60880,10857,14297,5305,590,31050,9098,2483,1067,43697,781,385,489,68,1722,2038,305,181,4247,1357,750,610,72,2790,1783,583,223,5378,2136,1138,1095,138,4507,3817,889,408,9625,538,184,265,43,1032,2189,299,234,3752,387,110,181,31,709,1207,219,203,2349,599,140,93,10,838,853,146,273,2105,28,12,3,3,50,89,14,5,165,1555,450,541,83,2627,4336,680,721,8362,14,5,6,0,20,11,3,48,78,3,0,0,0,4,3,0,76,88,31,20,23,3,75,72,13,25,192,46,25,26,3,102,91,22,151,361,46,29,17,3,98,144,30,20,288,14641,15943,6985,813
LGA15950,0,0,8,8,3,0,25,6389,2111,836,340,9677,8791,1709,2394,22570,14,0,0,0,14,5,0,4,22,0,0,0,0,0,0,0,0,0,17,12,0,0,27,48,7,22,102,31,12,0,0,38,53,7,27,130,13,8,3,0,27,21,8,4,57,8803,4819,1493,441,15557,10690,2176,2942,31365,885,1474,290,32,2681,547,76,160,3464,343,446,107,13,907,322,68,72,1372,913,869,235,27,2049,672,205,200,3120,1258,1316,345,39,2954,991,273,266,4488,1060,691,239,54,2047,1184,307,268,3815,2276,1009,387,106,3771,2784,564,628,7749,3825,1393,484,164,5870,5045,778,1432,13124,5,5,3,0,14,8,3,3,27,7172,3099,1106,319,11697,9022,1654,2338,24712,0,0,0,0,0,3,0,8,10,0,0,0,0,0,0,0,3,3,18,9,4,0,36,19,6,9,69,18,12,4,0,41,28,6,19,86,24,14,0,0,39,48,5,4,97,9351,5914,1748,400
LGA15990,34,0,164,143,10,20,344,7961,3946,2069,309,14287,10475,1894,1910,28564,15,5,3,0,27,54,3,47,133,0,0,0,0,0,5,0,31,38,50,49,26,3,131,89,31,29,275,69,55,37,4,157,146,33,106,437,12,14,4,3,36,29,5,8,78,22771,31933,7541,804,63048,19283,3214,3735,89281,12150,26846,4469,395,43858,5914,933,1564,52279,494,517,164,11,1178,956,76,157,2370,1548,1757,551,39,3892,1641,144,315,6000,2044,2270,706,50,5070,2602,219,479,8371,1757,1266,523,59,3606,2707,370,485,7169,3962,2438,1156,145,7707,4452,914,1007,14078,2871,1439,611,93,5013,3078,541,636,9268,24,18,6,3,57,46,8,6,115,8616,5163,2295,307,16381,10280,1835,2139,30628,29,13,14,0,54,100,4,183,342,3,3,3,0,10,29,0,47,90,77,51,34,3,169,59,22,31,291,107,70,55,3,239,190,29,261,716,91,87,31,0,209,145,25,20,400,23004,34439,7561,754
LGA16100,0,0,0,0,0,0,0,10,0,0,0,9,34,0,3,46,0,0,0,0,5,11,0,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,8,24,0,0,0,0,0,0,0,0,0,593,571,181,5,1351,510,33,83,1969,584,491,178,9,1259,446,43,203,1945,3,0,0,0,0,7,0,3,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,3,15,3,0,3,0,10,25,0,3,33,0,0,0,0,0,9,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,33,0,3,49,3,4,0,0,8,0,0,5,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,0,0,8,3,0,5,13,20,13,9,0,39,21,4,4,71,611,506,191,6
LGA16150,0,0,8,8,0,0,14,97,28,45,7,183,587,35,123,932,11,0,0,0,7,38,0,60,106,0,0,0,0,0,3,0,12,11,0,4,6,0,11,28,9,9,56,13,5,6,0,21,66,9,82,177,3,0,0,0,4,3,0,3,13,3474,4168,1745,142,9530,3880,455,781,14644,3512,4124,1664,106,9409,2848,373,638,13262,196,83,123,4,404,743,55,128,1336,21,17,18,4,59,123,13,30,230,218,104,142,9,468,869,72,156,1559,64,23,37,3,126,351,19,83,572,4,4,0,0,6,27,3,12,56,6,0,0,0,6,8,0,0,17,0,3,0,0,3,3,0,0,6,77,28,37,3,141,385,20,96,647,0,0,0,0,0,16,0,49,68,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,4,13,0,3,0,0,8,26,0,54,86,12,15,3,0,36,90,3,11,136,3819,4266,1845,118
LGA16200,0,0,0,7,0,0,7,17,3,15,3,37,150,3,26,215,9,3,4,0,12,25,0,60,95,0,0,0,0,0,0,0,0,0,8,0,0,0,8,7,0,0,19,15,3,4,0,25,32,0,57,117,0,0,0,0,3,0,0,0,5,1497,1520,676,45,3733,1561,106,386,5790,1361,1412,621,47,3440,1239,86,360,5128,27,12,16,0,57,71,8,36,166,0,0,0,0,0,13,0,5,21,27,12,16,0,57,83,8,45,191,39,11,18,0,69,211,8,71,351,0,0,3,0,3,5,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,14,17,0,70,216,7,75,365,4,3,3,0,11,6,0,46,65,3,0,0,0,5,3,0,0,8,3,3,3,0,5,8,0,0,17,12,6,7,0,19,17,0,48,86,15,11,4,0,28,20,4,24,75,1448,1454,671,46
LGA16260,7,0,38,32,4,8,76,5910,5378,1872,526,13681,7389,1564,1817,24447,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,60,62,13,15,7,3,33,37,13,10,90,13,16,7,3,36,35,9,66,149,19,39,7,3,71,40,6,7,122,16421,25424,6834,1112,49789,14625,2768,3225,70407,7926,16982,3701,440,29055,4652,938,961,35613,489,691,280,21,1476,986,93,173,2730,1839,4069,1063,118,7083,1513,411,375,9382,2323,4756,1343,137,8565,2497,496,546,12107,965,1082,343,85,2482,1903,202,411,4999,2117,3016,868,189,6190,2418,663,695,9967,4430,4670,1076,269,10447,3547,1182,1640,16812,8,12,3,0,24,18,0,4,52,7521,8780,2292,553,19143,7888,2047,2749,31829,3,3,0,0,9,3,0,9,14,0,0,0,0,0,0,0,27,26,31,93,11,4,148,52,23,23,250,39,97,18,4,160,58,28,56,291,58,76,18,4,158,121,20,27,326,17864,30699,7371,1139
LGA16350,30,0,145,92,4,9,248,726,651,522,71,1968,2061,215,330,4575,35,14,13,3,61,97,3,9,166,0,3,0,0,3,0,0,39,48,10,17,10,0,39,26,3,17,80,44,35,23,3,97,119,8,64,292,18,6,0,0,23,56,4,18,103,13265,23687,8804,736,46493,11418,1476,2112,61501,12440,22895,7407,604,43349,7389,1128,2157,54018,483,394,429,31,1333,1287,83,232,2932,897,1160,1026,81,3163,1413,217,356,5142,1377,1547,1457,113,4495,2698,298,583,8072,233,179,228,24,661,909,66,210,1841,281,159,204,21,662,718,94,241,1716,127,72,135,7,343,297,43,111,791,7,11,7,0,22,20,4,5,51,640,420,565,61,1687,1932,204,572,4402,28,5,10,5,52,97,4,58,207,4,6,3,0,15,12,3,21,51,11,8,10,0,35,14,3,9,60,46,28,21,9,97,124,6,83,314,47,73,32,6,156,78,12,11,255,14552,24963,9478,784
LGA16380,3,0,15,18,0,0,37,639,167,334,26,1172,1606,132,389,3300,185,17,35,3,242,339,21,298,896,0,0,0,0,0,3,0,18,22,52,13,14,3,84,104,3,8,196,243,28,45,6,323,446,27,319,1114,3,0,3,0,9,12,0,3,23,9855,6955,3263,206,20280,8017,767,1395,30455,8248,6641,2526,157,17565,4491,587,1074,23715,831,183,343,24,1379,1551,116,183,3231,286,108,171,12,570,372,36,63,1048,1115,291,513,33,1953,1921,154,253,4281,320,70,183,10,583,1118,73,148,1928,99,23,71,9,199,296,39,117,649,308,53,70,3,437,465,71,138,1112,0,0,0,0,0,0,0,0,4,733,147,323,22,1227,1883,187,401,3692,168,11,20,11,210,400,17,367,999,0,0,0,0,3,13,0,36,55,11,9,10,0,32,23,3,5,64,183,19,29,11,249,440,22,406,1114,44,28,16,0,94,80,11,20,212,10324,7138,3407,220
LGA16400,0,0,13,15,0,0,24,270,89,115,3,484,571,47,199,1295,123,10,16,4,158,299,9,152,617,0,3,6,0,6,7,3,0,20,5,3,7,0,21,15,3,11,42,133,18,29,5,180,318,17,164,678,6,0,4,0,12,5,0,4,23,7494,7017,2861,172,17543,5891,547,1255,25231,6663,6670,2312,159,15804,4021,469,1194,21493,492,138,273,11,915,1006,53,261,2240,495,286,253,7,1043,451,67,133,1691,991,421,523,23,1957,1458,115,392,3927,73,22,37,0,135,246,13,38,432,56,15,13,0,83,81,6,40,209,107,16,26,3,153,157,16,36,359,0,4,5,0,10,13,0,3,27,232,56,83,7,383,495,31,118,1023,161,10,23,4,197,308,24,245,773,10,6,0,0,15,3,0,6,19,9,10,10,0,32,15,0,9,48,177,27,34,8,245,320,25,249,842,31,18,13,0,62,56,7,39,163,8095,7185,2969,194
LGA16490,0,0,18,25,3,5,48,404,238,172,36,851,1434,113,294,2690,47,15,11,3,75,89,4,105,269,3,3,0,0,5,5,0,0,13,14,11,3,0,24,17,3,12,56,64,33,12,3,110,113,3,109,336,8,4,0,0,10,5,0,0,15,4892,6646,1918,194,13648,4809,501,1139,20097,4156,6227,1453,106,11943,2451,263,947,15609,319,255,169,14,763,776,42,107,1692,285,224,153,23,680,503,54,75,1314,601,479,323,38,1447,1276,99,189,3005,129,110,83,6,326,585,38,107,1058,85,73,32,5,193,272,23,65,547,182,126,61,12,373,513,42,111,1045,0,7,0,0,7,4,0,3,17,396,310,171,19,902,1376,104,293,2665,8,3,6,0,21,28,0,67,110,5,5,0,0,15,3,0,18,36,4,6,5,0,15,11,0,5,29,20,18,13,0,53,38,0,85,182,18,19,3,5,45,31,5,3,80,5196,7052,1960,170
LGA16550,7,0,38,29,9,3,76,6329,3559,1966,694,12551,9158,3631,2714,28062,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,4,4,36,36,17,3,99,53,45,25,226,36,36,17,3,99,53,45,32,229,10,6,3,0,28,25,12,3,63,11086,13327,4422,1052,29882,12994,4685,3730,51292,2919,6436,1296,250,10902,1821,595,466,13785,683,1351,339,55,2424,798,178,186,3588,949,2265,596,86,3894,760,252,280,5188,1627,3621,932,136,6314,1562,434,463,8776,1217,1012,541,89,2853,2004,752,557,6170,3622,1987,1092,263,6965,4620,2189,1256,15031,2326,1281,518,249,4380,2832,1433,956,9598,13,12,3,0,30,31,11,7,77,7183,4293,2154,602,14229,9493,4382,2773,30878,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,3,3,106,79,44,11,241,130,77,49,494,106,75,44,11,241,132,81,54,504,28,50,9,0,89,85,15,21,216,11863,14471,4437,1002
LGA16610,0,0,0,3,0,0,6,93,36,91,8,229,407,19,53,705,40,4,9,4,55,98,3,238,393,0,0,0,0,3,0,0,0,9,17,14,0,0,25,4,0,5,43,50,17,11,4,87,105,3,249,440,3,0,0,0,5,0,0,0,4,2480,2175,1130,89,5877,2381,205,556,9014,2181,2010,990,92,5272,1711,190,509,7693,76,21,29,3,130,188,14,29,357,34,20,23,7,79,55,15,24,175,108,43,55,4,212,249,28,50,535,77,42,67,7,197,403,31,81,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,42,67,7,197,405,31,81,716,52,3,10,0,61,111,8,240,420,0,0,3,0,3,0,0,14,14,9,8,3,0,22,11,3,5,37,58,14,12,0,86,128,10,260,475,9,9,4,0,15,15,0,8,38,2429,2124,1126,109
LGA16650,7,0,46,36,5,8,90,3273,2733,1304,318,7629,4138,923,1067,13761,10,0,6,0,17,55,0,23,103,0,0,0,0,3,0,0,5,8,46,42,20,9,122,47,24,43,238,53,42,30,15,139,107,26,72,344,19,15,8,0,40,14,3,7,57,8354,11854,3857,643,24712,8195,1502,1950,36359,3686,7274,1921,272,13151,2421,483,575,16630,771,1002,369,50,2188,1099,125,155,3570,475,827,234,33,1561,418,65,99,2147,1246,1824,603,76,3752,1516,187,255,5711,244,225,139,22,632,550,108,124,1417,874,871,475,91,2314,1291,210,301,4116,3350,2420,844,249,6865,2705,1194,866,11629,15,14,9,0,47,32,9,4,97,4495,3532,1470,361,9857,4585,1519,1295,17255,12,3,0,0,13,52,3,26,85,0,0,0,0,0,0,0,15,15,59,61,26,10,155,86,31,43,316,68,63,26,12,170,137,33,79,417,40,18,15,3,79,63,8,20,167,9529,12713,4040,726
LGA16700,4,0,13,11,3,0,26,3096,1906,855,262,6126,4842,1054,724,12745,4,0,0,0,4,10,0,65,73,0,0,0,0,0,0,0,3,3,13,16,4,0,27,14,0,7,51,13,16,4,0,29,23,0,76,131,12,6,0,0,17,7,0,5,27,8980,13110,3467,611,26165,9504,2006,1481,39157,4364,9523,1910,294,16094,2753,686,572,20102,586,842,283,33,1751,732,104,129,2710,891,1412,392,57,2742,1186,229,155,4312,1479,2251,676,89,4494,1919,325,282,7020,287,209,116,26,642,641,57,97,1439,1689,1314,525,165,3693,2392,588,343,7016,2268,1439,417,162,4282,1740,613,373,7012,9,8,0,0,12,8,0,8,29,4250,2966,1061,357,8631,4786,1265,820,15498,5,0,0,0,4,7,0,44,53,0,0,0,0,0,0,0,3,3,23,22,6,0,53,36,16,9,114,29,24,6,0,61,41,16,58,174,40,55,17,0,116,79,15,13,221,10157,14819,3670,741
LGA16900,3,0,4,7,0,0,13,204,81,170,18,476,631,37,73,1216,74,10,25,3,105,179,5,41,330,0,0,0,0,0,0,0,3,3,11,11,17,0,33,13,0,8,49,79,18,37,3,141,187,8,45,384,0,0,0,0,0,5,0,0,4,5818,8155,3220,225,17414,4640,379,564,23001,5144,7844,2686,168,15849,2799,299,724,19666,417,163,271,24,872,735,43,101,1756,381,315,287,15,996,577,70,87,1730,798,481,551,36,1871,1320,118,182,3486,158,77,155,11,406,474,33,91,1002,0,0,0,0,4,7,0,6,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,4,162,77,156,11,409,485,33,99,1025,75,6,15,4,101,200,3,45,348,0,0,0,0,0,0,0,15,15,13,8,10,0,31,17,6,7,57,94,8,26,4,133,212,7,68,415,40,14,11,0,67,45,3,16,129,6236,8428,3434,223
LGA16950,9,0,21,32,0,8,68,250,53,133,17,449,1018,47,106,1625,157,11,22,5,196,389,14,164,766,0,3,0,0,3,0,0,0,9,16,17,4,0,39,12,3,12,67,179,35,30,5,245,404,13,175,832,17,12,0,0,28,32,0,0,61,11893,8669,4260,281,25102,9959,865,1817,37754,11713,8541,3931,257,24440,8083,834,2070,35435,415,114,176,25,724,1183,67,189,2165,121,30,84,5,238,348,21,71,672,529,146,255,24,959,1537,95,257,2841,165,52,93,10,320,570,32,111,1034,0,0,0,0,7,13,0,5,28,0,0,0,0,0,0,0,0,4,0,0,3,0,3,10,0,0,13,164,55,100,10,335,600,29,120,1079,276,46,35,7,366,555,21,243,1177,5,3,0,0,12,12,0,20,37,14,6,12,0,27,19,0,9,57,296,54,48,10,403,581,18,272,1272,75,64,18,0,154,117,4,31,308,12772,8856,4360,302
LGA17000,0,0,0,3,0,0,3,61,22,38,0,123,217,12,33,388,21,3,7,0,31,50,4,41,123,3,3,0,0,5,0,0,16,21,0,6,0,0,13,9,0,7,27,25,12,7,0,42,61,5,56,167,0,0,0,0,3,3,0,0,3,2120,2984,795,52,5952,1602,202,403,8164,1951,2733,705,63,5457,1207,122,488,7281,66,55,65,3,185,171,20,32,408,23,9,29,0,65,108,9,15,193,91,63,91,8,250,277,32,48,610,34,19,33,6,83,169,11,43,314,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,34,19,31,6,90,170,11,43,315,11,3,3,0,21,26,3,23,71,3,0,4,0,9,6,0,0,15,3,0,0,0,4,0,0,6,13,19,3,6,0,26,38,3,35,95,9,16,4,0,26,26,0,6,57,2096,2835,842,75
LGA17040,0,0,0,5,0,6,9,62,35,26,4,125,189,40,274,632,16,4,0,0,17,34,4,142,193,3,3,0,0,6,7,3,9,22,8,4,3,0,18,12,0,12,39,21,12,3,0,38,53,5,162,255,15,11,3,0,30,45,0,459,525,2172,1969,667,50,4861,2122,219,1527,8728,2047,1839,614,41,4538,1696,159,646,7047,37,20,13,0,67,90,8,42,214,37,18,17,0,68,86,17,114,286,79,37,26,0,141,177,26,155,501,48,18,20,3,90,199,44,477,804,13,3,3,0,17,25,7,54,110,3,4,0,0,5,20,5,40,75,0,0,0,0,0,0,0,0,4,63,25,25,3,114,245,53,572,994,17,13,0,0,24,38,3,154,228,3,4,0,0,7,11,0,11,25,8,5,3,0,14,13,0,4,33,25,20,6,0,47,63,6,173,283,63,44,15,0,122,112,11,160,404,2271,1959,682,49
LGA17080,0,0,0,0,0,0,0,38,7,20,3,67,194,8,43,314,0,0,0,0,4,25,0,34,64,3,0,0,0,3,6,0,0,4,11,0,0,0,14,10,0,0,24,13,4,0,0,22,33,0,34,96,4,0,0,0,4,16,0,0,20,1696,1548,532,38,3811,1586,91,264,5749,1686,1341,533,47,3605,1345,87,421,5459,15,0,5,0,19,86,0,12,124,0,0,3,0,8,18,3,3,31,19,3,7,0,25,102,4,15,150,24,11,7,3,44,104,6,31,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,11,7,3,41,104,6,31,185,6,3,0,0,12,13,0,23,41,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,3,12,8,3,7,0,15,14,0,24,53,8,15,3,0,22,9,3,3,41,1745,1366,551,50
LGA17100,0,0,0,0,0,0,4,1294,1393,487,139,3314,1038,465,524,5341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4,0,25,9,0,4,41,8,8,4,0,25,9,0,4,41,0,0,0,0,6,3,0,0,7,2567,4565,1229,249,8617,2151,613,806,12180,1053,2789,591,89,4518,639,141,186,5482,20,39,24,0,87,49,8,10,156,117,257,121,13,514,101,48,62,719,143,302,138,15,600,157,53,70,879,221,341,87,18,660,381,100,58,1192,485,690,193,50,1428,480,191,117,2216,818,897,259,104,2085,501,492,420,3497,0,0,0,0,0,3,0,0,3,1528,1928,535,171,4166,1366,780,596,6910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,34,12,6,77,31,26,12,147,23,34,12,6,77,31,26,12,143,20,22,14,6,63,26,21,8,123,2771,5077,1292,293
LGA17150,16,0,53,63,4,3,124,4107,1881,1664,225,7876,7154,998,1129,17161,27,10,23,0,59,95,3,44,197,0,0,0,0,3,3,0,16,20,29,31,25,3,84,57,6,15,160,51,37,46,3,139,154,10,73,377,5,3,0,0,12,5,0,0,18,19357,29526,7581,706,57169,16307,1869,2445,77788,12264,25261,4433,411,42366,5722,616,1018,49718,544,542,277,20,1376,1039,43,147,2606,2093,2325,1093,74,5581,2155,175,324,8238,2636,2868,1371,88,6956,3189,219,477,10843,826,452,337,22,1638,1826,157,322,3945,2281,1324,1054,121,4793,3263,492,554,9103,1380,680,400,61,2524,1793,211,353,4877,8,0,3,0,11,11,3,3,23,4496,2463,1794,213,8967,6887,869,1230,17950,31,16,16,0,63,102,10,38,209,0,0,0,0,0,3,0,10,21,46,38,23,0,109,63,20,26,217,83,52,40,3,170,170,27,75,442,53,46,16,4,117,69,12,12,209,19528,30692,7647,713
