LGA_CODE_2016,C06_CFNC_BF_N,C06_CFNC_BF_1_149,C06_CFNC_BF_150_299,C06_CFNC_BF_300_399,C06_CFNC_BF_400_499,C06_CFNC_BF_500_649,C06_CFNC_BF_650_799,C06_CFNC_BF_800_999,C06_CFNC_BF_1000_1499,C06_CFNC_BF_1500_1999,C06_CFNC_BF_2000_2499,C06_CFNC_BF_2500_2999,C06_CFNC_BF_3000_3999,C06_CFNC_BF_4000m,C06_CFNC_BF_Ns,C06_CFNC_BF_T,C06_CFNC_BPT_N,C06_CFNC_BPT_1_149,C06_CFNC_BPT_150_299,C06_CFNC_BPT_300_399,C06_CFNC_BPT_400_499,C06_CFNC_BPT_500_649,C06_CFNC_BPT_650_799,C06_CFNC_BPT_800_999,C06_CFNC_BPT_1000_1499,C06_CFNC_BPT_1500_1999,C06_CFNC_BPT_2000_2499,C06_CFNC_BPT_2500_2999,C06_CFNC_BPT_3000_3999,C06_CFNC_BPT_4000m,C06_CFNC_BPT_Ns,C06_CFNC_BPT_T,C06_CFNC_1F1P_N,C06_CFNC_1F1P_1_149,C06_CFNC_1F1P_150_299,C06_CFNC_1F1P_300_399,C06_CFNC_1F1P_400_499,C06_CFNC_1F1P_500_649,C06_CFNC_1F1P_650_799,C06_CFNC_1F1P_800_999,C06_CFNC_1F1P_1000_1499,C06_CFNC_1F1P_1500_1999,C06_CFNC_1F1P_2000_2499,C06_CFNC_1F1P_2500_2999,C06_CFNC_1F1P_3000_3999,C06_CFNC_1F1P_4000m,C06_CFNC_1F1P_Ns,C06_CFNC_1F1P_T,C06_CFNC_1E1A_N,C06_CFNC_1E1A_1_149,C06_CFNC_1E1A_150_299,C06_CFNC_1E1A_300_399,C06_CFNC_1E1A_400_499,C06_CFNC_1E1A_500_649,C06_CFNC_1E1A_650_799,C06_CFNC_1E1A_800_999,C06_CFNC_1E1A_1000_1499,C06_CFNC_1E1A_1500_1999,C06_CFNC_1E1A_2000_2499,C06_CFNC_1E1A_2500_2999,C06_CFNC_1E1A_3000_3999,C06_CFNC_1E1A_4000m,C06_CFNC_1E1A_Ns,C06_CFNC_1E1A_T,C06_CFNC_1F1NW_N,C06_CFNC_1F1NW_1_149,C06_CFNC_1F1NW_150_299,C06_CFNC_1F1NW_300_399,C06_CFNC_1F1NW_400_499,C06_CFNC_1F1NW_500_649,C06_CFNC_1F1NW_650_799,C06_CFNC_1F1NW_800_999,C06_CFNC_1F1NW_1000_1499,C06_CFNC_1F1NW_1500_1999,C06_CFNC_1F1NW_2000_2499,C06_CFNC_1F1NW_2500_2999,C06_CFNC_1F1NW_3000_3999,C06_CFNC_1F1NW_4000m,C06_CFNC_1F1NW_Ns,C06_CFNC_1F1NW_T,C06_CFNC_1P1NW_N,C06_CFNC_1P1NW_1_149,C06_CFNC_1P1NW_150_299,C06_CFNC_1P1NW_300_399,C06_CFNC_1P1NW_400_499,C06_CFNC_1P1NW_500_649,C06_CFNC_1P1NW_650_799,C06_CFNC_1P1NW_800_999,C06_CFNC_1P1NW_1000_1499,C06_CFNC_1P1NW_1500_1999,C06_CFNC_1P1NW_2000_2499,C06_CFNC_1P1NW_2500_2999,C06_CFNC_1P1NW_3000_3999,C06_CFNC_1P1NW_4000m,C06_CFNC_1P1NW_Ns,C06_CFNC_1P1NW_T,C06_CFNC_1A1NW_N,C06_CFNC_1A1NW_1_149,C06_CFNC_1A1NW_150_299,C06_CFNC_1A1NW_300_399,C06_CFNC_1A1NW_400_499,C06_CFNC_1A1NW_500_649,C06_CFNC_1A1NW_650_799,C06_CFNC_1A1NW_800_999,C06_CFNC_1A1NW_1000_1499,C06_CFNC_1A1NW_1500_1999,C06_CFNC_1A1NW_2000_2499,C06_CFNC_1A1NW_2500_2999,C06_CFNC_1A1NW_3000_3999,C06_CFNC_1A1NW_4000_m,C06_CFNC_1A1NW_Ns,C06_CFNC_1A1NW_T,C06_CFNC_BA_N,C06_CFNC_BA_1_149,C06_CFNC_BA_150_299,C06_CFNC_BA_300_399,C06_CFNC_BA_400_499,C06_CFNC_BA_500_649,C06_CFNC_BA_650_799,C06_CFNC_BA_800_999,C06_CFNC_BA_1000_1499,C06_CFNC_BA_1500_1999,C06_CFNC_BA_2000_2499,C06_CFNC_BA_2500_2999,C06_CFNC_BA_3000_3999,C06_CFNC_BA_4000_m,C06_CFNC_BA_Ns,C06_CFNC_BA_T,C06_CFNC_BNW_N,C06_CFNC_BNW_1_149,C06_CFNC_BNW_150_299,C06_CFNC_BNW_300_399,C06_CFNC_BNW_400_499,C06_CFNC_BNW_500_649,C06_CFNC_BNW_650_799,C06_CFNC_BNW_800_999,C06_CFNC_BNW_1000_1499,C06_CFNC_BNW_1500_1999,C06_CFNC_BNW_2000_2499,C06_CFNC_BNW_2500_2999,C06_CFNC_BNW_3000_3999,C06_CFNC_BNW_4000m,C06_CFNC_BNW_Ns,C06_CFNC_BNW_T,C06_CFNC_LFns_N,C06_CFNC_LFns_1_149,C06_CFNC_LFns_150_299,C06_CFNC_LFns_300_399,C06_CFNC_LFns_400_499,C06_CFNC_LFns_500_649,C06_CFNC_LFns_650_799,C06_CFNC_LFns_800_999,C06_CFNC_LFns_1000_1499,C06_CFNC_LFns_1500_1999,C06_CFNC_LFns_2000_2499,C06_CFNC_LFns_2500_2999,C06_CFNC_LFns_3000_3999,C06_CFNC_LFns_4000m,C06_CFNC_LFns_Ns,C06_CFNC_LFns_T,C06_CFNC_T_N,C06_CFNC_T_1_149,C06_CFNC_T_150_299,C06_CFNC_T_300_399,C06_CFNC_T_400_499,C06_CFNC_T_500_649,C06_CFNC_T_650_799,C06_CFNC_T_800_999,C06_CFNC_T_1000_1499,C06_CFNC_T_1500_1999,C06_CFNC_T_2000_2499,C06_CFNC_T_2500_2999,C06_CFNC_T_3000_3999,C06_CFNC_T_4000_m,C06_CFNC_T_Ns,C06_CFNC_T_T,C06_CF_BFT_N,C06_CF_BFT_1_149,C06_CF_BFT_150_299,C06_CF_BFT_300_399,C06_CF_BFT_400_499,C06_CF_BFT_500_649,C06_CF_BFT_650_799,C06_CF_BFT_800_999,C06_CF_BFT_1000_1499,C06_CF_BFT_1500_1999,C06_CF_BFT_2000_2499,C06_CF_BFT_2500_2999,C06_CF_BFT_3000_3999,C06_CF_BFT_4000m,C06_CF_BFT_Ns,C06_CF_BFT_T,C06_CF_BPT_N,C06_CF_BPT_1_149,C06_CF_BPT_150_299,C06_CF_BPT_300_399,C06_CF_BPT_400_499,C06_CF_BPT_500_649,C06_CF_BPT_650_799,C06_CF_BPT_800_999
LGA12730,9,0,0,0,9,12,3,5,103,52,28,11,4,0,3,244,0,0,0,0,9,4,3,3,9,7,3,0,0,0,0,34,3,0,0,0,0,5,8,15,63,27,9,3,0,0,3,141,0,0,0,0,0,0,0,3,14,3,3,0,0,0,0,28,0,0,0,0,7,14,16,16,17,14,0,4,0,0,10,96,0,0,3,3,11,16,7,7,4,3,3,0,0,0,6,57,0,0,0,0,0,3,0,0,6,0,0,0,0,0,6,17,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,5,17,3,3,146,59,12,8,31,4,0,0,0,0,13,309,3,0,0,0,3,3,3,0,3,0,0,0,0,0,70,84,20,20,9,10,180,113,56,56,254,106,46,19,5,4,111,1020,3,0,0,5,3,7,3,9,50,53,21,13,5,5,37,209,0,0,0,0,0,3,0,0
LGA12750,6,4,5,0,7,33,6,12,197,86,54,14,13,6,14,466,0,3,3,3,14,42,20,28,66,13,9,0,0,0,4,204,0,0,3,0,0,31,24,45,199,58,37,4,9,3,3,418,0,0,0,0,0,8,3,7,37,11,6,3,3,0,0,83,0,0,0,3,14,41,50,41,95,21,7,11,3,0,16,308,0,3,6,15,43,94,49,47,67,16,7,0,0,0,14,366,0,0,0,3,3,11,10,4,7,3,3,3,0,3,8,50,0,0,0,0,0,6,0,3,7,5,0,0,0,0,3,32,36,74,38,41,977,685,154,169,427,59,30,8,13,7,85,2802,4,3,0,0,22,18,3,0,9,3,0,0,0,0,292,354,55,91,61,72,1081,960,313,350,1115,289,160,53,46,23,432,5098,4,7,3,0,13,20,14,15,142,99,66,44,23,3,75,526,0,0,0,5,4,25,20,31
LGA12850,16,3,0,0,3,34,6,34,689,489,320,121,78,20,33,1848,3,3,0,3,15,35,10,22,77,20,11,6,3,0,8,216,6,0,4,4,4,33,33,91,334,133,58,27,11,0,10,748,3,0,0,3,3,11,3,14,75,46,14,12,3,0,16,202,13,4,6,27,18,233,290,222,334,87,12,22,6,3,84,1360,0,10,22,53,44,126,63,34,45,12,3,4,0,0,14,439,4,3,3,5,9,24,12,22,26,3,0,6,0,0,16,131,0,0,0,0,0,9,3,8,39,10,3,7,0,0,12,94,188,360,143,52,2660,739,87,111,301,41,9,5,3,11,200,4912,8,20,5,7,63,35,15,8,22,4,0,0,0,0,623,816,254,406,192,154,2817,1269,529,565,1942,842,430,205,110,35,1024,10772,27,17,10,4,26,66,27,75,1021,926,780,463,363,150,474,4430,4,3,6,4,21,56,32,61
LGA12870,7,0,3,0,9,6,3,9,105,61,38,11,5,0,6,275,0,0,0,0,5,11,4,10,21,4,3,0,0,0,3,61,3,0,0,0,3,8,9,18,88,39,11,6,5,3,3,197,0,0,0,0,0,3,0,3,19,4,4,0,0,0,3,41,4,0,0,0,0,15,27,18,27,7,0,6,5,0,18,123,0,3,4,0,12,25,10,7,23,0,0,0,0,0,0,97,0,0,0,0,0,0,6,3,7,0,0,0,0,0,7,20,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,18,16,22,12,3,308,164,34,35,77,10,3,0,0,3,31,713,0,4,0,3,11,6,0,0,5,0,0,0,0,0,97,128,32,28,17,14,345,247,86,104,377,127,60,31,18,13,173,1668,5,0,4,0,3,3,4,13,78,73,64,20,5,4,39,322,0,0,0,0,0,0,0,4
LGA12900,7,0,0,3,12,14,0,9,90,50,25,17,7,0,8,235,0,0,0,0,0,3,3,3,5,4,0,0,3,0,0,29,3,0,0,3,8,9,3,14,65,16,6,0,0,0,3,134,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,19,0,0,0,0,3,16,12,6,27,3,0,0,0,0,7,84,0,0,0,3,13,18,8,10,7,0,0,0,0,0,4,63,0,0,0,0,0,3,4,0,4,0,0,0,0,0,6,15,0,0,0,0,3,0,0,0,8,0,3,0,0,0,0,15,4,17,4,3,150,72,16,11,45,3,0,0,0,0,23,348,3,0,0,0,8,3,0,0,0,0,0,0,0,0,57,72,24,20,7,16,197,155,51,58,250,88,32,23,12,3,101,1027,4,6,0,0,3,7,6,12,63,48,38,20,13,3,27,239,0,0,0,0,0,0,4,4
LGA12930,12,4,0,0,4,27,6,32,568,573,570,343,296,115,44,2596,3,6,0,0,13,50,16,31,88,32,27,4,9,7,3,290,4,0,0,0,0,26,45,75,410,222,123,69,102,18,18,1106,0,0,0,4,0,11,10,12,67,40,46,5,22,3,11,233,8,6,0,17,8,146,181,144,299,118,47,85,30,13,44,1153,4,23,41,55,26,114,71,52,144,47,15,7,6,3,12,621,0,3,0,5,0,19,4,10,26,9,0,0,5,0,8,95,0,0,0,0,3,4,0,3,20,17,24,8,7,8,7,107,271,235,78,47,1418,846,149,228,589,110,53,30,27,15,143,4232,10,10,0,7,40,33,3,8,14,3,6,3,3,0,606,746,309,290,129,138,1513,1272,491,596,2233,1175,907,554,503,173,895,11188,6,5,3,0,5,51,25,49,558,658,654,510,570,331,358,3779,3,9,5,7,12,41,36,54
LGA12950,3,4,0,0,8,13,3,6,43,21,5,6,5,0,8,129,0,0,0,0,3,3,0,3,10,0,0,0,0,0,0,22,0,0,0,0,0,6,12,9,33,7,7,0,0,0,3,79,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,3,3,0,6,7,6,4,3,3,0,0,0,3,44,0,0,3,0,3,11,3,4,5,0,0,0,0,0,0,32,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,4,11,0,0,79,34,4,7,12,0,0,0,0,0,6,165,0,0,0,0,3,0,0,0,0,0,0,0,0,0,43,41,16,20,10,4,95,88,29,34,112,41,19,15,9,4,63,539,3,0,3,0,3,4,0,3,30,22,14,10,5,0,10,113,0,0,0,0,0,0,0,3
LGA13010,0,0,0,0,7,18,3,9,71,21,21,15,9,3,4,179,0,0,0,0,8,10,0,3,12,3,0,0,0,0,0,50,0,0,3,4,3,16,12,12,52,17,13,4,0,0,5,133,0,0,0,0,0,0,0,3,12,3,0,0,3,0,3,25,0,0,0,0,3,18,8,8,17,8,0,3,0,0,3,81,0,0,3,7,20,26,3,3,6,8,0,0,0,0,0,84,0,0,0,0,3,4,3,3,0,0,0,0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,14,8,11,8,4,215,76,18,12,39,4,5,0,0,4,10,424,0,0,0,0,9,7,0,0,0,0,0,0,0,0,64,86,19,17,23,19,269,171,48,52,229,60,39,28,13,6,89,1082,0,0,5,0,0,11,6,12,53,31,32,10,12,0,19,187,0,0,0,0,0,0,0,0
LGA13310,3,0,0,3,7,12,3,20,163,121,85,48,35,3,15,508,0,3,0,3,4,9,11,8,31,5,3,3,4,0,0,90,0,3,0,0,3,25,15,31,173,71,30,9,11,3,4,385,0,0,0,0,0,7,3,3,24,17,8,11,0,0,3,70,4,0,0,3,3,37,49,49,93,24,15,7,7,0,10,296,3,7,5,14,8,54,18,20,32,10,3,5,0,0,3,185,0,0,0,0,0,6,6,5,6,3,0,3,0,0,3,35,0,0,0,0,0,0,0,0,6,6,3,3,0,0,0,29,18,45,14,17,366,223,49,36,120,14,7,5,0,3,37,940,0,0,0,0,12,12,4,4,3,0,0,0,0,0,176,213,28,61,28,37,403,379,148,175,654,270,151,98,52,9,254,2752,4,0,0,0,0,6,5,15,115,158,126,84,44,12,73,643,0,0,0,0,3,9,3,11
LGA13340,5,0,0,0,8,21,9,10,101,44,31,12,7,3,12,273,0,0,0,5,10,3,3,4,16,3,3,0,0,0,3,50,0,0,0,3,0,19,15,16,90,27,15,4,9,3,3,201,0,0,0,0,0,3,3,3,10,0,0,3,0,0,0,22,3,3,0,4,0,11,16,23,30,0,8,3,3,0,6,118,4,0,4,0,4,23,5,13,6,0,0,0,0,0,0,56,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,18,0,0,0,0,0,3,3,0,7,5,4,0,0,0,3,23,4,13,3,10,145,61,17,10,31,0,4,3,0,0,15,317,0,0,0,0,11,6,0,0,0,0,0,0,0,0,80,91,25,18,13,16,179,152,73,81,295,89,64,25,18,9,118,1173,0,4,0,0,5,16,3,8,57,54,34,20,10,9,41,259,0,0,0,0,0,8,0,5
LGA13450,7,0,0,0,4,9,13,18,238,141,87,38,23,8,7,592,0,0,0,0,3,9,0,5,32,3,5,4,0,3,3,81,0,0,0,3,0,9,7,27,123,39,20,13,8,6,7,276,0,0,0,0,0,0,0,3,24,3,8,0,3,0,7,57,3,4,0,3,3,20,29,17,46,14,3,17,3,3,8,172,0,4,4,5,8,30,5,5,26,9,3,3,0,0,3,114,0,0,0,0,0,7,3,3,0,5,0,0,0,0,3,25,4,0,0,0,4,3,0,0,7,5,3,0,0,0,4,33,27,41,7,3,256,143,17,15,80,10,12,0,5,5,33,653,0,0,0,0,10,3,0,0,4,3,0,0,0,0,122,156,42,54,20,21,299,240,81,95,573,243,135,75,48,30,203,2150,3,3,0,0,5,20,6,18,136,127,100,58,44,11,118,647,0,0,0,0,3,6,0,3
LGA13510,3,7,0,0,7,18,3,6,93,42,17,13,4,3,4,220,0,0,0,3,0,15,0,7,13,6,5,3,0,0,3,56,0,0,0,0,0,13,11,20,65,26,9,8,5,3,3,170,0,0,0,0,0,3,3,0,13,4,0,0,0,0,0,26,0,0,0,0,3,19,22,22,26,9,0,4,0,0,9,118,0,3,3,8,12,16,10,11,17,0,3,0,0,0,4,83,0,0,0,0,0,8,3,3,5,0,0,0,0,0,0,23,0,0,0,0,0,3,0,3,3,0,0,0,0,0,3,16,13,11,7,3,230,117,19,17,49,3,3,3,0,0,15,500,0,0,0,0,9,6,0,3,3,0,0,0,0,0,76,104,20,25,13,21,258,215,69,93,292,87,43,31,22,12,121,1318,3,3,0,0,0,0,6,5,67,58,32,19,11,9,29,246,0,0,0,0,0,3,3,0
LGA13550,11,3,0,0,3,20,3,10,100,54,33,12,8,3,10,270,4,3,0,0,8,7,4,3,14,0,0,0,0,0,0,44,0,0,0,0,3,13,13,19,81,20,16,0,0,3,5,172,0,0,0,0,0,0,4,3,5,0,3,0,0,0,3,22,0,0,0,0,3,20,23,22,26,10,0,3,0,4,11,122,0,0,0,3,7,17,8,11,10,0,0,0,0,0,0,53,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,4,3,3,0,0,0,0,18,9,27,3,12,222,90,14,20,54,5,3,0,0,3,19,485,0,0,0,0,6,3,3,0,3,0,0,0,0,0,65,86,33,36,11,26,248,179,70,85,302,95,59,19,16,11,115,1294,4,0,5,0,0,0,7,7,78,60,41,16,7,10,39,272,0,0,3,0,0,9,0,3
LGA13660,6,5,0,0,5,22,5,6,62,17,17,9,7,3,0,166,0,0,0,0,3,5,0,0,7,0,3,0,0,0,3,26,3,3,0,0,3,16,4,7,35,12,4,3,3,3,3,99,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,14,0,0,10,5,3,17,12,7,13,3,0,3,0,0,5,75,0,0,0,3,3,8,3,4,3,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,9,0,10,4,3,153,43,3,3,15,0,3,0,0,0,13,268,0,0,0,0,5,0,0,0,0,0,0,0,0,0,49,58,16,19,12,16,178,117,29,37,150,36,30,14,7,7,85,761,6,0,0,3,9,12,7,3,38,18,8,7,3,3,28,144,0,0,0,0,0,3,0,0
LGA13800,3,4,0,0,8,25,6,31,381,330,315,152,98,25,37,1422,0,0,3,3,14,30,10,14,67,25,10,7,4,0,6,198,5,0,0,0,4,31,33,41,316,165,82,45,32,9,12,783,0,0,0,0,0,9,3,6,46,37,18,14,4,0,5,151,0,4,0,0,4,42,71,66,184,64,22,37,8,0,23,538,3,0,7,17,19,51,23,30,54,15,4,0,8,0,10,241,0,0,0,3,6,5,7,14,20,5,0,3,0,0,8,71,0,0,0,0,0,0,0,0,15,11,10,4,3,0,3,49,30,48,25,22,432,282,70,58,200,34,26,8,7,7,58,1310,0,3,3,0,18,7,0,4,7,7,0,0,0,0,288,336,53,59,39,48,503,485,220,269,1291,697,487,283,165,52,463,5098,0,8,3,3,6,20,9,21,277,323,353,266,214,92,197,1792,0,0,3,3,7,13,10,24
LGA13850,3,0,0,0,0,9,0,0,29,16,12,3,3,0,4,82,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,18,0,0,0,0,0,0,3,7,16,7,0,0,0,0,0,38,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,4,9,4,3,0,0,0,0,4,32,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,48,16,9,6,12,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,3,0,0,0,0,0,28,27,7,7,7,0,52,44,21,23,71,33,16,3,6,0,37,330,0,0,0,0,0,7,0,3,20,22,9,3,6,0,8,87,0,0,0,0,0,3,0,0
LGA13910,11,3,3,3,10,26,8,18,159,68,33,19,10,3,13,387,3,3,0,3,5,17,8,7,31,3,5,0,0,3,0,83,3,0,0,6,3,26,13,29,111,27,16,6,4,3,5,249,0,0,0,3,0,3,5,3,14,7,4,0,0,0,0,43,3,0,0,10,8,44,31,19,46,12,0,4,0,0,14,195,0,0,5,3,10,34,11,11,17,0,0,0,0,0,3,102,0,0,0,0,0,3,0,3,7,0,0,0,0,0,3,18,3,0,0,0,0,4,0,0,6,3,3,0,0,0,9,29,20,30,11,9,356,146,32,20,51,6,0,3,0,0,32,715,0,3,0,0,3,6,0,0,13,0,0,0,0,0,114,138,50,39,20,31,393,308,118,114,442,126,63,37,22,11,190,1974,3,0,0,3,5,17,9,9,116,99,47,25,19,8,69,428,0,0,0,0,0,11,4,8
LGA14000,3,3,0,0,3,8,11,20,371,542,642,491,601,230,41,2958,0,0,3,8,12,43,16,26,145,60,42,24,31,12,13,433,3,3,0,3,3,21,29,59,390,281,205,166,185,32,19,1394,0,0,0,0,0,10,7,4,55,51,31,45,24,3,6,232,6,4,5,7,8,41,96,119,304,181,56,174,64,17,51,1122,8,8,19,20,22,89,72,68,214,69,17,29,18,6,20,682,3,3,0,0,0,11,8,11,33,9,11,0,10,3,8,111,0,3,0,0,5,5,3,0,11,19,13,16,13,10,4,85,114,113,44,47,694,752,227,285,724,176,88,58,35,30,132,3521,4,0,0,0,10,24,3,0,9,9,9,3,0,0,568,645,143,134,69,82,758,1005,471,595,2254,1393,1109,1008,984,338,848,11187,11,9,0,3,7,26,15,35,345,486,728,695,1018,649,523,4546,0,0,3,0,15,41,25,35
LGA14100,4,0,0,0,0,0,3,0,22,36,33,47,75,57,3,283,0,0,0,0,0,3,0,3,14,9,6,4,10,3,0,49,0,0,0,0,0,3,0,0,23,21,11,21,40,17,0,148,0,0,0,0,0,0,0,0,3,5,3,0,6,3,0,29,0,0,0,0,0,0,3,5,14,9,7,41,11,11,0,102,0,0,0,0,3,4,3,8,14,10,4,11,8,7,3,77,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,15,3,0,62,44,11,16,67,20,25,17,24,15,14,345,0,0,0,0,3,0,0,0,3,0,0,0,0,0,78,91,14,15,3,3,73,61,19,41,166,101,101,139,168,122,103,1132,3,0,0,0,0,0,3,3,18,27,35,44,71,106,49,354,0,0,0,0,3,0,0,3
LGA14170,12,7,3,0,6,38,5,28,789,932,1319,1212,1412,885,78,6734,0,5,10,11,17,70,16,43,156,64,49,26,35,11,4,520,3,0,0,3,6,40,49,112,649,417,311,211,303,76,23,2193,0,3,0,0,0,12,5,17,102,70,83,54,69,32,12,465,11,9,6,11,11,137,172,174,406,173,70,198,103,26,43,1546,3,8,29,60,24,123,62,50,118,38,22,18,17,0,11,583,3,3,4,3,5,23,5,12,19,9,4,10,6,4,5,122,3,0,0,0,0,5,0,4,29,22,32,18,28,16,12,177,152,193,77,29,1312,450,86,79,261,61,31,28,22,16,105,2896,8,9,0,5,34,20,3,3,21,8,0,4,6,0,1091,1209,202,234,127,123,1413,914,397,526,2553,1796,1918,1788,2009,1065,1382,16443,10,7,0,0,6,25,9,26,372,371,482,468,625,526,278,3208,0,3,0,0,12,39,13,29
LGA14200,10,8,6,3,8,25,6,14,151,50,29,13,16,8,19,347,3,3,0,0,7,12,4,0,15,3,0,5,0,0,0,58,5,0,0,6,3,17,8,32,97,19,9,4,0,0,3,202,0,0,3,0,0,8,5,4,19,5,3,0,3,0,0,43,3,0,4,3,3,51,30,13,39,3,3,4,0,0,9,173,0,4,0,3,16,31,14,3,11,0,0,0,0,0,0,89,0,0,0,3,3,8,3,0,3,0,0,0,0,0,3,22,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,8,12,29,12,9,327,153,32,29,70,6,5,0,0,3,26,718,0,4,3,0,12,3,3,0,5,0,0,0,0,0,77,108,31,47,26,28,382,310,99,100,408,93,46,25,18,12,135,1770,3,4,6,0,0,15,4,15,107,80,55,34,14,5,52,394,0,0,0,0,0,4,3,6
LGA14300,3,0,0,0,0,3,0,4,44,23,21,5,0,0,3,111,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,0,3,0,0,3,5,0,9,30,11,0,0,0,0,5,73,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,8,0,0,0,4,0,6,13,6,25,3,0,3,0,0,0,58,0,0,3,5,3,4,3,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,4,6,3,3,97,50,10,7,26,0,0,0,0,0,4,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,10,10,8,8,100,71,27,38,131,40,20,11,4,0,40,527,8,0,0,0,3,6,3,5,32,27,19,9,11,0,18,136,0,0,0,0,0,0,0,0
LGA14350,9,8,3,0,5,31,3,11,165,72,40,12,15,5,9,389,3,6,0,0,19,31,6,17,35,7,4,3,0,0,4,134,0,0,0,3,3,25,15,41,151,35,25,9,4,3,4,325,4,0,0,0,3,3,9,3,30,5,3,4,4,4,0,75,0,3,0,4,4,34,50,26,62,17,4,3,0,0,9,211,4,4,10,17,20,60,26,29,24,0,3,0,0,0,4,198,0,0,0,3,4,7,3,3,4,0,0,0,0,0,3,36,0,0,0,0,0,7,0,0,6,3,0,0,0,0,3,27,14,41,27,21,694,353,85,63,174,15,3,3,3,6,54,1558,3,0,0,0,15,9,3,5,0,0,0,3,0,0,193,239,40,59,39,50,769,558,199,193,676,159,77,40,28,18,283,3190,3,7,0,0,4,15,11,14,102,93,59,28,17,0,36,391,0,0,0,3,6,18,20,18
LGA14400,3,0,0,0,0,11,0,3,63,56,51,51,29,11,3,280,0,0,0,0,3,13,6,7,26,11,10,4,0,0,3,83,0,0,0,0,3,10,0,11,87,43,33,18,17,3,3,231,0,0,0,0,0,4,0,0,12,6,11,3,3,0,0,51,0,0,0,0,0,9,20,18,53,18,10,17,3,0,11,157,0,0,8,5,7,23,16,14,36,12,0,7,3,0,0,130,0,0,0,0,0,4,0,5,6,3,0,0,0,0,0,26,0,0,0,0,0,0,0,0,6,0,3,0,3,3,0,16,9,13,19,11,260,269,67,65,186,28,10,5,11,3,29,979,0,0,0,0,8,3,0,0,9,0,0,0,0,0,131,163,21,22,26,24,286,337,107,127,478,175,134,105,70,23,189,2111,3,0,0,0,0,3,0,4,56,91,72,94,58,24,72,477,0,0,0,0,3,9,3,4
LGA14500,8,0,0,0,8,7,0,11,111,145,222,205,419,281,20,1441,0,3,0,0,9,33,11,24,120,65,47,36,45,26,8,429,0,4,0,0,0,5,7,26,146,136,121,114,249,70,19,894,0,0,0,0,0,4,0,6,18,21,29,18,40,21,4,158,7,4,4,3,3,14,26,25,139,114,50,226,110,37,20,786,0,8,10,11,14,53,33,58,200,96,63,75,98,41,20,782,0,0,0,0,0,6,9,8,19,15,6,13,14,5,5,97,0,0,0,0,0,0,0,3,9,7,9,14,13,8,0,68,83,72,20,21,278,467,132,211,910,381,260,194,198,151,129,3518,5,0,0,0,5,9,3,10,12,8,4,4,3,3,466,534,101,95,36,45,321,606,219,381,1686,984,807,890,1188,651,695,8709,3,3,3,0,5,10,5,7,150,169,268,330,852,935,425,3189,3,0,0,0,3,12,15,24
LGA14550,3,3,0,0,11,23,3,14,66,18,11,5,10,0,5,182,0,3,3,3,12,20,0,4,13,7,0,0,0,0,0,62,0,0,0,3,0,18,8,22,44,16,3,3,3,0,0,128,0,0,0,0,3,4,4,0,3,3,3,0,0,0,0,21,4,3,0,4,3,17,16,12,18,3,0,0,0,0,9,90,0,0,0,10,8,19,4,6,7,0,3,0,0,0,0,63,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,18,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,13,11,3,3,199,91,13,18,34,4,0,3,0,0,13,413,0,0,0,0,3,5,3,0,0,0,0,0,0,0,81,96,24,24,10,30,254,191,65,83,190,50,31,14,10,4,112,1088,0,5,0,0,3,11,4,3,40,33,17,17,12,3,17,159,0,0,0,0,0,10,3,9
