SAL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL10030,..,107,273,55,18,16,9,3,0,474,..,28,205,198,132,98,84,34,11,782,10,14,48,20,7,9,3,0,5,115,490,363,1447,947,523,305,195,76,25,4378,..,6,482,791,503,261,128,57,10,2237,..,125,1139,549,243,109,47,11,0,2221,..,0,13,40,72,37,14,9,4,189,1000,..,..,..,..,..,..,..,..,1000,..,171,..,..,..,..,..,..,..,171,..,64,50,11,13,4,0,0,0,142,..,38,51,19,13,16,11,14,0,147,..,26,79,15,11,6,8,0,0,144,..,190,615,131,55,33,22,8,0,1058,..,55,445,408,258,205,132,49,19,1578,25,26,85,27,18,9,5,0,5,206,1024,699,2958,1995,1179,685,376,143,40,9102
SAL10031,..,0,0,0,0,3,0,0,0,4,..,0,0,0,3,8,15,8,4,40,0,3,0,0,0,4,0,0,0,12,260,221,162,166,211,298,174,47,15,1555,..,5,76,229,349,490,286,83,8,1528,..,0,34,31,18,9,6,0,0,110,..,0,3,7,17,30,12,0,3,80,524,..,..,..,..,..,..,..,..,524,..,245,..,..,..,..,..,..,..,245,..,159,191,27,13,4,0,0,0,397,..,8,9,3,3,9,14,8,7,65,..,0,3,0,0,0,0,0,0,12,..,0,6,0,4,3,4,0,0,16,..,0,3,4,9,14,29,6,7,73,0,3,5,4,0,5,0,5,0,21,526,430,328,318,405,571,352,106,28,3073
SAL10032,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,6,9,5,4,0,0,40,..,0,0,6,6,13,10,0,0,42,..,0,0,3,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,15,..,..,..,..,..,..,..,..,15,..,0,..,..,..,..,..,..,..,0,..,11,4,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,4,12,12,10,10,4,0,80
SAL10033,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL10034,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,9,0,6,3,5,6,3,0,47,..,0,0,10,11,6,16,0,0,39,..,0,3,0,4,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,14,..,..,..,..,..,..,..,..,14,..,4,..,..,..,..,..,..,..,4,..,4,0,0,0,0,0,0,0,7,..,4,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,15,7,14,8,15,13,5,0,80
SAL10035,..,0,0,0,0,0,0,0,0,5,..,0,0,0,3,3,4,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,5,5,12,6,13,0,0,50,..,0,3,6,11,8,10,3,0,39,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,0,0,0,6,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,9,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,4,..,0,0,0,5,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,9,5,3,8,13,11,19,3,0,88
SAL10036,..,0,4,3,11,8,3,4,0,30,..,5,3,4,20,27,68,94,39,257,3,6,5,4,3,0,3,5,3,33,725,398,234,487,602,388,324,252,94,3508,..,4,149,696,883,573,413,227,75,3030,..,11,85,96,130,56,18,17,0,425,..,0,5,33,52,45,17,21,16,192,1536,..,..,..,..,..,..,..,..,1536,..,532,..,..,..,..,..,..,..,532,..,223,124,37,36,18,5,0,0,449,..,12,17,8,10,7,25,23,13,129,..,20,38,15,17,11,7,3,4,112,..,9,23,12,10,11,10,6,0,78,..,9,20,18,31,51,111,142,58,444,10,14,9,11,8,3,3,4,3,68,1543,852,470,927,1186,779,605,446,170,6994
SAL10037,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,4,6,7,3,0,0,38,..,0,0,4,11,13,7,0,0,38,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,5,13,..,..,..,..,..,..,..,..,13,..,7,..,..,..,..,..,..,..,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,4,0,0,5,0,0,0,0,0,0,0,0,0,5,13,7,9,4,14,12,13,0,0,71
SAL10038,..,31,37,18,12,13,6,0,0,123,..,6,30,27,48,41,51,39,22,265,8,0,9,0,3,4,14,0,0,35,321,306,538,375,315,322,242,124,49,2596,..,51,462,480,303,366,246,111,25,2056,..,26,121,66,45,27,17,5,0,309,..,0,17,35,64,66,35,19,8,239,692,..,..,..,..,..,..,..,..,692,..,221,..,..,..,..,..,..,..,221,..,112,141,57,32,11,5,0,0,352,..,53,67,17,16,27,35,14,12,243,..,57,94,22,12,7,5,0,0,193,..,83,118,35,20,24,24,5,0,306,..,13,74,61,81,102,75,60,28,489,5,5,19,5,0,4,8,4,0,61,699,615,1118,775,574,629,454,224,79,5170
SAL10039,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,8,0,0,0,0,21,..,0,0,4,10,6,0,0,0,21,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,0,..,..,..,..,..,..,..,0,..,5,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,15,6,9,4,13,9,3,0,0,51
SAL10040,..,0,0,0,0,0,5,0,0,4,..,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,10,4,0,14,17,13,3,0,65,..,0,7,6,10,11,10,7,0,47,..,3,0,0,0,3,0,0,0,17,..,0,0,0,0,5,0,0,0,5,15,..,..,..,..,..,..,..,..,15,..,3,..,..,..,..,..,..,..,3,..,8,6,0,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,6,..,0,0,0,0,5,6,0,0,15,0,0,0,0,0,0,0,0,0,3,15,17,8,10,23,26,27,8,0,132
SAL10041,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,3,12,7,4,14,6,12,14,5,0,74,..,0,7,10,8,14,13,6,0,56,..,0,0,3,7,0,0,0,0,17,..,0,0,0,0,0,5,0,0,5,29,..,..,..,..,..,..,..,..,29,..,7,..,..,..,..,..,..,..,7,..,3,3,5,0,0,0,0,0,11,..,4,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,4,5,6,3,7,0,31,0,0,0,0,5,0,0,0,0,3,29,13,15,17,33,24,23,10,0,168
SAL10042,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,4,0,0,26,..,0,0,3,0,9,15,6,0,34,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,13,15,3,0,49
SAL10043,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,3,0,21,..,0,0,4,4,6,8,5,0,25,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,4,4,14,8,7,0,50
SAL10044,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,10,11,10,10,3,7,0,68,..,0,10,12,10,19,11,3,0,61,..,0,0,0,0,6,5,0,0,12,..,0,0,0,0,5,0,0,0,3,20,..,..,..,..,..,..,..,..,20,..,18,..,..,..,..,..,..,..,18,..,6,6,0,0,0,0,0,0,9,..,0,0,0,0,0,0,4,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,4,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,20,17,14,16,16,32,14,11,0,141
SAL10045,..,0,0,0,0,0,0,4,0,5,..,0,0,0,5,0,0,0,6,10,0,5,0,0,0,0,0,0,0,7,29,16,11,18,34,46,22,12,3,200,..,0,5,21,51,77,33,12,0,203,..,4,0,5,4,4,12,0,0,28,..,0,4,0,4,5,0,0,0,15,57,..,..,..,..,..,..,..,..,57,..,12,..,..,..,..,..,..,..,12,..,10,15,6,6,0,0,0,0,30,..,0,0,0,0,4,0,0,0,8,..,7,0,0,0,0,0,0,0,14,..,0,0,0,5,0,3,4,0,18,..,0,0,3,5,0,4,0,6,22,0,3,0,0,5,5,0,0,0,14,55,36,27,35,69,99,53,26,6,410
SAL10046,..,12,19,9,6,9,16,6,4,76,..,10,10,19,43,85,141,129,101,542,4,9,9,5,11,10,8,5,5,66,450,236,254,311,376,414,466,346,173,3008,..,0,129,304,357,407,506,361,103,2177,..,37,131,79,87,90,31,20,0,466,..,0,38,57,89,49,21,23,11,289,894,..,..,..,..,..,..,..,..,894,..,214,..,..,..,..,..,..,..,214,..,145,72,35,32,19,5,0,0,307,..,19,13,0,5,15,31,23,22,122,..,11,24,7,10,5,0,0,0,51,..,20,20,10,13,18,22,6,4,117,..,15,23,44,70,148,198,168,127,790,9,23,11,9,16,11,13,9,12,112,903,485,456,553,673,759,823,604,273,5543
SAL10047,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,8,0,4,10,8,6,9,0,3,43,..,0,0,7,3,7,5,4,4,40,..,0,3,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,3,14,..,..,..,..,..,..,..,..,14,..,3,..,..,..,..,..,..,..,3,..,5,5,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,14,7,12,10,6,12,9,9,7,88
SAL10048,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,3,0,0,0,0,16,..,0,4,0,8,3,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,3,7,3,8,0,3,0,0,35
SAL10049,..,11,4,3,6,6,8,0,0,41,..,4,10,11,30,51,69,27,15,224,31,19,11,11,4,4,0,0,0,91,727,448,461,448,407,443,330,114,26,3408,..,17,271,414,375,505,402,112,8,2092,..,63,191,108,79,57,20,7,0,520,..,28,86,143,131,96,50,31,10,568,1447,..,..,..,..,..,..,..,..,1447,..,360,..,..,..,..,..,..,..,360,..,334,237,95,34,16,3,0,0,722,..,55,31,25,26,50,34,20,9,262,..,27,6,12,6,8,0,0,0,60,..,14,15,16,20,9,24,7,0,104,..,17,41,41,76,92,100,47,18,432,56,27,32,27,10,6,3,0,0,167,1499,943,908,881,757,840,631,226,43,6733
SAL10050,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,0,18,..,0,0,0,3,4,0,4,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,4,6,11,0,26
SAL10051,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3
SAL10052,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,10,..,0,0,0,7,9,0,0,0,21,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,4,5,3,14,0,0,0,38
SAL10053,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,6,9,4,4,0,0,0,27,..,0,0,5,0,5,0,4,0,20,..,0,0,4,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,16,..,..,..,..,..,..,..,..,16,..,8,..,..,..,..,..,..,..,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,8,7,7,6,9,3,4,0,61
SAL10054,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,5,3,0,5,3,0,0,0,24,..,0,0,0,4,10,0,0,0,14,..,0,3,4,3,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,4,12,5,3,3,7,8,4,0,0,45
SAL10055,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,5,0,0,0,28,..,0,0,9,8,4,8,0,0,32,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,6,0,0,0,7,0,3,0,0,6,0,0,0,0,4,11,4,0,11,13,10,9,0,0,61
SAL10056,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,12,11,10,8,12,17,19,0,0,77,..,0,0,3,14,17,23,4,0,65,..,3,5,5,3,3,0,0,0,16,..,0,4,0,0,0,0,0,0,8,18,..,..,..,..,..,..,..,..,18,..,3,..,..,..,..,..,..,..,3,..,3,3,0,0,0,0,0,0,12,..,0,0,0,0,0,3,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,9,4,0,0,13,0,0,0,0,0,0,0,0,0,5,18,16,15,18,20,30,35,6,0,153
SAL10057,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,..,0,0,0,10,5,3,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,6,3,6,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,6,8,4,0,28
SAL10058,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,5,8,4,0,27,..,0,0,4,3,6,12,9,3,37,..,0,0,0,5,0,4,0,0,6,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,5,0,0,4,4,0,0,4,10,15,22,9,3,67
SAL10059,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,5,0,0,13,0,0,0,0,0,0,0,0,0,8,9,4,10,9,14,14,30,4,0,96,..,0,11,9,9,17,41,7,0,90,..,0,9,4,6,7,4,0,0,21,..,0,0,0,5,0,0,0,0,4,20,..,..,..,..,..,..,..,..,20,..,3,..,..,..,..,..,..,..,3,..,3,0,3,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,9,4,0,0,21,0,0,3,0,0,0,0,0,0,6,20,5,16,14,23,31,55,9,8,186
SAL10060,..,0,0,0,3,0,0,0,0,0,..,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,19,19,15,10,32,25,19,4,0,149,..,0,4,19,27,34,20,4,0,116,..,4,8,3,17,4,3,0,0,32,..,0,5,3,3,0,0,3,0,23,51,..,..,..,..,..,..,..,..,51,..,7,..,..,..,..,..,..,..,7,..,35,12,5,9,0,0,0,0,57,..,3,0,3,0,5,5,3,6,16,..,0,4,0,0,0,0,0,0,7,..,0,0,0,4,3,0,5,0,5,..,0,0,7,5,7,6,0,0,27,0,3,0,0,0,0,0,0,0,5,51,55,28,34,64,49,41,15,3,347
SAL10061,..,6,4,6,10,16,3,7,0,39,..,6,5,6,16,47,105,90,20,290,0,4,3,3,5,0,5,4,0,27,291,148,163,174,249,317,384,253,38,2026,..,0,117,180,241,351,472,288,24,1669,..,18,93,70,64,78,26,21,0,377,..,7,12,40,65,23,6,17,7,183,590,..,..,..,..,..,..,..,..,590,..,140,..,..,..,..,..,..,..,140,..,151,63,17,26,15,0,0,0,265,..,11,11,6,5,13,8,13,0,67,..,12,3,0,3,0,0,3,0,27,..,5,8,11,15,29,15,11,0,87,..,11,9,15,34,87,152,129,27,463,4,11,7,10,8,10,8,8,0,72,591,370,323,338,461,607,686,482,76,3937
SAL10062,..,91,112,26,10,18,20,4,0,287,..,37,108,101,110,131,136,69,14,711,4,27,28,17,15,9,4,3,3,114,725,469,791,757,701,534,382,148,42,4555,..,0,315,804,768,435,330,134,26,2814,..,46,496,299,215,146,84,16,0,1305,..,0,7,44,92,94,23,15,13,279,1431,..,..,..,..,..,..,..,..,1431,..,399,..,..,..,..,..,..,..,399,..,125,100,31,19,13,4,0,0,289,..,38,31,5,3,14,18,13,6,129,..,22,45,14,5,4,0,0,0,88,..,150,231,46,29,27,34,8,0,526,..,50,222,192,188,213,202,99,27,1200,12,44,51,30,31,26,9,3,3,199,1441,882,1498,1457,1354,963,697,285,80,8651
SAL10063,..,0,0,0,0,4,0,0,0,5,..,0,0,5,3,5,0,4,0,20,0,3,0,0,3,0,0,0,0,17,105,114,46,80,110,101,69,41,14,685,..,0,26,107,164,161,119,74,15,664,..,8,13,10,11,14,0,3,0,61,..,0,4,10,15,5,3,5,0,40,213,..,..,..,..,..,..,..,..,213,..,120,..,..,..,..,..,..,..,120,..,97,54,26,10,12,0,0,0,191,..,0,0,0,9,3,7,4,5,34,..,8,10,0,5,6,0,0,0,18,..,0,4,0,0,4,3,0,0,12,..,0,0,8,5,8,10,9,0,39,3,5,0,0,3,3,0,0,0,20,212,243,115,158,214,203,145,91,23,1413
SAL10064,..,0,0,0,5,4,3,0,0,15,..,0,3,0,10,11,9,13,0,50,9,6,0,4,0,0,0,0,0,18,386,172,234,235,193,154,94,49,8,1522,..,0,235,332,235,200,120,50,12,1193,..,35,100,68,44,23,11,4,0,288,..,6,12,41,27,17,6,7,0,124,851,..,..,..,..,..,..,..,..,851,..,151,..,..,..,..,..,..,..,151,..,143,56,15,17,4,0,0,0,231,..,12,5,4,5,16,16,7,8,71,..,3,3,9,3,0,0,0,0,23,..,0,9,3,4,6,10,0,0,27,..,0,15,12,21,26,21,21,0,123,16,6,0,0,4,4,0,0,0,31,864,361,431,490,365,293,192,87,23,3112
SAL10065,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,3,0,0,20,..,0,0,3,9,5,0,5,0,23,..,0,6,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,3,0,0,3,0,0,0,0,0,0,0,0,0,0,10,5,6,3,5,6,7,5,0,43
