SAL_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SAL11186,0,9,4,0,0,20,4,3,14,6,7,7,32,0,0,0,0,3,0,9,0,0,4,0,4,0,3,5,0,7,0,5,0,12,33,4,69,27,39,11,183
SAL11187,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,15
SAL11188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
SAL11189,5,6,0,0,0,15,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,22,3,32,6,68
SAL11190,0,9,0,0,0,23,0,3,10,5,4,0,26,0,0,0,0,0,0,0,0,0,5,0,3,0,9,0,0,0,0,3,0,3,13,11,67,30,57,0,184
SAL11191,0,8,0,0,0,7,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,19,9,47,4,92
SAL11192,5,25,11,7,0,55,4,9,42,22,46,0,121,0,0,5,6,7,0,18,0,0,0,0,17,0,15,0,0,5,3,7,0,19,28,20,127,75,224,13,480
SAL11193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,4,24
SAL11195,0,0,0,0,0,4,0,0,0,3,4,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,4,11,12,31,4,65
SAL11196,0,4,0,0,0,12,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,5,11,7,22,20,25,0,79
SAL11197,0,0,0,0,0,3,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,0,4,26,3,39
SAL11198,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,14
SAL11199,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,7
SAL11200,0,7,0,0,0,21,6,0,3,4,0,5,22,0,0,4,0,0,0,7,0,0,0,0,0,0,5,0,0,3,6,0,0,4,34,5,50,12,19,9,128
SAL11201,0,0,0,0,0,10,0,0,4,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,12,0,9,18,21,0,58
SAL11202,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL11203,28,113,39,68,0,309,40,33,159,186,332,19,768,0,0,9,5,18,0,22,0,0,21,17,120,0,154,0,0,5,15,69,8,97,147,89,525,551,1845,77,3239
SAL11204,0,11,0,4,0,15,0,0,9,8,11,0,33,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,3,4,6,3,3,28,21,67,7,131
SAL11205,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,9,0,17
SAL11206,0,0,0,0,0,0,0,0,0,5,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,16,7,37,6,53
SAL11207,0,3,5,0,0,6,0,0,0,9,4,0,13,0,0,0,0,5,0,5,0,0,0,0,0,0,3,0,0,0,6,0,0,6,5,0,11,16,25,4,59
SAL11208,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,10,0,26
SAL11209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,10
SAL11210,0,0,0,3,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,14,7,18,7,47
SAL11211,0,4,4,0,0,15,0,0,3,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,14,0,24,19,18,0,65
SAL11212,11,35,8,4,0,109,63,11,84,12,9,8,177,6,4,15,10,8,0,35,5,0,3,9,6,8,30,23,3,41,10,8,11,97,412,76,885,164,127,57,1724
SAL11213,29,145,27,21,10,381,214,39,285,63,25,14,650,27,8,85,23,14,0,157,27,9,36,26,49,4,152,55,0,138,25,32,16,269,1376,273,3052,631,496,156,5989
SAL11214,0,5,0,4,0,8,0,0,3,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,7,0,9,7,0,15,14,83,3,126
SAL11215,11,69,15,5,0,179,41,11,63,3,8,0,131,7,0,19,7,4,0,34,6,0,16,0,5,0,18,3,0,33,8,3,4,56,283,58,606,99,92,14,1162
SAL11216,0,5,3,6,0,17,0,0,0,8,14,0,25,0,0,0,0,0,0,3,0,0,0,0,12,0,17,0,0,0,0,3,6,12,8,4,32,31,139,18,240
SAL11217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10
SAL11218,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,0,28
SAL11219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,9,15,0,38
SAL11220,6,27,7,6,0,52,8,3,22,4,11,0,57,0,0,0,0,0,0,0,0,0,0,6,13,0,17,0,0,0,4,3,0,9,24,6,85,49,144,15,337
SAL11221,15,61,14,8,0,129,24,10,56,29,19,0,144,0,0,3,3,0,0,16,0,0,8,14,19,0,42,3,3,26,7,3,4,43,141,53,438,207,184,24,1049
SAL11222,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,12
SAL11223,7,37,10,11,0,82,9,4,40,29,43,7,136,0,0,3,0,6,0,9,0,0,0,3,23,4,29,0,0,7,0,14,3,31,36,17,153,127,375,27,737
SAL11224,0,3,0,0,0,9,8,3,15,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,3,0,4,0,12,67,11,100,14,10,6,209
SAL11225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,14
SAL11226,3,33,13,22,0,83,4,13,55,27,42,12,148,0,0,5,0,0,0,4,0,0,0,6,27,0,37,4,0,5,3,20,9,46,59,17,239,168,381,39,897
SAL11227,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,16
SAL11228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11229,74,406,103,83,20,878,261,95,737,298,346,50,1787,15,6,75,36,31,5,168,22,10,94,62,165,9,363,66,15,191,76,113,47,512,1504,388,4138,1852,2462,366,10707
SAL11230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL11231,0,0,0,0,0,4,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,23
SAL11232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11
SAL11233,0,0,0,0,0,6,0,3,0,0,5,0,8,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,3,21,10,50,4,88
SAL11234,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,12,6,12,8,34
SAL11235,0,6,0,0,0,8,0,0,0,7,4,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,0,12,7,33,5,66
SAL11236,0,8,0,8,0,15,0,0,0,0,3,4,11,0,0,0,0,0,0,3,0,0,0,0,4,0,8,0,0,0,0,0,0,0,5,4,29,14,75,16,142
SAL11237,22,122,34,23,6,307,103,24,266,67,64,21,548,5,0,9,6,6,0,21,6,4,24,15,53,0,97,24,0,42,12,36,20,133,532,115,1262,488,653,106,3160
SAL11238,6,7,3,0,0,16,0,0,11,3,13,0,31,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,3,0,5,4,9,25,19,69,4,126
SAL11239,30,116,33,48,3,245,33,21,120,88,137,15,429,0,3,8,6,6,0,25,0,0,8,12,69,0,94,3,0,10,6,34,17,64,79,82,425,332,1020,94,2033
SAL11240,15,74,18,18,0,168,46,11,116,27,20,5,223,4,0,10,5,6,0,26,7,0,16,9,14,0,50,13,0,24,9,3,4,58,345,65,705,178,174,36,1509
SAL11241,14,35,12,8,0,109,30,3,61,12,16,3,126,3,0,0,0,3,0,9,0,0,4,5,16,0,17,8,0,13,7,5,9,42,226,25,341,91,137,21,848
SAL11242,5,17,0,0,0,44,18,6,20,12,11,4,62,0,0,0,0,4,0,4,3,0,8,0,5,0,14,0,0,0,0,5,0,14,88,23,130,35,52,9,339
SAL11243,0,31,3,14,0,55,3,0,6,13,31,0,56,0,0,0,0,3,0,0,0,0,0,0,20,3,21,0,0,0,0,6,7,15,22,6,69,75,333,30,535
SAL11244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,11
SAL11245,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,8
SAL11246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11247,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9
SAL11248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SAL11250,3,13,8,11,3,41,5,0,21,19,30,0,87,0,0,5,0,7,0,5,3,0,0,4,8,0,20,0,0,4,7,7,7,25,39,14,108,94,193,28,474
SAL11251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,5,0,18
SAL11252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,13
SAL11253,0,18,13,5,0,39,3,0,27,8,22,8,74,0,0,6,4,0,0,7,0,0,0,0,10,0,10,3,0,3,0,4,0,13,24,9,75,56,144,15,326
SAL11254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL11255,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6
SAL11256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11257,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,3,7,5,0,29
SAL11258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4
SAL11259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,4,0,3,9
SAL11260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11261,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,9
SAL11262,0,0,0,0,0,0,0,0,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,15,0,33
SAL11263,0,0,0,6,0,6,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,6,26
SAL11264,0,5,0,0,0,7,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,10,0,32
SAL11265,0,3,0,0,0,6,0,0,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,4,0,23
SAL11266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL11267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11268,5,17,0,5,0,35,8,5,15,9,0,0,37,0,0,0,0,0,0,5,0,0,0,0,8,0,10,0,0,3,0,7,0,13,36,14,97,43,78,5,277
SAL11269,9,18,10,8,0,48,13,8,34,18,18,8,102,3,0,3,3,0,0,14,0,0,0,12,13,0,26,5,0,9,4,8,0,20,65,22,203,127,153,29,598
SAL11270,0,5,0,0,0,5,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,11,3,26
SAL11271,0,14,5,3,0,21,0,5,8,3,9,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,5,4,33,20,54,0,130
SAL11272,0,0,0,0,0,4,0,0,5,3,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,7,3,0,14,11,26,0,50
SAL11273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,14
SAL11274,0,8,5,9,0,26,0,0,14,12,22,0,49,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,6,5,14,7,3,28,35,112,10,202
SAL11275,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,7,0,22
SAL11276,0,7,3,0,0,8,0,0,9,6,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,13,21,0,51
SAL11277,21,98,34,42,5,267,68,20,300,119,180,27,716,0,0,10,0,10,0,24,6,0,15,24,72,9,134,23,3,54,25,53,37,201,383,81,1174,567,1080,187,3479
SAL11278,0,3,0,0,0,12,0,4,5,5,4,0,14,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,4,37,22,37,0,114
SAL11279,10,16,0,8,0,47,12,3,23,17,45,0,104,0,0,0,0,3,0,8,4,0,4,0,27,0,34,0,0,6,4,13,0,21,30,28,78,66,259,14,475
SAL11280,8,8,11,9,0,33,3,8,22,12,17,0,56,0,0,0,3,10,0,6,0,0,0,4,10,0,13,3,0,0,0,6,5,12,16,18,56,39,143,13,284
SAL11281,0,0,0,0,0,4,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,3,8,0,30
SAL11282,3,0,0,3,0,6,0,0,5,0,3,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,4,12,3,22,9,19,0,63
SAL11283,12,51,13,3,0,133,64,6,119,14,12,15,230,9,0,25,4,4,3,44,4,0,10,16,14,4,42,25,6,46,15,3,3,98,489,95,1241,203,150,70,2238
SAL11284,4,0,0,3,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,7,16,0,41
SAL11285,3,17,7,12,0,51,0,3,16,9,17,0,54,0,0,0,0,0,0,0,0,0,5,0,18,0,24,0,0,3,3,19,0,26,24,17,88,77,232,14,451
SAL11286,18,65,15,3,4,139,85,7,148,21,9,8,287,0,0,17,4,3,0,20,3,0,20,0,10,0,35,13,0,43,5,8,6,83,353,68,853,147,134,49,1611
SAL11287,0,4,0,0,0,5,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,15,7,23,0,46
SAL11288,0,0,0,0,0,3,0,0,3,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,4,0,0,10,9,45,3,69
SAL11289,0,0,0,0,0,4,0,0,0,3,4,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,4,16,3,29
SAL11290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13
SAL11291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11292,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,0,27
SAL11293,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11
SAL11294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8
SAL11295,0,0,0,0,0,0,0,0,3,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,16,0,22
SAL11296,42,223,43,28,9,485,201,34,322,67,40,19,690,16,8,45,13,16,8,108,11,0,43,27,43,3,138,36,3,73,30,33,20,198,1024,255,2444,722,771,131,5344
SAL11297,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,15
SAL11298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,20
SAL11299,140,774,213,369,34,1718,453,178,1216,606,930,103,3484,11,4,43,32,121,11,225,19,3,46,74,433,18,599,29,8,62,40,232,79,450,1252,523,3712,2033,6198,551,14269
SAL11300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,6,0,13
SAL11301,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,0,24
SAL11302,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,22
SAL11303,9,46,6,7,0,120,40,9,112,32,41,4,247,0,0,3,0,5,0,13,0,0,6,12,14,4,30,0,0,13,6,8,0,23,138,44,395,140,250,19,975
SAL11304,3,10,4,0,0,21,3,0,8,5,3,0,16,0,0,4,0,0,0,3,0,0,3,0,0,0,12,0,0,3,0,3,0,9,16,3,78,32,53,9,192
SAL11305,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,6,0,7,12,22,0,48
SAL11306,79,370,60,39,7,874,205,82,361,104,78,16,848,51,9,100,23,29,4,219,33,13,77,29,50,0,204,38,9,87,39,23,24,217,1247,406,2934,864,867,135,6458
SAL11307,0,3,0,0,0,0,0,0,3,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,11,0,9,6,36
SAL11308,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,15,3,34
SAL11309,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,12,0,20
SAL11310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,15
SAL11311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11312,0,10,0,3,0,8,0,4,6,3,6,0,23,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,5,3,4,30,16,31,3,95
SAL11313,0,11,0,8,0,31,4,0,11,13,15,0,52,0,0,0,4,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,4,13,3,42,29,108,7,219
SAL11314,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,13,4,24
SAL11315,22,69,14,15,0,159,33,26,122,41,49,10,287,0,0,6,4,7,0,23,4,3,17,9,28,3,65,12,0,26,10,19,11,79,272,82,639,249,372,52,1675
SAL11316,19,79,23,19,0,200,46,6,131,44,47,9,287,0,0,3,3,13,3,28,16,0,21,16,38,0,83,28,7,44,18,23,13,124,375,62,798,277,396,60,1965
SAL11317,0,4,0,0,0,7,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,13,13,20,3,52
SAL11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,13
SAL11319,0,26,15,13,0,56,0,0,10,5,14,0,28,0,0,0,0,5,0,0,0,0,0,0,7,0,8,0,0,0,0,4,0,11,10,11,57,41,122,18,252
SAL11320,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,16
SAL11321,0,7,0,3,0,19,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,5,17,11,29,0,60
SAL11322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL11323,9,18,8,14,0,65,0,0,20,19,40,9,90,0,0,4,0,0,0,0,0,0,4,0,29,0,39,0,0,0,4,6,0,10,19,14,80,63,297,23,487
SAL11324,0,5,0,4,0,14,0,0,8,5,4,0,22,0,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,0,0,6,0,8,4,6,22,23,60,6,121
SAL11325,0,0,0,0,0,8,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,20
SAL11326,0,5,0,4,0,11,7,0,10,5,0,0,28,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,34,20,51,3,117
SAL11327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,23,0,26
SAL11328,5,26,0,0,0,46,11,0,26,13,24,0,73,0,0,4,3,0,0,5,0,0,0,0,7,0,12,4,0,3,5,6,0,20,33,7,82,34,102,8,281
SAL11329,0,21,6,5,0,34,5,3,21,3,8,0,41,0,0,4,0,0,0,6,0,0,0,0,7,0,14,0,0,0,0,8,0,8,13,3,58,28,95,9,210
SAL11330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL11331,19,140,38,34,4,296,70,22,166,79,47,13,397,0,0,12,5,12,0,37,15,0,26,23,57,4,123,15,0,37,19,31,12,115,457,98,1066,454,636,85,2787
SAL11332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11333,0,3,0,0,0,8,0,3,4,0,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,3,26,16,54,6,104
SAL11334,0,10,3,5,0,18,0,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,5,5,0,6,4,4,16,22,25,5,81
SAL11335,5,8,3,0,0,20,0,0,6,3,7,0,16,0,0,0,0,0,0,6,0,0,0,3,6,0,12,0,0,0,0,0,0,0,8,6,31,20,88,9,169
SAL11336,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,6,4,9,0,26
SAL11337,0,0,0,0,0,5,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,6,14,0,34
