SAL_CODE_2021,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
SAL13107,7,0,26,89,159,81,48,129,33,540
SAL13108,0,0,0,6,4,4,0,5,4,31
SAL13109,0,0,0,5,5,4,4,3,0,26
SAL13110,0,0,6,29,21,16,18,19,5,112
SAL13111,0,0,3,10,18,13,10,15,0,66
SAL13112,0,0,0,44,120,58,34,41,9,307
SAL13113,0,0,0,32,52,28,13,41,32,200
SAL13114,23,13,54,706,953,463,367,646,139,3272
SAL13115,0,0,0,10,6,3,3,3,4,24
SAL13116,0,0,0,12,19,12,8,11,0,63
SAL13117,20,5,47,41,61,41,30,56,24,252
SAL13118,0,0,0,8,8,6,3,7,0,29
SAL13119,0,0,0,0,0,0,0,0,0,3
SAL13120,0,0,3,38,68,49,38,44,13,248
SAL13121,15,0,29,494,652,278,289,1069,292,3064
SAL13122,71,10,106,503,733,350,265,894,205,2948
SAL13123,31,4,90,943,1398,766,432,782,99,4422
SAL13124,0,0,0,17,17,5,21,15,4,79
SAL13125,0,0,0,14,8,9,7,10,3,50
SAL13126,65,77,236,3031,3840,1198,559,1788,616,11034
SAL13127,0,0,0,0,0,5,0,0,0,8
SAL13128,0,0,0,0,6,3,4,0,0,20
SAL13129,0,0,0,4,4,3,3,5,0,15
SAL13130,0,0,0,13,15,3,11,4,3,48
SAL13131,157,52,375,2179,2806,1385,1114,3531,628,11641
SAL13132,73,82,234,548,744,392,291,802,222,2985
SAL13133,0,0,0,0,0,0,0,5,0,4
SAL13134,0,0,0,4,6,0,0,5,0,13
SAL13135,0,0,0,0,4,0,0,0,0,5
SAL13136,49,5,99,672,864,441,262,811,136,3185
SAL13137,0,0,5,8,4,0,6,5,0,26
SAL13138,0,0,0,0,0,0,0,0,0,0
SAL13139,0,0,0,0,5,5,0,3,0,13
SAL13140,0,0,0,0,5,4,0,4,0,8
SAL13141,0,0,0,7,14,7,8,4,4,46
SAL13142,3,0,4,61,58,27,33,104,87,379
SAL13143,16,6,41,287,458,270,144,249,76,1485
SAL13144,0,0,3,22,14,12,14,17,6,82
SAL13145,0,0,6,14,24,18,19,10,4,86
SAL13146,0,0,3,21,21,14,14,20,0,98
SAL13147,9,3,12,76,124,49,45,70,32,396
SAL13148,0,0,0,8,6,4,7,3,3,32
SAL13149,0,0,0,10,20,11,6,15,9,70
SAL13150,0,0,4,17,17,13,4,0,10,57
SAL13151,59,3,79,162,223,121,77,215,54,852
SAL13152,6,5,21,112,194,88,64,96,34,590
SAL13153,4,0,11,63,77,61,63,75,24,356
SAL13154,0,0,0,4,7,4,0,3,3,25
SAL13155,130,36,294,2034,2745,1383,1089,3056,501,10808
SAL13156,0,0,0,3,4,0,0,7,0,17
SAL13157,0,0,0,20,16,0,10,14,13,72
SAL13158,0,0,0,8,27,16,11,11,3,72
SAL13159,0,0,0,0,0,0,3,0,0,6
SAL13160,0,0,0,0,4,0,0,3,0,6
SAL13161,0,0,0,0,10,0,5,3,3,17
SAL13162,181,32,341,1641,2263,1138,853,2440,643,8984
SAL13163,0,0,0,29,41,25,13,19,10,133
SAL13164,0,4,8,331,490,250,181,542,1353,3152
SAL13165,0,0,0,47,56,34,38,41,15,228
SAL13166,0,0,3,26,46,22,26,15,16,152
SAL13167,91,42,195,3787,5888,2400,1743,9507,1972,25293
SAL13168,0,0,0,8,16,0,3,13,5,52
SAL13169,0,0,0,8,16,6,6,4,6,40
SAL13170,8,0,11,145,212,123,110,129,50,760
SAL13171,0,4,6,29,59,35,22,43,32,225
SAL13172,0,0,0,3,0,0,4,4,0,11
SAL13173,7,0,7,170,249,133,84,227,43,905
SAL13174,0,0,0,3,16,3,14,5,0,45
SAL13175,0,0,0,25,19,11,10,12,13,79
SAL13176,0,0,0,5,5,0,0,0,3,24
SAL13177,20,8,45,129,195,112,90,280,140,942
SAL13178,0,0,0,7,16,5,3,9,0,38
SAL13179,254,193,587,1749,2409,1213,941,2807,769,9885
SAL13180,21,10,69,435,569,327,212,441,91,2067
SAL13181,0,0,0,41,65,15,13,16,10,174
SAL13182,6,0,22,62,170,78,61,68,35,479
SAL13183,0,0,3,36,63,26,21,79,24,258
SAL13184,0,0,0,0,0,0,0,0,0,0
SAL13185,0,0,0,48,43,38,24,37,10,203
SAL13186,0,0,0,4,6,6,10,17,0,42
SAL13187,0,0,0,7,20,10,11,16,3,65
SAL13188,5,0,19,139,217,96,88,301,33,873
SAL13189,3,3,16,132,210,120,72,171,30,730
SAL13190,0,0,0,12,16,14,7,20,4,67
SAL13191,0,0,0,10,26,15,12,19,9,95
SAL13192,12,66,92,749,1135,552,402,1090,275,4206
SAL13193,116,82,258,826,1286,670,541,2306,700,6338
SAL13194,88,8,196,1356,1868,954,602,1277,224,6284
SAL13195,208,229,563,2883,3878,1300,1121,4469,1636,15284
SAL13196,3,4,10,37,55,52,25,39,17,225
SAL13197,112,74,292,1949,2622,1288,870,3282,664,10681
SAL13198,0,0,0,0,0,0,4,4,6,20
SAL13199,0,0,0,13,20,9,4,31,12,89
SAL13200,0,0,0,0,0,0,0,3,0,4
SAL13201,7,0,4,88,143,72,51,77,23,453
SAL13202,57,15,108,1702,2464,850,374,1295,471,7163
SAL13203,3,0,5,97,146,63,67,180,42,596
SAL13204,0,0,3,79,126,58,41,37,22,359
SAL13205,4,0,20,118,158,89,56,144,33,600
SAL13206,0,5,3,10,15,3,13,19,5,64
SAL13207,0,5,0,37,53,51,40,25,11,214
SAL13208,0,0,0,24,25,13,13,12,14,96
SAL13209,0,0,5,28,32,29,19,13,11,132
SAL13210,0,0,0,29,48,24,35,23,3,164
SAL13211,58,8,128,1011,1432,731,548,1191,152,5062
SAL13212,24,4,63,881,1226,598,457,856,188,4206
SAL13213,0,0,0,4,0,0,0,0,0,10
SAL13214,0,0,4,49,78,50,34,47,13,271
SAL13215,0,0,0,0,0,0,0,0,0,5
SAL13216,0,0,0,44,93,44,34,53,29,306
SAL13217,0,0,8,24,22,14,13,45,34,154
SAL13218,0,0,0,0,0,0,0,0,0,0
SAL13219,0,0,3,58,70,37,44,57,17,291
SAL13220,0,0,0,0,0,0,0,0,0,0
SAL13221,0,0,0,0,0,0,0,0,0,0
SAL13222,0,0,0,6,6,6,8,6,9,48
SAL13223,0,0,6,33,95,57,47,73,23,319
SAL13224,0,0,0,3,4,0,0,0,0,6
SAL13225,0,0,0,0,0,0,0,3,0,7
SAL13226,0,0,0,0,0,0,0,0,0,6
SAL13227,0,0,0,9,4,5,7,13,0,33
SAL13228,0,0,0,10,17,4,0,21,17,77
SAL13229,0,0,0,4,7,3,4,0,3,26
SAL13230,0,0,0,13,14,6,10,5,6,54
SAL13231,0,0,0,9,21,5,3,9,14,64
SAL13232,0,0,0,3,7,4,0,4,7,31
SAL13233,0,0,0,7,7,4,9,0,0,30
SAL13234,0,0,0,0,0,0,0,0,0,0
SAL13235,0,0,0,10,21,8,7,16,7,61
SAL13236,0,0,0,12,26,20,11,6,3,83
SAL13237,5,0,5,19,10,4,3,14,0,46
SAL13238,18,0,36,626,852,440,350,605,82,2954
SAL13239,0,0,0,8,11,8,3,31,15,67
SAL13240,0,0,4,20,26,12,17,18,15,103
SAL13241,4,0,4,105,128,78,57,90,15,472
SAL13242,69,10,112,1297,1633,737,713,3022,422,7814
SAL13243,125,17,203,623,946,484,317,751,140,3259
SAL13244,38,9,74,397,540,209,131,416,111,1797
SAL13245,16,4,43,278,314,141,93,259,100,1188
SAL13246,0,0,0,0,0,0,0,0,0,0
SAL13247,0,0,0,0,6,7,0,0,0,9
SAL13248,4,0,6,182,290,176,100,149,34,929
SAL13249,0,0,0,9,11,14,13,6,5,59
SAL13250,0,0,0,0,3,0,0,9,0,13
SAL13251,0,0,0,17,20,10,6,22,10,83
SAL13252,0,0,5,21,28,26,19,21,32,141
SAL13253,0,0,0,10,17,6,3,3,3,35
SAL13254,4,0,0,26,37,9,11,42,61,188
SAL13255,0,0,0,0,0,0,0,0,0,0
SAL13256,13,4,23,211,267,165,109,158,28,937
SAL13257,108,11,199,736,1102,512,408,1206,261,4216
SAL13258,962,403,2147,7942,11581,5318,3293,9730,2411,40269
SAL13259,0,0,0,0,0,0,0,0,0,0
SAL13260,0,0,0,0,0,0,0,0,0,0
SAL13261,0,0,0,8,14,13,10,8,4,56
SAL13262,27,4,49,300,504,244,231,574,172,2024
SAL13263,0,0,5,19,27,24,20,14,11,122
SAL13264,4,0,4,49,63,38,33,25,27,232
SAL13265,0,0,6,29,40,32,17,19,6,146
SAL13266,0,0,4,9,21,13,6,30,14,95
SAL13267,0,0,0,178,247,134,89,370,87,1106
SAL13268,36,8,71,1776,2107,476,165,1577,898,7003
SAL13269,96,38,193,997,1646,866,564,1143,334,5544
SAL13270,44,5,75,465,527,252,297,1216,134,2891
SAL13271,0,0,0,8,13,8,15,21,31,102
SAL13272,63,121,225,2199,2538,1269,1205,4279,668,12160
SAL13273,9,0,9,52,95,52,31,33,13,276
SAL13274,0,0,0,0,0,0,0,0,0,0
SAL13275,0,0,0,15,15,5,3,10,0,50
SAL13276,22,0,45,247,323,189,154,386,62,1355
SAL13277,0,0,0,23,37,19,13,24,17,126
SAL13278,24,0,43,741,975,495,468,1369,182,4230
SAL13279,0,0,0,0,0,0,0,0,5,6
SAL13280,0,0,0,9,8,8,3,8,0,37
SAL13281,3,0,3,4,9,9,0,4,0,34
SAL13282,0,0,0,0,0,0,0,0,0,5
SAL13283,0,0,0,14,13,4,7,8,0,43
SAL13284,0,0,0,15,9,3,0,10,5,48
SAL13285,0,0,3,46,54,37,29,35,15,213
SAL13286,184,31,334,2224,2788,1367,1595,7357,1506,16837
SAL13287,0,0,0,5,0,0,0,0,0,3
SAL13288,0,0,4,4,5,0,13,22,42,81
SAL13289,0,0,0,8,21,11,10,16,5,65
SAL13290,53,4,104,764,954,537,314,721,109,3402
SAL13291,4,0,3,37,33,26,21,32,0,157
SAL13292,0,0,0,19,22,22,12,23,6,108
SAL13293,0,0,0,5,9,8,0,7,6,30
SAL13294,76,16,230,2090,2888,1533,1027,1642,276,9453
SAL13295,0,0,0,10,13,5,3,10,5,49
SAL13296,0,0,4,19,33,22,0,13,4,91
SAL13297,49,10,98,2446,3334,1105,602,2964,908,11362
SAL13298,5,0,5,46,68,42,31,45,19,252
SAL13299,150,13,216,3836,5553,2783,2213,6171,980,21533
SAL13300,0,0,5,12,11,7,11,30,29,97
SAL13301,0,0,0,0,4,0,6,0,8,18
SAL13302,0,0,0,18,10,8,5,5,5,46
SAL13303,0,0,0,24,31,21,21,30,10,133
SAL13304,143,47,256,1179,1562,516,292,1595,357,5488
SAL13305,22,0,51,840,1096,338,184,895,211,3563
SAL13306,7,3,26,537,790,295,164,571,163,2520
SAL13307,27,6,58,634,785,365,187,417,75,2457
SAL13308,0,0,0,7,10,8,5,0,0,32
SAL13309,18,7,43,845,995,309,165,549,116,2979
SAL13310,0,0,3,45,72,30,28,32,44,253
SAL13311,0,0,0,0,0,0,3,4,0,11
SAL13312,0,0,0,0,0,0,4,0,0,5
SAL13313,0,0,0,33,45,21,16,28,25,173
SAL13314,55,28,121,434,631,388,276,660,354,2745
SAL13315,0,0,0,82,136,77,81,84,20,476
SAL13316,20,0,46,840,1220,547,476,1375,206,4670
SAL13317,4,0,16,201,269,139,106,233,53,998
SAL13318,0,0,12,97,160,104,85,118,28,581
SAL13319,0,0,0,20,25,10,8,14,0,78
SAL13320,38,3,43,111,131,101,57,137,62,590
SAL13321,0,0,4,24,37,20,26,46,0,158
SAL13322,24,4,47,195,265,109,76,282,64,991
SAL13323,27,3,65,275,377,157,142,425,79,1458
SAL13324,3,0,12,21,41,18,17,34,15,142
SAL13325,288,320,847,6090,7837,2740,1284,5116,1621,24679
SAL13326,0,0,0,4,6,9,0,11,5,33
SAL13327,0,0,0,8,4,0,0,0,4,23
SAL13328,13,9,32,438,668,318,194,363,40,2026
SAL13329,0,0,3,27,31,15,20,43,23,155
SAL13330,0,0,0,10,17,6,5,8,15,55
SAL13331,0,0,5,15,29,17,12,17,16,110
SAL13332,17,5,42,327,483,285,191,347,86,1709
SAL13333,0,0,0,4,24,10,10,9,3,60
SAL13334,16,28,51,41,66,33,23,132,89,379
SAL13335,0,0,0,0,0,0,0,0,0,0
SAL13336,0,0,0,15,25,15,13,22,7,110
SAL13337,0,0,0,3,5,3,5,3,0,10
SAL13338,10,0,17,358,471,262,156,274,49,1574
SAL13339,0,0,0,7,20,9,0,0,12,51
SAL13340,138,14,240,1852,2768,1226,975,3172,676,10673
SAL13341,3,3,7,195,234,165,120,174,59,943
SAL13342,0,0,14,117,215,145,71,113,34,691
SAL13343,0,0,0,0,0,4,0,0,0,3
SAL13344,0,0,0,5,5,0,0,0,5,25
SAL13345,0,0,0,0,0,0,0,0,0,5
SAL13346,0,0,0,32,42,21,20,32,36,187
SAL13347,0,3,11,52,119,49,52,59,25,358
SAL13348,0,0,0,0,0,4,0,0,0,3
SAL13349,3,0,7,49,104,62,43,54,15,329
SAL13350,3,0,8,52,59,22,19,44,5,199
SAL13351,0,0,0,6,15,7,4,13,4,52
SAL13352,98,46,211,2913,3666,941,475,2900,1097,11997
SAL13353,73,112,225,605,876,440,265,658,283,3116
SAL13354,0,0,0,15,0,7,0,4,4,30
SAL13355,0,0,0,21,32,24,26,23,0,132
SAL13356,0,0,0,9,20,16,7,14,7,79
SAL13357,0,0,0,6,9,0,6,3,8,31
SAL13358,35,8,67,653,754,383,372,1689,252,4097
SAL13359,4,0,6,143,179,82,73,145,43,664
SAL13360,0,0,0,16,16,13,6,18,7,68
SAL13361,0,0,4,8,32,15,21,11,7,96
SAL13362,0,0,0,3,3,5,3,5,6,20
SAL13363,0,0,0,10,22,8,17,30,10,96
SAL13364,3,0,11,203,361,189,126,196,31,1095
SAL13365,0,0,0,21,22,15,17,10,12,100
SAL13366,0,0,8,101,175,113,60,83,22,552
SAL13367,0,0,0,25,47,20,16,35,15,160
SAL13368,0,0,0,8,17,3,0,12,0,37
SAL13369,182,178,514,2165,2808,1377,1154,4023,897,12422
SAL13370,11,0,24,313,407,230,143,362,54,1505
SAL13371,0,0,0,16,14,4,0,0,0,32
SAL13372,25,21,63,1733,2532,940,620,3678,556,10062
SAL13373,0,0,0,5,6,3,3,9,9,34
SAL13374,0,0,0,13,9,9,3,5,0,35
SAL13375,212,88,378,809,1147,477,398,1405,495,4738
SAL13376,8,0,23,146,249,127,79,115,14,727
SAL13377,0,0,0,4,13,8,3,4,10,42
SAL13378,0,0,0,17,20,13,3,16,6,75
SAL13379,0,0,3,22,46,20,27,26,5,143
SAL13380,0,0,0,8,11,0,5,3,3,30
SAL13381,0,0,0,3,12,9,3,12,0,33
SAL13382,0,0,5,35,62,48,43,42,18,251
SAL13383,34,6,72,1112,1663,804,687,1875,396,6542
SAL13384,0,0,0,6,0,3,0,4,4,10
SAL13385,15,4,56,581,840,408,228,332,59,2457
SAL13386,163,22,311,1640,2158,1040,887,4245,849,10817
SAL13387,0,0,0,4,6,0,0,10,3,18
SAL13388,0,0,0,10,18,11,6,15,7,61
SAL13389,11,4,26,309,537,258,194,251,112,1653
SAL13390,4,0,14,176,232,123,78,145,8,762
SAL13391,0,0,0,11,25,9,5,12,3,68
SAL13392,0,0,4,28,48,18,12,17,0,127
SAL13393,0,0,6,47,63,39,30,24,20,229
SAL13394,143,40,260,2062,2849,1191,943,5364,946,13358
SAL13395,5,0,5,34,44,21,13,17,9,149
SAL13396,0,0,0,16,28,16,9,5,0,70
SAL13397,0,0,0,5,3,4,0,0,3,20
SAL13398,0,0,0,4,4,3,0,0,4,27
SAL13399,0,0,0,0,4,5,8,6,5,19
SAL13400,0,0,4,3,9,10,11,12,12,57
SAL13401,0,0,0,3,13,12,5,9,3,51
SAL13402,0,0,0,18,19,4,3,10,9,62
SAL13403,5,0,11,52,70,29,17,49,8,228
SAL13404,0,0,0,0,9,3,4,4,12,30
SAL13405,3,0,8,44,67,35,21,40,51,259
SAL13406,24,3,40,254,307,169,108,251,21,1112
SAL13407,0,0,7,14,34,18,23,24,5,121
SAL13408,0,0,0,7,11,3,14,13,9,59
SAL13409,0,0,0,0,0,0,0,0,0,6
SAL13410,304,192,549,1920,2559,1226,1165,4963,1079,12913
SAL13411,35,8,68,825,1302,561,520,1561,270,5052
SAL13412,127,116,361,1979,2502,935,523,1806,552,8293
SAL13413,0,0,0,18,26,7,8,17,5,77
SAL13414,0,0,0,0,7,3,8,0,5,22
SAL13415,0,0,0,62,103,63,44,40,49,360
SAL13416,0,0,0,4,10,3,5,5,9,40
SAL13417,0,0,3,9,12,3,0,3,0,22
SAL13418,0,0,0,6,20,9,8,10,3,56
SAL13419,90,13,186,2566,3351,1084,690,3501,704,11898
SAL13420,0,0,0,3,27,5,6,17,4,60
SAL13421,0,0,3,38,51,38,31,25,15,194
SAL13422,13,0,21,516,657,299,247,1305,247,3277
SAL13423,149,55,303,1667,2145,1015,939,3484,626,9875
SAL13424,24,3,46,1085,1426,634,603,2072,357,6179
SAL13425,0,0,0,11,8,5,0,0,0,21
SAL13426,65,46,234,1804,2521,1350,787,1510,292,8261
SAL13427,18,0,49,290,418,225,120,196,20,1276
SAL13428,0,0,4,39,60,19,34,33,3,193
SAL13429,3,3,7,34,31,22,28,27,16,164
SAL13430,0,0,0,15,30,14,12,17,4,84
SAL13431,0,0,4,5,9,3,3,9,11,45
SAL13432,0,0,0,0,4,0,0,0,0,5
SAL13433,0,0,0,15,28,17,10,6,14,87
SAL13434,24,5,39,324,331,215,235,607,123,1840
SAL13435,0,0,0,7,20,6,0,11,3,51
SAL13436,0,0,0,5,5,3,6,0,0,20
SAL13437,0,4,4,26,31,16,15,15,30,122
SAL13438,0,0,0,8,6,3,0,5,0,19
SAL13439,0,0,0,15,10,14,16,16,16,91
SAL13440,3,0,4,28,30,21,15,14,9,118
SAL13441,0,0,0,0,3,7,3,5,0,13
SAL13442,0,0,6,42,64,25,27,36,9,208
SAL13443,0,0,3,31,56,31,10,22,8,162
SAL13444,18,7,64,1965,2582,1117,796,2106,418,8990
SAL13445,0,0,0,21,25,7,8,18,7,80
SAL13446,0,0,6,27,33,8,15,27,21,141
SAL13447,0,0,3,10,28,7,10,14,17,82
SAL13448,0,0,0,9,13,4,0,0,12,33
SAL13449,4,0,3,217,263,144,58,93,56,831
SAL13450,28,3,55,1653,2684,971,418,1104,250,7078
SAL13451,0,0,0,5,17,14,8,8,3,57
SAL13452,0,0,0,3,4,3,4,10,6,35
SAL13453,0,0,4,9,13,4,9,23,4,71
SAL13454,0,0,0,3,0,0,3,3,3,15
SAL13455,4,0,11,104,153,84,59,90,5,496
SAL13456,0,0,4,12,31,14,18,15,15,114
SAL13457,0,0,0,0,4,4,4,6,0,22
SAL13458,34,3,55,803,1166,551,474,1315,167,4481
SAL13459,16,65,95,562,718,162,64,465,229,2201
SAL13460,0,0,3,19,26,8,3,16,9,87
SAL13461,4,0,5,51,56,40,34,41,20,233
SAL13462,99,9,187,883,1245,552,331,814,169,4002
SAL13463,26,3,38,239,348,180,121,298,31,1225
SAL13464,180,37,304,1816,2552,1241,908,3132,576,10222
SAL13465,4,0,5,23,26,12,8,16,16,88
SAL13466,0,0,0,9,9,4,4,7,3,41
SAL13467,0,0,3,21,48,23,14,21,19,147
SAL13468,40,7,106,1111,1434,714,550,1712,357,5883
SAL13469,282,171,736,4957,7201,3067,2131,7650,1459,26473
SAL13470,4,3,7,40,49,32,27,24,23,196
SAL13471,0,0,0,3,6,3,7,3,0,32
SAL13472,14,5,31,118,210,109,87,193,54,779
SAL13473,0,0,0,28,54,37,17,45,8,194
SAL13474,7,0,9,59,79,41,59,58,17,309
SAL13475,0,0,0,5,15,14,15,12,6,64
SAL13476,26,6,45,297,339,179,199,1167,286,2471
SAL13477,5,4,16,171,279,132,78,185,27,874
SAL13478,134,33,292,765,1143,579,420,1185,272,4358
SAL13479,0,0,3,16,14,3,9,13,0,45
SAL13480,0,0,4,15,12,11,5,15,0,55
SAL13481,0,0,0,0,3,0,0,0,0,12
SAL13482,14,3,17,165,229,109,148,199,64,912
SAL13483,0,0,0,0,0,0,0,0,0,4
SAL13484,4,0,6,53,103,47,24,41,10,278
SAL13485,29,9,72,660,817,419,345,1034,211,3477
SAL13486,0,3,9,104,155,73,53,93,23,496
SAL13487,92,21,180,1109,1713,838,691,1741,487,6579
SAL13488,0,0,0,0,0,0,0,0,0,0
SAL13489,4,73,78,25,24,22,15,45,123,250
SAL13490,0,0,0,8,22,7,10,7,13,64
SAL13491,0,0,0,6,3,3,4,4,0,18
SAL13492,0,0,0,0,3,0,0,0,0,9
SAL13493,23,3,46,216,273,139,104,272,69,1062
SAL13494,16,0,33,389,688,320,197,512,143,2257
SAL13495,0,0,0,3,8,4,4,6,0,22
SAL13496,0,0,0,7,15,4,3,5,0,33
SAL13497,0,0,0,3,4,0,5,8,0,23
SAL13498,0,0,0,12,20,11,10,8,4,74
SAL13499,0,0,0,3,5,0,0,0,0,15
SAL13500,0,0,0,5,13,3,3,6,8,39
SAL13501,0,0,0,32,44,11,13,42,16,152
SAL13502,4,0,6,116,153,83,46,77,14,480
SAL13503,0,0,0,0,0,0,0,0,0,5
SAL13504,147,63,361,1714,2271,1107,812,2565,594,9056
SAL13505,0,0,0,8,7,0,4,10,0,22
SAL13506,15,3,38,421,760,305,216,343,102,2144
SAL13507,17,12,71,660,1001,542,342,566,136,3244
SAL13508,0,0,0,0,3,5,4,5,0,18
SAL13509,0,0,0,3,21,14,6,12,5,69
SAL13510,0,0,3,78,103,66,24,48,21,344
SAL13511,0,0,0,12,19,10,5,8,0,52
SAL13512,0,0,0,0,0,3,0,0,0,7
SAL13513,41,12,97,638,966,527,237,606,193,3166
SAL13514,4,0,6,65,119,53,56,105,31,435
SAL13515,0,0,3,54,74,39,31,40,10,249
SAL13516,0,0,0,0,0,4,0,0,0,7
SAL13517,21,5,41,1805,2900,1518,1108,3001,588,10927
SAL13518,100,30,194,858,1276,547,433,1256,314,4679
SAL13519,0,0,0,0,0,0,0,0,3,12
SAL13520,0,0,3,104,202,113,63,67,25,575
SAL13521,0,0,0,5,6,0,3,4,3,18
SAL13522,0,0,0,6,7,5,0,16,9,38
SAL13523,7,0,21,149,247,135,106,129,53,819
SAL13524,64,17,147,1258,1783,905,575,930,221,5672
SAL13525,0,0,6,155,241,141,107,147,26,815
SAL13526,0,0,0,33,70,27,34,50,17,229
SAL13527,0,0,0,8,15,7,7,6,9,50
SAL13528,0,0,0,8,5,5,14,4,10,42
SAL13529,0,0,0,16,43,42,34,38,18,199
SAL13530,0,0,3,61,88,49,40,78,22,338
SAL13531,73,21,150,783,904,448,455,1963,422,4973
SAL13532,0,4,6,41,40,16,16,45,12,178
SAL13533,156,54,336,2770,3870,1924,1613,5099,1090,16369
SAL13534,0,0,0,9,10,11,7,10,0,47
SAL13535,0,0,0,9,3,6,0,5,4,27
SAL13536,0,0,0,19,19,7,12,18,15,86
SAL13537,0,0,0,16,13,11,3,7,11,57
SAL13538,9,0,11,386,435,205,256,944,359,2582
SAL13539,3,0,7,47,74,39,35,90,30,319
SAL13540,0,0,0,31,35,18,17,28,11,140
SAL13541,0,0,0,21,45,17,6,16,14,113
SAL13542,0,0,0,4,10,10,13,10,15,50
SAL13543,0,0,3,15,27,5,3,16,15,72
SAL13544,0,0,0,8,7,6,3,7,0,27
SAL13545,0,0,0,0,0,0,0,0,0,7
SAL13546,5,0,3,11,33,15,13,26,4,108
SAL13547,22,81,139,1295,1787,857,572,1213,309,6033
SAL13548,47,9,90,572,837,443,285,729,122,2988
SAL13549,47,34,90,60,94,37,23,154,72,444
SAL13550,19,21,63,214,297,172,118,227,88,1111
SAL13551,0,0,4,8,7,7,0,3,25,58
SAL13552,0,0,5,29,30,21,20,20,8,130
SAL13553,0,0,4,10,9,3,7,9,8,36
SAL13554,52,99,182,229,401,181,132,433,223,1608
SAL13555,47,9,129,470,821,396,278,632,175,2778
SAL13556,0,0,0,6,4,3,4,4,6,24
SAL13557,50,14,120,783,1029,450,276,1077,219,3835
SAL13558,0,0,0,0,0,0,5,5,0,11
SAL13559,13,4,30,696,998,530,440,693,158,3514
SAL13560,0,0,0,6,8,10,7,9,6,43
SAL13561,3,0,10,43,66,38,32,50,11,240
SAL13562,4,0,13,318,409,178,170,615,1438,3125
SAL13563,0,0,0,8,5,6,0,0,0,17
SAL13564,101,3,151,725,1168,539,374,1185,249,4241
SAL13565,63,4,93,634,998,455,404,966,254,3713
SAL13566,0,0,0,45,17,0,3,337,172,575
SAL13567,0,0,0,0,0,0,0,0,0,3
SAL13568,0,0,0,0,0,0,0,0,0,0
SAL13569,11,0,16,239,339,176,96,187,31,1062
SAL13570,0,0,0,5,21,14,5,14,10,72
SAL13571,0,0,0,27,37,15,11,11,11,114
SAL13572,0,0,0,18,32,12,14,19,6,106
SAL13573,0,0,0,0,4,0,0,8,4,16
SAL13574,0,0,0,3,0,0,0,10,3,19
SAL13575,213,76,370,1395,1690,841,890,4933,831,10581
SAL13576,0,0,0,3,0,6,0,4,0,12
SAL13577,0,0,0,7,14,5,9,5,3,43
SAL13578,0,0,0,62,76,50,34,43,30,298
SAL13579,3,5,13,160,327,189,126,204,79,1093
SAL13580,11,7,27,104,105,49,51,134,50,490
SAL13581,0,0,0,5,3,0,0,0,3,14
SAL13582,0,0,0,0,0,0,0,0,0,3
SAL13583,0,0,0,0,0,0,0,0,0,3
SAL13584,0,0,0,18,22,16,8,15,13,85
SAL13585,0,0,0,17,16,3,18,25,14,89
SAL13586,19,4,30,258,376,218,147,315,57,1364
SAL13587,11,0,21,188,243,126,138,173,64,930
SAL13588,4,0,8,47,55,41,22,42,19,211
SAL13589,3,4,21,258,365,110,66,304,100,1207
SAL13590,0,3,8,30,50,33,23,22,8,176
SAL13591,0,0,5,43,62,27,53,45,36,263
SAL13592,0,0,0,4,12,8,6,6,0,26
SAL13593,13,0,21,241,360,149,111,357,75,1298
SAL13594,27,0,57,200,285,175,127,253,40,1078
SAL13595,62,21,147,953,1176,590,340,1103,339,4499
SAL13596,0,0,5,53,94,49,29,46,18,289
SAL13597,0,0,3,148,215,105,58,117,61,701
SAL13598,82,22,179,801,1145,623,473,1453,460,4950
SAL13599,45,5,74,551,611,305,347,1923,658,4401
SAL13600,0,0,5,96,140,63,51,215,82,642
SAL13601,6,5,12,35,84,43,38,53,30,283
SAL13602,0,0,8,52,59,36,18,80,66,308
SAL13603,110,18,173,759,983,482,361,1503,218,4313
SAL13604,14,8,36,278,437,216,234,631,260,2062
SAL13605,11,0,16,272,418,149,113,399,95,1440
SAL13606,0,0,0,45,73,36,12,71,11,251
SAL13607,0,0,14,65,94,46,38,100,29,366
SAL13608,3,0,3,92,131,99,67,72,23,488
SAL13609,28,3,38,137,229,132,84,255,77,909
SAL13610,43,0,54,463,615,278,208,679,146,2388
SAL13611,0,0,6,66,98,75,44,75,17,380
SAL13612,71,12,151,1837,2525,1235,937,2522,484,9540
SAL13613,91,23,188,878,1198,547,435,1684,583,5328
SAL13614,24,3,90,570,789,478,278,360,27,2503
SAL13615,58,13,108,786,1100,561,510,1946,562,5468
SAL13616,117,22,212,636,1186,672,459,1148,304,4400
SAL13617,28,11,61,819,1230,528,466,1310,355,4712
SAL13618,0,0,0,34,57,18,19,15,14,149
SAL13619,0,0,0,4,4,4,4,14,0,27
SAL13620,0,0,5,25,52,24,22,28,14,167
SAL13621,43,7,91,570,787,456,273,629,131,2843
SAL13622,0,0,4,13,34,12,8,22,5,95
SAL13623,0,0,8,38,58,38,32,64,26,257
