SAL_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL11034,4,4,0,0,0,0,0,0,0,13
SAL11035,0,0,0,0,0,0,3,0,0,3
SAL11036,1101,649,858,810,821,937,754,539,242,6715
SAL11037,15,12,6,16,30,33,31,25,7,168
SAL11038,59,40,24,50,72,178,203,64,16,691
SAL11039,0,0,0,0,3,4,0,0,0,7
SAL11040,0,6,0,0,0,5,0,0,0,12
SAL11041,140,128,55,73,128,94,85,37,15,748
SAL11042,5,3,3,0,4,3,4,0,0,19
SAL11043,574,322,312,313,405,509,545,323,180,3477
SAL11044,584,303,346,267,290,340,290,174,65,2666
SAL11045,0,0,0,0,0,0,3,0,0,0
SAL11046,46,34,30,30,41,42,45,14,4,293
SAL11047,117,65,54,69,75,105,81,57,11,625
SAL11048,30,15,10,22,21,33,26,14,3,172
SAL11049,69,29,51,54,48,81,53,25,7,409
SAL11050,0,0,0,0,0,7,4,0,0,9
SAL11051,73,30,56,68,67,107,69,11,0,481
SAL11052,1409,797,945,780,768,763,737,541,334,7077
SAL11053,1149,640,563,616,748,1009,1136,750,271,6885
SAL11054,26,11,14,15,18,15,8,6,7,107
SAL11055,20,22,9,20,19,24,13,12,4,137
SAL11056,558,350,194,360,437,440,319,116,26,2809
SAL11057,20,13,0,25,10,13,19,5,0,113
SAL11058,3,5,5,6,7,17,18,7,4,74
SAL11059,11,3,10,11,3,7,12,0,0,57
SAL11060,63,21,34,31,41,64,61,21,3,344
SAL11061,4,5,0,5,0,0,0,0,0,12
SAL11062,0,0,0,0,0,3,0,0,0,9
SAL11063,219,172,135,130,176,193,184,110,51,1373
SAL11064,25,16,10,9,30,32,23,20,5,168
SAL11065,149,74,87,91,121,149,103,37,3,817
SAL11066,0,0,0,0,0,0,0,0,0,4
SAL11067,0,0,3,0,0,10,12,0,0,22
SAL11068,26,19,8,17,28,36,21,6,3,168
SAL11069,0,0,0,0,0,0,0,0,0,0
SAL11070,773,663,431,528,654,786,408,161,50,4460
SAL11071,7,5,8,5,6,7,7,0,0,43
SAL11072,24,20,13,8,22,15,10,3,0,122
SAL11073,348,189,257,226,265,233,197,74,15,1802
SAL11074,14,8,10,6,10,7,6,4,0,72
SAL11075,823,535,361,538,709,854,986,671,210,5699
SAL11076,60,33,21,43,64,72,58,10,0,358
SAL11077,9,3,3,11,8,13,5,3,0,66
SAL11078,7,8,6,0,13,7,5,0,0,44
SAL11079,5,3,3,5,11,3,4,3,4,44
SAL11080,813,541,484,449,676,866,909,604,251,5595
SAL11081,0,0,0,0,0,0,0,0,0,0
SAL11082,1169,752,956,863,834,916,752,462,272,6972
SAL11083,0,0,0,0,0,0,0,0,0,3
SAL11084,0,0,0,0,5,9,0,3,0,23
SAL11085,7,4,5,3,11,21,22,10,0,83
SAL11086,0,12,8,10,10,22,28,8,3,96
SAL11087,3,0,0,0,5,3,4,3,0,20
SAL11088,3,0,0,0,3,15,7,3,0,30
SAL11089,0,7,0,3,3,7,8,9,5,38
SAL11090,30,10,6,17,11,10,13,14,0,112
SAL11091,6,0,0,0,8,6,5,0,0,29
SAL11092,3,3,0,0,0,0,0,0,0,9
SAL11093,50,47,31,40,44,29,33,13,0,282
SAL11094,208,96,114,109,134,156,151,67,17,1053
SAL11095,10,3,5,3,0,9,11,8,3,58
SAL11096,3,0,4,0,0,7,0,0,0,16
SAL11097,123,93,48,75,98,93,68,36,6,631
SAL11098,13,8,14,11,6,17,12,5,0,88
SAL11099,1791,1128,1060,981,1208,1332,1394,877,378,10145
SAL11100,21,0,10,9,16,8,14,0,0,73
SAL11101,4,6,0,0,0,0,0,3,0,18
SAL11102,47,32,53,35,47,71,32,18,5,343
SAL11103,22,24,50,11,28,46,24,4,0,213
SAL11104,0,4,11,0,0,3,10,3,0,29
SAL11105,3623,2152,2396,2155,2024,1856,1070,406,94,15779
SAL11106,0,0,0,0,0,0,0,0,0,3
SAL11107,10,3,14,6,18,12,22,11,4,104
SAL11108,0,0,0,0,0,9,3,0,0,14
SAL11109,5,5,7,5,11,14,7,3,4,57
SAL11110,10,6,0,8,7,3,12,0,0,48
SAL11111,0,0,0,0,0,0,0,0,0,4
SAL11112,3,6,0,3,9,9,13,0,0,36
SAL11113,1687,919,1944,1915,1525,1230,1162,667,219,11263
SAL11114,288,180,292,295,325,363,317,161,48,2270
SAL11115,253,134,147,165,211,305,286,106,26,1633
SAL11116,816,512,1099,726,621,496,392,194,87,4936
SAL11117,411,273,286,277,280,236,196,147,52,2156
SAL11118,6,0,0,5,6,8,12,7,0,34
SAL11119,1679,998,651,1064,1264,891,729,550,217,8030
SAL11120,2124,1735,3224,2181,2205,2583,2212,1081,559,17899
SAL11121,18,5,4,11,5,9,0,0,0,54
SAL11122,24,21,5,20,13,31,38,14,3,174
SAL11123,11,6,8,5,11,18,10,7,0,78
SAL11124,395,278,223,232,296,450,398,273,134,2686
SAL11125,30,5,13,16,6,15,14,3,0,112
SAL11126,16,6,15,14,18,16,9,0,0,104
SAL11127,7,0,4,3,0,0,5,0,0,19
SAL11128,148,55,47,79,76,72,76,49,8,626
SAL11129,153,76,35,91,80,67,74,47,17,641
SAL11130,0,0,3,0,0,0,0,0,0,6
SAL11131,0,9,0,0,6,18,17,16,5,78
SAL11132,676,402,1188,1062,667,464,327,138,47,4974
SAL11133,18,7,8,13,7,13,17,3,0,78
SAL11134,0,0,0,0,0,0,0,0,0,0
SAL11135,1690,1264,1422,1388,1475,1351,1006,703,453,10755
SAL11136,1912,1284,1297,1454,1660,1393,1095,587,245,10929
SAL11137,11,11,3,0,9,5,20,3,0,68
SAL11138,9,0,0,3,7,3,4,0,0,39
SAL11139,57,21,20,26,32,52,36,19,4,263
SAL11140,3,0,4,0,7,4,5,0,0,26
SAL11141,121,59,48,71,65,81,91,45,11,586
SAL11142,16,6,7,11,3,20,12,0,0,66
SAL11143,11,5,0,5,0,5,0,0,0,36
SAL11144,207,111,104,113,123,146,101,40,14,952
SAL11145,68,24,22,48,54,47,56,13,6,339
SAL11146,32,20,24,18,38,53,52,32,5,284
SAL11147,384,236,300,261,305,502,489,341,132,2946
SAL11148,313,173,101,175,161,175,219,130,30,1483
SAL11149,22,19,13,13,24,28,32,13,3,166
SAL11150,19,4,8,9,3,7,5,0,0,49
SAL11151,0,0,0,0,3,3,3,0,0,10
SAL11152,7,3,6,0,9,11,5,6,0,41
SAL11153,0,0,0,0,7,4,0,0,0,10
SAL11154,8,0,0,3,5,4,6,0,0,21
SAL11155,506,251,262,348,304,244,194,83,14,2211
SAL11156,10,8,0,0,3,0,0,5,0,22
SAL11157,45,33,18,33,21,44,12,10,3,208
SAL11158,0,0,0,0,0,3,0,0,0,3
SAL11159,17,11,10,15,39,39,57,15,0,198
SAL11160,104,41,43,55,42,80,67,40,9,491
SAL11161,6,0,0,0,0,7,0,0,0,12
SAL11162,379,208,207,207,221,284,277,170,95,2050
SAL11163,10,0,8,9,5,5,4,0,0,44
SAL11164,0,10,5,12,14,34,37,11,5,111
SAL11165,24,17,10,15,21,38,22,8,10,163
SAL11166,8,0,0,5,0,0,4,0,0,24
SAL11167,33,12,16,9,18,18,18,9,0,137
SAL11168,484,343,227,275,456,292,166,87,40,2364
SAL11169,0,7,0,4,0,0,6,0,0,21
SAL11170,163,91,102,79,84,122,89,38,15,779
SAL11171,99,33,71,57,56,84,67,24,7,496
SAL11172,3,5,0,5,3,4,13,3,0,43
SAL11173,65,43,38,43,44,47,35,27,6,339
SAL11174,0,0,0,0,0,0,0,0,0,0
SAL11175,30,24,22,22,33,37,43,22,5,220
SAL11176,1429,717,892,811,757,519,279,113,27,5541
SAL11177,44,28,32,36,34,124,113,56,22,479
SAL11178,20,17,23,24,29,28,19,13,5,167
SAL11179,47,22,22,31,22,33,21,5,0,199
SAL11180,7,7,5,11,10,14,10,3,0,67
SAL11181,0,0,0,0,0,3,0,0,0,8
SAL11182,9,3,6,7,14,13,3,6,0,72
SAL11183,7,0,4,6,3,10,0,0,0,37
SAL11184,5,0,5,6,0,21,19,5,0,61
SAL11185,10,5,8,8,3,0,6,4,0,42
SAL11186,125,110,101,90,130,152,186,186,73,1146
SAL11187,6,6,0,6,10,5,11,0,0,43
SAL11188,0,0,0,5,0,3,4,4,0,22
SAL11189,26,24,12,23,38,31,20,11,9,183
SAL11190,68,50,53,66,72,108,127,122,45,705
SAL11191,44,13,33,25,37,57,33,10,4,252
SAL11192,300,116,158,185,211,359,426,236,197,2194
SAL11193,0,0,0,0,0,0,0,0,0,6
SAL11194,6,5,8,10,3,3,8,6,0,57
SAL11195,42,26,12,24,35,34,31,19,5,230
SAL11196,33,19,14,28,29,44,36,14,5,218
SAL11197,24,6,9,10,13,17,12,9,0,111
SAL11198,5,4,7,5,7,13,0,0,0,38
SAL11199,12,0,6,8,6,0,15,3,0,65
SAL11200,45,18,9,27,46,75,65,33,0,313
SAL11201,18,13,10,13,17,22,8,16,5,120
SAL11202,4,0,6,0,0,0,0,0,0,6
SAL11203,1996,1409,1468,1326,1334,1221,1093,798,303,10954
SAL11204,62,41,20,47,62,90,71,45,8,451
SAL11205,16,12,6,4,3,10,5,4,0,62
SAL11206,31,15,30,14,31,46,57,18,4,243
SAL11207,74,40,50,45,59,74,61,50,10,456
SAL11208,3,6,4,3,16,20,27,3,0,83
SAL11209,10,0,8,3,6,9,8,5,0,45
SAL11210,17,16,11,6,12,19,11,8,3,95
SAL11211,47,25,11,26,37,38,49,11,0,237
SAL11212,424,262,588,516,453,522,565,484,169,3977
SAL11213,559,868,3268,2119,1404,1203,752,347,96,10615
SAL11214,71,45,67,36,47,44,34,16,13,378
SAL11215,132,891,780,283,207,164,97,41,9,2597
SAL11216,156,125,135,109,138,176,127,55,10,1030
SAL11217,0,4,0,0,0,3,4,0,0,30
SAL11218,20,14,10,10,6,18,11,5,0,88
SAL11219,20,13,6,12,18,14,12,13,0,110
SAL11220,158,81,64,81,136,120,80,30,8,770
SAL11221,541,376,130,301,503,316,344,187,26,2725
SAL11222,10,5,5,4,0,8,5,0,0,34
SAL11223,453,227,210,312,302,355,331,283,143,2602
SAL11224,29,37,21,39,60,98,72,29,4,385
SAL11225,6,9,5,7,10,25,13,3,0,83
SAL11226,651,386,511,454,337,376,266,123,86,3180
SAL11227,9,0,0,0,0,14,3,5,0,29
SAL11228,0,0,0,0,5,0,0,0,0,5
SAL11229,3498,2333,4932,4196,3037,2544,1589,862,355,23354
SAL11230,6,0,0,5,0,0,0,0,0,12
SAL11231,16,5,11,9,9,25,8,7,4,100
SAL11232,3,5,0,3,4,5,0,0,0,20
SAL11233,50,39,34,35,72,77,102,48,13,456
SAL11234,29,6,12,9,15,19,15,3,3,128
SAL11235,51,19,25,30,29,54,52,24,14,295
SAL11236,128,59,49,69,83,93,76,40,14,625
SAL11237,2257,948,1783,1798,847,649,482,279,72,9129
SAL11238,79,56,45,43,47,83,132,98,66,650
SAL11239,1239,786,764,713,887,1102,1034,622,280,7432
SAL11240,623,434,396,458,526,566,441,201,86,3726
SAL11241,478,265,178,361,289,325,241,98,61,2292
SAL11242,187,118,63,141,135,125,132,30,14,947
SAL11243,333,204,195,206,241,248,201,126,59,1821
SAL11244,9,0,6,8,0,6,4,0,0,34
SAL11245,9,4,0,5,9,0,5,0,0,38
SAL11246,0,0,0,0,0,0,0,0,0,0
SAL11247,0,5,4,3,5,15,19,3,0,52
SAL11248,0,0,0,0,0,3,4,0,0,10
SAL11249,0,3,0,0,5,3,0,0,0,11
SAL11250,655,351,374,339,347,304,311,101,22,2806
SAL11251,12,10,3,0,13,3,3,0,0,42
SAL11252,9,5,0,10,3,3,6,0,0,38
SAL11253,181,71,89,95,120,200,185,54,12,1012
SAL11254,0,0,0,0,3,3,0,0,0,7
SAL11255,6,3,6,10,11,19,12,0,0,62
SAL11256,0,0,0,0,0,5,9,0,0,13
SAL11257,11,8,9,7,14,19,18,3,0,82
SAL11258,5,4,5,4,5,11,3,8,0,40
SAL11259,10,0,0,3,3,3,3,4,0,29
SAL11260,0,0,0,0,0,0,0,0,0,0
SAL11261,16,0,0,5,8,3,6,10,0,51
SAL11262,22,8,0,10,16,21,11,4,0,89
SAL11263,23,15,22,8,12,14,9,5,0,106
SAL11264,30,8,12,17,6,20,7,15,0,117
SAL11265,10,5,0,9,5,20,8,4,0,65
SAL11266,0,5,0,0,0,12,3,3,0,25
SAL11267,0,0,0,0,0,0,0,0,0,7
SAL11268,132,112,60,83,103,108,60,34,11,699
SAL11269,219,135,256,221,247,222,182,114,33,1633
SAL11270,8,9,4,0,15,18,11,3,0,65
SAL11271,53,29,37,43,37,63,52,24,6,354
SAL11272,19,15,10,15,13,33,26,6,0,130
SAL11273,13,3,8,10,6,9,0,4,0,39
SAL11274,106,86,64,53,98,155,102,44,10,712
SAL11275,13,9,8,9,11,13,20,8,0,92
SAL11276,21,12,7,10,36,37,101,54,17,298
SAL11277,2613,1809,2012,1896,1753,1606,1234,530,164,13614
SAL11278,60,46,35,44,63,59,31,13,0,350
SAL11279,237,178,188,161,192,298,263,180,48,1739
SAL11280,174,78,87,90,141,205,202,159,61,1214
SAL11281,3,8,4,3,9,28,21,10,3,88
SAL11282,17,12,14,18,24,42,32,3,4,158
SAL11283,579,426,1005,663,509,488,532,365,144,4709
SAL11284,32,16,17,30,16,25,31,3,5,162
SAL11285,266,193,122,165,187,196,184,55,18,1386
SAL11286,821,556,382,446,650,512,405,191,67,4044
SAL11287,19,15,10,15,22,20,15,0,0,124
SAL11288,56,37,49,29,47,51,21,7,7,299
SAL11289,13,12,9,10,22,41,116,121,41,383
SAL11290,4,3,4,0,5,8,8,8,0,39
SAL11291,0,0,0,0,0,0,0,0,0,0
SAL11292,23,17,15,20,45,57,54,16,4,244
SAL11293,9,12,0,13,8,21,19,3,0,95
SAL11294,4,0,5,0,4,7,0,5,0,23
SAL11295,10,8,3,6,6,11,16,3,0,68
SAL11296,1882,1083,1719,1798,1699,1488,1190,746,406,12011
SAL11297,11,11,5,10,9,0,10,0,0,50
SAL11298,4,3,9,3,5,13,4,8,0,42
SAL11299,9347,5033,6841,5343,4893,4816,3848,2450,938,43516
SAL11300,7,3,0,9,10,14,5,4,0,50
SAL11301,15,13,12,10,9,10,17,13,0,92
SAL11302,8,3,5,3,8,11,8,0,0,44
SAL11303,562,268,234,339,345,299,278,122,56,2505
SAL11304,98,82,35,49,86,73,43,23,5,509
SAL11305,14,16,12,9,28,33,20,3,3,143
SAL11306,1974,1387,2731,2414,2047,1580,989,643,281,14046
SAL11307,11,10,0,10,24,34,28,13,4,125
SAL11308,14,14,7,10,8,17,0,10,0,80
SAL11309,12,3,4,6,6,15,11,7,0,70
SAL11310,7,3,3,4,3,5,4,0,0,29
SAL11311,0,0,0,0,0,0,0,0,0,0
SAL11312,78,26,29,45,46,57,59,17,12,380
SAL11313,82,63,42,60,93,223,282,145,31,1020
SAL11314,10,7,6,5,19,9,10,3,0,70
SAL11315,920,627,707,793,674,595,379,188,74,4959
SAL11316,1157,692,765,908,787,771,486,231,76,5875
SAL11317,21,10,13,16,15,28,36,10,0,152
SAL11318,22,8,7,17,15,27,20,3,0,121
SAL11319,170,96,114,94,120,158,163,138,46,1097
SAL11320,10,5,6,5,10,11,3,0,0,52
SAL11321,37,28,16,17,35,36,32,21,0,225
SAL11322,4,0,0,4,0,0,0,0,0,6
SAL11323,297,192,152,173,220,303,306,246,95,1983
SAL11324,72,48,36,43,58,48,46,19,3,366
SAL11325,3,8,9,0,4,13,3,0,6,42
SAL11326,69,22,41,42,32,53,40,14,9,318
SAL11327,18,22,15,18,20,20,8,6,0,136
SAL11328,192,64,80,117,121,113,93,42,9,840
SAL11329,111,87,48,71,78,102,66,18,0,582
SAL11330,0,0,0,0,3,0,4,3,0,13
SAL11331,1370,1037,619,798,1209,1099,817,634,300,7900
SAL11332,0,0,0,0,0,0,0,0,0,0
SAL11333,50,14,18,25,34,42,50,9,5,248
SAL11334,43,5,21,43,19,48,27,13,3,226
SAL11335,77,55,31,49,70,88,64,25,6,463
SAL11336,0,4,3,13,8,21,12,0,3,74
SAL11337,25,8,6,10,24,17,15,11,3,114
SAL11338,4,4,3,0,3,24,8,0,0,50
SAL11339,18,16,6,13,10,17,16,3,0,96
SAL11340,0,0,0,0,0,0,0,0,0,0
SAL11341,54,32,24,32,47,73,61,23,8,346
SAL11342,11,9,6,8,21,25,26,0,0,113
SAL11343,32,10,7,22,17,11,4,5,0,102
SAL11344,1178,770,825,792,723,798,487,174,39,5789
SAL11345,33,26,14,17,26,33,44,10,4,205
SAL11346,3000,2077,1841,2274,2841,2279,1718,1380,629,18053
SAL11347,1064,705,822,828,776,764,616,420,226,6224
SAL11348,923,513,553,696,756,844,1003,438,157,5882
SAL11349,481,229,311,300,220,138,145,51,15,1881
SAL11350,36,32,19,23,34,30,30,12,3,222
SAL11351,608,399,463,471,451,459,341,154,78,3432
SAL11352,705,430,501,571,529,579,537,374,170,4391
SAL11353,64,25,33,52,45,52,36,22,6,338
SAL11354,539,455,399,429,477,476,340,185,67,3370
SAL11355,201,151,145,140,187,121,83,23,10,1067
SAL11356,3,9,14,7,8,22,14,5,0,80
SAL11357,262,147,158,148,148,168,163,93,43,1336
SAL11358,543,439,222,302,449,425,280,169,65,2895
SAL11359,430,348,247,259,354,296,184,82,13,2203
SAL11360,780,517,189,444,572,456,358,243,141,3710
SAL11361,839,720,654,539,574,651,505,322,173,4980
SAL11362,11,10,6,3,17,26,20,4,0,94
SAL11363,2039,1441,1554,1479,1525,1393,1298,784,345,11860
SAL11364,499,348,155,332,415,342,204,144,86,2522
SAL11365,63,51,25,48,43,68,39,10,5,353
SAL11366,1024,577,758,635,652,631,572,401,167,5417
SAL11367,31,37,19,27,24,39,22,9,4,213
SAL11368,51,39,31,29,40,58,39,13,4,312
SAL11369,206,142,114,135,107,78,56,25,11,874
SAL11370,626,629,1254,644,332,262,200,92,38,4086
SAL11371,1004,692,924,911,853,725,631,446,148,6347
SAL11372,2939,2063,2958,2887,2215,2378,1900,944,412,18695
SAL11373,45,28,17,22,31,35,26,13,4,214
SAL11374,220,167,110,132,166,121,88,64,6,1081
SAL11375,26,8,7,16,21,38,31,6,3,149
SAL11376,0,0,0,0,8,11,5,3,0,27
SAL11377,0,0,0,0,4,0,0,0,0,4
SAL11378,528,288,255,276,398,521,615,323,136,3350
SAL11379,5,9,3,6,20,37,37,6,0,136
SAL11380,1772,1460,1359,1149,1286,1533,1111,437,163,10279
SAL11381,18,3,12,4,4,15,17,3,0,80
SAL11382,281,217,532,399,266,240,233,206,126,2499
SAL11383,21,7,6,11,11,14,13,4,6,96
SAL11384,1152,719,983,745,730,711,723,419,217,6401
SAL11385,16,9,10,17,6,28,25,4,5,120
SAL11386,3257,1572,2207,2428,1346,729,386,113,36,12080
SAL11387,0,0,0,0,0,0,0,0,0,0
SAL11388,0,5,0,0,5,3,0,0,0,21
SAL11389,761,323,460,417,361,287,289,90,30,3012
SAL11390,0,0,0,0,0,4,0,0,0,3
SAL11391,21,3,5,14,18,46,42,21,6,178
SAL11392,1007,566,325,617,727,567,405,289,91,4581
SAL11393,9,0,6,7,0,0,0,0,0,25
SAL11394,1936,985,1114,1150,922,740,601,336,96,7878
SAL11395,16,18,17,13,19,19,11,4,0,131
SAL11396,1217,736,395,791,883,847,868,551,171,6460
SAL11397,1018,691,756,737,674,653,720,526,279,6057
SAL11398,186,212,1202,908,682,654,525,297,206,4878
SAL11399,43,22,9,33,35,39,56,18,0,259
SAL11400,949,416,408,597,410,259,126,39,13,3208
SAL11401,323,174,174,156,170,183,112,53,15,1351
SAL11402,38,30,17,28,55,76,64,22,4,331
SAL11403,48,31,38,26,52,66,40,12,4,318
SAL11404,38,8,17,14,20,32,25,9,3,171
SAL11405,14,7,0,8,10,5,5,0,0,39
SAL11406,12,6,3,7,7,8,3,0,0,56
SAL11407,17,21,16,12,20,22,9,5,0,123
SAL11408,171,118,58,91,131,117,103,58,11,852
SAL11409,32,18,10,19,11,31,12,3,7,142
SAL11410,25,15,5,21,21,38,23,0,0,155
SAL11411,91,38,55,34,44,59,29,7,0,358
SAL11412,54,37,26,37,58,58,45,16,5,332
SAL11413,11,7,7,19,8,22,12,5,0,80
SAL11414,591,245,274,379,370,364,310,121,28,2677
SAL11415,27,8,19,21,8,23,16,6,0,137
SAL11416,577,325,333,233,268,245,180,117,20,2295
SAL11417,52,30,34,37,65,117,77,66,25,505
SAL11418,502,294,219,319,358,336,308,147,38,2522
SAL11419,16,30,21,12,30,29,30,14,4,185
SAL11420,638,428,405,446,447,401,274,144,31,3205
SAL11421,1509,955,874,1075,1050,904,1002,546,217,8126
SAL11422,25,9,15,11,25,34,27,6,0,156
SAL11423,0,0,0,0,0,0,0,0,0,0
SAL11424,447,375,399,402,431,397,267,200,71,2992
SAL11425,3932,2154,1608,2688,2458,1733,1638,1192,341,17736
SAL11426,74,26,73,66,46,34,21,13,4,361
SAL11427,3,0,0,0,5,5,7,3,4,34
SAL11428,426,457,1000,712,528,381,225,100,37,3871
SAL11429,55,18,10,27,33,31,6,8,0,183
SAL11430,0,0,0,0,0,0,0,0,0,0
SAL11431,5603,3384,4906,5114,3454,3069,2434,1064,529,29551
SAL11432,23,20,5,15,27,42,59,31,3,221
SAL11433,3,0,3,6,4,0,0,0,0,21
SAL11434,14,3,0,5,3,5,0,0,0,29
SAL11435,6,10,0,5,7,5,0,0,0,36
SAL11436,640,410,355,454,433,502,712,982,725,5205
SAL11437,93,75,35,39,92,50,45,20,6,454
SAL11438,2458,1383,1975,2053,1582,1460,1047,499,231,12686
SAL11439,98,62,46,66,95,94,126,46,5,652
SAL11440,12,0,8,8,7,3,3,4,0,52
SAL11441,1215,951,917,831,866,1015,506,142,42,6486
SAL11442,1052,693,3105,2225,1251,806,350,145,37,9657
SAL11443,29,13,4,16,16,10,12,5,0,108
SAL11444,558,317,366,415,292,325,263,63,15,2607
SAL11445,0,0,0,0,0,0,0,0,0,0
SAL11446,13,10,11,9,21,21,9,3,0,99
SAL11447,500,376,403,297,249,204,142,205,164,2541
SAL11448,662,405,481,515,570,772,932,599,225,5161
SAL11449,18,11,11,12,10,15,7,0,0,92
SAL11450,0,0,0,0,0,0,0,0,0,0
SAL11451,26,16,13,12,26,27,17,4,0,149
SAL11452,23,8,7,14,16,26,21,0,0,125
SAL11453,4,3,0,4,0,3,6,0,0,20
SAL11454,22,18,9,16,10,29,18,4,0,130
SAL11455,30,30,19,22,26,23,24,4,0,170
SAL11456,0,3,3,0,0,7,11,0,0,28
SAL11457,154,75,80,86,74,146,136,73,34,862
SAL11458,6,21,3,8,16,20,6,3,3,84
SAL11459,75,39,42,39,44,72,51,13,6,384
SAL11460,29,24,9,16,20,28,29,9,0,165
SAL11461,70,46,32,43,50,77,65,9,0,397
SAL11462,51,18,23,19,31,29,33,9,0,208
SAL11463,46,45,34,38,61,52,44,22,4,350
SAL11464,52,44,33,35,68,57,42,11,4,353
SAL11465,11,3,0,11,6,6,3,3,0,44
SAL11466,11,3,3,9,13,17,22,5,0,80
SAL11467,56,42,18,36,53,51,78,12,0,348
SAL11468,18,14,6,9,8,15,6,0,0,76
SAL11469,27,8,10,9,16,8,10,0,0,91
SAL11470,36,10,8,19,37,28,35,11,7,186
SAL11471,180,97,128,88,93,107,106,27,8,822
SAL11472,423,250,239,277,354,482,512,245,132,2907
SAL11473,34,9,21,20,18,33,27,5,3,168
SAL11474,88,89,132,101,78,56,45,16,0,606
SAL11475,44,32,28,29,25,29,30,7,10,229
SAL11476,0,0,0,0,4,29,16,0,0,53
SAL11477,170,95,148,143,161,143,118,45,14,1025
SAL11478,186,75,60,103,136,167,203,133,16,1087
SAL11479,125,32,49,63,71,146,181,68,16,748
SAL11480,3137,2346,2441,2409,2533,2583,1840,942,365,18596
SAL11481,1016,762,649,645,699,610,473,230,124,5198
SAL11482,1641,1158,1007,1046,1055,1072,726,399,161,8269
SAL11483,2624,1901,1656,1622,1661,1532,1088,711,176,12981
SAL11484,15,3,0,10,6,0,4,5,0,43
SAL11485,1059,561,958,977,852,790,527,317,102,6141
SAL11486,69,44,24,45,56,51,81,31,14,407
SAL11487,1118,1173,1110,869,902,858,709,543,230,7512
SAL11488,6,3,8,0,3,5,0,0,0,29
SAL11489,13,0,9,5,8,5,5,6,0,52
SAL11490,142,95,91,87,138,159,146,76,12,939
SAL11491,19,20,19,12,13,60,52,20,4,209
SAL11492,8,0,0,7,0,0,0,0,0,22
SAL11493,136,104,107,81,60,55,38,13,8,605
SAL11494,816,498,542,541,564,486,389,221,117,4179
SAL11495,8,0,0,3,0,9,0,3,0,21
SAL11496,16,10,9,15,17,20,28,13,3,131
SAL11497,0,0,3,0,0,4,4,0,0,21
SAL11498,78,67,78,54,71,105,82,42,7,586
SAL11499,874,447,412,580,581,558,448,198,53,4156
SAL11500,16,10,10,10,16,27,18,10,8,106
SAL11501,36,15,11,23,23,29,16,5,3,155
SAL11502,120,66,78,106,114,156,114,25,9,784
SAL11503,262,218,214,193,215,249,237,142,47,1780
SAL11504,799,315,433,548,346,387,700,418,97,4046
SAL11505,4,0,5,8,9,13,4,3,0,47
SAL11506,0,0,0,0,0,4,0,0,0,7
SAL11507,8,4,5,6,10,4,4,0,0,36
SAL11508,17,16,11,3,21,23,17,6,6,122
SAL11509,17,0,19,17,4,37,34,7,0,131
SAL11510,159,118,97,118,122,124,151,84,26,987
SAL11511,51,32,22,24,57,59,41,13,0,298
SAL11512,82,37,35,53,74,75,61,19,3,444
SAL11513,15,3,3,11,11,7,3,0,3,55
SAL11514,41,33,21,44,38,40,36,10,0,261
SAL11515,17,17,5,12,14,15,13,5,0,98
SAL11516,51,29,28,32,42,36,21,10,6,259
SAL11517,29,6,17,16,19,16,26,3,0,128
SAL11518,2425,1646,1259,1625,1687,1343,1197,820,322,12335
SAL11519,7,0,9,0,3,7,12,0,0,36
SAL11520,4,0,3,0,5,0,4,0,0,25
SAL11521,166,98,89,104,138,278,378,280,110,1635
SAL11522,96,67,49,74,94,116,77,25,13,615
SAL11523,394,225,201,220,297,383,379,250,109,2455
SAL11524,37,18,19,22,40,39,48,24,0,247
SAL11525,5,6,0,6,12,22,14,8,4,76
SAL11526,86,29,59,44,54,80,84,51,5,491
SAL11527,15,9,8,8,13,37,29,12,4,144
SAL11528,13,9,0,5,11,0,7,0,0,56
SAL11529,148,107,83,116,132,160,239,93,29,1105
SAL11530,3,5,0,0,6,5,3,0,0,25
SAL11531,9,0,5,0,0,0,0,0,0,12
SAL11532,35,28,15,21,38,31,39,20,3,220
SAL11533,1754,902,1239,1608,1432,1230,860,554,249,9823
SAL11534,4,0,0,3,8,8,0,0,0,27
SAL11535,0,0,0,0,0,7,8,3,0,21
SAL11536,2192,1090,1112,1501,1053,523,383,141,16,8014
SAL11537,1574,981,872,1075,982,727,598,244,60,7118
SAL11538,374,256,159,241,263,223,192,83,23,1814
SAL11539,1584,906,885,866,903,1044,995,708,266,8157
SAL11540,11,5,4,3,12,15,8,0,0,62
SAL11541,0,4,0,3,4,3,0,0,0,20
SAL11542,25,16,5,9,32,26,24,26,0,170
SAL11543,5,3,0,0,5,0,4,3,0,30
SAL11544,14,5,11,16,7,13,13,5,3,90
SAL11545,21,3,3,13,8,6,11,4,0,71
SAL11546,21,15,13,8,21,14,19,6,0,115
SAL11547,664,847,484,413,282,200,131,57,13,3081
SAL11548,0,0,0,0,0,0,0,0,0,0
SAL11549,620,588,1281,1040,571,466,264,103,26,4965
SAL11550,115,61,43,64,94,72,54,29,0,537
SAL11551,1813,1057,528,1106,1409,983,716,701,352,8659
SAL11552,644,347,295,407,424,384,463,315,82,3354
