SAL_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SAL13270,274,568,13,93,48,228,10,33,157,682,232,1034,36,171,45,166,151,531,235,863,465,1903,3,8,15,48,6,14,41,115,57,181,10,27,19,49,99,258,120,337,186,516,16,40,942,3029
SAL13271,10,18,0,0,5,11,0,0,3,8,5,11,0,0,0,4,0,6,4,17,8,31,0,0,0,0,0,0,3,24,3,24,0,0,0,0,0,3,0,3,5,30,0,0,26,75
SAL13272,801,1660,97,549,365,1798,95,471,1002,4125,1558,6942,209,920,230,850,555,1941,988,3713,2548,10652,22,124,53,207,27,113,183,576,276,1011,39,142,65,185,228,567,340,890,619,1906,28,71,4000,14287
SAL13273,54,109,0,9,4,15,0,10,12,46,18,74,0,5,3,10,4,19,13,34,29,116,0,0,0,0,0,0,5,3,3,7,0,0,0,5,4,6,5,9,9,18,0,3,92,243
SAL13274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13275,3,13,0,0,0,0,0,0,3,14,3,14,0,0,0,10,3,10,3,17,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,44
SAL13276,164,336,4,9,9,58,7,52,78,311,98,422,4,23,4,22,59,193,71,236,175,658,0,5,3,13,0,6,29,94,39,123,3,18,6,18,46,100,57,134,91,252,5,17,437,1261
SAL13277,19,29,0,0,3,6,0,0,14,49,15,54,4,15,6,7,5,10,12,33,22,84,0,0,0,5,0,0,0,8,0,11,0,0,0,4,0,4,0,8,4,17,0,0,46,134
SAL13278,457,932,18,118,64,294,9,49,371,1452,461,1913,65,285,62,215,184,636,313,1139,773,3050,4,13,13,35,4,20,61,158,80,229,13,40,20,41,92,220,123,296,203,523,21,36,1450,4544
SAL13279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13280,11,12,0,0,0,3,0,0,3,12,5,15,0,0,0,0,0,4,0,4,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,11,33
SAL13281,4,10,0,0,0,0,0,0,9,18,9,18,0,0,0,0,0,5,0,5,6,26,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,0,4,9,0,0,14,39
SAL13282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13283,7,19,0,7,0,0,0,0,4,13,0,17,0,3,0,0,0,0,0,3,7,20,0,0,0,0,0,0,4,11,4,11,0,0,0,0,0,0,0,0,4,11,0,0,19,45
SAL13284,9,20,0,0,0,0,0,0,4,14,4,14,0,0,3,3,3,9,3,13,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,16,44
SAL13285,36,78,0,0,0,0,0,9,11,36,11,51,0,0,0,3,4,29,12,28,19,78,0,0,0,0,0,0,4,10,4,10,0,0,0,0,7,16,12,18,11,32,0,0,70,189
SAL13286,1136,2354,110,729,309,1680,99,512,1195,5103,1711,8017,205,986,168,620,652,2290,1035,3895,2745,11914,25,138,72,323,37,147,275,856,412,1469,69,259,81,202,433,1055,576,1507,988,2981,115,262,4987,17514
SAL13287,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL13288,4,5,0,0,0,0,0,0,5,18,5,18,0,0,0,0,0,0,0,0,4,21,0,0,0,0,3,13,8,30,9,41,0,0,0,4,3,12,8,12,16,49,5,5,27,81
SAL13289,17,35,0,0,0,0,0,0,9,26,9,26,0,0,0,7,0,0,0,7,11,29,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,23,67
SAL13290,395,791,9,29,64,313,4,29,274,1089,352,1460,60,259,85,306,155,509,293,1076,649,2537,0,5,9,14,0,6,21,45,25,76,16,42,9,30,67,153,91,222,111,297,17,30,1170,3652
SAL13291,39,83,0,0,3,11,0,6,11,44,13,60,0,0,0,0,7,17,7,17,15,77,0,0,0,0,0,0,0,5,3,10,0,0,0,0,0,5,0,5,10,14,0,0,63,168
SAL13292,17,32,0,0,0,0,0,0,3,14,3,14,0,0,0,0,0,4,5,6,6,23,0,3,0,0,0,0,6,4,4,13,0,0,0,0,0,6,0,6,8,14,3,11,27,76
SAL13293,4,9,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,6,0,6,5,13,0,0,0,0,0,5,0,4,0,11,0,0,0,0,0,0,0,0,0,11,0,0,12,34
SAL13294,1103,2209,15,72,226,1011,13,51,950,3619,1200,4753,121,526,303,1077,291,928,724,2538,1922,7295,8,18,43,128,5,14,111,283,156,442,19,55,95,213,111,235,219,509,376,954,27,60,3435,10518
SAL13295,9,20,0,0,0,0,0,4,0,3,4,10,0,0,0,4,0,0,0,4,4,15,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,19,38
SAL13296,18,27,0,0,3,7,0,6,8,26,11,35,0,0,0,0,6,15,4,16,13,53,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,4,4,3,31,89
SAL13297,1876,3769,4,9,40,164,4,12,641,2214,681,2405,13,69,89,279,99,338,208,687,894,3089,4,5,25,77,8,19,138,315,166,418,14,34,71,157,143,294,227,488,394,902,79,161,3241,7924
SAL13298,50,101,0,0,0,8,5,9,14,44,16,62,0,0,0,9,8,27,11,38,24,97,0,0,0,3,0,0,5,10,5,19,0,6,0,0,4,3,4,11,8,21,4,5,88,231
SAL13299,1950,3997,63,384,353,1650,99,472,2687,10288,3208,12799,221,966,330,1156,793,2676,1347,4806,4551,17604,13,55,76,255,38,142,333,883,455,1334,56,192,101,245,469,1084,633,1523,1087,2860,102,221,7692,24682
SAL13300,13,19,0,0,0,0,0,0,13,40,13,40,0,0,3,5,0,0,3,5,11,47,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,26,69
SAL13301,3,7,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
SAL13302,8,14,0,4,0,7,0,5,3,13,3,32,0,6,0,0,0,0,3,8,8,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,46
SAL13303,25,41,0,3,4,15,0,0,9,18,12,33,0,0,0,0,3,12,3,12,16,49,0,0,3,10,0,5,3,10,8,23,0,0,0,0,5,8,5,8,11,34,0,0,49,128
SAL13304,617,1239,10,49,43,206,14,53,357,1314,417,1612,19,77,30,101,84,266,137,441,553,2052,5,11,15,42,15,43,119,280,143,378,13,37,28,59,97,215,139,307,280,689,45,93,1501,4075
SAL13305,398,785,0,3,21,102,4,25,290,1060,319,1191,13,37,18,66,51,164,79,272,397,1459,3,19,3,13,7,14,99,227,112,273,10,17,13,29,58,138,80,185,196,463,30,62,1019,2765
SAL13306,298,589,11,60,30,135,9,38,212,783,259,1017,18,76,17,59,64,196,100,334,359,1348,0,0,8,36,8,31,72,188,86,252,6,19,14,34,80,167,99,221,189,470,19,37,864,2450
SAL13307,271,537,6,15,63,262,0,5,282,1083,343,1368,12,43,54,199,44,147,116,391,457,1754,0,0,14,32,0,0,30,78,46,114,0,0,14,34,31,69,49,104,91,219,14,19,830,2534
SAL13308,5,12,0,0,0,7,0,0,0,4,0,10,0,0,0,0,0,5,0,3,5,18,0,0,0,0,0,0,3,8,3,8,0,0,0,0,0,0,0,0,3,8,0,0,10,31
SAL13309,550,1088,3,12,27,117,0,7,209,728,237,859,13,61,36,130,30,96,82,277,322,1138,0,0,7,22,0,0,39,85,50,112,3,9,18,34,20,45,41,87,92,197,18,32,972,2454
SAL13310,36,70,3,27,0,18,0,15,3,17,17,76,0,0,4,23,7,13,8,40,26,115,0,9,0,0,0,3,3,3,4,14,0,0,0,5,5,5,6,11,11,19,0,0,74,205
SAL13311,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,3,10
SAL13312,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL13313,26,56,0,0,3,10,0,0,10,48,15,57,0,0,4,10,9,16,4,24,25,83,0,0,0,6,0,0,6,3,7,14,0,5,0,0,3,5,3,5,9,21,0,0,57,159
SAL13314,382,754,8,36,30,144,8,46,158,620,206,854,15,46,18,59,63,192,86,299,293,1153,0,6,11,57,9,30,67,186,90,273,3,9,3,7,62,120,66,138,157,416,12,30,840,2356
SAL13315,72,138,0,0,4,25,7,38,30,127,45,188,0,0,14,37,21,74,31,108,77,299,0,0,0,0,0,0,5,15,9,18,0,8,0,0,3,8,8,17,13,32,3,7,166,481
SAL13316,555,1120,19,105,70,319,29,144,398,1601,516,2167,44,184,65,220,208,682,309,1083,822,3246,0,21,20,68,16,67,123,344,163,495,11,40,31,73,109,233,150,346,315,843,17,40,1705,5253
SAL13317,123,247,4,29,13,72,5,34,79,338,112,466,11,52,5,9,42,124,53,187,164,650,5,7,6,26,8,27,21,57,39,117,0,7,3,9,11,28,21,38,54,153,0,8,345,1063
SAL13318,119,243,3,23,4,28,0,6,35,124,44,184,6,19,6,21,16,58,25,97,75,282,0,5,0,0,0,7,10,34,14,47,0,0,3,5,7,23,13,24,26,71,0,0,221,599
SAL13319,13,29,0,0,0,0,0,7,0,6,3,11,0,5,0,3,6,14,5,23,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,62
SAL13320,83,169,5,14,4,30,0,4,24,95,32,143,0,18,5,10,26,71,30,97,64,234,0,0,4,5,0,4,9,20,9,38,4,3,0,0,11,29,17,36,29,78,0,0,168,481
SAL13321,28,58,3,10,0,0,0,0,10,47,11,54,0,0,0,5,4,13,6,17,17,67,0,0,3,5,0,0,4,10,6,13,0,0,6,5,3,8,4,17,12,30,0,0,58,154
SAL13322,113,236,0,0,19,73,0,10,66,232,81,321,6,33,10,35,40,149,60,214,143,534,0,0,4,9,0,4,14,30,18,46,0,0,3,20,32,65,38,84,58,129,8,16,323,925
SAL13323,180,367,0,0,10,43,6,30,117,425,134,501,5,24,14,38,39,128,54,196,187,696,0,0,0,10,5,3,38,87,41,104,0,5,10,20,36,79,46,109,87,210,9,18,470,1292
SAL13324,15,30,0,5,0,0,0,8,14,74,18,83,0,10,0,0,4,12,7,27,25,110,0,0,0,0,0,0,3,4,3,4,0,0,0,0,5,11,5,11,10,16,0,0,54,154
SAL13325,3183,6337,17,92,242,1061,16,74,1934,7069,2216,8297,100,424,310,1092,330,1034,743,2555,2954,10856,0,5,55,145,3,15,346,787,405,951,40,120,156,335,336,699,526,1157,933,2111,157,331,7224,19635
SAL13326,7,13,0,4,0,0,0,0,3,9,3,12,0,5,0,0,0,0,0,5,3,17,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,14,31
SAL13327,4,7,0,0,0,0,0,0,3,4,3,4,0,0,3,8,0,0,3,8,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21
SAL13328,313,631,3,20,26,128,6,38,204,773,243,965,5,38,26,85,61,191,91,318,337,1282,0,0,7,26,4,9,43,113,58,147,4,14,11,35,37,92,62,136,116,291,14,25,782,2218
SAL13329,18,41,0,0,11,40,0,0,11,51,21,86,0,0,0,0,0,6,0,6,18,96,0,0,0,0,0,0,5,16,5,16,0,0,0,0,6,4,6,4,5,18,0,0,51,158
SAL13330,6,14,0,0,5,18,0,0,9,22,7,41,0,0,0,0,0,0,0,0,7,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,56
SAL13331,10,24,0,0,0,7,0,0,6,19,6,29,0,0,0,0,0,10,0,10,8,37,0,0,0,3,0,0,7,13,7,16,0,0,0,0,4,7,4,7,12,26,0,0,35,84
SAL13332,279,560,0,18,20,113,15,47,92,371,133,544,4,33,22,69,65,208,90,308,222,855,0,5,3,15,6,16,58,144,63,181,0,10,7,31,42,102,54,137,124,316,4,12,628,1739
SAL13333,8,17,0,5,0,4,0,0,3,7,5,23,0,0,5,12,3,6,3,20,10,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,61
SAL13334,40,79,0,9,0,3,0,10,12,38,18,63,0,0,0,0,7,17,6,21,18,78,0,0,0,0,6,5,16,39,13,48,0,0,0,0,10,20,12,23,27,72,3,8,94,236
SAL13335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13336,15,33,0,0,4,8,0,0,9,39,9,49,0,7,4,14,0,4,7,22,17,70,0,0,0,0,0,0,0,7,4,13,3,8,0,0,0,0,4,5,5,17,0,0,38,121
SAL13337,4,3,0,0,0,7,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14
SAL13338,200,400,8,43,32,144,13,50,182,716,231,951,5,35,19,50,58,177,78,262,313,1215,3,12,8,32,5,16,35,90,51,151,3,12,5,14,22,54,34,77,87,228,6,12,603,1855
SAL13339,7,9,0,7,4,13,0,0,3,12,5,34,0,0,7,4,0,0,7,4,12,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,48
SAL13340,1235,2481,41,236,109,523,56,253,696,2724,899,3731,59,245,74,236,278,881,401,1364,1307,5097,14,88,64,253,69,252,399,1152,553,1742,17,68,47,106,361,791,432,969,980,2716,65,129,3582,10424
SAL13341,122,241,8,40,17,91,13,50,67,273,104,450,11,58,14,59,36,128,67,244,164,690,0,6,0,19,0,3,10,18,11,40,4,7,0,0,4,18,12,23,18,63,4,5,311,1002
SAL13342,149,293,0,5,4,16,0,8,37,154,46,184,6,24,14,30,14,40,32,93,78,277,0,0,0,5,0,0,12,35,13,41,0,3,3,4,12,22,14,27,27,61,0,0,250,638
SAL13343,0,3,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SAL13344,5,10,0,0,0,5,0,0,5,7,3,11,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19
SAL13345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,0,5
SAL13346,25,52,0,0,4,16,0,6,15,68,20,84,0,5,0,0,4,8,3,14,20,99,0,0,0,0,0,4,5,13,3,14,0,0,0,0,3,7,3,7,10,18,0,0,55,169
SAL13347,53,109,0,6,0,19,0,5,14,75,22,103,0,3,3,19,7,32,13,49,35,152,0,0,4,4,0,0,4,6,10,15,0,0,0,4,5,16,10,26,16,40,0,0,113,299
SAL13348,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL13349,55,116,0,0,5,15,0,9,27,103,31,133,0,3,6,14,9,29,14,51,42,182,0,0,0,0,0,0,3,23,3,23,0,0,0,0,9,22,10,26,18,49,0,0,124,343
SAL13350,22,46,0,0,4,19,0,3,15,64,21,91,0,10,4,7,11,38,20,60,37,145,0,4,0,0,0,0,0,8,4,8,0,3,0,8,5,3,5,14,7,23,0,0,71,217
SAL13351,9,20,0,0,0,0,0,5,0,8,4,12,0,0,0,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,7,5,7,0,0,17,38
SAL13352,1637,3266,4,16,35,151,0,8,488,1751,530,1929,13,45,62,189,75,234,144,471,676,2397,0,3,9,38,3,26,97,244,115,311,0,3,41,84,106,243,152,333,270,642,85,168,2665,6474
SAL13353,362,715,4,43,60,274,15,69,227,910,311,1298,29,119,43,146,81,259,147,515,458,1816,4,7,7,14,0,7,40,108,49,134,5,11,11,19,51,100,57,130,114,267,13,25,944,2823
SAL13354,0,5,0,0,0,4,0,0,0,8,0,13,0,5,0,0,0,0,0,5,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,6,22
SAL13355,21,39,0,0,3,14,0,0,9,34,14,52,0,0,6,7,6,27,13,40,26,91,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,6,0,6,3,13,0,0,51,140
SAL13356,8,17,0,3,0,15,0,0,5,15,9,35,0,0,0,0,0,14,0,14,13,46,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,5,10,0,0,22,75
SAL13357,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,3,11,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,3,0,3,0,0,9,24
SAL13358,340,722,16,126,64,319,13,85,299,1200,393,1721,57,256,44,162,140,476,244,890,634,2617,6,48,12,47,9,29,51,135,78,262,7,28,21,59,97,235,135,332,207,585,19,47,1203,3971
SAL13359,88,176,0,5,10,35,5,27,55,217,71,281,9,39,5,27,19,68,32,130,107,412,0,0,3,13,0,0,17,48,20,58,0,11,0,0,14,38,20,42,37,100,0,0,230,697
SAL13360,16,28,0,0,0,0,0,0,3,27,3,27,0,0,0,0,4,3,4,3,9,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,24,62
SAL13361,16,33,0,0,0,7,0,0,8,38,10,41,0,0,0,6,3,9,6,14,14,56,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,9,0,0,30,93
SAL13362,9,11,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17
SAL13363,11,21,0,14,0,9,3,12,8,37,13,67,4,6,0,0,0,4,7,10,18,77,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,0,0,7,7,0,0,31,101
SAL13364,166,336,3,21,18,69,9,42,151,585,179,719,6,27,6,29,32,104,49,161,229,878,0,6,0,4,0,9,16,37,21,53,0,0,0,5,11,37,14,38,36,91,0,4,428,1309
SAL13365,12,28,0,0,3,6,0,0,6,16,7,24,0,0,5,8,0,8,7,14,11,40,0,0,0,0,0,0,3,5,3,5,0,0,0,0,8,8,8,8,9,15,0,0,34,81
SAL13366,110,212,0,5,10,50,3,9,42,163,55,228,5,16,10,25,12,33,22,72,73,305,0,0,0,0,0,5,12,25,11,25,0,5,0,0,5,19,11,19,23,46,0,0,204,568
SAL13367,20,42,0,0,0,11,0,0,4,32,7,40,4,11,0,4,7,23,13,34,21,76,0,4,0,6,0,0,3,11,6,21,0,0,0,0,6,14,6,14,11,29,0,0,51,148
SAL13368,7,21,0,0,0,4,0,5,0,3,4,15,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,39
SAL13369,1132,2311,45,272,195,942,50,232,977,3880,1270,5327,130,565,168,617,457,1556,759,2737,2027,8061,17,79,56,230,17,62,197,568,287,940,45,163,63,153,394,906,506,1225,792,2165,69,145,4020,12691
SAL13370,154,318,3,27,24,107,8,40,148,604,187,774,31,121,26,113,55,187,114,419,297,1191,0,3,10,21,0,0,16,41,25,64,10,31,10,10,35,83,54,127,78,194,4,13,534,1717
SAL13371,8,13,0,0,0,0,0,0,4,13,5,17,0,0,0,0,0,4,0,4,7,16,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,4,0,4,0,7,0,0,10,36
SAL13372,1836,3697,3,10,24,100,3,20,862,2940,889,3073,14,64,56,180,100,324,177,568,1067,3643,0,3,7,27,3,0,97,223,109,254,8,26,62,136,132,282,205,448,317,703,99,212,3314,8249
SAL13373,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,8,4,8,0,0,11,19
SAL13374,5,7,0,0,0,0,0,0,4,29,4,29,0,0,4,3,0,0,4,3,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,19,41
SAL13375,491,993,3,31,22,120,19,76,244,892,290,1121,16,72,23,83,96,303,134,455,427,1573,3,17,15,51,8,25,89,224,117,320,10,34,22,52,148,323,186,411,301,729,27,53,1242,3351
SAL13376,163,317,0,4,16,73,0,8,46,183,62,270,4,20,9,32,24,71,36,119,100,385,0,0,0,0,0,3,7,11,5,17,0,5,0,0,10,20,9,25,21,47,3,7,285,750
SAL13377,7,15,0,0,0,0,0,0,0,10,0,10,0,0,0,0,4,9,4,9,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,13,33
SAL13378,13,28,0,5,0,8,0,4,4,29,9,39,4,9,0,0,0,0,4,9,12,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,23,83
SAL13379,31,63,0,0,0,0,0,9,7,34,7,42,0,0,0,0,6,16,3,21,18,60,0,0,3,9,0,3,7,21,10,32,0,0,0,5,0,0,4,6,17,35,0,0,61,161
SAL13380,3,8,0,0,0,3,0,0,0,6,0,14,0,3,0,0,0,0,3,4,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31
SAL13381,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17
SAL13382,45,89,0,8,0,0,0,0,19,86,21,92,0,3,0,4,7,30,15,34,33,121,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,10,7,10,7,17,0,0,90,236
SAL13383,644,1299,19,90,112,499,29,139,759,2932,917,3658,38,184,64,217,206,689,312,1093,1227,4750,10,36,24,97,21,76,184,509,237,716,28,82,25,60,149,344,200,483,431,1200,45,97,2350,7353
SAL13384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13385,236,461,8,39,67,326,3,11,240,970,322,1352,35,158,99,353,67,215,196,724,521,2080,0,5,4,14,0,3,29,75,33,100,5,14,18,39,45,91,65,146,97,245,5,9,854,2799
SAL13386,1104,2256,11,69,108,503,49,230,679,2654,848,3453,77,353,128,454,333,1098,543,1904,1390,5365,11,50,48,163,23,89,190,527,272,829,42,120,83,187,343,764,469,1071,735,1903,74,163,3305,9686
SAL13387,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,3,13
SAL13388,9,21,0,0,0,0,0,0,4,24,4,24,0,5,0,3,0,0,3,8,13,27,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,9,0,0,22,58
SAL13389,270,532,9,30,21,108,7,36,115,470,154,641,14,70,20,65,39,122,68,253,223,889,0,0,5,12,3,18,19,50,31,75,6,22,6,12,32,66,44,101,74,180,5,11,568,1611
SAL13390,134,263,6,36,16,80,3,18,46,207,75,339,11,55,16,58,27,83,54,191,126,530,0,0,0,7,0,3,0,9,8,16,0,3,0,4,4,13,10,21,11,36,0,0,278,831
SAL13391,9,19,0,0,3,6,0,5,0,9,6,25,0,5,0,0,0,0,0,7,8,31,0,0,0,4,0,0,0,4,3,6,0,0,0,0,0,6,0,6,5,6,0,0,22,62
SAL13392,15,30,0,0,0,3,0,0,9,34,9,39,3,8,3,8,6,18,10,36,22,78,0,0,0,0,0,0,3,5,3,5,0,0,0,6,5,7,5,9,4,14,0,0,43,122
SAL13393,48,96,0,0,0,7,0,0,9,43,15,56,3,5,0,3,8,22,10,30,23,88,0,0,0,3,0,0,5,16,7,19,0,7,0,4,5,5,9,13,14,35,0,0,88,222
SAL13394,1623,3359,19,117,106,496,29,130,993,3664,1149,4404,68,298,113,381,296,1008,477,1687,1626,6084,3,13,21,68,9,28,159,413,192,528,19,68,63,132,263,577,343,778,532,1306,125,267,3902,11010
SAL13395,24,54,0,7,0,0,0,5,11,41,10,55,0,0,0,0,0,11,0,11,16,59,0,0,0,0,0,0,8,14,8,14,0,0,0,0,0,0,0,0,7,20,0,0,54,135
SAL13396,8,18,0,0,6,9,0,0,4,17,8,23,3,8,0,4,4,9,3,19,12,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,7,4,7,0,0,23,68
SAL13397,4,4,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,4,0,4,0,8,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,8,17
SAL13398,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,8,3,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,8,21
SAL13399,3,8,0,0,0,0,0,0,4,6,4,6,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20
