SAL_CODE_2021,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
SAL12067,0,0,0,12,4,0,13,72,0,87
SAL12068,12,0,11,109,37,0,141,349,17,509
SAL12069,20,0,20,115,44,6,170,536,35,736
SAL12070,0,0,0,5,3,3,13,38,0,52
SAL12071,0,0,0,8,6,0,14,25,8,44
SAL12072,7,0,8,44,13,4,61,190,22,275
SAL12073,4,0,4,22,9,0,30,127,6,161
SAL12074,3,0,3,17,12,3,34,70,7,114
SAL12075,164,128,295,552,151,19,724,2323,475,3526
SAL12076,0,0,0,60,0,0,61,248,7,321
SAL12077,0,0,0,0,0,0,0,0,4,4
SAL12078,0,0,0,7,0,0,9,22,4,33
SAL12079,90,8,99,1357,505,44,1906,4530,457,6895
SAL12080,5,0,5,96,26,7,124,268,31,426
SAL12081,52,6,57,775,136,9,919,1838,68,2820
SAL12082,67,8,74,1325,229,22,1574,3294,194,5066
SAL12083,0,0,0,3,0,0,3,30,4,34
SAL12084,20,0,20,197,85,7,296,910,125,1334
SAL12085,123,17,142,1162,296,49,1504,5304,333,7133
SAL12086,0,0,0,3,3,0,10,34,0,47
SAL12087,22,0,23,471,87,7,570,1507,66,2140
SAL12088,0,0,0,133,57,8,189,453,39,682
SAL12089,0,0,0,3,0,0,8,4,0,7
SAL12090,0,0,0,8,0,0,11,21,3,35
SAL12091,0,0,0,23,26,0,45,68,5,125
SAL12092,0,0,0,25,8,0,34,49,0,82
SAL12093,100,8,105,468,133,4,603,2563,361,3524
SAL12094,0,0,0,17,10,0,28,100,5,136
SAL12095,0,0,0,27,10,3,44,79,6,127
SAL12096,213,73,290,5924,846,56,6827,13758,588,21173
SAL12097,41,0,40,2730,264,16,3012,4786,255,8053
SAL12098,220,16,242,1738,591,84,2413,4953,430,7796
SAL12099,0,0,0,34,7,0,46,85,10,143
SAL12100,5,0,5,373,54,8,434,596,36,1069
SAL12101,0,0,0,18,0,0,20,45,7,69
SAL12102,66,4,68,259,64,13,341,1292,156,1784
SAL12103,10,0,6,51,15,8,74,296,39,412
SAL12104,19,3,22,166,63,10,238,647,43,934
SAL12105,0,0,0,3,0,0,3,24,0,30
SAL12106,0,0,0,0,0,0,0,4,0,3
SAL12107,267,20,291,1591,239,19,1851,7984,650,10488
SAL12108,87,5,94,876,253,19,1151,3069,133,4347
SAL12109,12,0,12,111,35,0,144,425,40,613
SAL12110,0,0,0,24,12,3,44,102,13,151
SAL12111,0,0,0,18,6,0,29,57,9,100
SAL12112,0,0,0,0,0,0,0,7,0,7
SAL12113,0,0,0,5,0,0,5,0,0,5
SAL12114,0,0,0,0,0,0,0,11,0,11
SAL12115,0,0,0,0,0,0,0,8,0,9
SAL12116,0,0,0,7,8,0,15,34,0,50
SAL12117,48,3,52,193,66,12,269,1225,58,1552
SAL12118,0,0,0,0,0,0,0,0,0,0
SAL12119,6,0,6,38,15,5,51,187,30,271
SAL12120,0,0,0,0,0,0,0,0,0,0
SAL12121,0,0,0,10,4,0,10,13,5,25
SAL12122,3,0,3,17,0,0,19,15,10,42
SAL12123,0,0,0,18,9,0,26,48,10,82
SAL12124,276,106,385,1078,468,50,1592,4749,414,6755
SAL12125,86,5,96,878,350,54,1289,2654,168,4113
SAL12126,12,0,12,140,62,3,203,473,34,716
SAL12127,31,0,31,102,27,0,133,504,34,667
SAL12128,0,0,0,4,0,0,4,16,0,24
SAL12129,0,0,0,9,9,0,13,34,8,56
SAL12130,3,0,3,41,9,0,56,142,8,205
SAL12131,0,0,0,27,5,0,31,57,0,86
SAL12132,0,0,0,10,6,0,14,28,5,45
SAL12133,24,5,34,246,148,3,401,783,58,1246
SAL12134,3,0,3,9,0,0,14,31,0,45
SAL12135,0,0,0,11,5,0,17,51,8,70
SAL12136,4,0,9,20,14,3,36,149,30,216
SAL12137,293,69,366,2182,348,18,2548,5861,288,8699
SAL12138,116,0,119,1039,123,12,1169,2290,47,3514
SAL12139,117,119,242,1296,314,39,1653,3788,508,5954
SAL12140,3,0,3,23,11,0,39,105,8,146
SAL12141,0,0,0,86,26,3,114,315,10,437
SAL12142,12,0,12,148,22,0,170,467,29,657
SAL12143,0,0,0,0,0,0,0,0,0,0
SAL12144,0,0,0,6,5,0,11,12,6,22
SAL12145,3,0,3,110,51,4,166,386,14,569
SAL12146,0,0,0,9,0,0,9,19,0,28
SAL12147,0,0,0,27,9,0,38,86,4,134
SAL12148,3,0,3,33,15,0,44,161,37,240
SAL12149,414,108,522,1209,353,19,1579,4183,361,6127
SAL12150,34,11,47,43,37,3,75,541,52,669
SAL12151,0,0,0,13,4,0,14,62,0,79
SAL12152,0,0,0,4,0,0,5,15,0,18
SAL12153,19,0,19,307,131,17,458,1010,39,1511
SAL12154,4,0,6,31,6,0,36,92,0,133
SAL12155,0,0,0,0,0,0,0,0,0,0
SAL12156,0,0,0,7,4,0,8,21,0,33
SAL12157,154,8,157,1900,399,15,2310,5008,184,7499
SAL12158,32,0,32,740,111,17,867,1757,98,2720
SAL12159,0,0,0,24,6,0,27,62,7,100
SAL12160,0,0,0,0,0,0,0,19,0,21
SAL12161,11,0,15,104,44,0,151,333,29,508
SAL12162,268,27,298,1297,400,55,1751,4781,360,6894
SAL12163,3,0,3,30,12,0,50,101,18,164
SAL12164,305,19,322,2024,348,8,2382,8646,608,11638
SAL12165,0,0,0,0,0,0,0,5,0,5
SAL12166,373,27,406,2172,335,29,2538,7557,472,10563
SAL12167,0,0,0,4,0,0,3,12,5,19
SAL12168,0,0,0,11,10,0,14,34,0,46
SAL12169,0,0,0,40,12,3,56,112,13,185
SAL12170,0,0,0,0,0,0,0,0,0,3
SAL12171,129,18,148,1708,310,37,2055,5555,892,8506
SAL12172,5,0,8,181,96,3,282,613,36,929
SAL12173,3,0,6,26,21,6,43,105,14,170
SAL12174,0,3,5,27,12,0,46,191,26,258
SAL12175,0,0,0,0,4,0,0,30,7,43
SAL12176,0,0,0,0,0,0,0,0,0,0
SAL12177,0,0,0,0,0,0,0,13,0,16
SAL12178,0,0,0,0,4,0,4,13,0,23
SAL12179,0,0,0,3,0,0,3,24,187,216
SAL12180,11,0,11,115,41,5,153,410,16,581
SAL12181,293,167,453,2114,368,23,2503,5971,516,8990
SAL12182,94,22,120,281,101,6,391,2701,316,3399
SAL12183,8,0,16,144,40,8,195,287,38,521
SAL12184,0,0,0,0,0,0,0,3,0,3
SAL12185,0,0,0,8,6,0,8,29,3,45
SAL12186,0,0,0,8,0,0,12,25,0,35
SAL12187,5,0,5,18,9,0,35,117,24,169
SAL12188,0,0,0,5,0,4,8,17,3,31
SAL12189,0,0,0,0,0,0,0,0,0,0
SAL12190,332,163,496,2705,312,16,3034,9835,1057,13923
SAL12191,53,5,60,337,79,4,421,1294,50,1762
SAL12192,0,0,0,4,3,0,5,27,4,33
SAL12193,0,0,0,3,0,0,3,7,0,5
SAL12194,18,0,22,143,50,3,196,553,35,785
SAL12195,6,0,6,3,0,0,3,21,0,26
SAL12196,39,10,50,533,191,30,750,1992,209,2954
SAL12197,0,0,4,44,13,3,60,191,19,279
SAL12198,0,0,0,5,0,0,8,11,0,11
SAL12199,0,0,0,0,0,0,0,0,0,6
SAL12200,7,0,7,22,20,0,41,104,5,153
SAL12201,0,0,0,38,17,3,62,278,48,382
SAL12202,134,14,151,1198,417,81,1694,3819,312,5831
SAL12203,30,0,33,410,108,22,537,1180,101,1821
SAL12204,0,0,0,36,20,0,55,164,16,235
SAL12205,0,0,0,9,6,0,18,49,3,74
SAL12206,31,4,34,454,134,25,612,1554,94,2256
SAL12207,0,0,0,0,0,0,0,0,0,0
SAL12208,103,9,113,770,199,22,995,2109,112,3215
SAL12209,23,3,31,299,60,7,365,550,39,955
SAL12210,4,0,4,56,19,6,81,225,25,332
SAL12211,5,0,5,9,6,0,17,39,3,67
SAL12212,0,0,3,21,5,3,35,110,12,152
SAL12213,0,0,0,0,0,0,3,7,0,11
SAL12214,20,0,20,71,22,0,93,369,44,506
SAL12215,3,0,3,5,0,0,5,14,0,13
SAL12216,4,0,4,4,4,0,8,45,0,52
SAL12217,8,0,8,94,34,9,132,340,28,502
SAL12218,0,0,0,14,0,0,19,54,3,73
SAL12219,5,0,5,32,24,0,55,98,0,155
SAL12220,0,0,0,16,7,0,24,95,22,132
SAL12221,6,0,6,27,10,0,35,61,8,106
SAL12222,0,0,0,11,0,0,11,35,4,42
SAL12223,22,0,22,136,35,0,176,499,26,703
SAL12224,31,0,35,523,90,13,634,1231,75,1936
SAL12225,20,0,21,183,37,0,221,971,59,1251
SAL12226,67,0,71,503,152,7,665,1854,63,2581
SAL12227,5,0,5,232,37,3,268,739,19,1028
SAL12228,5,0,6,120,20,0,139,419,17,580
SAL12229,147,19,171,953,367,31,1349,3368,331,5051
SAL12230,0,0,0,20,9,0,23,33,7,68
SAL12231,0,0,0,0,0,0,0,18,0,15
SAL12232,0,0,0,9,0,0,9,14,0,20
SAL12233,0,0,6,17,0,0,14,28,6,54
SAL12234,36,0,36,156,37,0,193,508,63,765
SAL12235,27,0,22,170,44,0,220,632,25,876
SAL12236,7,0,7,13,14,0,27,65,8,96
SAL12237,74,49,124,278,88,15,374,1220,214,1816
SAL12238,7,0,9,45,13,5,58,207,46,310
SAL12239,4,0,5,21,12,0,31,79,12,119
SAL12240,3,0,3,23,14,0,33,83,18,133
SAL12241,3,0,3,61,10,0,68,180,19,269
SAL12242,0,0,0,17,5,0,26,50,0,75
SAL12243,8,0,7,50,35,0,85,217,39,345
SAL12244,0,0,0,9,7,0,19,19,4,41
SAL12245,4,0,4,33,12,0,44,218,17,282
SAL12246,131,14,146,1015,467,51,1532,3341,198,5069
SAL12247,0,0,0,20,17,0,35,147,10,188
SAL12248,0,0,0,0,0,0,0,9,0,12
SAL12249,0,0,0,0,0,0,0,0,0,0
SAL12250,40,7,44,195,81,10,284,696,132,1117
SAL12251,76,3,80,606,211,25,843,2627,132,3597
SAL12252,31,3,35,39,35,7,80,527,42,645
SAL12253,0,0,0,9,0,0,8,21,0,32
SAL12254,0,0,0,26,3,0,30,66,3,96
SAL12255,128,42,169,418,139,13,572,2103,291,2967
SAL12256,109,4,115,704,149,15,874,2227,135,3233
SAL12257,0,0,0,0,0,0,0,0,0,0
SAL12258,0,0,0,11,3,0,14,31,7,51
SAL12259,79,12,95,407,164,15,583,1959,221,2767
SAL12260,13,0,12,67,33,4,108,280,21,409
SAL12261,0,0,0,0,0,0,0,0,0,0
SAL12262,138,18,156,704,210,25,941,3169,206,4314
SAL12263,27,0,27,88,38,0,129,421,42,585
SAL12264,8,0,9,145,46,6,193,458,49,699
SAL12265,18,0,15,264,110,3,380,768,26,1178
SAL12266,189,119,306,3125,221,18,3368,8052,1453,12864
SAL12267,3,0,7,85,22,0,107,264,27,399
SAL12268,38,9,43,134,48,6,193,838,69,1097
SAL12269,0,0,0,22,4,0,27,28,8,60
SAL12270,138,15,146,1287,225,21,1529,4259,505,6296
SAL12271,0,0,0,15,8,0,18,45,0,63
SAL12272,4,0,4,65,16,4,83,171,26,279
SAL12273,115,10,130,900,300,22,1222,2924,162,4306
SAL12274,0,0,0,6,0,0,9,12,0,17
SAL12275,222,91,312,2697,322,27,3053,6539,367,9961
SAL12276,205,18,228,2386,225,25,2632,6617,429,9672
SAL12277,42,7,50,694,75,6,770,1618,92,2481
SAL12278,0,0,0,14,3,0,15,46,4,71
SAL12279,0,0,0,36,24,8,62,173,20,256
SAL12280,0,0,0,11,0,0,11,41,4,52
SAL12281,0,0,0,0,0,0,0,10,0,8
SAL12282,13,0,13,71,36,0,111,339,62,509
SAL12283,0,0,0,0,0,0,0,16,4,19
SAL12284,36,7,42,354,68,0,422,1589,135,2154
SAL12285,12,3,18,156,47,3,203,534,35,774
SAL12286,0,0,0,7,0,0,8,25,0,28
SAL12287,59,3,65,391,118,11,518,978,44,1538
SAL12288,4,0,4,56,16,3,73,227,38,331
SAL12289,7,0,7,10,0,0,15,24,0,38
SAL12290,0,0,0,8,3,0,14,66,15,87
SAL12291,0,0,0,8,0,0,8,7,0,13
SAL12292,225,17,246,105,82,6,198,1578,99,1874
SAL12293,4,0,4,6,0,0,6,19,0,27
SAL12294,10,7,16,84,49,0,123,630,46,804
SAL12295,0,0,0,7,0,0,7,14,3,24
SAL12296,297,44,344,1831,793,93,2716,7312,758,10784
SAL12297,23,6,26,137,58,11,203,700,65,965
SAL12298,40,3,40,467,135,11,617,1525,71,2211
SAL12299,3,0,5,17,5,5,23,70,19,116
SAL12300,0,0,4,28,8,0,45,65,3,115
SAL12301,0,0,0,0,0,0,0,0,0,0
SAL12302,222,32,263,1311,553,52,1921,4716,648,7283
SAL12303,0,0,0,7,3,0,8,29,4,49
SAL12304,0,0,0,34,14,0,53,150,19,217
SAL12305,3,0,3,18,12,0,36,91,6,133
SAL12306,228,41,269,3184,295,35,3512,8222,541,12278
SAL12307,0,0,0,0,0,0,0,7,0,12
SAL12308,0,0,0,3,4,4,9,42,0,55
SAL12309,35,7,39,339,136,17,488,1629,160,2279
SAL12310,0,0,0,0,0,0,0,0,0,0
SAL12311,6,0,6,14,9,0,26,33,0,60
SAL12312,101,6,104,1427,467,63,1952,3851,355,6156
SAL12313,32,0,32,510,112,5,630,1371,57,2056
SAL12314,64,8,67,2145,277,21,2447,4279,278,7005
SAL12315,0,0,0,9,0,0,10,21,0,35
SAL12316,38,16,47,599,127,19,748,2360,455,3567
SAL12317,102,17,117,1715,320,38,2072,5341,568,7984
SAL12318,165,34,198,557,158,16,733,2998,230,3965
SAL12319,0,0,0,14,10,0,14,21,0,35
SAL12320,0,0,0,8,5,0,13,26,0,38
SAL12321,0,0,0,28,12,0,42,59,0,100
SAL12322,47,42,92,621,68,14,703,2521,285,3513
SAL12323,7,0,7,19,16,0,33,79,6,116
SAL12324,12,0,12,479,48,4,534,1055,68,1659
SAL12325,220,51,273,3287,541,24,3861,15168,1397,20426
SAL12326,0,0,0,0,0,0,0,0,0,0
SAL12327,10,0,10,70,20,7,97,247,27,374
SAL12328,0,0,0,53,11,0,67,149,18,235
SAL12329,43,5,48,174,79,7,259,1043,362,1664
SAL12330,21,6,24,66,49,6,128,392,37,559
SAL12331,24,6,27,269,77,4,352,772,21,1140
SAL12332,0,0,0,30,13,3,42,136,27,200
SAL12333,3,0,3,0,0,0,0,15,5,19
SAL12334,108,52,163,1626,178,10,1813,3967,359,6138
SAL12335,0,0,0,0,0,0,0,5,4,11
SAL12336,0,0,0,13,10,0,21,64,5,92
SAL12337,3,0,9,61,25,6,94,136,15,245
SAL12338,0,0,0,6,0,0,5,22,0,26
SAL12339,0,0,0,24,3,0,27,57,4,88
SAL12340,0,0,0,11,0,0,11,21,0,28
SAL12341,0,0,0,0,3,0,5,9,0,15
SAL12342,3,0,3,22,13,0,37,141,25,202
SAL12343,3,0,3,13,3,0,14,17,12,46
SAL12344,4,0,6,77,17,5,102,293,10,400
SAL12345,9,0,9,32,24,0,54,153,12,220
SAL12346,0,0,0,3,0,0,4,23,4,31
SAL12347,0,0,0,0,3,0,10,14,0,22
SAL12348,261,6,270,2418,326,13,2758,5740,244,8746
SAL12349,0,0,0,9,0,0,15,14,4,28
SAL12350,6,0,6,64,15,0,78,230,5,312
SAL12351,0,0,0,3,0,0,3,7,0,7
SAL12352,149,11,165,1043,243,21,1303,2826,87,4216
SAL12353,87,23,109,464,159,22,650,2071,363,3080
SAL12354,48,0,52,314,116,14,451,1228,95,1778
SAL12355,0,0,0,11,4,0,16,79,22,118
SAL12356,161,10,178,544,255,30,827,3094,316,4236
SAL12357,0,0,0,4,0,0,3,27,0,31
SAL12358,107,65,177,898,197,6,1104,2606,285,3993
SAL12359,0,0,4,33,0,0,37,68,7,111
SAL12360,5,0,5,20,17,0,38,113,11,167
SAL12361,11,0,13,101,33,3,138,354,51,540
SAL12362,0,0,0,6,0,0,6,12,0,16
SAL12363,0,0,0,12,4,0,15,40,24,76
SAL12364,0,0,0,0,0,0,0,0,0,0
SAL12365,3,0,6,27,7,0,34,61,39,132
SAL12366,0,0,0,6,3,0,7,14,3,36
SAL12367,0,0,0,0,3,0,3,9,9,19
SAL12368,0,0,0,4,0,0,6,15,0,23
SAL12369,24,0,24,86,30,10,129,465,23,615
SAL12370,383,56,439,4476,570,41,5087,17194,2720,25003
SAL12371,27,0,30,429,167,12,601,1153,41,1794
SAL12372,23,0,23,246,69,8,321,906,64,1294
SAL12373,8,0,8,20,7,0,24,59,3,84
SAL12374,8,0,8,303,100,13,422,711,19,1148
SAL12375,0,0,0,0,3,0,4,29,0,34
SAL12376,4,0,4,76,32,8,117,175,19,316
SAL12377,20,0,20,207,70,8,282,525,63,868
SAL12378,59,4,65,129,64,5,199,586,52,837
SAL12379,0,0,0,13,0,0,12,24,0,43
SAL12380,88,4,98,899,154,18,1076,2127,80,3280
SAL12381,3,0,3,15,8,0,21,200,28,251
SAL12382,4,0,4,18,8,0,22,104,9,143
SAL12383,0,0,0,5,4,0,12,35,0,46
SAL12384,40,5,45,631,171,9,814,2206,224,3246
SAL12385,30,0,32,221,85,15,318,1074,65,1460
SAL12386,0,0,0,19,5,0,29,61,3,96
SAL12387,180,23,209,999,303,26,1321,3939,405,5665
SAL12388,0,0,0,7,3,0,13,13,4,28
SAL12389,0,0,0,0,0,0,0,0,0,0
SAL12390,0,0,0,25,14,0,34,106,10,154
SAL12391,0,0,0,13,0,0,10,26,17,52
SAL12392,0,0,0,4,0,0,6,3,14,23
SAL12393,0,0,0,10,7,0,15,46,3,66
SAL12394,30,0,35,410,124,3,533,1167,29,1733
SAL12395,0,0,0,101,28,7,137,266,24,426
SAL12396,12,0,15,72,22,0,104,247,36,379
SAL12397,0,0,0,5,5,0,7,20,4,36
SAL12398,35,0,35,264,106,14,385,778,34,1199
SAL12399,5,0,5,37,22,0,59,167,11,235
SAL12400,0,0,4,23,5,0,22,45,8,79
SAL12401,0,0,0,7,7,0,19,29,0,49
SAL12402,0,0,0,4,0,0,4,4,0,3
SAL12403,0,0,0,10,0,0,10,49,6,61
SAL12404,6,0,6,190,43,9,242,461,14,714
SAL12405,10,0,10,75,36,0,114,288,19,420
SAL12406,0,0,0,10,6,0,17,93,9,110
SAL12407,0,0,0,42,14,0,55,190,68,315
SAL12408,0,0,0,5,0,0,5,22,7,35
SAL12409,0,0,0,0,0,0,0,3,0,5
SAL12410,3,0,3,56,35,4,96,238,7,334
SAL12411,0,0,0,31,3,0,40,151,7,197
SAL12412,0,0,0,3,0,0,7,22,10,36
SAL12413,0,0,0,3,0,0,8,35,11,56
SAL12414,0,0,0,6,4,0,8,10,4,22
SAL12415,0,0,0,9,0,0,7,21,3,31
SAL12416,0,0,0,7,0,0,7,25,0,33
SAL12417,0,0,0,22,3,0,26,187,17,225
SAL12418,0,0,0,10,5,0,13,49,3,60
SAL12419,0,0,0,22,9,0,28,69,17,120
SAL12420,0,0,0,0,0,0,0,5,0,5
SAL12421,3,0,3,130,29,0,160,369,63,589
SAL12422,0,0,0,16,0,0,19,81,6,103
SAL12423,0,0,0,22,0,0,19,38,20,80
SAL12424,4,0,4,3,0,0,10,46,15,69
SAL12425,4,0,4,5,0,0,4,31,0,35
SAL12426,0,0,0,0,0,0,0,0,7,4
SAL12427,0,0,3,40,29,0,72,158,7,237
SAL12428,14,0,14,369,84,11,462,980,52,1494
SAL12429,4,0,4,29,13,0,40,114,24,173
SAL12430,163,8,169,1007,206,5,1218,3575,118,4905
SAL12431,114,16,132,1431,218,27,1672,5186,718,7578
SAL12432,0,0,0,38,8,0,53,113,3,171
SAL12433,0,0,4,20,3,0,22,43,10,79
SAL12434,0,0,0,6,0,0,7,19,8,34
SAL12435,5,3,9,57,17,0,70,174,34,283
SAL12436,9,0,9,27,15,0,46,125,8,179
SAL12437,0,0,0,0,0,0,0,0,0,3
SAL12438,0,0,0,3,0,0,3,6,0,5
SAL12439,120,18,137,381,140,24,545,1566,167,2278
SAL12440,180,24,200,286,166,13,460,1735,187,2387
SAL12441,26,0,26,236,89,3,330,802,37,1168
SAL12442,105,23,125,2335,436,41,2812,7136,859,10813
SAL12443,22,0,18,769,222,18,1007,1725,74,2799
SAL12444,4,0,8,241,68,9,316,850,21,1186
SAL12445,0,0,0,0,0,0,0,0,0,0
SAL12446,241,6,253,1548,150,11,1705,7557,573,9834
SAL12447,0,0,0,0,0,0,0,0,0,0
SAL12448,0,0,0,3,0,0,3,0,3,4
SAL12449,0,0,0,0,0,0,0,16,0,23
SAL12450,5,0,5,25,27,0,55,227,24,306
SAL12451,0,0,0,4,5,0,8,13,3,18
SAL12452,5,0,5,78,24,0,109,317,20,443
SAL12453,0,0,0,30,13,0,36,83,4,127
SAL12454,0,0,4,88,47,3,140,278,111,530
SAL12455,0,0,0,17,3,0,19,60,6,86
SAL12456,0,0,0,4,0,0,4,26,3,35
SAL12457,0,0,0,35,15,0,48,68,17,138
SAL12458,40,46,86,285,99,8,387,1165,145,1699
SAL12459,0,0,0,0,0,0,0,18,0,23
SAL12460,0,0,3,63,12,0,76,99,19,199
SAL12461,0,0,0,33,20,8,62,145,25,227
SAL12462,79,52,134,600,150,9,765,2089,1254,4101
SAL12463,0,0,0,4,0,0,4,16,3,30
SAL12464,0,0,0,4,4,0,7,3,11,19
SAL12465,20,3,21,129,59,6,195,572,37,815
SAL12466,0,0,0,9,0,0,11,19,4,34
SAL12467,0,0,0,17,9,0,27,75,12,115
SAL12468,0,0,0,0,0,0,0,8,0,8
SAL12469,0,0,0,11,0,0,11,49,26,81
SAL12470,9,0,9,51,19,0,72,233,24,330
SAL12471,32,6,39,270,99,14,378,1252,116,1750
SAL12472,3,0,3,16,0,0,22,71,6,92
SAL12473,0,0,0,0,3,0,3,19,0,27
SAL12474,0,0,0,11,0,0,20,40,10,64
SAL12475,4,0,7,57,19,0,74,266,37,376
SAL12476,0,0,0,11,4,0,19,27,9,51
SAL12477,11,0,11,37,15,0,53,227,20,304
SAL12478,31,0,33,524,115,6,646,1571,125,2342
SAL12479,0,0,0,14,7,0,24,40,0,59
SAL12480,4,0,3,42,25,3,66,150,34,246
SAL12481,0,0,0,10,0,0,9,15,7,36
SAL12482,11,0,11,108,36,5,147,405,54,608
SAL12483,18,0,20,110,49,10,169,434,56,655
SAL12484,66,8,71,286,108,8,401,1392,191,1989
SAL12485,334,23,357,2539,568,37,3145,10299,672,14116
SAL12486,191,11,206,1338,171,19,1524,3464,210,5198
SAL12487,30,4,36,412,115,18,542,1403,112,2061
SAL12488,8,0,8,9,11,0,19,179,21,218
SAL12489,0,0,0,10,9,0,20,29,162,210
SAL12490,0,0,0,6,5,0,19,44,8,71
SAL12491,3,0,0,74,21,6,94,163,14,272
SAL12492,7,0,12,81,31,0,118,437,39,585
SAL12493,0,0,0,12,9,0,19,48,3,75
SAL12494,13,4,17,240,64,6,313,670,27,1012
SAL12495,195,5,196,1307,197,11,1514,4457,354,6325
SAL12496,0,0,0,23,11,0,28,50,6,84
SAL12497,4,0,4,46,15,6,66,124,20,215
SAL12498,52,5,59,683,142,21,844,1867,131,2842
SAL12499,0,0,0,3,0,0,3,0,4,6
SAL12500,0,0,0,0,0,0,0,0,0,0
SAL12501,0,0,0,4,4,0,4,26,0,36
SAL12502,40,4,45,272,143,8,422,1032,104,1560
SAL12503,6,0,6,21,12,0,37,82,0,120
SAL12504,0,0,0,19,5,0,29,136,18,180
SAL12505,0,0,0,11,0,0,18,30,0,43
SAL12506,0,0,0,0,0,0,0,19,14,35
SAL12507,0,0,0,0,0,0,0,8,0,8
SAL12508,15,0,22,126,43,6,170,437,24,631
SAL12509,4,0,4,18,9,0,30,94,7,135
SAL12510,9,0,9,105,27,0,134,316,37,486
SAL12511,736,178,927,5212,810,75,6100,18192,1509,25793
SAL12512,3,0,4,83,50,4,133,273,303,709
SAL12513,0,3,7,66,19,4,94,166,18,286
SAL12514,458,58,512,3961,544,54,4560,17175,1277,23012
SAL12515,26,0,30,4141,368,39,4548,5127,544,10218
SAL12516,444,37,484,2166,309,16,2489,7528,518,10531
SAL12517,0,0,0,39,12,3,48,84,5,140
SAL12518,0,0,0,4,0,0,8,25,0,32
SAL12519,0,0,0,15,4,0,17,34,0,53
SAL12520,0,0,0,31,10,0,40,89,10,139
SAL12521,3,0,4,57,12,3,78,172,35,282
SAL12522,11,0,12,50,35,0,83,241,6,338
SAL12523,14,5,24,247,69,6,327,670,114,1116
SAL12524,75,6,82,1353,492,42,1890,4134,203,6232
SAL12525,0,0,0,8,3,0,14,47,11,74
SAL12526,5,0,5,13,11,4,24,44,5,77
SAL12527,0,0,3,32,5,4,47,88,11,141
SAL12528,19,0,18,289,128,7,432,938,43,1408
SAL12529,175,15,190,2785,350,24,3161,14671,1233,19057
SAL12530,11,0,14,184,50,3,233,567,21,822
SAL12531,0,0,0,10,3,0,16,16,4,34
SAL12532,23,5,30,113,47,3,159,593,90,837
SAL12533,9,0,9,16,8,3,28,89,17,130
SAL12534,201,23,228,1745,364,24,2133,5504,476,8101
SAL12535,0,0,0,11,0,0,12,59,17,83
SAL12536,4,0,4,7,9,0,15,45,3,61
SAL12537,0,0,0,13,6,0,20,37,15,71
SAL12538,0,0,0,14,0,0,13,19,0,32
SAL12539,0,0,0,9,3,0,11,34,0,49
SAL12540,231,24,249,1507,423,54,1977,5835,437,8243
SAL12541,0,0,0,0,0,0,0,0,5,3
SAL12542,0,0,0,14,0,4,16,24,3,43
SAL12543,0,0,0,5,0,0,4,21,5,30
SAL12544,53,5,56,314,76,5,397,1051,46,1495
SAL12545,0,0,0,0,0,0,0,0,0,0
SAL12546,28,0,33,310,77,8,403,1137,100,1641
SAL12547,0,0,0,28,7,3,37,61,22,120
SAL12548,9,0,15,386,31,0,416,995,94,1504
SAL12549,0,0,0,3,0,0,3,8,6,13
SAL12550,4,0,4,50,19,3,78,120,12,212
SAL12551,0,0,0,17,18,0,33,66,14,113
SAL12552,19,0,19,523,92,16,629,1232,84,1936
SAL12553,3,0,3,52,25,0,81,149,12,240
SAL12554,0,0,0,30,18,0,54,106,13,170
SAL12555,10,0,10,134,37,4,174,464,32,672
SAL12556,0,0,0,17,5,0,24,43,15,85
SAL12557,23,7,28,236,92,5,331,1714,92,2144
SAL12558,0,0,0,10,6,0,17,27,7,50
SAL12559,0,0,0,54,18,0,80,172,36,284
SAL12560,20,3,26,777,75,0,853,3440,186,4477
SAL12561,0,0,0,0,0,0,0,0,0,0
SAL12562,0,0,0,9,0,0,9,27,16,54
SAL12563,15,0,15,71,25,0,94,406,15,517
SAL12564,77,7,82,2126,659,94,2874,5203,291,8368
SAL12565,3,0,3,22,11,0,31,78,9,119
SAL12566,0,0,0,54,17,0,75,224,14,317
SAL12567,0,0,0,22,3,0,30,84,12,124
SAL12568,0,0,0,12,11,0,21,106,17,147
SAL12569,0,0,0,4,0,0,3,0,4,12
SAL12570,6,0,6,12,6,0,23,63,10,98
SAL12571,0,0,0,0,0,0,0,0,0,7
SAL12572,0,0,0,9,5,0,6,24,6,35
SAL12573,0,0,0,431,30,7,463,524,31,1010
SAL12574,20,0,25,402,65,3,473,1136,58,1666
SAL12575,0,0,0,9,6,0,19,34,5,50
SAL12576,0,0,0,17,4,0,18,50,11,75
SAL12577,0,0,0,31,9,0,43,96,9,143
SAL12578,96,10,107,2022,386,32,2445,5719,203,8361
SAL12579,51,67,121,144,52,0,206,687,182,1074
SAL12580,7,0,7,28,15,6,46,121,21,185
SAL12581,14,0,10,86,29,4,115,335,49,502
SAL12582,4,3,10,40,17,4,59,300,99,462
SAL12583,0,0,0,26,7,0,30,61,9,103
SAL12584,206,12,215,1893,771,32,2703,6836,331,9861
