SAL_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SAL13093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,0,0,0,0,0,0,6,6,17
SAL13094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13096,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,65,50,115,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,70,59,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,26,54,10,18,31,0,0,0,106,107,218
SAL13097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,7,8,15
SAL13098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,3,0,3,0,0,0,15,12,28
SAL13099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,14,13,23
SAL13100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,10,10,21
SAL13101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24,46,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,14,0,4,5,0,0,0,33,30,67
SAL13102,61,56,121,9,19,27,0,0,0,0,0,0,4,0,9,2499,1566,4068,99,122,222,75,0,78,12,0,14,9,0,9,23,18,42,11,15,31,2803,1805,4606,8,28,35,0,0,0,0,0,0,35,17,54,3,3,9,0,0,0,48,50,95,0,0,0,0,0,0,0,0,5,3,0,4,0,0,0,10,3,10,24,9,36,80,61,142,12,11,27,0,0,0,0,0,0,12,16,23,969,1344,2320,443,648,1090,21,25,49,4329,3902,8237
SAL13103,0,3,3,49,31,81,0,0,4,0,0,0,26,43,70,6803,6281,13084,547,586,1138,152,4,155,31,6,36,48,20,69,41,30,73,261,240,505,7967,7249,15213,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,13,0,13,0,5,9,0,4,4,18,9,23,52,38,90,74,49,121,0,0,0,0,3,4,0,0,0,0,3,3,789,1160,1942,738,1184,1923,48,38,86,9613,9685,19299
SAL13104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,14,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,3,0,0,0,14,22,33
SAL13105,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,208,124,332,9,20,28,19,0,19,3,0,3,0,0,0,6,0,6,10,3,11,249,146,395,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,78,125,204,45,74,118,0,0,0,374,346,726
SAL13106,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,258,137,399,11,15,26,29,0,29,3,0,3,0,0,0,3,0,3,10,3,14,321,167,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,100,152,255,79,55,136,0,4,6,504,375,887
SAL13107,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,70,78,148,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,79,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,17,15,16,30,0,0,0,100,104,206
SAL13108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,19
SAL13109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,14,0,0,0,0,0,0,10,10,22
SAL13110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,13,41,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,29,19,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,15,0,4,7,0,0,0,30,35,71
SAL13111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,3,11,14,0,0,0,23,26,48
SAL13112,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,42,17,69,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,0,8,55,27,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,45,52,95,8,18,26,0,0,3,112,94,209
SAL13113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,46,92,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,4,0,5,59,51,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,0,3,8,0,0,0,66,60,122
SAL13114,12,9,22,0,5,6,0,0,0,0,0,0,0,0,0,584,471,1055,30,28,56,5,0,8,6,0,6,0,0,0,9,0,9,7,8,18,660,525,1183,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,5,0,5,10,7,20,0,3,3,0,0,0,0,0,0,0,3,3,233,287,522,155,229,384,3,4,3,1058,1054,2111
SAL13115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,13,11,20
SAL13116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,31,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,11,0,3,0,0,0,0,23,33,52
SAL13117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,24,0,9,13,0,0,0,40,30,77
SAL13118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,3,15,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,15,0,0,0,0,0,0,22,5,28
SAL13119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL13120,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,40,41,75,0,5,5,4,0,4,0,0,4,0,0,0,0,0,0,5,4,10,46,52,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,4,21,5,6,12,0,0,0,68,66,137
SAL13121,15,8,21,0,7,8,0,0,0,0,0,0,3,3,8,496,346,840,27,33,61,10,0,9,10,0,6,0,0,4,3,0,4,0,7,4,571,412,980,4,12,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,12,15,36,0,5,8,0,0,3,0,0,0,0,5,8,163,214,374,102,127,230,13,4,16,865,781,1641
SAL13122,0,0,0,3,0,4,0,0,0,0,0,0,0,0,5,573,534,1102,45,55,99,16,0,16,17,0,17,0,0,0,6,0,8,3,3,11,657,595,1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,16,12,7,19,0,0,0,0,0,0,0,0,0,0,0,0,51,81,133,95,132,230,5,0,6,821,817,1635
SAL13123,25,21,51,3,0,4,0,0,0,0,0,0,0,0,0,562,384,946,25,31,56,25,0,25,3,0,3,9,0,9,3,4,13,5,4,10,664,449,1112,4,0,4,0,0,0,0,0,0,7,0,7,0,0,0,0,0,6,13,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,13,9,22,0,0,0,0,0,0,0,0,0,0,0,0,615,672,1286,176,256,434,0,3,13,1480,1388,2870
SAL13124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,17,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,11,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,7,4,0,0,0,13,19,36
SAL13125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,3,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,26,0,0,0,0,0,0,16,26,36
SAL13126,48,29,76,138,99,238,0,0,0,0,0,0,7,11,20,562,446,1008,53,51,102,3,0,3,36,9,40,68,18,89,13,18,29,289,300,589,1217,973,2192,18,14,31,0,0,0,5,0,5,4,0,4,0,0,0,0,0,0,22,17,38,0,0,0,0,0,0,5,0,5,0,0,0,5,4,4,12,3,16,6,10,17,41,29,69,9,4,5,6,0,4,0,0,0,9,6,14,2258,2417,4678,281,431,713,4,3,11,3812,3861,7675
SAL13127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL13128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,5,6,15
SAL13129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10
SAL13130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,17,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11,0,3,3,0,3,3,18,18,39
SAL13131,103,98,197,14,20,34,0,0,0,0,0,0,3,3,9,1201,805,2008,59,103,159,28,5,33,12,0,14,8,0,5,18,8,21,33,38,68,1467,1072,2541,20,35,57,0,0,0,0,0,0,12,11,14,3,9,10,6,4,6,31,51,87,0,0,0,0,0,0,0,0,3,6,0,6,0,0,0,3,4,7,10,3,19,50,60,109,6,4,10,0,0,0,0,0,0,6,4,10,1032,1297,2330,560,538,1095,24,14,33,3139,2988,6121
SAL13132,6,12,18,7,6,7,0,0,0,0,0,0,0,0,0,307,221,533,17,16,37,3,0,3,0,0,0,0,0,0,3,0,7,3,0,8,355,261,616,0,0,0,0,0,0,0,0,0,8,0,4,0,0,4,0,0,0,7,6,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,10,4,16,5,0,4,0,0,0,0,0,0,0,0,3,264,357,623,151,157,309,4,0,7,783,782,1565
SAL13133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL13134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10
SAL13135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
SAL13136,0,0,0,13,21,34,0,0,0,0,0,3,5,0,6,400,287,682,25,46,67,12,0,12,11,0,11,6,0,7,3,0,3,14,18,37,490,376,865,9,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,7,0,7,3,3,8,17,4,21,0,0,0,0,0,0,0,0,0,0,0,0,306,346,652,99,141,240,4,0,3,918,870,1787
SAL13137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,0,0,0,0,0,0,5,8,13
SAL13138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,3,4,7
SAL13140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5
SAL13141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,3,17,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,15,0,0,0,0,0,0,15,16,36
SAL13142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,64,132,3,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,10,80,70,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,14,7,5,11,4,0,7,96,86,187
SAL13143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,107,271,7,12,20,8,0,8,0,0,0,0,0,0,3,0,8,11,9,16,195,125,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,175,157,339,32,37,72,3,4,8,417,333,753
SAL13144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,13,6,6,9,0,0,0,16,14,29
SAL13145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,14,0,0,3,0,0,0,19,19,37
SAL13146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,19,16,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,17,0,0,3,0,0,0,33,25,60
SAL13147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,72,143,4,0,8,3,0,3,0,0,0,0,0,0,0,0,0,5,3,13,90,78,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,24,11,14,24,4,4,5,116,102,221
