SSC_CODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
SSC13113,0,0,0,9,15,14,14,10,3,72
SSC13114,0,0,0,12,15,5,7,21,14,68
SSC13115,86,24,170,3825,2992,888,516,1747,1228,11186
SSC13116,0,0,0,0,3,0,0,3,0,8
SSC13117,0,0,0,0,0,0,0,0,0,0
SSC13118,0,0,0,0,0,3,3,5,3,19
SSC13119,0,0,0,3,16,3,0,0,3,33
SSC13120,182,55,378,2592,2556,1210,912,3029,737,11029
SSC13121,117,33,239,622,731,362,261,805,173,2957
SSC13122,0,0,0,0,0,0,0,3,0,3
SSC13123,0,0,0,3,0,0,0,0,0,3
SSC13124,0,0,0,0,0,0,0,0,0,0
SSC13125,35,23,106,768,749,366,255,722,218,3078
SSC13126,0,0,0,13,13,4,3,6,4,43
SSC13127,0,0,0,0,0,0,0,0,0,0
SSC13128,0,0,0,0,7,0,3,0,3,16
SSC13129,0,0,0,0,4,0,0,4,3,14
SSC13130,0,0,0,11,15,5,5,19,6,65
SSC13131,0,3,3,52,67,30,38,98,65,353
SSC13132,13,3,42,307,394,212,128,255,111,1405
SSC13133,0,3,3,16,23,16,11,13,22,99
SSC13134,5,0,5,15,29,19,11,13,5,91
SSC13135,0,0,0,16,24,29,10,16,9,103
SSC13136,3,0,7,64,114,43,54,75,31,386
SSC13137,0,0,0,3,6,0,3,10,8,26
SSC13138,0,0,0,14,23,10,4,12,13,71
SSC13139,0,0,4,14,25,7,9,7,18,80
SSC13140,41,6,64,128,227,108,67,190,77,793
SSC13141,9,3,23,115,178,77,59,76,53,558
SSC13142,0,0,4,50,84,68,28,49,50,335
SSC13143,0,0,0,8,3,0,0,6,0,21
SSC13144,114,28,275,2220,2449,1168,961,2515,575,9893
SSC13145,0,0,0,3,0,0,0,0,0,6
SSC13146,0,0,0,14,12,8,10,3,0,47
SSC13147,0,0,0,9,17,12,7,9,7,62
SSC13148,0,0,0,0,0,0,0,0,0,0
SSC13149,0,0,0,3,3,0,0,3,3,15
SSC13150,0,0,0,3,0,5,0,0,3,16
SSC13151,142,108,346,1618,2194,1135,999,1940,1124,9013
SSC13152,0,0,3,32,59,15,14,17,10,150
SSC13153,0,0,3,472,560,179,149,419,1106,2878
SSC13154,0,0,3,50,55,25,33,38,22,224
SSC13155,0,0,4,33,37,26,20,12,10,140
SSC13156,127,64,251,4600,4821,1780,1525,6787,2104,21614
SSC13157,0,0,0,9,6,7,7,5,0,29
SSC13158,0,0,0,11,11,10,0,4,19,57
SSC13159,3,0,14,137,190,127,93,79,65,700
SSC13160,0,0,9,34,63,27,26,34,18,192
SSC13161,0,0,0,3,0,6,0,4,0,13
SSC13162,9,3,16,123,174,100,86,161,73,719
SSC13163,0,0,0,5,17,7,10,14,38,94
SSC13164,0,0,0,15,21,12,10,14,17,80
SSC13165,0,0,0,4,6,3,0,3,3,22
SSC13166,22,7,42,164,192,109,91,253,119,936
SSC13167,0,0,3,4,15,9,3,11,11,43
SSC13168,348,113,615,1864,1994,953,770,2425,576,8580
SSC13169,17,7,49,453,505,273,222,385,94,1927
SSC13170,0,0,3,31,47,29,15,11,10,139
SSC13171,14,3,28,88,137,91,43,68,52,476
SSC13172,4,0,11,67,60,38,27,75,33,302
SSC13173,0,0,0,0,0,0,0,3,0,3
SSC13174,0,0,0,39,59,38,30,21,28,210
SSC13175,0,0,0,3,0,9,11,6,3,32
SSC13176,0,0,0,11,9,8,3,6,10,48
SSC13177,4,0,8,171,203,90,116,190,59,820
SSC13178,14,9,24,162,186,109,74,176,44,762
SSC13179,0,0,0,13,16,8,10,16,3,69
SSC13180,0,0,0,25,20,14,15,19,18,112
SSC13181,3,6,21,902,988,424,295,849,214,3668
SSC13182,199,66,322,1067,1207,597,541,1914,547,5871
SSC13183,77,28,183,1512,1726,847,536,1094,244,5967
SSC13184,270,57,458,2420,2714,1037,881,2949,1109,11110
SSC13185,3,0,8,39,47,32,35,36,17,212
SSC13186,127,47,268,2538,2632,1097,845,2888,680,10679
SSC13187,0,0,0,0,3,0,0,0,3,13
SSC13188,0,0,0,0,0,0,0,0,0,0
SSC13189,3,0,8,97,167,78,37,66,56,500
SSC13190,44,4,78,2146,1968,651,298,1193,742,6984
SSC13191,0,0,0,97,158,79,53,104,54,543
SSC13192,3,0,3,73,122,60,36,36,28,357
SSC13193,7,3,20,129,127,61,61,137,56,574
SSC13194,0,0,0,15,17,11,12,17,7,76
SSC13195,0,0,4,39,45,51,21,19,19,195
SSC13196,0,0,0,18,29,17,14,16,19,112
SSC13197,0,0,0,18,33,21,15,25,17,126
SSC13198,4,0,3,42,37,25,17,27,4,165
SSC13199,48,15,136,1142,1247,629,487,1020,309,4834
SSC13200,22,10,59,901,1071,515,407,641,276,3818
SSC13201,0,0,0,3,0,0,0,0,0,9
SSC13202,0,0,3,36,71,44,30,59,20,256
SSC13203,0,0,0,0,0,0,0,0,0,0
SSC13204,0,0,0,46,67,41,36,50,26,258
SSC13205,0,0,5,23,34,15,22,39,29,168
SSC13206,0,0,0,0,0,0,0,0,0,0
SSC13207,0,0,7,44,70,32,38,35,32,256
SSC13208,0,0,0,0,0,0,0,0,0,0
SSC13209,0,0,0,0,0,0,0,0,0,0
SSC13210,0,0,0,6,4,6,4,5,3,31
SSC13211,0,0,3,52,82,51,44,48,31,300
SSC13212,0,0,0,6,3,0,0,4,9,18
SSC13213,0,0,0,0,3,3,0,0,3,9
SSC13214,0,0,0,0,0,0,3,0,0,8
SSC13215,0,0,0,15,11,11,3,7,4,49
SSC13216,0,0,0,13,25,10,8,20,13,88
SSC13217,0,0,0,4,9,0,5,5,3,24
SSC13218,0,0,0,10,9,8,5,9,11,55
SSC13219,0,3,3,4,14,3,7,8,15,49
SSC13220,0,0,0,12,15,3,3,3,0,32
SSC13221,0,0,0,7,9,3,0,0,4,25
SSC13222,0,0,0,0,0,0,0,0,0,0
SSC13223,0,0,0,15,26,6,6,15,11,77
SSC13224,0,0,0,5,12,6,9,13,12,60
SSC13225,0,0,0,15,9,4,7,8,0,38
SSC13226,11,0,23,537,656,333,222,402,132,2286
SSC13227,0,0,0,9,15,11,3,25,23,87
SSC13228,0,0,0,16,30,8,14,14,14,101
SSC13229,0,0,0,89,115,57,34,90,10,393
SSC13230,67,0,104,1642,1538,626,642,2214,405,7074
SSC13231,55,17,122,658,878,422,309,565,181,3018
SSC13232,28,26,89,397,443,197,125,300,201,1668
SSC13233,13,9,48,354,270,93,90,283,143,1234
SSC13234,0,0,0,0,0,0,0,0,0,0
SSC13235,0,0,0,0,0,0,0,3,0,6
SSC13236,4,0,9,170,214,124,66,118,140,837
SSC13237,0,0,0,3,12,6,11,9,8,55
SSC13238,0,0,0,6,4,3,0,7,3,20
SSC13239,0,0,0,14,36,16,3,4,10,89
SSC13240,0,0,0,17,26,18,22,20,22,127
SSC13241,0,0,0,11,15,4,4,7,3,39
SSC13242,0,0,0,24,36,20,7,24,33,143
SSC13243,0,0,0,0,0,0,0,0,0,0
SSC13244,7,0,19,220,267,115,84,153,30,863
SSC13245,92,31,178,808,957,534,397,1108,375,4181
SSC13246,982,328,1965,7253,10260,4976,3653,7960,3285,37383
SSC13247,0,0,0,0,0,0,0,0,0,0
SSC13248,0,0,0,0,0,0,0,0,0,0
SSC13249,0,0,0,9,8,16,4,5,4,50
SSC13250,25,12,44,310,409,271,264,438,319,2015
SSC13251,0,0,3,12,27,18,23,27,18,123
SSC13252,0,0,0,45,65,38,25,39,32,248
SSC13253,0,0,3,16,35,27,8,18,16,126
SSC13254,0,0,0,18,37,5,9,24,17,113
SSC13255,3,0,3,160,157,65,52,199,68,709
SSC13256,22,17,74,2467,1603,279,120,1788,2956,9208
SSC13257,31,92,161,941,1442,726,636,910,432,5093
SSC13258,30,7,59,538,532,239,246,959,145,2660
SSC13259,0,0,0,12,16,8,10,11,10,61
SSC13260,119,22,168,2519,2607,1091,1006,3529,648,11390
SSC13261,0,0,3,64,100,48,27,29,21,288
SSC13262,0,0,0,0,0,0,0,0,0,0
SSC13263,0,0,0,5,16,10,8,12,7,56
SSC13264,19,7,47,280,342,171,130,311,145,1384
SSC13265,0,0,0,29,39,15,16,16,13,114
SSC13266,16,5,39,802,882,435,352,1051,282,3803
SSC13267,0,0,0,6,7,4,5,7,3,33
SSC13268,0,0,0,6,15,9,6,3,0,38
SSC13269,0,0,0,0,3,0,0,0,6,12
SSC13270,0,0,0,8,13,3,12,4,0,39
SSC13271,3,0,4,17,20,7,9,14,6,66
SSC13272,0,0,0,35,33,23,27,35,25,171
SSC13273,132,40,291,2870,2744,1227,1472,6029,1310,15663
SSC13274,0,0,0,0,0,0,0,0,0,3
SSC13275,3,0,3,12,5,0,0,78,0,103
SSC13276,0,0,4,9,24,11,8,17,22,96
SSC13277,35,17,99,828,970,425,279,659,140,3299
SSC13278,0,0,10,43,48,24,21,23,24,177
SSC13279,0,0,0,18,20,4,23,13,71,136
SSC13280,0,0,0,3,0,3,3,0,4,15
SSC13281,55,13,193,2243,2462,1264,867,1489,367,8692
SSC13282,0,0,0,6,12,3,10,20,3,63
SSC13283,3,0,5,21,26,3,10,21,8,92
SSC13284,22,11,62,3604,2708,665,446,2946,1261,11623
SSC13285,0,0,0,42,82,45,36,30,18,244
SSC13286,131,18,192,4902,5569,2385,1965,5037,962,20825
SSC13287,0,0,3,16,30,6,18,25,26,131
SSC13288,0,0,0,0,0,0,0,3,3,9
SSC13289,0,0,0,4,10,5,6,3,4,30
SSC13290,0,0,4,23,29,24,29,33,26,157
SSC13291,149,23,234,1239,1469,507,307,1284,542,5345
SSC13292,20,10,48,846,927,288,208,729,255,3254
SSC13293,13,3,26,585,725,285,192,502,209,2500
SSC13294,15,10,43,741,708,254,156,326,225,2410
SSC13295,0,0,0,5,6,3,7,4,0,21
SSC13296,15,5,41,1050,827,231,118,459,245,2930
SSC13297,0,0,3,31,57,35,23,30,20,203
SSC13298,0,0,0,0,0,0,0,4,3,7
SSC13299,0,0,0,0,0,0,0,0,0,0
SSC13300,0,0,0,30,34,16,24,24,21,142
SSC13301,60,10,107,457,676,377,307,652,312,2785
SSC13302,4,0,4,75,132,60,55,68,41,433
SSC13303,24,7,40,1063,1275,521,436,1135,273,4711
SSC13304,6,0,11,186,283,109,127,152,54,908
SSC13305,3,0,11,105,152,106,91,97,28,576
SSC13306,0,0,4,15,21,14,10,13,9,77
SSC13307,40,0,51,96,144,83,67,139,41,562
SSC13308,0,0,0,29,33,28,24,25,24,168
SSC13309,8,0,18,224,255,78,70,241,59,914
SSC13310,39,16,75,288,345,110,113,368,184,1416
SSC13311,3,4,3,22,40,19,29,27,16,159
SSC13312,422,154,807,7714,6854,2029,1233,5124,2469,25427
SSC13313,0,0,0,7,8,5,3,11,3,36
SSC13314,0,0,0,6,7,5,0,0,0,19
SSC13315,8,3,31,433,644,332,202,304,79,1995
SSC13316,3,0,3,26,37,10,15,34,13,137
SSC13317,0,0,0,6,5,3,14,3,10,45
SSC13318,0,0,3,22,25,17,20,27,25,132
SSC13319,12,3,28,314,456,256,186,312,73,1595
SSC13320,0,0,0,11,10,13,3,3,11,52
SSC13321,22,5,25,56,81,32,31,134,84,422
SSC13322,0,0,0,3,3,0,0,0,0,8
SSC13323,0,0,0,19,21,13,16,10,3,83
SSC13324,0,0,0,3,8,0,0,0,4,19
SSC13325,3,0,7,292,366,205,173,218,69,1315
SSC13326,0,0,0,10,9,3,3,3,8,36
SSC13327,128,43,251,1883,2480,1225,1057,2439,983,10063
SSC13328,3,0,3,200,216,110,89,134,81,826
SSC13329,0,0,8,78,108,76,54,67,35,425
SSC13330,0,0,0,0,0,0,0,0,0,0
SSC13331,0,0,0,3,3,5,3,0,3,18
SSC13332,0,0,0,0,0,0,0,3,0,3
SSC13333,0,0,0,35,38,16,20,29,18,159
SSC13334,3,0,3,56,102,43,50,64,37,351
SSC13335,0,0,0,0,0,0,3,0,0,3
SSC13336,3,0,8,43,77,52,49,59,17,307
SSC13337,0,0,5,39,59,23,27,33,12,190
SSC13338,0,0,0,6,8,3,5,7,3,43
SSC13339,83,39,177,4147,2894,654,339,2728,1546,12305
SSC13340,34,71,151,569,781,391,312,571,238,2864
SSC13341,0,0,0,12,11,3,3,3,0,31
SSC13342,0,0,4,26,30,22,23,27,21,149
SSC13343,0,0,0,7,22,10,8,4,13,65
SSC13344,0,0,0,9,13,3,3,7,4,31
SSC13345,30,10,77,844,781,386,336,1363,242,3955
SSC13346,0,3,7,151,180,77,62,123,48,648
SSC13347,0,0,0,7,20,3,9,24,12,78
SSC13348,0,3,3,13,33,19,13,13,7,104
SSC13349,0,0,0,7,7,4,3,9,4,37
SSC13350,0,0,0,97,162,68,46,56,36,463
SSC13351,0,0,0,16,25,10,13,10,10,88
SSC13352,4,0,6,97,154,88,74,58,46,522
SSC13353,0,0,0,23,28,5,17,21,15,105
SSC13354,0,0,0,5,7,11,6,5,11,45
SSC13355,221,94,437,2478,2637,1188,977,3461,812,11551
SSC13356,21,10,53,315,345,139,136,280,55,1269
SSC13357,0,0,3,11,9,3,0,4,9,36
SSC13358,45,3,64,2500,2207,647,499,4110,654,10610
SSC13359,0,0,0,8,14,0,8,3,0,31
SSC13360,163,84,317,1054,1141,450,389,1111,609,4750
SSC13361,5,0,13,115,225,126,68,100,53,689
SSC13362,0,0,0,11,9,3,6,3,9,37
SSC13363,0,0,0,7,17,6,7,16,15,67
SSC13364,0,0,0,25,44,21,26,29,8,149
SSC13365,0,0,0,9,5,4,3,6,3,30
SSC13366,0,0,0,0,20,4,3,3,3,35
SSC13367,0,0,5,41,79,32,33,51,46,286
SSC13368,28,19,78,1217,1516,610,516,1268,571,5706
SSC13369,0,0,0,3,3,0,0,0,3,15
SSC13370,20,3,66,683,673,381,227,527,68,2557
SSC13371,128,47,259,2097,2064,908,805,3438,880,10180
SSC13372,0,0,0,0,4,0,5,11,0,22
SSC13373,0,0,0,10,12,18,6,10,0,54
SSC13374,6,7,23,271,416,242,193,205,155,1494
SSC13375,3,0,6,168,233,125,85,102,30,738
SSC13376,0,0,0,18,20,9,3,7,3,69
SSC13377,0,0,0,30,53,33,12,23,18,165
SSC13378,0,0,3,38,62,35,38,31,35,233
SSC13379,147,33,258,3078,2739,986,795,4829,1034,13460
SSC13380,0,0,0,21,49,20,15,19,36,161
SSC13381,0,0,0,17,20,4,12,9,6,69
SSC13382,0,0,0,3,5,5,5,0,0,23
SSC13383,0,0,3,9,3,5,8,10,4,43
SSC13384,0,0,0,3,3,0,0,4,0,11
SSC13385,0,0,0,14,12,7,5,13,16,65
SSC13386,0,0,0,3,5,8,5,3,12,38
SSC13387,0,0,0,13,16,5,3,4,0,41
SSC13388,0,0,7,55,51,44,11,37,12,212
SSC13389,0,0,0,4,8,0,5,6,0,22
SSC13390,0,0,3,33,85,35,16,32,21,224
SSC13391,13,6,38,262,318,143,94,235,35,1084
SSC13392,0,0,4,24,27,31,17,21,15,133
SSC13393,0,0,0,3,15,4,18,5,15,56
SSC13394,0,0,0,0,0,0,0,0,0,0
SSC13395,306,24,378,2411,2506,1095,1028,3972,747,11761
SSC13396,0,0,0,0,4,0,0,3,3,10
SSC13397,13,7,31,968,1151,494,419,1072,265,4367
SSC13398,125,62,309,2489,2096,774,461,1674,741,8235
SSC13399,0,0,0,12,11,14,4,7,14,55
SSC13400,0,0,0,9,7,0,6,0,0,25
SSC13401,0,0,3,56,111,61,42,40,35,355
SSC13402,0,0,0,10,5,3,4,0,0,23
SSC13403,0,0,0,3,9,6,7,4,7,35
SSC13404,0,0,0,7,16,0,4,3,0,34
SSC13405,67,13,147,2396,2036,683,488,2420,741,8763
SSC13406,0,0,0,16,21,11,4,10,0,59
SSC13407,3,0,6,26,51,32,27,28,25,190
SSC13408,8,6,18,729,671,234,185,944,393,3164
SSC13409,120,20,226,1901,1894,890,810,2865,690,9058
SSC13410,14,6,30,1271,1375,666,573,1645,509,6026
SSC13411,0,0,0,5,7,0,0,3,4,16
SSC13412,65,70,232,2079,2218,1116,727,1322,440,7904
SSC13413,15,0,36,324,359,183,119,222,41,1252
SSC13414,0,0,3,33,53,31,28,42,17,201
SSC13415,0,0,0,37,33,19,25,37,18,173
SSC13416,0,0,0,8,28,9,7,9,8,72
SSC13417,0,0,0,10,9,6,12,8,9,45
SSC13418,0,0,0,0,0,0,0,0,0,3
SSC13419,0,0,0,16,17,10,4,10,8,72
SSC13420,12,5,34,353,375,181,201,523,211,1838
SSC13421,0,0,0,0,8,3,3,5,8,31
SSC13422,0,0,3,18,38,23,8,16,22,120
SSC13423,0,0,0,5,12,0,0,0,9,21
SSC13424,0,0,0,18,22,12,14,14,3,87
SSC13425,0,0,0,20,37,16,22,18,10,123
SSC13426,0,0,0,4,3,0,0,4,3,15
SSC13427,0,0,4,44,49,27,25,18,12,177
SSC13428,0,0,3,34,62,21,18,27,11,168
SSC13429,16,3,37,1532,1604,760,496,1223,263,5873
SSC13430,0,0,0,7,15,13,10,8,3,56
SSC13431,0,0,0,26,32,13,16,34,25,149
SSC13432,0,0,3,7,21,8,10,10,18,66
SSC13433,0,0,0,9,7,0,0,0,6,26
SSC13434,0,0,3,180,256,114,69,84,64,766
SSC13435,16,10,48,2235,2253,675,377,971,699,7216
SSC13436,0,0,0,14,11,6,8,9,5,52
SSC13437,0,0,0,3,4,3,3,4,11,24
SSC13438,0,0,0,7,22,3,17,18,0,68
SSC13439,0,0,3,9,3,3,3,4,7,30
SSC13440,0,0,3,79,115,65,37,61,25,383
SSC13441,3,0,10,29,18,16,19,11,23,113
SSC13442,0,0,0,0,10,5,7,0,0,19
SSC13443,15,6,37,963,1196,580,421,1063,253,4478
SSC13444,59,30,92,827,584,96,54,446,400,2406
SSC13445,3,0,8,17,11,10,23,16,14,88
SSC13446,0,0,3,29,53,34,18,34,15,183
SSC13447,91,15,171,1033,1115,478,337,808,249,4017
SSC13448,10,4,30,246,329,158,151,258,66,1204
SSC13449,113,50,231,1758,2289,1162,968,2190,766,9136
SSC13450,0,0,3,14,23,15,13,25,5,92
SSC13451,0,0,0,0,3,3,3,3,0,8
SSC13452,3,0,3,33,34,23,14,16,44,175
SSC13453,50,18,114,1273,1360,592,452,1362,312,5345
SSC13454,320,128,709,5390,5476,2261,1697,5742,1492,22062
SSC13455,0,0,3,30,57,21,29,32,36,215
SSC13456,0,0,0,10,8,4,3,8,0,23
SSC13457,10,0,25,127,212,102,105,155,86,780
SSC13458,0,0,0,48,51,28,30,40,66,262
SSC13459,0,0,3,54,61,30,19,42,34,244
SSC13460,0,0,0,12,11,12,13,3,11,56
SSC13461,25,10,39,414,373,144,210,976,251,2363
SSC13462,4,0,21,152,239,129,102,112,34,772
SSC13463,115,50,246,736,1045,541,477,838,406,4046
SSC13464,0,0,0,5,8,4,10,10,11,54
SSC13465,0,0,0,16,20,9,7,14,6,71
SSC13466,0,0,0,0,5,3,0,0,3,14
SSC13467,6,8,18,175,241,117,128,179,96,926
SSC13468,0,0,0,0,0,0,3,0,0,3
SSC13469,3,4,8,74,86,43,43,40,39,331
SSC13470,19,11,52,645,816,403,373,902,255,3392
SSC13471,0,0,3,74,158,78,47,66,47,474
SSC13472,72,35,156,996,1480,786,720,1420,591,5999
SSC13473,0,0,0,0,0,0,0,0,0,0
SSC13474,0,78,82,24,24,19,9,36,165,273
SSC13475,0,0,0,16,12,9,8,13,8,69
SSC13476,0,0,0,3,3,0,0,0,0,8
SSC13477,0,0,0,0,8,3,3,3,0,11
SSC13478,11,0,27,244,275,117,76,269,51,1034
SSC13479,8,0,20,349,516,247,188,328,148,1781
SSC13480,0,0,0,0,9,3,6,4,4,24
SSC13481,0,0,0,3,3,0,0,3,3,21
SSC13482,0,0,0,6,0,3,0,6,6,23
SSC13483,3,0,3,6,20,13,7,25,4,74
SSC13484,0,0,0,3,4,3,5,3,0,16
SSC13485,0,0,0,6,5,6,0,8,4,31
SSC13486,0,0,0,25,39,7,15,27,19,124
SSC13487,0,0,3,129,137,57,39,87,34,485
SSC13488,0,0,0,3,3,0,0,0,0,7
SSC13489,176,66,395,1895,2151,947,691,2119,745,8550
SSC13490,0,0,0,10,6,7,4,3,0,37
SSC13491,14,4,33,347,488,277,186,254,139,1684
SSC13492,22,12,69,755,924,432,317,485,209,3119
SSC13493,0,0,0,4,8,3,0,7,6,31
SSC13494,3,0,3,11,21,8,6,15,6,78
SSC13495,3,0,0,73,106,53,47,52,18,338
SSC13496,0,0,0,21,25,5,6,10,13,84
SSC13497,0,0,0,0,3,3,0,4,4,9
SSC13498,40,18,95,603,918,453,294,554,242,3068
SSC13499,4,0,4,78,106,53,59,90,44,421
SSC13500,3,0,3,65,70,33,21,33,14,239
SSC13501,0,0,0,4,0,3,0,0,0,10
SSC13502,6,3,35,877,1037,439,388,778,243,3761
SSC13503,85,49,181,894,1158,540,433,949,484,4450
SSC13504,0,3,3,3,5,0,0,0,18,26
SSC13505,0,0,0,121,151,65,38,51,30,457
SSC13506,0,0,0,4,4,0,7,9,3,19
SSC13507,0,0,0,8,8,8,3,4,5,31
SSC13508,3,4,13,144,201,140,84,126,51,745
SSC13509,39,13,138,1383,1548,747,548,851,253,5332
SSC13510,0,0,0,161,231,125,107,124,47,787
SSC13511,0,0,0,50,61,21,27,43,20,222
SSC13512,0,0,3,4,6,3,9,4,10,37
SSC13513,0,0,0,10,13,8,7,9,7,52
SSC13514,0,0,0,31,37,20,26,15,10,136
SSC13515,0,0,3,59,95,44,47,55,57,356
SSC13516,56,11,131,930,893,411,399,1558,342,4537
SSC13517,0,0,7,39,42,11,21,36,27,178
SSC13518,146,43,297,3398,3759,1637,1519,4208,1088,15608
SSC13519,0,0,3,4,8,13,4,11,14,57
SSC13520,0,0,0,3,10,0,3,0,0,19
SSC13521,3,0,3,15,28,7,9,16,3,64
SSC13522,0,0,0,9,12,4,4,5,3,43
SSC13523,9,8,18,425,490,209,260,872,331,2578
SSC13524,3,0,3,63,72,27,30,102,41,337
SSC13525,0,0,3,30,35,23,14,19,22,144
SSC13526,0,0,3,22,42,16,15,18,15,137
SSC13527,0,0,0,13,16,7,15,3,10,56
SSC13528,0,0,0,19,25,10,10,10,4,70
SSC13529,0,0,0,0,3,4,0,5,9,18
SSC13530,0,0,0,0,3,3,5,0,0,7
SSC13531,3,0,5,16,14,16,4,22,7,86
SSC13532,11,5,27,967,1236,631,427,737,163,4167
SSC13533,22,8,57,618,773,419,299,594,258,2964
SSC13534,62,6,71,26,26,22,9,129,14,226
SSC13535,23,10,56,215,323,150,96,228,77,1086
SSC13536,0,0,0,10,13,13,3,9,14,49
SSC13537,0,0,0,22,38,17,18,25,5,131
SSC13538,0,0,0,7,6,3,5,4,0,20
SSC13539,106,54,181,234,331,154,156,467,296,1634
SSC13540,50,26,128,460,729,356,281,521,299,2644
SSC13541,0,0,0,10,5,3,3,5,0,31
SSC13542,34,13,83,761,787,358,302,852,194,3263
SSC13543,0,0,0,0,4,0,10,3,7,21
SSC13544,13,3,22,631,776,402,340,542,167,2848
SSC13545,0,0,0,4,7,4,3,20,6,47
SSC13546,9,0,15,46,63,27,32,56,12,239
SSC13547,8,0,10,465,413,153,159,505,1977,3670
SSC13548,0,0,0,0,6,3,3,0,0,15
SSC13549,91,13,161,834,1163,486,443,852,323,4095
SSC13550,52,16,85,723,980,432,396,770,305,3604
SSC13551,0,0,0,53,37,3,8,203,18,319
SSC13552,0,0,0,0,0,0,0,3,3,7
SSC13553,0,0,0,0,0,0,0,0,0,0
SSC13554,8,3,24,206,280,148,93,162,70,963
SSC13555,0,0,0,7,19,13,3,14,15,70
SSC13556,0,0,0,29,25,13,8,9,37,116
SSC13557,0,0,0,22,24,10,5,12,12,85
SSC13558,0,0,0,6,8,0,0,5,0,15
SSC13559,139,40,241,1739,1760,826,807,3675,797,9592
SSC13560,0,0,0,0,0,0,0,9,0,7
SSC13561,0,0,0,9,13,6,6,5,10,51
SSC13562,0,0,7,34,67,59,20,31,27,245
SSC13563,10,3,19,147,275,159,137,186,75,973
SSC13564,3,3,13,79,117,52,53,109,63,465
SSC13565,0,0,0,0,4,0,0,0,0,8
SSC13566,0,0,0,0,0,0,0,0,0,0
SSC13567,0,0,0,0,0,0,0,0,0,0
SSC13568,0,0,0,13,16,13,13,3,9,54
SSC13569,3,0,3,11,24,10,21,28,20,114
SSC13570,8,5,27,226,329,206,115,225,125,1229
SSC13571,3,3,16,199,226,133,91,149,95,891
SSC13572,0,0,5,48,58,27,17,32,48,233
SSC13573,12,5,28,254,310,118,73,270,150,1178
SSC13574,3,0,4,32,44,28,34,44,24,202
SSC13575,0,0,6,37,47,43,54,49,24,252
SSC13576,0,0,0,8,6,3,4,11,0,35
SSC13577,50,3,66,253,370,135,120,309,113,1295
SSC13578,19,7,40,179,238,146,119,167,76,931
SSC13579,74,25,151,1097,1076,487,330,1009,394,4390
SSC13580,0,0,5,52,69,53,28,36,54,290
SSC13581,0,3,0,159,190,80,68,70,82,640
SSC13582,92,34,184,833,1078,588,614,1228,535,4872
SSC13583,44,8,69,663,621,283,402,1629,516,4111
SSC13584,0,0,6,112,136,78,88,166,77,649
SSC13585,5,0,10,44,72,41,27,54,25,261
SSC13586,3,0,4,50,71,27,23,67,32,268
SSC13587,104,12,160,977,931,387,362,1304,256,4213
SSC13588,13,16,32,255,364,210,220,436,311,1795
SSC13589,12,3,27,311,424,188,120,336,147,1524
SSC13590,4,0,3,40,73,19,22,61,16,235
SSC13591,3,0,8,55,81,50,33,101,80,400
SSC13592,0,0,3,94,117,49,53,51,65,435
SSC13593,26,4,31,187,212,88,99,211,133,927
SSC13594,34,0,35,258,410,149,165,340,143,1464
SSC13595,0,0,0,75,102,60,45,60,39,387
SSC13596,48,18,117,2053,2546,1173,936,1974,620,9309
SSC13597,61,51,173,937,1200,647,496,1272,773,5329
SSC13598,21,11,77,599,696,356,261,334,107,2355
SSC13599,47,17,110,995,1053,494,445,1491,390,4874
SSC13600,113,32,193,641,980,558,470,938,388,3973
SSC13601,28,13,61,1034,1162,502,449,1069,454,4683
SSC13602,0,0,4,18,42,21,17,19,14,138
SSC13603,3,0,3,3,3,0,4,3,4,22
SSC13604,0,0,0,34,36,28,20,27,15,162
SSC13605,35,9,91,624,787,433,261,507,180,2787
SSC13606,0,0,0,21,12,21,8,14,11,80
SSC13607,3,0,7,42,54,34,22,49,80,278
SSC13608,0,0,0,7,10,4,10,15,8,54
SSC13609,0,0,0,5,8,7,3,10,5,34
SSC13610,0,0,0,42,84,36,31,20,8,215
SSC13611,0,0,3,28,28,19,8,17,12,113
SSC13612,5,0,13,788,1011,363,269,555,162,3139
SSC13613,0,0,0,26,47,26,14,23,18,158
SSC13614,5,0,3,53,101,48,53,61,13,335
SSC13615,0,0,4,65,109,50,48,49,43,364
SSC13616,0,0,0,0,0,0,0,0,0,0
SSC13617,0,0,0,0,0,0,0,3,12,20
SSC13618,0,0,0,15,15,3,10,4,15,55
SSC13619,0,0,0,50,49,20,35,40,14,206
SSC13620,0,0,0,22,27,13,18,13,7,99
SSC13621,0,0,0,21,21,8,22,20,15,121
SSC13622,12,6,31,314,373,217,164,406,145,1614
SSC13623,15,6,44,768,898,429,312,597,194,3197
SSC13624,0,0,0,6,9,4,5,4,0,29
SSC13625,0,0,0,50,81,32,29,24,20,239
SSC13626,0,0,3,39,90,39,29,28,9,240
SSC13627,0,0,0,7,6,9,3,4,9,38
SSC13628,3,0,7,321,406,200,136,179,63,1305
SSC13629,296,44,469,1548,2113,1021,713,1278,368,7047
SSC13630,0,0,0,18,37,17,13,17,46,153
