SSC_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SSC11041,0,0,0,0,0,0,0,0,0,7,4,3,0,5,3,0,0,0,0,19,12,3,23,4,3,3,10,8,0,67,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,14,26,33,20,21,13,4,14,17,0,142
SSC11042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
SSC11043,4,15,3,5,6,4,0,0,0,41,3,7,5,25,7,5,0,0,0,60,28,18,88,48,33,21,25,29,4,299,4,0,3,5,5,4,0,4,0,25,4,3,0,14,10,4,0,0,0,39,0,0,0,0,0,0,0,3,0,11,4,3,5,8,9,0,4,4,4,41,75,179,113,123,86,39,32,48,6,713
SSC11044,4,13,0,3,8,0,0,3,0,38,3,3,3,20,12,3,0,0,0,45,38,7,73,37,30,13,12,27,5,243,6,0,0,7,5,3,0,3,0,22,5,0,3,7,0,6,5,0,0,22,0,0,0,0,0,0,0,0,0,5,6,3,3,5,3,6,3,11,6,46,83,126,84,85,68,30,23,45,16,557
SSC11045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11046,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,0,0,10,4,3,12,11,3,0,7,0,0,31,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,24,18,15,10,4,3,0,0,92
SSC11047,3,3,0,3,0,0,0,0,0,5,4,3,0,5,0,4,0,0,0,16,4,5,25,8,4,3,4,4,0,57,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,14,20,29,21,5,8,4,11,3,115
SSC11048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,6,12,11,4,9,4,3,3,0,48
SSC11049,0,0,0,3,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,10,5,0,7,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,15,10,7,3,3,3,7,0,78
SSC11050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC11051,3,5,0,3,3,0,0,0,0,11,4,0,0,0,0,0,0,0,0,6,5,0,10,0,0,4,0,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,26,53,11,9,13,8,3,6,3,140
SSC11052,15,34,9,17,16,6,4,0,3,106,13,24,22,34,33,12,11,14,0,162,47,14,218,70,59,42,45,73,9,574,0,0,3,3,12,4,3,4,0,31,7,10,9,10,17,4,6,5,0,63,0,0,3,3,5,0,3,0,0,10,0,0,4,3,3,9,4,8,6,32,141,455,292,168,185,85,76,123,31,1549
SSC11053,18,39,6,24,11,3,0,5,3,111,20,20,15,54,30,11,3,7,0,158,82,38,214,96,78,34,61,105,8,715,6,6,5,3,11,3,3,7,0,51,9,8,0,13,16,9,3,12,0,80,0,0,0,4,3,5,0,3,0,11,7,6,7,6,8,16,5,13,5,82,193,351,264,229,174,86,84,166,21,1558
SSC11054,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,12,0,3,3,5,3,5,3,3,40
SSC11055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,5,8,0,3,0,3,0,0,38
SSC11056,12,35,10,20,9,3,4,0,0,87,16,33,9,28,17,4,0,6,3,111,41,26,132,38,38,16,12,16,3,319,3,3,0,0,3,10,0,0,0,18,4,3,4,13,3,0,0,0,0,31,0,4,0,0,0,3,0,0,0,10,0,4,4,0,8,3,0,0,8,30,148,382,169,126,104,50,18,25,14,1037
SSC11057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,6,0,0,27
SSC11058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,4,0,0,3,0,16
SSC11059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6
SSC11060,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,8,5,3,0,3,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,8,8,0,5,5,0,47
SSC11061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC11062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC11063,3,7,0,3,0,4,0,0,0,15,3,3,0,8,5,0,0,0,0,24,11,7,53,14,17,3,21,12,3,131,0,0,0,0,3,0,0,3,0,8,0,0,0,5,4,0,0,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,10,25,37,54,33,31,14,27,28,7,252
SSC11064,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,0,0,0,0,0,0,23
SSC11065,0,10,0,6,4,0,0,0,0,20,3,6,0,18,0,0,0,0,0,31,9,3,44,17,10,4,7,9,5,113,0,0,0,0,0,3,0,3,0,10,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,8,25,56,48,46,26,9,12,18,5,249
SSC11066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC11067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC11068,3,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,4,3,9,3,9,0,3,9,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,9,9,9,5,12,0,4,14,0,70
SSC11069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11070,11,32,17,16,21,4,3,4,0,118,26,32,24,34,44,5,0,10,0,178,71,25,216,61,75,35,48,28,3,561,6,0,4,3,6,3,0,3,0,24,3,5,3,8,33,4,6,0,0,68,0,3,0,4,8,0,0,0,0,13,0,14,0,6,4,5,3,0,3,36,241,609,290,164,261,86,66,58,10,1791
SSC11071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,9
SSC11072,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,3,3,4,0,0,0,0,29
SSC11073,0,3,4,3,6,3,3,0,0,27,4,9,7,15,13,4,0,0,0,53,14,8,75,21,20,14,9,28,7,191,4,0,0,0,3,0,0,0,0,7,0,0,0,8,3,3,3,4,0,23,0,0,4,0,0,0,0,0,0,4,0,0,0,4,0,0,3,3,3,12,51,94,96,65,48,28,18,43,11,450
SSC11074,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,17,0,0,0,5,0,3,4,0,29
SSC11075,17,41,14,22,21,5,0,8,0,125,26,34,22,38,37,17,0,11,3,183,64,27,212,67,66,38,18,35,9,532,3,0,0,3,8,3,0,3,0,19,7,9,3,9,7,11,0,0,0,54,0,0,0,0,3,0,0,3,0,12,0,6,3,6,6,6,0,7,0,34,207,373,274,188,184,98,25,72,19,1434
SSC11076,3,0,0,3,0,0,0,0,0,4,4,3,0,0,7,0,0,0,0,10,8,3,15,5,4,0,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,37,16,11,12,3,4,5,0,114
SSC11077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,11
SSC11078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,3,0,9
SSC11079,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,4,0,3,0,0,5,0,31
SSC11080,11,24,10,18,9,7,3,0,0,77,19,13,11,31,11,6,6,18,0,104,66,20,221,72,52,36,56,114,16,654,5,0,0,5,11,3,0,9,0,43,4,4,0,18,15,12,0,11,0,60,4,0,0,0,0,0,3,0,0,8,12,5,12,10,7,6,18,22,0,84,161,248,267,175,116,73,78,179,22,1324
SSC11081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC11082,12,31,11,27,24,4,3,13,0,131,27,46,28,57,39,10,4,7,4,225,82,46,286,90,93,40,90,53,10,779,5,3,0,3,16,3,3,3,0,31,7,3,0,22,19,3,0,5,3,70,0,7,4,3,4,3,0,3,0,21,0,4,5,7,6,7,9,10,7,65,223,538,355,263,269,86,118,106,36,1996
SSC11083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,3,0,0,0,0,18
SSC11086,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,3,4,3,3,0,0,0,31
SSC11087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC11088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SSC11089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6
SSC11090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,0,3,5,0,0,3,0,32
SSC11091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,11
SSC11092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11093,0,0,0,0,0,0,0,0,0,3,0,3,4,4,4,0,0,0,0,20,4,0,20,3,6,3,6,0,0,40,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,29,8,14,5,11,4,0,87
SSC11094,0,0,0,8,0,3,0,0,0,19,3,0,4,3,3,0,0,0,0,18,7,7,33,27,10,12,12,15,3,118,0,0,0,0,0,0,0,3,0,13,0,0,0,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,13,37,38,46,15,29,14,20,9,217
SSC11095,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,3,0,0,21
SSC11096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
SSC11097,0,6,0,3,0,0,0,0,0,14,0,3,3,7,4,0,0,3,0,19,12,6,43,18,5,0,4,6,0,92,3,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,40,75,44,31,26,8,6,9,0,243
SSC11098,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,5,0,0,0,3,0,24
SSC11099,31,48,14,23,16,11,0,8,0,151,34,26,11,55,26,14,4,7,3,175,141,60,343,135,94,77,74,128,19,1078,13,3,3,11,18,15,3,14,0,75,18,11,6,26,23,12,3,19,0,121,3,0,3,3,7,3,3,4,0,22,19,10,12,18,6,17,10,18,10,124,320,501,408,318,223,161,97,204,37,2270
SSC11100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,13
SSC11101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11102,4,6,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,5,3,0,13,7,4,4,3,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,7,13,22,17,10,9,4,6,3,0,94
SSC11103,3,0,0,0,3,0,0,0,0,11,0,0,3,0,0,0,0,4,0,4,6,0,9,3,0,0,0,6,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,15,9,7,14,6,9,3,3,0,71
SSC11104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,8
SSC11105,46,85,26,40,46,21,3,15,0,286,97,101,57,112,114,47,20,12,6,563,215,112,823,208,311,130,181,165,26,2167,12,3,8,12,31,21,8,14,0,107,16,13,18,31,47,20,22,8,0,177,7,21,4,7,19,3,10,7,3,71,9,17,11,8,21,3,13,13,12,109,594,1092,989,520,720,294,267,264,61,4805
SSC11106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,0,0,0,4,0,20
SSC11108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC11109,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,9,5,3,3,4,0,0,0,0,22
SSC11110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,3,0,0,15
SSC11111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9
SSC11112,81,104,18,29,71,24,3,10,8,352,84,89,25,41,78,33,8,10,0,373,56,52,141,27,59,31,14,19,8,408,3,9,3,3,9,4,0,3,0,33,28,19,3,14,28,12,0,3,0,107,9,16,8,10,15,4,3,5,3,65,19,21,8,10,10,11,0,3,9,88,1300,2386,313,267,663,313,46,87,75,5456
SSC11113,20,27,0,3,14,3,0,0,3,71,11,17,4,3,7,7,0,0,0,57,6,4,21,14,12,9,3,0,0,66,3,0,0,0,4,0,0,0,0,11,3,8,0,0,10,4,0,0,0,23,4,5,0,0,3,0,0,0,0,17,4,4,0,0,3,0,0,0,0,14,264,537,49,55,111,51,9,18,21,1107
SSC11114,0,21,5,8,3,3,0,0,0,43,3,8,0,13,10,3,0,0,3,39,20,10,54,21,15,8,4,17,4,154,3,0,0,4,3,4,0,0,0,12,3,0,0,3,0,3,0,5,0,15,0,0,0,0,0,0,0,0,0,7,5,0,5,0,0,0,0,0,3,21,59,152,69,59,34,18,8,23,16,440
SSC11115,13,16,9,21,23,11,0,4,0,102,24,37,20,39,47,10,0,3,0,185,43,31,189,54,70,34,23,43,14,501,3,7,3,3,15,3,0,4,0,37,6,3,3,3,13,8,4,8,0,53,3,3,0,3,8,4,0,4,0,26,7,4,0,5,4,3,3,0,9,34,200,378,249,198,261,106,50,93,35,1568
SSC11116,0,0,3,3,0,0,0,4,0,17,5,7,5,10,5,4,0,9,0,44,9,4,50,19,10,5,11,23,4,137,0,0,4,3,4,0,0,4,0,13,0,0,0,0,3,3,3,4,0,19,0,0,4,0,0,0,0,0,0,12,0,3,4,5,0,3,3,11,0,27,20,54,74,47,37,20,23,56,8,333
