SSC_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC13937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,0,0,0,4,13,7,3,0,0,32
SSC13938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,3,0,3,0,12
SSC13939,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,3,7,0,9,10,9,3,0,46
SSC13940,0,0,3,9,9,6,4,6,3,42,0,0,4,3,3,3,0,0,0,17,0,0,4,0,4,13,0,0,0,17,0,0,0,3,7,10,0,0,0,15,0,0,0,4,3,3,3,0,0,16,0,0,0,3,0,0,0,0,0,3,10,3,0,0,8,22,17,9,6,76,36,30,44,60,95,134,86,42,26,563
SSC13941,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,3,11,7,10,7,5,6,0,57
SSC13942,0,0,0,3,6,3,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,13,0,4,7,8,19,16,32,0,0,99
SSC13943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,0,15
SSC13944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,13,3,5,6,5,7,8,14,6,0,62
SSC13945,0,0,0,0,9,0,0,0,0,14,0,0,0,0,6,3,0,0,0,4,0,0,0,3,3,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,5,10,3,0,35,21,14,24,24,63,81,66,18,3,322
SSC13946,0,3,0,0,0,4,3,0,0,8,0,0,0,5,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,17,12,6,14,13,25,34,15,9,3,137
SSC13947,0,0,0,3,3,0,3,0,0,14,0,0,0,0,3,3,0,0,0,13,0,0,0,0,0,4,3,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,4,0,3,0,11,0,0,0,5,6,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,18,6,17,22,36,46,30,12,4,194
SSC13948,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,12,7,6,14,11,19,7,7,3,7,74
SSC13949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,0,10,4,0,0,4,3,18,13,6,6,58
SSC13950,0,4,16,12,15,7,0,0,0,59,0,3,17,10,8,7,0,0,0,48,0,0,5,7,10,0,0,0,0,34,0,0,0,11,4,4,0,0,0,14,0,0,3,7,6,6,0,0,0,20,0,0,3,5,0,0,0,0,0,6,4,3,10,5,9,4,7,0,0,37,55,65,151,120,114,106,61,45,12,740
SSC13951,0,10,11,8,28,19,6,4,0,78,0,3,13,14,17,13,0,0,0,52,0,3,12,12,21,3,0,4,0,51,0,3,6,5,13,6,3,0,0,37,0,0,0,9,7,3,0,0,0,25,0,0,4,0,3,8,0,0,0,10,3,7,8,6,17,17,12,13,4,88,79,97,132,135,212,164,114,79,24,1036
SSC13952,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,6,6,3,3,11,3,14,23,0,0,63
SSC13953,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,10,3,3,10,5,12,16,5,0,0,57
SSC13954,0,0,4,3,10,5,7,0,0,30,0,0,3,4,3,3,0,0,0,8,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,0,0,0,3,3,0,0,5,12,8,13,4,3,49,20,14,34,37,71,63,75,32,13,358
SSC13955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13956,0,0,0,7,7,3,0,0,0,14,0,0,4,0,4,4,0,0,0,15,0,0,5,0,8,3,0,0,0,9,0,0,3,5,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,9,3,0,0,0,0,3,0,0,0,7,19,13,25,38,53,52,24,4,3,228
SSC13957,0,3,3,3,0,3,0,0,0,13,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,7,0,0,3,3,0,4,0,0,0,8,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,10,9,0,24,15,10,20,26,28,33,34,17,4,184
SSC13958,0,3,14,12,4,6,4,0,0,40,0,0,19,8,0,3,0,0,0,28,0,0,7,4,9,0,0,0,0,23,0,0,5,12,4,3,0,0,0,20,0,0,4,12,5,4,0,0,0,25,0,0,0,0,0,3,0,0,0,5,4,0,3,0,5,3,0,0,0,18,28,17,86,88,55,54,52,19,3,401
SSC13959,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,12,3,0,3,10,10,14,8,0,0,39
SSC13960,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,4,3,0,0,9,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,16,7,6,6,16,23,28,28,3,0,110
SSC13961,0,5,18,24,25,31,11,3,0,120,0,4,16,16,21,23,4,0,0,79,0,3,6,8,11,13,4,0,0,49,0,0,3,3,14,9,0,3,0,40,0,0,3,7,15,8,0,0,3,44,0,0,0,3,3,0,0,3,0,16,11,12,27,9,24,35,19,19,14,169,98,94,184,200,237,288,228,141,68,1537
SSC13962,0,12,68,62,102,82,22,11,4,367,0,4,38,59,60,47,23,8,0,236,0,3,19,50,51,35,10,3,0,178,0,0,17,31,35,24,0,3,0,121,0,0,11,53,56,37,7,3,0,169,0,0,3,18,38,22,5,3,3,98,30,16,28,33,51,31,40,39,21,295,336,277,465,579,744,645,551,408,142,4147
SSC13963,0,0,0,3,0,4,0,0,0,14,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,5,6,0,3,3,0,0,20,15,6,14,29,21,24,17,15,8,150
SSC13964,0,0,10,5,4,3,3,0,0,27,0,0,3,3,3,3,0,0,0,14,0,0,4,0,6,3,0,0,0,16,0,0,3,0,3,0,0,0,0,7,0,0,0,3,6,3,0,0,0,13,0,0,0,0,5,3,0,0,0,10,3,0,7,7,3,7,0,0,0,28,22,15,54,44,69,73,37,14,3,331
SSC13965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,10,4,3,0,0,0,21
SSC13966,0,23,68,79,95,72,28,12,6,384,0,3,54,45,48,54,13,0,0,217,0,6,49,47,46,38,13,3,0,201,0,3,26,39,23,23,6,0,0,121,0,0,29,47,55,35,4,0,0,175,0,3,5,6,16,19,6,0,0,62,56,40,60,68,90,91,94,94,89,686,351,340,661,703,794,810,706,446,228,5039
SSC13967,0,0,0,3,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,14,3,9,6,3,0,43
SSC13968,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,8,0,9,8,6,14,15,7,0,65
SSC13969,0,5,41,33,61,64,26,20,12,262,0,0,20,12,25,39,22,4,4,126,0,0,4,15,25,28,8,10,0,97,0,0,6,9,13,17,3,0,0,41,0,0,7,7,13,24,4,6,0,61,0,0,3,3,3,15,6,11,0,50,53,15,36,39,54,101,149,173,115,732,262,187,393,413,605,1005,1306,954,447,5570
SSC13970,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,9,10,3,0,27
SSC13971,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,4,0,0,0,15,5,3,20,25,34,51,16,0,0,156
SSC13972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,0,3,0,9
SSC13973,0,0,11,39,37,52,50,9,10,199,0,4,17,28,24,24,13,5,6,122,0,0,17,12,22,19,6,4,0,90,0,0,7,13,13,11,4,4,0,62,0,0,8,17,16,15,7,0,0,71,0,3,0,8,13,9,6,4,0,36,16,3,22,10,25,37,43,46,30,225,122,85,204,258,354,512,678,382,133,2736
SSC13974,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,6,3,0,26,3,0,9,13,21,20,11,10,0,91
SSC13975,0,0,0,3,6,0,0,0,0,12,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,12,15,11,12,9,29,31,17,16,3,142
SSC13976,0,0,4,0,5,4,3,0,0,12,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,12,8,4,16,23,24,30,9,3,3,125
SSC13977,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,7,9,13,20,9,0,0,69
SSC13978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,12
SSC13979,0,4,15,14,16,44,28,7,3,128,0,0,9,13,15,19,13,0,0,71,0,0,0,7,19,15,9,0,0,54,0,0,4,3,7,6,5,5,0,33,0,0,3,0,10,11,4,4,4,39,0,0,0,3,3,6,3,0,3,19,6,6,7,6,20,36,26,26,14,141,83,63,132,138,268,479,539,248,74,2024
SSC13980,3,61,119,95,134,97,113,45,23,684,0,23,117,87,84,73,62,40,11,493,0,13,95,97,123,99,66,16,14,527,0,3,61,119,96,74,37,11,6,407,0,0,115,272,261,182,80,28,8,951,0,0,47,384,518,243,90,47,19,1349,36,31,51,67,65,51,56,42,48,447,860,648,940,1583,1887,1385,1120,678,407,9500
SSC13981,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,7,0,0,9,5,19,18,9,4,0,66
SSC13982,0,12,87,47,16,16,6,0,0,188,0,9,60,35,8,5,3,0,0,130,0,0,36,22,22,13,0,0,0,91,0,4,13,20,13,0,3,0,0,55,0,0,27,43,21,11,3,0,0,107,0,0,9,12,6,0,0,0,0,26,5,21,54,23,12,15,11,3,4,145,132,300,681,339,237,181,135,51,22,2077
SSC13983,0,23,71,31,52,52,20,3,3,260,0,9,56,34,38,33,4,0,0,178,0,4,49,32,39,28,3,0,0,148,0,0,31,39,43,23,3,0,0,145,0,0,25,38,45,26,5,3,0,141,0,0,4,8,9,8,7,0,0,37,16,16,18,18,24,35,15,14,10,164,258,234,468,361,452,444,187,144,81,2627
SSC13984,0,14,106,80,103,106,71,29,22,532,0,8,52,47,55,75,32,8,16,299,0,6,42,38,50,50,23,10,5,231,0,0,15,40,33,37,9,5,6,137,0,0,24,27,37,29,19,11,3,148,0,0,11,19,19,24,10,7,8,102,28,30,97,74,75,143,169,174,187,979,291,374,803,732,878,1318,1366,986,575,7332
SSC13985,0,18,79,81,90,68,36,11,13,394,3,3,42,44,48,38,14,7,4,200,0,0,21,37,31,22,5,3,0,127,0,0,13,25,22,10,6,0,3,86,0,3,8,15,22,16,0,0,0,69,0,3,0,0,10,8,11,3,0,42,38,29,64,52,68,94,122,138,121,723,365,362,696,687,860,1014,1187,944,462,6572
SSC13986,3,15,72,68,68,73,33,17,4,354,0,6,45,28,45,34,6,0,0,169,0,0,16,27,30,17,4,5,0,101,0,0,4,14,31,7,6,3,0,67,0,0,14,19,26,15,4,0,0,74,0,0,8,11,5,8,3,3,0,39,36,31,48,57,82,62,98,115,101,634,310,295,639,646,743,804,884,665,356,5341
SSC13987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,3,7,3,3,3,0,3,0,23
SSC13988,0,0,0,0,3,3,3,0,0,11,0,4,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,4,12,6,3,0,0,30,6,10,23,20,31,29,15,13,3,147
SSC13989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13991,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,3,3,6,11,0,0,0,31
SSC13992,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,6,6,0,0,0,0,18,7,4,10,13,20,16,4,0,0,74
SSC13993,0,0,0,0,9,3,0,0,0,10,0,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,3,0,0,3,3,8,3,0,0,23,10,10,10,19,35,31,21,5,0,137
SSC13994,0,0,0,6,9,11,7,0,0,27,0,0,3,0,7,4,0,0,0,14,0,0,0,3,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,7,3,9,12,16,0,11,0,53,51,30,31,61,89,91,48,23,0,429
SSC13995,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,18,10,0,11,5,13,38,18,4,0,92
SSC13996,0,0,3,0,3,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,0,0,3,0,3,3,0,0,0,13,7,3,24,6,12,20,10,13,0,97
SSC13997,0,0,3,0,0,3,0,0,3,12,0,0,0,0,3,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,3,0,0,18,5,7,8,16,29,28,33,6,6,150
SSC13998,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,9,3,11,21,16,4,0,75
SSC13999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,13,0,3,0,5,8,15,7,3,0,38
SSC14000,0,0,8,5,8,12,3,0,0,34,0,0,0,3,13,13,0,0,0,27,0,0,0,10,4,0,0,0,0,13,0,0,3,3,3,3,0,0,0,11,0,0,0,0,5,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,10,8,6,3,15,19,11,6,3,91,42,42,51,67,123,131,84,23,6,583
SSC14001,0,0,3,3,5,0,0,0,0,18,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,9,0,0,0,0,0,4,0,0,0,4,0,0,0,0,5,3,8,0,0,18,12,5,20,11,36,38,32,9,7,178
SSC14002,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,5,0,0,0,0,13,7,3,3,8,12,12,0,5,0,55
SSC14003,0,8,54,76,71,68,47,20,9,355,0,3,30,32,39,28,14,6,6,151,0,3,12,23,30,11,7,4,0,90,0,0,7,9,22,11,6,0,0,53,0,0,8,22,15,18,4,3,0,72,0,0,4,12,10,12,11,3,0,46,39,21,44,40,56,76,109,98,44,535,350,265,510,624,812,986,1082,694,240,5568
SSC14004,0,0,3,5,6,8,0,0,0,30,0,0,3,3,9,3,3,0,0,17,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,7,11,0,0,12,10,10,14,0,3,60,58,33,54,76,106,121,119,52,34,656
SSC14005,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,3,7,12,0,3,4,47,14,6,17,28,38,47,17,13,4,182
SSC14006,5,69,257,75,39,23,7,0,3,478,5,23,139,68,27,13,3,0,0,281,0,15,140,60,25,18,3,0,0,259,3,12,75,51,25,16,3,0,0,178,0,10,152,97,61,22,11,0,0,339,0,6,60,74,33,17,6,0,0,190,75,290,382,150,73,40,36,14,4,1069,700,2734,2847,994,479,333,219,113,42,8469
SSC14007,6,54,215,211,262,204,82,21,15,1078,0,20,128,151,169,117,31,5,3,627,0,7,118,153,146,88,19,0,5,540,0,4,50,76,104,61,12,0,0,317,0,0,60,169,168,91,26,8,0,514,4,0,20,63,67,32,4,6,4,199,76,63,110,173,156,143,186,166,226,1297,933,849,1700,2102,2279,2171,1952,1109,636,13732
SSC14008,0,20,83,65,50,43,12,9,4,280,0,7,47,50,41,25,9,0,0,174,0,4,38,53,31,15,0,0,0,133,0,6,23,21,24,23,3,0,0,98,0,4,20,33,14,27,3,0,0,105,0,0,3,11,7,9,3,0,0,37,32,21,40,52,52,70,52,54,37,406,297,299,653,643,588,711,541,425,333,4493
SSC14009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,3,8,6,3,3,0,0,25
SSC14010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,13
SSC14011,0,0,3,7,3,8,3,0,0,32,0,0,4,8,3,3,0,0,0,21,0,3,3,4,4,0,0,0,0,20,0,0,0,0,3,3,3,0,0,13,0,0,3,0,0,0,0,0,0,6,0,0,0,3,0,0,5,3,0,8,8,3,7,3,8,19,4,10,3,64,27,26,39,65,58,106,61,50,14,440
SSC14012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,7,4,8,4,20
