SSC_CODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
SSC12490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,9,0,25
SSC12492,3,6,0,0,8,3,3,3,0,26,0,3,0,0,5,5,3,0,3,24,23,96,98,98,127,118,64,75,8,703
SSC12493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,6,9,13,13,0,12,0,64
SSC12494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,12,13,11,14,7,8,6,97
SSC12495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,6,3,4,0,0,26
SSC12496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC12497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC12498,0,0,0,0,4,0,7,3,0,16,0,0,0,0,0,4,0,0,0,10,15,39,35,45,70,68,48,47,0,369
SSC12499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,11,11,6,16,3,15,3,80
SSC12500,0,6,3,0,0,3,0,8,0,16,0,0,3,0,4,3,0,0,5,24,13,24,19,36,32,52,31,81,8,293
SSC12501,9,57,75,46,77,80,45,75,5,469,17,55,55,55,79,122,39,79,124,628,441,1423,1532,1416,2434,3271,1353,2348,221,14446
SSC12502,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,3,3,10,16,24,21,25,53,35,29,35,0,243
SSC12503,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,6,0,0,0,10,9,18,18,21,36,31,12,40,5,198
SSC12504,11,45,62,53,116,104,62,53,10,508,13,50,63,49,82,105,28,71,118,590,398,1080,1453,1420,2819,3088,1479,1992,229,13960
SSC12505,0,0,0,0,11,5,0,7,0,28,0,0,0,0,10,3,0,7,6,31,13,38,28,45,115,87,29,61,13,432
SSC12506,3,26,22,15,23,43,21,24,4,181,7,24,19,17,43,64,16,29,57,281,184,630,646,499,1238,1463,556,661,117,5988
SSC12507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,4,7,12,5,9,0,66
SSC12508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,0,16
SSC12509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,7,4,15,0,33
SSC12510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,3,5,5,13,10,22,0,79
SSC12511,0,3,0,0,0,0,3,0,0,11,0,0,0,0,0,3,0,0,0,4,4,16,17,30,27,37,12,21,0,168
SSC12512,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,3,0,9,6,29,21,17,26,39,11,29,0,170
SSC12513,0,0,0,3,3,4,0,5,0,23,0,0,0,0,3,8,0,3,7,28,17,57,53,52,85,85,40,97,14,492
SSC12514,5,23,10,12,44,36,21,24,3,182,9,8,4,15,27,27,7,12,31,136,142,438,360,460,788,764,350,375,55,3740
SSC12515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,0,3,14,0,30
SSC12516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,6,19,0,43
SSC12517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,6,6,14,13,24,9,20,3,90
SSC12518,0,3,4,7,3,7,4,7,0,31,0,0,0,0,3,3,0,7,5,27,26,81,74,111,139,131,81,137,5,779
SSC12519,3,25,29,22,62,81,14,25,3,265,8,22,39,27,66,71,19,35,74,366,257,606,870,638,1771,2020,789,1093,170,8209
SSC12520,0,0,0,5,0,4,0,3,0,14,0,3,4,3,0,7,0,5,3,22,15,58,66,68,54,70,34,104,3,465
SSC12521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,4,4,0,11,0,24
SSC12522,0,3,0,0,5,0,0,3,0,11,4,0,0,0,3,4,0,3,4,19,24,50,23,47,57,53,32,83,9,365
SSC12523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,8,7,12,10,19,0,71
SSC12524,5,11,15,28,36,42,10,32,0,182,5,16,14,18,34,36,14,19,48,200,140,484,434,488,856,1045,378,659,89,4580
SSC12525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,7,0,0,17,0,34
SSC12526,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,5,3,6,16,3,16,0,55
SSC12527,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,13,6,3,19,0,47
SSC12528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,6,3,20
SSC12529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,3,3,0,3,0,22
SSC12530,7,19,19,12,33,30,13,15,0,155,3,20,13,16,26,25,4,11,39,162,159,492,454,576,926,806,385,469,75,4345
SSC12531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC12532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,10
SSC12533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,3,0,17
SSC12534,0,4,0,12,4,3,9,9,0,45,0,3,0,3,9,3,0,5,3,19,32,93,77,105,184,175,88,101,5,861
SSC12535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12536,0,3,0,12,9,8,4,3,0,43,0,3,0,0,4,0,3,3,0,17,25,121,99,95,200,149,88,115,8,895
SSC12537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,8,5,15,15,28,0,87
SSC12538,0,0,0,0,10,0,0,0,0,14,0,0,0,0,0,5,0,0,3,11,12,30,31,26,83,81,23,17,4,306
SSC12539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
SSC12540,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,5,18,5,11,23,11,19,25,0,124
SSC12541,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,7,7,3,13,15,13,16,0,81
SSC12542,0,10,4,6,13,24,8,14,0,82,3,3,3,4,4,23,4,10,14,74,40,133,110,157,229,332,129,264,23,1413
SSC12543,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,3,8,3,22,18,25,36,30,14,28,3,166
SSC12544,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,4,3,8,11,11,21,15,13,7,4,98
SSC12545,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,15,39,33,39,34,42,16,37,3,259
SSC12546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,9,4,11,4,8,0,46
SSC12547,0,7,7,3,3,7,0,4,0,33,3,7,8,3,9,12,7,4,7,56,34,124,111,88,166,327,160,336,18,1364
SSC12548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,5,0,17,0,23
SSC12549,0,0,0,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,7,17,19,3,26,31,17,32,0,148
SSC12550,0,11,7,3,24,8,9,9,0,68,3,4,8,10,19,36,7,12,21,122,86,193,219,197,679,762,265,296,40,2735
SSC12551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,3,8,0,23
SSC12553,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,0,11,11,43,43,35,55,52,30,29,3,298
SSC12554,11,16,9,17,34,32,23,41,3,190,10,15,6,10,15,23,9,12,37,144,193,490,457,509,883,835,454,563,90,4481
SSC12555,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,7,3,7,12,4,11,0,53
SSC12556,0,0,3,0,4,3,0,3,0,13,0,0,0,0,0,0,0,0,3,5,4,20,26,40,40,23,18,25,5,197
SSC12557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,16,5,5,11,5,6,16,0,61
SSC12558,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,5,19,10,10,4,0,5,14,4,76
SSC12559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC12560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,13,3,0,4,4,0,41
SSC12561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,3,0,11,0,25
SSC12563,0,0,3,9,6,3,3,4,0,39,0,0,3,4,3,5,3,3,4,37,15,76,84,64,108,165,89,138,4,742
SSC12564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,3,8,0,34
SSC12565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,3,11,6,21,0,57
SSC12566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,7,7,11,10,6,11,0,76
SSC12567,3,23,23,26,45,57,22,35,0,238,3,23,9,16,29,37,11,28,41,192,177,652,637,557,1022,1128,588,893,72,5721
SSC12568,0,0,4,3,4,3,3,5,0,21,0,0,0,0,3,8,0,3,3,19,9,52,52,58,74,117,52,86,7,514
SSC12569,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,3,15,11,27,18,4,22,0,108
SSC12570,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,5,9,31,22,16,16,30,17,60,5,204
SSC12571,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,10,0,9,12,16,20,30,9,44,14,147
SSC12572,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,11,4,9,13,8,18,3,36,0,111
SSC12573,0,24,17,20,46,29,21,32,3,178,3,13,23,8,16,30,9,35,44,180,176,733,648,647,937,1106,600,948,87,5882
SSC12574,0,9,4,0,3,0,0,0,0,14,0,3,0,0,0,0,0,5,0,11,21,105,68,58,96,110,51,109,11,641
SSC12575,3,4,3,6,11,13,4,4,0,48,0,10,8,6,7,7,0,3,10,45,69,194,165,225,254,199,109,202,29,1438
SSC12576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,8,5,5,8,8,3,8,5,48
SSC12577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,16
SSC12579,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,11,28,17,23,37,37,18,46,7,228
SSC12580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10
SSC12581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC12582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10
SSC12583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,17
SSC12584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,8,7,0,22
SSC12585,0,0,3,0,5,0,0,3,0,14,0,5,3,4,4,8,0,10,8,27,34,87,66,71,94,104,66,158,19,712
SSC12586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5,8,8,6,20,0,57
SSC12587,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,4,5,13,5,15,0,53
SSC12588,8,48,39,32,104,82,35,37,10,396,25,83,75,61,144,132,29,52,223,833,302,1172,1233,1117,2755,2392,916,1102,402,11389
SSC12589,3,18,12,12,24,20,9,4,0,98,9,12,16,11,27,18,9,16,48,169,69,265,248,226,648,503,212,262,77,2506
SSC12590,0,0,0,0,0,0,0,3,0,7,0,0,0,0,3,0,0,0,0,11,4,15,9,5,21,13,10,23,0,110
SSC12591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC12592,0,11,6,9,25,10,7,12,3,97,7,7,7,3,22,21,3,6,22,93,66,204,224,232,437,367,165,226,44,1957
SSC12593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,17,0,23
SSC12594,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,3,9,9,8,6,4,25,0,62
SSC12595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14
SSC12597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,0,17
SSC12598,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,3,4,0,3,8,16,15,25,22,72,64,35,41,5,301
SSC12599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,18,22,18,47,30,12,41,0,190
SSC12600,0,0,0,0,3,3,0,3,0,7,0,0,0,0,0,3,0,0,0,3,4,14,13,11,6,24,10,36,0,121
SSC12601,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,6,0,7,0,0,5,0,0,20
SSC12602,0,3,3,3,0,5,0,3,0,21,0,3,3,0,0,9,3,5,4,32,22,84,73,56,73,137,50,139,6,636
SSC12603,0,3,0,0,4,7,6,3,0,20,0,6,0,7,0,5,0,4,9,28,7,76,48,62,52,88,36,113,11,500
SSC12604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,7,6,8,5,13,0,47
SSC12605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,5,5,0,6,0,30
SSC12606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,12,6,0,8,5,14,0,54
SSC12607,0,11,10,3,18,20,3,7,3,85,0,16,3,9,32,26,5,17,15,118,62,157,211,220,562,574,216,356,40,2401
SSC12608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11
SSC12609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,3,3,0,0,0,23
SSC12610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,0,23
SSC12611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,3,11,3,21
SSC12612,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,9,8,3,10,7,10,6,0,52
SSC12613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,5,5,3,12,0,39
SSC12614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12615,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,11
SSC12616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,3,0,8,3,40
SSC12617,3,0,4,4,11,8,0,5,3,40,0,7,3,7,30,10,3,7,28,94,21,77,81,96,217,121,44,71,39,763
SSC12618,3,0,0,0,4,0,0,4,0,15,0,0,3,0,0,0,0,0,0,7,12,7,24,21,36,35,12,30,4,191
SSC12619,0,3,3,3,0,12,0,3,0,26,0,4,8,0,3,9,4,3,8,37,28,49,46,52,83,206,93,236,12,802
SSC12620,0,4,3,3,0,3,0,3,0,17,0,3,0,0,3,3,0,0,7,20,15,54,49,31,60,57,42,49,6,364
SSC12621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,7,0,14
SSC12622,0,4,3,3,0,4,0,3,0,13,3,3,0,3,0,0,0,0,3,8,11,20,19,30,25,17,17,16,3,155
SSC12623,0,4,0,5,0,3,4,6,0,16,0,8,0,0,5,0,0,0,4,17,31,68,50,72,85,79,67,129,9,585
SSC12624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,5,0,14,0,34
SSC12625,7,8,8,8,13,18,3,8,0,70,3,6,3,8,9,11,3,7,10,61,66,219,212,218,377,387,161,239,26,1905
SSC12626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,4,6,3,18,0,46
SSC12627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,3,9,6,0,34
SSC12628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC12629,0,3,5,0,3,3,4,4,0,22,3,10,5,7,7,10,3,15,6,70,39,110,77,87,142,304,156,326,14,1254
SSC12630,3,0,3,0,0,9,0,5,0,23,0,4,0,3,0,0,3,4,4,22,31,96,72,74,74,80,40,94,7,569
SSC12631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,4,12,0,37
SSC12632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,10,4,15,3,43
SSC12633,3,17,9,12,19,25,12,17,0,118,7,11,10,13,34,48,14,15,38,186,85,266,234,303,721,619,242,336,78,2876
SSC12634,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,5,12,6,4,17,0,48
SSC12635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SSC12636,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,3,10,12,15,11,15,9,3,0,77
SSC12637,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,4,4,0,0,21
SSC12638,0,3,0,4,3,3,5,0,0,23,0,3,0,0,0,0,0,0,3,12,14,37,43,44,71,70,39,45,3,366
SSC12639,0,3,0,0,4,3,0,3,0,9,0,0,0,0,0,4,0,0,0,9,11,37,33,41,51,59,30,51,4,323
SSC12640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,12,11,12,3,9,0,74
SSC12641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,7,18,20,3,15,0,78
SSC12642,5,12,13,9,40,53,13,16,4,162,3,32,24,30,88,49,16,18,73,333,134,498,486,508,1550,1061,431,472,146,5281
SSC12643,0,0,0,0,3,3,0,0,0,7,0,0,0,0,3,0,0,0,0,6,7,24,25,9,42,42,16,28,0,191
SSC12644,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,11,20,15,20,26,32,11,27,0,167
SSC12645,6,37,39,28,50,53,23,47,0,289,10,31,24,21,60,64,17,27,50,315,247,678,743,724,1412,1654,692,980,128,7261
SSC12646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,6,3,9,3,0,41
SSC12647,0,6,0,0,3,8,0,0,0,17,0,0,4,3,0,5,0,0,3,19,12,43,40,32,58,61,30,41,4,323
SSC12648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,4,3,14,0,37
SSC12649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,16,22,13,10,5,6,0,85
SSC12650,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,27,95,41,19,20,14,0,5,13,244
SSC12651,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,8,3,10,11,18,13,20,10,29,0,113
SSC12652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,23,26,15,25,26,13,28,0,176
SSC12653,3,12,14,21,17,16,7,12,0,106,4,9,3,13,8,13,7,19,18,96,84,345,266,307,398,376,226,358,39,2396
SSC12654,3,20,13,10,9,21,3,7,0,84,0,9,10,5,23,12,8,15,27,102,110,303,256,275,460,434,234,447,54,2584
SSC12655,0,3,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,5,3,8,5,39,33,37,53,37,14,34,4,263
SSC12656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,4,3,0,22
SSC12657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,10,15,11,16,6,9,0,77
SSC12658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,0,22
SSC12659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,3,3,3,10,3,3,10,0,39
SSC12660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,17,13,24,20,10,18,3,120
SSC12661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,3,0,15
SSC12664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,4,0,5,0,3,0,16
SSC12665,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,4,0,3,0,8,8,0,9,7,5,13,0,57
SSC12666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,4,7,0,15,5,32
SSC12667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,6,3,0,14
SSC12668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,10,0,17
SSC12669,0,0,0,0,0,4,0,0,0,12,0,3,0,0,0,0,5,4,10,21,19,54,40,62,54,66,32,60,16,403
SSC12670,0,3,0,7,4,12,0,5,0,30,0,9,0,3,0,6,3,3,6,30,27,154,114,133,136,122,52,126,10,886
SSC12671,0,8,8,3,4,7,7,0,0,39,0,4,4,0,5,5,6,8,9,39,39,115,110,114,210,191,118,176,17,1083
SSC12672,0,37,15,39,28,35,26,36,4,217,5,33,27,22,36,55,18,51,43,290,156,685,633,594,673,1000,492,952,89,5279
SSC12673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,4,0,3,8,0,5,0,22
SSC12674,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,7,9,17,21,18,4,18,3,101
SSC12675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,10,5,11,3,4,12,0,69
SSC12677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC12678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,6,6,5,7,4,4,4,7,53
SSC12679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,9,10,4,3,3,0,38
SSC12680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,7
SSC12681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,14
SSC12682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,3,3,3,3,30
SSC12683,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,12,12,12,11,20,5,25,0,104
SSC12684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,6,3,5,0,29
SSC12685,0,0,0,0,0,0,0,3,0,6,0,0,3,0,3,3,0,0,3,9,10,11,14,25,49,41,25,34,9,227
SSC12686,0,6,10,4,6,20,7,8,0,68,0,12,6,3,23,27,4,23,33,126,79,211,233,198,413,496,190,274,55,2147
SSC12687,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,8,11,8,16,9,7,5,3,71
SSC12688,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,5,6,4,12,23,8,29,3,96
SSC12689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC12691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6,0,5,0,15
SSC12692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC12693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC12695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,9
