SSC_CODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SSC10641,0,4,0,3,0,9,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,6,0,4,0,0,0,0,0,0,0,0,0,14,7,40,5,70
SSC10642,6,35,18,18,3,88,8,6,29,37,76,10,158,0,0,4,5,4,0,7,0,0,4,3,25,0,33,0,0,0,3,20,12,31,23,20,118,144,474,50,838
SSC10643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10644,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,9,6,0,27
SSC10645,4,31,11,26,0,78,4,0,40,27,60,3,144,0,0,0,0,6,0,8,0,0,0,4,38,0,48,0,0,8,3,19,6,36,19,8,117,136,514,34,835
SSC10646,0,4,0,3,0,12,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,6,12,5,30
SSC10647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10648,0,3,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,9,6,20,6,44
SSC10649,3,9,5,4,3,26,0,3,13,14,15,8,55,0,0,0,0,3,0,3,0,0,0,0,12,0,18,0,0,0,0,7,0,9,3,9,38,35,149,33,268
SSC10650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10651,0,7,0,0,3,7,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,3,5,0,21,18,49,6,91
SSC10652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC10654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SSC10655,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,15
SSC10656,10,25,4,3,0,64,6,13,24,16,21,0,83,3,0,3,0,3,0,10,0,0,4,0,11,0,18,0,0,3,0,8,0,16,42,26,118,81,166,12,440
SSC10657,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,0,14
SSC10658,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,8,14,3,35
SSC10659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,0,10
SSC10660,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,0,25
SSC10661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10662,46,158,42,29,11,379,62,25,139,61,74,15,367,3,0,11,8,9,0,38,3,4,11,13,37,0,73,3,0,12,9,27,9,53,270,113,637,362,748,74,2202
SSC10663,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8
SSC10664,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3,4,0,3,3,8,0,22
SSC10665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6
SSC10666,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,12,0,28
SSC10667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7
SSC10668,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,4,11,3,22
SSC10669,0,5,0,0,0,7,0,0,0,4,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,4,14,3,33
SSC10670,4,36,10,18,3,85,7,6,51,36,25,5,132,0,3,10,0,4,3,16,3,0,3,8,13,0,29,0,0,9,3,14,3,28,64,37,194,119,302,32,746
SSC10671,4,3,6,4,0,20,0,0,10,4,12,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,6,6,3,20,26,80,4,142
SSC10672,10,32,7,11,0,88,20,4,36,27,25,3,111,4,3,7,5,3,3,25,0,0,0,6,6,0,15,6,0,5,4,11,4,20,87,32,182,119,242,30,699
SSC10673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14,0,22
SSC10674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,0,20
SSC10675,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,3,15
SSC10676,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,15,0,21
SSC10677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10678,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,12
SSC10679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10680,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,10,3,21
SSC10681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,13
SSC10682,3,24,10,0,3,65,21,10,107,28,29,5,199,0,0,3,0,3,0,7,3,3,3,4,9,0,20,9,0,18,8,6,6,42,249,38,483,161,136,35,1100
SSC10683,0,0,0,3,0,4,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,3,7,15,3,32
SSC10684,18,63,33,13,0,153,16,11,44,30,23,3,131,0,0,3,3,4,0,15,4,0,5,3,52,0,70,0,0,15,7,28,8,55,214,91,372,313,577,52,1622
SSC10685,0,0,0,0,0,5,0,0,0,0,3,0,9,0,0,0,0,0,0,3,0,0,0,0,7,0,7,0,0,0,0,9,0,8,5,0,14,15,47,10,92
SSC10686,0,3,0,0,0,9,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,0,14,18,26,3,76
SSC10687,4,0,0,0,0,10,0,4,3,0,4,0,7,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,6,7,11,38,3,64
SSC10688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,15,0,24
SSC10689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,19,0,27
SSC10690,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,3,20,0,32
SSC10691,0,3,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,5,9,6,23,5,54
SSC10692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,12
SSC10693,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,14
SSC10694,0,0,0,3,0,5,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,14,0,24
SSC10695,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,9
SSC10696,6,18,10,7,0,42,4,0,14,15,20,0,50,0,0,0,0,0,0,3,0,0,0,8,12,0,21,0,0,0,0,3,3,14,7,11,64,69,164,16,332
SSC10697,6,14,3,0,3,32,4,3,11,8,7,3,40,0,0,3,0,0,0,0,3,0,3,0,4,0,9,0,0,0,3,0,0,4,33,28,77,54,69,13,276
SSC10698,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,3,15
SSC10699,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,6,8,25
SSC10700,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,11,0,19
SSC10701,3,35,11,7,4,88,25,8,48,12,8,4,95,0,0,5,4,0,0,10,0,0,3,0,18,0,20,0,0,7,8,14,4,31,89,24,254,128,157,25,677
SSC10702,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,13,5,22
SSC10703,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13,0,26
SSC10704,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,8
SSC10705,16,78,15,6,8,143,30,6,68,23,11,6,149,0,0,11,0,6,0,22,0,0,12,6,27,0,46,3,0,22,14,21,6,59,129,53,505,256,343,58,1349
SSC10706,0,11,0,0,0,14,0,0,3,5,6,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,21,3,35,3,63
SSC10707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10708,0,3,0,0,0,4,10,0,4,4,3,0,25,0,0,0,0,0,0,4,0,0,0,0,4,0,3,0,0,0,3,0,0,3,18,3,29,20,53,0,129
SSC10709,3,0,5,0,0,6,0,0,3,6,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,18,33,0,66
SSC10710,0,7,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,15,13,34,5,67
SSC10711,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,12
SSC10712,5,17,7,11,0,40,3,0,16,11,19,0,51,0,0,0,0,3,0,4,0,0,0,0,14,0,20,0,0,3,0,8,0,15,8,11,61,54,190,17,336
SSC10713,3,11,3,3,3,25,0,0,11,13,11,5,42,0,0,0,0,3,0,3,0,0,0,3,19,0,21,0,0,3,0,11,0,13,9,4,40,33,116,16,226
SSC10714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10715,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,14,5,34
SSC10716,0,11,6,3,0,22,0,0,0,9,3,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,3,0,4,6,6,21,27,54,6,117
SSC10717,0,0,3,0,0,3,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,22,9,47
SSC10718,16,152,22,18,9,372,137,21,329,113,82,24,702,13,0,20,13,14,0,59,21,0,48,35,48,5,160,68,3,110,40,31,37,287,1226,143,2286,763,587,218,5220
SSC10719,3,17,0,6,3,37,6,0,33,11,6,0,53,0,0,3,0,0,0,3,0,0,4,0,8,0,16,3,0,4,0,0,3,9,42,9,135,38,68,21,316
SSC10720,3,12,10,13,3,42,9,0,25,19,42,4,94,0,0,0,0,0,0,3,0,0,0,0,15,0,17,0,0,6,6,16,17,44,21,6,104,101,292,61,588
SSC10721,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,10
SSC10722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC10723,4,18,7,11,0,49,8,0,20,10,15,0,58,0,0,0,0,3,0,7,0,0,0,0,13,0,13,0,0,0,0,4,0,8,14,11,87,57,154,5,326
SSC10724,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,10,3,9,0,20
SSC10725,0,5,0,0,0,8,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,3,11,13,17,0,48
SSC10726,7,20,14,15,0,61,3,0,13,26,35,0,82,0,0,0,0,0,0,8,0,0,0,3,29,3,35,0,0,4,4,25,3,37,20,15,64,106,396,31,622
SSC10727,0,7,3,9,0,22,0,0,7,0,10,0,22,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,34,8,57,0,107
SSC10728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10729,0,0,0,0,0,7,0,0,3,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,3,0,0,0,0,0,0,9,7,20,3,43
SSC10730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,11
SSC10731,0,3,0,0,0,8,4,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,9,7,0,24
SSC10732,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5
SSC10733,17,81,14,8,3,163,32,18,100,40,35,4,220,4,0,20,6,3,0,44,3,0,13,4,31,0,58,3,3,42,19,35,10,110,125,67,607,285,507,76,1669
SSC10734,3,0,0,0,0,8,0,0,6,4,0,0,14,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,8,11,3,40
SSC10735,4,21,7,3,3,43,8,5,10,3,5,0,42,4,0,3,0,3,0,10,0,0,4,0,12,0,23,0,5,3,0,9,3,26,76,33,158,75,138,22,506
SSC10736,7,28,9,5,0,76,26,3,45,7,8,7,99,0,0,5,4,0,0,12,0,0,3,5,13,0,18,7,3,13,6,10,8,46,130,30,296,110,129,36,736
SSC10737,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,6,26
SSC10738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC10739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10740,3,83,25,26,7,176,26,16,143,91,148,25,452,0,0,14,9,8,3,38,6,0,20,53,90,11,187,9,3,46,34,80,73,245,158,39,1065,649,1005,257,3177
SSC10741,7,40,14,9,3,82,17,3,45,41,32,3,138,0,0,7,0,4,0,12,3,0,3,16,36,3,57,0,0,16,17,41,16,93,60,13,365,221,389,70,1115
SSC10742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,17
SSC10743,0,25,5,3,0,49,9,3,34,10,14,0,68,0,0,4,0,3,0,7,0,0,3,4,9,0,20,0,0,0,0,11,0,14,49,6,127,84,172,10,456
SSC10744,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,11
SSC10745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,7
SSC10747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10748,24,116,27,34,3,224,17,15,73,45,79,7,234,0,0,0,3,4,4,14,0,0,5,5,37,3,54,4,0,3,7,21,3,34,64,50,274,229,589,44,1246
SSC10749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
SSC10750,0,3,0,0,0,10,0,0,0,3,5,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,8,0,9,11,33,3,64
SSC10751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,6
SSC10752,0,0,0,0,0,0,3,0,0,4,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,10,7,17,0,45
SSC10753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC10754,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,0,20
SSC10755,0,0,4,8,0,14,0,0,0,3,3,0,11,0,0,0,0,3,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,5,11,45,3,63
SSC10756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10757,7,25,16,15,0,70,0,3,26,27,43,5,109,0,0,5,0,0,0,8,0,0,0,3,16,0,17,0,0,0,3,3,5,21,16,18,98,105,295,23,558
SSC10758,0,6,5,9,0,22,3,0,4,6,10,3,27,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,7,3,4,13,6,33,37,99,8,190
SSC10759,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,14,0,27
SSC10760,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,12,0,19
SSC10761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,13
SSC10763,0,4,0,4,0,12,4,0,6,6,3,3,14,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,9,0,25,21,32,10,96
SSC10764,9,42,11,6,0,75,8,12,20,17,26,3,87,0,0,0,0,3,0,5,0,0,0,0,8,0,13,3,0,0,0,4,0,6,28,24,124,81,166,18,440
SSC10765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,9
SSC10766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,10
SSC10767,0,17,6,8,3,51,7,7,15,14,39,4,87,0,0,0,0,7,0,15,0,0,0,4,26,0,29,0,0,0,6,12,6,29,23,15,92,93,375,34,627
SSC10768,4,50,24,43,3,154,7,3,59,67,118,10,263,0,0,6,7,4,0,23,0,0,10,12,59,3,88,0,0,4,6,58,11,94,74,18,268,305,986,71,1724
SSC10769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10770,11,68,30,18,0,163,13,16,48,27,39,7,147,0,0,0,4,11,0,15,0,0,7,10,34,0,45,0,0,3,0,10,3,19,76,42,248,187,424,36,1014
SSC10771,0,0,0,0,0,6,0,0,9,0,4,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,14,0,14,3,39
SSC10772,10,72,13,11,0,136,8,8,36,17,11,0,82,0,0,5,0,0,0,5,0,0,6,0,20,0,24,0,0,8,5,22,8,38,61,25,222,182,310,32,841
SSC10773,28,120,27,29,3,247,25,7,68,55,58,6,219,0,0,3,0,6,0,16,0,0,8,11,65,0,85,0,0,3,8,29,5,52,104,45,365,301,701,58,1564
SSC10774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10775,13,121,21,42,3,230,47,21,200,106,156,12,543,0,0,3,7,7,0,19,8,0,11,18,116,3,160,3,0,7,5,35,6,58,172,67,604,462,1297,85,2680
SSC10776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,16
SSC10777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10778,17,119,25,13,5,266,82,32,203,54,30,0,404,11,3,39,9,3,0,64,14,3,40,20,24,3,105,21,4,37,18,11,7,102,601,179,1665,451,374,85,3349
SSC10779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11
SSC10780,22,114,35,63,9,322,37,26,243,99,163,29,594,4,3,11,13,17,0,46,4,0,12,16,75,5,116,10,3,21,22,57,19,127,272,90,853,537,1256,185,3192
SSC10781,37,241,42,15,10,640,180,40,313,36,29,8,615,22,6,74,18,17,0,133,17,4,44,27,35,5,129,20,3,81,17,17,13,153,1065,234,2212,541,437,94,4583
SSC10782,32,180,35,39,11,430,150,38,473,157,193,43,1054,16,0,33,23,31,3,97,27,3,74,49,101,19,278,59,0,130,72,73,80,416,1101,173,2698,1284,1294,367,6913
SSC10783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,9
SSC10784,0,0,0,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,5,11,21,0,40
SSC10785,5,24,0,6,0,48,9,3,29,10,10,3,60,0,0,0,3,0,0,7,0,0,3,3,6,3,16,0,0,5,0,9,0,19,55,14,163,83,108,16,448
SSC10786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC10788,8,19,3,0,0,28,7,4,12,16,10,0,44,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,3,0,3,11,10,51,47,78,5,199
SSC10789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,10
SSC10790,3,24,3,8,0,39,0,0,3,14,7,3,33,0,0,0,0,0,0,0,0,0,0,4,11,0,16,0,0,0,0,5,0,6,4,6,47,42,107,9,218
SSC10791,0,38,15,23,3,103,12,3,84,60,71,5,244,0,0,11,3,3,0,17,0,0,8,28,60,3,99,8,0,32,17,44,32,132,80,15,634,361,613,138,1838
SSC10792,0,52,7,15,9,102,17,6,95,51,77,11,253,0,0,4,3,4,0,15,3,0,9,20,42,4,77,8,0,22,24,45,17,109,100,26,607,329,542,110,1726
