SSC_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SSC10853,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,278,231,508,24,27,53,9,0,10,5,0,5,4,0,3,8,0,5,3,6,9,337,272,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,13,23,38,59,98,0,4,6,384,353,743
SSC10854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7
SSC10855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,9,10,0,0,0,28,23,47
SSC10856,11,6,13,0,0,0,0,0,0,0,0,0,0,0,0,247,216,461,15,14,35,48,0,48,0,0,0,0,0,0,3,0,6,11,8,18,331,251,581,0,0,0,0,0,0,0,0,0,8,8,15,0,0,0,0,0,0,13,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,19,4,21,0,0,3,0,0,0,0,0,0,0,0,3,38,45,84,24,28,53,10,6,18,430,339,768
SSC10857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,19,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,4,9,0,0,0,31,37,67
SSC10858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,5,3,3,16,11,20
SSC10859,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,147,131,277,9,8,14,20,0,22,0,0,0,0,0,0,3,0,4,4,0,4,182,148,330,0,0,0,0,0,0,0,0,0,0,5,5,0,0,3,0,0,0,4,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,6,16,0,0,0,0,0,0,0,0,0,0,0,0,11,24,37,13,19,33,3,0,5,219,203,416
SSC10860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,12,9,15
SSC10861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,12,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,5,5,0,0,0,13,16,28
SSC10862,0,5,4,7,8,17,0,0,0,0,0,0,0,0,0,654,591,1252,50,42,89,15,0,15,7,0,7,4,0,7,3,0,4,13,13,24,752,664,1410,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,5,3,11,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,9,3,13,0,0,0,0,0,0,0,0,0,3,0,3,31,61,93,87,126,214,3,3,12,882,858,1746
SSC10863,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,88,67,154,3,0,3,4,0,4,0,0,0,0,0,0,3,0,3,4,5,5,100,74,176,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,10,13,27,3,8,9,3,3,6,120,101,227
SSC10864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,31,29,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,3,7,0,0,0,36,37,73
SSC10865,38,48,87,22,37,51,0,0,0,0,0,0,5,0,3,1357,1000,2361,74,113,191,57,0,57,8,0,6,3,0,3,4,0,11,9,18,26,1574,1216,2790,14,15,31,0,0,0,0,0,0,52,58,115,7,11,18,0,0,0,72,86,162,0,0,0,0,0,0,7,5,7,0,3,3,0,0,0,7,7,9,17,12,26,95,107,200,14,12,27,0,0,0,0,0,0,12,12,26,42,74,114,64,139,199,11,13,30,1801,1560,3355
SSC10866,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,129,109,241,10,11,15,32,0,32,0,0,0,0,0,0,0,0,0,0,4,3,180,135,315,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,4,6,11,0,0,3,0,0,0,0,0,0,0,0,3,13,16,25,18,13,29,6,0,6,217,167,388
SSC10867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,8,8,0,0,0,28,27,52
SSC10868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,8
SSC10869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,50,97,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,57,49,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,4,12,17,3,4,9,74,64,143
SSC10871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,28,58,3,6,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,39,32,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,14,0,0,4,0,0,0,53,37,90
SSC10872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10873,15,7,16,157,202,362,0,0,0,0,0,0,8,0,9,269,217,482,15,28,39,3,0,3,25,3,29,46,13,60,6,4,12,70,104,167,604,572,1176,25,23,49,0,0,0,0,0,0,0,0,3,0,4,3,0,0,3,27,32,62,0,0,0,0,0,0,0,0,0,3,0,3,3,3,8,4,5,13,7,3,8,42,37,78,0,3,0,3,0,3,0,0,3,3,6,7,40,39,73,33,62,101,3,5,11,727,722,1448
SSC10874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,6,6,0,0,0,10,8,16
SSC10875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,12,20
SSC10876,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,43,39,84,0,0,3,4,0,4,0,0,0,0,0,0,0,0,3,11,9,18,66,53,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,25,8,10,18,0,0,0,82,77,157
SSC10877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,32,65,0,3,3,3,0,3,0,0,0,0,0,0,3,3,4,5,7,13,48,43,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,20,8,10,12,0,3,4,65,65,133
SSC10878,3,0,3,11,3,17,0,0,0,0,0,0,6,5,10,1887,1627,3511,178,150,329,42,0,42,16,3,25,13,0,10,10,5,13,57,67,121,2219,1868,4089,0,0,0,0,0,0,0,0,0,4,3,10,0,0,3,0,0,0,8,4,11,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,6,24,9,40,31,17,56,4,3,4,0,0,0,0,0,0,4,3,4,40,83,125,263,399,662,33,27,58,2596,2397,4995
SSC10879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10880,3,3,8,5,3,3,0,0,0,0,0,0,0,0,0,307,264,564,21,8,31,9,0,9,3,0,3,3,0,3,3,0,3,4,3,5,349,282,630,0,0,0,0,0,0,0,0,0,5,3,7,0,0,3,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,8,12,0,0,0,0,0,0,0,0,0,0,0,0,8,25,36,42,57,101,3,4,7,406,373,783
SSC10881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,16,6,21
SSC10882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,14,9,21
SSC10883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,19,16,31
SSC10884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,41,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,11,26,51,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31,45,3,8,13,38,87,131
SSC10885,19,7,25,62,52,109,0,0,0,0,0,0,7,5,11,2320,2136,4460,120,150,272,41,0,46,38,6,45,32,8,35,17,5,18,72,103,177,2726,2476,5199,0,0,4,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,6,6,13,0,0,0,0,0,0,4,4,8,0,3,3,0,0,0,5,5,12,17,5,28,30,17,49,0,0,3,0,0,0,0,0,0,0,3,3,95,134,232,269,424,693,18,20,37,3142,3080,6218
SSC10886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,22
SSC10887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,34,4,0,6,3,0,3,0,0,0,0,0,0,4,0,3,3,3,3,29,23,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,11,8,3,6,0,0,0,34,26,66
SSC10888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,3,5,10
SSC10889,3,3,12,5,9,11,0,0,0,0,0,0,0,0,0,382,325,707,26,28,58,27,0,27,9,0,9,0,0,0,8,0,9,12,9,17,465,380,846,5,0,5,0,0,0,0,0,0,3,4,8,0,0,3,0,0,0,8,5,18,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,8,3,8,15,9,29,3,0,3,0,0,0,0,0,0,3,0,3,11,23,33,31,57,89,13,13,20,529,485,1013
SSC10890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,6,10
SSC10891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,34,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,18,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,6,3,11,0,0,0,27,26,51
SSC10892,1755,1604,3361,310,374,688,0,0,0,0,0,4,16,4,18,2106,1258,3363,91,223,313,25,0,25,42,5,48,70,11,75,36,24,59,708,873,1577,5160,4373,9533,179,216,390,0,0,0,0,3,9,51,28,77,15,32,45,15,10,25,260,288,546,0,0,0,0,0,0,10,9,12,3,8,11,9,0,8,18,13,33,14,7,30,295,312,602,33,24,58,0,3,0,0,0,0,33,26,62,251,296,550,269,524,790,45,36,78,6051,5574,11627
SSC10893,24,16,45,14,12,27,0,0,0,0,0,0,0,0,0,190,176,363,12,16,25,0,0,0,12,0,7,7,0,12,0,5,6,4,5,15,259,239,501,39,28,70,0,0,0,0,0,0,11,3,13,0,9,9,0,0,0,49,42,91,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,3,3,3,0,7,51,42,97,4,5,4,0,0,0,0,0,0,4,3,7,36,40,72,17,29,47,3,4,8,379,359,736
SSC10894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,11,36,3,5,9,4,0,4,0,0,0,0,0,0,0,0,0,4,4,5,33,19,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,13,6,5,12,3,0,3,44,33,82
SSC10895,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,9,32,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,6,0,0,0,25,20,50
SSC10896,148,162,310,4,0,6,0,0,0,0,0,0,0,0,0,288,226,512,9,17,22,4,0,4,4,0,4,6,0,6,9,0,9,0,11,13,467,413,884,6,8,15,0,0,0,0,0,0,9,4,16,0,5,3,0,0,4,17,16,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,4,18,23,43,3,5,10,0,0,0,0,0,0,7,5,5,41,48,87,31,74,104,0,0,0,568,565,1128
SSC10897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,15,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,12,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,11,14,23
SSC10898,165,126,292,735,588,1329,0,0,0,0,0,0,7,3,6,2709,2400,5107,104,201,302,29,0,29,35,4,39,13,0,18,25,20,43,44,45,92,3874,3385,7259,182,104,278,0,0,0,0,0,0,126,69,192,11,27,34,3,0,3,319,192,515,0,0,0,0,0,0,40,21,56,5,20,20,3,0,6,46,45,91,30,10,38,395,246,643,57,34,91,0,0,3,0,0,0,58,32,96,271,273,538,285,495,775,24,22,45,4900,4450,9350
SSC10899,209,208,413,33,59,91,0,0,0,0,0,0,12,3,18,1692,1077,2768,105,151,258,53,4,59,12,0,12,8,0,12,23,9,34,38,40,79,2187,1544,3738,32,39,72,0,0,0,0,0,4,37,30,69,7,18,24,0,0,0,85,84,166,0,0,0,0,0,0,0,5,4,0,3,3,0,0,3,3,6,11,20,11,27,105,99,210,15,21,39,0,0,0,0,0,0,15,26,41,30,81,112,119,151,266,46,26,75,2501,1930,4430
SSC10900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11
SSC10901,0,0,3,73,81,156,0,0,0,0,0,0,0,0,0,503,445,953,18,38,54,17,0,17,21,3,19,14,4,12,0,0,7,5,21,25,651,595,1246,11,13,23,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,16,23,0,0,0,0,0,0,14,8,16,0,0,3,0,0,0,9,8,21,3,0,4,29,28,49,3,3,5,0,0,3,0,0,0,6,6,10,8,36,44,36,79,116,13,12,24,735,749,1486
SSC10902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,35,69,0,5,5,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,47,38,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,9,8,6,14,3,0,3,61,58,116
SSC10904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,41,0,0,0,4,0,4,0,0,0,0,0,0,0,3,3,3,5,8,30,26,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,7,14,0,0,0,42,36,78
SSC10905,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,149,129,281,21,8,33,7,0,7,0,0,0,4,0,3,3,4,7,16,10,27,205,155,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,10,20,20,27,44,4,0,8,235,199,437
SSC10906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11
SSC10907,386,366,749,267,353,616,0,0,0,4,6,15,14,19,32,305,144,450,20,40,60,3,0,3,25,6,32,81,30,116,16,18,28,552,473,1024,1667,1464,3128,78,83,162,0,0,0,0,0,0,0,5,7,0,8,8,13,7,14,97,97,195,0,0,0,0,0,0,0,0,0,0,6,6,3,4,10,5,14,21,6,3,5,112,113,226,11,9,18,4,3,3,0,0,3,19,12,28,71,48,116,123,197,326,24,22,49,2011,1857,3864
