SSC_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SSC11170,..,33,33,59,7,61,21,0,23,12,0,12,6,0,6,4,0,4,107,38,141
SSC11171,..,11,11,8,0,11,4,0,4,0,0,0,0,0,0,0,0,0,12,10,21
SSC11172,..,33,33,41,4,45,19,0,19,11,0,11,12,0,12,9,0,9,88,34,122
SSC11173,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11174,..,3,3,27,3,24,6,0,6,8,0,8,5,0,5,3,0,3,51,10,59
SSC11175,..,233,233,403,16,421,351,6,353,370,0,372,182,0,182,88,3,88,1394,257,1654
SSC11176,..,49,49,83,0,86,22,0,22,12,0,12,3,0,3,3,0,3,120,47,172
SSC11177,..,11,11,25,0,25,11,0,11,11,0,11,0,0,0,0,0,0,46,11,58
SSC11178,..,16,16,23,3,25,3,0,3,3,0,3,6,0,6,3,0,3,42,19,61
SSC11179,..,6,6,9,0,9,8,0,8,0,0,0,0,0,0,0,0,0,11,7,19
SSC11180,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC11181,..,3,3,10,0,10,4,0,4,0,0,0,0,0,0,0,0,0,16,3,23
SSC11182,..,3,3,3,0,9,7,0,7,0,0,0,0,0,0,0,0,0,12,8,14
SSC11183,..,8,8,16,0,16,0,0,3,0,0,0,0,0,0,0,0,0,16,6,24
SSC11184,..,4,4,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,11,4,10
SSC11185,..,278,278,128,15,144,42,0,45,37,3,40,18,0,18,13,0,13,238,303,538
SSC11186,..,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,8,0,8
SSC11187,..,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,12
SSC11188,..,11,11,23,0,23,11,0,11,9,0,9,6,0,6,0,0,0,44,11,60
SSC11189,..,101,101,129,5,136,35,3,41,19,0,19,9,0,9,9,0,9,202,111,311
SSC11190,..,28,28,39,3,37,16,0,16,4,0,4,4,0,4,4,0,4,56,34,89
SSC11191,..,226,226,330,14,352,63,3,65,64,0,64,35,0,35,13,0,13,506,248,753
SSC11192,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11193,..,0,0,5,0,5,5,0,5,3,0,3,3,0,3,0,0,0,12,0,12
SSC11194,..,23,23,33,3,33,8,0,8,9,0,9,3,0,3,3,0,3,57,22,75
SSC11195,..,16,16,26,0,31,11,0,11,14,0,14,6,0,6,6,0,6,65,15,80
SSC11196,..,3,3,13,0,13,3,0,3,7,0,7,3,0,3,3,0,3,30,3,34
SSC11197,..,0,0,0,0,3,0,0,0,0,0,0,3,0,3,4,0,4,11,0,8
SSC11198,..,14,14,14,3,16,3,0,3,0,0,0,3,0,3,0,0,0,24,11,34
SSC11199,..,32,32,46,6,46,10,0,10,20,0,20,7,0,7,0,0,0,80,39,117
SSC11200,..,7,7,20,0,20,9,0,9,12,0,12,0,0,0,3,0,3,44,7,47
SSC11201,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11202,..,935,935,1242,78,1323,670,9,677,621,0,623,264,0,264,129,0,129,2923,1019,3947
SSC11203,..,34,34,60,3,62,12,0,12,22,0,22,15,0,15,6,0,6,110,30,143
SSC11204,..,4,4,3,0,3,3,0,3,3,0,3,0,0,0,3,0,3,9,4,16
SSC11205,..,19,19,41,0,48,15,0,15,11,0,11,3,0,3,0,0,0,71,19,94
SSC11206,..,63,63,62,3,63,30,0,30,18,0,18,7,0,7,6,0,6,123,68,183
SSC11207,..,8,8,17,0,18,3,0,3,3,0,3,0,0,0,0,0,0,25,11,40
SSC11208,..,4,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10
SSC11209,..,8,8,6,0,6,4,0,4,12,0,12,6,0,6,0,0,0,24,14,32
SSC11210,..,28,28,17,5,24,8,0,8,4,0,4,7,0,7,0,0,0,39,30,66
SSC11211,..,703,703,684,94,778,193,26,217,119,8,127,29,0,29,12,0,12,1039,821,1863
SSC11212,..,2325,2325,1616,384,1996,319,108,427,148,60,211,36,18,59,17,17,30,2135,2903,5039
SSC11213,..,31,31,57,4,58,26,0,26,20,0,20,3,0,3,4,0,4,103,38,140
SSC11214,..,447,447,220,136,358,78,67,147,66,81,146,13,31,44,7,21,33,377,788,1165
SSC11215,..,101,101,148,12,165,62,0,62,61,0,61,26,0,26,14,0,14,306,120,421
SSC11216,..,4,4,6,0,6,3,0,3,0,0,0,0,0,0,0,0,0,11,4,17
SSC11217,..,8,8,14,0,14,4,0,4,5,0,5,3,0,3,0,0,0,33,8,42
SSC11218,..,27,27,78,3,83,46,0,46,54,0,58,32,0,32,8,0,8,221,30,249
SSC11219,..,90,90,278,6,283,142,4,146,232,0,232,117,0,117,30,0,30,803,96,900
SSC11220,..,0,0,6,0,6,0,0,0,3,0,3,0,0,0,0,0,0,6,0,7
SSC11221,..,295,295,352,18,375,117,3,120,138,0,138,45,0,45,22,0,22,681,319,999
SSC11222,..,44,44,78,3,78,17,0,21,7,0,7,0,0,0,4,0,4,103,48,151
SSC11223,..,13,13,12,0,11,7,0,7,4,0,4,4,0,4,0,0,0,28,14,35
SSC11224,..,141,141,233,9,238,190,3,187,201,0,201,109,0,109,64,0,64,793,151,941
SSC11225,..,0,0,5,0,7,4,0,4,0,0,0,0,0,0,0,0,0,9,0,8
SSC11226,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11227,..,2547,2547,2607,404,3013,1440,81,1524,1109,22,1133,305,7,308,131,3,137,5592,3068,8661
SSC11228,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC11229,..,9,9,16,4,22,4,0,4,3,0,3,3,0,3,0,0,0,32,6,34
SSC11230,..,3,3,7,0,5,0,0,0,3,0,3,0,0,0,0,0,0,9,3,12
SSC11231,..,68,68,76,5,80,18,0,18,11,0,11,5,0,5,3,0,3,110,76,188
SSC11232,..,15,15,13,0,15,9,0,9,11,0,11,7,0,7,0,0,0,41,16,55
SSC11233,..,63,63,50,7,58,10,0,10,13,0,13,6,0,6,0,0,0,89,72,153
SSC11234,..,57,57,92,3,96,29,0,25,27,0,27,18,0,18,3,0,3,167,58,228
SSC11235,..,79,79,211,3,213,79,0,78,82,0,82,59,0,59,46,0,46,484,86,568
SSC11236,..,51,51,89,10,91,20,0,20,20,0,20,6,0,6,3,0,3,139,54,192
SSC11237,..,1006,1006,1090,65,1156,343,5,351,320,3,324,154,3,153,55,3,58,1960,1086,3043
SSC11238,..,156,156,333,20,357,225,9,229,266,0,271,119,0,119,62,0,63,1006,185,1192
SSC11239,..,95,95,165,10,169,120,6,127,173,0,171,72,0,72,48,0,49,576,109,681
SSC11240,..,43,43,66,4,65,53,0,58,85,0,85,23,0,23,12,0,12,241,50,289
SSC11241,..,210,210,219,10,228,96,0,96,95,0,95,45,0,45,20,0,20,469,218,682
SSC11242,..,3,3,5,0,5,3,0,3,0,0,0,0,0,0,0,0,0,10,3,10
SSC11243,..,3,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,9,3,12
SSC11244,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11245,..,10,10,13,0,20,0,0,0,0,0,0,0,0,0,0,0,0,18,8,33
SSC11246,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10
SSC11247,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC11248,..,126,126,199,18,216,175,0,174,136,0,133,98,0,98,86,0,86,683,144,835
SSC11249,..,3,3,9,0,10,0,0,0,3,0,3,3,0,3,0,0,0,12,4,14
SSC11250,..,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,9,0,10
SSC11251,..,68,68,151,8,165,41,0,41,33,0,33,18,0,18,9,0,9,263,78,336
SSC11252,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11253,..,14,14,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,6,15,17
SSC11254,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8
SSC11255,..,11,11,10,0,10,4,0,4,3,0,3,3,0,3,0,0,0,22,11,32
SSC11256,..,3,3,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,15,7,20
SSC11257,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SSC11258,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11259,..,8,8,10,0,10,0,0,0,3,0,3,0,0,0,0,0,0,19,8,27
SSC11260,..,0,0,13,0,13,0,0,0,3,0,3,3,0,3,0,0,0,18,0,23
SSC11261,..,5,5,9,0,9,0,0,0,8,0,8,3,0,3,0,0,0,19,5,25
SSC11262,..,8,8,19,0,20,7,0,7,3,0,3,3,0,3,0,0,0,36,13,47
SSC11263,..,3,3,5,0,5,6,0,6,5,0,5,0,0,0,0,0,0,14,3,19
SSC11264,..,3,3,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,6,3,11
SSC11265,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11266,..,29,29,50,0,48,41,0,41,42,0,42,33,0,33,6,0,6,168,28,191
SSC11267,..,280,280,233,32,268,98,0,100,75,0,75,24,0,24,11,0,11,434,315,750
SSC11268,..,4,4,6,0,6,3,0,3,5,0,5,3,0,3,3,0,3,18,4,24
SSC11269,..,26,26,32,0,31,16,0,16,3,0,3,0,0,0,0,0,0,45,29,77
SSC11270,..,3,3,17,0,17,3,0,3,12,0,12,3,0,3,3,0,3,41,3,45
SSC11271,..,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,8
SSC11272,..,64,64,99,4,106,40,3,48,23,0,23,11,0,11,5,0,5,194,65,262
SSC11273,..,16,16,12,0,8,4,0,4,4,0,4,0,0,0,0,0,0,17,19,38
SSC11274,..,35,35,46,3,47,9,0,9,6,0,6,8,0,8,0,0,0,63,34,102
SSC11275,..,714,714,1009,95,1101,824,17,839,736,15,752,384,4,386,356,3,359,3305,850,4152
SSC11276,..,13,13,34,0,40,13,0,13,19,0,19,5,0,5,4,0,4,79,17,99
SSC11277,..,179,179,246,18,264,96,0,94,72,0,72,39,0,39,15,0,15,456,206,664
SSC11278,..,196,196,190,16,203,58,0,58,42,0,42,16,0,16,6,0,6,311,209,524
SSC11279,..,13,13,23,0,23,4,0,4,0,0,0,3,0,3,0,0,0,27,13,42
SSC11280,..,11,11,24,0,24,8,0,8,6,0,6,3,0,3,0,0,0,37,11,52
SSC11281,..,663,663,673,152,827,210,46,257,157,8,167,65,0,65,10,3,10,1123,871,1996
SSC11282,..,13,13,15,0,15,9,0,9,6,0,6,7,0,7,3,0,3,36,13,52
SSC11283,..,57,57,143,4,148,71,0,78,76,0,76,43,0,43,27,0,23,364,64,429
SSC11284,..,210,210,347,23,375,196,8,209,271,0,271,151,0,151,46,0,50,1018,236,1256
SSC11285,..,9,9,18,0,18,7,0,7,7,0,7,3,0,3,0,0,0,39,9,48
SSC11286,..,23,23,32,3,33,22,0,22,13,0,13,11,0,11,6,0,6,81,23,105
SSC11287,..,104,104,87,4,89,6,0,6,7,0,7,3,0,3,0,0,0,103,110,212
SSC11288,..,0,0,14,0,14,3,0,3,0,0,0,0,0,0,0,0,0,16,0,20
SSC11289,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11290,..,64,64,40,7,51,12,0,12,5,0,5,6,0,6,3,0,3,67,76,141
SSC11291,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC11292,..,4,4,7,0,10,3,0,3,4,0,4,5,0,5,0,0,0,20,3,24
SSC11293,..,1293,1293,1487,212,1697,663,81,738,621,14,634,209,0,208,53,7,55,3023,1606,4628
SSC11294,..,3,3,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,3,15
SSC11295,..,6,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,6,17
SSC11296,..,3562,3562,4279,359,4638,2171,76,2247,1861,11,1878,944,0,945,507,0,505,9767,4017,13782
SSC11297,..,3,3,8,0,8,0,0,0,5,0,5,0,0,0,0,0,0,17,3,21
SSC11298,..,4,4,19,0,19,9,0,9,3,0,3,3,0,3,0,0,0,34,4,42
SSC11299,..,0,0,7,0,7,0,0,0,5,0,5,0,0,0,0,0,0,16,0,19
SSC11300,..,162,162,270,7,281,132,3,136,175,0,175,63,0,63,22,0,22,662,173,841
SSC11301,..,14,14,40,0,38,17,0,17,34,0,34,20,0,20,12,0,12,123,17,141
SSC11302,..,9,9,15,0,17,10,0,10,11,0,11,0,0,0,0,0,0,41,11,45
SSC11303,..,1674,1674,1563,294,1858,799,98,894,707,28,731,203,13,219,90,3,97,3361,2104,5473
SSC11304,..,10,10,18,0,23,4,0,4,10,0,10,0,0,0,0,0,0,32,9,45
SSC11305,..,7,7,8,0,8,6,0,6,4,0,4,0,0,0,0,0,0,26,7,29
SSC11306,..,3,3,9,0,8,5,0,5,3,0,3,3,0,3,0,0,0,20,3,27
SSC11307,..,7,7,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,12,7,11
SSC11308,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11309,..,21,21,42,4,44,17,0,15,15,0,15,13,0,13,4,0,4,94,31,123
SSC11310,..,129,129,213,7,225,38,0,41,33,0,34,14,0,14,5,0,5,302,140,446
SSC11311,..,0,0,12,0,8,0,0,3,4,0,4,0,0,0,0,0,0,16,4,20
SSC11312,..,274,274,348,41,395,301,3,304,297,3,300,130,0,135,66,0,66,1146,327,1473
SSC11313,..,410,410,409,47,453,330,21,351,369,6,370,164,0,164,76,0,76,1344,478,1826
SSC11314,..,11,11,26,3,31,5,0,5,3,0,3,7,0,7,0,0,0,42,18,61
SSC11315,..,23,23,9,3,11,0,0,0,0,0,0,4,0,4,0,0,0,14,28,40
SSC11316,..,128,128,172,6,180,47,0,45,43,0,43,20,0,20,16,0,16,294,136,429
SSC11317,..,0,0,7,0,7,3,0,3,3,0,3,0,0,0,0,0,0,16,0,16
SSC11318,..,11,11,31,0,38,9,0,9,10,0,10,7,0,7,7,0,7,67,12,77
SSC11319,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11320,..,308,308,276,9,283,109,0,109,77,0,77,39,0,39,14,0,14,518,314,828
SSC11321,..,24,24,48,0,49,21,0,21,22,0,22,8,0,8,8,0,8,108,26,134
SSC11322,..,3,3,9,0,9,3,0,3,0,0,0,3,0,3,0,0,0,9,3,18
SSC11323,..,8,8,20,5,29,5,0,3,13,0,13,6,0,6,4,0,4,54,12,68
SSC11324,..,15,15,14,0,20,5,0,5,3,0,3,0,0,0,0,0,0,28,14,43
SSC11325,..,73,73,93,5,94,33,0,33,38,0,38,14,0,14,3,0,3,176,82,263
SSC11326,..,17,17,53,3,54,36,0,36,32,0,32,13,0,13,11,0,11,152,19,165
SSC11327,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC11328,..,377,377,636,27,661,381,3,384,472,0,473,286,0,282,157,0,157,1928,403,2330
SSC11329,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11330,..,8,8,36,0,35,8,0,8,20,0,20,3,0,3,0,0,0,65,8,74
SSC11331,..,18,18,23,4,27,12,0,12,15,0,15,4,0,8,5,0,5,53,21,76
SSC11332,..,45,45,56,5,58,27,0,27,31,0,31,16,0,16,8,0,8,131,47,183
SSC11333,..,4,4,12,0,12,0,0,0,3,0,3,0,0,0,0,0,0,14,4,23
SSC11334,..,10,10,18,0,13,4,0,4,6,0,6,0,0,0,0,0,0,26,10,39
SSC11335,..,4,4,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
SSC11336,..,0,0,11,0,11,8,0,8,0,0,0,0,0,0,0,0,0,24,0,28
SSC11337,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11338,..,40,40,51,3,55,11,0,10,17,0,17,8,0,8,6,0,6,91,43,132
SSC11339,..,10,10,19,0,22,3,0,3,7,0,7,0,0,0,0,0,0,25,10,36
SSC11340,..,8,8,3,0,7,6,0,6,8,0,8,3,0,3,0,0,0,23,8,31
SSC11341,..,240,240,436,29,464,396,0,396,339,3,347,194,0,200,128,0,128,1502,271,1769
SSC11342,..,7,7,38,0,40,8,0,8,14,0,14,3,0,3,6,0,6,61,12,74
SSC11343,..,1011,1011,1602,115,1717,1019,31,1051,1207,10,1218,468,10,479,280,3,282,4574,1178,5754
SSC11344,..,798,798,760,84,841,331,25,355,279,7,288,121,3,123,36,0,36,1530,913,2441
SSC11345,..,606,606,896,73,968,294,11,305,262,4,267,98,0,98,22,0,22,1570,703,2270
SSC11346,..,135,135,177,8,186,107,0,112,108,0,108,58,0,58,17,0,17,467,152,619
SSC11347,..,16,16,27,3,27,12,0,12,10,0,10,8,0,8,0,0,0,61,18,75
SSC11348,..,450,450,414,43,453,170,9,177,173,0,179,77,0,77,29,0,29,872,496,1363
SSC11349,..,777,777,523,33,557,208,7,215,186,3,192,81,0,85,40,0,40,1038,818,1860
SSC11350,..,33,33,30,5,32,14,0,17,22,0,22,8,0,8,7,0,7,76,37,112
SSC11351,..,296,296,270,21,286,184,7,184,212,6,209,95,3,99,44,0,44,797,322,1126
SSC11352,..,47,47,78,7,84,43,0,42,46,0,50,17,0,17,0,0,0,179,52,234
SSC11353,..,8,8,13,0,14,4,0,4,5,0,5,0,0,0,0,0,0,21,10,32
SSC11354,..,177,177,153,5,164,70,0,71,65,3,63,27,0,29,19,0,19,331,185,521
SSC11355,..,90,90,217,5,223,176,3,179,236,3,240,103,0,103,65,0,65,796,96,890
SSC11356,..,55,55,162,3,165,100,0,100,150,0,150,84,0,84,48,0,48,543,65,605
SSC11357,..,204,204,269,7,276,168,3,171,309,0,310,157,0,156,57,0,57,946,217,1167
SSC11358,..,641,641,502,76,578,278,15,293,207,4,213,86,3,87,48,0,48,1121,744,1858
SSC11359,..,10,10,16,0,19,0,0,0,8,0,8,0,0,0,0,0,0,24,16,41
SSC11360,..,1433,1433,1491,109,1602,653,14,666,592,0,588,248,5,257,103,0,101,3088,1566,4656
SSC11361,..,117,117,195,5,205,122,3,125,242,0,242,81,0,80,31,0,31,671,123,793
SSC11362,..,19,19,38,4,44,24,0,24,20,0,20,9,0,9,3,0,3,92,21,118
SSC11363,..,627,627,745,51,794,276,9,286,233,3,238,92,0,92,32,0,32,1373,693,2065
SSC11364,..,22,22,34,3,37,11,0,11,7,0,7,3,0,3,4,0,4,59,30,88
SSC11365,..,19,19,44,6,43,17,0,17,16,0,16,4,0,4,7,0,7,82,20,104
SSC11366,..,51,51,55,8,61,28,0,33,45,0,45,31,0,31,25,0,25,185,57,247
SSC11367,..,72,72,65,8,68,43,0,49,78,0,75,24,0,24,10,0,10,216,86,297
SSC11368,..,748,748,595,107,700,433,44,473,402,8,415,182,3,188,71,3,73,1681,908,2590
SSC11369,..,1093,1093,1418,173,1595,1101,93,1196,1120,38,1157,474,29,511,313,35,345,4430,1464,5895
SSC11370,..,15,15,29,0,30,15,0,15,10,0,10,6,0,6,3,0,3,62,20,77
SSC11371,..,48,48,75,4,81,34,0,34,61,0,61,39,0,39,27,0,27,236,50,294
SSC11372,..,26,26,21,0,21,9,0,9,4,0,4,3,0,3,0,0,0,42,26,67
SSC11373,..,3,3,9,0,9,0,0,0,4,0,4,0,0,0,0,0,0,10,3,12
SSC11374,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11375,..,436,436,430,39,470,153,0,159,109,0,109,62,0,62,27,0,27,774,472,1253
SSC11376,..,22,22,29,3,34,7,0,7,3,0,3,6,0,6,0,0,0,42,23,67
SSC11377,..,268,268,570,12,580,485,0,488,669,0,673,397,0,398,290,0,290,2417,282,2696
SSC11378,..,6,6,5,0,6,10,0,10,0,0,0,0,0,0,0,0,0,16,10,30
SSC11379,..,481,481,347,71,413,126,24,147,63,4,70,17,0,17,7,0,7,555,577,1128
SSC11380,..,6,6,23,0,23,3,0,3,9,0,9,0,0,0,0,0,0,29,6,37
SSC11381,..,618,618,783,47,833,362,3,365,341,3,347,139,0,139,54,0,54,1684,667,2351
SSC11382,..,6,6,17,0,17,4,0,4,6,0,6,0,0,0,0,0,0,25,6,32
SSC11383,..,31,31,102,0,100,115,0,115,182,0,182,83,0,83,67,0,67,545,36,576
SSC11384,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11385,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC11386,..,105,105,239,13,255,141,0,141,156,0,156,61,0,61,28,0,28,626,120,747
SSC11387,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11388,..,45,45,17,3,21,6,0,6,14,0,14,0,0,0,0,0,0,42,49,91
SSC11389,..,139,139,343,23,369,200,0,204,376,3,383,176,0,172,60,0,60,1158,165,1324
SSC11390,..,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,8,0,9
SSC11391,..,298,298,546,21,567,375,3,375,419,0,419,204,0,204,75,0,77,1614,326,1942
SSC11392,..,5,5,13,0,13,12,0,12,7,0,7,3,0,3,3,0,3,38,5,38
SSC11393,..,318,318,686,26,705,322,3,332,423,0,419,149,0,149,54,0,54,1633,350,1984
SSC11394,..,487,487,677,43,719,321,7,329,321,0,324,125,0,128,52,3,60,1504,549,2044
SSC11395,..,1602,1602,848,169,1021,121,35,156,61,4,63,7,0,7,0,0,0,1042,1817,2854
SSC11396,..,24,24,39,0,39,14,0,14,7,0,7,6,0,6,0,0,0,61,28,90
SSC11397,..,58,58,121,0,122,123,0,123,212,0,212,95,0,95,67,0,67,623,60,684
SSC11398,..,57,57,130,4,134,61,0,61,63,0,63,27,0,27,19,0,19,297,64,359
SSC11399,..,27,27,49,3,49,15,0,15,12,0,12,7,0,7,4,0,4,90,29,113
SSC11400,..,24,24,49,0,52,9,0,15,13,0,13,10,0,10,0,0,0,85,28,113
SSC11401,..,11,11,14,3,20,11,0,11,13,0,13,4,0,4,0,0,0,41,16,56
SSC11402,..,3,3,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,13,3,14
SSC11403,..,12,12,12,0,12,4,0,4,0,0,0,3,0,3,3,0,3,23,12,34
SSC11404,..,8,8,10,0,15,0,0,0,3,0,3,0,0,0,0,0,0,25,8,29
SSC11405,..,28,28,79,0,84,42,0,42,62,0,62,25,0,25,18,0,18,233,27,262
SSC11406,..,19,19,21,0,16,9,0,9,4,0,4,0,0,0,0,0,0,33,17,50
SSC11407,..,0,0,12,0,14,7,0,7,10,0,10,4,0,4,0,0,0,30,6,32
SSC11408,..,16,16,30,0,30,14,0,14,8,0,8,9,0,9,8,0,8,73,16,84
SSC11409,..,13,13,43,3,45,25,0,24,22,0,22,13,0,13,3,0,3,99,17,118
SSC11410,..,5,5,12,0,10,6,0,6,3,0,3,0,0,0,0,0,0,18,10,27
SSC11411,..,141,141,275,31,302,125,0,125,126,0,126,61,0,61,28,0,29,619,169,784
SSC11412,..,8,8,19,3,20,8,0,8,4,0,4,3,0,3,3,0,3,36,12,49
SSC11413,..,169,169,148,21,168,126,0,128,98,0,98,59,0,59,72,0,72,501,191,696
SSC11414,..,69,69,94,5,99,28,0,28,14,0,14,10,0,10,4,0,4,151,81,224
SSC11415,..,147,147,262,15,278,136,4,142,167,0,163,70,0,69,30,0,30,662,167,829
SSC11416,..,12,12,22,0,22,14,0,9,9,0,9,11,0,11,0,0,0,49,13,62
SSC11417,..,159,159,276,10,279,209,4,211,257,0,256,90,0,90,61,0,61,883,177,1063
SSC11418,..,646,646,902,29,934,464,8,474,524,0,521,226,0,223,101,0,101,2208,695,2901
SSC11419,..,14,14,18,0,15,7,0,7,13,0,13,6,0,6,3,0,3,39,10,52
SSC11420,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11421,..,215,215,262,30,292,193,6,197,168,3,172,71,0,71,40,0,40,737,256,994
SSC11422,..,920,920,1686,71,1753,1009,3,1020,1295,0,1294,587,0,587,196,0,196,4774,997,5771
SSC11423,..,20,20,43,8,46,24,0,28,28,0,28,8,0,15,4,0,4,108,32,143
SSC11424,..,4,4,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,14,4,17
SSC11425,..,469,469,423,126,552,195,75,271,143,32,181,32,15,48,20,3,23,819,719,1539
SSC11426,..,16,16,7,3,8,7,0,7,3,0,3,5,0,5,4,0,4,26,14,41
SSC11427,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11428,..,1223,1223,1953,237,2191,1586,123,1708,1663,66,1730,631,21,655,330,19,343,6162,1687,7845
SSC11429,..,15,15,31,0,34,4,0,4,13,0,13,3,0,3,3,0,3,58,20,77
SSC11430,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11
SSC11431,..,3,3,3,0,3,0,0,0,3,0,3,3,0,3,0,0,0,13,3,18
SSC11432,..,0,0,7,0,7,3,0,3,0,0,0,3,0,3,0,0,0,16,0,14
SSC11433,..,808,808,612,24,642,191,7,204,198,3,197,79,0,82,35,0,40,1121,843,1966
SSC11434,..,11,11,30,6,35,22,0,22,24,0,24,25,0,25,3,0,3,110,17,122
SSC11435,..,691,691,871,58,926,652,17,673,732,3,733,314,3,315,171,0,171,2735,772,3508
SSC11436,..,54,54,104,6,108,38,0,38,18,0,18,15,0,15,5,0,5,177,61,243
SSC11437,..,0,0,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,16,0,18
SSC11438,..,194,194,453,15,465,356,3,357,523,0,523,241,0,241,117,0,117,1692,213,1904
SSC11439,..,962,962,1270,279,1545,406,131,538,281,50,335,41,10,50,15,4,19,2009,1433,3446
SSC11440,..,10,10,11,0,11,4,0,4,4,0,4,10,0,10,0,0,0,30,10,39
SSC11441,..,124,124,253,12,262,183,3,186,165,0,165,65,0,65,49,0,49,720,141,859
SSC11442,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11443,..,5,5,14,0,14,6,0,6,3,0,3,0,0,0,4,0,4,26,5,31
SSC11444,..,145,145,212,32,247,112,31,140,130,23,156,51,3,54,21,3,18,527,241,765
SSC11445,..,878,878,752,81,831,253,9,258,183,0,189,42,0,42,27,0,27,1261,966,2226
SSC11446,..,6,6,6,0,6,3,0,3,3,0,3,0,0,0,0,0,0,12,6,18
SSC11447,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11448,..,14,14,18,3,21,5,0,5,5,0,5,3,0,3,0,0,0,34,13,52
SSC11449,..,22,22,17,3,26,7,0,7,12,0,12,5,0,5,3,0,3,41,24,72
