SSC_CODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
SSC10243,2283,86,0,0,0,2372,60,0,0,0,0,62,36,0,0,0,0,38,2372,89,0,0,3,2473
SSC10244,34,0,0,0,0,33,8,0,0,0,0,8,0,0,0,0,0,0,39,0,0,0,0,42
SSC10245,55,0,0,0,0,57,12,0,0,0,0,12,0,0,0,0,0,0,66,0,0,0,0,71
SSC10246,14,0,0,0,0,14,5,0,0,0,0,5,0,0,0,0,0,0,19,0,0,0,0,19
SSC10247,35,0,0,0,0,38,11,0,0,0,0,11,0,0,0,0,0,0,49,0,0,0,0,46
SSC10248,162,0,0,0,4,163,50,0,0,0,0,50,3,0,0,0,0,3,214,0,0,0,4,217
SSC10249,2514,105,139,4,4,2763,118,8,34,0,0,159,30,0,3,0,0,29,2661,107,173,4,6,2956
SSC10250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10251,108,0,0,0,0,108,27,0,0,0,0,27,0,0,0,0,0,3,133,0,0,0,0,135
SSC10252,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC10253,1208,75,17,0,10,1312,327,87,12,0,5,425,59,10,0,0,0,75,1597,171,32,3,16,1815
SSC10254,26,0,0,0,0,25,3,0,0,0,0,3,0,0,0,0,0,0,26,0,0,0,0,26
SSC10255,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC10256,34,0,0,0,0,34,15,0,0,0,0,15,0,0,0,0,0,0,44,0,0,0,0,44
SSC10257,1135,389,92,9,4,1632,229,108,49,5,0,392,40,16,4,0,0,65,1401,516,139,14,4,2081
SSC10258,40,0,0,0,0,42,3,0,0,0,0,6,0,0,0,0,0,0,42,0,0,0,0,50
SSC10259,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC10260,36,0,0,0,0,36,3,0,0,0,0,3,0,0,0,0,0,0,40,0,0,0,0,40
SSC10261,152,0,0,0,0,152,12,0,0,0,0,12,3,0,0,0,0,3,161,0,0,0,0,164
SSC10262,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC10263,1756,340,0,0,0,2095,32,23,0,0,0,57,24,3,0,0,0,28,1812,362,0,0,3,2183
SSC10264,616,422,115,4,0,1160,172,179,28,0,0,375,13,25,4,0,0,43,800,631,146,6,0,1582
SSC10265,24,0,0,0,0,24,9,0,0,0,0,9,0,0,0,0,0,0,35,0,0,0,0,35
SSC10266,73,0,0,0,0,79,33,0,0,0,0,39,8,0,0,0,0,8,121,0,0,0,0,122
SSC10267,39,0,0,0,3,40,3,0,0,0,0,3,0,0,0,0,0,0,37,0,0,0,3,41
SSC10268,492,48,0,0,0,542,128,14,3,0,0,145,22,3,0,0,0,25,643,56,4,0,0,707
SSC10269,222,5,0,0,0,229,43,5,0,0,0,51,9,0,0,0,0,8,279,6,0,0,0,287
SSC10270,83,0,0,0,0,88,27,0,0,0,0,30,8,0,0,0,0,8,119,0,0,0,3,122
SSC10271,1249,162,2141,10,13,3581,40,6,143,3,0,193,15,5,69,0,0,89,1309,172,2355,18,18,3867
SSC10272,26,0,0,0,0,26,8,0,0,0,0,8,4,0,0,0,0,4,36,0,0,0,0,36
SSC10273,1135,34,15,3,3,1192,165,15,3,0,0,182,34,0,0,0,3,36,1331,50,19,3,10,1409
SSC10274,35,0,0,0,0,36,8,0,0,0,0,8,0,0,0,0,0,0,45,0,0,0,0,42
SSC10275,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC10276,1676,221,257,38,4,2195,319,185,106,47,7,664,44,22,13,4,0,83,2038,430,374,88,12,2943
SSC10277,1676,144,16,3,0,1835,249,76,3,0,0,333,45,10,0,0,0,61,1969,234,21,8,0,2223
SSC10278,271,43,7,6,0,328,57,8,8,3,0,84,9,4,3,0,0,14,336,54,19,13,0,419
SSC10279,1605,328,1320,16,10,3282,404,88,344,5,0,848,46,15,63,0,0,129,2056,433,1726,23,15,4256
SSC10280,68,0,0,0,0,66,27,0,0,0,0,27,4,0,0,0,0,4,92,0,0,0,0,95
SSC10281,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC10282,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SSC10283,2088,404,21,3,4,2524,99,142,3,0,0,241,28,59,0,0,0,91,2213,613,27,3,4,2858
SSC10284,150,0,0,7,0,154,63,0,0,3,0,68,12,0,0,0,0,8,225,0,0,9,0,238
SSC10285,23,0,0,0,0,23,4,0,0,0,0,4,0,0,0,0,0,0,27,0,0,0,0,27
SSC10286,41,0,0,0,3,44,19,0,0,0,0,19,0,0,0,0,0,0,62,0,0,0,3,62
SSC10287,25,0,0,10,0,39,9,0,0,12,0,19,0,0,0,0,0,0,37,0,0,20,0,60
SSC10288,18,0,0,5,0,25,4,0,0,0,0,8,0,0,0,0,0,0,25,0,0,8,0,37
SSC10289,128,0,0,4,0,129,49,0,0,0,3,54,4,0,0,0,0,4,183,0,0,3,3,187
SSC10290,46,0,0,0,0,44,13,0,0,0,0,13,0,0,0,0,0,0,55,0,0,0,0,56
SSC10291,45,0,3,0,0,52,13,4,4,0,0,18,3,0,0,0,0,3,62,4,5,0,0,73
SSC10292,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,24
SSC10293,25,0,0,0,0,27,5,0,0,0,0,8,0,0,0,0,0,0,32,0,0,3,0,31
SSC10294,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC10295,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
SSC10296,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7
SSC10297,735,6,0,0,3,745,45,0,0,0,0,49,6,0,0,0,0,9,787,6,3,0,4,805
SSC10298,51,0,0,0,0,51,17,0,0,0,0,17,0,0,0,0,0,0,66,0,0,0,0,66
SSC10299,1329,288,539,32,4,2194,245,30,135,8,3,416,65,16,22,4,0,104,1641,334,694,47,3,2719
SSC10300,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,36
SSC10301,846,68,35,0,3,948,252,29,6,0,0,287,20,3,0,0,0,27,1115,100,39,0,5,1257
SSC10302,53,0,0,0,0,50,4,0,0,0,0,4,0,0,0,0,0,0,57,0,0,0,0,57
SSC10303,1805,54,83,0,8,1948,565,31,96,0,0,694,90,6,14,0,0,117,2464,94,195,3,8,2750
SSC10304,2241,88,100,0,0,2424,298,21,106,0,0,427,58,4,13,0,3,79,2595,113,214,3,5,2930
SSC10305,235,4,0,0,5,247,45,0,0,0,0,44,4,0,0,0,0,8,288,9,0,0,5,302
SSC10306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10307,421,66,17,12,10,517,90,15,9,3,0,117,19,0,0,0,0,22,523,88,29,13,7,657
SSC10308,1316,88,0,0,4,1406,68,0,0,0,0,68,18,0,0,0,0,18,1403,87,0,0,4,1492
SSC10309,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC10310,1522,54,15,0,3,1592,98,3,0,0,4,105,20,0,0,0,0,21,1639,59,14,0,5,1720
SSC10311,21,0,0,0,0,25,3,0,0,0,0,3,0,0,0,0,0,0,28,0,0,0,3,30
SSC10312,96,61,0,0,0,157,13,19,0,0,0,33,8,0,0,0,0,6,113,82,0,0,0,199
SSC10313,83,0,0,0,0,87,23,0,0,0,0,23,3,0,0,0,0,4,112,0,0,0,0,115
SSC10314,19,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,30,0,0,0,0,30
SSC10315,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC10316,318,31,9,0,0,360,64,6,0,0,0,75,16,0,0,0,0,24,405,45,9,0,0,459
SSC10317,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC10318,335,0,10,4,0,352,106,0,11,0,0,123,20,0,0,0,0,19,460,0,24,7,0,495
SSC10319,60,0,0,0,0,60,6,0,0,0,0,6,0,0,0,0,0,0,67,0,0,0,0,67
SSC10320,214,0,0,0,0,214,21,0,0,0,0,21,9,0,0,0,0,9,241,0,0,0,0,246
SSC10321,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,11
SSC10322,730,68,45,4,16,870,92,33,5,4,4,136,16,3,0,0,3,25,842,100,55,10,23,1028
SSC10323,17,0,0,0,3,21,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,3,26
SSC10324,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC10325,30,0,0,0,0,30,7,0,0,0,0,7,0,0,0,0,0,0,35,0,0,0,0,35
SSC10326,17,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14
SSC10327,28,0,0,0,0,28,5,0,0,0,0,5,0,0,0,0,0,0,40,0,0,0,0,40
SSC10328,43,0,0,0,0,44,16,0,0,0,0,16,3,0,0,0,0,3,69,0,0,0,0,70
SSC10329,10,0,0,0,0,10,10,0,0,0,0,10,0,0,0,0,0,0,17,0,0,0,0,17
SSC10330,495,56,118,0,0,667,106,11,11,0,0,119,14,0,0,0,0,14,610,65,128,0,0,809
SSC10331,1850,424,415,14,11,2717,341,108,80,3,0,534,49,15,17,0,0,86,2243,547,518,19,7,3339
SSC10332,22,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,23
SSC10333,68,0,5,73,0,145,5,0,0,14,0,18,3,0,0,6,0,9,77,0,3,86,0,169
SSC10334,2657,1306,1007,31,9,5017,473,215,161,16,4,860,91,40,34,3,7,174,3216,1563,1204,53,16,6049
SSC10335,870,121,116,24,3,1133,159,34,30,3,0,228,26,5,7,0,0,41,1056,161,157,24,3,1397
SSC10336,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20
SSC10337,28,0,0,0,0,28,8,0,0,0,0,7,0,0,0,0,0,0,29,0,0,0,0,32
SSC10338,26,0,0,0,0,26,13,0,0,0,0,13,3,0,0,0,0,3,38,0,0,0,0,37
SSC10339,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC10340,580,266,9,0,0,861,210,147,18,0,0,379,31,14,0,0,0,42,826,432,23,0,0,1281
SSC10341,25,0,0,0,0,25,7,0,0,0,0,10,0,0,0,0,0,0,34,0,0,0,0,38
SSC10342,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20
SSC10343,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC10344,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC10345,33,0,0,0,0,33,3,0,0,0,0,3,3,0,0,0,0,3,42,0,0,0,0,42
SSC10346,52,0,0,0,6,56,24,0,0,0,3,31,3,0,0,0,0,3,83,0,0,0,5,94
SSC10347,100,14,0,0,0,119,9,3,0,0,0,13,4,0,0,0,0,4,117,23,0,0,0,141
SSC10348,933,47,41,3,0,1034,109,9,14,0,0,131,26,5,0,0,0,24,1068,61,57,6,0,1192
SSC10349,141,3,0,0,4,145,30,0,0,0,3,33,3,0,0,0,0,3,173,3,0,0,3,182
SSC10350,84,0,0,0,0,88,7,0,0,0,0,7,0,0,0,0,0,0,92,0,0,0,0,92
SSC10351,1072,0,19,0,0,1092,47,0,0,0,0,49,13,0,0,0,0,13,1131,0,19,0,0,1155
SSC10352,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11
SSC10353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC10354,30,0,0,0,0,30,18,0,0,0,0,18,3,0,0,0,0,3,49,0,0,0,0,49
SSC10355,54,4,5,4,0,68,11,0,0,0,0,10,0,0,0,0,0,0,62,4,11,4,0,83
SSC10356,14,0,0,0,0,14,10,0,0,0,0,6,0,0,0,0,0,0,23,0,0,0,0,26
SSC10357,47,0,0,0,0,50,13,0,0,0,0,13,0,0,0,0,0,0,60,0,0,0,0,63
SSC10358,177,0,0,0,3,189,26,0,0,0,3,26,8,0,0,0,0,8,211,0,0,3,4,222
SSC10359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10360,20,0,0,0,0,20,12,0,0,0,0,12,0,0,0,0,0,0,25,0,0,0,0,25
SSC10361,30,3,0,0,0,35,8,0,0,0,0,8,0,0,0,0,0,0,40,3,0,0,0,37
SSC10362,159,0,0,4,0,164,48,0,0,0,0,48,3,0,0,0,0,3,215,0,0,4,0,216
SSC10363,57,0,0,0,0,60,28,0,0,0,0,28,4,0,0,0,0,4,93,0,0,0,0,93
SSC10364,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC10365,305,4,0,5,0,323,225,11,7,11,0,252,23,0,0,0,0,28,555,15,10,18,0,599
SSC10366,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,9
SSC10367,69,0,0,0,0,69,11,0,0,0,0,11,0,0,0,0,0,0,75,0,0,0,0,75
SSC10368,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC10369,23,0,0,0,0,25,14,0,0,0,0,12,0,0,0,0,0,0,37,0,0,3,0,45
SSC10370,93,0,0,0,0,92,15,0,0,0,0,15,0,0,0,0,0,0,107,0,0,3,0,109
SSC10371,52,0,0,0,0,51,8,0,0,0,0,8,0,0,0,0,0,0,59,0,0,0,0,64
SSC10372,148,0,0,0,3,151,85,0,3,0,3,89,13,0,0,0,0,15,246,0,5,0,8,259
SSC10373,30,0,0,0,0,30,6,0,0,0,0,6,0,0,0,0,0,0,45,0,0,0,0,45
SSC10374,39,922,213,0,6,1182,0,31,17,0,0,51,0,14,6,0,0,23,45,977,232,0,6,1250
SSC10375,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14
SSC10376,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,18,0,0,0,0,18
SSC10377,561,59,49,0,5,680,111,4,8,0,0,131,24,0,5,0,0,29,694,68,70,0,3,835
SSC10378,7,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,16,0,0,0,0,16
SSC10379,617,83,20,3,4,723,121,10,17,0,0,152,23,4,3,0,0,34,760,99,38,3,11,905
SSC10380,64,0,0,0,0,64,13,0,0,0,0,13,0,0,0,0,0,0,75,0,0,0,0,75
SSC10381,48,0,0,0,0,48,14,0,0,0,0,11,3,0,0,0,0,3,62,0,0,0,0,65
SSC10382,13,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,20,0,0,0,0,20
SSC10383,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC10384,188,118,9,3,0,321,30,23,0,0,0,52,4,3,0,0,0,6,219,149,9,3,0,381
SSC10385,145,0,0,0,0,145,16,0,0,0,0,16,3,0,0,0,0,3,166,0,0,0,0,166
SSC10386,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,8
SSC10387,88,0,0,0,0,86,14,0,0,0,0,14,0,0,0,0,0,0,97,0,0,0,0,104
SSC10388,56,0,0,0,0,56,8,0,0,0,0,8,0,0,0,0,0,0,58,0,0,0,0,58
SSC10389,47,0,0,0,0,47,29,0,0,0,0,28,0,0,0,0,0,0,76,0,0,0,0,74
SSC10390,742,83,3,0,0,838,151,34,0,0,0,189,12,3,0,0,0,19,903,123,10,0,0,1038
SSC10391,711,240,10,0,0,959,82,88,13,0,0,184,19,18,0,0,0,32,810,340,18,0,0,1175
SSC10392,670,48,8,0,0,730,214,33,4,0,0,257,40,10,0,0,0,49,924,95,13,0,0,1034
SSC10393,1572,23,8,7,5,1624,231,12,12,3,3,254,38,0,0,0,0,39,1837,40,17,7,10,1912
SSC10394,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC10395,31,0,0,0,6,39,3,0,0,0,12,19,3,0,0,0,0,3,40,0,0,0,22,67
SSC10396,485,36,11,13,5,547,150,22,6,14,0,188,22,0,0,0,0,26,657,58,17,23,5,763
SSC10397,8346,2038,1824,10,38,12252,1490,297,308,4,8,2105,350,98,97,0,11,560,10182,2429,2233,7,55,14915
SSC10398,26,0,0,0,0,26,6,0,0,0,0,6,0,0,0,0,0,0,37,0,0,0,0,37
SSC10399,425,137,3,20,3,586,91,40,3,8,0,145,11,3,0,0,0,18,535,184,11,32,3,752
SSC10400,694,10,0,0,0,699,47,0,0,0,0,47,18,0,0,0,0,18,755,10,0,0,0,769
SSC10401,76,24,0,0,0,95,11,3,0,0,0,16,6,0,0,0,0,6,93,25,0,0,0,113
SSC10402,34,0,0,0,0,35,14,0,0,0,0,14,0,0,0,0,0,0,50,0,0,0,0,53
SSC10403,1490,105,67,8,9,1672,146,18,15,0,3,183,36,0,8,0,0,44,1667,122,90,6,6,1904
SSC10404,20,0,0,0,0,20,6,0,0,0,0,6,0,0,0,0,0,0,24,0,0,0,0,24
SSC10405,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,15
SSC10406,69,0,0,0,0,69,14,0,0,0,0,14,0,0,0,0,0,0,86,0,0,0,0,86
SSC10407,2193,121,0,0,3,2323,175,52,0,0,0,223,33,7,0,0,0,40,2400,181,4,0,3,2584
SSC10408,39,0,0,0,0,39,8,0,0,0,0,8,0,0,0,0,0,0,45,0,0,0,0,45
SSC10409,117,0,0,0,0,117,11,0,0,0,0,11,3,0,0,0,0,3,137,0,0,0,0,137
SSC10410,845,9,26,8,0,887,250,9,22,4,0,290,44,0,3,3,26,75,1139,24,52,15,29,1253
SSC10411,1541,334,0,0,7,1884,133,100,0,0,0,232,23,9,0,0,3,38,1697,443,0,0,12,2153
SSC10412,41,0,0,0,0,41,8,0,0,0,0,8,0,0,0,0,0,0,55,0,0,0,0,55
SSC10413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10414,177,128,42,3,0,343,30,23,16,0,0,75,5,8,0,0,0,13,211,153,60,8,0,431
SSC10415,1718,19,5,0,0,1747,285,6,0,3,0,292,54,0,0,0,0,54,2057,31,3,3,0,2094
SSC10416,74,0,0,0,0,75,22,0,0,0,0,26,0,0,0,0,0,0,99,0,0,3,0,101
SSC10417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10418,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC10419,22,0,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,22
SSC10420,38,7,0,18,0,62,7,0,0,10,0,16,0,0,0,0,0,0,43,7,0,26,0,73
SSC10421,450,0,0,20,4,468,47,0,0,15,3,70,10,0,4,6,0,17,502,3,3,36,3,550
SSC10422,1446,126,48,3,13,1636,174,53,13,0,0,239,37,7,3,0,7,46,1653,186,63,3,18,1923
SSC10423,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
SSC10424,42,0,0,0,0,42,9,0,0,0,0,9,0,0,0,0,0,0,44,0,0,0,0,44
SSC10425,263,31,0,0,0,298,29,3,0,0,0,32,7,0,0,0,0,7,297,38,0,0,0,334
SSC10426,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
SSC10427,40,0,0,0,0,40,11,0,0,0,0,11,0,0,0,0,0,3,55,0,0,0,0,52
SSC10428,19,0,0,0,0,19,3,0,0,0,0,6,3,0,0,0,0,0,23,0,0,0,0,29
SSC10429,105,0,0,8,0,114,16,0,0,4,0,27,7,0,0,3,0,11,132,0,0,15,0,142
SSC10430,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5
SSC10431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10432,35,0,0,3,0,35,8,0,0,0,0,15,0,0,0,0,0,0,47,0,0,3,0,52
SSC10433,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,18,0,0,0,0,18
SSC10434,223,0,0,4,3,227,53,0,0,4,0,56,14,0,0,0,0,10,288,0,0,6,3,296
SSC10435,20,0,0,0,0,20,13,0,0,0,0,13,0,0,0,0,0,0,29,0,0,0,0,29
SSC10436,18,0,0,5,0,23,4,0,0,0,0,3,0,0,0,0,0,0,25,0,0,7,0,31
SSC10437,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC10438,58,0,0,0,0,58,23,0,0,0,0,23,3,0,0,0,0,3,87,0,0,0,0,87
SSC10439,622,223,61,0,3,914,78,58,25,0,0,158,15,9,23,0,0,49,720,284,114,3,7,1128
SSC10440,23,0,0,0,0,23,9,0,0,0,0,9,3,0,0,0,0,3,36,0,0,0,0,36
SSC10441,149,0,0,0,0,149,122,0,3,0,0,125,9,0,0,0,0,9,281,0,8,0,0,285
SSC10442,263,0,6,6,3,279,121,0,11,3,0,134,10,0,3,0,0,12,395,0,16,7,3,423
SSC10443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10444,40,0,0,0,0,40,8,0,0,0,0,8,0,0,0,0,0,0,52,0,0,0,0,52
SSC10445,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29
SSC10446,10,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,18
SSC10447,23,0,0,0,0,20,6,0,0,0,0,6,0,0,0,0,0,0,22,0,0,0,0,26
SSC10448,33,0,0,0,0,33,3,0,0,0,0,3,0,0,0,0,0,0,36,0,0,0,0,36
SSC10449,534,33,28,0,0,596,106,23,17,0,0,141,15,6,0,0,0,18,644,60,48,0,0,755
SSC10450,291,16,0,0,0,314,31,0,0,0,0,33,3,0,0,0,0,3,326,20,0,0,0,347
SSC10451,842,16,0,0,3,857,70,7,0,0,0,74,10,0,0,0,0,17,924,23,0,0,3,948
SSC10452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10453,1605,298,78,40,5,2025,333,147,41,53,0,571,58,21,3,10,4,94,1999,470,125,99,7,2696
SSC10454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC10455,355,3,9,0,3,375,152,5,6,0,0,164,10,0,0,0,0,16,519,10,13,5,4,549
SSC10456,33,0,0,0,0,33,7,0,0,0,0,11,0,0,0,0,0,0,39,0,0,0,0,42
SSC10457,103,0,0,0,0,105,13,0,0,0,0,13,3,0,0,0,0,3,117,0,0,0,0,121
SSC10458,33,3,0,0,0,38,5,0,0,0,0,5,0,0,0,0,0,0,36,3,0,0,0,41
SSC10459,70,0,0,0,0,75,27,0,0,0,0,27,3,0,0,0,0,3,96,0,0,0,0,100
SSC10460,15,0,0,0,0,16,6,0,0,0,0,6,0,0,0,0,0,0,19,0,0,0,0,22
SSC10461,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC10462,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,11
SSC10463,93,3,0,3,0,98,39,0,0,0,0,37,4,0,0,0,0,4,140,3,0,3,3,148
SSC10464,256,447,2670,53,45,3472,26,38,321,4,8,389,11,9,108,0,6,129,295,488,3101,56,52,3992
SSC10465,186,486,3513,3,11,4197,15,38,350,0,0,401,6,18,124,0,0,146,213,537,3983,3,15,4745
SSC10466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10467,184,884,1849,177,13,3108,9,71,276,18,3,377,4,31,88,3,3,134,201,985,2217,195,16,3615
SSC10468,1110,17,0,0,0,1127,169,6,0,0,0,175,36,0,0,0,0,37,1310,18,3,0,0,1335
SSC10469,681,3,3,0,0,693,25,0,0,0,0,30,7,0,0,0,0,7,716,3,4,0,0,725
SSC10470,907,12,5,41,0,965,95,5,0,20,0,123,21,0,0,0,0,28,1023,19,4,62,0,1114
SSC10471,1611,366,9,7,0,1990,232,146,6,0,0,386,59,24,0,5,0,86,1900,538,22,11,0,2465
SSC10472,1591,61,0,0,3,1654,186,4,0,0,0,194,51,0,0,0,0,51,1829,63,0,0,4,1901
SSC10473,27,0,0,0,0,30,11,0,0,0,0,11,0,0,0,0,0,0,39,0,0,0,0,41
SSC10474,736,4,3,18,3,763,61,3,0,7,0,69,8,0,0,0,0,10,804,7,3,31,5,841
SSC10475,34,0,0,0,0,40,10,0,0,0,0,13,3,0,0,0,0,3,54,0,0,0,0,56
SSC10476,18,0,0,0,0,23,6,0,0,0,0,6,0,0,0,0,0,0,26,0,0,0,0,28
SSC10477,239,171,18,17,4,442,61,50,8,0,3,127,8,9,3,0,0,19,304,227,26,17,5,588
SSC10478,37,0,0,3,0,41,14,0,0,0,0,14,3,0,0,0,0,3,52,0,0,3,0,51
SSC10479,6,0,0,0,0,6,5,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,8
SSC10480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10481,28,0,0,0,0,31,3,0,0,0,0,3,0,0,0,0,0,0,34,0,0,0,0,38
SSC10482,302,7,3,0,0,309,86,8,4,0,0,98,8,0,0,0,0,8,389,8,9,0,0,416
SSC10483,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC10484,24,0,0,0,0,24,7,0,0,0,0,7,4,0,0,0,0,4,31,0,0,0,0,31
SSC10485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10486,20,0,0,0,0,20,3,0,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,22
SSC10487,71,10,10,0,0,89,9,0,3,0,0,13,0,0,0,0,0,3,81,8,18,0,0,109
SSC10488,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,16
SSC10489,42,0,0,0,0,45,21,0,0,0,0,21,5,0,0,0,0,5,67,0,0,0,0,69
SSC10490,5,0,0,0,0,5,3,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,11
SSC10491,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
