SA2_MAINCODE_2016,C11_F_u_a_a_h_FH_One_PFam,C11_F_u_a_a_h_FH_oth_fa,C11_F_u_a_a_h_FH_Tot,C11_F_u_a_a_h_LP_H,C11_F_u_a_a_h_GH,C11_F_u_a_a_h_OH,C11_F_u_a_a_h_Tot,C11_F_u_a_T_FH_CF_no_ch,C11_F_u_a_T_FH_CF_w_ch,C11_F_u_a_T_FH_One_PFam,C11_F_u_a_T_FH_oth_fa,C11_F_u_a_T_FH_Tot,C11_F_u_a_T_LP_H,C11_F_u_a_T_GH,C11_F_u_a_T_OH,C11_F_u_a_T_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_T_FH_CF_no_ch,C11_OD_T_FH_CF_w_ch,C11_OD_T_FH_One_PFam,C11_OD_T_FH_oth_fa,C11_OD_T_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_T_T,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_T,C11_T_FH_CF_no_ch,C11_T_FH_CF_w_ch,C11_T_FH_One_PFam,C11_T_FH_oth_fa,C11_T_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_T_T,C16_S_h_FH_CF_no_ch,C16_S_h_FH_CF_w_ch,C16_S_h_FH_One_PFam,C16_S_h_FH_oth_fa,C16_S_h_FH_Tot,C16_S_h_LP_H,C16_S_h_GH,C16_S_h_OH,C16_S_h_Tot,C16_Sd_r_t_1_FH_CF_no_ch,C16_Sd_r_t_1_FH_CF_w_ch,C16_Sd_r_t_1_FH_One_PFam,C16_Sd_r_t_1_FH_oth_fa,C16_Sd_r_t_1_FH_Tot,C16_Sd_r_t_1_LP_H,C16_Sd_r_t_1_GH,C16_Sd_r_t_1_OH,C16_Sd_r_t_1_Tot,C16_Sd_r_t_2m_FH_CF_no_ch,C16_Sd_r_t_2m_FH_CF_w_ch,C16_Sd_r_t_2m_FH_One_PFam,C16_Sd_r_t_2m_FH_oth_fa,C16_Sd_r_t_2m_FH_Tot,C16_Sd_r_t_2m_LP_H,C16_Sd_r_t_2m_GH,C16_Sd_r_t_2m_OH,C16_Sd_r_t_2m_Tot,C16_Sd_r_t_T_FH_CF_no_ch,C16_Sd_r_t_T_FH_CF_w_ch,C16_Sd_r_t_T_FH_One_PFam,C16_Sd_r_t_T_FH_oth_fa,C16_Sd_r_t_T_FH_Tot,C16_Sd_r_t_T_LP_H,C16_Sd_r_t_T_GH,C16_Sd_r_t_T_OH,C16_Sd_r_t_T_Tot,C16_F_u_a_1_2_FH_CF_no_ch,C16_F_u_a_1_2_FH_CF_w_ch,C16_F_u_a_1_2_FH_One_PFam,C16_F_u_a_1_2_FH_oth_fa,C16_F_u_a_1_2_FH_Tot,C16_F_u_a_1_2_LP_H,C16_F_u_a_1_2_GH,C16_F_u_a_1_2_OH,C16_F_u_a_1_2_Tot,C16_F_u_a_3_FH_CF_no_ch,C16_F_u_a_3_FH_CF_w_ch,C16_F_u_a_3_FH_One_PFam,C16_F_u_a_3_FH_oth_fa,C16_F_u_a_3_FH_Tot,C16_F_u_a_3_LP_H,C16_F_u_a_3_GH,C16_F_u_a_3_OH,C16_F_u_a_3_Tot,C16_F_u_a_4m_FH_CF_no_ch,C16_F_u_a_4m_FH_CF_w_ch,C16_F_u_a_4m_FH_One_PFam,C16_F_u_a_4m_FH_oth_fa,C16_F_u_a_4m_FH_Tot,C16_F_u_a_4m_LP_H,C16_F_u_a_4m_GH,C16_F_u_a_4m_OH,C16_F_u_a_4m_Tot,C16_F_u_a_a_h_FH_CF_no_ch,C16_F_u_a_a_h_FH_CF_w_ch,C16_F_u_a_a_h_FH_One_PFam,C16_F_u_a_a_h_FH_oth_fa,C16_F_u_a_a_h_FH_Tot,C16_F_u_a_a_h_LP_H,C16_F_u_a_a_h_GH,C16_F_u_a_a_h_OH,C16_F_u_a_a_h_Tot,C16_F_u_a_T_FH_CF_no_ch,C16_F_u_a_T_FH_CF_w_ch,C16_F_u_a_T_FH_One_PFam,C16_F_u_a_T_FH_oth_fa,C16_F_u_a_T_FH_Tot,C16_F_u_a_T_LP_H,C16_F_u_a_T_GH,C16_F_u_a_T_OH,C16_F_u_a_T_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_T_FH_CF_no_ch,C16_OD_T_FH_CF_w_ch,C16_OD_T_FH_One_PFam,C16_OD_T_FH_oth_fa,C16_OD_T_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_T_T,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_T,C16_T_FH_CF_no_ch,C16_T_FH_CF_w_ch,C16_T_FH_One_PFam,C16_T_FH_oth_fa
117011322,0,0,0,0,0,0,0,815,875,380,101,2172,1123,284,265,3843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,0,22,5,0,4,36,7,5,4,0,22,5,0,4,36,0,0,0,0,5,10,3,0,10,1619,2414,835,177,5045,1721,409,398,7573,640,1296,348,62,2339,488,110,105,3045,95,178,67,3,348,103,28,17,495,11,24,6,3,40,6,8,11,69,107,198,76,7,387,113,31,29,563,211,386,146,35,776,311,94,44,1218,193,275,119,26,613,366,70,63,1112,984,551,137,81,1748,655,490,252,3148,0,0,4,0,4,0,0,0,3,1392,1213,405,137,3145,1335,654,364,5486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,18,15,3,3,42,24,6,4,78,18,13,5,3,44,24,6,4,81,6,17,3,0,27,18,3,3,51,2159,2739,832,206
117011323,0,0,0,0,0,0,4,378,524,276,40,1220,636,115,119,2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,774,1323,527,74,2701,1073,185,191,4152,267,640,166,27,1089,234,36,68,1424,53,74,34,11,170,111,17,15,313,51,103,75,9,242,135,15,28,421,108,172,111,18,414,242,28,42,729,13,12,9,3,38,109,8,14,170,279,391,196,23,890,374,87,133,1484,133,147,51,13,348,95,44,50,540,0,0,0,0,0,0,0,0,0,430,550,257,38,1275,580,137,204,2191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,4,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,6,803,1365,531,83
117011324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
117011325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117021326,5,0,14,16,3,3,38,838,506,341,85,1770,1523,357,266,3918,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,5,18,26,7,4,57,29,22,18,116,23,27,7,4,57,26,22,21,128,3,0,3,0,7,0,0,0,12,2194,2450,1061,196,5902,2479,807,524,9717,719,1239,439,59,2455,456,257,153,3315,386,469,134,18,1001,303,184,69,1551,99,159,47,10,315,60,67,37,482,482,630,174,29,1317,368,252,107,2038,319,161,133,22,637,497,180,162,1483,477,269,171,26,946,721,223,148,2039,377,152,62,28,622,386,120,112,1242,13,13,7,0,38,27,9,9,80,1188,594,381,79,2237,1633,534,434,4846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,28,17,6,83,42,35,20,182,33,28,17,6,86,42,35,19,183,12,14,0,0,33,31,3,5,66,2431,2506,1014,179
117021327,3,0,16,15,0,4,35,728,208,150,57,1134,1338,320,283,3081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,18,9,4,76,34,29,14,151,41,18,9,4,76,34,29,14,151,0,4,0,0,4,0,0,0,9,1902,1681,579,131,4291,2339,901,575,8102,338,564,152,31,1084,265,198,96,1647,419,525,150,31,1123,341,195,84,1746,297,406,89,16,811,177,169,83,1239,717,929,235,47,1933,521,359,173,2987,390,118,86,19,620,711,198,273,1797,311,88,44,18,460,399,141,117,1119,168,48,18,10,249,300,52,57,654,24,11,7,0,40,27,10,18,100,892,261,166,37,1361,1438,403,464,3670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,23,13,9,105,56,44,56,256,54,23,13,9,105,56,44,58,261,15,10,0,0,29,52,11,6,95,2019,1791,567,125
117021328,0,0,3,4,0,0,6,94,32,18,7,153,137,55,39,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,3,6,17,0,4,0,0,8,7,3,6,18,8,3,0,4,9,7,3,0,16,714,678,285,57,1740,651,311,190,2894,274,430,151,20,874,245,141,64,1320,181,184,63,15,451,176,66,42,731,115,110,26,11,258,48,78,25,407,300,297,85,25,709,227,140,64,1139,37,8,3,0,48,35,13,9,113,74,15,7,4,102,53,26,31,215,56,19,0,0,79,42,22,21,159,8,3,7,0,17,17,5,6,44,179,49,18,5,253,150,67,71,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,18,14,7,6,52,10,3,0,0,18,14,7,6,52,6,3,0,0,10,9,0,0,17,761,782,258,52
117031329,0,0,3,0,0,3,5,1073,122,63,42,1302,1924,363,643,4228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,9,3,0,0,10,14,3,14,42,9,3,0,0,10,14,3,47,77,7,0,0,0,7,10,5,3,29,1413,279,115,57,1860,2277,606,844,5586,12,4,0,0,18,3,6,11,34,74,26,12,3,115,69,42,15,235,233,122,54,15,426,229,186,141,978,309,146,62,19,538,292,228,156,1216,151,21,16,8,191,275,72,85,630,191,27,9,4,235,346,38,139,757,921,149,46,19,1138,1347,233,513,3233,3,0,0,0,3,0,0,0,4,1263,200,70,30,1566,1969,344,744,4621,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,19,19,0,0,0,0,3,11,3,8,23,0,0,0,0,3,9,3,22,40,13,8,0,0,15,43,0,12,76,1594,355,136,49
117031330,0,0,0,6,0,0,3,1254,310,122,53,1742,1420,498,229,3884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,3,0,0,0,7,7,7,0,13,3,0,0,0,7,7,7,11,21,3,0,0,0,4,3,0,0,7,2096,957,327,105,3484,2116,910,354,6861,66,68,16,6,158,57,28,12,258,301,171,74,13,558,260,108,55,988,490,453,113,24,1082,297,299,110,1784,789,624,188,39,1642,555,403,166,2770,58,19,16,0,98,175,31,68,375,243,61,22,12,340,220,110,53,719,1289,354,83,39,1772,970,389,291,3425,0,0,0,0,0,0,0,0,0,1586,438,124,51,2207,1363,540,412,4515,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,7,3,0,15,10,3,12,41,7,7,4,0,20,9,3,15,42,16,4,0,0,17,19,3,3,47,2472,1137,332,96
117031331,3,0,6,5,0,0,18,1111,235,163,78,1582,1976,383,541,4481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,7,4,8,0,20,14,23,13,68,7,4,8,0,20,14,23,28,86,0,0,0,0,0,0,0,0,3,1965,923,570,143,3605,2931,858,810,8206,62,86,28,3,174,78,23,23,297,159,128,66,8,363,249,87,70,767,663,526,260,39,1489,700,394,235,2813,821,654,327,44,1853,953,479,305,3580,96,28,14,8,148,201,49,62,459,365,123,72,28,581,676,164,166,1588,991,241,88,66,1394,1210,305,381,3287,0,0,0,0,0,3,0,0,0,1450,391,179,102,2122,2086,516,604,5339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,11,8,0,5,24,28,19,9,80,11,8,0,5,24,28,16,41,116,7,8,3,0,16,37,9,57,121,2354,1146,537,162
117031332,0,0,3,9,0,0,9,853,166,86,70,1171,1655,482,457,3767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,21,10,0,3,38,21,26,17,101,21,10,0,3,38,21,26,39,129,8,3,3,0,15,16,9,0,35,2393,1255,438,184,4267,2868,1468,803,9404,99,108,20,8,236,57,57,31,379,627,441,135,31,1236,507,359,110,2206,694,603,158,50,1509,520,609,194,2830,1322,1041,296,84,2746,1028,970,305,5044,169,32,13,9,229,267,79,88,665,382,78,29,26,513,607,175,156,1455,524,89,47,25,691,1706,293,458,3151,3,0,0,0,5,0,0,3,8,1081,199,91,61,1438,2582,549,711,5283,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,15,24,28,18,8,3,58,42,59,38,200,35,17,8,3,63,42,56,59,229,4,14,3,0,20,23,13,9,75,2546,1389,421,154
117031333,0,0,0,7,0,3,6,2196,390,197,75,2864,4899,714,1611,10087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,149,5,0,0,0,5,27,3,4,41,2337,451,299,90,3175,5144,796,1899,11012,13,11,6,0,22,10,3,11,53,3,0,3,0,8,8,0,3,14,206,59,87,14,368,332,108,96,906,208,63,91,14,379,338,108,105,927,59,16,14,7,95,143,27,39,301,367,52,36,15,468,795,124,240,1630,2033,331,172,50,2595,3866,547,1151,8159,0,0,0,0,0,0,0,0,0,2465,398,223,70,3154,4806,704,1421,10089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,99,8,0,0,0,11,23,3,12,50,8,0,0,0,11,24,3,110,150,13,3,3,0,15,51,4,5,81,2701,474,323,88
117031334,0,0,7,0,0,0,3,2208,796,355,189,3549,2355,969,1257,8133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,11,5,0,0,15,15,8,3,40,2411,905,418,210,3949,2546,1100,1346,8943,20,4,10,0,33,18,10,11,73,20,5,3,0,32,11,17,10,76,140,107,45,18,309,121,88,71,584,167,116,47,15,343,130,102,77,660,33,14,9,4,57,34,17,18,123,155,62,36,13,273,208,148,59,679,2090,879,349,158,3476,2040,1271,952,7743,3,0,0,0,3,0,0,0,3,2280,955,400,176,3812,2275,1442,1027,8558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,0,0,12,0,0,0,0,3,3,0,3,12,10,3,0,0,14,16,12,12,55,2481,1074,453,195
117031335,4,0,11,5,3,10,31,1316,274,207,114,1911,2378,751,746,5780,3,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3,3,8,0,0,3,9,14,5,8,32,6,0,0,7,12,14,9,12,41,3,0,3,0,11,11,0,0,22,1895,623,399,167,3087,2932,1283,1027,8332,23,13,3,0,37,21,7,8,76,111,56,30,3,195,113,59,20,385,420,324,130,42,920,357,436,145,1857,532,374,161,46,1114,467,496,167,2243,68,15,10,4,93,133,28,68,326,365,77,82,28,552,648,220,262,1685,1525,290,177,143,2127,2287,989,776,6181,0,0,0,0,0,3,0,0,4,1961,380,272,169,2780,3074,1235,1106,8193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,14,4,0,0,22,40,20,18,100,17,4,0,0,23,40,20,40,126,19,9,0,0,25,28,14,3,73,2547,778,430,216
117031336,0,0,0,0,0,0,3,1449,187,134,74,1846,2427,573,807,5661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,14,15,9,0,31,17,16,4,69,14,15,9,0,31,17,16,30,90,4,3,0,0,8,14,0,3,21,2083,488,215,130,2919,2970,1061,1078,8035,11,3,3,0,19,6,3,0,28,34,14,3,4,48,28,8,16,99,581,279,96,40,995,516,497,199,2204,611,286,100,43,1046,544,510,216,2302,37,4,3,0,40,63,28,22,153,200,43,38,10,287,322,123,137,869,1391,184,89,53,1719,1965,439,610,4737,0,0,0,0,0,0,0,3,3,1627,239,124,60,2053,2349,584,773,5764,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,23,23,3,3,0,0,9,16,9,12,40,8,3,0,0,11,16,9,36,65,6,9,3,0,19,18,16,17,73,2260,540,232,103
117031337,0,0,0,4,0,3,4,2339,662,302,390,3695,2667,1449,2291,10100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,231,0,0,0,0,0,0,3,0,3,0,4,0,0,4,0,3,231,237,5,7,5,0,9,19,3,5,41,2431,712,369,410,3919,2887,1490,2635,10932,3,3,0,0,9,5,0,8,26,0,0,3,0,3,12,0,4,23,37,17,14,0,67,19,15,8,105,36,19,11,0,70,33,15,12,123,3,0,0,0,3,5,0,8,17,11,0,4,0,15,11,0,11,43,2891,891,349,347,4474,2608,1789,1792,10660,0,0,0,0,0,0,0,0,3,2904,895,351,350,4494,2623,1796,1810,10725,0,0,0,0,0,0,0,3,3,0,0,0,0,0,32,0,389,423,0,3,0,0,3,0,0,4,12,3,3,0,0,3,32,3,399,434,7,3,4,3,10,14,4,14,45,2951,920,364,351
117031338,3,0,6,24,0,4,41,1775,754,398,210,3133,2424,1010,1077,7650,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,6,0,6,0,0,3,3,0,0,8,52,11,32,6,100,202,12,36,343,2285,1341,696,243,4569,3092,1169,1304,10130,162,318,75,9,568,131,33,29,762,82,91,32,12,215,108,39,33,393,191,190,168,23,577,202,115,76,981,275,277,200,38,793,312,154,109,1370,47,17,6,3,77,132,34,79,318,255,153,133,19,560,430,111,166,1260,3413,1132,454,221,5218,3171,2053,1272,11713,3,3,0,0,8,7,3,0,16,3713,1304,595,245,5859,3732,2200,1518,13309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,11,0,0,14,3,9,8,35,3,11,0,0,14,3,9,11,38,19,7,3,0,28,31,13,8,82,4169,1913,875,291
118011339,0,0,7,0,3,0,14,1300,523,246,60,2124,1609,700,814,5242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,0,0,41,17,8,8,82,20,18,0,0,41,17,8,8,82,3,0,0,0,6,3,0,0,8,1878,1638,420,85,4017,1996,854,1032,7895,269,617,68,10,967,158,46,82,1255,125,230,45,5,395,109,42,30,576,87,286,45,3,420,52,17,30,521,207,518,88,9,821,156,62,56,1100,234,147,69,6,458,232,123,103,909,682,269,98,31,1084,728,419,348,2577,473,217,62,18,770,590,252,237,1851,3,3,0,0,4,0,4,0,7,1395,638,226,53,2318,1544,793,689,5349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,4,0,40,25,21,3,97,18,12,4,0,40,25,21,8,100,20,10,0,0,31,26,5,3,69,1916,1800,392,75
118011340,0,0,0,0,0,0,3,1414,580,276,77,2343,2034,939,942,6261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,7,0,3,14,19,7,5,52,7,7,0,3,13,25,7,5,51,3,3,0,0,4,0,0,0,10,1927,1697,478,103,4203,2500,1158,1153,9018,160,422,71,13,662,102,41,43,852,141,322,71,4,538,173,70,59,833,140,401,56,0,598,62,28,23,720,273,728,132,9,1142,233,99,80,1557,443,295,116,25,871,461,310,258,1902,963,348,146,26,1485,1056,546,564,3649,277,77,38,3,393,422,118,202,1137,0,0,0,0,3,0,3,0,3,1685,721,302,54,2754,1936,976,1025,6695,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,8,0,0,0,0,6,3,3,3,11,3,0,0,0,3,3,3,14,24,3,6,0,0,9,4,3,0,17,2125,1879,501,71
118011341,0,0,0,3,0,0,5,884,351,218,69,1523,1451,340,531,3844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,8,3,0,21,15,0,10,53,9,6,3,0,25,17,0,19,59,3,12,0,0,17,3,5,3,29,1523,1417,524,98,3555,2036,571,774,6946,180,418,81,11,677,104,44,50,875,167,238,66,9,483,136,71,73,758,221,449,119,20,810,198,92,79,1177,389,691,188,31,1292,332,161,150,1937,161,82,46,9,295,236,82,88,699,306,134,52,13,509,390,129,175,1201,508,195,111,29,849,662,177,341,2027,3,0,0,0,3,3,0,3,5,981,414,214,49,1656,1291,392,601,3938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,24,20,0,107,106,13,16,238,56,24,20,0,107,106,13,18,243,3,8,0,0,16,14,0,5,32,1601,1551,502,91
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011343,0,0,7,3,0,0,10,1947,780,418,119,3269,2624,655,1060,7606,0,0,0,0,3,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,7,0,0,0,0,3,7,3,0,15,2677,2074,644,163,5555,3143,738,1374,10816,474,1055,155,16,1699,243,35,105,2084,29,25,13,0,67,25,8,8,112,182,187,63,5,434,109,16,59,624,208,217,69,5,504,135,22,68,730,174,192,73,11,453,210,60,97,825,834,421,184,36,1480,906,327,311,3020,1139,415,215,59,1826,1505,365,590,4293,11,12,5,0,22,11,3,7,50,2166,1038,479,103,3789,2632,760,1003,8182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,11,12,8,0,33,7,0,3,0,11,13,8,4,37,12,12,0,0,22,20,0,5,53,2865,2327,706,128
118011344,0,0,3,0,0,0,3,522,358,154,33,1072,761,143,142,2125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,9,0,0,13,5,0,0,13,1027,1351,309,53,2737,1042,196,204,4173,329,731,93,21,1180,161,19,50,1408,30,65,14,0,103,25,0,10,136,62,202,28,0,297,37,10,20,365,91,262,43,3,403,62,8,26,505,70,97,34,5,211,133,19,28,391,365,318,120,21,836,431,92,109,1467,109,63,34,0,202,151,18,40,417,0,0,0,0,0,3,0,0,3,547,485,192,35,1254,713,138,177,2279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,5,0,17,3,0,3,25,8,7,5,0,17,3,0,3,25,5,10,0,0,17,0,0,0,18,981,1491,337,58
118011345,0,0,0,0,0,0,4,546,108,81,23,759,1439,214,338,2752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,16,4,4,0,21,8,3,13,46,16,4,4,0,21,8,3,22,56,9,4,3,0,11,15,6,4,37,1599,1079,327,82,3088,2339,708,761,6900,57,103,16,3,179,39,20,18,253,64,44,28,0,131,71,24,31,257,914,944,237,49,2145,695,405,261,3503,976,990,266,48,2275,765,431,291,3766,87,24,14,3,126,147,40,60,373,176,69,22,10,283,281,65,102,728,388,81,41,12,519,959,106,223,1812,0,0,0,0,0,0,0,0,3,656,169,76,28,926,1391,215,381,2909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,7,3,0,26,24,7,6,65,14,7,3,0,26,24,7,11,64,15,4,3,0,17,16,7,3,45,1710,1268,362,81
