SA2_MAINCODE_2016,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_T,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_T_T,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_S_r_t_h_t_1_s_NPUR_1,C16_S_r_t_h_t_1_s_NPUR_2,C16_S_r_t_h_t_1_s_NPUR_3,C16_S_r_t_h_t_1_s_NPUR_4,C16_S_r_t_h_t_1_s_NPUR_5,C16_S_r_t_h_t_1_s_NPUR_6mo,C16_SDRTHTS_To,C16_S_r_t_h_t_2mor_s_NPUR_1,C16_S_r_t_h_t_2mor_s_NPUR_2,C16_S_r_t_h_t_2mor_s_NPUR_3,C16_S_r_t_h_t_2mor_s_NPUR_4,C16_S_r_t_h_t_2mor_s_NPUR_5,C16_SDRTHT2S_NPUR_6mo,C16_SDRTHT2S_To,C16_Sd_r_t_h_t_To_NPUR_1,C16_Sd_r_t_h_t_To_NPUR_2,C16_Sd_r_t_h_t_To_NPUR_3,C16_Sd_r_t_h_t_To_NPUR_4,C16_Sd_r_t_h_t_To_NPUR_5,C16_SDRTHT_NPUR_6mor,C16_Sd_r_t_h_t_To_Tot,C16_Fl_u_a_1_2SB_NPUR_1,C16_Fl_u_a_1_2SB_NPUR_2,C16_Fl_u_a_1_2SB_NPUR_3,C16_Fl_u_a_1_2SB_NPUR_4,C16_Fl_u_a_1_2SB_NPUR_5,C16_F_u_a_1_2SB_NPUR_6mor,C16_FUA_1_2SB_Tot,C16_F_u_a_I_a_3SB_NPUR_1,C16_F_u_a_I_a_3SB_NPUR_2,C16_F_u_a_I_a_3SB_NPUR_3,C16_F_u_a_I_a_3SB_NPUR_4,C16_F_u_a_I_a_3SB_NPUR_5,C16_F_u_a_I_a_3SB_NPUR_6m,C16_FUA_In_a_3_st_b_To,C16_F_u_a_4mor_s_b_NPUR_1,C16_F_u_a_4mor_s_b_NPUR_2,C16_F_u_a_4mor_s_b_NPUR_3,C16_F_u_a_4mor_s_b_NPUR_4,C16_F_u_a_4mor_s_b_NPUR_5,C16_F_u_a_4m_s_b_NPUR_6mor,C16_FUA_4mor_st_bl_Tot,C16_FUA_AH_NPUR_1,C16_FUA_AH_NPUR_2,C16_FUA_AH_NPUR_3,C16_FUA_AH_NPUR_4,C16_FUA_AH_NPUR_5,C16_FUA_AH_NPUR_6mo,C16_FUA_AH_Tot,C16_FUA_To_NPUR_1,C16_FUA_To_NPUR_2,C16_FUA_To_NPUR_3,C16_FUA_To_NPUR_4,C16_FUA_To_NPUR_5,C16_FUA_To_NPUR_6mo,C16_FUA_To_To,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mo,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mo,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4,C16_OD_H_f_a_s_o_NPUR_5,C16_OD_H_f_a_s_o_NPUR_6mor,C16_OD_H_f_a_s_o_TO,C16_OD_Tot_NPUR_1,C16_OD_Tot_NPUR_2,C16_OD_Tot_NPUR_3,C16_OD_Tot_NPUR_4,C16_OD_Tot_NPUR_5,C16_OD_Tot_NPUR_6mor,C16_OD_T_T,C16_DS_ns_NPUR_1,C16_DS_ns_NPUR_2,C16_DS_ns_NPUR_3,C16_DS_ns_NPUR_4,C16_DS_ns_NPUR_5,C16_DS_ns_NPUR_6more,C16_Dwg_st_NS_T,C16_Tot_NPUR_1,C16_Tot_NPUR_2,C16_Tot_NPUR_3,C16_Tot_NPUR_4,C16_Tot_NPUR_5,C16_Tot_NPUR_6more,C16_T_T
110011186,0,0,12,2337,2783,1141,1018,491,211,7979,1612,2417,1017,907,437,209,6590,403,211,70,51,12,3,749,81,33,11,5,4,0,143,490,244,79,55,15,4,888,285,109,31,18,9,3,459,29,7,5,5,0,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,120,33,21,9,9,503,13,6,0,0,0,0,23,0,0,0,0,0,0,3,3,3,0,0,0,0,7,16,11,4,0,0,0,35,28,14,7,3,6,0,67,2460,2809,1145,993,467,217,8089
110011187,0,0,0,427,601,202,204,109,57,1600,373,601,216,222,104,47,1555,5,6,0,5,0,0,16,0,0,0,0,0,0,0,6,6,0,5,0,0,21,21,4,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,3,0,0,0,29,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,6,3,8,0,0,0,0,14,402,623,222,233,104,43,1628
110011188,0,0,0,492,852,302,319,148,81,2184,529,869,264,317,133,54,2168,5,0,3,0,0,0,10,0,0,0,0,0,0,0,12,4,3,0,0,0,15,27,4,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,0,0,33,12,3,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,3,0,0,6,12,7,0,3,0,0,21,7,10,3,0,0,0,20,587,898,270,319,138,54,2263
110011189,0,0,0,357,516,150,142,76,34,1280,337,462,134,130,84,20,1170,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,20,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,20,4,0,0,0,0,24,5,3,0,0,0,0,10,0,0,0,0,0,0,3,0,4,0,0,0,0,3,3,4,4,0,0,0,13,5,5,3,0,4,0,21,369,488,142,138,84,20,1239
110021190,0,0,7,1071,1370,406,341,199,74,3465,980,1261,386,301,177,63,3174,27,5,0,0,0,0,33,3,0,0,0,0,0,3,27,5,0,0,0,0,36,95,19,5,3,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,19,5,3,0,0,128,13,5,3,0,0,0,23,0,0,0,0,0,0,5,0,4,0,0,0,0,7,19,11,3,0,0,0,34,28,22,10,3,3,0,57,1147,1320,400,313,182,67,3427
110021191,0,0,0,1286,1544,629,515,266,138,4376,936,1477,575,496,255,124,3854,78,41,10,3,7,0,141,15,10,4,0,0,0,26,91,50,12,3,7,0,164,254,60,20,15,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,60,20,15,0,0,351,26,5,0,0,0,0,36,0,0,0,0,0,0,0,0,4,0,0,0,0,11,24,12,0,0,0,0,39,23,20,4,0,0,0,60,1332,1621,615,520,261,124,4470
110021192,0,0,0,449,726,252,224,140,105,1899,430,699,216,169,122,78,1725,4,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,5,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,8,4,0,0,0,0,15,4,4,0,0,0,0,4,3,5,0,0,0,0,16,18,15,3,0,0,3,38,3,14,7,8,9,7,44,456,727,228,183,132,90,1814
110021193,0,0,0,660,877,271,268,138,53,2265,579,882,257,236,143,49,2145,19,4,0,0,0,0,18,0,0,0,0,0,0,0,19,4,0,0,0,0,18,23,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,26,16,11,0,0,0,0,30,0,3,0,0,0,0,3,0,0,0,0,0,0,3,16,13,0,0,0,0,32,3,4,0,0,0,0,12,632,912,257,242,147,51,2239
110021194,0,0,5,858,1045,320,246,125,89,2685,839,1047,254,222,111,61,2536,46,10,0,3,0,0,51,0,0,0,0,0,0,0,46,10,0,3,0,0,51,25,6,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,0,0,0,0,36,8,11,0,3,0,0,22,4,0,0,0,0,0,4,6,3,5,0,0,0,13,24,12,3,4,0,0,43,14,5,0,0,0,0,19,941,1075,263,224,112,61,2682
110031195,0,0,3,844,956,421,380,185,105,2891,516,803,402,335,154,81,2295,49,31,14,16,4,3,114,8,4,3,0,0,0,14,51,43,18,17,4,3,133,282,110,31,4,0,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,284,108,31,4,0,0,431,20,11,0,0,0,0,34,0,0,0,0,0,0,0,7,15,0,0,5,0,29,30,20,0,4,5,0,58,9,6,3,4,0,0,14,893,975,449,363,169,86,2930
110031196,0,0,4,517,636,261,271,149,122,1953,429,532,232,206,139,92,1626,35,37,16,16,11,0,111,0,0,0,0,0,0,0,35,37,16,16,11,3,111,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,11,3,0,0,0,0,13,5,0,0,0,0,0,4,6,3,0,0,0,0,4,21,7,0,0,0,0,27,0,5,0,0,0,0,10,486,575,254,221,147,89,1780
110031197,0,0,11,684,930,361,349,185,69,2580,471,831,326,332,180,75,2212,54,19,3,3,3,0,81,9,12,0,0,0,0,25,63,25,7,7,3,0,104,149,37,15,3,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,37,15,3,0,0,208,11,6,0,0,0,0,18,0,0,0,0,0,0,3,0,3,0,0,0,0,4,16,5,3,0,0,0,29,7,3,0,0,0,0,11,700,907,353,348,180,75,2560
110031198,0,0,0,480,636,227,233,129,63,1773,362,565,204,205,127,61,1521,45,6,0,3,0,0,54,0,0,0,0,0,0,0,45,6,0,3,0,0,54,14,7,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,3,0,0,0,24,22,5,0,0,0,0,23,0,0,0,0,0,0,3,0,5,0,0,0,0,3,24,5,0,3,0,0,33,3,3,3,3,0,0,15,449,591,210,211,127,62,1644
110041199,0,0,0,1002,1131,465,429,204,96,3329,761,1017,487,444,213,92,3011,68,42,15,3,3,0,128,23,10,0,0,0,0,32,84,51,16,3,3,0,156,133,44,5,3,0,0,188,11,4,3,0,0,0,18,28,6,0,3,0,0,38,0,0,0,0,0,0,0,176,54,11,10,0,0,248,5,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,3,14,10,6,0,0,0,3,23,10,10,3,0,0,0,22,1042,1130,513,458,220,100,3452
110041200,0,0,6,350,580,231,237,123,71,1595,334,577,195,194,81,63,1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,16,13,3,0,0,0,0,17,0,0,0,0,0,0,0,3,0,3,0,0,0,6,19,3,3,0,0,4,29,0,7,0,0,0,0,10,364,588,197,198,81,67,1496
110041201,0,0,6,832,1152,390,330,178,65,2948,792,1054,353,334,169,72,2772,4,8,0,0,0,0,13,0,0,0,0,0,0,0,4,12,0,0,0,0,16,61,10,8,0,3,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,10,8,0,3,0,88,7,3,0,0,0,0,5,0,0,0,0,0,0,3,10,10,0,3,0,0,20,15,8,0,3,0,0,24,5,4,3,0,0,0,7,875,1092,364,334,171,72,2916
110041202,0,0,0,2044,2742,1148,992,462,176,7554,1448,2441,1053,944,447,211,6551,461,183,59,18,4,0,722,106,46,15,8,0,0,175,570,223,72,21,5,0,892,78,23,10,5,3,0,119,11,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,28,10,5,3,0,128,13,7,0,0,0,0,15,0,0,0,0,0,0,0,4,0,0,0,0,0,3,16,9,0,0,0,0,26,18,8,3,7,0,0,37,2129,2711,1143,979,458,216,7638
110041203,0,0,19,1654,1897,732,594,260,114,5250,1107,1662,703,652,269,129,4519,395,158,47,11,0,3,623,99,56,8,6,0,4,174,495,218,60,17,0,8,798,109,40,15,7,0,0,169,3,6,0,0,0,0,13,13,4,0,0,0,0,13,0,0,0,0,0,0,0,119,50,13,11,0,0,192,25,5,0,0,0,0,37,0,0,0,0,0,0,0,3,0,0,0,0,0,5,27,12,3,3,0,0,39,17,15,3,3,0,3,40,1766,1951,783,684,281,141,5594
110041204,0,0,0,391,557,305,303,152,88,1790,300,415,249,233,135,70,1399,37,18,5,4,0,0,70,0,0,0,0,0,0,0,42,18,5,4,0,0,70,31,3,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,96,52,42,8,11,262,53,96,52,45,8,11,268,6,6,8,0,0,3,24,422,541,313,283,146,87,1798
110041205,0,0,3,1508,2501,905,911,435,209,6469,1478,2404,931,885,481,211,6389,38,16,9,3,0,0,61,0,0,0,0,0,0,0,42,16,9,3,0,0,64,65,11,4,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,10,4,0,0,0,76,36,21,7,0,0,0,61,5,4,0,0,0,0,7,7,6,4,0,0,0,20,44,27,5,3,0,0,85,10,21,6,5,0,0,40,1640,2475,955,897,481,216,6656
111011206,0,0,0,1586,2262,983,1037,416,166,6447,918,1931,908,1054,393,159,5367,306,176,34,17,3,3,541,117,72,36,11,8,3,245,420,245,70,30,8,7,787,126,32,17,4,0,3,189,28,3,0,0,0,0,33,82,82,9,6,0,0,176,0,0,0,0,0,0,5,242,122,25,15,0,3,406,54,19,0,0,0,0,77,0,0,0,0,0,0,0,13,8,3,0,0,0,20,60,31,6,0,0,0,93,9,10,0,0,0,0,16,1647,2339,1007,1097,403,165,6670
111011207,0,0,3,742,851,309,285,112,39,2353,441,670,282,245,111,34,1773,90,63,13,10,3,3,181,26,22,9,5,3,0,59,115,83,21,14,5,3,248,160,87,16,7,3,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,87,16,7,3,0,277,21,12,0,0,0,0,38,0,0,0,0,0,0,0,0,4,0,0,0,0,9,26,15,0,3,0,0,45,3,3,3,0,0,0,9,742,859,321,273,112,36,2351
111011208,0,0,5,2216,3234,1382,1423,558,203,9022,1412,2599,1325,1417,476,191,7413,350,191,58,23,3,0,621,247,221,85,33,3,3,596,594,408,142,52,12,4,1217,106,49,13,9,3,0,179,39,14,4,0,0,0,53,84,63,13,4,0,0,160,7,5,3,0,0,0,10,228,130,30,16,4,0,406,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,4,0,0,0,0,0,6,8,5,3,0,0,0,17,2241,3139,1500,1485,498,194,9057
111011209,0,0,6,1822,2849,1500,1428,547,223,8365,1477,2662,1426,1419,553,230,7768,252,132,32,12,8,3,435,54,20,5,3,0,0,89,306,156,44,12,9,3,526,127,42,3,9,0,0,185,0,0,0,0,0,0,0,3,0,0,3,0,0,6,4,0,0,0,0,0,8,130,43,3,8,0,0,192,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,5,0,0,0,0,15,4,9,0,0,0,0,17,6,10,0,0,0,0,14,1926,2879,1476,1441,565,237,8517
111011210,0,0,0,919,1042,518,480,188,105,3261,614,844,483,429,158,82,2617,159,105,23,8,6,0,309,91,53,34,23,13,6,217,252,155,59,28,20,8,523,125,44,8,3,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,44,8,3,0,0,186,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,5,3,3,3,0,0,0,12,0,6,0,4,0,3,6,996,1050,549,469,181,100,3348
111011211,0,0,0,380,431,198,198,97,32,1343,145,306,157,213,94,22,936,183,75,5,3,0,0,269,4,3,0,4,0,0,21,187,77,11,12,5,0,289,8,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,13,80,19,3,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,19,3,0,0,0,100,0,0,0,0,0,0,0,419,407,170,225,99,25,1343
111011212,0,0,0,1118,1490,618,583,233,90,4141,646,1345,614,573,244,104,3533,126,112,22,8,3,0,268,43,44,14,9,3,3,103,171,152,33,17,8,3,375,304,133,12,3,4,0,456,44,5,0,0,0,0,50,9,5,0,0,0,0,17,0,0,0,0,0,0,0,350,151,19,3,4,0,524,17,3,0,0,0,0,19,0,0,0,0,0,0,0,3,3,0,0,0,0,7,21,5,0,0,0,0,27,3,9,0,0,0,0,12,1190,1661,667,598,254,104,4473
111011213,0,0,0,694,1557,654,886,327,97,4221,533,1375,646,831,314,111,3804,150,124,12,4,3,0,298,43,50,5,0,0,0,104,195,174,23,4,3,0,399,11,5,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,14,0,0,3,3,0,0,14,0,0,0,0,0,0,6,740,1555,668,842,321,108,4239
111011214,0,0,3,1285,1835,703,775,297,112,5010,829,1454,661,711,296,106,4060,343,231,35,15,0,0,626,81,113,40,19,3,0,256,424,341,74,34,5,0,880,69,46,8,8,0,0,127,4,14,3,0,0,0,23,10,18,6,4,0,0,38,3,3,0,0,0,0,6,96,73,17,12,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,12,1358,1866,755,757,301,109,5143
111021215,0,0,3,818,1092,507,460,187,101,3164,557,946,478,457,180,96,2708,65,41,9,0,0,0,117,51,21,6,0,0,0,76,110,57,22,4,0,0,194,90,34,4,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,92,39,4,0,0,0,134,42,12,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,13,0,0,0,0,52,3,0,0,0,0,0,5,802,1056,498,465,181,97,3096
111021216,0,0,3,658,1223,433,420,203,75,3016,626,1258,491,442,214,110,3139,17,9,3,5,0,0,31,7,3,0,0,0,0,11,23,17,8,5,0,0,48,10,10,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,15,10,4,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,663,1288,504,451,214,110,3226
111021217,0,0,0,710,1311,695,771,335,112,3938,607,1404,830,993,410,155,4399,160,72,13,4,3,0,244,16,3,0,0,0,0,27,176,77,13,7,4,0,273,14,4,0,0,0,0,18,11,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,13,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,813,1488,838,995,412,161,4712
111021218,0,0,3,1336,1807,668,655,352,175,4990,987,1587,686,686,335,187,4471,324,258,15,3,12,0,612,12,21,12,9,3,0,57,336,281,27,10,8,3,666,28,27,10,7,3,0,75,7,0,0,0,0,0,5,3,7,0,3,0,0,12,0,0,0,0,0,0,0,33,32,13,6,3,0,94,90,40,5,3,0,0,137,0,3,0,0,0,0,8,0,0,0,0,0,0,3,90,42,8,3,0,4,150,12,8,4,3,0,3,30,1464,1949,736,712,355,188,5406
111021219,0,0,8,1315,1904,751,659,292,149,5068,954,1624,703,658,262,135,4324,175,89,31,7,0,3,306,89,98,17,10,0,0,216,265,185,48,19,3,3,520,89,35,8,0,0,0,132,7,25,5,3,0,0,38,7,6,3,0,0,0,10,0,3,0,0,0,0,9,104,60,11,5,0,0,190,19,9,0,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,0,3,0,0,32,14,0,0,0,0,0,10,1350,1883,759,685,264,138,5078
111021220,0,0,0,732,1412,510,473,193,54,3369,606,1318,500,470,194,58,3149,47,27,3,3,0,0,76,13,11,0,0,5,0,33,59,40,3,3,4,0,107,6,7,0,0,0,0,17,12,16,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,28,0,0,0,0,48,45,8,0,0,0,0,53,0,3,0,0,0,0,0,6,3,0,0,0,0,11,54,11,0,0,0,0,68,3,4,4,0,0,0,8,738,1398,508,477,203,61,3383
111021221,0,0,0,347,657,398,384,190,91,2066,363,769,415,408,160,81,2195,4,8,0,0,0,0,17,3,3,0,0,0,0,12,9,12,0,0,0,0,27,7,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,3,382,788,415,407,166,83,2241
111031222,0,0,0,1496,2114,913,936,353,96,5912,918,1608,852,995,396,105,4872,130,86,15,9,3,0,249,121,119,50,16,4,0,320,254,208,70,26,6,0,565,164,82,38,8,0,0,292,58,30,12,0,0,0,96,15,4,0,0,0,0,22,3,4,0,0,0,0,10,232,129,46,9,0,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,8,7,0,3,0,0,0,8,13,4,0,0,0,0,20,1423,1941,970,1038,403,108,5888
111031223,0,0,0,746,1164,527,408,177,120,3138,684,1078,491,383,185,106,2918,91,41,12,10,5,0,157,13,4,0,0,0,0,21,103,45,16,13,5,0,174,11,0,0,0,0,0,8,29,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,8,821,1133,508,391,183,108,3151
111031224,0,0,4,1784,1612,729,561,220,72,4981,699,1072,547,513,186,58,3083,150,86,27,20,7,0,287,192,205,103,63,14,9,593,344,291,135,79,22,10,875,191,62,9,0,3,0,277,255,112,34,6,6,0,408,113,47,5,0,0,0,165,5,0,0,0,0,0,7,561,224,47,12,11,0,854,0,0,0,0,0,0,3,0,0,0,0,0,0,0,18,16,12,0,0,0,39,18,14,12,0,0,0,39,21,7,0,0,0,0,30,1644,1611,740,607,219,65,4889
111031225,0,0,31,1898,2116,985,1013,370,105,6486,1099,1674,881,1041,343,106,5145,315,153,42,23,6,3,549,137,100,29,19,3,0,298,452,262,70,46,7,3,842,271,76,25,10,0,0,382,26,23,0,0,0,0,54,5,0,0,0,0,0,5,27,6,4,0,0,0,33,321,102,31,15,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,13,3,4,0,0,0,0,14,4,10,0,0,0,0,17,1892,2041,982,1110,360,116,6500
111031226,0,0,0,494,1041,709,891,375,134,3649,496,1152,815,1021,429,174,4090,78,66,28,17,6,5,197,12,16,6,6,0,0,37,89,75,32,23,6,5,241,11,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,6,603,1238,849,1053,434,175,4348
111031227,0,0,15,1889,2064,902,627,239,124,5847,1123,1634,843,617,209,92,4531,338,182,46,25,10,3,609,171,112,42,24,10,4,361,506,294,90,50,20,6,972,238,89,20,3,0,0,348,25,5,0,0,0,0,32,0,0,0,0,0,0,0,16,12,0,0,0,0,26,280,105,22,3,0,0,409,0,0,0,0,0,0,3,0,0,0,0,0,0,0,17,11,3,0,0,0,31,17,12,3,0,0,0,38,14,14,0,3,0,3,31,1939,2065,963,678,235,108,5985
111031228,0,0,0,1595,1847,794,758,327,78,5404,562,1032,568,743,314,80,3294,127,85,24,10,3,0,256,260,272,104,65,19,8,732,389,364,126,77,26,5,986,294,165,19,5,0,0,488,275,172,30,9,0,0,486,11,29,6,0,0,0,47,3,3,0,0,0,0,4,586,360,50,14,4,0,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,5,0,0,0,0,17,1541,1766,748,834,347,88,5321
111031229,0,0,3,1801,1764,567,342,118,35,4620,135,226,112,116,41,12,647,63,94,28,16,6,0,214,335,426,191,114,49,7,1123,400,517,217,132,55,7,1332,326,202,55,20,3,0,600,362,229,55,21,5,0,670,673,663,139,43,6,0,1535,0,0,0,0,0,0,0,1357,1099,250,88,14,0,2804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,8,4,4,0,0,0,0,13,14,11,3,0,0,0,26,1912,1860,582,337,111,24,4827
111031230,0,0,0,0,4,0,0,0,0,9,3,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,10
111031231,0,0,3,1075,1156,591,445,194,118,3581,643,798,488,371,180,139,2609,149,128,51,21,9,11,368,78,100,91,39,22,17,343,226,224,147,62,24,30,711,119,44,28,11,11,0,214,65,31,20,10,0,4,126,8,6,0,0,0,0,9,11,0,4,0,0,0,12,202,82,51,17,11,7,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,0,0,0,0,0,3,13,10,4,3,3,0,26,1080,1109,689,452,219,174,3725
111031232,0,0,3,712,885,343,237,114,39,2322,666,1057,354,295,134,40,2546,36,62,6,4,3,0,110,21,33,3,6,3,0,65,63,92,13,5,4,0,175,98,29,14,5,0,0,146,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,39,14,5,0,0,153,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,4,4,0,0,0,0,14,835,1195,378,312,137,39,2900
111031233,0,0,10,1910,2557,1169,1015,434,171,7247,1340,2207,1088,971,384,161,6151,413,264,65,34,11,0,791,118,113,33,14,3,4,292,530,377,102,52,17,4,1077,140,67,23,16,0,3,252,24,13,0,0,0,0,42,0,0,0,0,0,0,0,4,7,0,0,0,0,5,165,90,27,16,0,3,299,0,0,0,0,0,0,0,3,0,0,0,0,0,3,10,3,6,4,0,0,25,14,3,7,4,0,0,30,4,7,3,0,0,0,17,2055,2686,1223,1043,406,171,7574
111031234,0,0,7,1469,1626,734,529,209,103,4669,834,1322,665,540,201,100,3668,107,72,21,12,3,0,217,102,97,40,19,11,7,271,213,167,65,24,7,8,488,240,85,19,5,5,0,356,55,22,3,3,0,0,89,8,0,3,0,0,0,16,27,17,0,3,0,0,47,325,136,30,9,3,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,15,10,5,0,0,0,0,11,11,13,3,0,0,0,20,1396,1641,759,578,214,109,4696
