SED_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
SED10082,11,13,0,8,0,5,3,281,8,51,71,36,11,0,5,7,3,6,0,0,0,0,14,202,0,3,3,0,5,15,15,9,0,0,0,3,7,0,3,63,0,0,0,0,7,15,34,24,0,0,4,0,3,7,0,96,0,3,3,8,5,4,3,3,0,0,0,0,0,0,0,34,0,0,4,15,19,19,12,5,3,0,0,0,6,0,4,94,0,42,31,19,4,0,0,0,0,0,0,0,0,0,4,94,0,92,55,28,23,10,10,21,0,0,0,8,0,0,3,254,9,17,44,169,309,219,170,74,13,21,9,4,10,13,41,1126,0,0,3,0,0,3,5,0,0,0,0,0,0,0,0,16,0,0,3,10,39,54,26,25,0,8,3,4,14,3,9,205,0,8,11,5,15,16,10,3,3,0,3,0,0,0,0,73,0,0,6,9,9,3,20,5,0,0,8,3,0,3,3,60
SED10083,5,7,3,3,0,3,11,240,0,46,74,46,9,0,3,0,0,0,0,0,3,0,4,191,0,0,0,0,8,9,26,8,0,0,0,0,0,0,0,50,0,0,0,3,12,30,40,22,5,0,3,6,0,0,0,119,0,5,3,16,8,8,0,0,0,0,0,0,0,0,4,45,0,4,4,15,21,13,10,7,3,0,3,0,3,0,13,97,0,59,58,19,4,3,0,0,0,0,0,0,0,0,5,144,0,65,55,28,14,9,5,4,0,0,3,3,0,0,8,197,13,11,31,140,276,237,238,93,24,19,12,13,6,9,59,1165,0,0,0,0,3,0,12,3,0,0,4,0,0,0,0,23,0,0,3,16,49,110,67,54,20,15,8,17,18,9,13,388,0,6,7,3,22,11,5,11,0,0,4,0,0,0,0,76,0,0,0,6,4,8,0,0,0,4,0,0,0,0,0,33
SED10084,7,6,7,0,3,0,16,171,5,46,42,21,7,0,3,0,6,0,0,3,4,0,11,167,0,3,3,3,3,22,53,33,8,5,3,3,0,10,9,157,0,0,0,0,0,7,5,9,0,0,0,3,0,3,0,44,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,23,11,10,8,3,0,0,0,0,0,0,9,76,0,36,19,3,0,0,0,0,0,0,0,0,0,0,4,70,0,100,63,16,13,11,16,3,0,0,3,0,0,0,20,245,8,19,52,218,496,418,482,234,49,55,35,25,29,12,93,2214,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,19,0,0,0,8,56,74,55,67,26,20,13,33,23,13,33,421,0,7,7,3,10,10,6,7,0,0,3,0,0,0,0,59,3,0,0,11,9,3,8,3,3,0,0,0,0,0,3,45
SED10085,11,20,7,3,3,9,9,180,0,14,18,12,4,0,0,0,0,0,0,0,0,0,5,52,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,3,7,9,7,0,3,0,0,0,0,0,25,0,3,0,3,4,3,0,3,0,0,0,0,0,0,0,12,0,0,9,8,12,3,0,6,0,0,0,0,7,0,5,56,0,16,3,3,3,0,0,0,0,0,0,0,0,0,3,26,0,54,32,17,9,0,14,6,0,0,0,0,0,3,7,136,4,9,32,102,194,196,166,130,46,21,37,12,5,11,47,1006,0,0,0,3,0,0,4,6,3,0,0,0,0,0,0,21,0,0,0,0,24,51,27,71,16,30,37,41,33,10,11,366,0,3,5,0,3,0,0,0,0,0,0,0,0,0,3,16,0,0,0,7,3,0,3,3,0,0,0,0,0,0,0,20
SED10086,79,54,50,45,57,24,12,747,7,76,78,49,27,31,48,97,33,52,88,77,41,27,30,766,0,0,6,12,14,49,68,34,10,9,10,17,4,12,14,261,0,0,0,3,14,36,37,27,12,6,8,7,4,9,3,162,0,5,7,30,20,16,5,0,4,0,5,0,3,0,6,96,3,3,7,36,65,48,30,18,3,0,8,8,15,6,9,260,0,17,4,0,5,3,0,0,0,0,0,0,0,0,0,34,0,26,19,13,7,8,18,28,9,10,11,12,22,9,10,202,12,16,49,172,275,278,413,276,106,93,74,82,59,61,74,2042,0,0,0,3,0,3,5,3,0,0,0,0,0,0,0,25,0,0,3,19,32,70,67,103,18,25,24,27,36,20,22,465,22,106,86,10,55,29,31,12,3,10,10,8,11,9,8,419,0,4,26,33,48,26,42,39,3,11,16,13,18,13,12,311
SED10087,11,17,3,0,0,0,0,91,0,18,17,9,0,0,0,0,0,0,0,0,0,3,4,57,0,4,0,0,0,0,15,0,4,0,0,0,0,0,0,21,0,0,0,0,4,7,9,18,3,6,0,3,14,0,3,63,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,10,0,0,5,17,11,22,15,13,5,3,3,6,4,3,11,130,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,58,41,10,3,3,9,3,0,4,0,0,0,0,3,143,3,10,31,70,116,98,126,52,18,23,9,13,14,6,25,612,0,0,0,0,3,3,13,22,8,9,3,8,14,3,4,105,0,0,0,0,15,43,25,80,26,46,53,90,59,17,13,471,0,7,0,3,7,3,0,3,0,5,0,0,0,0,5,32,0,0,0,3,4,0,4,7,0,0,6,0,0,0,0,31
SED10088,20,12,14,8,9,0,3,379,6,195,398,332,32,39,30,16,5,12,9,17,3,3,66,1174,0,0,3,16,33,82,89,52,18,8,11,5,14,7,6,339,0,0,0,0,45,96,86,44,12,17,11,10,18,9,8,355,0,0,10,24,24,7,3,6,3,0,0,0,0,0,0,88,0,0,14,27,55,53,40,14,8,6,3,7,3,0,7,234,0,8,4,9,3,0,3,6,0,0,0,0,0,0,4,40,0,97,74,24,21,15,24,6,4,11,3,3,0,3,15,310,7,17,67,167,297,331,468,223,53,47,32,19,30,19,51,1825,0,0,0,4,0,7,5,3,0,0,0,3,0,0,3,30,0,0,4,26,69,233,206,177,22,46,20,47,26,17,21,908,0,8,6,7,44,39,21,20,3,3,4,3,4,3,3,178,0,0,7,12,28,12,23,21,0,4,3,3,3,0,8,136
SED10089,8,14,3,0,0,0,6,103,0,68,108,36,4,0,7,0,0,0,0,0,3,0,30,259,0,0,5,0,3,10,16,8,0,3,0,3,0,10,4,57,0,0,0,0,11,19,74,65,35,28,14,11,5,18,20,306,0,0,0,5,3,0,3,0,0,0,0,0,0,0,0,16,0,0,8,14,38,26,39,41,15,10,24,13,34,39,5,312,0,7,4,3,4,0,0,0,0,0,0,0,0,0,3,25,0,62,17,11,10,7,3,3,0,0,3,0,0,0,3,127,3,5,24,59,162,123,134,87,9,24,13,16,10,4,29,694,0,0,0,0,0,0,21,26,4,9,28,26,16,13,14,168,0,0,3,3,61,117,65,79,8,25,15,27,16,22,12,463,0,48,24,7,51,34,11,10,0,0,3,0,6,0,13,209,0,0,0,13,8,10,10,8,0,4,12,28,25,15,4,131
SED10090,25,8,13,11,3,3,8,411,13,89,180,90,18,10,19,23,7,13,14,14,8,10,22,538,0,0,11,21,93,269,336,192,46,60,75,114,130,81,71,1503,0,0,0,13,70,231,507,510,89,89,112,126,137,100,95,2073,0,4,17,113,60,30,16,11,3,0,3,0,0,0,10,266,3,3,17,66,232,227,168,124,21,14,34,24,36,38,16,1020,0,10,4,3,4,0,0,0,0,0,0,0,0,0,0,22,0,35,21,10,18,14,28,13,3,3,6,4,16,7,3,181,6,20,48,192,300,310,432,199,71,55,39,29,26,30,36,1803,0,0,0,4,8,11,16,7,4,4,10,19,20,3,3,114,0,0,5,28,95,155,138,141,52,46,34,61,90,35,21,894,3,24,15,9,45,28,32,19,5,8,13,11,0,0,0,215,3,0,10,32,71,79,100,63,24,24,16,29,35,24,21,531
SED10091,0,0,0,0,0,0,10,202,3,60,106,53,24,7,10,0,0,0,0,0,0,0,29,291,0,0,0,7,3,4,7,8,3,0,0,0,8,0,0,39,0,0,0,0,5,15,11,7,0,0,3,0,0,0,3,37,0,0,12,39,19,31,16,3,0,3,0,0,3,3,5,138,0,0,10,11,8,11,6,4,0,0,3,0,0,0,3,56,0,62,68,29,16,13,0,0,0,0,0,0,0,0,10,197,0,70,79,35,19,7,10,10,0,3,3,3,0,0,7,255,3,20,54,107,229,163,123,52,28,5,14,15,9,6,41,868,0,0,0,0,0,5,0,0,3,0,0,0,3,0,0,17,0,0,0,9,29,54,21,24,4,0,14,4,20,3,7,187,0,11,10,7,30,13,3,0,0,0,0,0,0,0,3,84,0,3,3,11,4,4,7,8,3,0,4,3,0,0,3,56
SED10092,5,18,10,0,3,0,7,133,3,208,693,290,23,9,20,10,0,10,6,7,12,3,114,1408,0,3,0,0,3,11,13,5,0,0,3,11,9,6,10,71,0,0,0,0,6,16,48,35,17,16,3,7,13,10,7,174,0,0,9,88,71,89,53,34,9,3,17,9,0,6,16,408,0,0,3,14,14,9,19,18,0,12,10,29,34,42,5,203,0,74,107,26,9,0,0,3,0,0,0,0,0,0,14,231,0,112,59,20,6,3,4,9,0,0,3,0,0,0,6,230,3,4,23,96,149,118,179,114,30,21,39,27,16,10,41,878,0,0,0,0,3,3,21,31,9,3,7,17,33,16,0,144,0,0,0,16,102,153,95,70,15,26,25,17,17,6,16,552,0,27,26,11,49,25,12,3,0,5,0,0,3,0,10,171,0,0,0,4,7,3,11,11,0,3,7,0,0,3,3,54
SED10093,9,17,4,0,0,0,13,213,3,55,84,44,3,12,4,5,0,0,0,0,0,0,9,219,0,0,0,3,4,5,15,5,0,0,0,0,4,0,0,38,0,0,0,0,6,19,24,19,4,0,6,0,0,0,3,83,0,0,8,18,4,7,5,3,0,0,0,0,0,0,0,51,0,0,10,12,14,9,10,12,0,3,0,0,3,3,3,74,0,67,70,23,3,3,3,3,0,0,0,0,0,0,6,187,0,63,81,23,16,7,12,3,6,0,0,0,0,0,8,221,4,13,44,146,304,271,253,119,14,20,5,23,27,6,51,1308,0,0,0,0,3,9,3,12,4,3,0,3,6,9,0,55,0,0,3,12,56,148,99,79,11,23,23,17,6,5,18,510,0,5,6,9,16,3,8,4,0,0,0,0,0,0,0,52,0,0,4,9,3,3,3,0,0,0,0,0,0,0,0,27
SED19494,0,0,3,0,4,14,7,45,0,3,6,3,3,0,0,0,0,3,0,7,7,6,8,49,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,12,0,0,0,0,0,0,4,5,0,4,0,3,9,3,8,39,0,0,3,8,8,7,7,5,0,0,0,0,0,0,3,33,0,0,0,0,5,3,7,8,0,0,0,0,4,4,14,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,16,6,3,0,0,0,3,0,0,0,0,4,8,3,48,0,0,4,15,51,42,56,30,3,6,0,4,14,3,84,324,0,0,0,0,0,0,0,0,0,0,0,3,4,23,0,32,0,0,0,0,5,21,4,3,0,3,3,3,14,16,12,89,0,0,0,0,4,3,0,0,0,0,0,0,3,0,4,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13
SED19797,0,0,0,0,3,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
