UCL_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
UCL115063,76,98,28,0,28,24,14,12,81,3,60,594,42,929,0,0,0,0,0,0,0,0,0,0,0,15,0,19,15,0,6,4,4,3,0,0,11,0,4,36,0,69,9,3,0,0,0,0,0,0,5,0,4,10,0,21,6,0,0,0,5,3,0,0,0,0,3,11,0,26,0,4,0,0,0,4,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,10,0,16,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,3,0,0,0,0,0,0,0,0,4,12,0,16,0,0,0,0,0,0,0,0,8,0,4,18,0,26,30,9,7,8,9,6,0,3,22,0,13,134,0,224,0,0,0,0,0,0,0,0,0,0,0,3,21,29,112,103,36,6,37,32,19,18,100,0,77,733,63,1175,45,57,8,0
UCL115064,459,364,144,51,142,168,44,57,295,48,299,2276,174,3834,7,3,0,0,0,0,0,0,0,0,7,30,3,63,38,26,14,10,12,17,0,8,33,6,26,109,19,243,6,7,0,0,0,3,0,0,6,0,9,34,3,55,9,3,0,4,6,0,0,4,3,0,0,19,7,39,0,0,0,0,0,0,0,0,0,0,0,8,0,15,3,0,0,0,3,0,0,0,0,0,0,30,0,35,3,0,0,0,0,0,0,0,0,0,3,6,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,3,4,0,0,6,0,0,0,0,6,28,4,43,0,0,0,0,3,0,0,0,3,0,3,10,0,24,64,41,22,25,25,26,0,11,53,8,50,284,38,541,7,0,5,0,0,0,0,0,0,3,0,20,156,191,534,406,173,76,171,199,49,68,350,54,354,2572,367,4565,148,190,55,0
UCL115065,311,237,79,20,142,145,41,73,240,30,219,1045,88,2031,0,0,0,0,0,0,0,0,0,0,0,9,3,14,10,0,0,0,0,4,0,3,0,3,3,9,0,24,0,0,0,0,0,0,0,0,0,4,0,3,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,14,8,3,0,12,7,0,3,4,6,7,44,9,91,11,8,0,0,3,3,0,3,4,0,5,25,247,296,340,250,85,29,162,155,35,75,250,33,237,1114,347,2417,72,84,20,0
UCL115066,174,271,51,3,94,60,22,39,208,16,188,1419,113,2289,0,3,0,0,0,0,0,0,0,0,4,16,0,23,11,4,3,0,11,3,6,4,5,3,12,30,0,67,3,3,0,0,6,5,0,3,0,0,0,20,8,34,3,0,4,0,4,0,0,0,0,0,9,18,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,0,3,10,0,11,26,9,7,0,18,6,5,6,9,3,27,105,5,189,3,4,0,0,0,0,0,0,0,0,0,3,66,74,198,287,60,3,113,73,27,44,216,15,216,1523,187,2548,97,143,24,0
UCL115067,294,224,96,29,134,171,51,79,264,46,187,1091,71,2129,9,5,0,0,3,3,0,3,6,0,9,11,0,27,23,9,4,4,18,3,0,4,9,3,13,38,0,94,3,0,0,0,0,0,0,0,0,0,3,0,0,10,5,0,0,0,3,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,20,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,3,0,0,0,0,0,0,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,39,18,10,4,20,9,0,8,18,10,29,86,4,185,12,3,5,0,4,9,0,0,10,5,3,24,108,159,343,249,113,30,159,185,57,91,286,56,217,1201,180,2469,72,75,24,0
UCL115068,169,99,57,6,85,87,23,48,102,17,75,503,54,1018,0,0,0,0,0,0,0,0,3,0,0,7,0,12,21,8,7,0,7,7,0,4,0,0,8,25,0,72,8,0,0,0,0,0,0,0,0,0,3,5,0,14,6,5,0,0,4,5,3,0,0,0,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,14,14,0,20,14,10,5,15,3,15,63,3,147,3,3,3,3,0,6,0,5,12,0,5,18,38,77,217,117,69,5,107,103,36,61,120,14,102,579,98,1245,37,45,19,3
UCL115069,315,207,91,35,125,127,26,81,209,34,171,832,66,1712,0,0,0,0,0,3,0,0,0,0,0,10,0,15,15,5,3,0,6,9,0,4,6,0,10,15,0,46,4,4,0,0,0,5,0,5,3,0,0,6,0,19,0,0,0,0,0,5,0,0,0,0,0,8,3,10,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,17,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,4,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,9,25,16,5,0,11,13,0,5,13,0,14,72,7,140,15,13,4,0,12,12,3,14,13,5,10,28,103,172,359,232,97,35,145,156,32,98,228,34,189,934,179,2022,62,71,17,0
UCL115070,263,321,62,0,150,90,23,59,349,14,219,1707,140,2874,5,7,0,0,3,3,0,0,3,0,3,26,0,44,20,6,0,0,9,3,3,7,15,0,7,19,5,67,8,0,8,0,0,4,0,0,0,0,5,14,0,41,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,28,0,28,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,4,3,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,11,34,17,10,0,18,20,9,8,23,4,22,124,8,235,9,5,0,0,3,9,0,3,4,0,3,19,73,118,308,341,75,5,176,122,33,75,383,18,240,1849,218,3230,107,188,21,0
UCL115071,213,211,53,10,88,92,21,48,197,9,147,1010,58,1732,0,3,0,0,0,3,0,0,4,0,3,15,0,26,25,6,7,5,3,9,0,9,6,4,7,19,0,61,4,0,0,0,0,3,0,0,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,0,0,0,0,20,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,40,15,8,5,10,15,0,19,9,0,12,76,3,151,10,6,0,0,3,8,0,0,4,0,7,14,137,177,260,238,67,15,105,113,24,73,206,16,163,1096,200,2057,70,93,13,0
UCL115072,242,158,75,9,92,79,22,38,162,23,142,876,64,1586,3,0,3,0,3,0,0,0,3,0,5,15,0,31,16,10,4,0,3,9,0,4,6,0,17,29,5,86,3,0,3,0,3,6,5,0,0,0,6,15,0,26,0,0,0,0,4,0,0,0,0,0,4,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,15,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,6,0,10,30,12,14,0,12,13,0,8,19,0,21,101,10,199,8,4,0,0,0,0,0,0,4,0,0,0,50,57,281,173,88,9,108,96,27,46,184,24,168,983,121,1844,50,74,14,0
UCL115073,226,165,67,16,128,92,33,49,139,27,112,866,66,1558,3,4,0,0,3,0,0,3,0,0,0,22,0,37,6,0,10,0,4,5,0,0,3,0,4,8,0,22,0,0,0,0,0,0,0,3,0,0,0,5,0,10,3,0,0,0,3,3,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,4,0,0,0,0,0,0,0,0,0,12,0,19,0,0,0,0,0,0,0,0,0,0,0,76,0,76,0,0,0,0,3,0,0,0,0,0,0,14,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,13,0,14,6,0,13,5,0,8,156,0,201,14,7,5,0,11,6,0,0,8,0,3,23,163,211,254,186,77,18,154,103,32,60,155,30,119,1045,227,1970,55,60,19,0
UCL115074,208,187,64,8,99,103,22,43,141,15,118,835,73,1521,5,0,0,0,0,0,0,0,8,0,0,83,5,91,9,4,0,0,8,3,5,4,3,0,9,13,0,31,3,0,0,3,4,0,0,0,0,0,3,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,23,0,0,0,0,0,0,0,0,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,9,16,12,6,3,10,3,5,3,19,0,18,154,3,206,10,0,0,8,11,8,5,4,5,3,17,13,314,357,232,200,70,18,114,113,31,50,158,22,149,1005,391,2077,59,74,15,0
UCL115075,176,86,69,9,55,72,20,39,78,15,79,434,24,885,6,0,3,0,0,3,0,0,0,0,6,9,0,25,34,6,8,4,6,14,0,6,14,9,11,31,5,93,3,0,0,0,4,3,0,0,0,0,0,11,0,24,0,0,0,0,0,4,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,3,0,0,0,0,0,0,0,0,4,0,11,57,14,14,5,13,24,3,4,17,9,19,71,5,182,6,4,0,0,0,0,0,4,0,0,4,9,19,35,240,100,80,13,70,96,21,48,98,21,101,516,46,1106,32,27,6,0
UCL115076,246,209,65,12,124,90,30,69,164,19,110,811,73,1521,0,3,0,0,3,0,0,0,3,0,5,8,0,21,3,0,3,0,7,5,0,4,6,0,10,16,0,39,5,0,0,0,0,0,4,3,0,0,0,6,0,16,5,6,0,0,0,0,0,0,4,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,10,0,16,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,6,5,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,7,0,5,18,10,8,0,13,8,4,5,16,0,15,70,0,134,11,3,3,0,10,4,0,0,8,0,3,15,92,135,276,224,78,21,147,102,29,79,185,20,133,899,166,1789,64,80,13,0
UCL115077,633,294,180,28,269,289,49,146,333,71,284,1192,99,2721,9,3,10,0,4,5,0,4,0,0,0,12,4,35,37,15,9,4,12,16,4,12,12,8,16,61,7,157,11,0,8,0,5,0,6,3,3,3,8,17,0,36,7,0,3,0,3,3,7,6,0,0,0,8,0,17,5,0,0,0,4,0,0,0,0,0,0,5,0,10,5,0,3,0,3,0,0,0,0,0,0,11,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,3,0,0,0,0,0,3,0,8,0,3,4,0,0,0,0,0,0,0,0,17,0,23,0,0,0,0,0,0,0,0,6,0,0,10,0,14,75,28,33,0,32,40,13,19,24,13,37,143,17,324,29,8,10,7,18,12,0,4,11,0,14,31,106,197,731,335,219,34,320,335,65,176,365,90,328,1368,217,3240,81,89,29,0
UCL115078,177,114,85,13,58,83,19,42,121,10,96,515,31,1045,6,3,0,0,0,4,0,0,0,0,3,11,4,27,12,4,5,5,3,8,6,7,3,3,9,26,3,64,4,0,4,0,7,5,0,0,0,0,4,4,3,13,0,0,0,0,0,0,0,0,0,0,0,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,15,0,18,6,0,4,0,0,0,0,0,0,0,4,10,0,18,0,7,3,0,0,0,0,0,0,0,0,12,0,20,31,11,14,3,12,22,3,5,14,5,16,98,15,201,12,4,0,11,0,3,0,3,4,0,3,16,126,172,224,131,99,31,70,108,22,55,133,16,110,633,175,1413,43,42,16,0
UCL115079,233,250,77,28,134,120,32,63,206,15,122,899,74,1760,0,0,0,0,5,0,0,0,0,0,3,29,3,40,9,0,4,0,8,3,0,3,0,7,3,16,0,37,4,0,0,0,3,4,0,0,0,0,0,8,0,13,3,4,3,0,7,0,0,4,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,38,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,14,19,6,10,8,25,10,0,9,0,6,9,112,3,166,9,4,0,0,4,8,0,5,6,3,0,25,221,275,260,261,89,34,159,133,35,76,213,28,132,1042,303,2208,81,120,28,0
UCL115080,165,239,37,5,102,53,11,33,204,9,173,1176,90,1956,3,0,0,0,5,0,0,4,3,0,0,14,0,29,39,7,9,0,19,4,0,6,19,0,16,41,3,116,8,0,0,0,0,6,0,0,0,0,0,8,0,23,8,4,0,0,8,5,0,0,0,0,4,16,0,22,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,4,0,0,0,0,0,0,12,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,8,59,21,15,0,35,18,0,12,22,0,23,116,7,251,8,0,0,0,0,0,0,0,3,0,0,7,38,51,235,263,55,7,133,71,14,46,233,10,198,1292,137,2262,92,135,19,0
UCL115081,84,95,36,18,45,47,19,28,68,9,60,436,27,752,0,0,0,0,4,0,0,0,0,0,6,23,10,31,0,0,0,0,0,0,0,0,0,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,12,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,3,34,3,46,0,0,0,0,0,0,0,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,51,0,54,0,0,3,0,0,0,0,0,0,0,0,25,0,27,0,0,0,0,0,0,0,0,0,0,0,5,0,12,9,0,3,0,6,4,0,0,4,4,4,206,17,239,4,0,0,0,6,0,0,0,3,0,0,16,133,152,94,95,38,16,56,50,19,34,70,12,71,657,177,1149,36,48,10,0
UCL115082,168,122,51,21,101,99,27,40,113,16,87,541,31,1050,0,0,0,0,0,0,0,0,3,0,3,3,0,12,4,0,3,0,3,8,0,0,3,0,4,4,0,18,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,3,0,8,11,0,0,5,0,12,44,4,82,0,3,0,0,3,0,0,0,0,0,0,10,101,118,181,130,54,21,111,103,25,40,121,15,100,597,130,1251,36,49,12,0
UCL115083,374,285,99,15,142,159,39,78,265,32,212,1160,97,2279,0,0,0,0,0,0,0,0,0,0,0,12,4,24,36,10,3,3,6,7,0,8,12,5,11,34,3,95,5,6,3,0,6,4,0,0,4,0,0,11,0,28,4,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,17,0,27,0,0,0,0,3,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,51,15,11,3,22,21,3,16,16,5,18,113,8,217,3,0,4,0,3,7,3,0,0,0,0,21,111,160,433,300,114,14,173,186,46,90,291,39,229,1288,218,2654,82,130,29,0
UCL115084,311,141,80,16,124,156,36,89,169,42,155,665,71,1460,12,4,7,0,5,0,0,0,0,0,0,14,0,29,16,8,9,3,4,5,0,5,11,0,8,23,0,57,3,0,0,0,0,0,0,0,3,0,5,9,0,18,3,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,11,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,10,38,10,10,3,10,12,3,5,14,0,15,71,7,152,15,6,3,0,8,6,4,8,6,0,0,31,83,154,363,157,98,20,137,176,45,102,192,46,176,773,167,1764,41,29,13,0
UCL115085,101,81,39,5,30,47,9,14,98,12,89,600,39,1004,3,0,0,0,0,0,0,0,3,0,0,7,0,14,20,9,7,4,4,8,3,3,9,0,6,43,0,95,4,4,0,0,0,0,0,0,0,0,0,12,0,15,3,0,0,0,0,4,0,0,0,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,4,32,12,14,4,9,15,3,3,13,0,11,85,3,166,0,0,0,0,0,0,0,0,0,0,0,4,47,56,133,94,54,11,42,60,14,19,111,12,101,694,83,1229,47,46,13,0
UCL115086,103,160,28,0,22,31,7,14,166,6,97,1219,91,1795,4,4,0,0,0,0,0,0,0,0,0,29,0,39,14,7,9,0,3,5,0,4,3,0,0,56,3,89,0,0,0,0,0,0,0,0,0,0,0,33,0,41,4,0,0,0,4,6,0,0,0,0,0,18,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,6,25,0,29,0,0,0,0,0,0,0,0,0,0,0,36,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,50,0,57,0,0,0,0,0,0,0,0,0,0,0,8,0,12,23,15,10,0,11,12,0,4,18,0,15,251,11,342,0,0,0,0,0,0,0,0,0,0,0,7,90,92,131,178,35,4,33,49,6,19,183,4,107,1479,191,2233,74,130,11,0
