UCL_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
UCL115155,596,3,6,6,4,618,432,6,0,4,5,443,252,57,17,4,0,335,64,8,7,0,0,80,15,9,4,0,0,23,94,4,0,3,0,99,9,3,4,0,0,17,5,0,0,0,0,7,434,80,37,8,0,567,20,4,0,3,0,25,41,5,0,0,0,54,1524,100,47,24,4,1700
UCL115156,216,7,4,0,0,232,109,0,0,0,0,113,50,10,4,0,0,67,8,0,0,0,0,14,8,0,0,0,0,3,32,0,0,0,0,35,5,4,0,0,0,11,0,0,0,0,0,0,102,15,4,0,0,127,10,0,0,0,0,7,7,0,11,5,5,32,452,33,22,11,7,518
UCL115157,275,0,0,0,0,278,131,0,3,0,0,135,67,0,0,0,0,66,8,0,5,0,0,13,3,0,3,0,0,5,38,0,0,0,0,38,8,0,0,0,0,8,4,0,0,0,0,4,121,0,14,0,0,136,5,0,0,0,0,5,17,0,0,0,6,24,553,8,12,3,6,575
UCL115158,459,14,4,9,0,478,301,8,0,0,5,310,61,13,15,0,0,100,26,0,3,0,0,29,4,10,0,0,0,13,59,6,5,0,0,70,28,4,11,7,4,53,0,0,3,0,0,3,177,38,35,7,4,259,10,7,0,0,4,24,15,3,0,0,7,21,960,73,41,9,21,1098
UCL115159,196,0,0,0,0,202,299,0,0,0,0,299,67,3,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,87,3,3,0,0,91,3,0,0,0,0,3,10,0,0,0,0,10,594,3,6,0,0,603
UCL115160,149,0,0,0,0,149,601,0,0,0,0,603,77,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,92,5,0,0,0,0,5,3,0,0,0,0,3,859,0,0,0,0,861
UCL115161,719,25,13,12,0,775,527,12,3,0,0,545,211,44,32,0,0,293,34,3,0,0,0,37,15,0,0,0,0,20,87,0,0,0,0,88,6,0,0,6,0,8,0,0,0,0,0,0,361,52,42,5,0,453,11,0,3,0,4,15,45,3,0,0,0,50,1662,91,61,15,3,1832
UCL115162,364,17,18,0,0,403,382,16,18,0,0,420,128,36,53,0,0,226,0,0,0,0,0,7,0,0,0,0,0,0,34,0,4,0,0,46,3,0,0,0,0,7,0,0,0,0,0,0,178,42,61,0,0,279,4,0,0,0,0,10,3,0,0,0,0,9,929,83,104,0,0,1118
UCL115163,188,3,0,0,0,189,288,3,0,0,0,288,38,6,3,0,0,45,0,0,0,0,0,0,5,0,0,0,0,5,35,0,0,0,0,33,5,0,0,0,0,6,3,0,0,0,0,3,89,6,4,0,0,96,30,0,0,0,3,30,11,0,0,0,0,11,597,12,8,0,4,618
UCL115164,120,39,0,85,0,247,149,7,0,5,0,163,37,6,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,14,0,4,0,0,0,6,0,0,0,0,0,0,55,14,0,5,0,67,8,39,0,10,0,59,0,0,0,6,0,8,333,100,4,100,0,542
UCL115165,133,6,0,0,0,140,158,0,0,0,0,156,34,4,14,0,0,58,0,0,0,0,0,0,0,0,6,0,0,6,27,0,0,0,0,27,3,0,0,0,0,3,0,0,0,0,0,0,66,4,23,0,0,99,6,0,0,0,0,6,5,0,0,0,0,5,367,10,29,0,0,403
UCL121001,178,0,0,3,0,176,97,0,0,0,0,99,17,11,4,5,0,32,4,0,0,0,0,7,0,0,0,0,0,0,18,0,0,0,0,17,0,0,0,0,0,6,0,0,0,0,0,0,40,11,3,3,3,58,10,0,0,0,0,10,7,0,0,0,0,10,332,11,3,10,4,354
UCL121002,101,0,0,6,0,113,42,0,0,0,0,42,5,0,0,0,0,5,12,0,0,0,0,11,0,0,0,0,0,3,29,0,3,0,0,33,5,0,0,0,0,12,4,0,0,0,0,4,52,4,4,0,0,60,8,0,0,0,0,10,11,0,0,0,0,11,209,0,4,6,5,225
UCL121003,181,0,0,0,0,181,59,0,0,0,0,65,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,9,0,0,0,0,9,7,0,0,0,0,7,281,0,0,0,0,283
UCL121004,114,0,0,0,0,114,138,0,0,0,0,144,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,4,0,0,0,0,0,0,36,0,0,0,0,41,6,0,0,0,0,6,10,0,0,0,0,10,308,0,4,0,0,310
UCL121005,58,0,0,0,0,58,93,0,0,0,0,99,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,164,4,0,0,0,170
UCL121006,132,0,0,10,4,143,70,0,0,0,0,70,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,12,0,0,0,3,0,6,0,0,0,0,0,0,25,3,0,3,0,31,0,0,0,0,0,3,4,0,0,3,0,10,233,3,0,15,3,253
UCL121007,176,7,0,3,0,186,95,0,0,0,0,98,32,8,0,0,0,46,4,0,0,0,0,4,0,9,0,0,0,9,23,0,0,0,0,24,9,0,0,0,0,14,0,0,0,0,0,0,67,25,0,0,0,96,5,11,0,0,0,16,6,0,0,0,0,12,351,49,0,6,3,407
UCL121008,46,0,0,3,3,50,12,0,0,0,0,12,6,0,0,0,0,6,14,0,0,0,0,18,21,0,0,0,0,23,18,0,0,0,0,19,4,0,0,0,0,4,0,0,0,0,0,0,65,0,0,0,0,65,3,0,0,0,0,3,5,0,0,5,0,7,126,0,0,3,3,138
UCL121009,123,0,0,3,0,128,69,0,0,0,0,70,49,10,0,0,0,59,0,0,0,0,0,0,5,0,0,0,0,5,27,0,0,0,0,26,10,0,0,0,0,10,0,0,0,0,0,0,89,13,0,0,0,104,18,0,0,0,0,14,13,0,0,0,0,13,311,15,0,4,0,331
UCL121010,113,12,7,0,0,138,50,16,0,0,0,65,12,14,6,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,14,8,3,0,0,23,5,0,0,0,0,5,0,0,0,0,0,0,25,26,12,3,0,60,10,0,0,0,0,9,5,4,0,0,0,3,205,53,14,6,0,273
UCL121011,131,0,0,0,0,136,102,0,0,0,0,99,27,5,5,0,0,36,11,4,0,0,0,18,19,0,0,0,0,18,24,0,0,0,0,21,3,0,0,0,0,9,0,0,0,0,0,0,84,8,6,0,0,104,10,0,0,0,0,11,13,0,0,0,0,13,335,8,11,4,0,360
UCL121012,129,0,0,0,0,130,132,0,0,0,0,131,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,275,0,3,0,0,273
UCL121013,61,3,0,0,0,64,29,0,0,0,0,29,12,0,0,0,0,7,50,12,3,0,0,61,15,3,0,0,0,22,17,3,0,0,0,20,20,3,0,0,0,30,5,0,0,0,0,3,113,23,3,0,0,142,9,0,0,0,0,9,8,0,0,0,4,10,222,29,3,0,4,252
UCL121014,57,0,0,26,3,82,68,0,0,0,0,68,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,17,0,0,0,27,0,29,0,0,0,0,0,0,30,0,0,26,0,62,0,0,0,0,0,4,4,0,0,4,0,5,157,0,0,52,3,217
UCL121015,94,0,3,5,0,110,98,0,4,0,0,105,30,0,7,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0,23,0,0,0,0,0,3,0,0,0,0,0,0,49,0,16,8,0,67,7,0,0,0,0,9,7,0,0,0,0,7,249,0,27,10,3,294
UCL121016,61,0,0,0,0,61,97,0,0,0,0,97,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,4,0,0,0,0,4,8,0,0,0,0,8,195,0,0,0,0,195
UCL121017,76,0,0,0,0,75,158,0,0,0,0,158,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,24,3,0,0,0,0,3,0,0,0,0,0,0,257,0,0,0,0,257
UCL121018,104,0,0,5,0,111,149,0,0,0,0,149,30,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,43,6,0,0,0,49,5,0,0,0,0,5,10,0,0,0,0,10,312,6,0,5,0,323
UCL121019,101,0,0,0,0,101,100,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,219
UCL121020,66,3,0,0,0,74,80,0,0,0,0,86,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,46,0,0,0,0,0,0,3,0,0,0,0,3,203,3,0,3,0,204
UCL121021,92,0,0,3,0,92,56,0,0,0,0,60,10,0,3,0,0,12,3,0,0,0,0,3,0,6,3,0,0,3,19,0,11,0,0,40,13,0,0,0,0,20,0,0,0,0,0,4,53,4,18,7,0,80,3,0,0,0,0,3,7,0,0,0,0,11,214,3,21,7,0,246
UCL121022,134,0,0,0,0,131,71,0,0,0,0,71,20,3,0,0,0,20,0,4,0,0,0,6,4,4,0,0,0,9,19,0,0,0,0,26,4,4,0,0,0,13,0,0,0,0,0,0,52,11,0,0,0,68,3,0,0,0,0,3,11,0,0,0,0,11,271,15,0,0,0,283
UCL121023,175,0,0,0,0,177,66,0,0,0,0,66,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,37,0,0,0,0,37,0,0,0,0,0,0,13,0,0,0,0,13,283,0,0,0,0,283
UCL121024,81,4,0,0,0,84,73,0,0,5,0,79,13,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,0,30,0,0,0,0,0,0,4,0,0,0,0,4,182,7,0,5,0,197
UCL121025,78,0,0,0,0,74,101,3,0,0,0,105,15,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,196,3,3,0,0,202
UCL121026,186,11,11,6,0,209,67,13,3,5,0,89,38,22,29,0,0,77,0,0,0,0,0,0,0,4,0,0,0,4,31,7,9,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,66,33,34,0,0,137,0,0,0,0,0,0,0,0,0,0,0,8,323,58,46,8,0,433
UCL121027,56,11,0,0,0,67,71,21,0,0,0,86,11,12,0,0,0,23,0,5,0,0,0,5,0,0,0,0,0,0,14,9,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,45,0,4,0,0,0,3,9,0,0,0,0,5,159,55,0,0,0,214
UCL121028,210,0,0,0,0,210,79,0,0,0,0,79,28,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,54,3,0,0,0,0,3,3,0,0,0,0,3,350,0,0,0,0,347
UCL121029,80,0,0,0,0,80,76,0,0,0,0,76,37,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,53,5,0,0,0,0,5,3,0,0,0,0,3,221,0,0,0,0,221
UCL121030,118,0,0,0,0,121,97,0,0,0,0,98,24,3,8,0,0,23,7,0,0,0,0,8,0,0,0,0,0,0,44,0,5,0,0,47,8,0,0,0,0,8,3,0,0,0,0,3,78,3,9,0,0,92,17,0,0,0,0,16,14,0,0,0,0,14,328,3,11,0,3,350
UCL121031,168,11,0,5,0,182,106,5,0,0,0,108,35,23,6,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,57,25,3,0,0,86,0,0,0,0,0,0,8,0,0,0,0,8,333,37,3,8,0,379
UCL121032,151,0,0,0,0,153,54,0,0,0,0,54,31,7,0,0,0,41,0,5,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,25,10,0,0,0,0,10,0,0,0,0,0,0,67,12,0,0,0,82,4,0,0,0,0,5,12,0,0,0,0,12,295,12,0,0,0,310
UCL121033,58,0,0,0,0,58,82,0,0,0,0,82,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,169
UCL121034,72,4,3,0,0,83,113,0,8,0,0,122,23,5,15,0,0,39,0,0,0,0,0,0,3,0,0,0,0,3,22,5,12,0,0,33,6,0,3,0,0,7,0,0,0,0,0,0,52,6,22,0,0,80,5,0,0,0,0,4,9,0,0,0,0,7,245,18,40,0,0,300
UCL121035,116,0,0,0,0,112,189,0,0,0,0,189,41,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,53,3,0,0,0,0,3,0,0,0,0,0,0,369,0,0,0,0,367
UCL121036,160,0,0,0,0,160,201,0,0,0,0,208,46,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,58,0,4,0,0,69,0,0,0,0,0,0,0,0,0,0,0,6,425,6,10,0,0,439
UCL121037,134,0,0,0,0,139,92,4,0,0,0,92,49,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,67,0,0,0,0,70,9,0,0,0,0,8,5,0,0,0,0,3,305,3,6,0,0,320
UCL121038,108,0,0,0,0,109,60,0,0,0,0,60,15,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,6,17,0,0,0,0,17,3,0,0,0,0,3,3,0,0,0,0,3,35,3,0,0,0,38,4,0,0,0,0,4,11,0,0,0,0,11,220,0,0,0,0,222
UCL121039,86,0,0,0,0,86,81,0,0,0,0,86,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,6,0,25,0,0,0,0,0,3,0,0,0,0,0,0,46,0,0,6,0,53,6,0,0,0,0,3,4,0,0,0,0,4,215,0,0,7,0,226
UCL121040,72,0,0,0,0,72,90,0,0,0,0,90,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,166
UCL121041,116,0,0,0,0,117,89,0,0,0,0,89,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,4,0,0,0,0,3,0,0,0,0,0,0,31,0,0,0,0,29,0,0,0,0,0,0,7,0,0,0,0,7,239,0,0,0,0,248
UCL121042,101,4,0,9,0,116,48,0,0,0,0,48,14,16,8,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,29,16,5,0,0,51,4,0,0,0,0,4,7,0,0,0,0,7,183,20,7,14,0,230
UCL121043,73,0,0,0,0,74,107,0,0,0,0,107,22,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,4,34,3,0,0,0,0,3,0,0,0,0,0,0,215,0,4,0,4,218
UCL121044,69,4,0,0,0,70,76,0,0,0,0,78,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,25,3,0,0,0,0,3,7,0,0,0,0,7,174,4,0,0,0,180
UCL121045,103,0,0,0,0,109,72,0,0,0,0,73,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33,0,0,0,0,0,0,3,0,0,0,0,3,218,0,0,3,0,221
UCL121046,34,0,0,0,0,34,102,0,0,0,0,101,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,3,0,0,0,0,3,0,0,0,0,0,0,166,0,0,0,0,167
UCL121047,69,4,0,0,0,75,110,0,0,0,3,115,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,32,0,0,0,0,40,0,0,0,0,0,0,6,0,0,0,0,6,216,4,0,0,0,229
UCL121048,84,0,0,6,0,94,59,0,0,0,0,62,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,3,0,15,3,0,0,0,0,3,0,0,0,4,0,4,164,0,0,18,0,174
UCL121049,70,0,0,0,0,70,75,0,0,0,0,75,23,0,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,43,0,4,0,0,45,5,0,0,0,0,5,3,0,0,0,0,3,195,0,4,0,0,193
UCL121050,138,16,19,17,0,189,8,0,16,0,0,25,8,0,17,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,4,0,15,7,3,4,0,0,16,0,0,0,0,0,0,23,3,22,3,0,54,3,0,46,0,0,53,5,0,0,0,0,5,176,23,106,23,0,330
UCL121051,200,3,0,0,0,207,99,0,0,0,0,99,35,0,0,0,0,35,0,0,0,0,0,0,0,3,0,0,4,6,27,4,0,0,0,28,0,0,0,0,0,0,0,3,0,0,0,3,56,10,0,0,4,69,6,0,0,0,0,10,14,0,0,0,0,14,377,16,0,0,8,398
UCL121052,116,27,15,0,0,155,34,8,4,0,6,48,34,33,29,0,0,100,0,11,7,0,0,15,0,6,4,0,0,7,12,9,3,3,0,22,3,0,0,0,0,3,0,0,0,0,0,0,48,58,43,3,0,148,4,0,0,0,3,10,0,0,0,0,0,0,199,93,61,4,3,365
UCL121053,148,0,0,0,0,146,78,0,0,0,0,83,11,4,6,0,0,20,5,3,0,0,0,10,0,3,0,0,0,5,20,0,0,0,0,21,7,0,0,0,0,7,0,0,0,0,0,3,43,8,10,0,0,64,5,0,0,0,0,5,7,0,0,0,0,7,280,15,10,0,0,308
UCL121054,91,0,0,0,0,91,119,0,0,0,0,116,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,217,0,4,0,0,217
UCL121055,108,0,0,16,0,123,106,0,0,0,0,108,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,6,0,0,7,0,8,0,0,0,0,0,0,26,0,0,7,0,29,0,0,0,0,0,0,3,0,0,0,0,5,239,0,0,18,0,258
UCL121056,117,0,0,0,0,117,130,0,0,0,0,133,47,0,0,0,0,47,0,0,0,0,0,4,5,0,0,0,0,5,16,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,76,4,0,0,0,75,0,0,0,0,0,0,3,0,0,0,0,3,330,6,0,0,0,332
UCL121057,80,0,0,0,0,77,124,0,0,0,0,120,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,215,4,0,0,0,216
UCL121058,293,0,0,0,0,289,269,0,0,0,0,272,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,28,0,0,0,0,27,9,0,0,0,0,8,8,0,0,0,0,8,597,3,4,0,4,609
UCL121059,110,0,0,0,0,113,88,0,0,0,0,88,16,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,17,6,0,0,0,0,6,0,0,0,0,0,0,31,8,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,236,8,0,0,0,238
UCL121060,161,0,0,0,0,161,137,0,0,0,0,137,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,3,3,0,0,0,0,3,320,0,0,0,0,324
UCL121061,62,0,0,0,0,62,100,0,0,0,0,100,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,3,4,0,0,0,0,4,171,0,0,0,0,171
UCL121062,90,0,0,0,0,90,212,0,0,0,0,212,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,5,0,0,0,0,5,3,0,0,0,0,3,327,0,0,0,0,327
UCL121063,133,0,0,90,0,221,43,0,0,0,0,41,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,8,0,0,0,0,0,0,22,0,0,0,0,24,0,0,0,3,0,8,3,0,0,3,0,8,204,0,0,99,0,306
UCL121064,160,0,0,0,0,159,69,0,0,0,0,74,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,41,6,0,0,0,0,6,4,0,0,0,0,4,276,0,0,0,3,279
UCL121065,211,0,0,0,0,211,124,0,0,0,0,125,16,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,37,0,0,0,0,0,0,7,0,0,0,0,7,376,0,0,0,0,380
UCL121066,63,0,0,0,0,63,76,0,0,0,0,76,19,0,8,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,27,0,3,0,0,34,0,0,0,0,0,4,3,0,0,0,0,3,171,0,3,0,0,182
UCL121067,186,0,0,0,0,189,75,0,0,0,0,76,22,0,5,0,0,29,0,0,0,0,0,4,3,0,0,0,0,6,29,0,0,0,0,33,6,0,0,0,0,10,5,0,0,0,0,5,62,7,7,0,0,80,7,0,0,0,0,7,7,0,0,0,0,9,341,6,7,0,3,363
UCL121068,384,17,0,16,0,429,253,13,0,0,0,269,85,29,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,28,6,0,0,0,31,0,0,0,8,0,9,0,0,0,0,0,0,117,31,0,8,0,156,8,4,0,0,0,9,5,0,0,4,0,4,765,70,3,25,5,865
UCL121069,69,0,0,0,0,64,143,0,0,0,4,146,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,5,225
UCL121070,87,0,0,0,0,86,76,0,0,0,0,81,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28,4,0,0,0,0,4,0,0,0,0,0,0,195,0,3,0,0,201
UCL121071,85,0,0,0,0,92,79,0,0,0,0,79,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,23,0,0,0,0,30,3,0,0,0,0,3,3,0,3,0,0,7,198,0,7,0,0,203
UCL121072,92,0,0,0,0,89,116,0,0,0,0,118,42,3,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,7,0,0,0,0,7,0,0,0,0,0,0,59,3,0,0,0,66,0,0,0,0,0,0,6,0,0,0,0,6,276,3,0,4,0,284
UCL121073,142,3,0,3,4,149,86,0,0,0,0,84,9,6,0,0,0,14,0,0,0,0,0,0,0,6,0,0,0,6,24,0,0,0,0,24,4,0,0,0,0,3,0,0,0,0,0,0,38,9,0,0,0,47,8,0,0,0,0,10,4,0,0,0,0,4,282,19,0,3,3,304
