UCL_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
UCL115126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,157,303,5,10,18,0,0,0,6,0,6,3,0,3,0,0,0,3,5,5,174,174,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,36,47,87,39,39,79,0,0,0,250,265,516
UCL115127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,129,300,9,19,23,5,0,5,0,0,0,0,0,0,0,0,0,9,14,13,189,158,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,47,87,28,56,81,0,0,0,262,262,519
UCL115128,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,300,262,563,8,17,20,5,0,5,3,0,3,3,4,11,0,3,7,5,10,11,331,298,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,95,173,264,63,92,153,0,0,0,487,561,1047
UCL115129,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,194,117,315,0,6,10,10,0,10,0,0,0,0,0,0,0,0,0,7,6,12,216,136,351,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,188,181,373,44,69,114,4,0,4,458,393,849
UCL115130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,307,669,24,23,50,15,0,15,0,0,3,3,0,4,0,0,5,16,15,32,425,356,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,41,62,102,52,76,134,9,0,7,531,496,1028
UCL115131,0,0,0,4,6,7,0,0,0,0,0,0,0,0,0,512,392,908,50,25,72,13,0,13,3,0,3,0,0,0,0,0,0,11,18,29,593,437,1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,96,120,218,111,173,283,9,3,11,808,739,1552
UCL115132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,211,426,3,9,17,4,0,6,3,0,3,4,0,6,0,0,0,22,19,38,254,245,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,36,71,28,48,82,5,0,3,320,333,658
UCL115133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,154,344,10,13,24,4,0,9,0,0,5,6,0,8,0,3,0,10,18,27,227,194,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,50,51,104,33,59,96,0,4,3,319,305,623
UCL115134,0,0,0,11,0,9,0,0,0,0,0,0,0,0,0,594,553,1148,45,39,83,24,0,24,5,3,14,13,5,12,4,0,4,56,72,126,750,676,1419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,13,11,3,16,0,0,0,0,0,0,0,0,0,0,0,0,33,48,85,65,93,163,0,4,6,862,824,1681
UCL115135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,290,585,21,27,48,16,0,19,0,0,3,7,3,8,3,0,6,26,35,59,363,357,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,5,0,0,0,3,0,3,0,0,0,3,0,3,31,46,78,22,54,73,13,13,20,441,468,912
UCL115136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,260,642,21,13,33,26,0,26,0,0,0,0,0,0,3,0,3,3,3,7,437,281,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,74,158,225,75,94,165,0,4,3,590,530,1121
UCL115137,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,625,439,1067,39,29,71,33,0,33,3,0,3,0,0,0,4,0,8,12,6,15,718,486,1202,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,10,3,10,0,0,0,0,0,0,0,0,0,0,0,0,136,252,395,106,199,306,0,5,0,969,940,1909
UCL115138,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,370,370,736,21,32,50,3,0,3,5,0,5,3,0,3,0,0,3,0,5,8,409,409,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,8,8,11,0,0,0,0,0,0,0,0,0,0,0,0,55,63,120,33,77,110,0,0,0,502,555,1056
UCL115139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,271,581,9,15,25,14,0,13,3,0,3,0,4,3,6,0,3,28,15,41,374,311,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,12,7,5,9,0,0,0,0,0,0,0,0,0,0,0,0,26,46,70,31,53,83,0,4,5,438,418,851
UCL115140,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,164,131,298,5,10,16,7,0,7,0,0,0,0,0,4,0,0,0,5,7,11,185,149,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,35,61,14,31,46,4,0,12,229,217,454
UCL115141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,208,444,24,9,35,3,0,3,0,0,0,0,0,0,0,6,3,18,26,51,292,253,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,34,30,42,72,5,4,6,336,319,653
UCL115142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,254,509,13,13,27,10,0,10,3,0,3,0,0,0,3,0,3,8,9,16,294,278,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,39,59,99,26,48,77,4,7,12,370,392,765
UCL115143,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,291,271,560,17,18,34,10,0,16,5,0,5,3,0,10,0,0,0,14,22,33,340,317,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,56,102,157,62,87,149,0,3,3,465,505,966
UCL115144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,295,635,19,14,34,13,0,13,7,0,9,7,0,7,4,4,6,13,17,24,398,333,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,33,59,88,38,76,113,3,3,8,477,466,945
UCL115145,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,168,177,349,10,19,30,4,0,4,3,0,3,0,0,4,0,0,0,0,7,7,186,208,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,57,92,28,43,72,0,0,0,254,306,561
UCL115146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,333,685,11,20,30,8,0,8,3,4,5,3,5,7,8,0,8,14,13,30,405,381,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,90,115,206,55,79,135,0,5,7,555,578,1136
UCL115147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,163,340,8,9,19,0,0,0,0,0,0,0,0,0,0,0,0,7,12,20,202,182,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,30,30,59,20,41,57,5,0,3,255,254,511
UCL115148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,181,147,328,21,8,30,3,0,3,0,0,0,0,0,0,0,0,0,20,19,36,231,177,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,43,30,34,56,0,3,9,277,243,516
UCL115149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,111,224,7,15,20,5,0,5,0,0,0,5,4,7,0,4,6,41,29,65,174,152,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,7,14,14,22,34,0,0,0,194,181,376
UCL115150,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,157,98,250,9,7,10,28,0,28,0,0,0,0,0,0,0,0,0,0,0,5,190,105,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,38,100,131,30,47,81,0,0,0,262,257,521
UCL115151,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,350,301,650,17,16,39,8,0,9,0,0,0,0,0,0,0,0,0,9,10,22,382,336,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,47,66,39,63,100,0,3,6,450,446,897
UCL115152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,122,252,12,13,21,7,0,9,0,0,0,0,0,0,3,3,0,12,17,26,167,154,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,13,10,11,23,37,0,4,4,191,184,374
UCL115153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,141,324,17,13,27,3,0,6,0,0,0,4,0,0,0,0,0,3,31,34,211,185,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,19,3,19,24,3,3,8,232,223,455
UCL115154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,186,434,14,19,41,11,0,11,0,0,0,4,0,4,0,0,0,22,19,40,300,227,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,6,0,3,0,0,9,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,17,30,22,35,57,3,4,11,340,284,629
UCL115155,0,0,0,18,8,32,0,0,0,0,0,0,0,0,0,514,481,992,69,65,134,15,0,12,9,0,9,7,0,8,5,0,9,42,36,81,667,603,1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,11,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,37,61,91,70,77,151,15,12,28,795,752,1547
UCL115156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,107,248,4,13,17,0,0,0,0,0,0,3,0,3,0,3,7,25,28,47,172,154,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26,37,13,29,39,3,0,5,197,206,403
UCL115157,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,139,115,259,5,5,10,11,0,11,0,0,0,0,0,0,0,0,0,10,13,23,169,135,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,26,38,36,39,68,0,0,0,216,200,415
UCL115158,0,0,0,65,17,82,0,0,0,0,0,0,0,0,0,353,377,729,62,39,105,14,0,14,0,0,0,4,0,7,9,0,11,41,42,83,543,477,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,6,0,6,9,0,9,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,30,48,73,54,70,130,3,10,11,645,601,1244
UCL115159,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,308,198,507,20,11,28,27,0,27,3,0,3,0,0,0,5,0,5,0,5,5,356,220,575,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,81,161,240,72,84,156,0,0,0,515,468,986
UCL115160,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,487,279,773,9,15,23,17,0,21,3,0,3,0,0,0,4,0,4,3,5,14,538,308,840,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,12,3,15,0,0,0,0,0,0,0,0,0,0,0,0,163,298,463,64,136,201,0,0,3,776,744,1525
UCL115161,0,0,0,5,0,5,0,0,0,0,0,0,0,5,5,587,603,1191,33,35,65,23,0,21,3,0,3,0,0,0,0,6,3,32,22,56,687,666,1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,32,43,80,77,108,185,12,5,18,816,823,1637
UCL115162,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,523,447,970,22,30,52,8,0,8,4,0,4,3,0,3,8,0,10,5,8,10,575,486,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,62,123,185,78,128,201,4,0,6,719,743,1462
UCL115163,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,298,205,500,16,16,28,16,0,16,3,0,3,0,0,6,6,0,9,7,7,12,342,235,572,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,9,0,0,5,0,0,0,0,0,0,0,0,5,49,92,140,70,93,160,10,0,10,476,419,894
UCL115164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,126,303,13,11,22,13,0,13,0,0,0,0,0,0,0,0,0,7,4,7,207,142,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,35,58,87,31,49,81,0,0,0,272,248,516
UCL115165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,195,421,16,16,29,10,0,10,0,0,3,5,0,5,0,0,0,3,7,14,260,216,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,24,17,20,41,5,4,7,295,253,554
UCL121001,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,148,115,264,6,4,12,0,0,0,0,0,0,0,0,0,0,0,0,6,9,17,167,135,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,14,18,15,30,43,0,0,0,196,175,368
UCL121002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,49,113,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,10,14,29,77,68,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,3,11,18,0,0,0,90,86,176
UCL121003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,60,143,5,4,7,0,0,0,0,0,4,0,0,0,0,0,0,7,5,6,92,74,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,34,61,14,19,36,0,0,4,139,128,263
UCL121004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,136,293,11,15,21,8,0,8,0,0,0,0,0,0,0,0,0,4,0,4,178,153,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,14,21,33,16,38,56,0,0,0,213,207,424
UCL121005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,63,149,4,3,7,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,103,67,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,24,40,68,19,19,39,0,0,0,154,127,284
UCL121006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,68,155,0,4,7,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,103,67,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,41,8,22,27,0,8,8,127,115,244
UCL121007,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,107,94,204,10,7,17,13,0,10,0,0,0,0,3,6,0,0,0,10,17,23,146,121,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,18,19,13,22,0,0,0,165,142,314
UCL121008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,27,52,7,0,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,42,26,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,0,3,44,30,81
UCL121009,0,0,0,12,8,16,0,0,6,0,0,0,0,0,0,108,87,194,4,12,16,5,0,5,0,0,0,0,0,0,4,0,5,10,10,17,142,116,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,27,17,45,3,0,3,176,141,316
UCL121010,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,78,71,141,6,5,8,0,0,0,0,0,0,0,0,0,5,4,10,4,8,15,90,86,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,34,45,74,11,11,25,0,0,0,140,141,276
UCL121011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,70,151,9,11,16,3,0,3,0,0,0,0,0,0,0,0,0,5,11,18,100,95,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,18,14,23,41,3,4,14,129,134,262
UCL121012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,120,259,5,5,12,3,0,3,0,0,0,0,0,0,0,0,0,5,3,3,156,125,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,44,64,103,23,35,64,0,0,0,221,225,448
UCL121013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,63,121,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,30,39,70,93,109,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,12,4,12,19,0,4,4,106,129,237
UCL121014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,71,146,10,3,12,6,0,4,0,0,0,0,0,0,0,0,0,4,0,4,85,74,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,14,15,28,11,19,29,0,3,3,115,118,231
UCL121015,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,89,52,137,0,6,5,3,0,3,0,0,0,0,4,4,0,0,0,12,7,16,104,67,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,69,90,158,32,31,59,0,0,0,208,190,398
