UCL_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
UCL115096,0,17,256,506,578,85,18,19,1482,0,0,41,14,3,0,0,0,63,0,0,13,15,4,0,0,0,29,0,0,55,31,4,0,0,0,92,0,5,49,3,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,49,3,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,356,535,588,85,20,18,1636
UCL115097,0,11,119,496,283,43,5,5,967,0,7,5,35,0,0,0,0,53,0,0,4,42,5,0,0,0,54,0,7,13,81,5,0,0,0,101,0,4,6,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,13,5,0,0,0,0,15,3,4,12,4,0,0,0,3,18,0,0,0,0,0,0,0,0,0,3,21,148,579,292,43,5,12,1101
UCL115098,4,16,89,154,64,8,0,10,351,0,11,12,0,0,0,0,5,31,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,5,31,0,3,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,13,3,9,6,5,4,0,0,3,29,0,9,22,9,0,0,0,0,46,5,61,135,174,66,12,0,13,470
UCL115099,4,9,135,594,262,55,11,17,1086,3,11,10,21,0,0,0,10,52,0,0,3,0,0,0,0,0,10,3,11,11,18,0,0,0,10,60,0,3,14,0,0,0,0,0,19,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,15,0,0,0,0,0,25,0,3,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,12,33,165,622,268,55,11,29,1188
UCL115100,0,11,123,551,209,26,0,32,962,0,0,30,4,0,0,0,0,44,0,0,17,14,4,0,0,0,32,0,3,46,20,0,0,0,0,79,0,4,9,8,5,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,5,0,0,0,0,18,0,13,14,12,5,0,0,3,42,5,11,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,4,5,36,194,586,217,29,0,40,1103
UCL115101,0,10,74,393,358,77,19,15,934,0,0,3,3,0,0,0,0,4,0,0,0,3,4,0,0,0,4,0,0,3,7,3,0,0,0,10,0,0,4,11,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,80,404,361,77,19,16,963
UCL115102,0,10,120,433,154,33,7,20,778,0,12,25,3,0,0,0,3,38,0,0,0,0,0,0,0,0,0,0,12,25,3,0,0,0,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,15,147,436,154,32,7,26,823
UCL115103,0,0,57,180,107,13,0,12,367,0,4,9,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,9,4,0,0,0,0,20,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,72,186,107,13,0,12,393
UCL115104,3,11,66,220,183,38,3,6,525,0,6,8,0,0,0,0,0,18,0,0,4,0,0,0,0,0,4,0,9,13,3,0,0,0,0,25,0,10,5,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,26,82,226,188,38,3,8,570
UCL115105,0,7,88,254,134,36,11,8,537,0,3,13,0,0,0,0,0,22,0,0,3,0,0,0,0,0,9,0,3,19,0,0,0,0,0,27,0,6,22,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,0,0,0,0,0,25,0,3,3,10,8,6,0,0,32,0,0,0,0,0,0,0,0,0,3,18,127,267,143,41,11,13,628
UCL115106,6,16,160,471,236,47,7,14,957,0,17,50,26,0,0,0,9,98,0,18,7,0,0,0,0,5,21,0,33,58,27,0,0,0,8,121,0,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,14,0,5,0,6,0,0,0,0,19,0,0,0,0,0,0,0,0,5,5,60,219,501,239,47,7,30,1119
UCL115107,11,33,207,600,274,54,8,17,1199,0,0,23,7,3,0,0,0,40,0,6,10,4,0,0,0,0,20,0,3,30,14,3,0,0,0,57,3,21,22,3,0,0,0,0,49,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,4,6,3,0,0,30,3,38,28,8,5,3,0,0,84,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,19,79,271,622,286,57,8,18,1354
UCL115108,4,10,22,125,352,123,23,6,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,23,125,352,120,23,6,660
UCL115109,0,29,193,555,281,56,4,24,1129,0,12,56,55,0,0,0,0,132,0,14,35,17,0,0,0,3,78,3,29,91,74,6,0,0,6,208,3,12,49,6,4,0,0,0,72,0,5,12,10,0,0,0,0,33,0,0,5,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,63,26,4,0,0,0,112,5,17,57,0,0,0,0,3,81,0,0,0,0,0,0,0,0,8,12,93,403,655,287,55,7,33,1539
UCL115110,0,16,242,698,328,48,12,31,1369,0,3,22,5,0,0,0,4,34,0,0,0,6,0,0,0,0,6,0,3,22,3,0,0,0,4,38,0,8,31,8,0,0,0,3,52,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,33,8,0,0,0,3,51,0,0,7,3,3,4,0,0,14,0,0,0,0,0,0,0,0,3,0,28,301,713,333,46,14,33,1478
UCL115111,0,9,128,586,353,58,5,23,1161,3,23,36,14,0,0,0,0,81,0,0,0,0,0,0,0,0,0,3,23,37,14,0,0,0,0,80,0,3,9,3,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,0,4,21,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,6,5,40,172,604,357,58,9,27,1275
UCL115112,0,8,27,190,477,39,3,14,754,0,0,8,4,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,8,4,5,0,0,0,22,0,0,6,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,8,41,190,489,39,3,13,789
UCL115113,0,3,105,301,183,25,0,25,640,0,17,24,5,0,0,0,0,51,0,0,0,0,0,0,0,0,5,0,17,24,3,0,0,0,0,47,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,3,3,9,0,20,137,306,189,25,6,26,711
UCL115114,0,13,98,462,259,30,7,15,882,0,23,35,18,0,0,0,3,78,0,0,0,0,0,0,0,0,0,0,23,38,18,0,0,0,3,76,0,0,9,0,0,0,0,0,10,0,4,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,0,0,0,0,0,26,5,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,41,151,473,259,30,7,18,994
UCL115115,8,42,156,805,406,71,10,32,1525,0,6,11,33,10,0,0,0,56,0,18,30,70,6,0,0,3,119,0,18,41,99,11,0,0,3,170,6,12,36,32,0,0,0,0,83,0,15,25,0,0,0,0,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,5,0,0,0,27,6,34,69,29,5,0,0,5,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,93,265,939,420,70,10,36,1855
UCL115116,3,11,143,766,511,54,9,32,1515,0,16,174,73,3,0,0,14,276,0,0,11,15,0,0,0,0,24,0,20,187,83,3,0,0,14,304,0,6,27,18,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,23,0,0,0,0,64,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,33,361,874,516,55,9,40,1890
UCL115117,0,5,56,228,88,14,6,8,407,0,3,208,113,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,3,208,113,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,267,335,91,14,4,9,739
UCL115118,0,8,90,221,140,33,4,4,496,0,0,61,12,0,0,0,3,82,0,0,20,21,0,0,0,0,47,0,5,82,36,0,0,0,3,123,0,6,9,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,0,0,0,17,0,8,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,24,179,262,141,30,4,10,654
UCL115119,0,15,67,435,526,136,31,23,1225,0,10,28,19,0,0,0,0,61,0,0,4,21,0,0,0,0,32,0,10,33,38,0,0,0,3,88,0,22,29,0,0,0,0,0,52,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,26,34,0,0,0,0,0,63,3,8,9,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,54,152,470,530,136,27,21,1406
UCL115120,0,3,23,139,582,184,50,3,991,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,9,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,11,0,4,9,9,9,0,0,0,20,4,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,10,30,150,588,184,50,3,1024
UCL115121,0,12,170,396,128,13,3,19,737,0,0,3,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,15,171,399,131,13,8,19,754
UCL115122,0,9,120,530,216,26,8,18,920,0,3,46,0,0,0,0,4,55,0,0,0,0,0,0,0,0,0,0,4,46,0,0,0,0,4,52,0,5,8,8,6,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,8,6,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,25,170,537,221,22,7,22,1007
UCL115123,0,7,41,198,220,42,10,4,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,46,198,220,42,10,6,531
UCL115124,0,18,142,653,557,106,25,26,1522,0,0,4,3,0,0,0,0,14,0,0,22,10,4,0,0,0,31,0,0,24,15,3,0,0,0,48,0,0,5,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,4,4,0,0,0,0,13,0,0,0,0,0,0,0,0,7,0,0,0,3,6,0,0,0,7,8,20,171,672,564,110,29,24,1599
UCL115125,3,15,134,480,287,41,14,11,983,0,11,94,53,0,0,0,0,162,0,8,25,9,0,0,0,0,38,0,25,117,60,0,0,0,0,205,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,0,3,5,7,0,0,0,3,16,5,48,122,14,3,0,0,11,206,0,12,31,8,0,0,0,0,52,7,101,415,571,293,41,14,23,1462
UCL115126,0,25,67,100,131,34,3,4,367,0,0,0,25,0,0,0,0,24,0,0,0,23,0,0,0,0,24,0,0,5,43,3,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,25,70,146,130,34,6,4,422
UCL115127,0,6,66,257,158,24,7,5,514,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,66,260,158,24,5,5,516
UCL115128,3,9,64,372,225,39,0,7,715,0,0,10,14,0,0,0,0,26,0,0,3,21,0,0,0,0,26,0,0,12,35,0,0,0,0,46,0,9,19,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,0,8,22,0,4,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,98,404,227,39,0,7,799
UCL115129,0,13,43,182,189,64,14,0,502,0,0,0,0,0,0,0,0,0,0,3,19,9,0,0,0,0,35,0,3,19,9,0,0,0,0,35,0,0,9,5,0,0,0,0,8,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,6,15,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,81,195,190,67,14,0,567
UCL115130,3,32,298,615,340,67,5,26,1392,0,5,57,20,0,0,0,4,94,0,0,19,18,0,0,0,0,43,0,5,81,40,0,0,0,5,132,0,3,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,8,0,0,0,0,0,17,4,13,38,10,3,0,0,0,67,0,5,20,0,0,0,0,36,65,4,61,446,672,344,70,5,73,1674
UCL115131,3,38,118,769,503,76,11,22,1546,0,0,45,48,0,0,0,5,94,0,0,3,0,3,0,0,0,14,0,0,49,49,9,0,0,5,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,176,822,509,76,11,20,1658
UCL115132,0,11,70,248,156,40,9,10,542,0,7,45,4,0,0,0,4,61,0,0,44,15,3,0,0,0,66,0,7,87,17,3,0,0,6,123,0,9,17,5,0,0,0,0,30,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,5,0,0,0,0,32,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,6,22,180,273,158,40,14,17,712
UCL115133,3,6,289,529,391,34,5,12,1271,0,0,12,43,0,0,0,0,56,0,0,11,21,11,0,0,0,44,0,0,28,67,11,0,0,0,104,0,0,8,9,0,0,0,0,16,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,21,0,0,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,11,330,607,402,30,5,16,1405
UCL115134,0,21,211,777,408,56,10,25,1512,0,43,60,14,0,0,0,3,124,0,0,4,8,0,0,0,0,5,0,48,65,20,0,0,0,3,135,0,7,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,13,0,5,11,7,0,0,0,0,30,0,0,0,0,0,0,0,4,5,7,84,288,801,409,57,10,31,1694
UCL115135,3,21,197,618,244,34,8,38,1163,0,5,7,8,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,5,7,8,0,0,0,0,20,0,20,32,3,6,0,0,4,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,3,6,0,0,4,62,3,5,0,4,3,0,0,0,16,0,0,0,0,0,0,0,0,5,5,52,244,638,249,37,10,44,1275
UCL115136,0,0,35,224,326,69,8,3,676,0,0,9,8,0,0,0,0,12,0,0,3,0,0,0,0,0,11,0,0,11,9,4,0,0,0,25,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,235,330,69,8,10,699
UCL115137,0,36,121,406,628,117,20,15,1346,0,24,80,47,0,0,0,4,159,0,0,0,0,0,0,0,0,0,0,29,80,47,4,0,0,4,160,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,5,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,63,202,455,629,117,20,18,1511
UCL115138,0,4,47,156,400,32,3,11,647,0,0,16,28,18,0,0,0,61,0,0,0,0,0,0,0,0,3,0,0,19,33,19,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,61,190,425,34,5,9,726
UCL115139,0,10,128,479,207,30,4,32,893,0,6,35,21,0,0,0,6,66,0,0,0,0,0,0,0,0,0,0,6,35,21,0,0,0,6,66,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11,3,5,4,0,0,0,0,0,14,0,0,5,0,0,0,0,0,5,0,25,171,504,211,30,5,48,997
UCL115140,0,6,61,162,139,25,3,4,406,0,0,0,10,0,0,0,0,9,0,0,6,4,0,0,0,0,7,0,0,8,8,0,0,0,0,17,0,0,15,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,14,3,16,35,9,0,0,0,3,69,0,0,4,0,0,0,0,0,5,3,21,110,181,145,25,3,9,513
UCL115141,4,18,84,304,131,19,0,13,579,0,0,15,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,22,99,309,134,19,0,13,605
UCL115142,3,9,167,523,269,42,13,8,1033,0,0,14,3,0,0,0,0,13,0,3,18,3,0,0,0,0,21,0,3,29,7,0,0,0,0,38,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,201,526,269,42,11,14,1083
UCL115143,4,26,118,492,205,29,9,3,886,0,10,39,5,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,10,39,5,0,0,0,0,52,0,5,12,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,16,5,0,9,4,5,0,0,0,20,0,0,0,0,0,0,0,0,0,6,40,172,506,209,31,11,7,988
