UCL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL122041,..,0,0,0,0,0,0,0,0,3,..,0,0,3,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,5,45,15,24,18,20,26,17,7,0,178,..,4,13,14,21,32,22,9,4,121,..,6,14,12,5,15,10,0,0,61,..,0,4,4,5,6,0,0,0,19,74,..,..,..,..,..,..,..,..,74,..,11,..,..,..,..,..,..,..,11,..,10,8,4,0,0,0,0,0,24,..,0,0,0,4,0,0,5,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,9,..,0,4,3,0,5,10,0,0,24,0,0,0,0,4,3,0,0,0,8,72,30,46,40,35,66,49,11,4,354
UCL122042,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,25,22,10,19,23,16,18,4,0,124,..,0,8,18,34,14,17,3,0,99,..,0,4,7,6,7,5,0,0,32,..,0,0,4,0,0,0,0,0,5,47,..,..,..,..,..,..,..,..,47,..,13,..,..,..,..,..,..,..,13,..,17,7,5,0,0,0,0,0,29,..,0,0,0,0,0,8,0,0,9,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,7,0,0,6,4,5,0,15,3,0,0,0,0,0,0,0,0,8,46,39,29,32,43,25,29,13,0,262
UCL122043,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,5,10,3,21,0,0,0,0,0,0,0,0,0,0,16,13,17,12,17,21,24,10,3,136,..,3,11,14,17,23,37,7,0,118,..,0,7,5,3,6,0,0,0,26,..,0,3,0,0,0,0,0,0,15,56,..,..,..,..,..,..,..,..,56,..,10,..,..,..,..,..,..,..,10,..,0,0,4,0,0,0,0,0,11,..,0,4,0,0,3,6,0,0,9,..,0,0,0,0,0,0,0,0,0,..,4,0,0,0,3,0,0,0,7,..,4,0,3,6,11,7,5,4,44,0,0,0,0,0,0,0,0,0,5,56,24,23,35,34,47,51,22,4,304
UCL122044,..,0,0,0,0,0,4,0,0,4,..,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,7,5,4,0,14,11,14,4,0,56,..,0,3,0,7,13,13,6,0,40,..,0,0,0,4,0,3,0,0,14,..,0,0,0,0,0,0,0,0,5,13,..,..,..,..,..,..,..,..,13,..,4,..,..,..,..,..,..,..,4,..,3,0,0,3,0,0,0,0,12,..,0,0,0,0,7,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,6,0,0,6,..,0,6,0,4,0,0,3,0,13,0,0,0,0,0,0,0,0,0,9,13,11,8,10,21,14,23,7,0,113
UCL122045,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,3,3,0,14,0,0,0,0,0,0,0,0,0,3,21,7,12,9,15,23,14,7,0,112,..,0,12,7,5,21,22,18,0,89,..,5,3,3,0,3,0,0,0,20,..,0,3,0,5,3,0,0,0,15,44,..,..,..,..,..,..,..,..,44,..,0,..,..,..,..,..,..,..,0,..,7,3,6,0,3,0,0,0,12,..,0,0,0,0,0,4,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,..,0,0,3,10,8,8,10,7,45,0,0,0,0,0,0,0,0,0,4,44,18,23,18,25,49,30,23,7,243
UCL122046,..,0,0,0,0,0,0,0,0,0,..,0,0,4,0,8,17,5,3,33,0,0,0,0,0,0,4,0,0,14,20,12,14,9,17,59,59,25,8,218,..,0,11,11,19,72,58,31,6,208,..,4,4,0,0,9,10,0,0,39,..,0,0,7,3,3,3,0,0,17,37,..,..,..,..,..,..,..,..,37,..,11,..,..,..,..,..,..,..,11,..,11,6,5,0,3,0,0,0,24,..,0,0,0,0,0,0,0,3,8,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,6,..,0,0,4,3,21,28,7,7,63,0,0,0,0,0,6,3,3,0,18,40,26,23,30,31,114,109,48,18,439
UCL122047,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,10,8,0,23,0,0,0,0,0,0,0,0,0,3,19,10,7,19,20,44,23,10,0,149,..,0,0,14,21,35,34,18,0,117,..,0,0,11,12,17,4,0,0,45,..,0,0,3,6,0,0,0,0,7,38,..,..,..,..,..,..,..,..,38,..,13,..,..,..,..,..,..,..,13,..,5,0,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,4,0,0,0,9,..,0,0,0,0,6,4,0,0,7,..,0,0,0,6,8,19,14,0,46,0,0,0,0,0,4,0,0,0,7,45,22,9,27,41,72,56,29,0,294
UCL122048,..,0,0,0,0,0,0,0,0,3,..,0,3,3,5,3,8,5,3,24,8,0,0,0,0,0,0,0,0,8,30,10,16,17,23,23,22,13,7,177,..,0,5,5,12,22,28,22,6,96,..,5,6,6,7,8,0,0,0,37,..,0,3,3,5,8,0,4,0,31,49,..,..,..,..,..,..,..,..,49,..,11,..,..,..,..,..,..,..,11,..,11,8,10,6,0,0,0,0,35,..,5,6,0,0,5,0,0,0,16,..,0,0,0,0,0,4,0,0,4,..,0,0,0,0,3,0,0,0,6,..,0,6,3,9,15,17,8,3,60,5,0,0,0,0,0,6,0,0,16,55,30,39,33,41,52,56,42,12,359
UCL122049,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,7,7,3,3,27,0,0,0,0,0,5,0,0,0,3,13,17,5,5,24,29,27,18,7,145,..,6,0,8,13,21,37,18,6,106,..,0,5,7,8,8,8,3,0,28,..,0,0,0,4,3,0,0,0,11,26,..,..,..,..,..,..,..,..,26,..,12,..,..,..,..,..,..,..,12,..,5,4,0,4,0,0,0,0,14,..,5,0,0,0,4,5,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,5,..,0,3,0,11,11,16,8,3,57,0,3,0,0,0,5,4,0,0,7,24,31,13,18,46,48,65,31,7,285
UCL122050,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,11,10,0,4,20,0,0,0,0,0,0,0,0,0,0,13,12,7,10,13,15,17,9,0,90,..,0,0,12,12,12,11,6,0,58,..,0,0,0,7,3,0,0,0,9,..,0,0,3,0,0,0,0,0,7,25,..,..,..,..,..,..,..,..,25,..,10,..,..,..,..,..,..,..,10,..,0,0,0,0,0,0,0,0,9,..,4,0,0,0,0,4,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,5,0,3,20,10,8,7,48,0,0,0,0,0,0,0,0,0,0,25,15,13,18,18,38,30,14,9,182
UCL122051,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,11,0,18,3,0,0,0,0,0,0,0,0,4,24,15,10,10,15,15,12,13,0,126,..,0,9,13,10,17,13,8,0,69,..,6,6,3,3,4,0,4,0,28,..,0,0,5,4,0,0,0,0,23,48,..,..,..,..,..,..,..,..,48,..,12,..,..,..,..,..,..,..,12,..,7,0,0,0,0,0,0,0,16,..,0,4,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,8,6,10,0,36,3,0,0,0,0,0,0,0,0,7,54,33,14,29,26,35,26,24,0,238
UCL122052,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,5,4,0,14,0,0,0,0,0,0,0,0,0,0,20,8,8,15,12,23,26,11,0,118,..,0,0,12,26,17,38,15,0,108,..,0,7,7,4,14,3,0,0,33,..,0,0,4,3,0,0,0,0,10,42,..,..,..,..,..,..,..,..,42,..,5,..,..,..,..,..,..,..,5,..,7,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,4,..,3,0,0,0,0,0,0,0,7,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,8,5,4,0,16,0,0,0,0,0,0,0,0,0,3,42,19,7,28,34,40,50,18,0,238
UCL122053,..,0,0,0,0,0,0,0,0,4,..,0,0,3,5,5,3,11,3,32,0,0,0,0,0,5,0,0,0,5,12,10,6,10,17,28,23,19,3,127,..,0,3,0,19,22,20,21,4,92,..,0,8,4,4,4,8,0,0,26,..,0,0,3,0,0,3,0,0,6,23,..,..,..,..,..,..,..,..,23,..,13,..,..,..,..,..,..,..,13,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,4,0,0,8,..,0,0,4,4,21,14,18,5,67,0,0,0,0,0,5,0,0,0,3,23,15,19,18,32,56,40,41,7,252
UCL122054,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,6,0,0,18,0,0,0,0,0,0,0,0,0,5,33,20,36,19,20,19,24,6,0,180,..,0,13,10,25,19,28,7,3,111,..,3,16,9,9,9,11,0,0,57,..,0,4,7,0,4,0,0,0,17,68,..,..,..,..,..,..,..,..,68,..,15,..,..,..,..,..,..,..,15,..,10,4,0,0,5,0,0,0,18,..,4,4,0,0,4,0,0,0,7,..,0,5,0,4,0,0,0,0,4,..,0,0,0,0,0,4,0,0,14,..,3,0,0,4,10,11,6,0,32,0,4,6,0,0,0,0,0,0,13,68,38,59,31,46,46,55,10,3,360
UCL122055,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,11,6,11,0,38,0,0,0,0,0,0,0,0,0,0,39,8,5,15,26,41,46,30,0,214,..,0,9,18,28,34,59,34,0,192,..,0,4,4,10,9,9,0,0,31,..,0,0,4,7,0,0,0,0,11,73,..,..,..,..,..,..,..,..,73,..,8,..,..,..,..,..,..,..,8,..,12,0,0,0,0,0,0,0,18,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,4,0,3,..,0,0,3,7,18,10,20,0,53,0,0,0,0,0,0,0,4,0,3,73,24,18,23,51,61,85,65,5,400
UCL122056,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,3,10,0,0,0,0,0,0,0,0,0,0,18,15,12,22,20,16,31,9,7,148,..,0,6,29,20,17,37,13,3,126,..,0,0,4,11,6,3,5,0,24,..,0,0,4,3,4,0,0,3,13,51,..,..,..,..,..,..,..,..,51,..,13,..,..,..,..,..,..,..,13,..,11,0,0,0,3,3,0,0,26,..,4,0,0,0,0,0,6,0,8,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,7,5,3,18,0,0,0,0,0,0,0,0,0,0,51,27,16,36,33,31,58,24,10,288
UCL122057,..,0,0,0,0,0,0,0,0,0,..,0,0,0,6,0,3,0,0,8,0,0,0,0,0,0,0,0,0,4,19,14,17,12,25,21,20,3,0,129,..,0,4,17,28,20,20,3,0,99,..,5,10,3,6,5,0,0,0,27,..,0,0,5,6,4,0,0,0,10,40,..,..,..,..,..,..,..,..,40,..,9,..,..,..,..,..,..,..,9,..,11,8,5,0,5,0,0,0,23,..,0,0,0,0,0,3,0,0,7,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,3,6,0,9,0,0,20,0,0,0,0,0,0,0,0,0,5,40,27,28,27,47,35,36,3,4,251
UCL122058,..,0,0,0,0,3,4,3,0,8,..,0,0,3,3,10,4,5,0,25,0,0,3,0,0,0,0,0,0,3,31,12,25,25,23,46,36,19,0,227,..,0,14,21,22,36,52,24,0,162,..,9,13,12,9,13,3,6,0,62,..,0,9,8,3,5,4,0,0,25,82,..,..,..,..,..,..,..,..,82,..,6,..,..,..,..,..,..,..,6,..,5,6,0,0,0,0,0,0,16,..,6,0,0,0,0,4,0,0,15,..,0,0,0,0,0,0,0,0,3,..,0,4,0,0,5,4,8,0,19,..,0,4,3,14,21,17,10,3,67,3,0,3,0,0,0,0,8,0,11,81,29,54,45,49,79,82,45,5,466
UCL122059,..,0,0,0,0,0,5,0,0,9,..,0,0,0,9,7,6,3,0,27,0,0,0,0,0,0,0,0,0,6,42,25,26,28,26,31,26,12,7,214,..,0,14,19,24,27,26,10,4,121,..,15,7,11,16,6,3,0,0,58,..,0,0,3,4,7,5,3,5,27,94,..,..,..,..,..,..,..,..,94,..,17,..,..,..,..,..,..,..,17,..,7,7,3,5,5,0,0,0,25,..,0,4,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,4,..,4,0,0,0,0,5,0,0,4,..,0,0,5,4,13,18,10,4,53,0,0,0,0,0,0,0,0,0,10,96,46,45,46,49,52,56,21,11,418
UCL122060,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,4,4,0,0,14,0,0,0,0,0,0,0,0,0,3,34,24,20,18,22,28,27,10,3,182,..,0,13,15,25,27,26,18,5,126,..,5,10,10,3,0,3,0,0,36,..,0,3,8,3,0,5,0,0,21,63,..,..,..,..,..,..,..,..,63,..,12,..,..,..,..,..,..,..,12,..,13,8,0,3,0,0,0,0,29,..,7,0,0,3,7,4,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,5,0,0,9,..,0,0,0,3,10,10,7,0,31,4,0,0,4,0,0,0,0,0,12,66,32,39,33,41,56,57,17,5,351
UCL122061,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,14,8,11,12,6,7,12,0,0,70,..,0,0,3,0,5,0,0,0,17,..,4,7,0,7,0,5,0,0,23,..,0,0,3,0,0,3,0,0,13,34,..,..,..,..,..,..,..,..,34,..,0,..,..,..,..,..,..,..,0,..,3,3,0,0,0,0,0,0,6,..,4,5,0,0,0,4,0,0,9,..,0,6,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3,..,0,0,6,0,7,4,3,0,27,0,0,0,0,0,0,0,0,0,0,34,15,20,16,21,20,17,5,0,138
UCL122062,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,8,0,0,0,0,0,3,0,0,0,4,31,20,24,13,14,22,9,7,0,132,..,0,10,4,21,19,8,3,0,66,..,0,16,10,11,3,0,0,0,41,..,0,3,5,3,3,0,0,0,23,56,..,..,..,..,..,..,..,..,56,..,9,..,..,..,..,..,..,..,9,..,9,3,0,0,4,0,0,0,17,..,3,4,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,9,..,0,0,0,6,8,8,9,0,28,7,4,5,0,0,3,3,0,0,25,60,41,46,20,36,38,28,9,5,280
UCL122063,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,3,5,18,0,0,0,0,0,0,0,0,0,3,24,15,19,21,21,22,14,8,6,149,..,0,16,15,8,27,22,9,6,100,..,0,10,9,3,3,0,0,0,33,..,0,3,3,12,0,0,0,0,22,55,..,..,..,..,..,..,..,..,55,..,11,..,..,..,..,..,..,..,11,..,11,6,0,0,0,0,0,0,18,..,0,0,0,0,8,0,0,0,4,..,0,0,0,0,3,0,0,0,3,..,0,0,4,0,0,0,0,0,4,..,0,0,6,0,8,7,9,7,33,0,0,0,0,0,0,0,0,0,4,55,26,38,38,26,47,31,20,10,289
UCL122064,..,0,0,0,0,0,0,0,0,5,..,0,0,4,0,8,10,4,0,18,3,0,4,0,0,0,0,0,0,4,31,15,16,21,18,22,15,8,0,147,..,0,4,10,6,19,9,0,3,63,..,3,8,7,9,3,9,0,0,28,..,0,3,7,8,5,0,0,0,28,68,..,..,..,..,..,..,..,..,68,..,4,..,..,..,..,..,..,..,4,..,12,8,6,0,5,0,0,0,25,..,0,0,4,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,5,0,4,12,18,14,10,0,53,4,0,4,0,0,0,0,0,0,14,74,31,30,31,41,50,31,14,9,300
UCL122065,..,0,3,0,0,0,0,0,0,3,..,0,3,0,0,6,9,6,0,28,0,0,0,0,0,4,0,5,0,10,13,8,10,10,14,46,33,18,4,157,..,5,4,6,10,47,40,17,0,129,..,3,0,5,12,14,4,0,0,45,..,0,0,0,0,0,0,4,0,8,30,..,..,..,..,..,..,..,..,30,..,9,..,..,..,..,..,..,..,9,..,5,3,7,0,4,0,0,0,12,..,0,0,0,0,0,6,4,4,12,..,0,0,0,0,0,0,0,0,0,..,0,10,0,0,0,0,0,0,15,..,0,5,0,4,16,17,12,5,55,0,0,0,0,0,0,0,9,0,18,29,17,29,25,35,87,74,44,7,339
UCL122066,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,5,0,4,0,10,0,3,0,0,0,0,0,0,0,3,36,34,16,18,37,26,19,12,0,190,..,3,12,33,37,40,27,11,0,165,..,3,10,3,8,11,3,0,0,39,..,0,0,0,3,0,0,0,0,9,64,..,..,..,..,..,..,..,..,64,..,25,..,..,..,..,..,..,..,25,..,18,9,0,0,0,0,0,0,29,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,7,7,3,3,0,27,0,3,0,0,0,0,0,0,0,8,63,53,29,39,55,56,36,19,5,358
UCL122067,..,0,0,0,0,0,6,0,0,4,..,0,0,0,9,14,14,6,3,39,0,0,0,0,3,0,0,0,0,7,29,16,19,21,35,43,36,13,4,215,..,0,3,7,32,35,36,18,4,136,..,6,14,13,6,13,5,0,0,60,..,0,6,10,8,7,0,0,0,26,54,..,..,..,..,..,..,..,..,54,..,21,..,..,..,..,..,..,..,21,..,10,8,0,0,0,0,0,0,24,..,0,0,0,0,0,3,0,0,7,..,0,0,0,0,0,0,0,0,3,..,3,0,0,0,0,8,0,0,9,..,0,0,3,8,17,14,3,3,60,3,3,0,0,0,4,0,0,0,12,58,45,27,34,67,74,71,28,8,419
UCL122068,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,5,0,6,16,0,0,0,0,3,0,0,0,0,3,8,3,11,9,9,5,9,3,6,64,..,0,0,6,3,3,4,0,0,23,..,0,3,4,3,0,4,0,0,28,..,0,0,5,0,0,0,0,0,10,20,..,..,..,..,..,..,..,..,20,..,5,..,..,..,..,..,..,..,5,..,0,6,3,0,0,0,0,0,11,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,4,3,6,9,0,6,27,0,0,0,0,3,3,0,0,0,4,20,9,15,22,16,19,18,0,6,121
UCL122069,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,9,16,6,0,34,0,0,0,0,0,0,0,0,0,6,31,12,8,12,24,29,33,14,8,168,..,0,7,18,27,32,21,15,5,116,..,0,3,7,10,8,5,0,0,32,..,0,0,6,3,3,0,0,0,13,46,..,..,..,..,..,..,..,..,46,..,12,..,..,..,..,..,..,..,12,..,9,4,0,0,0,0,0,0,12,..,0,0,0,0,0,0,3,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,8,..,0,0,0,6,15,14,7,0,45,0,0,0,0,4,0,0,0,0,10,46,29,17,26,47,59,52,21,6,300
UCL122070,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,16,12,6,31,0,3,0,0,0,0,0,0,0,3,43,24,12,28,24,29,38,21,9,225,..,0,10,42,35,44,32,16,8,191,..,0,3,9,6,3,0,0,0,18,..,0,0,0,0,3,3,5,0,11,89,..,..,..,..,..,..,..,..,89,..,26,..,..,..,..,..,..,..,26,..,16,6,6,4,0,0,0,0,39,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,21,15,6,45,0,3,0,0,0,0,0,0,0,6,89,50,27,52,52,57,60,33,15,427
UCL122071,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,4,3,4,0,19,0,0,0,0,0,0,0,0,0,5,41,15,25,17,19,20,33,18,0,180,..,0,17,13,12,21,45,28,4,140,..,9,21,3,3,6,0,0,0,41,..,0,0,3,6,0,0,0,0,19,71,..,..,..,..,..,..,..,..,71,..,14,..,..,..,..,..,..,..,14,..,8,4,3,7,0,0,0,0,16,..,0,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,..,0,5,0,3,9,7,3,0,31,0,0,4,0,0,0,0,0,0,5,71,35,47,30,32,40,57,38,8,348
UCL122072,..,0,0,0,0,5,0,0,0,0,..,0,0,0,3,0,4,3,6,11,0,0,0,0,0,0,0,4,0,4,18,14,10,9,17,14,16,11,6,110,..,0,13,14,11,16,12,13,0,76,..,7,0,4,8,5,3,0,0,19,..,0,0,0,5,0,0,0,0,5,30,..,..,..,..,..,..,..,..,30,..,8,..,..,..,..,..,..,..,8,..,4,3,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,4,..,0,0,0,0,5,0,0,0,6,..,0,0,0,3,14,10,11,6,40,5,0,0,0,0,0,0,4,0,12,35,24,22,17,25,35,28,27,6,221
UCL122073,..,0,0,0,0,0,3,0,0,5,..,0,0,3,0,4,5,3,0,21,0,0,0,0,0,0,0,0,0,0,18,8,12,12,16,28,21,16,4,129,..,0,3,9,6,15,33,16,3,86,..,0,0,9,13,10,0,0,0,36,..,0,0,0,3,5,0,0,0,9,31,..,..,..,..,..,..,..,..,31,..,5,..,..,..,..,..,..,..,5,..,9,7,0,6,0,0,0,0,18,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,10,..,0,0,4,7,18,8,10,5,51,0,0,0,0,0,6,0,0,0,9,31,12,23,28,29,56,50,32,5,264
UCL122074,..,0,0,3,3,0,3,0,0,11,..,3,0,0,0,11,9,3,0,20,0,0,0,0,0,0,0,0,0,4,7,9,8,6,17,33,22,8,0,113,..,0,3,0,9,19,20,15,0,67,..,0,13,3,14,11,0,0,0,38,..,0,0,0,4,0,7,0,0,13,21,..,..,..,..,..,..,..,..,21,..,3,..,..,..,..,..,..,..,3,..,6,0,5,5,0,0,0,0,16,..,0,0,0,0,3,4,0,0,3,..,0,0,0,0,0,4,0,0,3,..,0,0,3,4,7,5,0,0,14,..,4,0,0,0,20,17,9,0,56,0,5,0,0,0,0,0,0,0,5,21,16,17,13,36,59,50,29,0,240
UCL122075,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,3,0,13,0,0,0,0,0,0,0,0,0,3,34,15,16,16,17,18,6,4,4,140,..,0,6,27,24,17,15,9,0,99,..,0,17,0,3,0,0,0,0,25,..,0,0,0,5,4,0,0,0,8,62,..,..,..,..,..,..,..,..,62,..,7,..,..,..,..,..,..,..,7,..,13,0,0,0,0,0,0,0,16,..,3,0,4,0,0,0,4,0,9,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,5,..,0,3,0,3,3,0,3,0,16,0,0,0,0,0,0,0,0,0,5,62,29,26,35,36,30,20,13,6,259
UCL122076,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,23,6,8,13,14,10,13,3,0,104,..,0,3,15,19,19,13,3,0,79,..,0,3,0,6,4,7,0,0,24,..,0,0,0,0,0,0,0,0,3,46,..,..,..,..,..,..,..,..,46,..,9,..,..,..,..,..,..,..,9,..,7,5,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,4,0,0,4,..,0,4,0,0,4,5,0,0,20,0,0,0,0,0,0,0,0,0,0,46,18,15,31,32,33,25,10,0,206
