UCL_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
UCL115025,..,0,44,59,52,58,34,14,3,258,..,12,24,23,20,8,0,0,0,81,..,0,0,3,5,0,0,0,0,17,166,..,..,..,..,..,..,..,..,166,..,32,..,..,..,..,..,..,..,32,..,55,17,10,3,0,0,0,0,88,..,0,4,4,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,8,..,4,0,8,9,10,3,4,0,42,0,0,0,0,0,6,3,0,0,13,167,106,91,100,91,89,40,19,4,715,..,5,51,63,56,51,30,8,3,269,..,9,25,20,19,5,5,0,0,84,..,0,5,8,24,9,4,3,0,49,141,..,..,..,..,..,..,..,..,141,..,58,..,..,..,..,..,..,..,58,..,28,10,3,3,0,0,0,0,43,..,0,0,0,0,5,3,0,0,10,..,0,0,0,0,0,0,0,0,4
UCL115026,..,0,13,31,38,34,34,50,9,208,..,7,20,15,13,9,14,10,4,84,..,0,3,6,4,0,0,0,0,13,125,..,..,..,..,..,..,..,..,125,..,18,..,..,..,..,..,..,..,18,..,15,9,6,6,0,0,0,0,35,..,0,0,0,4,0,0,0,0,9,..,0,6,3,0,0,0,0,0,6,..,0,4,4,0,0,7,0,0,8,..,3,7,9,10,20,15,6,7,73,4,0,4,4,0,5,0,0,0,14,127,47,57,76,72,67,68,69,16,595,..,0,15,33,33,37,49,41,3,214,..,3,25,20,14,16,9,4,0,91,..,0,4,16,8,0,5,3,0,33,88,..,..,..,..,..,..,..,..,88,..,14,..,..,..,..,..,..,..,14,..,11,3,0,5,0,0,0,0,13,..,0,0,0,0,0,5,8,0,12,..,0,0,0,0,0,0,0,0,4
UCL115027,..,0,72,115,85,68,85,36,6,464,..,15,71,26,24,11,0,0,0,152,..,0,5,10,17,4,0,0,0,34,338,..,..,..,..,..,..,..,..,338,..,51,..,..,..,..,..,..,..,51,..,73,22,9,3,0,0,0,0,108,..,11,11,0,5,3,8,4,0,34,..,0,6,3,0,0,0,0,0,15,..,4,7,3,0,0,0,0,0,17,..,8,25,20,14,21,17,9,3,117,6,5,8,3,0,0,0,0,0,30,339,163,219,189,149,115,119,49,11,1354,..,5,87,115,89,74,82,26,3,480,..,27,60,35,17,8,3,0,0,158,..,8,28,33,34,7,8,0,0,121,304,..,..,..,..,..,..,..,..,304,..,61,..,..,..,..,..,..,..,61,..,37,17,0,3,0,0,0,0,60,..,3,0,0,3,4,5,3,6,29,..,0,0,0,0,0,0,0,0,3
UCL115028,..,0,12,57,80,104,124,71,27,474,..,3,23,17,18,16,13,5,0,96,..,0,0,0,8,12,0,0,0,22,176,..,..,..,..,..,..,..,..,176,..,49,..,..,..,..,..,..,..,49,..,36,21,3,3,0,0,0,0,70,..,3,0,0,0,4,5,0,0,17,..,4,3,0,9,0,0,0,0,13,..,12,4,0,0,0,0,0,0,26,..,0,9,9,16,26,27,17,12,116,0,3,3,7,3,7,4,0,0,22,176,118,86,104,132,174,172,91,40,1086,..,0,24,72,81,117,111,69,15,483,..,5,34,22,19,13,7,5,0,99,..,0,7,16,32,15,3,0,0,69,168,..,..,..,..,..,..,..,..,168,..,65,..,..,..,..,..,..,..,65,..,19,11,0,0,0,0,0,0,28,..,3,4,0,3,4,10,5,0,27,..,7,0,0,0,0,0,0,0,10
UCL115029,..,0,17,33,37,36,39,26,5,187,..,0,19,26,19,18,17,3,0,99,..,0,0,5,12,9,9,0,0,29,108,..,..,..,..,..,..,..,..,108,..,22,..,..,..,..,..,..,..,22,..,29,11,10,8,3,0,0,0,56,..,3,3,0,0,0,0,0,0,17,..,3,3,0,0,0,5,5,0,18,..,13,10,7,3,4,7,9,0,50,..,0,7,11,11,29,41,17,3,107,0,0,0,3,0,3,0,0,0,15,108,62,69,86,91,101,116,53,12,706,..,0,11,38,43,47,26,20,3,194,..,7,21,24,17,17,17,0,0,103,..,0,3,12,24,13,3,4,0,66,100,..,..,..,..,..,..,..,..,100,..,28,..,..,..,..,..,..,..,28,..,15,7,0,4,0,0,0,0,30,..,4,3,0,0,0,4,4,6,25,..,10,5,0,0,5,5,0,0,31
UCL115030,..,0,6,12,23,44,67,33,11,194,..,0,4,8,9,6,3,0,0,42,..,0,0,0,0,7,5,3,0,7,75,..,..,..,..,..,..,..,..,75,..,15,..,..,..,..,..,..,..,15,..,32,5,10,4,4,0,0,0,54,..,0,0,0,0,0,0,0,0,10,..,4,0,0,6,4,0,0,0,21,..,4,3,0,0,12,4,0,0,19,..,0,3,0,12,18,18,17,0,72,0,0,0,4,3,5,4,0,0,20,79,56,35,37,59,98,99,53,15,528,..,0,12,15,29,55,58,23,6,190,..,0,10,7,9,5,3,0,0,38,..,3,9,18,19,8,4,4,3,65,71,..,..,..,..,..,..,..,..,71,..,19,..,..,..,..,..,..,..,19,..,12,5,3,0,0,5,0,0,17,..,0,0,0,0,0,4,3,0,9,..,0,0,0,0,0,0,0,0,3
UCL115031,..,0,21,54,66,105,174,117,20,552,..,3,12,14,30,28,20,20,3,126,..,0,0,5,5,7,0,0,0,18,157,..,..,..,..,..,..,..,..,157,..,40,..,..,..,..,..,..,..,40,..,40,20,4,10,6,0,0,0,74,..,4,0,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,8,..,0,0,3,0,0,6,3,0,15,..,3,7,3,11,26,42,24,10,124,0,4,0,3,0,0,6,0,0,26,161,88,70,87,124,168,252,160,37,1148,..,0,36,61,72,120,179,76,9,550,..,4,11,13,13,29,25,6,3,111,..,0,9,16,21,12,3,10,8,75,129,..,..,..,..,..,..,..,..,129,..,42,..,..,..,..,..,..,..,42,..,18,14,0,3,3,3,0,0,42,..,4,3,0,0,8,4,8,4,34,..,3,4,0,0,0,0,0,0,11
UCL115032,..,0,20,57,69,99,107,48,3,405,..,0,16,19,25,32,20,4,0,113,..,0,0,6,4,3,0,3,0,16,164,..,..,..,..,..,..,..,..,164,..,48,..,..,..,..,..,..,..,48,..,30,18,12,6,0,0,0,0,67,..,0,0,6,3,0,5,3,0,13,..,0,3,0,0,0,0,0,0,6,..,0,3,3,3,12,4,3,0,25,..,4,3,6,6,38,12,8,3,82,0,5,3,3,0,3,0,0,0,15,163,91,65,99,119,178,151,69,11,951,..,0,29,59,90,111,88,33,4,414,..,0,16,15,24,34,15,3,0,109,..,0,3,10,22,14,0,10,3,66,164,..,..,..,..,..,..,..,..,164,..,47,..,..,..,..,..,..,..,47,..,27,13,0,4,5,0,0,0,48,..,0,0,0,7,4,6,5,3,26,..,0,0,0,0,0,0,0,0,6
UCL115033,..,0,87,210,205,153,96,40,12,806,..,18,59,50,37,19,10,3,0,201,..,0,6,12,7,7,0,0,0,25,460,..,..,..,..,..,..,..,..,460,..,85,..,..,..,..,..,..,..,85,..,87,25,9,0,0,0,0,0,126,..,8,3,0,3,0,0,0,3,26,..,4,13,0,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,3,..,0,9,9,17,11,11,11,0,78,3,7,0,0,4,0,8,0,0,28,463,215,196,291,277,204,126,58,17,1853,..,4,129,223,196,157,79,32,0,819,..,24,66,52,32,29,6,0,0,202,..,4,11,28,24,12,7,4,0,88,454,..,..,..,..,..,..,..,..,454,..,71,..,..,..,..,..,..,..,71,..,53,19,4,0,5,0,0,0,72,..,3,4,0,0,5,3,6,6,24,..,0,0,3,0,0,0,0,0,13
UCL115034,..,3,44,65,66,55,32,9,0,277,..,15,45,15,18,14,7,0,0,118,..,0,0,5,3,3,0,0,0,14,186,..,..,..,..,..,..,..,..,186,..,37,..,..,..,..,..,..,..,37,..,64,27,9,3,0,0,0,0,95,..,3,0,0,0,0,0,0,0,10,..,5,0,0,3,4,0,0,0,13,..,0,0,0,8,0,0,0,0,13,..,4,9,7,10,10,4,4,0,48,6,0,0,3,4,0,0,0,0,13,193,122,129,110,116,93,44,22,3,821,..,0,48,74,61,59,29,7,0,284,..,18,46,17,19,17,7,0,0,121,..,6,8,23,19,7,3,0,0,70,189,..,..,..,..,..,..,..,..,189,..,44,..,..,..,..,..,..,..,44,..,36,12,6,0,4,0,0,0,50,..,3,3,0,0,0,3,3,0,16,..,7,6,0,3,0,0,0,0,11
UCL115035,..,4,101,145,134,102,114,64,13,671,..,36,70,37,6,24,11,0,0,186,..,0,0,8,9,6,0,0,0,29,458,..,..,..,..,..,..,..,..,458,..,76,..,..,..,..,..,..,..,76,..,61,20,12,5,0,3,0,0,102,..,7,9,0,0,5,0,0,0,29,..,10,11,8,0,3,0,0,0,28,..,18,16,0,4,0,6,0,0,44,..,0,19,18,20,18,17,13,6,119,6,6,5,0,0,0,6,0,0,29,457,216,254,229,193,158,163,79,19,1766,..,3,121,155,125,115,104,55,3,677,..,42,80,28,17,14,4,0,0,194,..,3,46,40,25,23,12,5,6,159,382,..,..,..,..,..,..,..,..,382,..,95,..,..,..,..,..,..,..,95,..,51,25,11,4,3,0,0,0,95,..,8,0,0,6,4,5,12,5,37,..,12,0,0,0,0,0,0,0,16
UCL115036,..,0,27,53,96,144,167,103,18,602,..,5,36,23,28,30,18,6,0,144,..,0,0,0,11,6,4,0,0,28,213,..,..,..,..,..,..,..,..,213,..,58,..,..,..,..,..,..,..,58,..,57,36,12,15,3,0,0,0,121,..,10,0,0,0,0,6,5,0,31,..,0,4,0,0,0,0,0,0,8,..,5,6,3,3,6,6,5,4,33,..,4,8,7,30,36,38,41,16,179,0,0,3,5,8,8,6,3,0,39,217,145,116,114,184,238,247,157,37,1454,..,3,39,56,112,153,157,75,16,603,..,6,37,22,38,29,13,0,0,149,..,5,16,23,20,14,10,7,8,109,171,..,..,..,..,..,..,..,..,171,..,60,..,..,..,..,..,..,..,60,..,34,22,11,3,4,3,0,0,74,..,8,4,4,4,6,5,7,6,37,..,3,0,0,0,4,0,0,0,5
UCL115037,..,0,17,50,61,62,57,20,8,273,..,5,8,3,7,10,3,3,0,34,..,0,0,4,3,0,0,0,0,8,106,..,..,..,..,..,..,..,..,106,..,39,..,..,..,..,..,..,..,39,..,32,11,0,3,3,0,0,0,57,..,0,3,0,0,0,0,0,0,8,..,5,0,0,0,0,0,0,0,3,..,3,4,0,0,0,4,0,0,11,..,0,7,0,4,6,8,0,0,23,0,3,0,0,0,0,0,0,0,4,106,85,51,60,69,82,79,26,13,567,..,0,24,56,71,58,50,14,7,279,..,3,6,8,4,6,5,0,0,31,..,0,3,8,9,10,0,3,0,32,119,..,..,..,..,..,..,..,..,119,..,35,..,..,..,..,..,..,..,35,..,19,12,0,4,0,0,0,0,34,..,6,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0
UCL115038,..,0,17,24,27,39,62,41,9,221,..,4,21,10,6,7,4,0,0,53,..,0,0,0,3,3,0,0,0,14,97,..,..,..,..,..,..,..,..,97,..,24,..,..,..,..,..,..,..,24,..,30,9,5,3,5,0,0,0,50,..,4,0,0,0,0,0,0,0,8,..,3,0,0,0,0,3,0,0,6,..,3,0,0,5,10,3,3,0,24,..,3,8,8,7,10,30,11,3,86,3,0,0,7,0,0,0,0,0,12,103,72,62,51,57,86,104,61,11,610,..,0,19,24,30,53,51,31,0,220,..,4,22,12,9,5,4,0,0,59,..,0,13,11,11,13,4,5,5,67,118,..,..,..,..,..,..,..,..,118,..,8,..,..,..,..,..,..,..,8,..,21,9,3,0,4,0,0,0,35,..,0,0,4,0,0,0,5,3,13,..,0,0,0,0,0,0,0,0,3
UCL115039,..,0,47,88,64,92,78,33,4,402,..,24,61,34,24,24,8,3,0,179,..,0,6,3,6,12,3,3,0,30,268,..,..,..,..,..,..,..,..,268,..,43,..,..,..,..,..,..,..,43,..,58,24,6,0,5,0,0,0,95,..,12,4,3,7,5,3,3,0,34,..,8,4,0,0,0,0,0,0,11,..,10,10,3,0,3,3,4,0,36,..,15,38,20,28,57,31,17,6,215,14,4,8,7,5,3,0,3,4,43,280,164,204,158,146,192,128,63,16,1346,..,0,65,97,66,101,55,28,0,416,..,33,69,26,25,21,4,0,0,185,..,9,31,33,18,10,3,3,4,111,291,..,..,..,..,..,..,..,..,291,..,33,..,..,..,..,..,..,..,33,..,29,9,3,0,3,0,0,0,49,..,8,0,0,3,9,3,3,0,27,..,4,0,0,5,0,0,0,0,8
UCL115040,..,0,29,46,75,65,53,29,5,290,..,4,33,10,9,4,7,3,0,71,..,0,0,0,3,0,3,0,0,13,156,..,..,..,..,..,..,..,..,156,..,31,..,..,..,..,..,..,..,31,..,51,25,3,3,0,0,0,0,83,..,0,0,0,0,0,3,0,0,9,..,4,4,0,0,0,0,0,0,12,..,0,6,4,0,3,0,0,0,16,..,3,0,3,8,10,9,12,0,41,0,3,4,3,0,0,0,0,0,13,160,102,97,73,96,85,77,41,3,741,..,0,39,50,81,59,57,14,0,294,..,13,30,18,10,7,0,0,0,76,..,5,6,14,12,12,9,5,0,53,139,..,..,..,..,..,..,..,..,139,..,34,..,..,..,..,..,..,..,34,..,28,10,4,5,0,0,0,0,41,..,0,0,0,0,0,0,3,6,13,..,5,3,0,0,0,0,0,0,12
UCL115041,..,0,42,45,38,69,72,49,17,327,..,11,41,24,9,11,10,0,0,114,..,0,0,3,5,10,0,0,0,18,234,..,..,..,..,..,..,..,..,234,..,28,..,..,..,..,..,..,..,28,..,52,12,4,5,3,4,0,0,82,..,11,8,0,4,6,7,3,0,39,..,5,4,3,4,3,0,0,0,25,..,3,10,6,0,0,0,3,0,27,..,10,14,21,24,41,31,24,7,171,5,5,4,4,6,0,5,3,0,29,236,124,143,110,92,141,127,83,29,1096,..,6,54,45,58,64,56,50,6,335,..,22,46,21,9,19,3,3,0,117,..,3,14,27,24,16,7,6,8,111,207,..,..,..,..,..,..,..,..,207,..,30,..,..,..,..,..,..,..,30,..,23,9,5,5,10,0,0,0,47,..,13,0,0,0,14,12,5,6,47,..,0,0,0,0,0,0,0,0,0
UCL115042,..,5,26,48,44,52,69,39,11,293,..,6,24,18,15,10,11,3,0,79,..,0,0,0,0,3,0,0,3,12,158,..,..,..,..,..,..,..,..,158,..,18,..,..,..,..,..,..,..,18,..,33,15,6,3,7,0,0,0,61,..,3,0,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,8,..,8,4,0,0,0,9,0,0,26,..,3,0,0,6,15,21,11,7,74,4,0,3,0,5,0,0,0,0,11,161,83,81,75,78,87,102,60,24,754,..,4,37,42,50,65,65,30,3,297,..,7,26,12,16,8,3,3,0,83,..,0,18,24,10,14,4,0,5,76,174,..,..,..,..,..,..,..,..,174,..,36,..,..,..,..,..,..,..,36,..,21,9,0,0,4,0,0,0,38,..,0,9,0,0,0,3,4,9,20,..,0,0,0,0,0,0,0,0,0
UCL115043,..,0,28,25,35,59,87,57,16,311,..,3,22,11,13,13,8,0,0,71,..,0,0,3,4,6,3,0,4,23,176,..,..,..,..,..,..,..,..,176,..,30,..,..,..,..,..,..,..,30,..,32,22,9,9,5,0,0,0,76,..,6,0,0,3,4,6,5,0,26,..,5,3,4,0,0,0,0,0,18,..,3,0,3,0,3,3,0,0,17,..,6,14,10,16,24,24,21,8,124,4,5,0,4,0,3,0,0,0,23,181,88,103,77,91,121,135,79,27,898,..,0,29,28,50,67,89,41,3,308,..,9,23,14,14,7,6,3,0,74,..,10,24,33,21,16,12,3,0,119,152,..,..,..,..,..,..,..,..,152,..,26,..,..,..,..,..,..,..,26,..,23,13,0,4,7,0,0,0,41,..,10,4,0,4,4,9,3,0,34,..,0,0,0,0,3,0,0,0,12
UCL115044,..,0,25,34,25,57,54,29,3,229,..,6,27,21,18,11,12,4,0,101,..,0,0,0,12,4,9,0,0,28,239,..,..,..,..,..,..,..,..,239,..,25,..,..,..,..,..,..,..,25,..,30,17,19,13,0,0,0,0,80,..,16,9,3,8,9,6,0,4,39,..,0,3,5,4,5,3,0,0,15,..,4,7,7,7,8,4,4,0,44,..,9,12,8,25,34,37,22,3,150,0,5,4,0,6,0,0,5,0,26,240,96,107,95,107,127,118,65,9,972,..,3,30,30,36,62,40,21,4,232,..,14,31,14,21,12,4,3,0,106,..,10,50,28,21,21,9,3,10,148,183,..,..,..,..,..,..,..,..,183,..,23,..,..,..,..,..,..,..,23,..,26,11,9,5,4,0,0,0,51,..,10,7,5,4,5,3,8,5,41,..,4,0,0,3,0,0,0,0,11
UCL115045,..,0,11,10,26,35,36,23,4,146,..,4,9,3,9,9,7,0,0,51,..,0,0,4,8,0,0,0,0,11,78,..,..,..,..,..,..,..,..,78,..,9,..,..,..,..,..,..,..,9,..,24,16,3,0,4,0,0,0,52,..,4,4,0,0,4,4,4,0,20,..,5,0,4,0,0,0,0,0,12,..,0,0,0,4,0,10,4,0,22,..,0,4,3,5,15,13,10,0,56,0,0,0,0,0,0,4,0,0,11,78,52,47,33,61,68,77,35,11,467,..,0,9,18,30,32,33,19,0,149,..,8,11,7,9,10,3,3,0,48,..,0,11,13,6,8,8,5,3,53,60,..,..,..,..,..,..,..,..,60,..,16,..,..,..,..,..,..,..,16,..,27,11,0,0,0,0,0,0,44,..,4,0,0,3,0,0,0,0,16,..,0,9,3,0,0,0,0,0,9
UCL115046,..,0,27,55,68,53,65,17,3,284,..,0,26,19,17,22,3,4,0,90,..,0,0,0,0,3,0,0,0,10,167,..,..,..,..,..,..,..,..,167,..,20,..,..,..,..,..,..,..,20,..,54,18,0,6,4,0,0,0,78,..,6,4,0,0,0,0,0,0,7,..,0,4,5,0,0,0,3,0,12,..,9,11,0,3,7,4,0,0,33,..,0,7,0,12,9,16,8,0,55,4,4,8,3,0,0,0,0,0,25,170,89,110,86,106,98,93,29,3,784,..,0,31,69,69,55,45,16,0,290,..,9,26,24,15,17,7,0,0,91,..,4,12,13,19,6,7,0,4,61,130,..,..,..,..,..,..,..,..,130,..,32,..,..,..,..,..,..,..,32,..,21,7,0,3,0,0,0,0,33,..,0,5,0,0,4,3,6,3,19,..,0,15,0,4,0,0,0,0,19
UCL115047,..,0,19,44,52,86,99,58,23,380,..,13,20,12,12,11,5,3,0,71,..,0,0,0,8,5,0,0,0,16,164,..,..,..,..,..,..,..,..,164,..,33,..,..,..,..,..,..,..,33,..,37,24,3,6,8,0,0,0,89,..,5,0,0,0,0,5,0,0,17,..,4,0,0,0,0,0,0,0,5,..,0,0,0,4,0,0,0,0,3,..,0,14,8,17,23,26,37,11,128,5,0,3,6,0,4,0,0,0,21,164,95,80,72,94,140,146,99,35,929,..,0,34,57,58,95,84,50,9,384,..,17,16,12,13,10,3,0,3,80,..,4,10,17,23,7,7,12,10,90,137,..,..,..,..,..,..,..,..,137,..,41,..,..,..,..,..,..,..,41,..,27,11,0,7,4,0,0,0,54,..,0,0,0,0,0,4,0,0,14,..,6,0,0,0,0,0,0,0,4
UCL115048,..,0,42,75,74,155,151,117,27,655,..,9,40,27,36,25,14,3,0,161,..,0,0,4,15,7,10,3,5,39,235,..,..,..,..,..,..,..,..,235,..,52,..,..,..,..,..,..,..,52,..,59,42,8,18,8,4,0,0,137,..,7,8,0,0,4,8,6,0,40,..,5,4,0,0,6,0,0,4,21,..,10,7,4,3,12,11,9,3,70,..,7,13,20,22,52,53,52,25,238,5,3,10,5,9,7,6,10,4,63,238,154,164,149,183,273,265,204,64,1704,..,0,59,85,87,169,150,98,16,668,..,15,45,29,34,24,18,6,0,164,..,3,21,15,36,18,5,14,7,125,212,..,..,..,..,..,..,..,..,212,..,41,..,..,..,..,..,..,..,41,..,28,18,5,3,16,0,0,0,63,..,12,0,0,3,6,9,7,3,38,..,8,3,0,0,0,3,4,4,23
UCL115049,..,0,20,27,28,33,42,31,4,182,..,4,3,5,10,9,9,0,0,36,..,0,0,0,3,5,0,0,0,14,107,..,..,..,..,..,..,..,..,107,..,25,..,..,..,..,..,..,..,25,..,32,11,10,0,0,0,0,0,49,..,4,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,4,..,3,0,0,0,0,0,3,0,14,..,0,3,6,9,16,27,15,7,82,0,0,0,0,0,3,0,0,0,5,105,69,39,51,54,63,80,54,7,521,..,4,25,26,26,34,45,15,3,189,..,9,8,9,10,12,4,0,0,41,..,0,8,16,14,9,4,0,0,51,90,..,..,..,..,..,..,..,..,90,..,18,..,..,..,..,..,..,..,18,..,18,6,4,0,0,0,0,0,21,..,6,0,0,0,3,0,3,0,13,..,0,0,0,0,0,0,0,0,6
UCL115050,..,0,29,112,88,69,58,31,3,386,..,6,27,29,18,13,10,0,0,96,..,0,0,3,4,0,0,0,0,10,226,..,..,..,..,..,..,..,..,226,..,51,..,..,..,..,..,..,..,51,..,37,16,0,4,0,0,0,0,61,..,3,7,0,3,0,6,0,3,20,..,5,6,5,0,0,0,0,0,15,..,3,6,5,0,3,0,0,0,21,..,0,0,4,4,0,7,0,0,24,0,0,0,0,5,0,4,0,0,12,226,111,98,153,122,88,81,32,11,920,..,0,57,104,89,66,56,14,0,394,..,12,26,26,16,14,0,0,0,97,..,0,0,24,24,7,7,0,0,59,233,..,..,..,..,..,..,..,..,233,..,51,..,..,..,..,..,..,..,51,..,33,12,3,0,0,0,0,0,50,..,5,0,0,0,0,5,3,6,23,..,4,4,0,0,0,0,0,0,9
UCL115051,..,0,15,50,48,91,112,64,19,388,..,7,15,14,18,24,12,3,0,92,..,0,0,3,0,3,6,0,0,14,146,..,..,..,..,..,..,..,..,146,..,21,..,..,..,..,..,..,..,21,..,15,15,6,8,7,3,0,0,45,..,0,0,0,4,0,0,0,0,6,..,0,3,0,0,0,0,0,0,7,..,0,4,3,3,8,4,5,0,29,..,0,3,8,5,32,31,21,6,110,3,0,3,0,0,0,5,0,0,10,144,40,60,85,90,165,173,84,22,871,..,0,37,45,55,98,111,40,14,398,..,4,22,16,24,21,6,0,0,97,..,5,4,14,13,3,12,8,6,59,128,..,..,..,..,..,..,..,..,128,..,29,..,..,..,..,..,..,..,29,..,17,3,4,0,4,3,0,0,33,..,0,0,0,0,0,4,4,0,15,..,0,3,0,0,0,0,0,0,3
UCL115052,..,0,17,32,39,46,49,31,7,230,..,4,27,18,15,18,3,0,0,84,..,0,0,3,3,0,0,4,0,13,152,..,..,..,..,..,..,..,..,152,..,31,..,..,..,..,..,..,..,31,..,42,11,4,6,0,0,0,0,73,..,5,3,0,0,3,0,0,0,12,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,5,13,17,13,23,16,12,5,93,0,7,0,0,4,3,0,0,0,11,152,84,87,77,88,93,75,47,11,703,..,0,26,49,45,49,50,25,5,242,..,11,27,19,15,10,4,0,0,78,..,0,16,16,17,10,5,0,4,72,112,..,..,..,..,..,..,..,..,112,..,24,..,..,..,..,..,..,..,24,..,32,7,0,0,4,0,0,0,46,..,3,0,0,0,6,0,8,0,16,..,6,0,0,0,0,0,0,0,3
