UCL_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
UCL115133,1277,1400,2678,171,94,262,119,180,296,33,35,67,20,8,34,339,320,660,891,1028,1914,6.5,3.8,5.2,26.5,22.8,24.6,24.8,21.9,23.3,33,29,63,15,18,34,116,125,237,116,164,285,401,124,523,25,30,50,45,62,108,464,216,681,1149,1246,2401,137,158,295,722,824,1543,539,564,1101
UCL115134,1578,1761,3335,619,353,967,182,421,605,55,53,112,35,24,53,891,844,1736,604,820,1424,3.5,2.7,3.1,56.5,48.1,52.1,54.6,46.8,50.5,20,32,49,13,26,42,91,181,268,64,141,204,439,255,692,21,51,70,23,46,70,482,353,837,1555,1674,3229,254,279,533,1135,1233,2364,573,606,1176
UCL115135,1081,1323,2398,272,182,452,134,241,371,36,51,84,45,32,74,482,504,982,528,717,1245,8.7,6.8,7.7,44.7,38.1,41.1,40.8,35.5,37.9,16,21,35,5,22,26,71,125,195,73,105,175,258,182,440,10,32,45,20,29,51,289,239,533,997,1168,2166,175,215,389,697,811,1507,410,520,927
UCL115136,810,836,1644,381,229,612,121,227,347,84,73,160,13,14,28,601,543,1148,176,260,443,1.8,2.9,2.4,74.4,65.2,69.7,73.1,63.3,68.1,13,32,47,7,13,19,57,122,174,53,103,155,324,133,458,6,20,24,5,27,37,334,178,521,887,865,1749,141,148,295,550,555,1103,407,399,804
UCL115137,1566,1721,3287,674,416,1089,200,392,597,90,130,218,25,28,54,998,970,1963,480,663,1142,2.7,3,2.8,63.7,56.3,59.8,62,54.6,58.1,27,53,88,14,39,51,89,191,278,89,204,286,592,285,882,7,38,43,30,56,88,632,375,1015,1491,1578,3073,352,397,748,928,952,1886,788,912,1701
UCL115138,725,835,1559,378,259,640,98,244,344,24,48,69,20,24,44,522,576,1096,167,221,391,4,4,4,72.1,69.4,70.7,69.2,66.7,67.9,34,35,67,16,30,46,81,151,231,67,98,156,215,158,377,6,14,28,10,13,20,237,185,426,601,728,1332,324,338,663,138,158,295,692,815,1502
UCL115139,1088,1141,2225,314,164,478,100,220,319,24,27,51,15,11,31,456,425,880,523,590,1112,3.5,2.8,3.2,41.6,37.5,39.5,40.2,36.5,38.3,3,14,17,8,23,35,44,94,141,62,94,156,340,140,481,7,21,34,11,34,40,359,195,549,960,990,1949,141,164,302,635,661,1298,424,446,870
UCL115140,528,519,1050,143,76,222,68,117,184,24,21,46,6,10,18,240,231,470,254,264,518,2.9,4.8,3.8,45.2,44.2,44.7,43.9,42.1,43,18,18,39,6,16,15,51,68,117,34,62,101,157,72,229,3,13,16,3,13,21,174,97,270,453,464,913,110,109,211,293,296,593,246,248,496
UCL115141,607,636,1242,245,159,402,62,136,193,33,27,54,12,13,25,351,329,676,216,258,474,3.7,3.3,3.5,57.7,51.6,54.5,55.5,49.8,52.6,4,8,14,3,8,15,36,62,101,14,69,84,174,101,274,10,13,14,5,5,17,186,120,309,589,615,1202,85,102,187,376,380,749,261,298,555
UCL115142,1019,1076,2103,210,158,370,137,207,346,15,27,41,12,14,30,381,408,790,568,604,1173,4.2,3.2,3.7,37.6,37.7,37.7,36.1,36.5,36.3,33,46,79,23,35,59,97,153,256,79,129,210,317,128,447,3,22,31,23,37,53,341,184,530,922,970,1898,108,116,226,644,653,1297,361,417,782
UCL115143,895,1049,1946,313,220,533,123,246,370,27,34,60,34,31,61,494,537,1029,356,465,816,6.7,5.8,6.2,55.1,51,52.9,51.4,48.1,49.6,37,36,72,14,31,49,67,139,210,59,111,175,250,152,400,16,15,32,9,25,33,275,192,466,870,1017,1885,163,186,354,615,707,1318,355,442,796
UCL115144,1150,1202,2354,297,175,471,141,252,391,40,40,77,31,24,61,504,495,1002,553,621,1172,6.3,5.1,5.7,44.1,41,42.5,41.3,38.9,40.1,22,33,52,20,24,46,86,150,238,64,110,174,367,175,541,8,18,28,15,39,51,388,233,621,1074,1069,2146,144,190,336,691,711,1404,464,489,951
UCL115145,564,689,1253,149,114,265,82,166,246,16,32,48,10,11,22,265,318,579,264,333,598,4.5,3.2,3.8,47.2,45.9,46.5,45,44.5,44.7,36,20,55,15,27,39,83,134,215,52,78,127,145,82,230,4,15,22,5,23,26,155,126,280,517,623,1139,86,122,206,340,398,740,241,315,552
UCL115146,1116,1261,2374,361,242,604,154,285,440,43,50,93,26,13,43,584,594,1180,475,618,1093,5,2.5,3.7,52.6,47.2,49.7,50,46,47.9,75,93,166,27,70,95,169,241,411,113,154,265,323,140,461,5,22,29,24,52,69,352,206,562,1055,1201,2257,149,156,307,713,834,1544,460,489,950
UCL115147,412,490,902,186,122,312,54,116,166,16,21,39,8,6,18,265,266,526,125,207,332,3.1,2.7,2.9,64.1,54,58.6,62.1,52.6,56.9,23,36,57,10,9,23,52,76,127,52,62,116,129,78,212,4,10,10,8,14,21,141,103,245,397,480,879,95,123,221,135,160,293,324,407,726
UCL115148,563,608,1172,196,99,296,57,128,187,25,13,36,10,13,22,283,253,543,226,307,537,3.5,4.3,3.9,51,41.7,46.2,49.2,39.9,44.4,12,13,24,5,12,9,34,38,70,23,55,78,147,80,232,11,22,32,0,16,18,163,116,278,525,567,1085,68,81,146,371,382,753,196,233,430
UCL115149,529,533,1062,139,102,241,41,65,104,11,16,27,10,6,18,204,190,393,83,95,181,4,4.7,4.3,38.2,36.1,37.2,36.7,34.5,35.6,4,7,8,3,5,7,33,50,84,32,32,65,59,44,99,4,8,13,5,7,14,72,54,128,311,292,598,75,73,144,199,178,372,145,167,312
UCL115150,405,464,869,164,113,276,57,101,162,42,38,82,12,11,20,272,266,538,114,171,281,4.4,3.8,4.1,67.4,57.3,62,64.4,55.2,59.5,3,17,23,0,6,3,24,53,74,23,61,84,148,54,199,5,15,18,4,19,28,159,87,248,427,461,888,47,75,125,314,335,649,135,185,318
UCL115151,818,802,1622,340,194,526,84,210,292,33,38,74,32,19,52,481,458,943,300,311,614,6.2,4.1,5.2,58.8,57.4,58.1,55.1,55,55.1,3,6,10,4,13,21,26,64,87,32,68,105,301,143,444,9,23,34,14,19,36,333,185,514,893,863,1754,86,116,202,636,610,1248,290,320,616
UCL115152,454,488,941,134,89,222,36,85,119,16,14,32,11,16,24,198,199,394,223,251,474,5.1,6.1,5.6,43.8,40.6,42.1,41.6,38.1,39.8,0,3,5,0,5,7,18,36,55,10,39,48,105,78,177,4,5,14,3,11,16,106,97,203,432,442,870,64,68,131,306,334,643,159,158,320
UCL115153,533,601,1137,190,121,311,27,90,118,12,10,22,25,16,38,254,237,491,211,264,476,9.4,6.3,7.9,47.6,39.5,43.3,43.1,37,39.8,15,4,15,3,4,13,17,52,68,15,40,60,105,49,154,10,6,14,3,5,10,111,65,175,463,504,967,72,80,159,328,340,672,179,212,389
UCL115154,598,623,1218,260,135,398,59,125,185,23,24,44,23,15,37,361,306,669,163,243,404,5.8,6.2,6,60.8,49.2,54.9,57.3,46.1,51.6,4,0,8,8,12,13,34,46,80,23,40,63,137,81,214,7,14,20,5,11,14,147,108,251,579,574,1154,95,89,180,408,390,799,214,229,439
UCL115155,1766,1870,3636,537,376,911,194,330,525,56,55,112,65,59,128,863,810,1670,666,825,1497,7.9,6.9,7.4,48.8,43.2,45.9,44.9,40.2,42.5,31,20,47,9,32,41,88,149,242,65,149,215,416,256,671,19,36,59,20,30,54,461,321,780,1558,1645,3204,330,327,659,1019,1044,2062,743,809,1549
UCL115156,562,576,1142,135,86,215,51,99,150,11,23,38,20,14,34,214,220,436,259,279,543,8.8,5.5,7.1,38.4,38.1,38.2,35,36,35.5,4,9,13,5,5,10,22,47,70,19,44,69,120,72,193,11,11,19,6,13,13,133,92,229,466,465,928,70,88,156,324,298,620,180,208,388
UCL115157,551,578,1130,155,79,232,47,102,149,19,19,33,23,22,46,244,220,461,267,309,579,10.7,9.1,10,43.9,37.9,40.8,39.2,34.4,36.7,4,6,10,0,0,3,11,30,40,8,28,40,125,86,214,9,6,11,11,13,22,138,109,252,519,511,1030,92,92,192,372,382,749,205,204,407
UCL115158,1044,1143,2185,487,256,742,117,303,424,42,44,83,22,15,35,661,617,1283,274,444,720,3,2.1,2.6,63.8,53.8,58.6,61.8,52.7,57,16,14,27,9,22,34,75,127,201,44,92,132,295,157,449,4,31,32,8,27,38,307,210,518,1005,1088,2091,149,165,315,684,712,1400,402,468,874
UCL115159,729,724,1458,364,209,574,87,191,281,66,62,127,19,17,32,534,485,1012,174,214,389,3.2,3.1,3.2,73,66.5,69.7,70.6,64.4,67.5,14,25,35,8,19,31,49,96,144,60,95,153,268,113,379,9,21,25,4,21,29,279,149,432,781,766,1544,97,91,184,567,556,1122,260,249,508
UCL115160,988,1046,2040,596,349,945,134,295,425,51,105,158,10,18,29,788,767,1558,165,253,412,1.4,2.5,1.9,79.6,73,76.2,78.5,71.1,74.7,34,46,82,10,30,40,95,184,282,111,147,258,391,182,565,4,15,18,17,29,43,412,224,631,1235,1198,2435,185,181,366,763,736,1501,522,533,1055
UCL115161,1751,1945,3702,540,344,886,216,426,645,64,50,110,68,67,135,884,889,1770,742,911,1651,7.7,7.4,7.6,50.3,45.6,47.8,46.4,42.2,44.2,20,34,54,14,30,42,91,151,244,71,177,245,479,345,824,18,38,56,26,44,72,529,432,957,1746,1839,3590,289,311,594,1154,1259,2413,731,771,1501
UCL115162,1126,1248,2373,506,344,849,179,354,537,38,39,79,14,25,44,739,761,1501,344,455,798,2.4,3,2.7,65.9,61,63.3,64.3,59.2,61.6,36,61,91,24,40,69,128,224,357,92,148,241,325,207,528,10,27,39,31,45,69,362,276,643,1187,1235,2424,215,231,447,720,732,1456,603,666,1270
UCL115163,801,837,1640,326,152,473,94,199,292,57,67,122,19,19,32,493,429,925,278,386,661,3.4,3.5,3.5,61.8,51.4,56.4,59.6,49.6,54.5,11,16,24,5,22,26,31,62,97,45,80,125,293,139,435,6,20,25,15,27,45,321,190,512,759,823,1580,157,155,313,554,580,1139,324,330,654
UCL115164,587,596,1182,172,99,271,72,112,177,30,38,68,14,12,28,291,257,546,259,308,570,5.9,3.9,5,49.6,42.6,46.1,46.7,41,43.8,7,4,11,3,8,8,22,51,74,33,55,90,193,91,283,4,7,10,4,26,30,198,120,325,547,550,1105,80,78,157,382,378,752,225,233,457
UCL115165,443,424,864,231,122,357,38,106,151,25,23,48,12,5,22,307,266,571,108,136,242,3.6,3.4,3.5,68.9,62.8,65.9,66.4,60.7,63.6,0,4,7,0,3,3,22,35,56,9,30,43,136,66,205,0,9,15,6,14,18,144,92,238,455,433,887,39,48,91,310,299,616,151,144,296
UCL121001,352,367,723,144,69,216,34,94,119,18,14,32,15,4,26,213,184,391,129,166,287,7.6,3.3,5.6,59.3,49.5,54.3,54.8,47.8,51.2,5,9,19,3,9,8,13,34,45,25,31,52,113,60,172,3,8,12,10,4,11,123,78,194,354,351,701,39,43,84,253,267,523,123,118,243
UCL121002,226,245,473,66,41,107,23,47,66,0,0,6,3,8,10,93,95,188,91,115,208,5.4,6.3,5.9,40.7,38.7,39.7,38.5,36.3,37.3,0,3,4,0,4,4,9,17,27,3,13,14,39,25,66,0,10,5,0,3,5,44,30,80,201,206,405,34,45,76,157,156,313,73,72,145
UCL121003,305,299,605,66,50,118,58,66,123,14,16,27,4,8,11,145,133,277,141,150,294,2.1,5.3,3.6,47,44.2,45.6,46,41.9,43.9,14,10,26,15,21,31,46,69,111,21,35,54,102,32,137,9,0,9,0,4,6,111,40,148,286,290,580,46,43,87,206,207,416,101,116,219
UCL121004,344,372,711,147,79,234,46,118,162,17,16,28,11,12,27,224,224,445,101,134,232,5,5.4,5.2,64.6,59.9,62.2,61.4,56.7,59,0,10,10,4,7,14,24,50,74,29,36,59,109,79,190,3,5,6,10,20,27,118,107,225,358,372,727,72,66,141,203,203,405,203,202,407
UCL121005,239,224,463,100,61,158,25,52,79,27,20,42,0,4,8,154,134,289,77,85,162,1.3,2.2,1.7,64.3,59.8,62.1,63.4,58.5,61,8,11,20,0,8,6,17,23,43,18,26,51,84,36,119,0,6,0,6,0,12,89,39,129,274,257,527,21,10,32,201,184,387,69,65,139
UCL121006,277,265,547,79,39,115,45,60,99,6,21,24,6,8,13,136,119,253,113,122,234,6,3.4,4.7,48.4,44.4,46.4,45.5,42.9,44.2,4,12,17,7,5,9,21,44,67,26,26,56,115,37,152,4,3,8,8,5,15,119,50,167,258,235,494,26,33,56,191,177,370,72,77,155
UCL121007,407,436,837,125,65,187,29,74,106,14,5,20,6,5,18,176,152,329,177,220,400,4.5,3.9,4.3,43.3,34.9,39,41.4,33.6,37.3,6,8,9,0,0,10,16,33,44,12,35,45,96,59,153,4,16,18,7,6,9,98,83,184,354,383,738,61,75,129,256,273,525,142,170,315
UCL121008,212,216,424,25,12,39,12,20,31,4,0,9,8,10,21,51,42,99,84,91,169,16.7,20.9,18.6,25.6,20,22.8,21.3,15.8,18.5,0,0,0,0,0,0,0,6,4,3,4,9,24,15,36,0,3,6,0,3,3,28,20,46,167,142,311,14,19,33,128,115,244,47,47,93
UCL121009,357,364,724,133,82,215,26,57,80,16,9,22,10,10,21,188,150,340,110,158,267,6.4,5.3,5.9,51.9,41.6,46.8,48.6,39.5,44,4,3,5,0,5,7,12,20,35,7,26,34,80,51,132,0,11,12,4,0,7,91,58,149,299,313,620,47,63,113,191,214,411,128,137,274
UCL121010,273,291,568,78,47,114,54,86,138,12,11,25,9,9,12,144,150,288,104,120,225,4.9,4.1,4.5,52.6,50.9,51.7,50,48.8,49.4,11,11,30,6,10,13,35,62,97,16,39,50,81,21,97,3,6,8,7,11,15,89,37,124,252,262,511,47,51,97,140,132,275,146,160,303
UCL121011,362,388,755,65,42,106,48,77,124,13,19,29,25,7,31,149,140,291,163,195,362,15.7,6.3,11.2,41.8,36.6,39.1,35.2,34.3,34.7,3,3,5,0,7,9,14,20,32,15,36,49,80,55,135,0,15,19,4,11,15,85,78,167,331,338,671,43,78,121,240,245,483,123,136,261
UCL121012,370,358,726,165,100,263,48,114,166,8,16,24,13,6,16,240,234,472,122,121,243,5.5,2.6,4,64.2,65.1,64.6,60.6,63.4,62,12,8,23,8,9,19,44,58,103,30,42,75,119,56,169,5,11,15,7,14,21,128,76,207,367,376,744,46,42,90,274,275,553,120,122,246
UCL121013,260,317,573,80,79,158,20,39,61,6,14,15,10,8,13,118,140,254,90,125,216,7.8,5.8,6.7,44.8,44.1,44.4,41.3,41.6,41.5,3,9,17,0,4,4,12,30,43,6,23,32,36,20,52,5,6,9,0,0,0,36,30,64,236,276,517,49,50,92,164,183,348,97,121,213
UCL121014,239,204,439,63,42,106,34,61,97,15,14,26,8,0,8,120,117,236,82,69,152,5,0.9,3,51.5,57.2,54.1,48.9,56.7,52.5,7,8,13,5,0,4,14,16,28,10,19,20,72,38,106,0,8,10,4,3,7,77,49,128,212,186,394,37,33,69,152,127,278,81,83,174
UCL121015,321,318,637,123,76,199,64,91,148,27,27,50,6,7,10,212,192,406,99,108,207,2.3,3.6,2.9,66.9,61.7,64.3,65.3,59.5,62.4,24,33,53,7,11,22,50,57,103,23,45,65,93,37,128,0,3,4,16,11,21,103,48,153,318,305,626,36,46,84,241,222,462,105,105,211
UCL121016,224,224,449,78,47,120,42,67,108,11,12,21,4,10,14,134,133,269,69,70,135,4.4,5.3,4.8,60.7,58.6,59.6,58,55.5,56.8,3,11,15,3,5,14,24,39,67,18,17,40,62,31,96,0,0,4,3,3,7,65,37,103,209,204,416,39,44,80,143,144,290,85,81,167
UCL121017,296,318,610,153,89,245,38,107,140,12,28,41,6,3,8,211,227,434,80,81,155,2.9,2.2,2.5,70.6,72,71.3,68.6,70.4,69.5,9,20,29,4,12,17,39,59,98,32,53,87,106,38,142,0,8,7,10,15,27,115,59,171,319,312,629,79,80,161,25,20,40,338,344,684
UCL121018,354,338,693,153,78,230,42,72,113,16,18,33,9,10,16,219,173,394,123,148,270,4.1,4,4.1,61.7,52.1,57,59.2,50,54.7,0,0,4,0,4,10,11,27,43,19,30,54,130,67,200,0,4,10,6,16,17,134,91,223,388,366,752,42,45,90,264,253,515,144,127,265
UCL121019,269,264,535,121,94,209,38,69,111,9,6,13,5,6,10,172,179,352,93,76,172,2.9,3.4,3.2,63,68.3,65.6,61.1,66,63.5,19,14,39,6,15,22,50,57,108,25,31,56,72,35,108,0,3,4,0,6,9,73,49,124,310,302,607,33,35,73,231,223,462,90,87,184
UCL121020,221,224,448,99,54,147,48,79,125,6,18,22,4,8,10,158,146,301,56,61,121,3.2,2.7,3,71.2,65.9,68.5,68.9,64.2,66.5,14,22,31,4,13,15,38,59,96,18,23,40,48,20,64,5,0,6,0,15,19,55,34,88,224,216,439,43,47,86,143,143,285,113,108,224
UCL121021,258,238,494,120,68,182,18,62,80,11,9,20,3,0,8,158,135,291,66,83,154,3.8,1.5,2.7,60.9,56.9,59,58.6,56.1,57.4,0,0,4,0,10,11,20,27,50,10,20,24,56,27,81,3,7,10,5,0,5,59,33,91,212,212,423,41,32,77,153,153,313,84,82,171
UCL121022,297,331,626,76,51,128,38,60,98,5,11,11,4,11,19,125,136,256,140,166,303,4,8.2,6.2,41.8,40.7,41.2,40.1,37.4,38.7,4,3,4,0,3,3,10,31,48,8,21,31,67,45,111,0,9,9,4,7,13,75,62,131,264,273,536,44,53,93,175,189,368,115,115,234
UCL121023,277,256,536,30,28,56,26,33,62,5,3,9,15,5,21,80,70,143,179,177,353,19.2,5.8,12.9,28.1,26.5,27.3,22.7,25,23.8,0,10,7,0,0,3,13,18,31,20,18,39,76,41,116,0,4,4,9,11,16,85,52,137,226,228,458,41,33,75,153,134,285,117,122,244
UCL121024,198,217,415,68,39,104,27,42,70,6,9,9,6,6,9,98,104,204,90,104,191,4,8,6,50.8,45.9,48.2,48.7,42.2,45.3,0,0,0,0,3,3,0,9,12,12,19,29,57,43,96,4,3,8,4,5,13,67,55,116,236,243,481,18,18,38,169,179,358,69,72,138
UCL121025,240,237,482,100,64,166,40,78,118,20,22,37,8,3,14,164,162,327,72,73,150,4.8,1.9,3.4,68.6,67.1,67.8,65.3,65.8,65.6,15,19,32,7,12,14,45,56,101,20,21,47,71,34,107,0,6,5,5,10,20,83,46,128,269,266,531,28,20,51,223,228,456,57,41,103
UCL121026,415,424,838,108,78,186,78,118,187,24,23,44,14,5,23,219,223,441,175,168,340,7.3,2.7,5,52.7,52.1,52.4,48.8,50.7,49.8,15,20,34,9,18,25,58,77,132,29,67,101,127,45,177,0,7,10,12,14,17,138,70,206,370,370,744,81,73,156,240,251,494,184,178,358
UCL121027,225,258,488,96,70,164,42,83,129,17,13,31,3,3,13,159,175,335,53,72,127,3.7,2.3,3,71.2,67,69,68.6,65.5,66.9,7,9,14,3,4,7,32,57,81,20,33,49,70,39,111,3,6,8,0,4,6,71,49,121,228,244,477,47,51,95,158,164,327,107,120,227
UCL121028,370,323,696,89,55,146,49,70,119,17,8,28,19,8,26,175,140,316,179,157,340,12.6,4.2,8.8,46.5,44.1,45.4,40.6,42.3,41.4,9,19,32,3,9,16,55,54,110,28,39,65,140,38,180,4,5,10,3,17,16,149,60,212,329,286,618,57,56,114,229,184,413,147,142,290
UCL121029,238,232,471,115,47,158,27,56,84,6,15,17,11,15,26,156,128,288,65,94,156,7.1,8.5,7.7,64.7,56,60.5,60.2,51.3,55.8,0,0,4,0,3,3,3,11,19,7,23,29,57,28,85,3,7,6,4,4,6,59,39,100,235,230,472,47,38,83,165,160,324,91,97,195
UCL121030,371,364,734,149,81,227,22,75,99,19,13,34,14,10,29,201,180,380,122,142,265,7.4,6.1,6.8,54.7,49.5,52.1,50.7,46.4,48.6,5,8,6,0,6,6,8,16,26,12,20,28,87,32,113,0,15,10,4,12,15,89,52,143,345,298,640,47,62,108,264,229,486,104,114,223
UCL121031,393,441,829,121,85,207,64,113,178,15,15,35,9,14,24,213,230,444,145,188,334,4.7,5.7,5.2,54.8,51.6,53.1,52.2,48.6,50.3,19,21,35,8,9,24,57,79,134,43,59,103,121,73,196,0,5,12,13,17,30,138,95,231,365,401,772,75,84,158,230,248,483,187,223,410
UCL121032,299,323,622,89,53,142,16,61,78,15,5,20,9,10,18,132,128,262,133,163,299,6.2,7,6.6,43.6,40.1,41.8,40.9,37.3,39,4,5,6,0,3,8,18,21,37,8,27,38,66,40,101,0,6,7,6,8,15,67,54,123,270,293,561,42,36,80,199,223,420,89,98,186
UCL121033,187,194,378,71,51,119,32,50,84,8,12,21,8,4,10,116,114,229,47,58,101,6.1,3.4,4.7,62.5,60.5,61.5,58.7,58.5,58.6,7,13,23,0,10,11,18,47,71,10,25,31,57,27,80,0,0,6,3,3,8,63,28,89,196,202,398,24,22,54,121,110,235,87,102,185
UCL121034,370,370,735,174,123,293,80,124,202,14,25,42,4,0,3,273,270,549,73,72,142,1.1,1.1,1.1,73.7,74,73.9,72.9,73.2,73.1,21,31,50,7,14,17,54,75,126,31,49,77,125,48,172,0,3,5,0,8,9,128,59,189,307,305,612,109,122,227,185,181,366,217,229,441
UCL121035,425,430,852,164,82,248,68,126,192,14,33,48,26,18,45,270,265,533,129,150,276,9.6,6.5,8.1,64,60.6,62.3,57.9,56.6,57.2,6,3,11,3,9,6,16,39,50,24,54,74,147,90,234,4,8,11,5,19,22,151,117,264,470,482,951,61,52,112,283,276,561,212,217,426
UCL121036,512,549,1055,215,114,331,74,197,270,13,17,40,17,13,33,328,347,669,164,183,349,5.5,4.1,4.8,63.9,62.8,63.4,60.4,60.3,60.3,20,20,36,5,13,18,40,92,140,57,63,125,169,85,250,6,14,19,8,20,24,179,111,287,543,576,1123,123,118,242,323,328,646,298,337,635
UCL121037,343,328,669,118,66,178,43,80,125,6,12,22,10,14,18,176,172,344,152,150,299,5.7,6.4,6.1,51,52.1,51.6,48.1,48.8,48.4,5,18,21,10,11,19,31,52,83,31,37,67,120,57,181,7,6,14,11,3,11,139,68,208,331,317,647,45,56,100,233,215,449,124,143,269
UCL121038,254,236,495,92,47,137,17,53,65,11,3,14,3,3,7,124,105,230,95,107,196,2.4,2.8,2.6,47.9,44.7,46.4,46.7,43.5,45.1,3,4,7,0,0,0,8,8,16,4,23,29,57,46,105,3,7,9,0,4,7,65,56,123,225,231,453,24,17,36,160,145,301,77,91,166
UCL121039,286,305,594,99,58,159,65,103,161,10,10,20,4,17,20,175,190,363,69,86,156,2.8,9,6,61.9,61.2,61.6,60.1,55.7,57.8,18,17,34,6,10,18,60,80,141,25,42,65,54,26,79,0,0,0,3,11,15,54,39,96,252,264,517,50,69,117,158,157,311,128,157,286
UCL121040,207,207,409,116,72,192,22,59,88,9,9,18,0,0,3,155,142,299,41,53,93,1.3,0.7,1,74.3,70.7,72.5,73.3,70.2,71.8,7,11,16,0,4,4,23,35,61,16,20,40,70,36,109,0,5,5,0,4,6,73,47,121,234,222,453,10,10,21,175,163,337,60,55,115
UCL121041,247,262,502,80,55,138,33,48,74,3,7,12,6,7,9,119,113,235,100,133,228,3.3,6.2,4.7,50.2,43.6,46.8,48.6,40.9,44.6,3,0,5,0,5,3,10,22,30,12,19,33,69,37,109,0,0,0,5,6,11,77,47,121,222,227,452,45,50,92,171,175,348,82,91,172
UCL121042,249,249,499,82,44,127,37,54,94,13,10,24,6,6,3,139,108,250,94,113,210,2.9,2.7,2.8,56.9,43.9,50.3,55.3,42.7,48.9,28,23,47,0,9,14,48,67,116,20,21,41,55,12,66,0,6,6,3,4,7,57,20,78,218,211,429,43,44,86,152,149,298,95,97,196
UCL121043,256,255,511,121,65,187,45,75,126,17,27,44,4,0,4,192,175,363,65,74,143,1.6,1.2,1.4,73.4,67.6,70.5,72.3,66.8,69.5,12,13,23,0,10,9,28,56,82,22,37,55,86,30,119,5,0,10,5,10,13,98,42,143,292,287,581,31,41,71,221,209,432,94,90,187
UCL121044,206,224,436,68,29,94,29,50,84,9,8,15,7,3,11,106,94,203,74,99,161,6.6,4.2,5.4,51,42.7,46.7,47.6,40.9,44.1,0,0,0,0,0,0,8,17,26,19,21,31,56,39,93,4,3,9,0,6,3,58,48,103,195,208,403,28,30,56,139,142,281,71,69,139
UCL121045,233,217,453,72,43,116,40,64,101,9,7,15,9,0,10,130,122,245,97,92,189,7.1,1.7,4.5,54.5,53.4,54,50.6,52.5,51.5,9,10,18,0,0,0,27,30,59,11,29,45,71,41,112,0,8,5,7,3,8,80,47,128,213,202,418,43,33,74,150,142,286,89,93,184
UCL121046,186,192,377,96,79,178,36,63,100,12,11,17,7,0,9,150,158,303,26,31,63,4.6,1.3,2.9,82.1,80.7,81.4,78.3,79.7,79,32,31,61,7,11,23,30,64,94,26,17,44,39,14,58,0,0,3,0,4,4,43,25,66,215,222,435,26,19,44,128,132,260,93,97,191
UCL121047,224,238,464,118,65,185,17,53,68,12,22,25,9,3,10,154,143,294,67,88,150,4.6,1.4,3.1,66.8,59.9,63.3,63.7,59.1,61.3,14,9,24,4,6,12,33,44,80,21,34,54,53,31,87,0,4,8,0,6,7,59,43,102,231,244,476,43,47,83,138,148,290,111,114,227
UCL121048,215,195,415,70,41,114,33,45,75,13,8,24,0,5,8,118,100,224,84,93,179,2.5,3.9,3.2,55.6,51.3,53.5,54.2,49.2,51.8,6,8,16,0,3,6,23,41,62,23,29,53,81,30,108,3,0,4,5,6,9,90,42,124,201,193,398,47,40,85,146,141,287,94,80,171
