SA2_MAINCODE_2016,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
101041017,6,15,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,24,82,3,19,23,10,0,3,0,166,0,0,0,0,0,0,0,0,0,5,10,15,3,7,11,6,0,0,0,54,13,9,5,21,24,4,0,3,0,90,25,15,30,72,48,39,3,15,3,246,0,4,0,7,12,0,0,3,0,29,4,6,0,12,17,15,0,0,0,54,0,3,0,3,3,3,0,0,0,15,6,0,0,13,10,7,0,3,0,39,96,173,46,162,150,86,7,30,7,747,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,8,20,0,0,0,0,0,0,0,39,0,3,0,0,0,0,0,0,0,4,8,27,0,0,0,0,0,0,0,36,3,4,0,0,0,0,0,0,0,8,34,113,10,26,23,10,4,10,3,239,0,0,0,0,0,0,0,0,0,5
101041018,7,27,0,0,4,0,0,0,0,35,0,4,0,0,0,0,0,0,0,12,21,127,5,24,33,5,0,6,3,236,0,0,0,0,0,0,0,0,0,3,10,25,7,15,10,8,0,0,0,69,8,21,3,26,28,4,0,7,4,103,14,29,29,107,57,37,0,12,9,294,4,0,0,4,9,9,0,0,0,31,6,6,4,14,14,5,0,7,0,55,0,0,0,0,6,4,0,0,0,13,4,11,4,4,3,3,0,7,9,41,80,289,53,196,173,81,0,43,24,929,0,4,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,12,9,46,5,0,4,0,0,0,0,63,0,7,0,0,0,0,0,0,0,12,7,34,0,4,4,0,0,0,0,50,0,14,0,0,3,0,0,0,0,15,48,199,15,43,40,8,5,14,6,375,0,0,0,0,0,0,0,0,0,5
101041019,3,38,0,5,5,0,0,0,0,54,4,3,0,0,0,0,0,0,0,11,24,205,9,28,37,6,4,10,3,323,0,0,0,0,0,0,0,0,0,0,9,35,4,28,19,0,0,3,0,95,8,13,3,23,33,8,0,4,0,95,20,24,45,72,65,34,4,29,0,294,10,0,0,10,10,13,0,7,0,50,8,0,0,12,18,3,0,3,0,49,0,0,0,3,4,0,0,0,0,10,4,10,3,9,9,9,0,7,3,54,90,388,62,200,210,86,10,65,3,1106,0,0,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,13,5,70,3,11,12,0,0,0,0,100,0,5,0,0,0,0,0,0,0,8,8,59,0,6,11,0,0,0,0,82,4,3,0,0,0,0,0,0,0,11,49,329,16,43,50,11,3,16,3,521,0,0,0,0,0,0,0,0,0,0
101041020,7,37,3,5,4,0,0,0,0,57,0,14,0,0,0,0,0,0,0,12,50,188,9,33,38,14,3,8,0,337,0,0,0,0,0,0,0,0,0,4,17,34,3,23,24,3,0,0,0,112,20,19,10,43,14,4,0,4,4,118,37,22,42,87,54,22,0,34,0,300,8,5,3,5,10,6,0,8,0,47,18,3,6,13,26,12,0,9,0,80,3,0,3,4,3,0,0,0,0,21,11,6,0,9,9,9,0,10,0,49,174,366,76,233,192,68,9,72,16,1206,0,0,0,0,0,0,0,0,0,3,7,17,0,0,4,0,0,0,0,21,13,57,0,3,4,3,0,0,0,85,0,0,0,0,0,0,0,0,0,3,22,42,4,8,3,0,0,4,0,83,0,11,0,3,0,0,0,0,0,19,93,275,29,40,47,14,3,21,3,523,0,0,0,0,0,0,0,0,0,3
101041021,3,22,0,3,9,0,0,0,0,31,0,8,0,0,0,0,0,0,0,10,8,87,4,11,13,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,6,16,3,11,10,0,0,3,0,48,5,11,0,11,10,4,0,0,0,47,5,9,14,33,40,9,0,3,0,109,0,0,0,0,4,3,0,0,0,11,3,0,0,3,4,4,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,0,0,3,3,19,36,163,21,77,90,27,0,19,3,436,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,16,0,3,3,0,0,0,0,32,0,3,0,0,0,0,0,0,0,3,3,31,0,3,9,0,0,0,0,45,0,4,0,0,0,0,0,0,0,13,28,134,9,10,15,5,0,3,0,205,0,0,0,0,0,0,0,0,0,0
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
101041023,0,9,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,30,0,7,8,3,0,3,0,61,0,0,0,0,0,0,0,0,0,0,0,8,3,4,7,5,0,0,0,25,8,0,0,20,9,7,0,4,0,45,3,3,20,33,8,11,0,10,0,94,0,0,0,3,0,0,0,3,0,13,0,0,0,3,3,3,0,4,0,21,0,0,0,3,0,0,0,0,0,7,3,0,0,3,3,3,0,0,0,14,23,68,25,73,47,33,0,23,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,12,0,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14,50,0,8,6,3,0,5,0,94,0,0,0,0,0,0,0,0,0,0
101041024,3,19,0,0,0,0,0,0,0,20,0,3,0,0,0,0,0,0,0,3,16,48,3,7,10,0,0,3,0,89,0,0,0,0,0,0,0,0,0,0,11,12,0,11,12,0,0,3,0,46,3,9,0,14,9,3,0,3,0,48,12,6,27,45,27,8,0,13,3,142,0,0,0,3,9,3,0,6,0,28,6,0,0,3,7,9,0,4,0,32,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,16,58,117,34,84,81,21,3,34,10,448,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,13,4,16,4,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,8,18,0,0,0,0,0,0,0,25,0,3,0,0,0,0,0,0,0,3,28,82,11,7,16,3,0,4,0,157,0,0,0,0,0,0,0,0,0,0
101041025,11,37,0,6,3,3,0,0,0,61,0,3,0,0,0,0,0,0,0,11,52,191,7,37,43,18,0,6,0,360,0,0,0,0,0,0,0,0,0,0,15,40,0,20,28,8,3,0,0,114,21,23,0,43,28,13,0,7,3,141,31,24,48,111,64,59,0,16,3,359,5,0,3,10,19,15,0,4,0,53,7,3,4,24,22,14,0,6,0,81,0,3,0,0,7,0,0,0,0,14,7,10,5,9,5,10,0,3,4,54,160,385,70,272,232,139,5,45,9,1319,0,5,0,0,0,0,0,0,0,5,3,11,0,0,0,0,0,0,0,17,20,64,0,3,7,0,0,4,0,89,3,0,0,0,0,0,0,0,0,5,18,58,0,12,7,6,0,0,0,97,0,11,0,0,0,0,0,0,0,13,87,299,23,54,57,24,4,11,3,570,0,0,0,0,0,0,0,0,0,0
101041026,6,17,0,3,6,0,0,0,0,36,0,6,0,0,0,0,0,0,0,8,22,150,9,20,17,8,3,4,3,239,0,0,0,0,0,0,0,0,0,0,10,20,8,24,14,0,0,4,4,81,7,18,8,36,35,8,0,0,0,114,11,21,34,80,69,29,3,24,3,276,0,0,4,3,13,5,0,3,0,33,6,3,0,17,12,6,0,6,0,44,0,0,0,3,3,3,0,0,0,13,3,6,3,10,3,10,0,3,5,46,81,289,65,190,181,71,11,48,17,949,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,18,17,58,0,3,3,0,0,0,0,82,0,0,0,0,3,0,0,0,0,6,10,33,3,8,8,3,0,0,0,60,3,6,0,0,0,0,0,0,0,9,41,230,22,30,25,11,6,4,6,373,0,0,0,0,0,0,0,0,0,0
101041027,11,23,0,7,3,0,0,0,0,43,3,6,0,0,0,0,0,0,0,7,26,136,7,23,26,11,0,3,3,242,0,3,0,0,0,0,0,0,0,0,9,25,3,17,14,12,0,0,0,76,13,20,3,37,21,13,0,3,0,105,10,16,45,77,48,36,0,20,3,265,0,7,3,11,3,10,0,9,0,43,6,3,0,16,18,10,0,3,0,60,0,0,3,0,5,0,0,0,0,15,3,7,0,11,4,14,0,4,3,44,91,282,70,191,154,109,3,46,16,959,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,3,17,17,57,0,0,5,0,0,0,3,82,0,0,0,0,0,0,0,0,0,4,8,29,0,7,7,0,0,0,0,56,5,9,0,0,0,0,0,0,0,16,51,219,15,33,32,23,0,15,4,394,0,3,0,0,0,0,0,0,0,0
101051539,4,57,0,6,3,0,0,0,0,79,4,17,0,3,0,0,0,0,0,24,43,420,13,67,55,16,0,10,3,637,0,0,0,0,3,0,0,0,0,6,35,83,8,50,42,6,3,3,3,225,52,72,18,142,97,38,0,16,3,436,71,60,91,320,213,86,11,53,11,921,0,0,3,28,32,20,3,11,0,108,14,13,4,36,63,15,0,12,3,164,3,4,0,3,11,4,0,0,0,23,5,20,5,28,27,11,4,17,3,126,257,863,155,699,553,211,19,124,34,2908,3,4,0,0,0,0,0,0,0,10,0,29,0,0,0,0,0,0,3,40,44,145,6,17,11,8,0,3,3,244,0,4,0,0,3,0,0,0,0,8,13,83,0,15,6,3,0,0,3,116,10,25,0,13,3,0,0,0,0,49,105,624,47,116,82,40,10,29,6,1060,3,0,3,4,3,0,0,0,0,11
101051540,10,40,0,6,3,0,0,0,0,66,3,6,0,0,0,0,0,0,0,14,69,250,13,34,50,6,6,11,3,433,0,3,0,0,0,0,0,0,0,3,37,43,3,27,23,6,0,5,3,152,34,34,10,59,51,14,0,4,3,207,45,30,59,138,114,37,7,31,4,466,9,3,6,4,14,5,0,3,0,50,10,5,3,24,50,13,0,5,0,107,5,0,0,5,4,4,0,3,0,19,25,6,3,14,19,7,0,8,5,86,257,477,96,317,332,96,20,82,23,1691,0,0,0,0,0,0,0,0,0,3,5,11,0,0,0,0,0,0,0,22,35,68,0,4,12,0,3,0,0,133,3,3,0,0,0,0,0,0,0,7,26,47,3,11,6,0,0,0,0,88,9,9,0,0,0,0,0,0,0,21,156,356,20,45,54,13,7,19,7,687,0,3,0,0,0,0,0,0,0,4
101061541,7,13,0,5,3,0,0,0,0,30,0,12,0,0,0,0,0,0,0,17,45,186,8,19,42,6,0,4,7,318,0,0,0,0,0,0,0,0,0,5,12,17,0,19,15,0,0,3,0,64,11,13,3,34,20,8,0,3,0,105,24,18,29,71,70,10,3,17,0,235,0,0,0,7,13,0,0,4,0,31,3,3,4,26,23,5,0,3,0,69,0,4,0,4,4,0,0,0,0,8,0,3,0,13,8,3,0,0,3,32,116,311,57,191,197,39,4,32,13,958,0,0,0,0,0,0,0,0,0,4,3,12,0,3,0,0,0,0,0,22,19,46,0,5,6,3,0,0,0,82,0,3,0,0,0,0,0,0,0,4,4,26,0,5,3,0,0,0,0,42,3,12,0,0,3,0,0,0,0,22,74,262,19,29,55,12,3,7,10,479,0,0,0,0,0,0,0,0,0,3
101061542,33,54,0,11,15,3,0,0,0,117,8,19,0,3,5,0,0,0,0,40,155,324,13,53,109,11,3,17,5,692,3,0,0,3,0,0,0,0,0,8,37,35,12,12,67,10,0,14,3,175,32,45,0,36,64,11,0,3,5,205,38,26,36,85,82,27,8,19,3,332,11,3,4,6,8,0,0,3,0,40,10,5,6,13,25,9,0,3,0,75,3,0,0,4,4,0,0,0,0,13,10,8,3,18,14,8,0,5,5,73,415,667,78,242,411,75,17,72,30,2011,3,5,0,0,0,0,0,0,0,5,33,71,4,0,4,0,0,3,0,116,132,159,4,9,30,8,0,6,6,358,6,3,0,0,0,0,0,0,0,10,48,76,3,9,27,3,0,6,0,171,13,25,0,5,13,0,0,0,0,55,328,528,44,76,147,18,3,28,14,1182,0,0,0,3,0,0,0,0,0,3
101061543,3,19,0,4,3,0,0,3,0,34,0,3,0,0,0,0,0,0,0,5,40,202,0,16,29,5,0,8,0,308,0,0,0,0,0,0,0,0,0,0,20,22,3,24,20,0,0,0,0,88,14,25,4,40,27,9,4,7,3,128,31,35,44,121,77,43,5,33,3,390,3,8,0,11,12,18,0,5,0,55,14,0,0,20,17,15,0,4,0,70,3,3,0,4,10,3,0,3,0,16,7,3,0,5,15,14,0,14,3,57,136,357,57,248,213,109,11,74,10,1201,0,4,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,0,0,9,18,32,0,0,3,0,0,0,0,52,0,0,0,0,0,0,0,0,0,3,4,34,3,10,3,0,0,3,0,51,5,3,0,0,0,0,0,0,0,9,75,294,12,31,40,3,0,23,3,475,0,0,0,0,0,0,0,0,0,0
101061544,8,12,0,3,0,0,0,0,0,26,0,3,0,0,0,0,0,0,0,3,61,131,0,16,21,6,0,10,0,250,0,0,0,0,0,0,0,0,0,0,35,16,3,19,22,3,0,11,0,104,22,17,10,22,24,3,0,8,0,110,28,16,39,70,48,15,4,22,0,246,10,0,0,3,8,3,0,6,0,39,7,0,3,3,18,4,0,9,0,48,4,7,0,0,0,0,0,0,0,17,4,3,0,8,9,0,0,6,3,40,195,237,53,148,156,34,10,79,7,923,0,3,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,13,19,26,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,5,12,15,0,3,0,0,0,0,0,33,0,3,0,0,0,0,0,0,0,3,132,160,9,26,27,9,0,17,3,384,0,0,0,0,0,0,0,0,0,0
102011028,3,31,0,0,4,3,0,0,0,48,0,17,0,0,0,0,0,0,0,23,63,317,3,28,35,13,0,4,6,485,0,0,0,0,0,0,0,0,0,0,11,59,8,29,14,11,0,4,0,138,19,41,3,38,37,11,0,0,3,156,11,18,19,59,57,26,0,11,0,207,6,0,0,3,6,11,0,0,0,29,3,0,0,16,22,4,0,0,0,49,3,0,0,8,5,3,0,0,0,19,4,8,0,3,11,3,0,0,4,33,132,577,35,195,215,85,0,24,16,1279,0,4,0,0,0,0,0,0,0,4,4,30,0,0,0,3,0,0,0,36,45,106,3,8,4,5,0,0,3,171,0,9,0,0,0,0,0,0,0,8,12,57,3,3,4,3,0,0,0,84,4,18,0,0,0,0,0,0,0,29,135,523,20,46,49,25,0,8,3,822,0,0,0,0,0,0,0,0,0,0
102011029,3,43,0,3,3,0,0,0,3,58,4,11,0,3,3,0,0,0,0,22,61,290,6,34,64,15,0,8,3,480,0,0,0,0,0,0,0,0,0,0,18,53,0,19,34,17,0,5,0,153,36,32,5,57,56,8,0,4,0,200,14,29,54,94,95,37,0,16,0,345,3,0,0,5,19,3,0,0,0,41,3,7,3,12,42,9,0,7,0,86,0,5,0,4,8,0,0,0,0,26,6,7,5,13,14,11,0,5,5,55,168,569,89,254,337,103,4,42,21,1580,0,3,0,0,0,0,0,0,0,3,3,32,0,0,0,3,0,0,0,36,37,105,10,4,13,7,0,0,6,172,0,3,0,0,0,0,0,0,0,6,3,67,0,4,4,0,0,0,5,99,5,21,0,4,3,0,0,0,0,31,133,498,32,62,92,23,0,17,11,870,0,0,0,0,0,0,0,0,0,4
102011030,3,5,0,3,0,0,0,0,0,17,0,9,0,0,3,0,0,0,0,11,33,89,4,14,23,6,0,9,0,178,0,0,0,0,0,0,0,0,0,0,8,13,0,13,22,3,0,3,3,64,21,11,7,15,30,3,3,6,0,92,20,5,21,26,36,13,0,13,3,142,6,0,0,0,6,3,0,0,0,18,8,0,0,4,11,3,0,0,0,40,0,0,0,0,0,0,0,0,0,5,6,5,0,3,11,0,4,6,3,32,109,166,36,86,153,47,6,36,8,657,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,21,26,3,4,4,3,0,0,0,71,0,0,0,0,0,0,0,0,0,0,6,7,0,3,0,0,0,0,0,18,4,9,3,0,3,0,0,0,0,12,70,161,17,23,29,10,3,15,0,321,0,0,0,0,0,0,0,0,0,0
102011031,6,46,0,10,10,0,0,0,0,75,0,10,0,0,4,0,0,0,0,17,68,377,6,43,62,25,0,5,8,595,0,0,0,0,0,0,0,0,0,3,19,62,5,24,45,14,0,3,4,180,34,35,12,62,61,22,0,7,3,223,38,40,43,98,116,38,0,24,3,406,5,0,0,4,20,9,0,7,0,47,10,11,0,14,39,12,0,0,0,96,0,4,3,0,9,5,0,3,0,20,3,9,0,10,12,3,0,0,7,57,211,684,79,279,400,127,4,46,27,1857,0,3,0,0,0,0,0,0,0,3,6,40,0,0,3,0,0,0,0,48,66,157,9,5,16,4,0,0,0,257,0,4,0,0,0,0,0,0,0,13,13,57,3,11,13,3,0,0,0,95,4,16,0,0,6,0,0,0,0,27,176,649,28,74,87,40,7,19,14,1089,0,0,0,0,0,0,0,0,0,3
102011032,9,41,0,12,6,0,0,0,0,73,0,23,0,0,3,0,0,0,0,25,80,600,26,78,114,41,3,24,9,978,0,3,0,3,0,0,0,0,0,5,24,62,7,38,50,13,3,9,0,212,22,75,18,104,99,32,3,16,4,373,64,81,82,179,167,82,10,45,6,719,5,5,5,10,19,23,0,11,0,82,11,8,3,24,32,20,3,4,0,118,5,17,0,9,21,4,0,4,0,59,0,8,3,10,14,13,0,10,9,66,255,1083,154,478,554,223,19,119,40,2923,0,3,0,0,0,0,0,0,0,8,8,54,4,0,0,0,0,0,3,66,53,236,18,15,35,8,0,10,3,369,4,6,0,0,0,0,0,0,0,13,14,75,0,10,14,3,0,0,0,119,8,32,0,0,6,0,0,0,0,49,179,1075,72,125,154,75,14,46,21,1754,3,3,0,5,0,0,0,0,0,13
102011033,0,9,0,8,0,0,0,0,0,21,0,10,0,0,0,0,0,0,0,7,26,138,8,19,41,4,0,4,7,247,0,0,0,0,0,0,0,0,0,0,18,25,3,17,22,7,0,3,0,92,18,20,7,39,36,12,0,4,0,144,23,21,30,72,90,23,3,13,4,275,0,0,0,5,5,5,0,7,0,26,3,6,6,4,22,5,3,3,0,51,0,0,0,5,8,3,0,0,0,19,3,7,0,0,9,4,0,0,0,18,96,259,62,181,246,71,12,35,12,963,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,14,43,3,0,19,4,0,0,0,83,0,0,0,0,0,0,0,0,0,6,0,17,3,12,0,0,0,0,0,30,4,9,0,0,0,0,0,0,0,16,54,219,22,35,54,17,4,13,7,422,0,0,0,0,0,0,0,0,0,0
102011034,3,18,0,7,0,0,0,0,0,31,0,8,0,0,0,0,0,0,0,7,24,185,3,20,17,15,0,3,0,264,0,0,0,0,0,0,0,0,0,6,8,23,0,18,14,3,0,0,0,78,4,21,6,42,35,14,0,0,3,133,24,17,33,63,71,22,0,7,3,243,0,3,0,4,15,8,0,0,0,35,6,3,0,12,12,5,0,3,3,41,4,0,0,3,12,3,0,3,0,24,5,4,0,3,9,3,0,3,3,34,81,320,46,180,199,78,7,24,14,946,0,7,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,12,19,58,0,5,9,4,0,0,3,101,0,3,0,0,0,0,0,0,0,3,7,26,0,6,0,0,0,0,0,40,0,14,0,0,0,0,0,0,0,15,54,273,15,34,31,20,0,5,0,436,0,0,0,0,0,0,0,0,0,6
102011035,4,22,0,3,5,0,0,0,0,30,3,10,0,0,0,0,0,0,0,15,17,187,7,21,49,15,0,0,5,312,0,0,0,0,0,0,0,0,0,3,3,25,4,11,21,4,0,3,0,72,16,31,7,52,38,10,0,3,4,157,30,33,31,87,70,28,6,13,4,297,3,3,0,3,6,12,0,8,0,35,0,7,3,12,21,4,0,0,0,46,0,0,0,3,3,3,0,0,0,10,0,3,0,7,10,6,0,3,3,25,83,370,54,196,221,80,11,32,26,1070,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,16,14,66,3,5,3,0,0,0,6,103,0,5,0,0,0,0,0,0,0,6,9,31,0,3,3,0,0,0,3,44,0,13,0,0,0,0,0,0,0,19,44,294,26,35,54,26,5,14,14,509,0,0,0,4,0,0,0,0,0,3
