SA2_MAINCODE_2016,M_AgriForestFish_0,M_AgriForestFish_1_15,M_AgriForestFish_16_24,M_AgriForestFish_25_34,M_AgriForestFish_35_39,M_AgriForestFish_40,M_AgriForestFish_41_48,M_AgriForestFish_49over,M_AgriForestFish_hours_NS,M_AgriForestFish_Tot,M_Min_0,M_Min_1_15,M_Min_16_24,M_Min_25_34,M_Min_35_39,M_Min_40,M_Min_41_48,M_Min_49over,M_Min_hours_NS,M_Min_Tot,M_Mnfg_0,M_Mnfg_1_15,M_Mnfg_16_24,M_Mnfg_25_34,M_Mnfg_35_39,M_Mnfg_40,M_Mnfg_41_48,M_Mnfg_49over,M_Mnfg_hours_NS,M_Mnfg_Tot,M_EGW_WS_0,M_EGW_WS_1_15,M_EGW_WS_16_24,M_EGW_WS_25_34,M_EGW_WS_35_39,M_EGW_WS_40,M_EGW_WS_41_48,M_EGW_WS_49over,M_EGW_WS_hours_NS,M_EGW_WS_Tot,M_Cnstn_0,M_Cnstn_1_15,M_Cnstn_16_24,M_Cnstn_25_34,M_Cnstn_35_39,M_Cnstn_40,M_Cnstn_41_48,M_Cnstn_49over,M_Cnstn_hours_NS,M_Cnstn_Tot,M_WTrade_0,M_WTrade_1_15,M_WTrade_16_24,M_WTrade_25_34,M_WTrade_35_39,M_WTrade_40,M_WTrade_41_48,M_WTrade_49over,M_WTrade_hours_NS,M_WTrade_Tot,M_RTrade_0,M_RTrade_1_15,M_RTrade_16_24,M_RTrade_25_34,M_RTrade_35_39,M_RTrade_40,M_RTrade_41_48,M_RTrade_49over,M_RTrade_hours_NS,M_RTrade_Tot,M_AccomFoodS_0,M_AccomFoodS_1_15,M_AccomFoodS_16_24,M_AccomFoodS_25_34,M_AccomFoodS_35_39,M_AccomFoodS_40,M_AccomFoodS_41_48,M_AccomFoodS_49over,M_AccomFoodS_hours_NS,M_AccomFoodS_Tot,M_TransPostWhse_0,M_TransPostWhse_1_15,M_TransPostWhse_16_24,M_TransPostWhse_25_34,M_TransPostWhse_35_39,M_TransPostWhse_40,M_TransPostWhse_41_48,M_TransPostWhse_49over,M_TransPostWhse_hours_NS,M_TransPostWhse_Tot,M_InfoMedTelecom_0,M_InfoMedTelecom_1_15,M_InfoMedTelecom_16_24,M_InfoMedTelecom_25_34,M_InfoMedTelecom_35_39,M_InfoMedTelecom_40,M_InfoMedTelecom_41_48,M_InfoMedTelecom_49over,M_InfoMedTelecom_hours_NS,M_InfoMedTelecom_Tot,M_FinInsurS_0,M_FinInsurS_1_15,M_FinInsurS_16_24,M_FinInsurS_25_34,M_FinInsurS_35_39,M_FinInsurS_40,M_FinInsurS_41_48,M_FinInsurS_49over,M_FinInsurS_hours_NS,M_FinInsurS_Tot,M_RentHirREserv_0,M_RentHirREserv_1_15,M_RentHirREserv_16_24,M_RentHirREserv_25_34,M_RentHirREserv_35_39,M_RentHirREserv_40,M_RentHirREserv_41_48,M_RentHirREserv_49over,M_RentHirREserv_hours_NS,M_RentHirREserv_Tot,M_ProScieTechServ_0,M_ProScieTechServ_1_15,M_ProScieTechServ_16_24,M_ProScieTechServ_25_34,M_ProScieTechServ_35_39,M_ProScieTechServ_40,M_ProScieTechServ_41_48,M_ProScieTechServ_49over,M_ProScieTechServ_hours_NS,M_ProScieTechServ_Tot,M_AdminSupServ_0,M_AdminSupServ_1_15,M_AdminSupServ_16_24,M_AdminSupServ_25_34,M_AdminSupServ_35_39,M_AdminSupServ_40,M_AdminSupServ_41_48,M_AdminSupServ_49over,M_AdminSupServ_hours_NS,M_AdminSupServ_Tot,M_PubAdmiSafety_0,M_PubAdmiSafety_1_15,M_PubAdmiSafety_16_24,M_PubAdmiSafety_25_34,M_PubAdmiSafety_35_39,M_PubAdmiSafety_40,M_PubAdmiSafety_41_48,M_PubAdmiSafety_49over,M_PubAdmiSafety_hours_NS,M_PubAdmiSafety_Tot,M_EducTrain_0,M_EducTrain_1_15,M_EducTrain_16_24,M_EducTrain_25_34,M_EducTrain_35_39,M_EducTrain_40,M_EducTrain_41_48,M_EducTrain_49over,M_EducTrain_hours_NS,M_EducTrain_Tot,M_HealthCareSocA_0,M_HealthCareSocA_1_15,M_HealthCareSocA_16_24,M_HealthCareSocA_25_34,M_HealthCareSocA_35_39,M_HealthCareSocA_40,M_HealthCareSocA_41_48,M_HealthCareSocA_49over,M_HealthCareSocA_hours_NS,M_HealthCareSocA_Tot,M_ArtRecServ_0,M_ArtRecServ_1_15,M_ArtRecServ_16_24,M_ArtRecServ_25_34,M_ArtRecServ_35_39,M_ArtRecServ_40,M_ArtRecServ_41_48,M_ArtRecServ_49over,M_ArtRecServ_hours_NS,M_ArtRecServ_Tot,M_OthServ_0,M_OthServ_1_15,M_OthServ_16_24,M_OthServ_25_34,M_OthServ_35_39,M_OthServ_40,M_OthServ_41_48,M_OthServ_49over,M_OthServ_hours_NS,M_OthServ_Tot,M_ID_NS_0,M_ID_NS_1_15,M_ID_NS_16_24,M_ID_NS_25_34,M_ID_NS_35_39,M_ID_NS_40,M_ID_NS_41_48,M_ID_NS_49over,M_ID_NS_hours_NS,M_ID_NS_Tot
124011451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124011452,0,5,0,11,4,0,0,6,0,29,0,0,0,0,3,0,6,5,0,16,0,13,7,11,17,32,19,24,0,124,0,0,0,0,12,10,6,8,0,43,4,16,21,30,39,62,29,55,5,271,0,3,0,9,9,15,12,28,0,76,4,41,23,26,28,17,19,32,0,192,4,50,53,63,63,41,26,53,10,349,5,13,7,18,28,22,21,22,4,143,0,5,7,3,8,18,3,12,0,55,3,0,3,5,9,16,3,14,0,59,0,5,3,0,10,3,7,7,0,35,4,25,26,17,23,45,15,51,3,201,0,22,15,22,15,15,8,17,3,121,13,13,15,15,77,40,27,25,3,220,6,33,26,32,37,41,23,45,7,247,11,21,40,46,49,36,17,19,0,241,0,18,13,18,24,15,6,9,3,108,3,6,5,7,15,19,9,18,3,85,7,10,16,8,23,27,4,17,22,143
124011453,0,0,3,0,5,3,3,4,0,21,0,0,0,0,0,0,0,5,0,4,7,6,4,9,56,49,40,58,5,227,0,0,0,5,14,20,9,13,0,60,6,15,19,34,52,106,39,85,7,362,3,0,0,0,9,17,15,22,0,66,3,31,15,24,27,18,15,48,3,181,7,36,25,6,20,16,17,18,3,143,8,9,10,15,26,40,33,44,3,189,0,10,3,3,4,6,6,16,0,50,0,0,3,0,13,28,13,18,3,83,0,3,0,0,7,6,3,6,0,30,4,14,8,16,20,34,12,43,0,153,0,18,9,10,15,14,6,12,0,83,13,3,6,19,106,67,58,30,0,294,11,33,20,24,52,44,24,53,7,255,5,17,28,29,46,31,20,14,0,189,0,9,10,11,12,15,4,6,0,64,8,5,4,11,23,23,18,23,0,113,3,8,7,6,28,23,11,15,10,118
124011454,0,5,3,5,8,14,4,13,3,53,0,0,0,0,8,3,0,6,0,20,9,8,11,12,103,106,90,112,0,458,4,0,3,3,28,31,24,21,0,113,13,18,31,52,84,256,130,256,14,848,7,5,7,5,39,35,32,48,0,180,11,98,42,19,60,69,41,69,0,419,5,65,33,27,28,20,22,26,0,226,14,18,13,19,48,58,42,95,4,307,0,4,8,5,21,24,5,19,0,96,3,4,5,5,29,43,17,39,0,151,0,9,5,9,5,14,12,25,0,71,4,35,20,28,51,77,53,77,0,330,6,18,12,24,26,33,12,21,0,166,27,12,12,14,205,124,96,50,3,539,12,51,32,29,95,90,66,136,3,529,8,16,25,43,69,70,45,48,0,318,3,21,15,7,11,16,7,12,0,91,3,17,10,21,36,52,35,51,3,222,5,15,15,7,35,55,14,36,29,206
124011455,0,0,0,0,3,3,0,3,0,10,3,0,0,0,0,0,4,3,0,12,0,4,3,3,13,17,5,14,0,59,0,0,0,0,5,5,7,14,0,26,3,17,14,12,13,52,23,34,0,165,0,0,0,0,6,8,5,3,0,28,3,15,9,10,11,9,6,19,0,84,0,17,10,7,16,17,9,10,0,87,3,6,9,5,10,20,3,23,3,87,0,3,3,3,3,9,0,8,0,29,0,0,0,0,11,13,8,4,0,35,0,0,3,10,5,6,3,3,0,26,0,13,0,8,12,11,11,25,0,96,0,7,3,8,3,6,0,3,0,32,9,3,4,3,42,23,14,14,0,115,3,12,5,13,29,33,16,26,3,130,8,4,5,12,18,27,8,12,0,103,0,4,5,8,6,3,0,3,0,36,0,0,4,5,10,11,4,3,0,43,0,3,3,3,3,15,3,10,11,57
124021456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124031457,0,0,0,3,6,3,3,3,0,17,0,0,0,0,0,5,3,3,0,14,9,12,12,10,127,102,72,87,9,431,0,4,0,3,23,34,10,31,0,112,8,24,28,38,129,252,98,233,7,822,0,8,6,3,49,48,35,52,7,203,12,26,24,32,66,67,29,50,8,306,8,61,19,18,14,29,18,11,4,181,5,8,15,33,67,98,62,151,9,445,0,0,7,0,12,26,6,13,0,62,0,0,0,3,23,36,13,28,0,104,0,3,3,0,7,21,6,20,0,63,3,6,3,0,29,29,24,21,0,120,3,4,11,8,39,22,12,17,0,129,13,4,5,17,84,80,60,35,4,297,5,16,4,20,26,29,9,18,0,130,5,7,8,8,35,26,7,14,3,109,0,12,0,6,6,7,0,4,0,36,0,9,7,3,45,46,23,40,0,177,3,9,5,10,65,63,29,64,44,298
124031458,3,3,7,4,8,12,9,31,0,71,0,0,0,0,4,3,4,14,0,26,11,12,17,14,164,176,114,170,3,677,5,0,0,0,23,34,7,34,0,110,24,33,44,51,171,346,155,394,12,1227,6,5,3,10,67,80,41,71,0,284,20,75,47,29,121,108,57,110,5,582,3,90,25,26,29,24,25,26,0,255,7,17,17,31,93,135,67,218,8,595,3,6,3,7,26,38,17,16,0,121,13,0,4,14,66,72,26,45,0,229,4,6,5,5,9,27,13,28,0,91,7,13,6,5,56,98,36,58,6,280,5,14,9,10,54,40,7,29,0,182,15,5,14,16,173,139,75,63,4,499,0,29,16,10,55,52,20,50,0,241,3,7,15,13,65,47,14,26,3,199,6,20,6,4,19,8,13,15,0,84,3,10,5,13,56,70,40,74,4,277,8,19,10,14,83,81,37,69,68,393
124031459,0,0,0,3,3,4,0,3,0,15,0,0,0,0,4,0,3,8,0,18,5,8,4,9,85,76,77,94,3,356,0,4,4,3,24,22,15,19,0,89,14,14,22,28,94,197,89,223,12,694,3,3,6,5,25,41,23,54,3,170,3,39,24,20,57,51,37,53,0,277,3,49,29,11,17,12,7,18,3,146,8,9,8,7,31,48,30,103,3,257,0,3,0,0,23,6,7,7,0,51,5,0,3,3,26,42,22,36,0,146,0,3,5,0,5,11,7,16,0,47,4,14,8,16,23,48,19,47,0,170,0,11,3,7,18,22,5,15,4,83,16,5,12,14,101,69,57,33,0,304,6,25,16,21,33,46,20,35,0,194,3,4,13,11,40,32,13,21,0,142,0,10,3,3,8,8,6,10,0,56,3,4,0,7,21,43,22,33,3,139,0,8,6,10,39,49,24,43,29,213
124031460,0,0,0,3,3,3,3,5,0,29,0,0,0,0,0,0,0,8,0,10,12,9,12,20,147,162,109,191,8,664,3,3,0,0,32,25,25,36,0,135,11,18,19,40,133,309,145,303,14,991,5,8,3,6,55,82,52,79,3,292,12,74,43,48,80,114,50,90,3,510,4,108,43,24,23,24,18,22,3,269,11,6,21,32,94,114,75,205,4,567,5,0,0,0,25,29,16,18,4,108,5,3,0,7,77,85,33,64,5,286,3,0,3,0,12,31,11,24,0,77,3,12,8,6,42,80,37,69,0,254,0,15,15,12,35,43,16,19,0,151,19,5,12,6,164,118,105,73,3,500,3,13,17,15,67,59,27,40,0,242,7,12,10,21,55,61,22,26,4,220,8,17,6,8,12,14,7,8,0,80,0,14,11,13,39,67,37,69,0,254,5,14,11,15,59,81,28,65,46,317
124031461,0,0,0,0,3,10,5,4,0,27,0,0,0,0,0,3,0,8,0,12,11,8,9,14,110,116,73,97,0,440,3,0,0,3,26,34,16,19,0,106,17,14,21,40,101,271,101,258,16,834,4,0,4,9,46,52,21,57,0,191,7,43,35,28,67,67,34,54,7,342,10,55,23,22,31,25,12,33,0,199,16,11,17,16,70,83,51,132,4,390,0,0,0,3,13,18,7,16,0,59,3,3,0,10,37,40,10,27,0,128,3,3,3,0,14,14,6,35,0,77,0,11,9,7,22,42,23,47,3,161,3,15,9,10,23,29,14,16,3,114,9,7,5,8,128,69,56,30,0,322,4,15,25,13,36,27,25,24,4,175,4,14,11,18,45,49,20,14,0,165,0,16,6,3,10,10,6,7,0,61,4,6,4,11,23,56,31,31,0,173,10,10,20,15,49,55,35,62,43,284
124031462,0,0,0,3,0,3,6,6,0,22,0,0,0,0,0,4,0,7,0,10,17,10,9,20,164,128,90,77,3,524,3,0,0,0,18,16,9,24,0,68,16,16,21,42,121,239,117,164,5,730,3,3,5,8,58,55,34,40,3,217,3,42,47,23,107,90,45,68,0,429,10,59,42,19,48,23,19,25,3,251,11,22,21,32,109,107,73,154,4,536,0,6,0,4,36,19,11,9,3,87,3,0,3,0,52,54,22,17,3,161,0,3,3,7,5,15,3,7,0,48,3,11,5,9,60,71,34,25,4,224,3,14,16,17,41,26,11,19,3,155,10,11,8,20,125,79,50,48,3,356,3,22,14,20,42,47,19,30,0,190,12,15,16,33,58,56,26,22,3,234,0,9,4,5,9,3,9,12,0,52,3,8,9,9,44,42,33,41,0,192,7,24,7,18,54,80,13,40,64,306
124031463,3,3,3,3,4,12,10,20,3,60,0,0,0,0,0,3,0,12,0,22,4,7,3,5,45,54,44,76,4,256,0,0,0,0,11,19,11,14,0,59,19,28,15,22,90,187,66,211,11,642,3,5,0,3,19,30,17,25,0,97,11,22,14,9,35,39,18,54,0,197,3,43,19,8,5,16,4,15,0,113,8,11,5,6,27,41,27,98,3,235,0,0,3,0,5,12,3,17,0,39,3,0,0,3,22,28,12,18,0,89,0,10,8,3,3,16,3,19,0,57,0,3,10,7,17,38,11,37,0,121,0,5,3,0,7,10,13,4,0,45,0,0,6,10,47,58,27,32,3,183,3,14,7,3,13,14,8,11,0,75,0,7,7,10,25,27,10,20,0,100,0,12,9,0,7,6,3,10,0,45,5,9,0,9,23,47,26,39,0,145,5,3,8,6,21,39,19,28,25,148
124031464,0,0,7,0,3,4,3,9,0,28,0,0,0,0,0,0,3,3,0,10,6,7,8,8,84,63,73,48,3,293,0,0,0,0,8,15,7,19,3,50,10,12,18,32,68,131,74,123,6,463,0,3,3,8,33,37,26,34,0,139,4,27,29,21,71,57,37,50,8,304,4,27,24,29,24,33,17,20,4,182,9,11,13,15,59,56,38,68,3,268,0,0,0,8,9,11,11,4,0,41,4,0,3,6,37,38,11,22,0,120,0,8,0,0,5,9,6,18,0,52,3,13,4,6,27,42,17,39,0,154,3,9,15,12,29,20,4,9,3,97,15,8,3,8,72,55,41,32,3,229,3,13,18,8,23,30,13,20,0,125,12,3,10,22,65,50,14,18,3,189,0,4,0,3,3,5,0,6,0,26,0,11,3,8,32,25,8,28,3,119,7,8,11,13,36,36,22,24,39,194
124031465,0,0,0,0,6,9,5,11,0,35,0,0,0,0,0,3,0,12,0,19,7,3,0,4,47,24,22,49,0,157,0,0,0,0,9,7,8,7,3,42,4,14,11,5,45,99,50,154,3,393,0,4,0,0,14,20,6,16,0,63,0,13,8,5,14,15,13,17,0,94,0,15,6,4,3,8,3,9,0,45,6,3,3,5,15,34,16,62,0,145,0,0,0,3,0,0,3,0,0,15,0,0,0,0,3,3,3,4,0,18,0,0,3,3,5,8,3,8,0,24,0,0,0,0,12,14,5,19,0,56,0,10,0,3,4,13,3,4,0,46,3,4,3,3,20,24,12,6,0,77,3,4,3,3,8,6,3,7,0,35,0,0,0,3,6,4,0,7,0,20,0,3,3,0,0,0,3,3,0,17,0,0,0,0,21,31,8,27,0,94,3,3,0,4,15,16,11,17,12,83
124041466,0,5,10,17,14,19,4,37,3,109,0,0,0,0,5,0,3,14,0,28,10,3,6,11,90,78,49,73,3,336,4,0,4,0,15,14,4,17,0,62,9,20,23,36,79,200,77,165,8,627,4,3,0,0,26,30,19,27,0,111,10,36,32,21,50,44,31,48,11,264,8,37,32,17,17,5,10,21,0,151,4,7,20,19,26,46,27,78,4,230,0,0,0,3,12,17,17,4,0,57,0,0,3,4,14,19,7,6,0,49,0,0,5,3,3,12,7,11,0,39,0,5,10,6,19,31,13,39,0,117,0,17,7,13,15,17,10,3,0,75,15,9,5,7,93,102,94,55,4,383,3,30,12,12,28,24,23,19,4,154,3,7,12,15,28,30,11,18,0,132,0,13,5,3,13,13,7,8,0,74,3,12,3,11,20,38,14,40,0,134,3,14,6,16,46,37,14,34,33,202
124041467,0,3,9,8,12,14,8,19,5,68,0,0,0,0,0,5,0,8,0,17,3,17,22,20,114,95,73,109,0,457,3,0,0,0,18,25,19,32,3,96,17,30,25,47,116,258,112,270,14,893,3,3,4,0,36,41,30,37,0,160,4,24,18,37,57,59,35,72,7,316,7,50,24,14,27,15,17,19,4,170,4,14,15,25,58,63,38,119,4,336,0,3,4,0,12,13,15,14,0,64,0,3,0,6,18,16,9,12,0,62,0,0,0,3,8,5,14,16,0,48,3,3,4,3,23,36,17,34,0,131,0,11,9,12,20,35,12,19,0,109,12,4,14,9,106,91,73,59,0,366,0,12,8,11,23,24,10,29,0,114,6,8,11,17,36,20,12,14,0,112,0,12,9,7,3,10,5,11,0,53,6,6,9,10,22,66,29,51,4,209,3,12,11,12,66,57,23,45,52,280
124041468,0,12,11,3,3,3,6,35,0,75,0,0,0,0,3,0,0,3,0,7,0,7,0,9,29,38,18,44,4,160,3,0,0,0,8,12,3,12,0,29,20,15,20,35,58,159,47,171,9,525,3,0,0,0,8,18,7,16,0,56,4,18,13,5,16,26,11,15,0,111,0,9,0,3,3,6,0,13,3,42,3,5,9,17,29,28,10,65,9,180,0,0,0,0,5,9,3,4,0,21,0,0,0,0,6,4,3,4,0,25,0,5,0,5,3,10,3,3,0,22,0,0,9,4,10,8,4,18,0,53,0,0,3,5,8,5,5,9,0,36,3,0,0,4,24,22,15,8,0,85,0,6,0,3,6,15,0,8,0,47,0,6,4,5,6,10,4,4,0,44,4,6,0,0,10,9,5,12,0,36,0,3,9,6,10,29,5,36,3,106,3,9,10,6,20,26,3,23,18,116
124051469,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,3,0,3,8,4,3,9,64,70,43,56,4,243,0,0,0,0,9,7,10,12,0,42,5,6,10,23,60,130,59,88,7,379,0,0,0,3,27,32,13,25,0,100,3,19,14,14,27,26,13,18,0,147,3,27,16,12,4,12,3,9,0,79,0,7,8,11,45,47,26,75,0,229,0,0,0,0,14,9,3,12,0,35,3,0,0,0,20,20,13,11,0,73,0,0,0,0,11,5,0,5,0,24,3,3,0,5,16,14,8,24,0,78,3,7,7,5,10,12,7,3,0,49,3,6,3,0,40,33,20,13,3,118,3,9,0,4,8,12,3,3,0,46,0,9,5,0,14,15,5,12,0,62,0,8,4,0,3,6,3,5,0,31,0,5,5,3,25,22,14,22,0,99,4,4,5,8,28,24,3,12,20,104
124051470,0,0,0,3,6,4,3,4,0,27,0,0,0,0,0,3,4,8,0,12,13,11,4,19,173,166,97,127,8,611,3,0,0,4,30,22,18,31,3,109,10,34,28,45,177,333,145,264,20,1069,7,6,9,9,69,87,33,62,4,286,16,42,35,49,110,104,55,73,3,487,3,61,27,25,32,25,14,26,6,209,14,24,30,44,140,157,63,219,12,699,0,3,4,6,29,28,8,19,0,91,3,3,3,3,50,59,23,25,0,169,3,4,3,0,16,23,3,16,0,69,0,9,7,10,45,71,32,31,3,204,7,21,22,11,42,36,21,20,0,184,12,10,14,11,99,74,54,33,5,311,3,18,12,12,29,24,11,17,3,130,7,11,14,15,52,35,11,13,4,158,0,13,9,0,8,10,6,5,0,45,5,18,17,10,48,80,37,45,0,271,8,15,18,19,86,66,31,57,32,334
124051580,0,0,0,0,7,4,0,3,0,21,0,0,0,0,0,0,0,0,0,3,10,3,6,5,99,88,36,64,3,322,3,0,0,0,14,10,12,23,0,61,6,17,24,30,83,154,65,74,10,466,0,7,3,3,40,42,21,16,6,128,6,28,24,24,70,38,30,34,0,251,0,30,20,14,16,19,3,5,0,106,7,11,18,21,81,77,50,106,8,367,0,6,0,0,7,12,5,3,0,35,0,0,0,3,15,17,4,9,0,59,0,0,3,0,10,12,3,11,0,38,0,7,0,3,21,21,11,8,0,75,0,8,8,14,17,18,6,6,0,84,5,3,5,4,39,34,22,7,0,125,0,12,3,5,12,14,5,6,0,60,3,9,14,11,27,21,3,7,4,105,0,8,3,6,12,4,4,3,0,39,3,6,3,4,36,25,12,17,3,110,11,15,12,9,58,67,22,26,48,259
124051581,0,3,3,0,6,5,0,0,0,14,0,0,0,0,0,4,0,3,0,7,9,8,13,17,163,116,46,62,10,441,0,3,0,0,13,22,9,21,0,70,7,17,21,35,94,183,75,97,9,537,8,7,5,3,72,57,25,26,0,203,4,15,29,32,92,61,25,33,8,311,0,35,21,18,23,24,10,14,3,156,7,21,20,32,104,92,59,113,7,452,3,3,0,3,11,14,3,10,0,45,8,0,3,4,28,31,14,13,3,99,0,0,0,3,7,14,3,9,0,36,4,3,3,4,28,48,13,12,3,116,8,13,12,16,43,27,3,15,4,142,11,6,6,7,67,38,28,20,0,169,0,11,10,15,26,15,5,6,0,92,3,6,11,16,60,40,9,13,0,155,0,3,3,0,8,11,3,3,0,42,0,3,9,4,38,41,22,16,0,143,11,19,10,21,86,74,24,30,53,325
125011473,0,0,0,0,0,5,0,3,0,13,0,0,0,0,3,3,0,0,0,15,3,12,6,11,76,109,49,75,3,340,0,0,0,0,8,27,4,13,0,48,3,26,27,32,54,135,75,142,4,513,3,3,10,9,74,88,37,57,0,288,5,27,32,24,93,89,46,64,3,391,6,36,27,28,46,42,35,38,4,261,13,6,19,28,58,69,30,57,3,289,0,7,3,6,48,56,21,19,0,159,12,7,7,9,111,188,43,67,3,449,3,3,6,18,23,37,14,30,0,134,9,13,9,28,96,223,60,101,0,538,3,16,17,26,38,39,14,31,3,184,13,6,3,4,78,78,50,33,3,273,11,23,16,7,52,43,15,42,0,209,0,17,20,30,64,84,27,51,0,288,0,18,11,10,17,24,11,27,0,112,0,12,10,14,30,28,20,19,3,143,11,21,25,13,40,67,17,41,37,273
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125011582,0,0,6,3,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,6,8,22,23,120,67,24,31,3,302,0,0,3,0,3,5,5,0,0,19,12,60,76,76,114,202,84,59,17,709,0,11,19,3,45,28,12,11,0,135,5,58,135,39,87,71,19,39,7,462,5,75,148,39,67,50,23,47,20,477,5,24,45,48,77,61,25,54,13,356,0,0,7,3,30,18,3,4,3,66,0,4,3,4,35,40,16,9,3,107,0,0,7,3,15,6,3,3,0,44,3,22,9,10,44,74,9,20,3,197,3,25,60,12,45,27,3,12,4,195,0,17,15,14,41,31,12,12,3,138,0,25,7,7,22,21,6,10,0,97,4,14,12,18,46,37,12,10,4,157,0,3,10,8,8,8,0,0,0,34,0,12,24,11,32,29,16,5,0,133,0,34,66,42,71,74,30,28,136,488
125011583,0,0,0,3,6,3,4,0,0,16,0,0,0,0,0,0,0,0,0,3,4,16,38,22,88,60,22,13,3,257,0,0,0,0,4,11,0,3,0,14,6,34,40,33,79,178,76,24,10,488,3,3,18,5,34,25,10,13,4,112,5,33,118,41,75,53,17,13,3,357,3,53,144,23,82,33,23,25,6,400,0,23,30,27,48,61,25,47,9,271,0,0,3,0,28,15,3,0,3,53,3,0,6,7,33,19,0,10,0,76,0,4,9,0,5,9,3,3,0,30,3,10,12,8,51,53,13,10,3,153,0,22,65,22,39,31,10,13,0,210,0,8,15,8,27,13,13,8,3,91,0,8,3,4,17,15,3,0,0,53,3,8,27,17,44,20,19,13,0,143,0,8,4,0,3,5,3,0,0,22,0,10,14,7,19,13,8,12,0,81,3,28,51,30,59,60,32,15,82,373
125011584,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,6,8,35,44,16,9,3,129,0,0,0,0,8,4,0,6,0,16,14,33,36,41,70,93,28,35,6,347,3,3,0,0,23,18,12,3,0,62,3,18,27,17,30,50,6,11,0,176,0,24,21,17,24,10,3,20,3,119,7,17,21,27,32,32,14,38,3,187,0,0,0,0,18,12,8,3,0,36,0,8,0,0,22,24,4,0,0,57,0,0,0,3,4,8,4,0,0,23,0,4,12,5,23,36,8,15,7,109,0,4,6,10,15,22,6,0,3,69,0,3,4,4,16,7,9,5,0,55,0,11,9,3,7,10,3,6,0,48,0,0,8,6,29,13,4,3,0,73,0,5,0,3,3,5,0,0,0,20,3,4,9,9,11,20,5,8,0,62,3,18,16,21,31,35,9,11,37,184
125011585,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,6,10,9,106,52,28,16,0,230,0,0,0,0,6,9,0,3,0,15,9,20,36,49,48,113,48,44,13,376,0,3,3,5,33,29,10,12,0,100,7,20,15,24,47,32,16,18,4,176,4,22,26,13,35,23,7,13,3,154,4,9,15,11,45,51,13,39,8,189,0,4,3,0,10,10,4,6,0,47,0,3,4,0,30,30,9,11,0,87,0,4,0,0,0,3,3,7,0,20,0,3,4,3,35,39,12,20,0,119,0,12,15,12,25,12,0,8,0,90,0,6,3,4,38,19,8,6,0,89,3,10,3,3,17,4,3,3,0,52,3,3,7,14,36,23,4,11,0,104,4,4,3,4,11,5,0,0,0,32,0,3,3,3,17,15,4,6,0,59,3,15,18,21,54,57,15,16,39,236
