SA2_MAINCODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
122021421,38,60,97,1024,1208,2228,0,0,0,63,80,138,0,0,0,1044,1300,2347,0,4,5,70,51,119,22,30,50,0,8,10,18,22,40,5,3,11,13,17,32,77,99,176,113,124,237,0,0,0,4,3,7,143,194,342,116,128,246,0,0,0,2726,3260,5985,11,12,18,17,13,24,12,14,27,0,0,0,5,3,7,22,31,49,30,32,63,1885,1623,3507,19,26,49,6,11,21,1918,1654,3573,502,460,966,5242,5504,10742
122021422,52,73,127,1346,1485,2826,0,0,0,44,47,97,0,0,0,1211,1370,2580,3,0,3,57,59,115,35,26,63,6,3,12,24,34,60,7,3,8,14,28,46,71,80,151,160,167,328,4,4,9,6,4,7,191,238,430,114,156,273,0,6,11,3277,3717,6993,8,20,27,10,13,21,25,29,51,0,0,0,12,8,16,7,18,29,23,26,40,2611,2343,4958,37,24,59,8,28,35,2661,2394,5055,443,417,861,6496,6689,13181
122021423,89,148,240,2118,2674,4797,0,0,0,109,126,236,0,0,0,2808,3191,6002,0,0,3,161,203,362,19,32,54,5,5,11,27,33,53,10,11,21,28,45,78,180,216,397,257,267,516,7,15,20,8,4,18,365,433,796,247,285,531,3,3,5,6354,7559,13907,52,49,104,35,29,67,34,33,61,3,0,3,25,21,43,39,45,84,70,65,135,4001,3433,7433,46,31,76,16,27,46,4060,3500,7556,997,1070,2068,11684,12453,24132
122031424,133,170,308,1075,1230,2303,0,0,0,63,77,142,0,0,0,2104,2245,4351,0,8,7,128,135,264,23,32,54,34,28,62,13,25,39,30,34,67,29,24,55,65,81,146,138,185,326,3,19,22,3,7,11,161,198,357,118,138,251,4,10,15,3996,4467,8459,28,31,58,44,43,89,13,13,27,0,0,0,16,11,24,22,32,50,30,38,75,1990,1773,3763,26,17,46,15,18,28,2025,1810,3834,503,528,1033,6778,7099,13885
122031425,23,40,64,644,834,1476,0,0,0,46,51,92,0,0,0,1037,1028,2061,0,0,0,66,72,141,3,8,7,0,3,3,14,29,43,11,18,23,12,17,25,43,58,100,87,119,201,4,13,16,0,0,6,102,144,248,44,49,88,0,3,3,2122,2436,4555,19,18,31,16,10,24,8,15,27,0,0,0,5,6,11,3,6,14,12,14,23,1132,1044,2175,6,8,13,4,11,14,1141,1061,2206,273,290,564,3608,3875,7482
122031426,430,541,969,1425,1665,3092,0,4,4,122,123,249,0,0,3,2685,3145,5831,3,5,9,248,264,515,42,35,77,26,17,45,34,53,82,18,19,38,66,57,119,83,110,196,219,211,429,19,15,35,11,15,32,200,282,491,250,305,560,0,7,13,5461,6348,11812,375,313,692,172,137,308,36,36,67,0,0,0,145,93,236,44,49,88,188,140,330,4347,3879,8226,34,23,62,23,43,70,4405,3955,8357,1211,1208,2416,12277,12673,24951
122031427,81,147,234,1081,1208,2284,0,0,0,48,66,117,0,0,0,1376,1534,2908,4,6,15,106,118,222,4,15,22,3,7,11,25,26,54,150,164,313,22,28,52,86,119,206,127,194,317,3,5,8,0,4,10,172,206,383,177,186,365,12,7,20,3391,3909,7294,23,24,55,40,38,78,37,57,97,0,0,0,3,8,13,30,38,68,36,44,83,2156,1933,4089,15,4,18,7,5,14,2181,1944,4124,382,448,833,6185,6616,12798
122031428,101,153,251,2352,2757,5109,0,0,0,120,104,230,0,0,0,2953,3151,6104,5,11,23,176,177,352,11,25,34,15,15,28,46,59,103,239,250,484,52,64,112,228,234,469,280,327,608,12,18,25,7,14,22,441,518,955,315,366,676,9,17,27,7257,8092,15352,70,61,132,29,42,64,53,57,108,0,0,3,22,27,50,47,40,88,71,71,143,3912,3438,7353,31,31,61,6,19,20,3951,3484,7438,830,850,1686,12360,12815,25170
122031429,119,167,282,1427,1604,3027,0,0,0,47,70,117,0,0,0,2650,2764,5417,3,0,5,87,87,177,24,41,59,20,18,43,30,31,57,15,17,29,40,38,79,75,88,165,156,195,354,0,15,13,17,12,30,192,257,453,139,154,293,3,6,3,4916,5408,10320,79,55,136,47,36,84,18,20,41,0,3,3,15,8,22,26,30,58,44,47,88,4093,3766,7857,48,34,77,22,37,60,4157,3838,7996,1053,971,2020,10430,10545,20978
122031430,90,122,210,1365,1530,2895,0,0,0,49,63,118,0,0,3,1995,2312,4302,0,7,8,103,125,227,24,18,45,12,9,20,23,50,67,9,16,18,27,33,57,51,67,117,187,213,403,0,3,4,0,7,8,173,218,392,108,119,227,8,8,13,4120,4804,8930,93,73,169,65,61,124,21,16,42,0,0,0,12,12,29,25,39,66,38,53,88,3179,2874,6055,28,17,42,5,17,22,3206,2912,6123,575,607,1190,8213,8653,16870
122031431,84,154,244,2089,2620,4711,0,0,0,119,137,257,0,0,0,3177,3447,6623,3,3,6,173,166,332,33,28,58,15,30,39,31,34,66,11,13,28,47,66,116,118,135,257,251,323,577,10,27,41,8,11,20,284,403,685,193,259,457,4,4,14,6578,7706,14286,55,44,91,34,26,61,30,30,56,0,0,0,23,17,34,16,31,46,39,43,82,4062,3528,7592,36,27,57,14,29,42,4112,3580,7697,1069,1182,2248,12004,12770,24773
122031432,23,30,50,408,440,845,0,0,0,18,17,35,0,0,0,365,412,784,0,0,0,25,27,52,5,4,16,0,0,0,4,6,14,3,4,6,18,9,23,38,32,69,46,40,85,3,5,8,0,0,0,70,87,156,39,50,88,0,0,0,1042,1139,2180,4,3,5,8,11,14,14,12,25,0,0,0,0,0,0,3,3,8,3,3,8,542,506,1051,8,3,12,0,3,4,552,516,1073,149,142,286,1802,1848,3646
123011433,23,37,59,1624,1962,3587,0,0,0,86,111,196,38,40,79,2002,2255,4256,0,0,3,55,56,119,27,36,58,7,9,16,16,23,40,0,5,3,23,36,56,60,73,132,135,170,301,7,10,19,3,7,5,240,287,523,120,136,252,10,13,22,4460,5211,9666,12,13,20,21,16,35,6,5,13,0,0,0,3,3,7,10,15,31,15,20,33,1300,1056,2357,12,18,30,0,3,3,1311,1082,2390,349,390,742,6196,6768,12960
123011434,75,108,184,2251,2578,4829,11,15,27,128,114,242,30,30,64,3567,3868,7431,17,17,34,214,197,413,36,55,85,30,22,52,18,24,43,14,13,24,31,36,62,126,111,235,185,201,384,18,23,41,15,15,29,241,295,537,223,265,492,10,4,14,7137,7902,15036,94,73,168,181,202,386,4,3,11,0,0,4,22,25,43,8,15,22,34,34,69,2042,1779,3815,21,20,43,13,9,24,2072,1810,3877,617,628,1247,10221,10763,20980
123011435,167,214,385,2954,3354,6311,6,8,16,210,223,430,3,3,8,4366,4732,9097,10,12,17,215,249,460,38,52,90,53,53,102,41,44,89,38,43,87,44,46,95,198,242,437,198,258,460,25,30,51,58,55,118,280,368,649,324,317,638,28,35,60,9086,10122,19213,117,137,261,268,280,547,9,11,15,3,3,5,29,30,58,41,52,92,69,83,153,3342,2943,6280,34,29,60,15,21,32,3394,2987,6378,840,783,1628,13955,14618,28575
123021436,135,178,311,1622,1939,3562,0,0,0,152,189,337,21,19,35,2433,2695,5125,12,14,28,146,172,315,29,47,80,106,116,219,20,16,29,36,25,57,35,43,79,114,163,283,183,205,390,22,40,66,45,51,93,153,198,352,253,275,532,15,13,28,5404,6221,11628,67,68,141,422,400,828,7,3,9,5,4,7,21,14,38,31,40,68,56,58,112,2233,1980,4220,29,18,46,10,13,28,2275,2015,4293,811,837,1645,9182,9785,18963
123021437,293,335,629,1208,1484,2686,3,3,3,166,187,357,15,11,25,2305,2562,4871,10,11,22,115,111,225,63,64,123,97,108,201,23,25,44,45,29,72,52,47,103,171,204,380,184,215,393,13,16,30,13,30,43,163,190,351,239,264,502,11,16,24,4897,5583,10472,267,285,555,674,610,1282,6,3,10,0,0,0,78,48,131,35,45,74,106,90,205,1853,1500,3356,28,24,52,9,9,14,1892,1528,3419,865,756,1619,8994,9197,18192
123021438,197,274,468,1607,1758,3367,4,9,17,127,120,251,0,0,0,3053,3282,6341,5,12,21,224,204,430,62,68,127,92,116,203,23,25,41,36,35,65,75,91,168,146,159,307,185,173,360,7,15,19,45,58,109,160,197,359,278,259,543,22,16,38,6149,6606,12752,201,186,384,578,541,1120,7,4,8,3,4,6,36,31,63,60,72,134,93,109,201,1986,1774,3765,17,9,27,12,13,18,2012,1798,3805,797,866,1663,10023,10377,20399
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021440,179,246,419,1157,1300,2455,0,0,0,146,163,310,0,0,0,2449,2694,5145,3,5,8,210,187,393,153,143,293,70,85,157,21,20,48,86,92,176,59,50,111,178,200,386,187,176,361,11,17,26,44,42,87,164,155,321,291,301,594,18,18,32,5240,5652,10892,698,717,1417,1021,988,2011,0,0,0,3,3,4,147,123,271,45,39,90,202,161,359,1706,1360,3069,24,7,30,13,11,26,1739,1376,3118,957,807,1763,10045,9942,19987
123021441,120,155,273,1466,1635,3103,4,3,11,122,140,255,0,0,0,2180,2415,4599,9,5,11,151,162,317,56,56,111,74,60,139,30,24,57,38,36,70,52,58,106,86,109,194,188,195,376,18,21,38,25,22,51,144,195,335,213,237,447,10,15,24,4849,5387,10238,184,184,376,464,467,928,3,3,11,3,10,13,44,49,95,16,34,53,66,85,152,1821,1532,3357,26,19,37,18,15,27,1860,1565,3421,591,546,1138,8135,8400,16536
123021442,359,442,802,1157,1407,2563,4,6,10,147,160,304,4,3,7,2295,2529,4827,3,0,5,218,218,440,47,67,117,120,141,260,16,16,29,141,145,286,93,106,202,183,202,389,160,202,360,15,20,37,108,113,217,169,227,397,363,427,793,5,7,11,5247,6001,11249,1152,1135,2287,1392,1420,2810,5,0,5,0,0,0,76,77,151,58,65,129,140,140,279,2009,1713,3723,23,9,35,17,15,30,2043,1742,3785,1104,1235,2337,11439,12119,23554
123021443,235,319,552,1170,1354,2525,4,5,9,135,162,306,0,0,0,2382,2567,4947,5,10,18,151,138,290,30,58,86,125,109,229,18,24,34,61,49,116,54,69,123,165,185,352,173,193,368,12,21,32,46,56,103,144,137,277,233,266,501,13,12,25,4930,5411,10338,792,770,1564,1394,1257,2646,6,4,12,4,0,4,140,117,257,49,55,107,192,172,367,1557,1331,2888,13,9,23,12,10,24,1583,1349,2933,741,723,1468,9876,10010,19885
123021444,269,321,593,1736,1930,3668,13,3,16,135,156,296,78,84,163,3043,3334,6373,16,10,24,188,176,367,29,44,81,117,89,209,23,24,49,46,61,104,79,84,160,140,183,316,198,231,431,28,20,48,40,57,89,181,204,386,246,301,548,19,22,39,6347,7018,13361,160,169,322,437,430,871,3,4,6,3,3,6,27,22,48,37,43,76,62,69,134,2043,1842,3882,14,11,26,9,9,21,2062,1864,3932,800,849,1654,10151,10733,20880
123031445,11,13,26,777,907,1683,0,0,0,30,44,70,0,0,0,807,787,1592,4,6,8,34,26,59,3,7,14,0,0,0,9,14,26,0,0,0,8,7,19,15,23,41,59,60,120,6,11,19,3,3,3,85,109,189,47,50,99,8,7,18,1907,2056,3962,0,5,7,4,5,14,0,4,6,0,0,0,3,6,8,3,11,10,5,11,25,718,553,1275,8,5,10,0,4,3,724,566,1291,226,193,419,2889,2854,5741
123031446,16,22,45,1298,1355,2655,0,0,0,48,44,87,0,0,0,1484,1521,3003,0,0,0,59,65,126,14,19,28,11,17,25,20,24,45,0,0,0,15,22,34,48,49,91,78,85,164,10,3,18,9,9,13,129,122,247,124,127,250,0,7,10,3351,3462,6808,6,9,13,30,18,46,3,4,6,0,0,0,0,0,0,4,17,18,4,17,18,1158,871,2032,3,3,13,0,3,3,1164,877,2044,309,333,645,4887,4743,9626
123031447,33,58,95,2170,2479,4649,0,0,0,108,107,208,67,60,129,2086,2217,4302,0,0,0,95,90,185,37,40,72,15,17,28,36,60,96,5,6,8,32,24,53,47,50,94,187,197,385,15,14,31,14,26,41,219,293,513,163,186,355,16,24,34,5310,5889,11196,9,3,12,38,33,65,5,3,12,0,0,0,7,3,6,9,22,31,20,22,44,2146,1843,3986,19,18,37,17,13,28,2180,1875,4056,657,648,1308,8253,8536,16790
123031448,17,26,45,1191,1346,2531,3,0,3,28,27,53,0,4,3,1464,1420,2882,0,6,9,64,52,117,8,17,22,7,9,20,7,23,32,10,4,18,12,6,15,17,25,43,93,97,184,4,5,9,8,7,9,195,182,374,104,98,203,0,3,3,3212,3334,6546,15,10,21,26,36,59,5,0,5,0,0,0,0,0,0,4,0,6,4,6,11,924,804,1723,5,5,13,0,4,4,927,811,1738,289,285,573,4491,4509,8998
124011449,49,78,124,372,467,839,0,0,0,66,57,119,0,0,0,368,449,814,3,6,3,23,32,51,9,13,16,9,3,13,5,8,12,0,0,0,9,9,20,9,12,24,56,51,112,4,3,5,8,12,19,69,80,147,49,69,117,4,8,15,1056,1273,2329,6,3,8,8,3,9,5,5,14,0,0,0,0,0,0,26,28,52,27,28,53,1203,1131,2336,15,15,31,11,15,24,1226,1160,2382,318,329,641,2688,2872,5561
124011450,49,63,113,1716,1874,3586,0,0,3,294,304,597,4,3,9,2018,2261,4275,12,18,30,79,70,147,30,40,64,22,37,58,36,28,62,9,8,14,38,41,86,191,202,394,264,266,525,19,15,35,14,26,42,322,379,703,318,377,695,3,11,11,5389,5945,11334,14,14,28,23,15,42,12,11,27,5,0,7,3,6,12,25,33,61,31,37,72,3112,2829,5940,60,42,100,16,22,43,3188,2889,6077,634,619,1255,9338,9601,18938
124011451,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,8,7,0,0,0,4,5,13
124011452,153,230,382,773,980,1751,0,0,0,66,83,155,60,84,144,864,1055,1914,13,7,19,48,50,100,32,42,70,18,11,28,23,28,58,3,0,3,21,35,54,15,28,49,110,139,242,7,11,20,10,17,31,112,146,262,118,150,266,6,15,22,2304,2887,5189,58,45,103,35,23,61,17,29,44,3,4,9,5,0,7,37,57,97,46,68,115,2866,2742,5607,44,46,96,20,50,70,2927,2842,5775,763,791,1558,6306,6919,13224
124011453,52,91,147,792,876,1669,0,0,0,161,184,349,0,0,3,990,1163,2154,4,3,7,34,40,77,13,25,33,8,16,22,16,16,34,3,4,3,9,21,33,50,57,102,123,135,260,17,18,36,19,11,25,137,165,300,156,180,338,12,16,31,2538,2938,5480,7,20,28,17,12,27,8,10,18,0,3,3,0,0,0,36,59,99,34,63,97,2224,2157,4383,36,33,72,13,36,57,2279,2233,4511,466,486,946,5405,5849,11259
124011454,69,99,169,1924,2253,4176,0,0,0,332,405,732,7,16,23,2258,2613,4872,9,10,18,64,60,128,32,41,72,14,9,25,20,45,66,6,3,8,38,34,72,143,141,286,356,448,799,31,36,69,14,21,29,272,387,662,354,380,740,7,18,30,5875,6919,12796,12,10,27,7,14,24,20,11,28,0,0,3,0,0,0,50,58,115,58,61,116,3542,3267,6804,65,62,133,19,35,56,3633,3361,6994,702,766,1474,10376,11253,21634
124011455,44,51,92,461,575,1038,0,0,0,42,64,108,25,26,46,504,619,1121,4,0,4,26,27,51,19,18,36,11,15,24,3,13,17,0,0,0,5,9,18,13,12,17,62,87,152,0,5,9,0,3,6,61,99,161,58,55,119,3,9,16,1298,1639,2932,11,15,28,10,8,18,12,20,32,0,5,5,0,0,4,12,17,23,13,22,32,1213,1131,2342,19,18,30,7,25,33,1235,1168,2406,268,266,531,2884,3185,6076
124021456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3
124031457,45,73,116,1658,1881,3533,0,0,0,77,76,154,0,0,0,2278,2366,4645,3,6,11,77,89,163,14,17,29,17,22,35,22,30,47,29,26,56,26,38,67,73,94,165,185,207,385,16,24,46,7,12,23,148,162,312,163,217,382,11,22,30,4791,5291,10082,49,52,101,88,73,159,0,0,0,0,0,3,20,17,41,20,19,36,40,38,78,2123,1816,3938,39,25,56,12,11,22,2166,1853,4017,582,495,1078,7766,7875,15641
124031458,112,148,262,2038,2290,4331,0,0,0,83,106,185,0,0,0,3841,4095,7939,26,21,43,128,150,278,25,30,62,36,39,77,15,38,54,36,29,63,67,75,137,198,224,422,203,238,439,10,17,28,21,19,35,220,223,441,200,203,407,4,10,19,7143,7821,14959,264,259,519,176,170,344,3,3,3,3,0,8,58,66,124,39,31,67,96,96,193,2957,2654,5613,23,18,42,12,22,33,2984,2701,5684,888,863,1754,11664,12057,23720
124031459,31,50,82,1526,1763,3286,0,0,0,96,124,217,68,60,129,2068,2238,4302,4,9,7,121,101,221,6,15,19,24,25,54,22,24,49,7,10,15,17,29,50,72,102,174,179,224,401,12,16,31,6,10,22,160,221,380,166,179,347,6,12,14,4559,5157,9713,28,17,48,52,47,103,7,14,19,3,0,8,3,5,14,4,27,29,13,36,48,1719,1449,3165,22,14,34,6,16,18,1744,1475,3221,423,570,994,6844,7374,14220
124031460,53,93,146,2034,2296,4324,23,21,40,88,88,169,37,30,67,3499,3945,7440,10,7,18,153,151,307,23,19,39,31,38,65,25,24,51,80,66,147,41,28,70,164,188,351,175,209,381,31,53,81,17,17,31,217,251,471,228,277,508,8,6,17,6876,7710,14589,171,169,344,144,143,289,4,0,6,3,3,4,134,125,263,18,29,48,161,163,321,2301,2004,4304,17,20,34,14,8,17,2331,2030,4358,567,585,1156,10301,10899,21202
124031461,73,94,158,1768,2119,3880,3,3,5,85,98,190,51,55,103,2462,2674,5136,10,22,28,105,129,238,15,27,41,37,49,88,24,26,53,16,23,40,24,26,46,115,128,244,241,278,514,8,22,36,15,16,25,176,205,381,155,169,320,5,6,15,5316,6067,11387,63,62,124,98,107,204,5,3,11,0,4,4,31,32,62,28,31,56,61,64,126,2091,1766,3863,31,26,55,7,13,18,2132,1801,3931,671,671,1350,8418,8866,17288
124031462,105,152,259,1456,1730,3184,7,6,13,89,103,194,28,19,51,2568,2803,5370,9,7,19,137,142,280,20,30,50,44,61,109,25,37,63,67,70,139,65,66,130,195,209,406,167,209,375,12,25,39,30,39,67,142,199,342,228,254,479,3,9,9,5308,6008,11316,400,354,762,278,249,528,4,8,15,0,0,0,216,198,415,33,51,79,253,252,502,2359,2103,4457,25,23,43,17,15,30,2395,2143,4540,889,784,1671,9624,9951,19584
124031463,44,37,78,811,932,1742,4,4,6,54,51,98,13,12,21,1913,1926,3837,9,4,14,105,115,225,21,20,38,11,12,19,8,16,23,18,16,41,32,25,59,76,85,165,78,79,154,4,3,5,0,7,3,93,95,187,109,97,203,4,3,7,3356,3487,6844,58,55,111,80,59,138,4,0,3,0,0,3,81,62,146,3,6,12,85,74,156,828,628,1458,4,3,11,4,0,3,834,635,1474,352,390,736,4805,4740,9543
124031464,111,174,287,1052,1344,2399,0,0,3,52,63,118,0,0,0,1529,1775,3303,3,17,19,78,93,169,19,23,38,21,21,43,14,18,35,20,28,51,35,42,73,90,101,192,164,163,328,13,22,31,10,11,18,111,129,239,169,182,350,0,0,3,3386,4022,7409,147,130,278,124,106,229,4,7,10,3,3,3,51,42,89,26,38,66,75,84,166,1887,1583,3467,28,16,45,8,16,23,1925,1615,3539,690,679,1375,6471,6821,13295
124031465,11,16,32,598,630,1231,0,0,0,27,39,64,0,0,0,1020,1029,2046,0,0,0,34,32,63,3,4,9,3,0,3,12,10,18,0,0,3,11,7,19,10,14,21,44,50,99,3,3,3,5,5,13,39,35,79,29,34,66,6,3,8,1855,1899,3752,0,3,3,12,9,24,0,0,0,0,0,0,0,0,0,7,0,3,7,0,3,563,425,984,6,3,8,0,0,0,567,427,993,204,186,385,2652,2534,5189
124041466,50,63,113,1437,1779,3212,0,0,0,178,186,367,20,17,39,1513,1755,3264,8,14,23,131,122,251,19,25,42,35,31,64,16,20,33,0,0,3,14,32,43,92,94,190,151,171,324,11,17,29,12,16,28,201,273,474,172,190,366,4,7,8,4012,4746,8762,26,16,40,34,26,62,4,4,14,0,0,0,4,3,5,20,27,44,25,31,54,1808,1689,3493,21,18,37,5,11,20,1830,1722,3550,624,628,1252,6600,7241,13842
124041467,34,59,95,1672,1910,3578,0,0,3,101,133,233,60,72,131,2102,2356,4463,14,12,27,83,64,148,20,23,42,18,24,41,8,18,24,0,0,0,14,18,29,126,118,246,140,160,304,21,34,58,17,5,23,178,269,447,140,172,309,5,3,5,4723,5395,10118,16,13,24,35,30,64,6,7,14,3,0,3,3,3,8,14,28,38,20,29,48,2083,1748,3834,24,15,32,10,15,27,2115,1780,3894,533,542,1071,7474,7860,15328
124041468,16,28,39,633,662,1298,3,0,3,37,42,78,0,0,3,1307,1198,2508,0,0,0,69,44,105,7,7,17,8,5,11,10,12,13,0,0,0,8,10,11,56,35,86,78,76,152,10,11,17,3,7,3,72,73,142,54,53,101,0,0,0,2332,2235,4565,10,11,18,23,17,41,3,3,9,0,0,0,0,4,7,3,12,13,3,17,15,586,482,1071,4,11,15,3,3,4,591,496,1086,1068,530,1593,4051,3324,7374
124051469,22,35,57,481,566,1046,4,0,5,28,22,50,0,4,3,1198,1310,2508,14,10,21,74,74,143,7,9,15,11,3,14,4,0,8,37,41,81,18,15,36,31,29,58,60,53,106,4,9,14,4,0,9,58,65,124,69,88,163,3,9,8,2113,2306,4417,49,54,109,102,87,194,0,0,0,0,0,0,15,16,30,4,3,9,18,23,39,686,538,1221,0,0,5,0,0,0,684,542,1227,207,183,391,3199,3238,6436
124051470,78,122,201,1530,1716,3253,10,4,11,89,94,186,5,5,4,3668,3797,7465,10,13,22,227,234,463,38,46,89,32,41,71,25,16,42,105,91,194,55,62,108,132,157,283,191,215,409,14,17,32,55,65,116,210,265,471,203,181,390,10,11,18,6594,7032,13629,149,139,289,423,359,777,0,0,3,0,0,0,74,67,138,18,17,42,97,89,183,1820,1556,3375,25,10,39,7,10,21,1851,1579,3432,699,680,1380,9894,10002,19897
124051580,68,88,158,804,922,1723,0,0,0,48,50,93,0,0,0,1643,1810,3455,4,5,15,139,160,300,24,37,56,64,60,126,9,11,25,27,33,60,24,37,63,64,73,137,148,163,312,9,18,24,33,24,57,100,115,212,177,212,396,7,10,16,3332,3739,7072,157,172,324,302,265,565,3,3,8,0,0,0,41,36,71,11,20,32,51,48,101,1215,1012,2228,27,12,38,3,6,15,1246,1031,2275,540,554,1093,5694,5900,11591
124051581,113,108,225,1078,1223,2304,3,3,7,103,109,208,0,0,0,2230,2403,4635,13,18,26,170,158,325,34,49,83,76,75,150,25,21,48,45,48,93,58,62,115,118,122,239,209,237,443,19,17,36,32,39,78,132,157,283,256,263,517,18,11,29,4616,5000,9616,215,226,446,302,300,596,5,0,8,0,0,0,66,59,133,13,28,44,81,93,176,1776,1505,3276,19,14,32,20,5,26,1811,1529,3336,842,825,1673,7987,8087,16072
125011473,339,493,837,413,448,859,3,3,9,136,143,276,3,3,3,1655,1783,3446,0,3,4,131,155,285,11,17,32,14,12,20,0,13,18,46,54,100,24,25,51,86,104,189,373,405,779,14,7,22,7,7,14,191,200,390,177,234,409,0,7,12,3279,3629,6913,282,268,548,611,515,1126,7,5,17,0,0,0,41,33,68,24,33,54,62,65,127,2714,2457,5175,19,6,27,7,10,18,2743,2481,5218,2582,1365,3945,9913,8817,18737
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
125011582,379,485,862,140,135,270,0,0,0,42,47,93,0,0,0,797,867,1655,0,0,0,112,103,217,4,15,15,4,3,8,3,0,6,5,12,16,28,28,54,19,24,49,56,50,107,0,3,5,8,7,19,62,63,127,145,129,278,3,3,4,1442,1490,2934,760,529,1285,4544,3297,7840,0,0,0,0,0,0,64,33,95,18,14,30,83,51,129,1435,1166,2600,11,8,14,8,4,6,1448,1175,2620,780,716,1502,9425,7745,17174
