SA2_MAINCODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
115011554,86,172,80,63,108,71,60,639,14,15,11,7,18,8,3,79,13,21,12,7,8,7,5,75,48,87,62,30,64,42,19,352,0,0,4,0,0,0,0,4,164,295,163,104,198,131,87,1143,4,8,9,9,3,9,6,49,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6,4,0,12,7,7,39,4,0,0,0,0,0,0,4,7,17,15,9,21,13,9,98,169,313,182,113,221,149,95,1236
115011555,215,294,182,118,172,125,75,1180,42,50,48,25,30,17,13,225,51,57,30,31,34,20,12,235,217,335,206,149,182,109,43,1240,5,4,0,0,0,0,0,12,527,743,472,318,416,267,141,2892,8,14,16,18,27,19,9,117,4,7,8,7,8,0,0,31,3,15,0,0,5,3,0,26,13,28,18,14,30,11,5,125,0,0,0,0,3,0,0,3,28,66,46,44,67,33,22,296,558,806,516,358,481,305,161,3188
115011556,263,277,125,71,116,71,51,976,39,55,30,24,31,20,8,214,53,53,22,15,17,14,8,186,188,248,146,81,107,64,33,874,3,0,0,0,0,0,0,6,542,637,331,193,279,168,102,2248,8,16,15,20,20,13,8,109,7,19,10,8,8,3,0,55,5,7,9,0,4,0,3,26,18,23,29,7,19,7,9,120,0,3,0,3,0,0,0,6,43,60,63,41,53,30,23,315,582,697,391,236,332,203,122,2563
115011557,130,170,92,80,91,110,44,711,27,32,15,8,19,10,3,111,16,23,13,7,23,5,4,90,90,157,99,48,69,53,15,521,0,0,0,0,0,0,0,0,263,377,211,144,205,179,62,1445,4,8,11,6,10,5,4,49,4,9,0,0,5,0,0,23,0,0,0,0,4,3,3,18,9,17,8,16,10,10,4,65,0,0,0,0,0,0,0,3,9,34,21,23,34,22,8,149,276,417,233,166,242,194,69,1599
115011558,377,635,456,315,508,386,178,2861,58,92,55,32,55,28,21,340,75,79,60,45,50,26,10,338,190,289,193,147,193,146,71,1231,5,4,0,3,3,0,0,22,710,1100,762,544,805,593,282,4796,7,30,30,35,60,45,30,240,0,0,6,11,8,7,4,35,0,8,10,3,9,5,0,29,17,19,26,25,24,16,8,136,3,4,0,0,0,3,0,13,36,63,73,68,98,80,47,455,744,1161,834,616,909,669,329,5250
115011559,592,686,407,222,382,280,157,2721,122,148,106,48,76,31,22,563,132,139,74,46,52,32,9,490,632,780,497,313,343,159,58,2777,4,5,0,0,3,0,0,11,1488,1760,1086,634,855,503,241,6570,12,33,23,21,43,26,11,175,8,21,20,19,18,10,0,97,8,15,7,3,3,5,0,47,33,59,63,47,65,29,7,293,3,0,0,0,0,0,0,6,64,119,115,97,131,66,25,618,1548,1879,1200,728,990,571,264,7187
115021297,116,206,145,109,157,105,80,917,88,124,81,71,85,38,20,500,101,95,74,54,72,43,15,452,609,754,468,334,443,229,87,2930,3,3,0,0,0,0,0,10,924,1178,769,571,755,415,199,4809,10,20,10,8,31,13,6,103,23,14,12,9,8,6,4,75,3,8,8,11,11,5,3,51,39,83,65,34,53,24,10,311,4,0,3,0,6,0,0,14,74,134,105,66,113,50,23,560,1000,1312,875,632,867,465,221,5371
115021298,15,19,23,27,28,13,7,125,26,42,26,18,30,11,5,150,24,26,22,14,15,7,3,117,150,195,122,93,106,46,22,742,0,0,0,0,0,0,0,4,217,282,193,159,171,83,37,1139,3,5,5,0,7,0,0,14,0,0,0,4,0,3,0,7,0,7,0,0,0,0,3,12,4,21,20,11,7,3,8,81,3,0,0,0,0,0,0,3,8,34,25,16,17,5,8,117,224,320,215,176,191,88,40,1256
115031299,3,5,3,0,0,0,0,16,0,10,9,11,6,0,0,30,13,12,4,3,6,0,0,48,84,79,55,42,37,12,9,315,0,4,3,0,0,0,0,4,104,109,71,50,52,9,8,412,0,0,0,0,0,0,0,4,0,5,4,3,3,0,0,13,0,0,0,0,5,0,0,5,9,6,11,8,9,0,0,44,0,0,0,0,0,0,0,0,10,8,18,12,20,0,0,69,112,126,86,61,71,11,8,481
115031300,26,42,34,23,32,24,13,185,65,104,57,47,51,21,9,355,65,67,61,38,47,17,11,307,953,1033,648,418,521,166,80,3824,4,4,6,3,3,0,0,24,1107,1257,809,527,648,232,113,4692,0,3,0,0,3,3,0,13,15,14,10,12,16,0,0,75,0,7,5,8,9,3,6,41,94,118,77,79,109,29,8,527,4,8,0,0,7,0,0,22,117,153,103,104,133,38,17,666,1224,1408,906,631,782,266,132,5355
115041301,17,31,21,20,30,14,6,137,42,61,42,24,26,17,3,211,35,35,25,9,24,11,0,138,524,581,291,180,232,65,30,1905,0,3,0,0,0,0,0,5,623,710,379,230,308,100,35,2397,3,5,4,0,4,0,0,15,3,9,5,5,0,5,0,23,5,3,0,0,7,0,3,22,50,61,43,36,39,18,10,251,3,0,0,0,0,0,0,3,65,76,53,38,51,19,16,320,690,790,433,267,365,123,51,2714
115041302,490,626,350,259,368,248,106,2444,128,177,114,75,89,36,7,630,125,143,68,46,53,22,11,473,736,974,554,351,426,137,69,3248,5,11,8,3,0,0,0,26,1493,1926,1089,736,940,439,203,6818,17,30,22,16,23,22,21,147,8,17,22,8,16,7,0,83,4,11,10,9,13,5,0,59,46,82,65,51,51,17,4,311,3,9,3,0,0,0,0,16,80,149,118,84,108,53,27,615,1567,2074,1211,820,1044,491,226,7437
116011303,915,535,206,108,174,107,44,2087,73,58,25,16,15,10,3,204,51,32,18,16,21,9,3,147,287,239,100,62,70,25,5,788,10,13,4,0,0,0,0,32,1334,876,351,204,287,146,60,3254,56,61,42,22,38,33,17,259,28,21,10,3,12,3,0,72,12,6,5,3,7,4,3,44,61,78,47,28,45,11,10,277,7,8,3,0,3,0,0,23,161,167,101,59,103,47,30,677,1500,1041,454,266,390,199,86,3928
116011304,580,561,281,145,236,147,85,2044,86,75,49,22,23,11,3,266,76,49,17,22,19,8,4,188,319,292,146,83,116,33,22,1012,0,3,5,3,0,0,0,18,1063,983,491,269,393,210,115,3522,49,67,44,38,53,32,24,304,15,32,22,15,15,5,3,107,4,20,12,13,15,7,0,74,136,130,88,56,52,19,15,495,8,4,9,0,3,0,0,18,216,249,170,119,142,58,35,995,1279,1229,665,393,528,266,153,4519
116011306,862,868,446,296,464,361,173,3474,87,81,35,25,28,14,3,277,59,77,38,29,35,14,4,252,221,212,110,75,103,42,17,781,4,4,3,4,4,0,0,24,1230,1248,636,428,640,425,199,4803,43,98,74,44,78,51,25,405,27,42,20,13,10,4,0,123,14,18,10,10,11,4,0,62,143,159,98,88,63,12,4,570,12,17,9,4,3,0,0,52,237,334,210,167,166,70,29,1218,1474,1581,843,591,805,499,228,6021
116011307,434,458,220,118,212,117,71,1628,143,120,76,46,81,32,10,506,149,118,50,38,34,13,8,408,790,677,350,219,297,121,52,2511,7,12,3,3,0,0,0,22,1524,1384,698,422,627,284,141,5077,27,33,27,22,34,34,7,189,34,49,24,16,22,3,3,161,7,18,9,4,18,14,0,77,118,159,100,67,88,27,16,577,7,3,6,7,3,0,3,28,194,261,176,120,169,79,29,1024,1721,1644,870,546,792,366,166,6103
116011308,787,793,390,248,328,214,112,2880,104,95,52,23,35,13,10,332,72,77,32,28,32,14,7,262,419,392,215,130,189,63,36,1445,5,6,4,0,3,0,0,22,1392,1364,703,421,584,310,168,4942,48,61,31,38,66,37,21,303,22,21,11,5,12,3,0,83,8,18,20,13,7,4,3,71,78,123,76,62,58,19,7,416,8,9,4,0,5,0,0,29,155,235,147,122,150,57,34,905,1549,1601,844,542,733,367,200,5844
116011560,435,451,227,146,216,128,79,1684,70,69,16,21,18,10,3,208,43,33,21,11,22,12,7,149,171,158,92,72,68,35,5,607,0,9,4,0,0,0,0,15,713,720,362,250,330,187,94,2661,24,45,27,13,32,18,21,193,11,15,8,9,18,4,6,63,13,7,6,13,9,3,0,53,56,65,37,42,47,22,3,275,9,9,3,0,0,0,0,23,111,147,86,74,110,44,29,604,830,866,444,327,439,232,123,3258
116011561,617,591,290,192,260,184,79,2212,75,57,17,17,25,12,0,206,68,54,20,16,17,19,0,199,235,194,115,91,115,34,11,793,0,6,0,0,0,3,0,16,997,905,445,314,420,253,100,3430,33,45,35,35,40,26,20,234,25,21,10,12,22,3,4,90,5,17,11,11,12,10,0,57,73,72,53,25,50,6,3,284,4,10,10,3,5,0,0,26,148,162,110,80,126,44,32,703,1140,1068,557,394,541,294,131,4127
116021309,516,677,387,262,391,326,163,2712,78,77,49,36,37,18,7,297,87,77,33,27,45,14,8,293,294,358,246,157,179,65,15,1304,4,9,0,0,0,0,0,19,978,1201,714,478,653,417,192,4632,15,20,22,26,34,28,11,161,18,17,11,6,14,4,0,79,6,12,3,9,11,6,0,43,33,55,39,26,50,22,6,227,3,6,0,0,0,0,0,8,68,108,81,63,112,61,19,518,1042,1303,794,543,765,483,210,5149
116021310,1307,1412,715,420,588,402,213,5063,246,238,127,56,64,24,9,765,247,215,87,41,53,13,14,669,1065,999,493,230,259,76,11,3139,10,6,3,0,3,0,0,26,2880,2872,1419,752,966,516,242,9661,33,67,29,24,59,33,21,270,22,33,15,11,18,3,0,97,14,16,17,11,10,5,5,76,52,107,80,45,61,32,7,367,3,3,3,3,3,0,0,14,118,230,141,91,142,70,34,825,2994,3104,1569,845,1107,590,279,10484
116021312,497,440,209,118,166,93,37,1558,93,56,46,17,34,16,6,263,113,69,25,12,15,5,5,255,517,456,250,150,206,60,18,1648,8,9,3,0,0,0,0,12,1222,1021,541,296,422,173,66,3745,19,26,15,10,18,15,7,113,3,13,11,9,11,0,0,55,15,11,10,4,5,5,0,53,106,140,88,57,85,24,6,501,11,8,8,0,5,0,0,31,159,204,137,77,122,36,14,748,1382,1224,676,370,546,211,81,4492
116021562,131,168,74,32,55,50,29,532,21,11,13,6,8,0,0,53,13,31,6,10,7,3,0,65,105,89,54,31,38,16,9,336,3,4,0,0,0,0,0,8,269,295,143,76,108,69,33,1000,3,15,8,3,4,7,11,51,0,4,3,0,3,0,3,20,0,5,3,0,0,0,0,14,9,9,16,8,11,4,0,58,0,0,0,0,0,0,0,3,12,28,33,14,18,12,11,134,286,327,175,93,126,88,51,1137
116021563,805,786,333,198,323,207,96,2746,134,128,75,44,57,28,10,482,112,91,49,24,33,21,12,342,635,613,330,208,280,130,43,2237,7,4,4,0,0,3,0,19,1698,1628,787,474,687,388,158,5825,26,53,41,24,50,22,30,250,19,27,19,23,25,12,6,126,11,19,7,10,13,5,7,69,105,144,92,44,86,30,13,515,5,3,0,0,3,0,0,14,166,255,164,96,171,73,54,971,1858,1879,947,573,861,465,214,6797
116031313,381,422,231,161,227,101,38,1560,85,73,43,19,30,10,0,263,72,66,23,16,13,7,3,197,247,273,149,108,121,16,15,934,4,11,8,3,0,0,0,34,792,849,454,311,397,135,57,2983,64,89,74,49,62,23,19,389,68,66,35,32,38,5,3,256,26,29,12,14,11,5,0,97,401,378,210,134,127,24,8,1282,35,36,25,13,14,0,0,118,594,606,354,246,254,53,28,2140,1381,1452,804,552,650,183,89,5129
116031314,292,326,173,119,167,93,67,1230,50,40,24,14,17,3,3,144,42,26,16,11,13,3,0,118,185,150,79,59,88,33,3,593,4,0,0,0,0,0,0,3,576,539,297,203,285,127,71,2094,22,34,29,18,21,13,4,140,12,9,3,0,3,0,0,26,8,10,6,4,4,0,0,32,66,74,47,23,35,8,0,253,5,5,0,0,4,4,0,17,107,132,82,49,72,25,4,476,680,669,377,252,359,153,80,2570
116031315,641,802,501,341,491,341,172,3288,111,116,45,33,38,7,5,357,82,97,43,27,36,19,5,319,277,276,196,128,187,55,27,1148,16,15,9,5,4,0,0,44,1132,1306,783,534,761,432,216,5161,49,75,46,40,72,43,37,369,35,37,27,9,29,7,6,144,19,16,10,4,13,5,6,70,123,109,81,52,49,17,8,445,8,9,9,4,3,0,0,34,235,250,172,115,168,80,46,1070,1368,1561,954,647,926,509,262,6228
116031316,608,517,254,164,212,98,45,1899,96,80,29,22,24,3,0,259,101,60,32,18,26,10,5,249,461,365,168,124,135,22,4,1283,20,16,6,4,7,3,0,65,1285,1036,495,329,401,136,63,3750,69,108,64,48,68,12,11,391,61,79,29,28,28,3,0,220,26,24,13,7,6,0,0,79,434,417,237,139,154,25,6,1420,20,25,18,10,11,3,0,92,617,652,358,237,273,51,21,2202,1899,1689,859,567,672,186,80,5957
116031317,1081,1064,493,319,451,242,140,3789,74,88,55,17,23,7,3,267,62,61,26,20,17,6,0,204,202,207,102,74,78,14,8,696,11,13,3,6,3,0,4,47,1435,1438,683,433,574,278,155,5000,104,155,100,85,91,63,32,624,53,57,28,22,13,5,0,175,19,35,9,13,11,3,0,95,180,189,120,70,77,19,4,669,23,27,13,7,9,0,3,81,380,461,267,196,203,95,45,1637,1810,1901,951,630,776,373,202,6641
116031318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
116031319,719,739,416,261,449,313,139,3035,94,66,45,25,33,11,10,283,86,97,45,21,38,14,0,308,300,250,152,105,140,56,24,1022,6,7,0,0,3,0,0,26,1203,1170,668,426,650,397,172,4683,58,84,49,31,79,43,22,367,37,31,13,10,10,5,0,110,14,16,7,11,9,7,3,54,79,117,54,36,60,21,9,377,14,5,4,3,0,0,0,28,191,257,130,92,153,75,31,935,1400,1423,796,518,803,469,206,5617
117011320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117011321,174,170,85,42,63,44,22,600,87,83,47,29,31,13,4,299,90,75,45,23,18,6,5,269,316,290,168,92,96,37,22,1017,9,4,0,0,0,0,0,12,677,621,344,185,215,96,57,2195,12,17,8,10,20,11,5,83,12,10,8,7,14,0,5,52,7,15,8,9,3,5,3,42,39,49,31,19,34,8,4,189,3,3,3,0,0,0,0,15,80,95,59,39,63,34,15,387,755,715,407,222,278,130,75,2583
117011322,703,499,258,143,217,162,97,2087,118,111,50,24,40,16,3,362,126,92,34,29,44,10,3,341,330,280,142,84,89,49,23,999,9,3,0,3,3,0,0,20,1288,994,484,285,388,239,123,3806,29,39,42,28,49,46,22,259,8,18,20,22,20,6,3,92,8,7,9,8,13,3,3,53,50,62,36,24,38,18,9,232,3,0,4,0,3,0,0,10,102,132,104,86,123,71,34,643,1391,1122,592,376,509,308,154,4453
117011323,240,252,128,70,122,88,48,954,35,56,37,16,25,13,8,177,40,39,21,13,20,5,4,154,164,168,108,59,71,33,18,620,5,6,0,3,0,0,0,21,486,523,296,160,241,139,81,1930,25,37,23,18,21,17,9,152,8,28,19,19,14,3,0,82,4,12,9,8,11,3,0,57,40,52,43,27,26,4,8,193,5,4,8,3,3,0,0,17,83,129,94,72,75,27,19,498,569,657,390,235,314,171,101,2427
117011324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
117011325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117021326,300,227,138,99,135,81,44,1029,172,185,62,30,24,12,6,501,156,132,59,34,36,9,9,423,557,467,194,98,122,61,24,1520,4,3,0,3,0,0,0,15,1195,1012,454,261,321,165,80,3490,38,61,39,41,44,41,22,281,24,35,24,11,21,13,4,130,15,28,16,8,8,5,3,78,51,77,41,40,37,12,6,264,7,7,8,3,3,3,0,31,133,202,119,103,112,66,34,780,1332,1215,576,363,435,230,121,4268
117021327,139,120,53,32,57,32,14,446,144,142,63,37,42,14,8,439,117,116,54,28,36,12,15,389,466,385,190,108,113,52,29,1339,3,6,0,0,0,0,0,18,871,767,364,209,248,104,69,2623,18,11,14,16,22,11,9,96,11,14,19,11,13,7,3,78,6,13,9,10,14,0,3,60,25,37,29,19,35,4,11,159,0,6,0,4,0,0,0,14,67,89,76,57,74,23,19,408,935,855,434,260,323,134,90,3035
117021328,81,67,44,27,30,17,13,269,72,44,24,11,14,7,4,171,60,45,15,12,15,6,3,144,195,151,57,35,31,4,7,483,5,0,3,0,0,0,0,12,407,305,142,77,87,31,30,1083,9,20,10,7,14,7,7,81,7,11,10,0,0,0,0,31,10,8,4,3,9,0,3,34,13,20,17,9,9,10,8,90,0,0,0,0,0,0,0,5,36,63,43,24,36,20,16,238,447,362,180,106,124,50,44,1318
117031329,71,33,12,3,10,12,6,154,27,16,7,3,8,0,0,66,26,11,6,3,9,0,0,60,73,44,21,12,22,7,8,176,0,0,0,0,0,0,0,0,206,107,39,27,46,25,12,460,4,3,7,0,4,0,3,21,3,3,7,3,3,3,0,26,0,3,0,0,6,0,0,5,6,17,9,0,6,3,0,39,0,0,0,0,0,0,0,0,13,24,18,8,17,7,5,89,219,134,59,27,61,34,20,549
117031330,210,127,32,22,22,25,13,456,125,68,29,21,33,3,3,286,121,58,20,6,11,6,0,229,272,188,62,36,47,27,8,638,6,4,0,0,0,0,0,8,738,444,144,88,107,60,27,1609,10,8,11,7,13,10,0,58,23,16,12,5,8,3,3,65,7,8,6,4,8,4,0,33,17,32,11,16,22,8,3,114,0,3,0,0,0,0,0,10,54,68,42,34,46,25,8,273,789,515,184,118,156,86,31,1885
117031331,185,107,35,31,25,20,16,419,99,49,20,12,28,10,5,217,102,64,28,11,23,15,3,243,204,152,89,48,74,32,18,620,0,0,0,4,0,0,0,5,584,370,173,107,151,85,41,1511,15,28,21,13,35,20,15,145,11,20,11,10,8,4,4,66,0,18,11,4,9,5,3,41,45,43,25,12,17,13,9,169,4,3,3,0,3,0,0,16,83,109,74,32,73,44,29,446,670,478,240,143,219,122,74,1949
117031332,161,101,32,25,35,15,9,378,121,103,45,27,33,15,0,346,117,95,36,21,30,16,3,316,371,268,119,68,66,33,19,945,4,3,0,0,0,0,0,10,781,565,236,137,169,76,26,1994,4,11,10,5,17,6,7,55,12,14,9,3,13,4,5,57,6,5,13,7,10,3,5,50,21,38,19,17,25,10,10,129,0,3,4,0,3,0,4,9,41,75,50,33,60,22,26,307,822,640,288,172,230,93,56,2296
117031333,93,33,15,4,9,3,11,170,48,21,10,5,3,9,3,98,49,11,4,3,3,6,0,81,112,49,15,6,16,4,10,212,3,0,0,0,0,0,0,3,299,119,50,25,24,23,24,563,8,7,4,7,12,6,3,56,7,7,5,6,3,0,3,35,3,3,0,3,4,6,0,22,18,31,18,12,13,6,3,94,3,3,0,3,0,0,0,12,40,55,29,26,36,15,12,223,339,174,80,55,65,40,33,786
117031334,361,183,66,43,53,48,29,774,48,23,10,6,4,0,0,83,114,42,23,13,11,7,4,208,133,57,17,6,7,14,0,236,5,0,0,0,0,0,0,4,651,306,112,65,81,63,32,1309,23,25,20,10,36,33,19,164,7,17,7,4,0,3,3,44,9,7,3,3,10,4,7,37,24,37,34,17,9,0,0,120,8,3,3,3,3,0,0,14,70,89,71,34,59,44,24,387,722,390,181,104,135,110,54,1696
117031335,180,79,29,23,28,22,6,371,82,43,10,9,3,3,0,160,81,31,11,7,5,3,3,137,153,88,52,25,25,12,3,348,0,0,0,0,0,0,0,0,488,244,108,61,56,44,13,1014,13,27,17,19,27,22,19,142,12,10,11,4,3,5,0,53,6,10,7,6,3,3,0,31,25,29,13,9,7,9,5,87,12,5,0,0,0,0,0,22,62,76,50,36,40,39,22,328,556,325,157,97,98,83,37,1349
117031336,95,56,20,9,19,9,7,218,48,20,3,0,0,3,5,88,48,30,10,0,8,6,4,97,129,72,24,21,18,3,6,270,0,0,0,0,0,0,0,3,321,180,58,36,50,22,20,687,10,11,7,8,12,7,0,51,5,0,4,0,3,0,0,14,5,11,3,0,3,0,3,29,8,20,4,6,9,5,0,54,0,0,0,0,0,0,0,3,30,43,20,15,25,13,7,158,354,227,78,45,79,40,29,842
117031337,380,154,60,31,43,34,33,723,24,8,6,0,8,3,0,50,61,16,15,4,3,3,3,97,70,19,7,7,15,19,12,145,7,0,3,0,0,0,0,9,532,190,88,46,64,57,53,1022,39,34,27,22,34,37,25,221,3,0,0,3,3,3,5,15,6,5,3,0,4,3,4,28,8,6,3,4,10,4,3,30,0,3,3,0,0,0,0,5,52,46,41,25,46,49,39,300,584,238,127,66,112,106,88,1321
117031338,659,254,99,51,101,69,43,1279,119,57,24,12,15,10,3,245,143,53,21,12,10,5,10,254,274,140,68,52,53,29,11,622,3,3,3,0,0,0,0,11,1200,507,212,124,181,111,63,2408,41,52,38,33,57,51,34,310,19,24,14,16,8,7,7,86,15,8,12,5,9,0,3,55,59,70,40,34,31,15,4,252,7,7,3,3,0,0,0,18,136,163,101,86,110,73,50,719,1332,674,321,208,294,186,114,3129
118011339,258,186,78,62,46,39,17,689,165,143,66,42,46,27,13,512,144,108,50,27,47,27,12,409,362,343,158,103,131,64,41,1193,8,0,0,0,0,0,0,8,935,776,355,242,272,156,73,2807,8,17,6,10,15,7,0,73,10,18,9,0,11,3,8,69,4,17,6,8,8,4,3,49,12,45,19,20,22,14,7,136,3,4,0,0,0,0,0,8,35,104,40,34,58,36,17,322,970,881,395,272,331,188,90,3137
118011340,330,243,105,62,78,37,38,894,179,152,86,41,34,21,12,526,170,125,53,30,34,17,13,448,383,330,153,83,100,39,26,1114,4,15,3,0,0,0,0,20,1070,863,393,212,243,118,92,3000,12,22,22,16,23,5,9,102,14,26,18,10,17,7,3,95,15,21,11,8,8,3,0,69,32,50,33,12,23,15,12,171,0,0,0,0,0,3,0,3,69,120,81,49,66,35,24,446,1135,989,479,261,310,156,117,3446
118011341,283,237,90,52,77,43,20,798,125,76,50,28,31,14,13,333,109,111,60,26,36,22,8,367,332,231,125,67,87,53,37,933,0,0,0,0,0,0,0,4,851,660,322,176,230,124,76,2441,14,33,21,8,27,18,10,129,13,16,14,9,5,3,3,62,4,12,3,4,10,9,0,40,12,39,24,13,33,12,8,145,0,6,3,0,0,0,0,8,39,91,69,36,74,40,29,386,891,756,390,214,309,164,108,2830
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011343,269,257,108,85,102,50,50,925,177,142,86,58,83,37,21,590,137,158,56,33,53,25,20,487,424,378,238,156,187,107,68,1558,0,4,4,3,0,0,0,16,1005,939,495,331,421,226,159,3578,22,42,34,18,31,22,21,184,16,23,26,12,25,11,5,117,10,25,12,3,6,5,6,73,8,53,43,27,38,27,23,224,4,3,3,0,0,0,0,11,67,142,111,59,106,65,49,610,1072,1079,608,396,527,294,213,4189
118011344,250,259,140,75,146,82,58,1005,136,111,40,26,30,18,10,372,104,87,45,29,23,16,9,308,199,183,113,60,70,48,23,693,12,0,0,0,0,0,0,13,694,642,335,188,273,162,104,2389,13,35,14,16,14,15,11,117,0,14,5,4,5,7,4,49,7,12,5,15,13,6,0,54,10,14,12,11,12,8,8,71,0,0,0,0,0,0,0,0,29,79,37,41,49,33,23,298,724,720,373,236,317,196,126,2685
