SA2_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
117031642,1683,3365,4,16,37,166,0,8,515,1834,556,2024,13,45,60,198,78,264,157,504,713,2528,0,14,14,43,9,38,116,286,143,370,3,14,50,112,129,301,192,428,332,801,85,171,2811,6863
117031643,1808,3640,3,19,55,257,6,32,777,2684,837,2990,43,178,86,286,156,499,281,966,1116,3958,0,0,6,17,6,9,108,243,120,271,18,56,58,131,127,281,199,460,319,739,87,187,3333,8520
117031644,1360,2695,0,0,23,105,0,0,220,734,246,838,10,28,42,137,58,184,111,348,356,1188,0,0,9,15,0,0,43,92,54,113,3,10,26,49,45,99,74,159,126,267,47,95,1886,4249
117031645,2656,5408,0,6,21,96,6,15,517,1811,542,1925,14,53,61,193,89,268,163,518,702,2439,0,0,14,34,3,12,127,287,140,335,20,48,80,179,112,238,207,473,345,805,248,541,3955,9197
117031646,808,1637,0,0,9,59,3,14,225,807,244,881,8,25,27,91,31,94,69,213,313,1089,0,0,6,24,3,8,56,136,64,167,8,16,27,51,53,115,84,185,149,354,81,165,1349,3242
117031647,2466,4913,0,0,24,101,7,36,613,2103,645,2243,4,34,45,144,57,174,110,348,756,2597,0,0,12,36,17,55,165,413,193,506,18,45,54,111,182,385,248,544,443,1048,109,231,3776,8793
117031648,2167,4337,4,14,24,93,7,13,555,1895,587,2017,11,47,39,128,53,172,107,347,694,2363,0,0,7,31,4,15,115,255,130,301,8,31,47,94,77,156,131,286,261,588,125,268,3245,7548
118011339,2156,4289,14,50,190,822,23,88,1222,4564,1440,5524,84,348,194,683,187,576,466,1601,1898,7133,3,27,43,131,5,23,186,420,242,592,14,45,73,148,145,320,234,510,476,1101,69,147,4599,12668
118011340,2270,4513,12,73,194,889,13,62,1295,4797,1523,5825,62,275,216,755,172,538,454,1568,1972,7398,0,6,49,140,6,7,234,518,285,673,17,59,80,175,147,305,245,535,527,1207,74,155,4850,13269
118011341,1986,3956,13,77,174,775,8,49,1141,4272,1339,5165,45,181,181,625,184,560,404,1372,1742,6533,0,0,37,115,6,21,187,446,232,587,19,57,90,197,185,376,291,636,523,1222,74,157,4334,11867
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011344,1077,2150,17,85,197,917,13,49,826,3196,1048,4251,82,337,194,710,168,551,442,1600,1494,5847,3,6,37,126,5,12,131,311,181,461,22,63,69,151,121,264,213,480,393,944,35,71,2994,9011
118011345,1737,3458,6,24,119,506,11,42,838,3060,978,3633,44,169,147,476,125,368,312,1019,1282,4650,0,5,41,108,3,17,169,353,215,486,6,26,94,194,100,215,196,442,412,932,57,123,3489,9158
118011346,1205,2402,21,108,223,1010,14,54,720,2794,971,3963,110,475,242,854,229,729,585,2058,1558,6028,0,10,33,101,7,10,115,274,151,395,29,81,57,131,123,277,209,484,360,882,29,66,3162,9373
118011347,874,1736,0,5,76,353,4,9,462,1716,540,2080,18,76,98,324,65,196,183,598,724,2676,0,3,23,62,0,5,97,228,118,294,3,14,45,98,85,175,135,285,255,579,41,74,1890,5068
118011649,1685,3351,10,59,193,883,17,77,863,3336,1083,4348,78,323,245,872,188,598,511,1792,1594,6142,5,18,37,118,3,8,161,366,206,507,15,50,85,189,147,305,247,541,453,1049,57,114,3790,10657
118011650,1460,2885,0,6,48,221,10,24,499,1775,558,2029,28,96,78,251,87,265,189,611,741,2640,0,0,14,49,3,3,117,265,136,320,14,38,60,129,93,192,171,363,306,680,51,95,2559,6309
118021564,1202,2421,7,21,88,399,3,21,639,2366,736,2802,34,138,108,388,126,414,270,949,1002,3751,0,8,15,56,0,3,102,222,128,290,6,24,50,102,159,339,213,468,341,758,78,167,2619,7095
118021565,1136,2282,8,44,157,695,11,57,783,2974,955,3769,76,321,175,608,253,829,503,1755,1462,5524,0,7,27,84,3,20,128,297,162,409,13,49,61,146,203,456,280,650,437,1059,106,225,3138,9085
118021566,1010,2041,8,50,142,616,13,61,639,2454,803,3189,68,291,144,512,219,729,427,1536,1232,4726,0,9,19,56,3,6,80,193,104,270,10,41,45,113,166,374,230,531,333,800,41,86,2613,7649
118021567,1100,2195,5,35,119,503,14,59,718,2698,856,3298,65,283,111,389,159,505,332,1175,1187,4474,4,14,24,76,9,32,192,492,234,621,17,59,54,121,233,490,309,674,534,1292,63,129,2884,8081
118021568,994,1998,4,50,104,475,21,76,667,2524,804,3124,61,247,131,455,230,735,412,1426,1214,4556,5,9,16,50,4,7,88,217,111,278,8,37,50,111,206,455,268,609,379,882,62,138,2649,7577
118021569,1760,3516,10,53,138,603,8,41,1177,4304,1341,4998,49,223,160,555,172,532,383,1317,1722,6317,0,5,23,71,4,5,225,497,254,580,17,59,95,201,183,387,299,646,549,1228,78,173,4114,11230
118021570,1417,2825,4,36,104,467,9,29,754,2770,874,3305,47,199,151,539,160,499,363,1238,1236,4538,0,6,28,73,0,9,126,285,152,373,20,64,63,137,150,312,232,507,383,882,77,160,3110,8410
118021651,2437,4858,10,43,176,776,18,68,1298,4802,1496,5689,58,234,223,780,209,654,494,1669,1983,7359,4,21,41,116,0,11,217,477,267,621,15,43,84,196,161,337,266,578,529,1198,89,183,5042,13591
118021652,971,1963,17,96,125,586,15,71,626,2401,783,3148,73,310,115,412,241,757,427,1475,1211,4623,6,9,19,63,10,29,113,271,137,369,28,84,35,79,152,324,207,486,346,855,36,75,2558,7509
118021653,983,1993,18,103,159,715,44,183,903,3523,1121,4523,121,503,209,748,441,1470,767,2721,1887,7245,5,28,43,148,15,59,183,485,251,723,37,121,81,186,287,637,403,942,655,1661,56,124,3586,11023
118021654,390,791,7,47,82,368,11,50,371,1485,475,1952,42,186,100,387,114,361,256,932,732,2891,0,0,27,86,0,5,89,228,112,317,16,46,25,64,80,174,123,284,237,601,14,34,1379,4314
119011354,1323,2707,106,679,365,1938,98,488,1357,5921,1928,9027,228,1032,181,661,649,2236,1058,3930,2987,12954,35,182,87,374,46,185,374,1235,549,1974,78,284,89,212,529,1252,693,1743,1244,3717,105,217,5657,19602
119011355,106,208,4,12,23,122,4,17,125,510,150,654,10,54,15,61,31,110,61,228,214,883,0,8,0,7,0,6,19,65,27,87,5,24,5,13,20,39,29,73,49,153,5,13,373,1263
119011356,718,1492,59,376,206,1108,63,324,718,3147,1041,4943,138,628,106,405,398,1419,639,2459,1689,7401,21,120,47,216,25,116,193,616,290,1067,35,137,66,169,228,560,333,872,622,1935,44,100,3067,10932
119011358,1505,3063,37,237,191,879,46,219,1062,4174,1337,5509,169,762,222,822,588,1983,982,3570,2318,9076,17,71,43,146,21,87,184,514,264,819,46,173,76,176,367,863,495,1213,759,2031,84,186,4663,14353
119011360,1320,2693,49,306,220,1067,64,272,1165,4635,1493,6277,161,714,209,751,535,1811,903,3275,2397,9551,17,90,68,257,17,62,220,637,316,1045,55,199,69,169,440,1015,570,1386,882,2430,74,159,4675,14840
119011361,1347,2806,99,619,312,1619,88,497,1281,5445,1780,8183,191,876,236,860,665,2321,1089,4058,2870,12234,24,136,84,351,49,195,331,1034,489,1714,55,210,109,279,471,1110,640,1598,1131,3316,105,221,5449,18589
119011571,1102,2268,35,226,166,825,44,209,1283,5034,1535,6304,93,422,155,546,374,1262,624,2225,2157,8530,18,89,76,279,38,145,281,788,413,1299,46,154,95,231,351,818,492,1207,903,2512,100,225,4258,13526
119011572,1173,2450,49,310,194,979,57,294,1120,4477,1421,6058,128,587,166,588,435,1511,726,2691,2150,8746,20,115,69,264,30,128,313,878,437,1388,65,251,93,222,386,900,546,1371,978,2761,122,265,4424,14221
119011655,698,1427,87,507,263,1394,56,301,797,3515,1197,5713,151,692,147,537,434,1523,730,2749,1933,8465,30,166,52,204,26,112,169,547,283,1030,44,162,47,118,313,755,399,1035,685,2066,48,110,3363,12067
119011656,646,1334,104,624,265,1451,57,306,752,3390,1175,5766,131,634,125,456,437,1536,700,2626,1874,8392,22,105,35,175,27,102,185,577,273,960,39,144,38,91,242,595,315,830,585,1784,41,81,3149,11597
119011657,941,1902,24,155,168,793,42,193,811,3208,1039,4347,100,426,140,523,363,1202,603,2150,1645,6498,6,38,33,102,18,58,142,411,196,611,31,94,43,110,217,483,290,685,487,1294,56,117,3131,9812
119011658,1360,2776,42,256,240,1097,52,224,1150,4586,1477,6158,174,752,233,838,467,1570,869,3161,2348,9313,9,39,45,161,14,61,167,458,240,721,40,134,55,130,306,691,400,950,637,1669,60,128,4406,13891
119021362,1528,3123,52,326,241,1172,40,206,1129,4503,1461,6197,151,691,222,812,606,2085,986,3589,2448,9789,14,61,43,163,25,89,294,814,372,1124,48,181,120,276,509,1209,679,1669,1056,2792,129,285,5158,15983
119021366,1182,2435,107,707,318,1707,94,495,1212,5143,1729,8057,210,1003,169,609,669,2331,1048,3945,2780,12001,26,120,66,305,37,146,275,860,398,1426,64,251,81,196,441,1075,584,1520,986,2944,119,264,5059,17642
119021367,1015,2064,46,272,201,1013,49,247,962,3868,1259,5399,154,688,162,608,450,1557,769,2847,2033,8248,11,53,44,169,18,60,186,534,259,818,43,136,61,147,324,742,428,1027,686,1838,78,166,3800,12317
119021573,819,1676,35,195,235,1232,36,189,1453,5995,1759,7616,88,403,128,486,274,961,493,1847,2251,9460,9,47,31,112,13,43,187,526,230,730,24,86,57,146,223,516,305,745,532,1473,107,241,3708,12846
119021574,510,1037,23,160,133,671,20,114,836,3367,1009,4309,48,242,67,254,220,783,341,1274,1359,5586,7,39,22,101,12,55,124,351,172,548,19,78,37,83,163,379,219,540,391,1086,67,150,2321,7860
119021659,1060,2204,16,101,92,424,19,91,587,2163,712,2782,69,307,139,503,297,980,504,1787,1219,4570,8,34,24,88,7,32,135,356,176,518,18,67,64,161,263,597,350,825,526,1341,106,234,2909,8345
119021660,841,1786,4,27,58,260,19,78,470,1751,555,2115,31,135,71,256,151,494,258,883,810,2999,3,27,11,52,6,31,106,280,135,380,13,57,69,164,205,466,292,683,429,1063,109,258,2192,6101
119021661,1189,2408,16,93,106,489,17,94,822,3032,965,3715,64,269,110,382,305,1025,478,1669,1441,5380,10,36,18,54,10,47,173,440,211,570,32,112,55,142,236,533,327,791,536,1363,74,155,3239,9308
119021662,1577,3201,34,209,279,1295,36,171,1126,4416,1474,6095,173,777,242,882,678,2323,1093,3972,2566,10070,5,36,38,140,11,42,180,436,233,655,26,88,96,207,400,925,524,1223,761,1880,69,143,4963,15287
119021663,530,1080,17,79,86,410,24,115,400,1631,525,2241,50,225,71,244,207,708,326,1181,851,3416,10,49,23,74,7,25,70,218,112,370,20,75,20,59,158,357,202,487,311,857,15,33,1704,5390
119031370,1166,2362,14,93,159,758,38,161,842,3252,1055,4264,132,592,193,686,440,1474,756,2759,1813,7022,15,70,29,121,13,43,172,468,232,710,24,86,61,149,329,762,409,992,641,1697,81,174,3702,11260
119031371,1211,2431,20,101,202,933,19,93,859,3363,1103,4495,138,581,227,827,447,1474,810,2876,1912,7372,3,13,27,89,6,17,113,291,147,404,32,92,54,122,186,422,267,634,417,1035,41,84,3579,10925
119031372,1821,3683,53,298,260,1224,58,266,1327,5219,1694,7003,216,964,289,1065,661,2209,1175,4241,2868,11245,7,37,44,147,23,78,211,556,288,820,49,177,83,202,377,877,507,1252,797,2074,67,134,5548,17132
119031373,997,2041,12,63,96,442,44,208,613,2375,762,3086,64,300,114,409,294,973,472,1687,1240,4771,8,35,45,156,19,83,171,484,245,757,38,119,74,169,320,708,433,994,679,1751,73,160,2991,8719
119031374,2353,4828,44,229,287,1353,63,280,1513,5886,1902,7751,242,1062,392,1405,737,2451,1376,4915,3273,12666,3,31,47,172,24,79,232,644,309,921,56,179,129,303,412,957,589,1431,899,2354,169,377,6696,20228
119031664,1420,2964,4,44,65,289,17,69,763,2736,850,3137,26,102,102,337,176,570,300,1007,1144,4144,4,29,24,79,6,36,183,470,222,619,16,53,79,185,204,461,299,696,522,1321,120,268,3213,8699
119031665,1044,2151,28,172,128,602,27,129,685,2665,872,3572,120,509,204,726,430,1459,754,2695,1628,6265,9,29,33,122,11,34,126,344,169,533,33,107,68,163,253,581,354,852,528,1386,81,177,3275,9977
119031666,1391,2828,23,122,199,913,22,102,1097,4268,1335,5405,112,495,209,755,388,1288,706,2540,2046,7943,0,6,22,72,0,9,147,354,173,440,37,125,69,165,231,539,342,831,511,1270,63,144,4019,12183
119031667,935,1929,7,43,95,420,17,81,583,2180,704,2724,60,258,132,451,209,685,403,1395,1108,4125,0,0,20,63,12,39,123,329,156,441,17,75,56,113,198,420,271,613,432,1052,79,174,2556,7278
119041377,1115,2259,20,101,175,838,28,109,838,3285,1058,4334,119,528,200,741,434,1488,753,2759,1809,7093,3,10,41,128,18,55,123,327,176,525,35,118,57,151,331,767,423,1030,597,1554,63,135,3586,11042
119041378,1288,2645,8,50,109,492,22,84,993,3593,1131,4220,59,260,125,427,215,695,408,1375,1535,5597,8,34,25,93,6,19,124,309,163,455,22,78,62,130,203,459,282,677,445,1128,101,220,3372,9589
119041379,1493,3061,31,166,182,837,42,192,1078,4071,1333,5267,133,587,210,748,446,1485,793,2823,2120,8084,5,17,39,160,13,42,176,426,234,651,31,107,87,195,318,698,439,996,674,1646,105,218,4396,13015
119041380,1396,2805,20,132,130,616,23,126,786,2951,967,3818,106,461,127,467,355,1183,591,2114,1560,5933,3,7,28,111,21,79,194,465,244,658,34,111,68,162,348,776,446,1048,694,1704,76,163,3720,10609
119041381,2014,4169,26,155,152,705,42,182,1252,4654,1478,5691,109,486,147,511,422,1444,679,2436,2158,8125,8,26,40,124,16,67,206,541,265,756,28,99,83,189,362,815,476,1105,743,1868,149,322,5063,14480
119041382,1718,3468,18,115,183,832,29,136,1025,3932,1255,5019,116,518,177,636,454,1517,753,2674,2008,7695,4,26,41,132,11,42,230,582,282,783,32,92,83,186,351,773,463,1051,744,1839,69,141,4537,13141
119041668,1619,3279,50,304,157,789,44,247,1009,3830,1267,5174,106,484,112,398,387,1336,606,2225,1870,7398,9,36,33,126,18,72,198,529,260,764,34,115,62,143,285,685,381,942,638,1704,106,226,4237,12609
119041669,757,1542,44,263,125,606,43,200,675,2672,886,3740,101,450,108,386,345,1171,558,2006,1445,5745,6,35,26,93,16,69,121,340,171,536,28,96,48,121,188,449,265,666,433,1206,37,83,2680,8572
119041670,1455,2989,28,193,153,704,31,161,1065,4039,1284,5091,105,477,182,632,437,1480,728,2584,2007,7674,10,32,29,102,18,57,160,410,210,611,29,113,93,221,300,688,426,1017,640,1623,92,189,4192,12472
119041671,1795,3632,0,4,14,52,3,10,539,1834,552,1894,10,35,36,119,59,178,103,327,656,2223,0,0,6,25,4,11,62,143,68,175,8,22,35,75,60,129,103,224,177,400,132,277,2760,6531
120011383,2818,5666,36,194,309,1405,39,173,1488,5670,1875,7447,202,875,309,1094,622,2067,1127,4036,3004,11485,10,49,50,163,9,35,251,636,322,881,38,128,129,287,360,798,529,1212,851,2099,87,182,6760,19432
120011385,2103,4205,15,86,207,925,13,63,1331,5002,1570,6078,103,455,252,926,359,1186,718,2567,2285,8642,0,17,39,126,3,15,193,449,247,612,25,86,102,223,274,595,399,904,643,1514,90,177,5129,14544
120011386,2320,4655,16,98,214,945,33,139,1568,5815,1839,6995,123,528,291,1030,427,1395,839,2963,2674,9958,7,27,51,159,14,52,271,626,344,859,24,88,101,213,379,810,504,1114,849,1978,98,204,5938,16782
120011672,1113,2244,18,96,172,793,22,104,952,3633,1164,4626,91,396,191,681,337,1107,619,2182,1779,6805,5,19,27,85,4,18,100,266,140,384,28,88,64,153,214,485,308,730,446,1113,61,123,3399,10285
120011673,1836,3697,3,10,24,100,3,20,862,2940,889,3073,14,64,56,180,100,324,177,568,1067,3643,0,3,7,27,3,0,97,223,109,254,8,26,62,136,132,282,205,448,317,703,99,212,3314,8249
120021387,1931,3832,13,61,173,747,7,43,1164,4322,1362,5170,53,219,232,793,180,556,465,1564,1825,6735,5,21,27,77,5,19,205,447,244,559,17,51,78,154,155,328,253,538,498,1100,49,102,4300,11766
120021389,1536,3047,8,26,132,566,10,44,1139,4234,1283,4869,52,191,203,681,169,529,421,1403,1704,6268,0,8,35,103,4,16,156,349,199,479,13,29,78,167,184,405,268,600,469,1078,55,118,3758,10515
120021674,1018,2024,3,21,104,445,5,23,705,2568,815,3063,38,152,109,386,100,313,246,849,1061,3914,0,0,17,52,3,8,96,199,113,254,14,35,48,110,99,213,164,361,275,613,39,85,2392,6631
120021675,1792,3566,11,49,171,737,12,66,1515,5632,1710,6486,61,244,215,752,192,620,470,1615,2178,8101,0,3,53,152,5,26,259,612,314,793,27,73,80,177,249,531,356,777,668,1571,80,166,4723,13403
120031392,1299,2653,12,53,126,578,13,69,803,2980,960,3674,76,338,165,562,278,923,517,1828,1475,5506,5,29,22,66,13,53,131,305,175,451,15,53,71,169,232,504,321,724,497,1176,74,160,3354,9496
120031393,1429,2892,27,144,212,1004,33,147,1099,4273,1369,5567,156,679,258,934,536,1800,953,3418,2328,8985,5,21,49,160,13,46,197,500,261,736,26,96,100,246,365,828,497,1167,755,1908,96,209,4608,13995
120031394,1992,4001,10,59,148,641,18,66,1118,4066,1288,4837,69,281,178,610,254,830,494,1728,1788,6565,0,5,41,125,17,65,236,529,293,726,30,90,110,248,291,627,431,964,724,1685,91,190,4590,12441
120031395,1366,2740,15,84,174,787,11,62,862,3236,1066,4172,94,409,211,761,287,919,593,2087,1660,6258,0,6,25,89,7,27,129,295,163,409,18,73,64,133,230,501,311,706,478,1117,63,127,3567,10241
120031396,2170,4478,10,51,142,634,24,107,1671,6016,1850,6803,67,278,178,609,223,749,472,1642,2320,8442,8,15,39,123,8,23,162,427,205,591,27,100,107,242,257,553,389,902,597,1494,206,446,5293,14859
120031576,303,600,3,30,42,198,6,35,274,1077,334,1338,32,155,50,182,131,430,215,765,546,2102,4,16,10,27,0,6,44,112,55,157,9,28,24,51,64,141,92,226,153,378,17,32,1012,3109
120031676,1253,2558,8,29,71,324,14,54,675,2407,765,2815,35,143,113,360,141,450,290,958,1059,3777,9,26,21,64,6,16,137,300,162,397,23,61,64,144,174,384,255,593,423,992,101,197,2822,7526
120031677,1366,2775,4,40,93,404,9,42,641,2365,744,2840,53,238,133,468,244,794,427,1498,1171,4336,0,10,22,92,12,49,118,291,154,429,20,80,73,169,177,393,274,639,423,1065,76,169,3045,8343
120031678,1741,3591,4,38,72,322,15,60,734,2634,831,3047,51,241,143,478,217,714,414,1437,1246,4479,3,10,26,82,13,36,133,329,170,447,25,71,126,288,215,475,360,834,532,1283,195,413,3713,9773
120031679,1003,2027,14,78,155,711,13,64,643,2457,826,3306,82,375,181,637,316,1077,590,2087,1416,5392,3,21,32,88,6,33,121,306,156,444,17,62,81,191,196,440,296,698,453,1144,53,120,2928,8685
120031680,1653,3466,13,73,122,588,4,33,625,2297,763,2990,94,432,165,590,333,1117,598,2143,1359,5134,5,20,23,66,4,14,95,247,121,351,16,51,68,144,180,407,262,601,388,957,232,533,3642,10087
120031681,770,1560,21,127,155,751,18,79,509,2057,703,3015,149,660,169,618,367,1243,682,2520,1381,5532,0,6,16,73,4,6,53,143,75,230,15,54,30,83,151,339,198,476,267,707,36,79,2462,7881
121011399,2193,4405,11,65,250,1113,10,44,1779,6539,2051,7760,111,437,320,1113,334,1084,764,2633,2818,10397,3,9,45,132,5,25,269,618,321,782,16,62,134,291,235,503,390,865,706,1644,89,196,5810,16642
121011401,1608,3201,0,3,99,412,8,25,936,3339,1041,3788,23,101,98,321,126,389,245,809,1282,4597,0,0,13,37,0,12,148,309,164,347,9,26,53,108,97,210,158,351,322,702,51,106,3271,8603
121011682,862,1731,0,22,99,448,5,16,914,3305,1023,3790,40,177,142,477,122,382,305,1043,1324,4829,0,4,18,60,7,23,125,305,154,398,15,43,60,135,95,206,173,381,326,779,50,95,2566,7439
121011683,1208,2414,14,96,319,1456,12,68,965,3832,1312,5454,115,488,371,1330,337,1078,830,2899,2137,8354,0,4,40,116,0,7,97,243,140,370,13,53,73,181,136,284,221,515,362,880,34,64,3742,11721
121011684,1970,3976,13,70,201,872,21,95,1536,5633,1769,6662,68,295,277,959,299,974,648,2224,2417,8893,0,8,54,178,5,17,244,594,309,798,29,92,171,395,256,559,456,1044,770,1840,131,288,5290,14996
121011685,1375,2747,16,90,243,1091,9,42,879,3435,1145,4666,114,500,284,1024,254,837,659,2357,1807,7019,3,13,23,67,6,16,96,259,123,353,19,60,52,131,138,302,211,488,333,836,29,62,3545,10670
121011686,1704,3411,8,50,213,952,14,74,1411,5223,1650,6301,81,356,220,790,186,611,489,1751,2136,8056,4,17,37,104,6,16,229,505,273,637,23,75,70,162,157,330,253,565,525,1205,59,120,4425,12785
121011687,1065,2141,5,38,213,931,11,54,1125,4452,1349,5472,92,382,259,924,225,725,574,2027,1926,7500,3,13,35,112,4,9,153,373,201,504,27,97,92,217,188,420,309,732,511,1233,48,107,3551,10979
121021403,2028,4097,37,207,360,1627,45,197,1929,7405,2367,9428,204,867,376,1319,601,1930,1184,4115,3555,13544,7,41,43,131,12,35,253,648,314,854,53,163,116,256,287,615,452,1032,767,1888,66,137,6414,19666
121021404,1118,2253,14,93,218,1016,38,184,912,3599,1185,4892,133,576,204,712,353,1170,692,2452,1878,7346,8,22,22,69,8,32,114,313,152,427,24,90,50,116,152,331,232,539,385,973,19,34,3397,10607
121021406,1645,3310,40,220,324,1466,29,139,1589,6178,1979,8002,190,816,415,1471,501,1641,1105,3927,3089,11927,0,16,62,189,12,36,168,448,248,693,28,90,93,221,253,564,378,876,620,1570,38,79,5395,16888
121021577,1282,2604,0,10,86,366,11,39,995,3535,1091,3946,43,169,127,425,160,511,327,1108,1416,5051,0,0,32,109,8,10,162,370,203,489,16,51,88,189,203,426,301,663,505,1157,86,184,3293,8991
121021578,973,1953,10,49,179,800,18,97,887,3413,1101,4360,67,305,171,596,243,793,485,1694,1588,6052,4,9,20,75,11,43,98,251,140,382,31,86,52,132,181,392,260,604,402,994,43,89,3009,9084
121021579,1076,2168,3,23,110,476,9,39,1243,4467,1362,5001,41,181,144,499,166,509,355,1197,1714,6199,0,13,31,102,4,6,168,389,205,517,11,32,58,128,168,370,236,529,440,1042,49,105,3283,9515
121031407,2053,4110,21,97,459,2031,32,126,1611,6068,2113,8326,233,987,560,1975,526,1672,1314,4624,3431,12950,0,12,87,270,9,31,261,647,365,959,53,172,216,479,258,545,523,1192,879,2150,71,152,6436,19365
121031408,2199,4397,21,104,502,2269,19,85,2016,7785,2562,10239,214,943,599,2157,503,1606,1319,4708,3878,14947,8,32,78,254,15,26,239,605,341,919,27,87,161,364,242,548,429,994,764,1914,73,149,6915,21406
121031409,1513,3026,19,106,336,1520,16,81,1431,5548,1801,7261,193,862,454,1605,435,1386,1077,3846,2883,11105,7,20,49,153,6,13,149,398,208,593,31,98,115,268,157,333,302,698,511,1293,29,67,4936,15493
121031410,2106,4233,28,150,395,1760,41,172,1884,7373,2351,9455,211,912,462,1642,468,1501,1141,4059,3487,13517,0,7,51,157,13,30,221,565,284,758,32,92,129,283,213,456,371,830,657,1589,38,78,6288,19414
121031411,1962,3917,28,146,368,1673,24,100,1533,5970,1955,7895,178,747,510,1845,458,1504,1150,4093,3102,11987,6,9,55,171,10,20,154,396,221,596,37,117,105,252,211,458,351,826,576,1425,55,118,5696,17446
121031412,1686,3384,25,158,389,1780,33,136,1332,5144,1778,7215,199,842,470,1678,422,1364,1095,3884,2871,11100,7,19,51,187,3,9,148,370,211,581,42,124,90,209,187,413,319,745,528,1328,41,77,5125,15891
121041413,2404,4774,5,20,185,808,10,48,1333,4903,1530,5781,44,171,257,881,196,616,497,1665,2026,7450,3,8,45,117,0,3,287,640,334,764,21,63,114,244,166,364,299,672,632,1441,99,203,5160,13865
121041414,2607,5189,4,23,89,392,12,52,1261,4381,1358,4847,36,132,167,541,165,502,362,1178,1726,6025,0,8,35,98,0,7,196,435,232,542,17,52,110,242,166,340,294,633,526,1181,103,211,4956,12598
121041416,2393,4755,0,16,96,435,4,15,842,3007,949,3482,36,137,148,493,139,439,324,1064,1275,4544,0,3,34,90,3,22,188,416,227,530,9,34,102,227,156,318,269,582,495,1107,82,173,4246,10579
121041417,2046,4054,4,14,50,230,0,12,580,2022,640,2283,22,96,111,369,112,346,246,807,884,3090,0,0,35,78,4,9,135,288,170,377,10,23,66,147,110,227,185,402,349,778,71,149,3356,8060
121041688,1732,3456,14,67,184,810,8,50,862,3244,1068,4166,90,376,239,815,200,628,527,1814,1596,5979,0,5,31,101,0,13,124,279,159,396,14,33,78,172,157,344,251,550,413,945,50,102,3787,10487
121041689,1648,3287,6,29,248,1086,9,16,960,3706,1213,4843,85,345,282,996,209,647,577,1987,1785,6823,4,8,33,103,5,14,178,411,216,535,20,62,90,191,130,273,236,521,451,1062,41,89,3935,11254
122011418,1815,3637,35,173,423,1887,34,136,1729,6790,2218,8988,177,731,465,1647,387,1227,1027,3599,3246,12591,0,3,66,186,8,23,200,506,274,719,34,103,118,259,198,435,353,791,622,1513,52,100,5734,17844
122011419,3035,6036,7,39,180,782,17,75,1482,5445,1687,6341,98,388,269,910,261,811,624,2112,2309,8461,9,25,33,97,5,21,208,448,258,597,23,80,89,191,191,391,308,663,568,1259,58,123,5970,15871
122021420,1604,3200,30,151,182,851,25,110,787,3182,1021,4299,110,476,189,646,344,1082,639,2208,1663,6507,6,20,38,104,8,18,114,290,163,437,22,75,64,150,157,353,240,574,399,1012,17,38,3692,10759
122021421,1262,2528,15,67,176,803,26,118,708,2823,929,3807,105,449,218,751,318,1018,637,2211,1565,6016,5,13,20,62,5,26,95,252,121,359,18,51,37,77,111,256,161,387,286,746,27,60,3141,9346
122021422,1668,3327,17,91,221,1002,25,93,891,3461,1151,4648,138,593,212,729,353,1119,704,2445,1851,7089,5,11,44,120,7,23,147,365,197,516,29,96,48,108,158,347,233,547,434,1064,31,66,3985,11541
