SA2_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
119011358,6953,7338,14296,2303,1830,4130,783,1251,2031,751,600,1354,208,164,371,4042,3839,7886,2565,3094,5659,5.2,4.2,4.7,58.2,52.4,55.2,55.1,50.2,52.6,410,431,837,78,178,257,1134,1397,2529,601,785,1387,1346,638,1983,47,95,144,140,200,343,1534,930,2467,7040,7395,14436,922,892,1813,5023,5287,10307,2512,2598,5108
119011360,6844,7464,14311,2339,1759,4096,760,1262,2020,693,563,1258,226,165,390,4014,3752,7764,2435,3212,5646,5.6,4.5,5,58.7,50.3,54.3,55.4,48,51.5,380,384,763,66,155,227,1190,1380,2570,579,807,1387,1218,578,1801,59,95,158,125,200,324,1402,877,2282,7070,7442,14513,994,1008,2002,4762,5078,9846,2816,2938,5757
119011361,8721,8907,17629,2077,1476,3552,916,1199,2115,858,624,1479,390,265,661,4243,3570,7808,3818,4682,8501,9.2,7.5,8.4,48.6,40.1,44.3,44.2,37,40.6,373,345,720,67,97,161,1173,1285,2456,614,870,1485,1277,621,1899,58,113,172,131,178,303,1458,915,2376,9164,9221,18384,1132,1163,2294,6400,6386,12784,3209,3335,6541
119011571,6528,6821,13350,1675,1126,2802,858,852,1710,632,491,1121,370,295,664,3538,2763,6297,2503,3508,6012,10.5,10.8,10.6,54.2,40.5,47.2,48.5,36.1,42.2,549,443,992,66,92,158,1180,1175,2351,543,679,1228,638,475,1109,45,85,132,85,128,214,764,689,1455,6413,6668,13078,1227,1225,2454,3708,4016,7723,3324,3303,6622
119011572,7307,7549,14854,1748,1230,2976,892,911,1796,656,569,1223,390,291,677,3674,2994,6667,2919,3864,6780,10.5,9.7,10.1,50.3,39.7,44.9,45,35.8,40.3,459,365,824,52,82,131,1123,1164,2289,547,676,1219,704,503,1204,48,79,120,87,142,229,835,720,1548,6831,6900,13728,1474,1437,2913,4261,4407,8671,3473,3391,6868
119011655,5584,5739,11319,1241,860,2100,623,786,1414,560,347,907,225,149,375,2657,2140,4794,2467,3133,5602,8.4,7,7.8,47.6,37.3,42.4,43.6,34.7,39.1,296,282,579,44,64,103,770,868,1633,349,521,871,767,381,1152,37,55,91,74,125,200,877,567,1443,5972,6062,12039,698,649,1348,4260,4378,8639,1981,1932,3907
119011656,4892,5192,10082,1038,756,1795,535,710,1249,483,319,805,217,147,362,2277,1931,4214,2260,2861,5122,9.5,7.4,8.6,46.6,37.2,41.8,42.1,34.5,38.2,275,252,521,37,64,107,609,737,1344,337,496,835,696,367,1059,29,52,80,56,107,167,777,523,1306,5527,5622,11149,590,616,1207,4027,4105,8132,1695,1729,3427
119011657,4472,4605,9076,1551,1181,2729,482,916,1391,538,384,921,130,85,213,2697,2563,5259,1595,1878,3471,4.7,3.3,4,60.3,55.6,57.9,57.5,53.7,55.6,241,273,514,54,86,134,628,821,1451,385,542,924,1060,403,1456,29,66,91,80,132,208,1164,594,1760,4791,4855,9649,573,565,1141,3388,3478,6866,1642,1681,3319
119011658,6148,6670,12820,2297,1808,4103,660,1343,2000,710,546,1258,152,150,299,3824,3839,7664,2129,2617,4740,4,3.9,4,62.2,57.5,59.8,59.7,55.3,57.4,316,439,751,89,160,250,953,1365,2316,604,740,1343,1455,608,2067,54,78,138,131,178,313,1644,868,2510,6625,7102,13724,760,803,1570,4820,5189,10012,2212,2351,4561
119021362,8318,8548,16868,2098,1714,3811,985,1346,2329,920,677,1592,309,219,529,4311,3952,8257,3333,3921,7252,7.1,5.5,6.4,51.8,46.2,49,48.1,43.6,45.8,459,409,873,74,151,226,1232,1492,2727,693,874,1569,1174,663,1835,68,96,162,126,244,367,1366,996,2366,8026,8150,16173,1248,1184,2437,5528,5731,11257,3266,3160,6425
119021366,8703,8291,16992,1791,1258,3054,1024,1047,2078,835,572,1406,444,298,742,4104,3170,7268,3880,4474,8349,10.9,9.3,10.2,47.1,38.2,42.8,42,34.7,38.4,468,350,813,50,104,155,1143,1073,2210,656,769,1424,1069,623,1694,54,91,147,109,165,272,1234,883,2115,9010,8579,17594,1218,1012,2223,6264,6159,12424,3277,2871,6153
119021367,5730,5942,11674,1634,1279,2918,654,965,1620,649,467,1112,198,156,354,3136,2872,6004,2264,2750,5019,6.3,5.5,5.9,54.7,48.3,51.4,51.2,45.6,48.4,330,288,614,58,90,147,830,1105,1930,496,667,1164,1039,421,1459,41,72,115,97,185,283,1182,678,1857,6029,6120,12152,770,789,1556,4211,4365,8575,2192,2161,4351
119021573,7176,5692,12864,1413,635,2048,1100,660,1757,631,305,933,511,253,763,3649,1851,5499,2745,3263,6013,14,13.8,13.9,50.9,32.6,42.8,43.7,28.1,36.8,938,465,1399,66,69,139,1341,1068,2409,530,424,961,505,309,807,36,68,98,71,87,156,609,461,1068,6795,5807,12595,1540,1112,2655,3849,3605,7458,3757,2747,6498
119021574,4189,3569,7754,879,513,1397,661,441,1110,391,223,613,255,132,383,2191,1309,3498,1592,1960,3557,11.5,9.9,10.9,52.3,36.6,45.1,46.3,33,40.2,489,293,785,42,49,91,758,615,1368,339,324,665,340,222,561,26,36,58,53,53,101,417,308,729,3986,3673,7657,876,644,1521,2264,2245,4507,2213,1700,3913
119021659,5457,5003,10460,1059,882,1945,699,810,1503,595,444,1045,238,155,396,2590,2292,4886,2427,2388,4809,9.2,6.8,8.1,47.5,45.8,46.7,43.2,42.7,42.9,351,358,714,57,82,137,821,931,1750,527,530,1065,450,253,703,28,42,68,65,80,145,541,374,915,4747,4394,9144,1033,986,2024,2826,2838,5664,2709,2300,5006
119021660,4126,3805,7933,782,591,1374,507,552,1057,426,328,751,207,138,339,1918,1602,3522,1708,1772,3478,10.7,8.4,9.7,46.5,42.2,44.4,41.5,38.6,40.1,305,261,568,37,60,97,648,666,1311,351,401,757,290,200,489,23,32,56,35,50,95,345,289,639,3378,3178,6555,821,669,1490,1894,1945,3838,2103,1751,3855
119021661,5047,5235,10279,1530,1300,2831,571,862,1435,614,530,1141,188,110,294,2898,2799,5697,1739,1982,3722,6.4,3.9,5.2,57.4,53.5,55.4,53.8,51.4,52.6,395,425,821,58,112,172,963,1174,2138,452,535,991,648,359,1008,33,61,97,74,105,177,751,525,1277,4515,4647,9167,978,1018,1995,2536,2663,5196,2619,2662,5278
119021662,7271,7710,14985,2442,1983,4421,811,1392,2202,795,594,1392,190,143,330,4241,4111,8344,2716,3227,5939,4.5,3.5,4,58.3,53.3,55.7,55.7,51.4,53.5,498,599,1094,122,198,322,1333,1616,2952,635,765,1402,1187,506,1689,43,89,135,117,212,331,1347,805,2153,7650,7843,15493,799,788,1586,5873,6088,11963,2191,2217,4410
119021663,2433,2595,5029,759,556,1314,264,461,729,267,200,466,78,44,118,1366,1263,2627,972,1213,2184,5.5,3.5,4.5,56.2,48.7,52.3,53.1,47,49.9,117,138,257,28,43,65,378,451,829,222,311,534,430,184,616,12,31,40,51,75,128,492,294,787,2657,2756,5412,284,246,539,1989,2115,4105,769,752,1520
119031370,5561,6005,11566,1780,1332,3111,607,1012,1617,530,422,952,209,169,380,3123,2935,6059,2182,2790,4977,6.6,5.9,6.3,56.1,48.9,52.4,52.4,46,49.1,374,386,763,82,143,221,1083,1219,2306,496,646,1139,790,404,1196,44,67,117,100,157,250,932,630,1561,5587,5900,11485,811,792,1603,3900,4257,8158,2160,2151,4311
119031371,5093,5316,10411,1963,1430,3387,657,1193,1847,431,370,802,148,84,229,3192,3070,6265,1764,2078,3841,4.5,2.7,3.6,62.7,57.8,60.2,59.9,56.2,58,581,507,1085,102,178,280,1275,1440,2715,419,656,1080,806,312,1121,49,75,120,106,144,250,960,532,1485,5337,5472,10809,693,682,1375,4019,4159,8174,1734,1743,3473
119031372,8001,8645,16650,2881,2119,5004,934,1712,2650,768,638,1407,212,149,363,4802,4614,9414,2782,3522,6306,4.4,3.2,3.8,59.9,53.4,56.5,57.3,51.7,54.4,461,541,1006,111,235,347,1449,1751,3198,745,1018,1757,1654,709,2363,66,126,189,162,295,459,1886,1128,3013,8359,8753,17115,905,978,1888,6073,6327,12397,2734,3001,5727
119031373,4842,5012,9856,1220,957,2180,519,692,1214,445,378,828,226,142,369,2412,2174,4584,2046,2487,4531,9.4,6.6,8.1,49.8,43.3,46.5,45.2,40.5,42.8,345,289,631,44,87,134,825,894,1719,376,494,867,563,302,866,24,75,101,61,88,152,646,472,1122,4494,4654,9152,825,742,1568,2892,3133,6022,2186,2039,4225
119031374,10457,10926,21384,3448,2515,5961,1637,2312,3957,984,827,1813,359,285,642,6433,5943,12376,3519,4484,8003,5.6,4.8,5.2,61.5,54.4,57.9,58.1,51.8,54.9,1114,1034,2154,131,215,343,2447,2634,5079,1073,1312,2388,1251,621,1866,54,95,148,147,292,434,1448,1000,2455,9944,10369,20319,1924,1794,3718,6761,7306,14067,4562,4409,8971
119031664,5238,5218,10455,1528,1293,2818,1028,1061,2087,484,426,910,275,189,463,3312,2969,6284,1627,1983,3615,8.3,6.4,7.4,63.2,57,60.1,58,53.4,55.7,800,788,1591,79,92,165,1315,1322,2640,610,609,1215,292,233,525,29,45,64,50,69,124,367,349,717,4016,4130,8147,1701,1572,3273,1940,2183,4120,3512,3263,6779
119031665,5093,5280,10377,1436,1142,2575,741,921,1663,501,405,905,199,132,331,2881,2590,5479,1960,2378,4337,7,5.1,6.1,56.5,49.1,52.8,52.6,46.6,49.5,462,453,917,65,83,146,1046,1157,2201,426,511,940,532,299,830,22,36,56,66,135,201,626,468,1093,4887,5016,9909,827,746,1572,3469,3538,7006,1999,2021,4023
119031666,5806,6249,12059,2307,1823,4130,812,1332,2146,529,472,1000,174,144,321,3828,3775,7603,1782,2250,4033,4.6,3.8,4.2,65.9,60.4,63.1,62.9,58.1,60.4,576,587,1168,116,208,320,1336,1617,2946,533,713,1243,962,429,1388,44,86,132,117,176,294,1124,697,1817,5948,6242,12189,917,957,1875,4115,4378,8493,2366,2436,4798
119031667,3928,4202,8131,1390,1112,2503,589,777,1365,358,317,677,128,123,254,2460,2333,4798,1237,1549,2785,5.1,5.4,5.2,62.7,55.6,59,59.5,52.6,55.9,416,393,806,51,86,143,831,937,1768,376,464,842,537,309,844,29,38,69,63,95,152,621,447,1068,3591,3776,7367,732,720,1449,2242,2432,4676,1866,1871,3738
119041377,5226,5564,10796,1809,1407,3219,694,1076,1769,403,361,769,179,114,292,3091,2963,6056,1937,2402,4341,5.8,3.9,4.9,59.1,53.2,56.1,55.7,51.2,53.4,367,381,745,81,112,197,1083,1270,2349,482,604,1090,785,382,1160,34,59,93,97,158,253,914,595,1511,5413,5686,11108,628,661,1286,4018,4288,8308,1729,1787,3519
119041378,5396,5627,11019,2023,1662,3690,879,1053,1932,422,396,818,224,192,415,3555,3303,6857,1443,1847,3296,6.3,5.8,6,65.8,58.7,62.2,61.7,55.3,58.4,672,660,1334,72,117,185,1299,1545,2846,565,637,1204,592,317,907,18,49,68,83,106,189,698,469,1164,4420,4542,8965,1523,1475,2999,2432,2614,5048,3176,3113,6288
119041379,6731,6940,13668,2337,1823,4160,1041,1348,2388,602,515,1117,247,185,426,4224,3871,8094,2168,2701,4868,5.8,4.8,5.3,62.8,55.7,59.2,59.2,53.1,56.1,630,609,1236,95,183,280,1510,1607,3117,672,811,1488,931,500,1432,35,78,117,104,156,267,1072,734,1811,6329,6540,12872,1261,1196,2459,4231,4437,8670,3025,2942,5965
119041380,5680,6195,11880,2000,1598,3595,795,1065,1865,371,387,758,186,152,342,3356,3203,6556,1966,2602,4567,5.6,4.7,5.2,59,51.6,55.2,55.7,49.2,52.3,337,409,746,75,123,199,940,1237,2172,548,738,1283,1028,474,1502,33,76,107,113,167,282,1178,716,1888,5468,5795,11263,804,866,1665,3725,4014,7743,2235,2374,4611
119041381,8788,8260,17049,3020,2185,5205,1687,1721,3414,602,501,1102,421,275,703,5733,4693,10425,2468,3026,5490,7.3,5.9,6.7,65.2,56.8,61.2,60.4,53.4,57,857,834,1689,100,142,244,1969,1949,3914,929,906,1834,960,536,1497,60,81,141,130,196,324,1145,820,1963,7404,7258,14655,2088,1800,3888,4533,4683,9216,4440,3851,8291
119041382,6533,7453,13986,2430,1878,4310,857,1400,2251,412,509,926,184,170,351,3885,3957,7840,2242,3053,5296,4.7,4.2,4.5,59.5,53.1,56.1,56.7,50.8,53.5,360,436,798,77,152,227,1079,1461,2540,629,871,1500,1313,589,1904,42,114,157,147,275,421,1500,977,2483,6518,7213,13732,864,946,1809,4452,5130,9588,2533,2668,5202
119041668,7024,6868,13893,2402,1799,4199,1029,1279,2314,496,491,984,261,191,454,4187,3758,7947,2163,2604,4769,6.2,5.1,5.7,59.6,54.8,57.2,55.9,52,54,569,676,1255,87,134,225,1493,1629,3119,595,717,1307,896,401,1296,50,67,117,101,139,238,1042,600,1646,6086,6055,12133,1489,1483,2973,3958,4056,8012,3227,3078,6299
119041669,4006,4180,8184,1342,995,2346,506,722,1228,286,279,567,131,80,208,2264,2078,4346,1455,1812,3273,5.7,3.9,4.9,56.6,49.8,53.1,53.4,47.8,50.6,213,233,445,42,78,123,611,785,1401,368,447,813,631,329,961,29,49,78,71,125,191,733,501,1231,4151,4289,8439,461,478,943,3009,3091,6097,1355,1400,2755
119041670,6599,6717,13317,2232,1709,3932,1078,1381,2461,449,442,896,297,199,498,4055,3730,7783,2192,2668,4864,7.3,5.3,6.4,61.4,55.6,58.5,56.9,52.6,54.7,646,644,1287,80,139,221,1320,1515,2838,623,741,1361,834,413,1247,32,73,105,89,142,233,955,630,1587,6274,6387,12660,1158,1115,2277,4220,4409,8631,2821,2741,5557
119041671,5022,4850,9875,2148,1757,3899,867,921,1790,366,380,747,230,204,436,3611,3265,6873,1078,1270,2347,6.4,6.3,6.4,71.9,67.2,69.6,67.3,63,65.2,845,1019,1858,98,109,209,1700,1750,3451,527,435,959,346,225,574,23,14,45,46,49,94,413,296,707,3037,2993,6030,2038,1901,3939,843,838,1685,3996,3854,7855
120011383,9149,10270,19422,3864,2948,6812,1312,2132,3449,529,645,1169,229,211,439,5934,5939,11873,2909,3989,6894,3.9,3.6,3.7,64.9,57.8,61.1,62.3,55.8,58.9,939,1036,1966,197,348,545,2119,2592,4712,919,1281,2203,1484,632,2116,56,97,154,184,322,504,1725,1049,2775,9164,10044,19214,1412,1520,2932,6271,6888,13158,3845,4268,8115
120011385,7141,8142,15289,3447,2717,6164,975,1666,2644,384,524,912,160,133,298,4965,5048,10014,1888,2686,4580,3.3,2.7,3,69.5,62,65.5,67.2,60.3,63.5,845,926,1766,179,339,519,1999,2383,4384,653,902,1550,956,459,1415,44,69,111,144,216,364,1148,749,1896,7032,7763,14794,1274,1350,2618,4676,5286,9957,3225,3447,6676
120011386,8050,9346,17398,3657,2989,6648,1082,1826,2910,480,603,1077,232,150,378,5451,5562,11010,2241,3292,5530,4.3,2.6,3.4,67.7,59.5,63.3,64.8,58,61.1,868,985,1854,169,291,460,1891,2431,4325,795,1093,1890,1265,617,1884,56,101,155,161,259,424,1484,979,2460,8049,8976,17023,1269,1454,2726,5218,6028,11246,3544,3962,7504
120011672,5271,5332,10609,2252,1710,3964,759,1042,1803,349,337,688,169,153,321,3528,3244,6775,1411,1847,3258,4.8,4.8,4.8,66.9,60.9,63.9,63.7,57.9,60.8,652,615,1272,97,184,287,1300,1547,2848,445,581,1027,700,282,979,24,52,75,73,119,195,797,456,1252,4985,5125,10114,1027,1002,2024,3379,3520,6899,2349,2318,4671
120011673,4826,5229,10062,2371,1954,4321,660,858,1520,329,420,751,206,190,402,3571,3423,6997,1015,1560,2579,5.7,5.6,5.7,74,65.4,69.5,69.7,61.8,65.6,1119,1272,2387,96,132,233,1744,1873,3616,384,488,875,251,137,390,22,19,39,48,58,102,319,219,535,3253,3468,6724,1965,2116,4079,1269,1420,2682,3602,3861,7461
120021387,6177,6777,12950,3049,2583,5627,825,1290,2120,258,388,652,173,163,333,4303,4427,8735,1598,2101,3695,4,3.6,3.8,69.7,65.3,67.4,66.9,62.9,64.8,1062,1301,2371,195,367,567,2098,2335,4432,459,672,1133,547,237,789,24,43,74,78,129,215,659,414,1069,5867,6350,12224,1229,1308,2545,3659,4064,7719,3098,3280,6376
120021389,5319,6020,11336,2811,2449,5258,619,1188,1811,233,373,605,138,148,289,3809,4153,7961,1266,1610,2878,3.7,3.6,3.6,71.6,69.1,70.3,68.9,66.6,67.7,777,945,1722,173,298,463,1590,1970,3560,471,623,1101,569,299,869,35,49,85,73,104,180,676,458,1131,5090,5556,10651,1130,1266,2397,3061,3465,6526,2782,3023,5807
120021674,3771,4172,7945,1855,1651,3501,550,884,1432,206,244,452,105,103,215,2715,2883,5595,794,1055,1848,3.9,3.6,3.8,72,69.1,70.4,69.1,66.6,67.8,603,756,1357,92,201,294,1214,1496,2712,325,347,676,345,187,530,19,32,53,60,68,122,423,280,703,3386,3668,7052,806,953,1761,2111,2330,4441,1886,2096,3977
120021675,6659,7504,14158,3471,3002,6474,886,1541,2426,360,507,869,201,190,391,4920,5242,10161,1454,1972,3424,4.1,3.6,3.9,73.9,69.8,71.7,70.8,67.3,69,846,1195,2041,219,357,581,1934,2428,4362,630,756,1383,786,375,1164,47,63,110,98,137,236,934,568,1504,6411,7063,13472,1522,1678,3200,3903,4400,8305,3522,3867,7390
120031392,4983,5198,10178,1832,1539,3369,654,992,1642,486,456,944,166,118,289,3147,3098,6246,1634,1881,3515,5.4,3.8,4.6,63.1,59.7,61.4,59.7,57.4,58.5,520,609,1127,115,195,309,1171,1437,2615,454,565,1023,660,303,964,32,44,78,87,109,200,788,453,1242,4759,4926,9687,879,868,1747,3087,3279,6373,2281,2315,4592
120031393,6871,7662,14531,2415,1987,4403,934,1416,2348,566,538,1106,220,160,382,4136,4107,8242,2388,3131,5516,5.3,3.9,4.6,60.2,53.6,56.7,57,51.5,54.1,566,676,1236,113,213,318,1340,1742,3086,619,817,1439,1000,564,1564,41,62,103,123,166,293,1162,792,1957,6886,7558,14441,982,1001,1985,4985,5505,10494,2516,2690,5209
120031394,7294,8128,15429,3382,3233,6611,1044,1591,2636,458,471,929,237,208,441,5117,5505,10618,1750,2155,3907,4.6,3.8,4.2,70.1,67.7,68.8,66.9,65.1,66,800,1203,2002,231,409,639,2051,2527,4576,657,807,1460,805,432,1239,45,60,113,106,142,244,952,639,1592,6420,6943,13365,1572,1833,3408,3790,4229,8014,3857,4238,8087
120031395,5491,5998,11492,2485,2070,4556,811,1317,2122,288,378,671,162,137,299,3748,3897,7649,1506,1912,3415,4.3,3.5,3.9,68.2,65,66.5,65.2,62.7,63.9,674,887,1561,149,255,403,1541,1811,3355,477,565,1045,647,327,967,24,49,77,74,124,203,744,503,1247,5261,5609,10870,965,1119,2081,3545,3730,7273,2428,2756,5186
120031396,9305,8345,17646,3795,2632,6432,1658,1671,3332,663,587,1258,462,395,855,6587,5288,11877,2037,2552,4591,7,7.5,7.2,70.8,63.4,67.3,65.8,58.6,62.4,1690,1362,3053,130,197,325,2680,2614,5297,923,841,1769,618,409,1029,30,42,74,86,100,185,739,551,1288,7119,6642,13761,3009,2623,5632,2803,2826,5632,6732,5910,12643
120031576,1469,1497,2961,590,441,1024,202,286,490,117,105,221,69,34,102,978,866,1841,438,583,1025,7.2,4,5.7,66.5,57.9,62.1,61.7,55.6,58.6,165,149,321,23,35,61,342,405,744,97,166,262,205,103,313,9,9,23,25,31,58,245,146,391,1467,1523,2995,256,249,505,1032,1052,2086,608,631,1247
120031676,5027,5053,10076,1928,1657,3584,903,1078,1979,344,322,667,227,184,409,3404,3237,6644,1361,1607,2973,6.8,5.6,6.2,67.8,64.1,65.9,63.2,60.5,61.8,706,734,1440,107,186,291,1391,1548,2937,524,581,1107,483,297,781,28,42,74,70,93,166,586,440,1021,4113,4175,8289,1289,1299,2589,2284,2444,4727,2881,2823,5703
120031677,5156,5656,10815,1916,1561,3478,796,1082,1878,344,351,694,225,174,399,3287,3169,6456,1635,2192,3829,6.9,5.4,6.2,63.7,56,59.7,59.3,53,56,631,710,1339,110,189,299,1403,1529,2936,465,545,1011,489,297,793,23,47,70,88,117,204,602,459,1064,4363,4741,9111,1257,1287,2549,2534,2827,5363,2844,2894,5738
120031678,7082,7378,14463,2050,1664,3718,1227,1458,2685,524,540,1071,395,303,696,4204,3965,8169,2354,2938,5290,9.4,7.6,8.5,59.4,53.7,56.5,53.8,49.7,51.7,922,1045,1963,93,142,237,1782,1899,3680,723,812,1540,393,303,695,24,63,92,58,87,142,473,451,930,4827,5178,10002,2424,2473,4897,2272,2499,4774,4727,4874,9606
120031679,4558,4833,9393,1618,1309,2933,622,940,1561,326,307,632,179,108,289,2743,2671,5409,1612,1962,3576,6.5,4.1,5.3,60.1,55.2,57.6,56.3,52.9,54.5,506,564,1069,77,143,215,1103,1257,2363,379,474,854,496,241,735,29,66,90,69,83,150,588,389,978,4342,4661,9006,714,771,1482,3165,3416,6583,1704,1833,3536
120031680,7905,7102,15008,2448,1774,4224,1849,1733,3586,524,464,990,462,275,734,5282,4250,9528,2128,2426,4550,8.8,6.4,7.7,66.8,59.8,63.5,61,56,58.6,1068,878,1948,100,190,286,2254,2024,4274,1102,905,2009,422,297,717,30,33,70,79,100,177,533,438,964,5583,5264,10840,2584,2048,4629,2812,3019,5828,5063,4086,9148
120031681,3798,4020,7819,1504,1068,2579,624,827,1446,221,242,457,114,88,205,2460,2227,4687,1181,1659,2843,4.8,4,4.4,64.8,55.3,60,61.7,53.2,57.3,514,431,946,87,120,205,1157,1227,2385,261,387,644,320,137,460,15,40,54,59,95,152,399,275,668,3747,3998,7745,560,554,1117,2744,2880,5627,1403,1507,2909
121011399,8342,9143,17486,4133,3383,7511,1192,1832,3029,425,563,986,266,248,513,6021,6028,12044,1985,2755,4743,4.4,4.1,4.3,72.1,65.9,68.9,68.9,63.2,65.9,1466,1617,3088,246,341,589,2686,3143,5833,720,951,1669,718,367,1086,39,63,104,134,201,335,889,632,1522,7844,8423,16263,1939,2061,4005,4666,5126,9791,4593,4863,9456
121011401,4866,5209,10077,2918,2371,5287,581,934,1509,187,315,506,131,126,253,3821,3742,7558,837,1225,2061,3.4,3.4,3.4,78.4,71.9,75,75.8,69.4,72.5,914,1036,1950,156,207,364,1901,1993,3895,417,476,893,331,192,523,13,27,40,56,72,125,397,291,690,4091,4338,8428,1410,1448,2860,1952,2134,4086,3227,3363,6584
121011682,3664,3884,7549,1852,1382,3232,488,802,1293,154,199,353,135,113,251,2626,2494,5125,893,1230,2127,5.1,4.5,4.8,71.7,64.3,67.9,68,61.4,64.6,698,734,1427,108,179,286,1240,1301,2544,300,372,673,232,159,393,15,22,31,44,66,112,293,248,537,3456,3573,7028,999,942,1937,2077,2200,4281,2131,2119,4247
121011683,5209,5564,10779,2286,1418,3703,793,1264,2058,211,273,484,128,121,252,3415,3079,6491,1659,2336,3992,3.8,4,3.9,65.5,55.3,60.2,63.1,53.1,57.9,917,803,1721,176,223,394,1796,1829,3621,353,608,964,296,149,444,11,35,53,61,153,216,372,342,712,5666,5915,11580,684,720,1408,4153,4297,8452,1959,2101,4060
121011684,7596,8698,16294,3284,2311,5594,1042,1534,2575,414,545,959,265,282,547,5008,4669,9677,2264,3649,5914,5.3,6,5.7,65.9,53.7,59.4,62.4,50.4,56,1362,1417,2784,144,245,391,2512,2795,5304,612,892,1508,439,268,700,35,60,93,110,128,241,579,458,1035,6741,7528,14263,2122,2315,4435,3600,4162,7763,4808,5254,10064
121011685,5247,5388,10633,2559,1774,4334,797,1223,2013,214,274,492,122,114,238,3688,3386,7073,1415,1830,3253,3.3,3.3,3.3,70.4,62.8,66.5,68.1,60.7,64.3,1111,918,2036,153,240,389,1860,1994,3854,345,515,857,275,161,434,22,31,56,66,103,172,359,298,660,5260,5318,10577,969,908,1877,3562,3691,7254,2431,2314,4749
121011686,6086,6666,12752,3186,2526,5716,845,1320,2165,302,419,721,176,144,317,4507,4413,8920,1399,2013,3408,3.8,3.3,3.6,74.1,66.2,70,71.2,64,67.5,1041,1063,2102,198,300,498,1991,2363,4361,515,685,1206,559,303,855,24,54,80,95,153,245,675,508,1183,6059,6434,12497,1320,1374,2693,3440,3730,7169,3508,3656,7166
121011687,4746,5433,10187,2291,1663,3954,660,1197,1860,218,308,525,112,118,227,3277,3294,6569,1327,1947,3278,3.4,3.6,3.5,69,60.6,64.5,66.6,58.4,62.3,665,701,1364,138,217,357,1487,1712,3204,374,588,964,460,214,672,26,47,72,81,119,197,564,385,946,5089,5675,10766,822,944,1758,3468,3790,7261,2119,2492,4609
121021403,8538,8973,17502,4187,2837,7023,1255,2259,3512,453,600,1047,217,215,433,6114,5906,12018,2219,2895,5121,3.5,3.6,3.6,71.6,65.8,68.7,69.1,63.4,66.2,962,997,1962,198,376,572,2047,2508,4553,868,1133,2006,1513,735,2249,62,102,170,185,262,446,1761,1100,2861,9233,9421,18651,1316,1425,2742,6113,6188,12300,3874,4102,7975
121021404,4596,4774,9371,2146,1327,3474,677,1371,2048,283,357,643,117,76,194,3229,3123,6354,1298,1563,2858,3.6,2.4,3,70.2,65.4,67.8,67.7,63.9,65.8,400,414,812,116,187,299,938,1199,2139,449,607,1054,1098,478,1573,46,68,113,121,192,311,1266,741,2003,5228,5300,10525,500,469,968,4014,4063,8081,1448,1428,2873
