POA_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
POA2640,11130,28497,1764,2828,318,505,2078,3332,201,288,22,34,29,35,3,4,258,368,10,18,3,5,0,0,27,54,41,77,40,88,13540,32361,1848,..,15390,32361
POA2641,4639,11433,1146,1826,98,172,1248,1994,92,154,33,52,0,0,0,0,124,208,8,18,31,44,0,0,3,11,46,65,27,47,6082,13745,673,..,6752,13745
POA2642,1580,4294,17,36,0,0,17,36,8,10,0,0,0,0,0,0,8,10,3,3,3,6,0,7,3,4,7,24,4,11,1616,4372,272,..,1889,4372
POA2643,947,2276,33,42,0,0,33,42,35,63,0,0,0,0,0,0,35,63,0,3,33,45,0,0,3,10,34,57,0,0,1046,2440,129,..,1177,2440
POA2644,870,2090,12,9,0,0,12,9,25,26,0,0,0,0,0,0,25,26,0,0,0,7,0,0,0,0,7,11,9,20,913,2158,239,..,1154,2158
POA2645,134,318,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,143,327,66,..,212,327
POA2646,2388,5587,117,167,0,0,118,163,139,204,0,0,0,0,0,0,136,205,4,12,26,34,0,0,7,16,37,60,15,32,2694,6051,493,..,3187,6051
POA2647,710,1658,42,65,0,4,43,70,100,145,0,0,0,0,0,0,100,145,4,4,7,16,0,0,3,11,16,34,7,8,875,1913,331,..,1206,1913
POA2648,783,1757,12,13,0,0,12,13,67,92,0,0,0,0,0,0,67,92,16,34,9,26,0,3,3,7,32,70,12,37,911,1967,223,..,1132,1967
POA2649,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26,3,..,17,26
POA2650,17655,46832,739,1167,175,306,917,1476,2004,3176,81,104,35,40,7,23,2122,3340,13,17,18,39,5,7,140,390,176,448,46,123,20918,52228,2374,..,23289,52228
POA2651,604,1734,0,0,0,0,0,0,70,124,0,0,0,0,0,0,70,124,5,7,12,20,0,0,0,0,20,26,4,22,704,1912,67,..,770,1912
POA2652,1553,4010,0,0,0,0,0,0,7,8,0,0,0,0,0,0,3,7,3,7,0,0,0,0,3,9,9,19,24,55,1594,4089,288,..,1883,4089
POA2653,872,2017,15,22,0,0,19,20,11,24,0,0,0,0,0,0,11,24,4,11,3,3,0,0,0,0,6,11,5,14,915,2081,164,..,1080,2081
POA2655,457,1168,3,7,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,10,469,1188,43,..,511,1188
POA2656,464,1060,0,0,0,0,0,0,21,26,0,0,0,0,0,0,21,26,0,0,0,0,0,0,7,22,8,24,3,8,495,1124,111,..,609,1124
POA2658,518,1235,15,14,0,0,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,5,15,14,37,545,1300,98,..,644,1300
POA2659,308,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,8,3,0,318,781,26,..,346,781
POA2660,558,1415,6,17,0,0,6,17,4,10,0,0,0,0,0,0,4,10,3,11,0,0,0,0,3,18,11,25,3,3,584,1464,92,..,677,1464
POA2661,46,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,51,147,9,..,54,147
POA2663,1444,3670,38,59,4,19,40,77,36,43,6,6,0,0,0,0,36,53,0,3,0,0,0,0,0,5,3,11,7,18,1532,3827,154,..,1686,3827
POA2665,769,1877,8,6,0,0,8,6,7,16,0,0,0,0,0,0,7,16,3,3,0,0,3,0,3,3,9,7,9,37,802,1950,172,..,968,1950
POA2666,2000,4938,38,62,0,0,38,62,112,143,0,0,0,0,0,0,112,143,9,9,0,0,0,0,12,22,19,34,5,12,2180,5189,317,..,2498,5189
POA2668,156,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,9,3,8,161,431,46,..,210,431
POA2669,608,1419,0,0,0,0,0,0,3,8,0,0,0,0,0,0,3,8,0,0,0,0,0,0,4,10,5,6,3,13,620,1448,187,..,807,1448
POA2671,1407,3378,9,12,0,0,9,12,53,56,0,0,0,0,0,0,53,56,0,0,0,0,0,0,5,8,8,8,29,64,1507,3524,259,..,1762,3524
POA2672,436,1124,3,3,0,0,3,3,27,44,0,0,0,0,0,0,27,44,3,5,0,0,0,0,0,0,3,6,63,165,535,1337,78,..,615,1337
POA2675,505,1233,0,0,0,0,0,0,27,43,0,0,0,0,0,0,27,43,4,6,14,40,0,0,0,0,24,50,4,3,557,1325,111,..,671,1325
POA2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
POA2680,6552,18513,388,690,12,39,401,728,790,1684,20,23,0,0,7,17,807,1729,37,55,14,21,12,28,27,71,88,178,56,163,7905,21323,868,..,8770,21323
POA2681,558,1485,5,17,0,0,5,17,29,28,0,0,0,0,0,0,29,28,0,0,0,0,0,0,0,0,0,0,4,5,592,1539,63,..,658,1539
POA2700,1690,4013,38,69,0,0,38,69,57,76,7,5,0,0,0,0,63,89,10,16,0,0,0,3,3,13,16,33,9,35,1826,4237,314,..,2144,4237
POA2701,760,2027,3,4,0,3,5,8,21,26,0,0,0,0,0,0,21,26,0,3,0,0,0,0,0,0,0,3,13,26,791,2087,91,..,884,2087
POA2702,275,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,3,0,0,281,711,26,..,307,711
POA2703,210,521,19,16,0,0,19,16,15,13,0,0,0,0,0,0,13,15,0,0,0,0,0,0,0,0,0,0,3,12,244,565,25,..,272,565
POA2705,3161,8240,163,272,21,29,183,293,191,320,7,11,0,0,0,0,203,336,15,19,9,11,4,16,8,14,35,62,34,79,3613,9010,485,..,4099,9010
POA2706,408,1009,3,3,0,0,3,3,7,17,0,0,0,0,0,0,7,17,0,3,3,3,0,3,0,0,5,12,0,3,421,1041,66,..,484,1041
POA2707,429,1096,0,0,0,0,0,0,28,41,0,0,0,0,0,0,28,41,0,5,3,3,0,0,4,9,9,22,0,0,468,1158,147,..,618,1158
POA2710,3509,8236,64,112,7,19,70,127,254,347,0,0,0,0,0,0,254,347,21,31,18,33,4,9,18,27,60,111,39,85,3929,8902,597,..,4526,8902
POA2711,1124,2636,24,32,0,3,27,33,51,92,0,0,0,0,0,0,51,92,5,16,3,7,0,0,3,3,13,24,19,34,1233,2826,361,..,1591,2826
POA2712,485,1079,0,0,0,0,0,0,25,28,0,0,0,0,0,0,24,24,0,0,3,4,0,0,5,8,7,12,0,3,519,1122,105,..,623,1122
POA2713,965,2244,52,57,0,0,52,57,30,44,0,0,0,0,0,0,30,44,7,7,0,0,0,0,5,19,14,24,9,23,1062,2393,236,..,1302,2393
POA2714,974,2183,23,27,0,0,23,27,36,61,3,4,0,0,0,0,39,59,19,30,37,52,0,4,17,42,77,128,0,0,1116,2393,239,..,1351,2393
POA2715,505,1245,13,19,0,0,13,19,25,39,0,0,0,0,0,0,25,39,7,21,0,0,0,0,6,14,13,29,5,9,567,1342,172,..,736,1342
POA2716,372,885,0,0,0,3,0,3,25,32,0,0,0,0,0,0,25,32,3,3,0,0,0,0,0,3,8,10,3,4,409,930,110,..,517,930
POA2717,413,1082,17,31,0,0,17,31,4,4,0,0,0,0,0,0,4,4,3,3,0,3,0,0,0,0,6,10,3,11,444,1139,87,..,531,1139
POA2720,2728,6698,79,101,24,36,106,134,112,159,0,0,0,0,0,0,112,159,4,22,0,3,0,0,0,0,11,23,18,45,2977,7067,525,..,3497,7067
POA2721,79,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,206,44,..,122,206
POA2722,1116,2741,21,26,5,16,33,44,22,30,0,0,0,0,0,0,22,30,3,7,0,0,0,3,17,36,24,54,14,26,1205,2892,182,..,1393,2892
POA2725,144,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,145,333,33,..,182,333
POA2726,79,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,85,190,33,..,115,190
POA2727,115,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,116,311,40,..,165,311
POA2729,603,1513,3,3,0,0,3,3,14,25,0,4,0,0,0,0,15,26,3,3,4,4,0,4,0,4,8,10,3,3,631,1559,113,..,749,1559
POA2730,535,1162,7,14,0,0,7,14,3,12,0,0,0,0,0,0,3,12,0,4,3,8,0,0,0,4,8,16,9,17,565,1223,90,..,651,1223
POA2731,2041,5079,119,187,4,9,125,190,174,281,0,0,0,0,0,0,174,281,3,11,41,72,0,0,13,37,63,114,11,18,2409,5686,384,..,2790,5686
POA2732,635,1407,39,53,0,0,44,53,37,42,0,0,0,0,0,0,37,42,10,13,0,0,0,0,10,17,16,32,3,3,736,1533,180,..,919,1533
POA2733,202,444,0,0,0,0,0,0,6,7,0,0,0,0,0,0,6,7,0,0,0,0,0,3,0,3,4,4,10,21,215,469,98,..,312,469
POA2734,129,367,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,4,138,378,54,..,187,378
POA2735,146,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,147,396,21,..,167,396
POA2736,119,282,0,0,0,0,0,0,4,10,0,0,0,0,0,0,4,10,3,4,0,0,0,0,4,11,6,20,0,0,134,313,34,..,163,313
POA2737,243,693,4,4,3,3,6,11,5,8,0,0,0,0,0,0,5,8,7,5,0,0,0,0,0,0,7,5,0,0,258,718,69,..,318,718
POA2738,539,1484,0,3,0,0,0,3,16,22,0,0,0,0,0,0,16,22,0,0,4,5,0,3,0,0,6,11,4,10,563,1533,81,..,653,1533
POA2739,419,1129,12,16,0,0,12,16,30,43,0,0,0,0,0,0,30,43,18,33,3,6,3,4,4,17,28,61,0,3,490,1254,83,..,573,1254
POA2745,8116,26625,144,298,388,999,539,1296,61,90,0,0,45,104,0,0,107,202,29,45,0,0,0,3,3,3,32,49,43,142,8839,28317,459,..,9294,28317
POA2747,10854,32930,709,1518,1437,3474,2141,4993,347,704,404,737,225,416,15,39,993,1888,0,0,0,3,8,22,6,26,20,48,56,142,14068,39996,988,..,15060,39996
POA2748,514,1716,10,28,3,12,9,44,0,5,0,0,0,0,0,0,0,5,0,0,0,0,3,6,0,0,3,6,3,7,532,1777,32,..,568,1777
POA2749,4717,14692,214,501,287,765,501,1267,4,7,0,3,0,0,0,0,4,8,0,0,3,12,3,7,3,18,9,40,22,56,5257,16065,216,..,5476,16065
POA2750,11755,33621,1038,1756,1477,3128,2510,4886,908,1418,709,1220,249,438,13,27,1878,3104,3,7,109,146,4,10,12,26,124,187,35,76,16308,41876,1066,..,17375,41876
POA2752,1491,4660,12,21,0,0,12,21,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,8,0,0,3,11,3,7,1508,4693,85,..,1591,4693
POA2753,4643,13742,535,963,130,229,665,1199,221,324,75,133,0,0,4,6,296,466,3,7,3,5,0,3,12,33,15,49,63,166,5681,15621,412,..,6092,15621
POA2754,1520,4380,208,402,170,391,374,795,54,83,0,0,0,0,0,0,54,83,0,0,0,0,0,0,0,0,0,0,11,29,1963,5291,138,..,2101,5291
POA2755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
POA2756,9690,29227,820,1708,244,555,1070,2266,99,195,0,0,0,0,4,5,103,197,64,83,15,20,13,33,26,49,109,187,89,181,11061,32059,696,..,11758,32059
POA2757,267,778,0,0,0,0,0,0,6,10,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,3,3,278,793,17,..,290,793
POA2758,2637,7861,14,23,0,0,14,23,15,23,0,0,0,0,0,3,19,33,0,0,0,0,0,3,0,9,5,11,22,41,2695,7966,236,..,2932,7966
POA2759,7865,25179,48,119,29,90,70,213,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,10,7946,25403,289,..,8237,25403
POA2760,8408,25031,544,1148,1265,3569,1807,4718,301,637,361,740,161,315,8,23,838,1709,0,0,0,0,6,16,19,40,26,54,55,114,11134,31626,898,..,12031,31626
POA2761,7890,28153,263,678,297,1030,560,1710,3,8,0,0,0,0,0,0,3,8,0,0,0,0,0,0,7,18,4,13,20,51,8479,29940,313,..,8791,29940
POA2762,1232,3851,189,571,73,225,260,799,3,5,0,0,0,0,0,0,3,5,0,5,0,0,0,0,25,76,26,82,10,44,1535,4784,135,..,1670,4784
POA2763,3651,11942,2908,9157,2193,7391,5101,16551,480,1458,0,0,0,0,0,3,483,1461,0,0,0,0,0,0,3,15,3,11,63,168,9302,30136,336,..,9642,30136
POA2765,4207,13116,135,233,39,105,172,337,24,63,0,0,0,0,4,7,31,66,28,41,154,234,5,24,47,129,231,421,60,155,4705,14093,444,..,5149,14093
POA2766,3420,11559,176,497,627,2207,800,2704,25,62,9,19,18,38,0,0,52,114,0,0,0,0,3,5,17,64,21,69,7,24,4297,14477,248,..,4540,14477
POA2767,5854,19738,141,303,581,1800,723,2102,58,123,0,0,0,3,5,10,64,132,0,0,0,0,0,0,3,12,3,12,20,53,6665,22035,323,..,6996,22035
POA2768,7094,24920,180,582,565,1873,746,2455,3,3,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,8,0,8,15,39,7860,27426,254,..,8112,27426
POA2769,2203,7933,434,1377,621,2143,1053,3523,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,5,4,11,3272,11467,110,..,3382,11467
POA2770,13948,45704,834,2512,1654,5280,2486,7795,341,595,515,1097,884,2261,10,29,1754,3977,0,11,4,11,31,83,17,61,59,166,38,103,18281,57748,1102,..,19382,57748
POA2773,1934,5495,60,81,15,41,82,123,3,3,9,10,0,3,0,0,13,21,0,0,0,0,0,0,0,0,0,0,0,6,2031,5638,118,..,2157,5638
POA2774,4249,12078,99,191,91,179,190,374,0,3,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,5,12,4449,12467,283,..,4732,12467
POA2775,515,1081,0,0,0,0,0,0,0,4,0,0,0,5,0,0,6,4,14,27,18,32,0,4,0,10,35,73,12,16,568,1181,164,..,732,1181
POA2776,1406,3812,9,25,6,18,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,10,1423,3863,99,..,1522,3863
POA2777,5611,15559,279,445,265,392,539,832,33,58,32,36,0,0,0,3,67,97,0,0,0,0,3,5,6,6,9,15,14,35,6239,16547,380,..,6618,16547
POA2778,876,2272,5,10,0,3,4,12,3,5,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,4,7,891,2295,75,..,965,2295
POA2779,1765,4673,39,64,4,5,42,66,8,19,0,0,0,0,0,0,8,17,0,0,0,0,0,0,0,0,0,0,3,10,1819,4765,164,..,1988,4765
POA2780,4617,10219,197,293,166,284,368,581,315,472,88,125,9,9,3,7,409,611,3,3,0,3,0,3,18,30,23,42,38,59,5460,11503,1497,..,6949,11503
POA2782,2284,5308,69,112,31,49,103,157,0,6,13,17,0,0,0,0,15,20,0,0,0,0,0,5,0,3,4,10,15,30,2410,5523,426,..,2838,5523
POA2783,945,2319,11,22,3,5,10,24,45,52,0,0,0,0,0,3,42,49,0,0,0,0,0,0,0,0,0,0,3,16,1002,2410,112,..,1116,2410
POA2784,459,1134,7,13,0,3,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,1149,51,..,522,1149
POA2785,1879,3948,30,55,8,12,40,72,17,18,0,0,0,0,0,0,17,21,0,7,0,0,3,13,0,10,9,21,17,32,1963,4091,767,..,2724,4091
POA2786,479,1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,9,488,1056,225,..,712,1056
POA2787,1478,3548,8,15,0,0,8,15,35,39,9,14,0,0,0,0,41,51,0,0,3,10,0,0,0,0,9,14,60,137,1598,3761,395,..,1995,3761
POA2790,5260,12466,427,664,84,135,509,796,108,167,20,18,0,0,0,0,126,183,25,37,7,12,0,7,22,53,56,109,25,51,5977,13609,784,..,6765,13609
POA2791,115,265,3,5,5,5,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,7,9,0,0,133,286,36,..,167,286
POA2792,152,346,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,347,34,..,189,347
POA2793,352,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,23,50,382,858,146,..,529,858
POA2794,3586,8702,156,263,3,8,162,273,219,292,7,11,0,0,0,3,229,303,17,16,3,3,0,0,6,31,28,55,24,43,4028,9372,461,..,4489,9372
POA2795,12586,33434,1137,1984,327,583,1465,2566,581,910,11,10,3,13,0,0,590,931,16,37,3,9,5,10,21,39,46,99,158,233,14839,37262,2160,..,17007,37262
POA2797,160,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,158,381,27,..,188,381
POA2798,686,1885,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,15,3,7,10,23,3,10,705,1918,97,..,806,1918
POA2799,1392,3582,24,42,0,0,24,42,52,61,0,0,0,0,0,0,52,61,0,0,3,3,6,4,9,22,18,32,29,29,1508,3740,161,..,1670,3740
POA2800,14067,37379,1210,1913,198,331,1405,2245,492,718,39,55,17,24,6,12,548,808,22,33,3,10,0,0,13,28,40,64,142,259,16202,40760,1863,..,18068,40760
POA2803,110,241,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,108,244,27,..,135,244
POA2804,992,2335,9,7,0,0,9,7,28,38,0,0,0,0,0,0,28,38,0,0,0,0,3,0,9,30,15,31,0,4,1043,2418,164,..,1210,2418
POA2805,152,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,161,383,26,..,185,383
POA2806,298,673,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,8,0,0,310,686,67,..,380,686
POA2807,54,125,99,204,0,0,99,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,50,171,382,39,..,217,382
POA2808,75,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,9,0,0,83,150,73,..,153,150
POA2809,59,133,10,20,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,15,76,178,19,..,98,178
POA2810,1218,2715,36,48,0,0,41,46,8,9,0,0,0,0,0,0,8,9,4,4,0,0,0,0,7,12,10,17,4,12,1273,2797,230,..,1504,2797
POA2817,114,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,272,35,..,153,272
POA2818,291,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,770,33,..,322,770
POA2820,2058,4983,81,126,0,0,81,126,36,62,0,3,0,0,0,0,39,61,8,18,3,10,3,8,213,502,234,537,19,45,2427,5747,432,..,2857,5747
POA2821,1604,4101,22,37,0,0,22,37,56,73,0,0,5,7,0,0,61,81,0,0,0,3,0,0,3,4,6,6,20,39,1713,4261,243,..,1954,4261
POA2822,154,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,155,365,21,..,175,365
POA2823,482,1152,9,10,0,3,11,17,25,44,0,0,0,0,0,0,25,44,6,7,0,0,0,0,0,0,6,7,8,4,527,1216,70,..,592,1216
POA2824,771,1797,6,16,0,0,6,16,39,60,0,0,0,0,0,0,39,60,4,5,0,4,0,0,0,0,4,8,6,7,828,1884,175,..,996,1884
POA2825,799,1921,30,41,4,11,31,52,28,42,0,0,0,0,0,0,28,42,10,8,0,0,0,0,8,13,12,19,7,19,876,2051,156,..,1034,2051
POA2826,65,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,70,161,7,..,80,161
POA2827,1322,3144,4,7,0,0,4,7,43,62,0,0,0,0,0,0,43,62,3,9,0,0,0,0,0,0,9,11,8,32,1389,3251,192,..,1576,3251
POA2828,276,667,5,10,0,0,5,10,4,5,0,0,0,0,0,0,4,5,4,4,0,0,0,0,0,0,4,4,5,12,293,705,84,..,383,705
POA2829,993,2457,3,6,0,0,3,6,55,70,0,0,0,0,0,0,57,71,5,4,0,0,0,0,3,6,10,17,5,8,1067,2556,253,..,1315,2556
POA2830,11925,32413,915,1597,55,90,965,1685,1157,1810,17,20,0,0,0,0,1172,1828,32,86,6,9,4,6,56,176,95,279,63,128,14219,36328,1587,..,15808,36328
POA2831,635,1626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,12,0,0,6,15,9,15,649,1664,181,..,829,1664
POA2832,667,1819,0,0,0,0,0,0,41,48,0,0,0,0,0,0,41,48,6,5,0,4,89,157,0,0,96,167,35,87,834,2128,372,..,1211,2128
POA2833,210,545,0,0,0,0,0,0,12,15,0,0,0,0,0,4,13,17,0,0,0,0,0,3,0,0,0,3,0,0,223,565,96,..,318,565
POA2834,803,1662,3,0,0,0,3,0,55,75,0,0,11,18,3,4,70,99,16,28,0,0,66,122,6,14,91,155,44,77,1008,2006,272,..,1285,2006
POA2835,1332,3347,22,40,0,0,22,40,100,133,0,0,0,0,0,0,99,131,8,13,0,0,3,0,14,34,28,49,0,7,1481,3574,434,..,1915,3574
POA2836,248,737,8,15,0,0,8,15,3,11,0,0,0,0,0,0,3,11,3,10,0,0,0,0,3,3,7,15,4,10,279,788,108,..,386,788
POA2838,93,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,237,4,..,100,237
POA2839,394,1070,0,0,5,4,5,4,10,28,24,37,0,0,0,0,36,65,0,0,0,8,0,0,5,5,4,15,4,3,444,1158,92,..,531,1158
POA2840,762,2012,16,22,0,0,16,22,34,43,0,0,0,0,0,0,34,43,14,27,3,6,0,0,9,16,23,55,18,34,850,2168,229,..,1075,2168
POA2842,242,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,5,3,4,253,570,40,..,297,570
POA2843,422,1047,0,0,0,0,0,0,0,3,0,0,5,13,0,0,10,15,0,3,4,11,0,0,0,0,9,15,14,11,449,1082,113,..,559,1082
POA2844,478,1115,0,0,0,0,0,0,12,17,0,0,0,0,0,0,12,17,0,0,0,0,0,0,0,0,0,0,6,22,499,1154,133,..,630,1154
POA2845,440,1153,17,24,4,5,22,27,5,11,0,0,0,0,0,0,5,11,0,0,0,3,0,0,193,498,197,504,3,10,671,1703,42,..,712,1703
POA2846,102,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,8,109,227,58,..,162,227
POA2847,732,1779,6,12,0,0,6,12,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,91,222,91,222,34,76,870,2093,88,..,952,2093
POA2848,650,1390,11,12,0,0,11,12,23,24,0,0,0,0,0,0,23,24,0,0,0,0,4,0,3,0,7,6,12,19,695,1452,123,..,812,1452
POA2849,592,1316,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,5,0,3,0,0,0,0,0,3,5,7,13,23,611,1354,230,..,837,1354
POA2850,5729,14546,271,443,17,29,293,471,182,292,10,9,0,0,0,0,190,302,40,48,38,58,6,25,11,25,90,157,41,82,6341,15558,1195,..,7535,15558
POA2852,1153,2876,44,65,0,0,44,65,3,3,0,0,0,0,0,0,3,3,9,10,3,0,0,0,12,29,28,36,16,45,1238,3030,202,..,1441,3030
POA2864,287,745,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,287,747,35,..,324,747
POA2865,298,730,0,0,0,0,0,0,13,12,0,0,0,0,0,0,13,12,0,0,0,0,0,0,3,4,3,4,0,0,310,749,46,..,359,749
POA2866,996,2672,18,20,0,3,19,19,38,54,0,0,0,0,0,0,38,54,6,7,3,8,0,7,11,25,20,45,12,32,1075,2823,131,..,1206,2823
POA2867,216,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,221,565,61,..,286,565
POA2868,239,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,580,37,..,283,580
POA2869,536,1217,5,11,0,0,5,11,6,11,0,0,0,0,0,0,6,11,0,0,4,9,3,3,9,17,15,30,3,13,565,1273,119,..,692,1273
POA2870,3834,9909,120,218,13,18,138,233,269,369,8,12,0,0,0,3,278,378,12,18,5,15,6,8,9,17,29,49,36,90,4314,10668,610,..,4919,10668
POA2871,3082,7688,113,163,6,9,115,172,137,169,4,3,0,0,0,0,141,175,16,20,4,14,13,28,26,53,61,117,15,38,3412,8188,511,..,3923,8188
POA2873,209,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,205,455,33,..,239,455
POA2874,157,364,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,3,158,369,64,..,220,369
POA2875,339,816,0,0,0,0,0,0,10,6,0,0,0,0,0,0,10,6,6,9,0,0,0,0,0,0,6,9,3,11,354,841,124,..,479,841
POA2876,128,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,135,352,34,..,164,352
