POA_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
POA2734,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,27,27,210,0,0,0,27,237,196,..,..,..,..,196,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA2735,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,10,0,9,..,3,0,3,24,25,198,8,0,9,24,234,185,..,..,..,..,185,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA2736,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,13,7,15,0,15,..,0,0,0,21,21,156,13,7,15,21,186,140,..,..,..,..,140,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,4,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,10,0,10,..,0,0,0,0,0,..,0,0,0
POA2737,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,7,0,7,..,36,0,36,0,36,..,0,0,0,62,62,323,37,0,36,62,425,303,..,..,..,..,303,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,3,7,0,7,..,0,0,0,0,0,..,7,3,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,27,3,28,0,28,..,0,0,0,0,0,..,0,0,0
POA2738,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,19,3,19,0,23,..,0,0,0,57,60,775,25,3,23,57,858,739,..,..,..,..,739,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,3,12,0,12,..,0,0,0,0,0,..,0,0,0
POA2739,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,25,9,35,0,35,..,3,0,3,73,74,592,32,9,40,73,704,588,..,..,..,..,588,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,14,3,16,0,16,..,0,0,0,0,0,..,0,0,0
POA2745,0,6,0,6,..,164,3,165,3,170,..,69,3,74,0,73,..,14,0,14,0,14,..,11,0,11,0,11,..,25,0,25,0,25,..,16,0,15,0,15,..,256,40,300,3,301,..,1870,155,2021,18,2044,..,36,3,39,552,588,11808,1905,158,2063,572,14435,12247,..,..,..,..,12247,..,12,0,12,0,12,..,185,13,197,0,193,..,3,0,3,0,3,..,45,16,59,0,61,..,66,33,96,0,96,..,4,0,5,0,5,..,113,47,163,0,170,..,66,3,72,0,71,..,17,0,17,0,17,..,15,0,19,0,19,..,29,0,29,0,29,..,45,9,50,0,50,..,11,0,11,0,17,..,112,6,123,0,123,..,169,16,189,3,193,..,11,0,11,0,11,..,45,3,47,0,47,..,63,6,67,0,71,..,418,29,443,5,451,..,115,17,129,3,129,..,7,0,7,0,7,..,27,6,29
POA2747,0,15,0,15,..,372,9,387,0,390,..,113,11,120,3,126,..,65,3,73,0,73,..,19,3,29,0,29,..,27,10,32,0,32,..,25,8,34,0,38,..,590,83,670,23,694,..,3385,392,3780,61,3846,..,46,4,52,1113,1165,15954,3432,402,3835,1172,20960,16239,..,..,..,..,16239,..,16,0,16,0,16,..,232,31,257,3,265,..,4,0,4,0,5,..,54,50,102,0,100,..,166,54,219,3,221,..,7,3,15,0,15,..,230,101,333,4,336,..,54,3,59,0,63,..,21,0,25,0,25,..,31,0,33,0,33,..,36,4,43,0,43,..,102,7,115,0,115,..,72,3,75,0,75,..,241,16,260,3,258,..,242,53,298,0,304,..,67,3,73,0,73,..,117,11,124,0,124,..,159,35,194,4,201,..,896,129,1021,11,1034,..,94,19,112,3,119,..,9,0,7,0,7,..,38,19,61
POA2748,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,14,0,16,0,16,..,230,9,237,0,240,..,0,0,0,45,46,715,229,7,237,49,1005,616,..,..,..,..,616,..,0,0,0,0,0,..,29,0,31,0,34,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,3,0,3,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,21,0,21,..,0,0,0,0,0,..,11,0,11,0,11,..,4,4,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,20,4,21,0,21,..,27,3,29,0,30,..,0,0,0,0,0,..,4,0,4
POA2749,0,0,0,0,..,39,0,39,0,41,..,44,8,53,0,53,..,0,0,0,0,0,..,6,3,8,0,8,..,16,0,16,0,16,..,3,0,6,0,6,..,93,24,116,5,115,..,598,76,678,4,681,..,14,3,18,401,422,7203,617,78,693,411,8308,7324,..,..,..,..,7324,..,0,0,0,0,0,..,41,9,48,0,48,..,0,0,0,0,0,..,13,7,16,0,16,..,40,8,54,0,54,..,3,0,3,0,3,..,55,18,70,0,70,..,24,0,21,0,21,..,9,0,9,0,11,..,10,0,10,0,10,..,25,0,25,0,25,..,33,3,37,0,37,..,0,0,0,0,0,..,40,0,40,0,40,..,6,0,12,0,12,..,19,0,19,0,19,..,10,0,12,0,12,..,11,0,15,0,15,..,91,6,93,0,93,..,34,4,42,0,42,..,6,0,6,0,6,..,7,0,13
POA2750,0,12,0,12,..,135,4,141,0,142,..,85,4,91,0,94,..,29,0,29,0,29,..,27,15,40,0,45,..,24,3,28,3,32,..,25,8,37,0,37,..,345,79,422,16,435,..,1948,290,2242,34,2274,..,57,3,66,1139,1203,18262,2007,296,2304,1177,21741,19086,..,..,..,..,19086,..,10,0,10,0,10,..,131,27,163,0,162,..,3,0,10,0,10,..,61,28,96,0,96,..,154,51,206,0,206,..,10,4,14,0,14,..,230,84,310,0,310,..,56,9,61,0,61,..,39,0,45,0,43,..,46,4,53,0,53,..,64,4,70,3,76,..,103,23,126,0,128,..,24,0,25,0,25,..,81,7,88,0,91,..,66,11,79,0,77,..,38,0,38,0,38,..,40,7,44,0,44,..,71,13,86,0,85,..,319,37,360,3,362,..,76,10,87,0,87,..,11,3,17,0,17,..,22,6,32
POA2752,0,0,0,0,..,0,0,0,0,0,..,11,3,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,27,0,24,0,24,..,135,6,144,0,144,..,11,0,11,119,127,2245,138,6,150,119,2513,2146,..,..,..,..,2146,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,8,0,13,0,13,..,3,0,3,0,4,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,23,0,23,..,0,0,0,0,0,..,0,0,0
POA2753,0,3,0,3,..,23,0,23,0,23,..,15,4,19,0,19,..,5,0,5,0,5,..,9,3,14,0,14,..,3,0,3,0,3,..,7,3,7,0,7,..,62,7,75,4,74,..,583,62,640,12,650,..,25,3,22,511,534,7279,604,64,669,522,8468,7408,..,..,..,..,7408,..,13,0,13,0,13,..,20,0,20,0,20,..,3,0,3,0,3,..,17,4,18,0,18,..,32,13,38,0,40,..,3,0,4,0,4,..,45,20,63,0,67,..,13,4,14,0,13,..,21,0,21,0,21,..,15,0,15,0,15,..,34,0,30,0,30,..,20,3,27,0,27,..,0,0,0,0,0,..,6,0,6,0,6,..,8,0,8,0,8,..,4,0,4,0,4,..,13,3,14,0,14,..,0,0,0,0,0,..,34,3,34,0,34,..,31,6,31,0,36,..,3,0,3,0,3,..,4,3,8
POA2754,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,8,3,10,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,11,6,18,0,18,..,108,15,129,0,131,..,5,0,5,112,117,2446,118,15,136,112,2690,2708,..,..,..,..,2708,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,6,4,11,0,11,..,3,3,6,0,6,..,0,0,0,0,0,..,7,7,18,0,18,..,8,3,12,0,12,..,5,0,5,0,5,..,6,0,6,0,6,..,10,0,10,0,10,..,3,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,19,0,22,0,22,..,3,0,3,0,3,..,3,0,7
POA2755,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,56,56,102,7,0,7,56,167,57,..,..,..,..,57,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA2756,0,0,0,0,..,29,0,33,0,33,..,40,4,40,0,40,..,3,0,3,0,3,..,3,4,7,0,7,..,6,0,6,0,6,..,7,3,11,0,11,..,81,19,104,8,110,..,732,112,841,14,855,..,40,0,40,905,942,15109,778,112,889,919,16910,15178,..,..,..,..,15178,..,16,0,16,0,16,..,43,4,46,0,46,..,0,0,0,0,3,..,40,23,68,0,68,..,45,12,61,0,60,..,3,0,3,0,3,..,87,41,131,0,132,..,26,0,28,0,28,..,17,0,17,0,17,..,23,0,23,0,23,..,34,0,34,0,39,..,28,4,33,0,33,..,0,0,0,0,0,..,9,0,9,0,9,..,7,3,7,0,7,..,7,0,7,0,7,..,14,0,16,0,16,..,3,0,3,0,3,..,42,3,42,0,42,..,54,5,62,4,66,..,3,0,3,0,3,..,8,3,16
POA2757,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,35,0,34,0,34,..,0,0,0,22,22,371,35,0,34,22,430,370,..,..,..,..,370,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0
POA2758,0,0,0,0,..,0,0,0,0,0,..,4,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,4,16,0,18,..,157,14,173,4,176,..,9,0,10,323,331,3855,163,14,183,323,4361,3845,..,..,..,..,3845,..,0,0,0,0,0,..,8,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,18,0,18,0,18,..,12,0,13,0,13,..,17,0,19,0,19,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,24,0,24,..,0,0,0,0,0,..,0,0,0
POA2759,0,12,0,12,..,373,16,386,3,384,..,134,19,150,0,150,..,34,0,37,0,37,..,7,0,12,0,12,..,126,16,146,0,146,..,31,9,37,0,37,..,365,65,425,3,434,..,2548,277,2830,20,2851,..,33,4,38,525,564,9677,2583,281,2868,543,13093,9640,..,..,..,..,9640,..,9,0,9,0,9,..,352,63,420,3,422,..,5,0,5,0,4,..,27,11,38,0,38,..,62,26,84,0,85,..,5,0,11,0,11,..,95,36,133,0,132,..,118,18,134,0,134,..,7,0,7,0,7,..,32,0,35,0,35,..,18,0,18,0,15,..,72,17,90,0,90,..,5,0,11,0,11,..,121,3,132,0,133,..,81,4,84,0,88,..,63,7,72,0,72,..,48,4,51,3,52,..,16,0,16,0,16,..,333,32,364,3,367,..,85,9,86,0,86,..,3,4,3,0,3,..,13,5,24
POA2760,0,30,0,30,..,601,26,623,13,632,..,107,17,127,0,127,..,91,8,97,0,95,..,15,0,15,0,15,..,65,12,74,0,74,..,55,11,68,0,68,..,815,139,950,23,973,..,4216,455,4674,75,4750,..,55,11,61,1124,1190,10732,4269,467,4738,1196,16666,10892,..,..,..,..,10892,..,5,0,5,0,5,..,349,62,410,3,417,..,0,0,0,0,0,..,39,10,47,0,47,..,66,33,97,0,97,..,5,0,7,0,7,..,104,47,151,0,151,..,133,32,162,0,162,..,19,0,21,0,21,..,29,3,32,0,32,..,25,0,25,0,25,..,125,31,152,3,154,..,119,7,129,0,129,..,357,30,385,11,400,..,172,20,199,0,199,..,63,3,66,0,66,..,122,25,152,0,153,..,239,36,270,5,277,..,1073,120,1200,20,1224,..,99,13,109,0,115,..,11,0,11,0,11,..,26,12,37
POA2761,4,43,0,43,..,1748,54,1799,21,1819,..,151,18,161,3,164,..,97,6,105,0,105,..,8,0,11,0,11,..,79,14,95,0,95,..,68,18,89,6,97,..,741,139,882,22,901,..,6097,566,6663,76,6743,..,48,10,58,614,674,7843,6144,584,6725,688,15258,7700,..,..,..,..,7700,..,3,0,3,0,3,..,477,99,576,10,584,..,4,0,4,0,4,..,43,28,64,0,69,..,66,27,93,0,99,..,8,3,13,0,13,..,120,54,177,0,176,..,26,9,34,0,37,..,5,0,5,0,5,..,44,0,41,0,46,..,11,0,11,0,11,..,52,14,60,3,66,..,108,20,129,0,129,..,798,38,830,5,840,..,385,67,451,3,454,..,49,0,52,0,52,..,373,60,434,3,440,..,168,12,181,0,188,..,1885,199,2082,18,2097,..,35,5,41,0,41,..,6,0,8,0,8,..,20,8,24
POA2762,0,0,0,0,..,50,0,50,3,54,..,11,0,11,0,7,..,22,0,22,0,22,..,0,0,0,0,0,..,3,0,5,0,5,..,0,0,0,0,0,..,85,17,97,4,103,..,608,66,677,13,686,..,6,0,6,116,119,1707,614,66,677,124,2509,1639,..,..,..,..,1639,..,6,0,6,0,6,..,17,4,23,0,23,..,0,0,0,0,0,..,16,6,25,0,25,..,17,15,37,0,37,..,0,0,0,0,0,..,32,25,56,0,56,..,12,3,13,0,10,..,0,0,0,0,0,..,9,0,9,0,9,..,17,0,17,0,17,..,3,0,7,0,7,..,11,0,10,0,10,..,77,9,79,0,79,..,53,12,68,0,63,..,18,3,21,0,21,..,6,0,11,0,11,..,36,11,44,0,44,..,209,31,235,3,240,..,14,3,17,0,17,..,4,0,4,0,4,..,6,4,10
POA2763,0,11,0,11,..,801,27,827,6,834,..,113,8,126,0,128,..,200,8,205,0,212,..,19,19,30,0,30,..,52,7,64,3,64,..,18,5,28,0,30,..,646,88,737,21,758,..,5212,482,5696,63,5754,..,27,9,36,459,492,9047,5237,488,5730,516,15294,9133,..,..,..,..,9133,..,24,0,24,0,24,..,247,31,281,3,282,..,0,0,0,0,0,..,121,51,172,0,172,..,127,53,180,0,180,..,10,3,14,0,14,..,261,102,361,0,358,..,47,0,49,0,52,..,15,0,15,0,15,..,41,0,45,0,47,..,12,0,13,0,13,..,80,5,85,0,85,..,127,10,137,4,139,..,562,49,619,3,620,..,600,99,702,4,706,..,174,15,185,0,185,..,178,18,192,0,194,..,442,48,486,0,492,..,2081,236,2322,14,2338,..,78,9,81,0,81,..,7,0,8,0,8,..,29,21,56
POA2765,0,3,0,3,..,68,0,71,3,71,..,19,4,21,0,21,..,5,0,5,0,5,..,0,3,9,0,9,..,0,0,0,0,0,..,8,0,10,0,10,..,67,9,77,5,82,..,941,114,1060,15,1073,..,25,3,29,1255,1282,6038,965,121,1087,1273,8398,5869,..,..,..,..,5869,..,12,0,12,0,12,..,67,3,76,0,76,..,5,0,5,0,5,..,17,29,50,0,50,..,52,15,63,0,64,..,0,0,3,0,3,..,73,45,116,0,117,..,27,3,30,0,30,..,13,0,16,0,16,..,8,0,8,0,8,..,18,3,22,0,22,..,30,0,30,3,27,..,6,0,6,0,6,..,36,0,40,0,40,..,47,11,54,0,54,..,12,0,12,0,12,..,30,0,29,0,29,..,23,0,20,0,20,..,151,12,164,0,165,..,85,16,94,0,94,..,4,0,4,0,4,..,10,4,17
POA2766,0,17,0,17,..,1116,34,1144,8,1154,..,56,22,82,0,82,..,45,0,47,0,47,..,15,0,15,0,15,..,33,5,43,0,43,..,42,9,54,0,54,..,415,66,483,8,492,..,3314,339,3654,35,3695,..,26,5,31,345,381,3591,3337,350,3689,382,7661,3477,..,..,..,..,3477,..,0,0,0,0,0,..,203,52,258,0,258,..,0,0,0,0,0,..,47,37,79,0,82,..,37,32,69,0,64,..,3,0,3,0,3,..,81,68,151,3,150,..,43,9,60,0,60,..,9,0,9,0,9,..,19,4,21,0,20,..,12,3,12,0,12,..,33,9,43,0,43,..,103,24,121,0,121,..,323,27,348,6,355,..,76,9,88,0,88,..,24,0,24,0,24,..,198,27,223,3,226,..,136,28,169,0,170,..,861,115,972,8,982,..,42,8,41,0,41,..,3,3,5,0,5,..,16,11,27
