POA_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
POA2829,1219,1252,2471,442,296,735,113,203,316,49,58,98,61,52,109,664,597,1264,351,454,802,9.2,8.7,8.6,54.5,47.7,51.2,49.5,44.5,46.5,5,21,24,0,16,12,48,112,163,38,90,127,218,128,351,9,23,36,16,22,37,240,181,423,1085,1115,2196,164,176,345,811,793,1604,380,418,802
POA2830,15066,16700,31770,7577,4894,12470,1503,3833,5333,434,551,984,564,512,1078,10076,9792,19865,3858,5694,9553,5.6,5.2,5.4,66.9,58.6,62.5,63.1,55.6,59.1,341,397,729,176,327,504,1250,2313,3554,830,1521,2349,4180,2279,6461,133,379,512,231,455,683,4542,3114,7652,14372,15343,29714,3029,3296,6329,9301,9902,19206,7155,7836,14993
POA2831,769,719,1486,364,226,595,63,167,223,46,27,71,26,22,45,493,439,937,189,208,400,5.3,5,4.8,64.1,61.1,63.1,61.5,58.4,59.8,0,6,9,3,15,16,25,106,134,36,73,113,205,83,287,12,18,28,19,17,36,233,111,345,755,720,1470,95,105,197,536,489,1021,278,273,554
POA2832,1021,930,1948,392,228,624,66,150,209,35,41,70,53,41,93,540,450,994,331,339,671,9.8,9.1,9.4,52.9,48.4,51,48.3,45.1,46.4,9,17,20,3,13,13,53,103,152,49,66,115,156,72,228,15,8,21,11,19,30,173,105,281,948,897,1846,144,137,282,695,649,1344,322,317,640
POA2833,271,238,502,81,58,134,29,45,74,3,3,3,17,17,31,123,117,241,120,98,221,13.8,14.5,12.9,45.4,49.2,48,41.7,44.5,42,0,4,4,0,3,3,10,22,36,15,14,24,33,18,53,0,4,5,3,3,7,35,25,59,266,240,504,46,43,88,215,183,401,66,83,153
POA2834,1079,911,1992,165,155,322,116,153,264,30,30,59,78,33,109,382,370,754,551,425,974,20.4,8.9,14.5,35.4,40.6,37.9,28.8,37.1,32.4,11,17,25,0,13,12,33,73,109,45,78,125,201,95,301,7,13,26,16,16,32,233,131,359,951,764,1715,124,141,262,704,536,1242,330,337,663
POA2835,1664,1593,3254,859,424,1288,101,326,425,73,71,143,71,39,112,1108,861,1962,347,550,897,6.4,4.5,5.7,66.6,54,60.3,62.1,51.5,57,23,24,50,9,16,27,92,139,232,52,111,159,510,193,704,13,32,48,25,25,51,544,256,794,1530,1465,2991,282,279,562,1010,938,1955,679,690,1368
POA2836,350,342,699,129,83,211,19,28,49,10,8,19,15,9,27,171,139,313,132,168,300,8.8,6.5,8.6,48.9,40.6,44.8,45.1,34.8,39.9,3,3,4,0,3,4,4,26,30,22,20,42,50,33,82,6,6,10,6,6,12,56,39,98,346,361,709,53,57,112,275,288,561,102,98,196
POA2838,84,98,184,37,19,52,7,14,21,0,3,8,8,6,18,54,45,94,32,57,83,14.8,13.3,19.1,64.3,45.9,51.1,52.4,36.7,44,0,0,0,0,0,0,7,9,15,3,6,11,15,9,28,7,4,9,0,0,0,20,12,36,92,115,206,14,14,33,78,98,174,20,25,44
POA2839,533,497,1032,157,126,278,34,49,86,18,21,39,50,29,78,259,221,475,230,231,462,19.3,13.1,16.4,48.6,44.5,46,39.2,39.4,39.1,0,6,7,7,3,5,12,52,64,20,33,49,65,34,105,18,19,39,5,10,16,91,66,154,514,489,1003,72,73,142,393,377,775,143,141,281
POA2840,1025,1047,2069,426,328,759,91,144,233,23,28,49,40,27,67,582,526,1111,235,315,547,6.9,5.1,6,56.8,50.2,53.7,52.7,47.8,50.3,7,20,27,3,8,12,48,119,163,53,91,150,169,83,249,6,26,34,13,20,30,194,119,317,910,884,1798,125,167,289,639,608,1246,324,371,694
POA2842,272,230,506,103,43,147,22,57,73,10,7,16,11,5,15,138,118,259,111,97,211,8,4.2,5.8,50.7,51.3,51.2,49.6,46.5,46.6,5,3,4,0,0,3,5,22,30,11,17,28,62,35,96,0,14,12,5,3,12,72,42,115,257,240,497,35,24,65,188,157,341,93,94,193
POA2843,522,513,1037,215,105,321,57,122,179,11,9,19,16,10,29,300,250,550,165,204,366,5.3,4,5.3,57.5,48.7,53,54.2,46,50,0,5,10,3,3,6,38,58,92,23,46,72,126,59,185,7,8,15,10,9,21,139,83,225,512,484,999,60,63,127,346,311,659,192,213,404
POA2844,592,576,1169,196,81,281,37,114,150,13,19,34,30,21,47,281,237,519,194,235,431,10.7,8.9,9.1,47.5,41.1,44.4,41.6,37.2,39.8,5,3,8,3,4,12,21,46,67,23,46,64,114,47,165,7,6,18,14,12,18,137,67,200,521,515,1033,53,53,110,394,375,770,151,173,321
POA2845,764,777,1539,307,150,454,74,175,245,25,21,43,28,31,61,432,381,809,257,307,560,6.5,8.1,7.5,56.5,49,52.6,53.1,44.5,48.2,4,3,12,0,10,13,17,51,73,31,57,89,260,100,357,8,16,24,13,17,34,277,139,418,766,757,1527,97,108,206,537,507,1046,275,305,583
POA2846,125,101,229,33,18,52,13,21,29,6,5,9,6,3,6,51,42,97,53,46,101,11.8,7.1,6.2,40.8,41.6,42.4,41.6,43.6,39.3,4,0,6,0,0,0,4,7,10,9,10,19,42,10,56,4,4,9,3,7,7,51,23,71,115,103,215,3,9,15,82,69,156,32,36,73
POA2847,1012,1003,2015,333,154,486,76,211,290,29,28,60,52,40,92,491,435,925,402,453,851,10.6,9.2,9.9,48.5,43.4,45.9,43.3,39.2,41.5,9,12,18,5,7,19,34,51,88,35,82,117,285,127,414,13,16,32,24,31,53,323,174,498,944,935,1874,112,97,204,725,702,1426,293,284,580
POA2848,705,685,1393,143,66,209,50,105,161,13,18,31,52,25,74,261,209,471,353,401,753,19.9,12,15.7,37,30.5,33.8,29.2,27.6,28.8,0,11,11,0,3,3,21,26,42,23,32,52,178,75,249,7,9,19,12,18,33,195,107,297,615,582,1195,98,93,190,469,447,915,214,212,425
POA2849,658,635,1292,233,109,342,52,144,201,13,17,29,27,14,46,330,292,616,263,286,547,8.2,4.8,7.5,50.2,46,47.7,45.3,42.5,44.3,15,7,22,8,13,16,40,69,109,40,66,105,183,78,254,3,16,16,11,16,29,199,112,310,605,581,1178,87,94,184,416,402,810,241,248,488
POA2850,6928,7051,13980,3113,1444,4560,729,1773,2501,215,221,433,251,208,459,4309,3647,7955,1947,2738,4685,5.8,5.7,5.8,62.2,51.7,56.9,58.6,48.8,53.6,83,130,213,66,118,182,499,819,1316,365,644,1007,2141,928,3070,91,146,236,133,204,337,2364,1278,3643,6519,6498,13014,1260,1284,2548,4099,4010,8111,3207,3262,6468
POA2852,1405,1373,2775,576,212,788,131,333,466,38,45,79,52,56,110,794,645,1439,430,564,992,6.5,8.7,7.6,56.5,47,51.9,53,43,48,4,16,24,7,15,21,55,115,168,55,109,168,407,172,581,10,36,49,15,44,57,441,255,692,1318,1291,2602,198,199,394,913,860,1768,500,546,1048
POA2864,317,324,636,158,88,250,29,70,98,16,9,29,11,9,17,210,173,390,83,128,217,5.2,5.2,4.4,66.2,53.4,61.3,64,51.5,59.3,8,4,11,0,4,4,16,53,70,26,32,65,95,32,121,0,6,13,3,12,16,95,48,148,364,339,703,23,26,52,258,235,499,102,105,199
POA2865,350,345,697,169,72,238,24,86,114,18,16,33,12,10,16,219,175,400,92,128,214,5.5,5.7,4,62.6,50.7,57.4,60.3,50.4,55.2,3,3,4,0,3,3,5,24,35,12,28,39,103,39,146,3,5,12,3,10,18,117,60,168,337,330,673,30,30,62,254,238,490,104,106,206
POA2866,1146,1239,2381,553,289,842,114,279,393,30,35,66,25,24,46,726,626,1347,337,508,844,3.4,3.8,3.4,63.4,50.5,56.6,60.8,48.7,54.6,15,21,37,10,21,24,82,145,232,79,119,197,305,147,455,13,26,41,19,48,64,339,221,560,1194,1251,2446,162,189,344,822,861,1682,432,485,920
POA2867,250,216,466,105,47,148,31,52,82,15,6,24,11,10,23,160,115,274,74,87,160,6.9,8.7,8.4,64,53.2,58.8,60.4,48.6,54.5,3,0,3,0,5,4,12,27,40,16,32,48,62,18,80,0,10,10,10,12,19,70,39,111,258,221,484,37,31,70,192,175,365,71,74,148
POA2868,251,274,528,104,47,147,30,61,90,18,3,19,10,10,21,153,123,273,78,131,209,6.5,8.1,7.7,61,44.9,51.7,60.6,40.5,48.5,0,0,0,0,0,0,13,19,27,10,17,33,70,22,94,0,5,5,3,14,17,70,46,114,251,254,508,42,47,88,188,193,379,89,96,181
POA2869,626,589,1215,208,110,319,51,100,155,19,21,43,42,20,67,320,256,580,230,273,501,13.1,7.8,11.6,51.1,43.5,47.7,44.4,39.2,42.6,6,8,6,3,9,8,17,55,73,24,41,64,122,83,206,5,12,14,14,20,31,144,112,255,571,544,1113,84,80,161,462,429,885,152,163,322
POA2870,4583,4957,9535,2025,1048,3073,432,1068,1495,150,165,321,202,172,375,2805,2456,5258,1342,2021,3361,7.2,7,7.1,61.2,49.5,55.1,56.9,46,51.3,53,69,122,40,64,102,258,446,706,211,384,599,1254,692,1945,60,120,181,71,141,214,1389,953,2339,4425,4658,9083,735,796,1532,3077,3209,6283,1815,1988,3800
POA2871,3724,3722,7447,1594,832,2420,354,793,1141,124,136,259,117,108,221,2187,1863,4049,1173,1532,2702,5.3,5.8,5.5,58.7,50.1,54.4,55.6,47.3,51.3,32,52,81,23,46,72,188,385,571,174,321,496,897,463,1361,38,86,125,68,104,175,1003,646,1652,3633,3558,7183,522,589,1110,2543,2481,5022,1379,1424,2812
POA2873,239,220,460,101,56,152,18,29,48,12,7,19,4,7,9,129,105,234,76,83,157,3.1,6.7,3.8,54,47.7,50.9,54.8,41.8,47.6,4,3,5,0,0,4,3,19,20,8,17,24,48,14,66,3,3,11,3,6,11,60,29,85,210,201,406,21,26,46,160,143,302,57,66,125
POA2874,192,170,358,88,41,135,15,36,54,4,5,11,4,3,6,114,92,209,54,57,112,3.5,3.3,2.9,59.4,54.1,58.4,55.7,48.2,55.9,0,0,0,0,0,0,13,21,34,6,15,24,43,16,54,5,3,5,0,7,6,43,25,67,185,163,342,12,14,29,157,127,282,41,40,77
POA2875,400,377,775,165,75,240,34,76,116,22,17,42,20,9,24,240,175,418,121,151,274,8.3,5.1,5.7,60,46.4,53.9,55.3,44.6,51.4,3,4,10,3,0,5,16,46,61,16,39,52,80,44,126,4,9,15,7,14,20,93,64,154,419,376,789,39,32,71,310,277,586,116,108,227
POA2876,177,145,327,73,35,110,15,28,46,4,3,9,5,3,8,96,75,171,59,52,108,5.2,4,4.7,54.2,51.7,52.3,52,45.5,50.5,0,0,0,0,3,3,3,14,18,3,17,18,48,18,61,0,0,0,4,10,14,53,26,81,202,138,343,8,10,20,150,111,259,45,34,76
POA2877,1496,1505,3003,659,315,971,126,313,445,65,66,128,73,54,124,924,743,1668,412,627,1036,7.9,7.3,7.4,61.8,49.4,55.5,56.8,46.1,51.4,10,12,18,3,27,37,61,141,204,53,111,165,304,161,466,15,38,56,15,18,34,334,223,556,1461,1479,2940,217,235,454,1045,1028,2070,510,566,1074
POA2878,185,126,313,79,43,122,8,15,23,8,3,10,4,7,4,97,69,164,50,22,70,4.1,10.1,2.4,52.4,54.8,52.4,51.4,48.4,49.5,0,0,0,0,0,0,0,7,12,4,7,16,22,10,35,3,0,3,0,0,0,24,14,43,128,103,227,10,9,21,88,78,165,35,32,69
POA2879,283,240,522,70,41,115,8,26,35,11,5,11,23,12,32,110,85,193,126,112,246,20.9,14.1,16.6,38.9,35.4,37,31.4,30,30.8,0,4,4,0,0,4,10,6,15,8,14,17,36,17,55,3,7,10,0,3,9,42,32,74,270,211,485,31,26,59,199,156,358,88,74,156
POA2880,7386,7833,15221,2711,1760,4474,718,1503,2221,257,263,519,403,266,676,4101,3794,7888,2709,3453,6164,9.8,7,8.6,55.5,48.4,51.8,49.9,45,47.4,67,130,193,63,119,180,305,620,927,307,523,829,2037,943,2977,71,162,230,83,215,303,2196,1318,3509,7027,7328,14357,930,1047,1975,5406,5590,11002,2186,2483,4670
POA2898,165,163,327,68,44,118,40,44,81,10,16,26,0,3,3,117,111,228,25,40,70,0,2.7,1.3,70.9,68.1,69.7,71.5,63.8,68.8,3,4,7,0,0,0,16,28,41,10,15,29,59,19,77,0,3,4,12,7,16,67,30,101,140,148,292,27,27,50,102,106,201,64,57,117
